date,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
2017-05-08 00:00:00,2.6,10.1,15.8,7.2,492725
2017-05-09 00:00:00,1.2,10.9,15.9,7.3,538218
2017-05-10 00:00:00,0.0,8.1,17.7,11.3,568189
2017-05-11 00:00:00,0.0,6.1,16.5,8.6,567444
2017-05-12 00:00:00,0.0,5.9,19.5,9.9,642942
2017-05-13 00:00:00,0.0,8.4,15.6,10.1,532369
2017-05-14 00:00:00,0.0,6.4,15.1,7.7,454015
2017-05-15 00:00:00,0.0,6.3,16.9,8.2,510207
2017-05-16 00:00:00,0.0,5.6,18.2,9.0,540831
2017-05-17 00:00:00,0.4,7.6,17.0,3.8,572565
2017-05-18 00:00:00,0.0,10.7,20.2,9.8,577407
2017-05-19 00:00:00,1.0,10.2,17.8,2.5,616429
2017-05-20 00:00:00,0.2,10.2,19.3,9.8,550704
2017-05-21 00:00:00,0.0,10.8,18.7,6.8,425269
2017-05-22 00:00:00,0.0,10.4,20.3,10.1,530489
2017-05-23 00:00:00,0.0,12.8,19.3,7.4,532285
2017-05-24 00:00:00,0.0,11.7,17.1,8.0,553415
2017-05-25 00:00:00,0.0,13.7,18.5,5.7,558028
2017-05-26 00:00:00,0.0,13.1,18.0,8.2,639163
2017-05-27 00:00:00,0.0,11.9,17.8,8.3,511893
2017-05-28 00:00:00,8.0,10.2,15.3,7.6,361337
2017-05-29 00:00:00,1.6,7.7,14.8,8.0,494117
2017-05-30 00:00:00,3.0,9.3,13.1,6.9,490358
2017-05-31 00:00:00,5.6,6.7,13.0,8.5,474685
2017-06-01 00:00:00,1.2,7.9,13.9,4.7,509074
2017-06-02 00:00:00,0.0,8.0,14.7,7.3,625069
2017-06-03 00:00:00,1.0,9.9,14.3,8.3,515674
2017-06-04 00:00:00,0.0,4.4,15.8,9.3,409450
2017-06-05 00:00:00,0.0,5.6,17.5,5.0,510095
2017-06-06 00:00:00,6.4,8.7,13.9,6.3,518925
2017-06-07 00:00:00,0.0,5.9,14.3,9.2,570696
2017-06-08 00:00:00,0.0,3.6,15.0,7.2,553586
2017-06-09 00:00:00,2.4,6.6,15.0,7.8,720789
2017-06-10 00:00:00,0.0,7.0,15.8,8.9,575576
2017-06-11 00:00:00,0.0,3.4,15.5,8.6,518019
2017-06-12 00:00:00,0.0,6.0,15.9,5.1,387743
2017-06-13 00:00:00,0.0,8.8,15.1,6.6,530279
2017-06-14 00:00:00,0.0,4.0,17.4,8.9,548934
2017-06-15 00:00:00,0.0,7.7,19.0,7.4,558423
2017-06-16 00:00:00,0.0,6.6,17.1,8.9,658843
2017-06-17 00:00:00,0.0,4.2,15.5,9.2,519084
2017-06-18 00:00:00,0.0,5.4,16.3,7.9,396715
2017-06-19 00:00:00,0.0,7.1,16.1,6.0,508138
2017-06-20 00:00:00,0.0,6.4,15.8,9.2,542160
2017-06-21 00:00:00,1.0,7.8,13.5,5.0,531468
2017-06-22 00:00:00,0.4,6.7,14.1,6.7,559088
2017-06-23 00:00:00,0.0,7.4,14.9,8.2,623355
2017-06-24 00:00:00,1.2,8.3,12.3,7.3,502193
2017-06-25 00:00:00,0.2,8.6,14.3,5.3,385792
2017-06-26 00:00:00,2.0,8.8,12.6,7.8,496982
2017-06-27 00:00:00,0.0,6.0,12.1,4.4,507611
2017-06-28 00:00:00,0.0,6.8,14.1,5.4,519149
2017-06-29 00:00:00,0.0,9.2,13.7,5.0,464468
2017-06-30 00:00:00,5.6,7.1,12.3,8.4,590486
2017-07-01 00:00:00,0.2,1.1,12.7,9.3,616019
2017-07-02 00:00:00,0.0,0.8,14.3,9.2,537761
2017-07-03 00:00:00,0.0,3.8,13.9,3.9,579373
2017-07-04 00:00:00,3.6,9.0,16.2,6.4,626490
2017-07-05 00:00:00,0.0,10.1,15.8,6.5,658694
2017-07-06 00:00:00,0.0,4.8,15.0,8.7,686601
2017-07-07 00:00:00,0.0,8.0,14.2,9.4,784079
2017-07-08 00:00:00,0.0,5.3,13.5,5.1,586585
2017-07-09 00:00:00,1.0,7.3,14.6,7.3,507736
2017-07-10 00:00:00,0.0,7.0,16.0,5.7,604159
2017-07-11 00:00:00,0.4,6.9,14.3,9.7,644573
2017-07-12 00:00:00,0.0,3.2,15.1,9.8,659620
2017-07-13 00:00:00,0.0,4.8,13.3,5.5,629153
2017-07-14 00:00:00,2.6,9.9,15.9,8.6,679518
2017-07-15 00:00:00,0.1,4.5,12.0,9.4,574596
2017-07-16 00:00:00,0.1,3.0,12.5,7.8,406334
2017-07-17 00:00:00,0.0,5.7,15.3,6.3,523005
2017-07-18 00:00:00,0.0,9.7,14.5,5.8,540192
2017-07-19 00:00:00,5.6,8.9,13.2,7.7,555027
2017-07-20 00:00:00,0.6,7.9,10.7,5.9,547041
2017-07-21 00:00:00,3.4,3.3,13.8,10.3,681935
2017-07-22 00:00:00,0.2,5.4,12.4,7.0,495025
2017-07-23 00:00:00,0.0,8.4,14.1,5.4,405805
2017-07-24 00:00:00,10.6,8.1,16.1,8.3,577529
2017-07-25 00:00:00,0.0,9.8,17.2,9.0,575038
2017-07-26 00:00:00,1.6,10.9,15.0,8.7,596492
2017-07-27 00:00:00,1.2,4.4,14.2,8.7,608917
2017-07-28 00:00:00,3.4,6.2,14.3,9.8,757744
2017-07-29 00:00:00,1.0,9.7,17.9,10.1,558579
2017-07-30 00:00:00,0.0,11.3,18.1,8.3,539554
2017-07-31 00:00:00,0.0,6.7,14.8,11.5,538126
2017-08-01 00:00:00,0.0,3.5,15.5,11.5,567873
2017-08-02 00:00:00,0.0,3.4,12.9,7.5,581568
2017-08-03 00:00:00,0.0,3.1,9.0,4.4,541575
2017-08-04 00:00:00,7.6,4.3,12.1,7.2,678298
2017-08-05 00:00:00,0.0,8.8,14.2,11.7,566359
2017-08-06 00:00:00,0.2,9.0,13.0,8.2,407353
2017-08-07 00:00:00,5.0,7.7,12.3,7.3,536863
2017-08-08 00:00:00,3.0,7.9,15.0,7.5,596215
2017-08-09 00:00:00,0.0,8.9,16.8,11.5,611458
2017-08-10 00:00:00,0.0,11.4,18.8,8.4,613531
2017-08-11 00:00:00,0.0,10.3,16.4,9.3,693400
2017-08-12 00:00:00,0.0,10.3,17.9,9.9,539856
2017-08-13 00:00:00,0.0,9.4,18.7,11.1,505625
2017-08-14 00:00:00,0.2,12.3,20.1,12.6,586612
2017-08-15 00:00:00,0.0,10.4,17.5,3.2,565622
2017-08-16 00:00:00,1.4,12.1,18.1,10.9,600683
2017-08-17 00:00:00,4.8,9.3,15.6,9.1,575320
2017-08-18 00:00:00,4.8,8.0,12.2,9.4,617533
2017-08-19 00:00:00,7.0,5.9,11.8,11.6,559997
2017-08-20 00:00:00,1.8,5.1,13.3,13.9,515892
2017-08-21 00:00:00,1.2,6.8,12.7,7.9,524362
2017-08-22 00:00:00,2.2,5.7,16.8,11.1,588137
2017-08-23 00:00:00,0.0,8.3,18.1,9.7,559107
2017-08-24 00:00:00,8.8,5.2,13.3,13.0,599851
2017-08-25 00:00:00,0.0,4.9,15.0,13.3,723943
2017-08-26 00:00:00,0.0,9.9,15.3,8.5,633871
2017-08-27 00:00:00,nan,5.8,10.7,11.8,437941
2017-08-28 00:00:00,0.8,5.8,11.8,14.6,588781
2017-08-29 00:00:00,0.0,5.4,12.9,9.1,584852
2017-08-30 00:00:00,1.0,7.7,13.8,12.3,604017
2017-08-31 00:00:00,0.0,4.0,16.7,15.9,639756
2017-09-01 00:00:00,0.0,3.7,17.0,14.4,705140
2017-09-02 00:00:00,3.0,7.3,18.4,6.3,536908
2017-09-03 00:00:00,0.4,13.4,17.2,6.3,413123
2017-09-04 00:00:00,0.0,8.8,13.7,13.4,504647
2017-09-05 00:00:00,5.4,6.5,13.3,11.0,516970
2017-09-06 00:00:00,5.4,6.7,15.1,11.0,529974
2017-09-07 00:00:00,4.6,7.9,15.2,9.5,545018
2017-09-08 00:00:00,4.6,8.0,13.5,13.1,665810
2017-09-09 00:00:00,1.6,7.1,14.9,15.9,540443
2017-09-10 00:00:00,0.0,5.3,16.1,12.3,455550
2017-09-11 00:00:00,0.0,8.1,18.1,7.0,548230
2017-09-12 00:00:00,1.6,12.2,19.9,3.5,569329
2017-09-13 00:00:00,2.8,13.3,16.4,8.2,585817
2017-09-14 00:00:00,1.2,5.8,15.3,10.8,610491
2017-09-15 00:00:00,0.0,9.6,16.7,7.0,667928
2017-09-16 00:00:00,21.9,7.4,13.3,16.7,542549
2017-09-17 00:00:00,0.2,4.0,18.1,19.0,520078
2017-09-18 00:00:00,0.0,10.5,22.0,15.7,603385
2017-09-19 00:00:00,0.0,9.0,13.9,16.6,645505
2017-09-20 00:00:00,0.0,6.0,19.2,17.3,682738
2017-09-21 00:00:00,0.0,11.6,23.6,13.0,693047
2017-09-22 00:00:00,0.0,12.8,25.6,15.6,811585
2017-09-23 00:00:00,0.0,14.8,30.6,17.3,674681
2017-09-24 00:00:00,0.0,12.9,19.9,12.0,510931
2017-09-25 00:00:00,1.8,10.3,14.2,10.9,633979
2017-09-26 00:00:00,0.0,5.0,15.1,20.4,722429
2017-09-27 00:00:00,0.0,9.6,24.6,11.7,749021
2017-09-28 00:00:00,0.0,10.4,18.5,12.8,741544
2017-09-29 00:00:00,0.8,10.6,18.4,14.5,629526
2017-09-30 00:00:00,1.4,11.0,15.4,16.1,591288
2017-10-01 00:00:00,0.0,9.7,17.2,9.2,491805
2017-10-02 00:00:00,0.0,9.5,16.4,16.4,650927
2017-10-03 00:00:00,0.0,6.8,22.3,21.8,700162
2017-10-04 00:00:00,0.0,8.5,20.8,21.6,743727
2017-10-05 00:00:00,0.0,11.7,19.4,10.4,673736
2017-10-06 00:00:00,2.6,10.1,15.0,16.8,763346
2017-10-07 00:00:00,0.2,7.2,23.7,17.3,637972
2017-10-08 00:00:00,0.0,11.1,25.3,19.5,499737
2017-10-09 00:00:00,2.8,14.0,18.7,16.7,586012
2017-10-10 00:00:00,0.0,8.0,18.8,23.6,660856
2017-10-11 00:00:00,0.0,9.8,25.6,7.5,614791
2017-10-12 00:00:00,10.6,10.5,19.2,15.6,677026
2017-10-13 00:00:00,0.0,13.1,16.7,12.5,746482
2017-10-14 00:00:00,0.0,8.2,16.1,23.6,684670
2017-10-15 00:00:00,0.0,6.8,17.6,24.5,609065
2017-10-16 00:00:00,0.0,11.3,28.6,23.8,645915
2017-10-17 00:00:00,0.0,12.8,30.2,24.9,684129
2017-10-18 00:00:00,0.0,14.5,30.9,25.1,677324
2017-10-19 00:00:00,0.0,21.7,25.6,9.8,631220
2017-10-20 00:00:00,0.0,11.3,16.2,24.0,781822
2017-10-21 00:00:00,0.4,11.0,15.4,12.8,562875
2017-10-22 00:00:00,0.2,11.1,16.0,13.0,505697
2017-10-23 00:00:00,0.2,11.9,19.0,21.8,661345
2017-10-24 00:00:00,0.0,12.1,20.5,18.7,667831
2017-10-25 00:00:00,12.6,13.3,18.5,12.5,672694
2017-10-26 00:00:00,0.0,12.9,16.8,12.2,700640
2017-10-27 00:00:00,0.0,10.3,27.4,26.1,874039
2017-10-28 00:00:00,1.0,15.0,21.4,16.8,672376
2017-10-29 00:00:00,0.0,11.5,28.6,27.1,549042
2017-10-30 00:00:00,5.0,8.8,17.0,17.0,592647
2017-10-31 00:00:00,7.8,8.1,16.4,24.8,654102
2017-11-01 00:00:00,0.0,11.9,18.0,14.2,693424
2017-11-02 00:00:00,0.0,11.3,17.4,17.0,720055
2017-11-03 00:00:00,2.8,9.4,16.6,20.5,801824
2017-11-04 00:00:00,0.0,8.3,15.8,24.6,728442
2017-11-05 00:00:00,0.0,6.4,17.6,24.1,588898
2017-11-06 00:00:00,0.0,10.9,16.1,18.9,793972
2017-11-07 00:00:00,0.0,10.0,15.8,18.8,476315
2017-11-08 00:00:00,0.0,12.1,16.9,25.4,765526
2017-11-09 00:00:00,0.0,8.7,21.8,28.8,770028
2017-11-10 00:00:00,0.0,12.1,27.2,23.7,883232
2017-11-11 00:00:00,0.0,14.8,24.7,28.8,715955
2017-11-12 00:00:00,0.0,13.2,23.3,25.0,608434
2017-11-13 00:00:00,0.0,13.7,33.0,29.5,722374
2017-11-14 00:00:00,0.0,18.2,33.9,29.5,728995
2017-11-15 00:00:00,0.0,21.5,31.4,16.9,753974
2017-11-16 00:00:00,4.2,18.1,21.3,4.8,735935
2017-11-17 00:00:00,5.0,16.4,26.8,22.9,945058
2017-11-18 00:00:00,0.6,16.1,28.1,20.1,656106
2017-11-19 00:00:00,25.5,15.1,29.3,27.5,650402
2017-11-20 00:00:00,0.0,16.6,30.8,28.6,714372
2017-11-21 00:00:00,0.0,17.8,32.9,29.5,745748
2017-11-22 00:00:00,0.0,18.7,32.6,30.6,762627
2017-11-23 00:00:00,0.0,16.2,31.9,18.9,773689
2017-11-24 00:00:00,0.8,18.6,30.7,13.8,912074
2017-11-25 00:00:00,1.0,19.3,32.5,17.0,690502
2017-11-26 00:00:00,4.5,19.4,28.3,nan,607425
2017-11-27 00:00:00,1.8,16.5,21.2,20.5,743658
2017-11-28 00:00:00,0.0,13.7,31.0,31.1,763721
2017-11-29 00:00:00,0.0,18.5,35.8,28.3,716277
2017-11-30 00:00:00,0.0,22.5,34.9,23.1,729566
2017-12-01 00:00:00,0.0,21.5,23.5,1.6,633222
2017-12-02 00:00:00,27.0,14.7,16.4,0.7,413507
2017-12-03 00:00:00,35.0,11.5,17.1,14.4,481926
2017-12-04 00:00:00,5.8,12.4,17.5,7.9,668895
2017-12-05 00:00:00,2.2,10.8,22.8,22.9,757394
2017-12-06 00:00:00,0.0,13.6,21.3,23.6,826142
2017-12-07 00:00:00,0.0,11.6,21.9,19.8,742048
2017-12-08 00:00:00,30.6,11.4,18.7,28.5,913806
2017-12-09 00:00:00,0.0,12.7,23.0,19.2,759334
2017-12-10 00:00:00,0.0,14.5,22.2,31.4,668967
2017-12-11 00:00:00,0.0,16.4,20.7,26.3,793143
2017-12-12 00:00:00,0.0,15.8,26.4,31.3,822951
2017-12-13 00:00:00,0.0,15.8,37.6,32.0,783137
2017-12-14 00:00:00,0.0,20.5,23.1,21.7,829057
2017-12-15 00:00:00,0.0,14.1,26.4,32.1,943607
2017-12-16 00:00:00,0.0,13.8,24.6,31.0,767175
2017-12-17 00:00:00,0.0,15.7,24.5,30.5,655180
2017-12-18 00:00:00,0.0,17.1,33.0,22.1,764671
2017-12-19 00:00:00,0.0,19.7,37.4,12.1,707022
2017-12-20 00:00:00,18.6,15.8,24.5,19.0,823697
2017-12-21 00:00:00,0.0,12.3,23.7,31.9,886626
2017-12-22 00:00:00,0.0,13.6,27.7,26.6,861717
2017-12-23 00:00:00,0.0,14.7,30.2,21.2,661876
2017-12-24 00:00:00,0.0,15.8,19.4,25.7,637262
2017-12-25 00:00:00,0.0,15.1,21.4,29.0,481360
2017-12-26 00:00:00,0.0,12.5,30.5,31.9,751337
2017-12-27 00:00:00,0.0,17.3,34.5,30.6,642740
2017-12-28 00:00:00,0.0,24.0,32.8,13.5,647191
2017-12-29 00:00:00,0.0,18.6,24.4,9.3,631413
2017-12-30 00:00:00,0.0,15.6,21.3,13.6,627593
2017-12-31 00:00:00,0.0,12.0,25.7,31.7,799773
2018-01-01 00:00:00,0.0,16.6,25.3,31.4,613780
2018-01-02 00:00:00,0.0,16.4,21.8,29.7,651270
2018-01-03 00:00:00,0.0,14.6,21.0,27.2,689742
2018-01-04 00:00:00,0.0,14.1,23.6,31.8,682054
2018-01-05 00:00:00,0.0,14.7,30.7,31.7,701721
2018-01-06 00:00:00,0.0,18.8,41.7,31.5,457430
2018-01-07 00:00:00,0.0,18.7,21.8,11.0,532960
2018-01-08 00:00:00,0.0,17.3,21.9,17.5,657417
2018-01-09 00:00:00,0.0,15.7,22.5,30.0,717619
2018-01-10 00:00:00,0.0,13.6,25.6,23.5,753870
2018-01-11 00:00:00,0.0,15.5,34.5,28.6,678177
2018-01-12 00:00:00,1.8,20.4,30.0,1.7,674893
2018-01-13 00:00:00,6.8,16.0,20.9,10.7,535466
2018-01-14 00:00:00,15.8,12.7,19.5,27.5,634133
2018-01-15 00:00:00,0.0,14.6,20.9,21.1,718848
2018-01-16 00:00:00,0.4,12.9,26.9,31.1,805776
2018-01-17 00:00:00,0.0,12.4,30.3,30.9,797930
2018-01-18 00:00:00,0.0,16.6,40.0,30.8,697489
2018-01-19 00:00:00,0.0,22.5,40.3,30.6,723380
2018-01-20 00:00:00,0.0,20.3,24.6,20.2,748664
2018-01-21 00:00:00,0.0,21.0,28.2,14.9,607319
2018-01-22 00:00:00,0.0,20.5,23.9,27.3,749950
2018-01-23 00:00:00,0.0,18.0,23.6,28.3,798371
2018-01-24 00:00:00,0.0,14.8,23.3,27.5,830641
2018-01-25 00:00:00,0.0,17.1,26.6,28.1,844248
2018-01-26 00:00:00,0.0,19.4,28.4,19.9,670479
2018-01-27 00:00:00,7.0,21.2,33.2,27.5,624019
2018-01-28 00:00:00,0.0,22.7,38.1,28.5,448126
2018-01-29 00:00:00,0.0,27.8,33.5,7.3,534994
2018-01-30 00:00:00,41.8,15.6,21.0,14.1,658312
2018-01-31 00:00:00,0.0,14.6,19.1,19.6,691922
2018-02-01 00:00:00,0.0,12.1,22.5,28.9,737386
2018-02-02 00:00:00,0.0,13.4,22.1,28.4,807035
2018-02-03 00:00:00,0.0,15.8,28.1,26.7,678830
2018-02-04 00:00:00,0.0,14.7,25.7,28.5,566570
2018-02-05 00:00:00,0.0,17.0,25.7,24.0,706206
2018-02-06 00:00:00,0.0,17.7,29.9,27.6,730637
2018-02-07 00:00:00,0.0,18.7,37.4,27.1,709302
2018-02-08 00:00:00,0.0,20.6,27.5,15.8,740784
2018-02-09 00:00:00,0.0,20.4,24.9,17.2,852929
2018-02-10 00:00:00,0.0,18.7,30.3,6.6,711660
2018-02-11 00:00:00,0.0,15.5,21.2,18.5,604470
2018-02-12 00:00:00,0.0,16.3,23.6,22.2,742737
2018-02-13 00:00:00,0.0,13.6,29.0,26.0,776160
2018-02-14 00:00:00,0.0,17.5,23.3,22.8,835388
2018-02-15 00:00:00,0.0,13.5,24.2,18.4,817489
2018-02-16 00:00:00,0.0,15.7,22.2,24.8,922653
2018-02-17 00:00:00,0.0,12.4,25.3,24.1,989404
2018-02-18 00:00:00,0.0,13.6,24.0,20.5,872102
2018-02-19 00:00:00,1.2,17.6,25.4,20.9,759345
2018-02-20 00:00:00,0.0,14.1,29.5,25.5,796056
2018-02-21 00:00:00,0.0,16.0,29.3,16.0,801724
2018-02-22 00:00:00,0.0,20.3,31.0,16.8,819283
2018-02-23 00:00:00,0.0,21.2,33.5,13.4,868880
2018-02-24 00:00:00,0.0,22.7,31.6,4.8,680753
2018-02-25 00:00:00,0.0,16.2,19.8,10.0,628743
2018-02-26 00:00:00,0.0,14.3,26.5,24.3,789690
2018-02-27 00:00:00,0.0,14.9,31.3,24.0,795378
2018-02-28 00:00:00,0.0,20.0,30.9,19.6,793956
2018-03-01 00:00:00,0.0,16.2,20.5,17.7,817907
2018-03-02 00:00:00,0.0,14.5,22.8,19.6,912454
2018-03-03 00:00:00,0.0,13.9,32.7,21.8,702654
2018-03-04 00:00:00,0.0,15.8,21.0,22.2,582625
2018-03-05 00:00:00,0.0,14.9,21.1,16.6,741940
2018-03-06 00:00:00,0.0,12.5,27.6,22.6,800046
2018-03-07 00:00:00,0.0,14.4,28.5,22.4,819183
2018-03-08 00:00:00,0.0,14.9,30.5,22.1,852492
2018-03-09 00:00:00,0.0,14.6,28.8,21.9,959752
2018-03-10 00:00:00,0.0,14.3,35.1,21.6,839781
2018-03-11 00:00:00,0.0,17.0,22.8,14.3,887982
2018-03-12 00:00:00,0.0,16.7,20.9,10.2,743673
2018-03-13 00:00:00,2.8,14.6,20.5,18.8,754838
2018-03-14 00:00:00,0.0,12.8,21.3,17.7,794840
2018-03-15 00:00:00,0.0,15.3,20.8,13.9,795874
2018-03-16 00:00:00,0.0,12.5,24.4,15.0,900585
2018-03-17 00:00:00,0.0,15.4,32.0,15.1,741713
2018-03-18 00:00:00,0.0,22.6,23.1,13.4,664634
2018-03-19 00:00:00,0.0,13.2,28.0,17.8,754464
2018-03-20 00:00:00,0.0,15.4,19.2,9.5,767316
2018-03-21 00:00:00,0.0,11.2,25.1,18.3,821836
2018-03-22 00:00:00,0.0,12.3,28.1,19.0,880262
2018-03-23 00:00:00,0.0,15.2,29.4,18.8,930496
2018-03-24 00:00:00,0.6,20.2,24.2,5.4,667281
2018-03-25 00:00:00,15.0,17.8,25.4,11.6,639986
2018-03-26 00:00:00,6.2,10.7,18.5,11.9,733254
2018-03-27 00:00:00,0.0,9.6,22.6,14.0,757793
2018-03-28 00:00:00,0.0,11.3,30.3,17.8,775671
2018-03-29 00:00:00,0.0,16.5,21.8,14.2,832049
2018-03-30 00:00:00,0.0,12.2,23.3,14.3,638478
2018-03-31 00:00:00,0.0,13.2,22.4,16.7,770147
2018-04-01 00:00:00,0.0,13.0,27.7,11.0,650146
2018-04-02 00:00:00,0.0,14.9,20.9,14.4,583467
2018-04-03 00:00:00,0.0,13.4,19.8,13.9,764797
2018-04-04 00:00:00,0.0,13.3,20.6,16.6,819474
2018-04-05 00:00:00,0.0,13.3,18.7,9.0,824721
2018-04-06 00:00:00,0.0,13.8,21.2,14.8,943085
2018-04-07 00:00:00,0.0,9.8,21.6,16.0,774723
2018-04-08 00:00:00,0.0,11.8,29.9,14.7,636140
2018-04-09 00:00:00,0.0,15.9,25.7,13.6,783227
2018-04-10 00:00:00,0.0,14.8,28.8,5.9,823252
2018-04-11 00:00:00,0.2,18.1,27.3,10.9,843341
2018-04-12 00:00:00,0.0,15.9,26.5,7.4,838379
2018-04-13 00:00:00,0.0,11.9,25.9,14.4,945614
2018-04-14 00:00:00,1.4,13.5,16.1,3.1,597581
2018-04-15 00:00:00,15.0,9.7,19.1,4.9,531138
2018-04-16 00:00:00,1.6,13.1,21.0,7.1,702178
2018-04-17 00:00:00,0.8,13.2,16.6,8.9,783506
2018-04-18 00:00:00,0.0,6.2,19.4,14.2,797086
2018-04-19 00:00:00,0.0,11.0,22.3,13.0,814806
2018-04-20 00:00:00,0.0,8.9,20.2,13.7,917216
2018-04-21 00:00:00,0.0,11.9,22.8,11.3,760740
2018-04-22 00:00:00,0.0,11.2,20.4,12.6,625226
2018-04-23 00:00:00,0.0,11.9,26.9,13.0,727523
2018-04-24 00:00:00,0.0,13.7,24.6,5.2,798050
2018-04-25 00:00:00,0.0,15.7,20.1,7.7,684714
2018-04-26 00:00:00,0.0,11.9,17.5,7.9,749539
2018-04-27 00:00:00,0.0,11.6,17.8,8.8,827569
2018-04-28 00:00:00,0.0,7.7,18.3,11.7,688453
2018-04-29 00:00:00,0.0,10.5,18.0,9.6,560039
2018-04-30 00:00:00,0.0,8.8,19.6,12.3,686782
2018-05-01 00:00:00,0.0,7.2,23.4,12.3,725455
2018-05-02 00:00:00,0.0,10.2,23.2,7.2,736988
2018-05-03 00:00:00,0.0,14.5,24.4,4.4,737186
2018-05-04 00:00:00,7.2,11.5,17.2,7.8,803752
2018-05-05 00:00:00,2.2,12.1,21.6,6.5,701778
2018-05-06 00:00:00,0.0,9.9,21.7,11.0,581577
2018-05-07 00:00:00,0.2,12.0,19.5,6.2,674019
2018-05-08 00:00:00,0.3,13.4,17.9,10.6,714870
2018-05-09 00:00:00,0.0,8.0,18.4,7.5,803022
2018-05-10 00:00:00,8.8,9.0,12.8,8.5,724133
2018-05-11 00:00:00,19.6,7.4,15.1,3.7,618683
2018-05-12 00:00:00,8.4,11.0,16.9,9.0,639883
2018-05-13 00:00:00,3.7,13.0,16.2,10.8,566785
2018-05-14 00:00:00,0.0,6.8,15.9,8.2,662189
2018-05-15 00:00:00,0.0,8.9,14.6,4.6,664186
2018-05-16 00:00:00,2.2,9.4,14.3,7.6,692178
2018-05-17 00:00:00,0.0,11.7,15.0,6.9,698288
2018-05-18 00:00:00,0.6,12.3,17.7,8.0,785155
2018-05-19 00:00:00,3.6,10.6,15.5,6.5,668033
2018-05-20 00:00:00,0.2,11.8,16.2,1.7,482905
2018-05-21 00:00:00,2.6,12.6,16.7,5.0,642220
2018-05-22 00:00:00,6.2,13.0,17.0,3.6,660529
2018-05-23 00:00:00,6.2,11.8,15.3,6.5,686909
2018-05-24 00:00:00,0.2,12.9,16.1,5.1,721149
2018-05-25 00:00:00,0.0,9.4,14.9,9.5,832419
2018-05-26 00:00:00,0.0,5.2,20.5,9.9,666887
2018-05-27 00:00:00,0.0,7.3,20.7,8.0,526309
2018-05-28 00:00:00,1.2,12.9,20.5,6.0,651129
2018-05-29 00:00:00,1.2,13.7,17.9,8.1,677600
2018-05-30 00:00:00,0.0,7.7,15.1,7.9,656122
2018-05-31 00:00:00,5.0,9.6,14.8,7.6,687877
2018-06-01 00:00:00,0.0,4.1,13.3,9.6,785575
2018-06-02 00:00:00,0.0,3.5,13.6,9.6,682116
2018-06-03 00:00:00,0.0,4.3,13.8,8.5,518514
2018-06-04 00:00:00,0.0,4.5,14.4,9.3,638408
2018-06-05 00:00:00,2.0,7.5,15.0,8.8,666350
2018-06-06 00:00:00,0.0,5.6,19.1,9.4,778577
2018-06-07 00:00:00,0.0,7.7,17.8,5.7,697551
2018-06-08 00:00:00,1.0,12.4,13.6,3.3,717758
2018-06-09 00:00:00,4.0,11.3,15.6,8.0,712181
2018-06-10 00:00:00,0.2,4.1,15.3,9.3,674223
2018-06-11 00:00:00,0.0,5.3,17.6,8.9,529526
2018-06-12 00:00:00,0.8,7.9,16.6,6.7,631543
2018-06-13 00:00:00,0.2,9.5,14.1,7.1,647042
2018-06-14 00:00:00,6.6,8.6,14.5,7.8,675922
2018-06-15 00:00:00,3.4,9.6,14.0,4.4,724422
2018-06-16 00:00:00,2.2,6.9,13.1,7.1,643543
2018-06-17 00:00:00,18.8,8.0,13.1,5.1,378360
2018-06-18 00:00:00,6.2,9.5,12.0,5.9,628283
2018-06-19 00:00:00,0.6,3.0,14.5,9.0,682511
2018-06-20 00:00:00,0.0,4.3,15.3,8.0,706399
2018-06-21 00:00:00,0.0,4.0,15.1,9.1,720637
2018-06-22 00:00:00,0.0,4.3,15.0,8.5,782598
2018-06-23 00:00:00,0.0,6.0,12.8,3.9,596411
2018-06-24 00:00:00,0.0,9.0,13.1,5.7,515456
2018-06-25 00:00:00,0.0,8.4,12.6,7.8,642469
2018-06-26 00:00:00,0.0,8.4,14.1,6.6,660715
2018-06-27 00:00:00,0.0,4.8,11.2,6.0,686707
2018-06-28 00:00:00,0.0,5.3,10.6,5.2,687444
2018-06-29 00:00:00,0.0,6.1,12.5,6.1,791748
2018-06-30 00:00:00,1.2,9.4,14.2,4.9,623360
2018-07-01 00:00:00,0.6,3.5,14.7,8.8,586864
2018-07-02 00:00:00,0.0,2.4,14.6,9.4,691138
2018-07-03 00:00:00,0.0,4.1,14.3,6.7,697061
2018-07-04 00:00:00,0.0,10.4,17.1,6.0,740832
2018-07-05 00:00:00,0.0,12.7,18.7,2.8,751197
2018-07-06 00:00:00,0.0,12.5,15.2,8.3,893364
2018-07-07 00:00:00,0.0,9.6,12.9,6.5,622386
2018-07-08 00:00:00,0.0,9.3,13.9,6.2,572870
2018-07-09 00:00:00,0.0,10.1,13.8,8.1,715776
2018-07-10 00:00:00,0.0,9.3,11.5,5.4,737990
2018-07-11 00:00:00,0.0,6.6,11.6,6.0,772777
2018-07-12 00:00:00,0.0,4.3,11.3,7.5,776000
2018-07-13 00:00:00,0.0,5.8,13.9,9.3,897761
2018-07-14 00:00:00,0.0,4.4,15.5,10.0,725447
2018-07-15 00:00:00,0.0,6.0,13.8,9.8,566742
2018-07-16 00:00:00,0.4,7.9,12.6,4.5,685796
