date,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
2016-02-28 00:00:00,0.0,17.7,22.7,21.5,591838
2016-02-29 00:00:00,0.0,15.0,23.7,18.2,676451
2016-03-01 00:00:00,0.0,17.3,33.7,23.4,679965
2016-03-02 00:00:00,0.0,17.6,34.7,22.6,693302
2016-03-03 00:00:00,0.0,17.4,23.9,21.8,708544
2016-03-04 00:00:00,0.0,16.5,33.0,21.2,764925
2016-03-05 00:00:00,1.6,20.4,23.7,11.4,610640
2016-03-06 00:00:00,0.0,17.4,25.2,21.3,518443
2016-03-07 00:00:00,2.8,18.6,24.9,7.9,672423
2016-03-08 00:00:00,0.2,19.9,38.9,20.8,651878
2016-03-09 00:00:00,9.6,20.8,28.5,10.8,659926
2016-03-10 00:00:00,9.6,18.1,22.1,3.9,669617
2016-03-11 00:00:00,9.6,18.8,26.1,19.6,827051
2016-03-12 00:00:00,0.0,18.7,22.3,7.0,730844
2016-03-13 00:00:00,0.0,17.7,23.2,13.8,746962
2016-03-14 00:00:00,0.0,18.4,21.3,10.6,650464
2016-03-15 00:00:00,0.0,15.1,26.8,20.7,671662
2016-03-16 00:00:00,0.0,15.3,31.4,18.9,703152
2016-03-17 00:00:00,0.0,18.3,32.5,19.6,724483
2016-03-18 00:00:00,16.2,15.2,19.5,6.7,730517
2016-03-19 00:00:00,6.0,12.0,18.8,10.7,625400
2016-03-20 00:00:00,0.0,10.1,23.3,19.0,646783
2016-03-21 00:00:00,0.0,11.2,23.5,19.7,712722
2016-03-22 00:00:00,0.0,11.4,24.3,21.1,695215
2016-03-23 00:00:00,0.0,13.7,28.8,12.7,698421
2016-03-24 00:00:00,0.0,16.3,21.2,10.4,743790
2016-03-25 00:00:00,0.0,15.9,20.4,14.4,579290
2016-03-26 00:00:00,0.4,14.1,20.2,8.2,624207
2016-03-27 00:00:00,1.4,14.3,19.9,14.0,558092
2016-03-28 00:00:00,0.0,9.4,19.2,13.0,481791
2016-03-29 00:00:00,0.0,14.5,17.9,5.7,641119
2016-03-30 00:00:00,0.0,15.5,18.7,8.5,683511
2016-03-31 00:00:00,0.0,11.3,22.7,17.1,724658
2016-04-01 00:00:00,0.0,13.1,26.5,16.7,826348
2016-04-02 00:00:00,0.0,15.5,19.5,8.3,643351
2016-04-03 00:00:00,0.0,11.3,18.8,15.4,555798
2016-04-04 00:00:00,0.0,9.7,21.2,18.4,682296
2016-04-05 00:00:00,0.0,12.3,29.0,17.1,710886
2016-04-06 00:00:00,12.8,13.6,15.6,3.9,645838
2016-04-07 00:00:00,7.0,8.3,18.4,13.1,750392
2016-04-08 00:00:00,0.0,11.9,20.0,9.6,808149
2016-04-09 00:00:00,0.0,10.4,22.3,13.0,649474
2016-04-10 00:00:00,0.0,13.6,23.5,9.6,514709
2016-04-11 00:00:00,0.2,14.5,20.1,14.1,634527
2016-04-12 00:00:00,0.0,14.0,18.7,13.5,718101
2016-04-13 00:00:00,0.0,11.3,20.0,12.6,723817
2016-04-14 00:00:00,0.0,11.6,27.0,12.7,745662
2016-04-15 00:00:00,0.0,13.4,27.0,15.9,881389
2016-04-16 00:00:00,0.0,14.0,20.3,8.3,668218
2016-04-17 00:00:00,0.0,13.1,19.8,14.7,570963
2016-04-18 00:00:00,0.0,9.8,25.0,15.0,677515
2016-04-19 00:00:00,0.0,13.6,27.4,14.5,699771
2016-04-20 00:00:00,0.0,15.3,28.0,14.0,718849
2016-04-21 00:00:00,0.0,17.1,24.2,5.6,661643
2016-04-22 00:00:00,21.0,14.6,16.7,7.9,792029
2016-04-23 00:00:00,0.0,12.3,18.6,8.5,654288
2016-04-24 00:00:00,0.0,9.1,20.0,14.8,620641
2016-04-25 00:00:00,0.0,9.9,25.0,14.8,593911
2016-04-26 00:00:00,0.0,11.3,25.6,14.6,655080
2016-04-27 00:00:00,0.0,13.0,25.4,13.5,672944
2016-04-28 00:00:00,0.0,19.8,24.9,5.3,706881
2016-04-29 00:00:00,0.2,16.9,20.6,3.7,742317
2016-04-30 00:00:00,8.5,16.4,24.1,12.7,641027
2016-05-01 00:00:00,9.8,14.4,17.0,9.0,426266
2016-05-02 00:00:00,0.4,9.0,18.4,12.3,639079
2016-05-03 00:00:00,0.6,12.3,20.1,8.8,615311
2016-05-04 00:00:00,0.6,9.8,18.2,11.8,691508
2016-05-05 00:00:00,0.6,12.6,20.5,12.3,725166
2016-05-06 00:00:00,0.6,15.9,24.7,13.2,837827
2016-05-07 00:00:00,0.6,11.4,25.7,12.6,667976
2016-05-08 00:00:00,6.8,15.5,20.4,3.5,468801
2016-05-09 00:00:00,0.8,15.4,22.2,6.7,577666
2016-05-10 00:00:00,12.2,13.7,17.2,7.6,641085
2016-05-11 00:00:00,0.6,12.2,17.4,6.3,652510
2016-05-12 00:00:00,0.4,14.1,21.4,6.1,688501
2016-05-13 00:00:00,0.6,15.9,21.6,9.9,793290
2016-05-14 00:00:00,0.2,14.5,21.7,12.6,674512
2016-05-15 00:00:00,0.0,15.0,22.0,6.7,527120
2016-05-16 00:00:00,0.0,7.7,19.6,8.9,644614
2016-05-17 00:00:00,0.0,11.4,17.1,5.4,661532
2016-05-18 00:00:00,0.0,13.0,19.3,7.2,694125
2016-05-19 00:00:00,0.0,14.6,18.4,2.2,667355
2016-05-20 00:00:00,1.2,11.6,17.4,8.3,821240
2016-05-21 00:00:00,0.0,8.1,18.5,8.9,676442
2016-05-22 00:00:00,0.0,9.2,22.2,8.5,472177
2016-05-23 00:00:00,3.6,12.8,17.2,7.1,611441
2016-05-24 00:00:00,3.6,10.7,15.8,7.3,662503
2016-05-25 00:00:00,0.0,7.6,15.6,4.9,618063
2016-05-26 00:00:00,13.6,10.3,12.5,3.1,615087
2016-05-27 00:00:00,5.2,9.2,14.4,8.0,764344
2016-05-28 00:00:00,0.6,5.7,13.2,6.2,565827
2016-05-29 00:00:00,3.4,8.7,13.9,6.5,498899
2016-05-30 00:00:00,0.0,7.2,15.4,9.5,609693
2016-05-31 00:00:00,0.2,3.6,17.4,9.5,626519
2016-06-01 00:00:00,0.0,4.8,17.0,8.2,646611
2016-06-02 00:00:00,0.0,4.8,12.8,9.2,650569
2016-06-03 00:00:00,0.0,6.8,14.1,8.5,713045
2016-06-04 00:00:00,7.0,9.8,13.4,3.7,524250
2016-06-05 00:00:00,4.4,10.5,14.1,3.3,433985
2016-06-06 00:00:00,1.6,8.9,14.5,7.1,622563
2016-06-07 00:00:00,0.0,10.5,15.3,4.7,607044
2016-06-08 00:00:00,1.8,9.7,14.7,4.7,619490
2016-06-09 00:00:00,1.8,10.8,17.5,6.0,627753
2016-06-10 00:00:00,0.4,10.4,15.8,6.6,695730
2016-06-11 00:00:00,2.6,9.0,13.5,6.5,568372
2016-06-12 00:00:00,0.8,5.0,13.8,7.3,585804
2016-06-13 00:00:00,0.2,3.8,13.4,9.0,443408
2016-06-14 00:00:00,0.0,8.6,15.6,8.3,579709
2016-06-15 00:00:00,0.0,6.0,17.9,9.2,618458
2016-06-16 00:00:00,0.0,7.8,14.3,5.1,584295
2016-06-17 00:00:00,5.4,9.3,15.1,3.5,661837
2016-06-18 00:00:00,9.7,10.0,12.7,5.3,558896
2016-06-19 00:00:00,0.0,7.3,13.5,7.2,447823
2016-06-20 00:00:00,8.0,9.1,13.2,3.4,522406
2016-06-21 00:00:00,4.6,10.4,14.7,7.0,592111
2016-06-22 00:00:00,0.0,11.2,15.4,6.6,616462
2016-06-23 00:00:00,0.0,10.4,14.8,7.2,567242
2016-06-24 00:00:00,16.8,6.9,10.7,5.8,649802
2016-06-25 00:00:00,3.0,5.6,12.7,8.8,581475
2016-06-26 00:00:00,2.0,3.0,11.1,7.7,471132
2016-06-27 00:00:00,0.4,4.8,10.6,4.7,569997
2016-06-28 00:00:00,0.0,5.0,17.0,7.8,647604
2016-06-29 00:00:00,0.8,8.9,15.8,8.9,684755
2016-06-30 00:00:00,0.0,10.3,11.7,5.6,596083
2016-07-01 00:00:00,7.8,7.3,14.1,7.1,740660
2016-07-02 00:00:00,0.8,9.9,16.5,6.7,607997
2016-07-03 00:00:00,0.0,10.9,16.7,7.8,529165
2016-07-04 00:00:00,0.0,10.4,12.7,3.6,627915
2016-07-05 00:00:00,28.0,8.2,12.8,1.8,540622
2016-07-06 00:00:00,28.0,9.8,13.0,4.6,637720
2016-07-07 00:00:00,28.0,10.5,13.7,4.1,671555
2016-07-08 00:00:00,1.2,9.7,15.3,7.4,826329
2016-07-09 00:00:00,0.2,5.3,15.2,9.5,659317
2016-07-10 00:00:00,0.2,6.5,14.2,3.6,445675
2016-07-11 00:00:00,4.6,8.3,16.0,7.6,611912
2016-07-12 00:00:00,0.0,10.7,13.7,8.1,593788
2016-07-13 00:00:00,0.6,4.5,12.0,9.0,616785
2016-07-14 00:00:00,0.0,6.6,14.0,7.8,675597
2016-07-15 00:00:00,0.0,8.8,14.1,7.2,786006
2016-07-16 00:00:00,0.0,7.8,13.7,10.2,694441
2016-07-17 00:00:00,0.0,3.1,16.1,10.3,555681
2016-07-18 00:00:00,0.0,9.6,17.7,8.8,635296
2016-07-19 00:00:00,0.0,12.6,16.0,5.7,625272
2016-07-20 00:00:00,1.8,9.8,16.1,9.2,683684
2016-07-21 00:00:00,0.0,6.9,18.1,7.4,678339
2016-07-22 00:00:00,8.2,9.2,18.3,5.1,726369
2016-07-23 00:00:00,4.0,7.5,11.6,9.0,589744
2016-07-24 00:00:00,1.2,4.7,11.4,10.3,571103
2016-07-25 00:00:00,0.2,6.3,14.3,7.5,601066
2016-07-26 00:00:00,5.4,6.5,11.0,7.2,630216
2016-07-27 00:00:00,0.0,7.5,12.9,6.9,662617
2016-07-28 00:00:00,0.0,6.9,15.2,6.3,689170
2016-07-29 00:00:00,0.0,10.2,15.3,5.0,780026
2016-07-30 00:00:00,2.2,9.1,13.8,8.5,705653
2016-07-31 00:00:00,2.2,10.3,17.0,11.3,572172
2016-08-01 00:00:00,2.8,11.2,14.4,5.2,565804
2016-08-02 00:00:00,16.0,8.5,13.4,11.2,641344
2016-08-03 00:00:00,2.8,8.7,12.8,8.4,623707
2016-08-04 00:00:00,1.0,4.9,14.6,11.1,697515
2016-08-05 00:00:00,0.0,3.4,14.6,8.7,826425
2016-08-06 00:00:00,0.0,5.8,14.4,7.0,638545
2016-08-07 00:00:00,0.0,7.6,16.6,10.4,539168
2016-08-08 00:00:00,0.0,5.0,14.2,8.0,624989
2016-08-09 00:00:00,0.0,9.7,18.9,7.8,641444
2016-08-10 00:00:00,0.0,9.6,15.3,11.3,632576
2016-08-11 00:00:00,8.4,6.8,15.7,10.3,668770
2016-08-12 00:00:00,0.0,7.7,14.1,11.7,744288
2016-08-13 00:00:00,2.2,7.9,15.1,9.5,629893
2016-08-14 00:00:00,0.6,8.5,18.7,11.6,568123
2016-08-15 00:00:00,0.0,10.2,18.1,13.4,632880
2016-08-16 00:00:00,0.0,10.0,18.2,13.5,646232
2016-08-17 00:00:00,0.0,12.5,15.6,9.6,633978
2016-08-18 00:00:00,0.0,7.1,21.6,13.1,685000
2016-08-19 00:00:00,0.0,15.3,16.4,2.7,637766
2016-08-20 00:00:00,13.0,6.9,13.6,9.7,582975
2016-08-21 00:00:00,2.0,9.5,14.8,7.0,462621
2016-08-22 00:00:00,6.4,7.8,16.0,8.7,542477
2016-08-23 00:00:00,10.8,7.0,13.4,14.2,654375
2016-08-24 00:00:00,0.0,3.7,12.7,14.0,626727
2016-08-25 00:00:00,1.2,6.5,13.0,13.5,638187
2016-08-26 00:00:00,0.6,7.2,14.4,8.8,766552
2016-08-27 00:00:00,0.2,9.3,16.3,11.7,627006
2016-08-28 00:00:00,0.0,10.5,19.0,12.2,511846
2016-08-29 00:00:00,0.0,8.7,20.4,14.2,610634
2016-08-30 00:00:00,0.0,10.2,16.8,5.2,564418
2016-08-31 00:00:00,1.4,12.8,20.2,10.1,645301
2016-09-01 00:00:00,0.0,11.6,15.5,8.8,617364
2016-09-02 00:00:00,0.4,9.6,15.0,9.6,724798
2016-09-03 00:00:00,0.2,10.0,15.7,12.9,597883
2016-09-04 00:00:00,0.2,10.1,16.9,10.0,471979
2016-09-05 00:00:00,0.0,12.8,18.4,11.7,604882
2016-09-06 00:00:00,0.0,9.2,21.5,15.8,635962
2016-09-07 00:00:00,0.0,9.6,21.0,16.7,673933
2016-09-08 00:00:00,0.0,13.1,23.3,16.0,668405
2016-09-09 00:00:00,0.6,16.0,16.7,5.9,707459
2016-09-10 00:00:00,12.6,11.5,14.3,7.9,559170
2016-09-11 00:00:00,2.6,7.3,17.0,11.8,486926
2016-09-12 00:00:00,2.6,9.9,13.6,7.0,590649
2016-09-13 00:00:00,10.2,9.6,14.6,2.8,578316
2016-09-14 00:00:00,22.0,10.5,16.1,13.2,622864
2016-09-15 00:00:00,2.8,8.7,14.6,6.9,611888
2016-09-16 00:00:00,15.2,9.0,15.7,12.5,785093
2016-09-17 00:00:00,0.2,11.1,19.8,18.8,627683
2016-09-18 00:00:00,0.8,10.8,12.5,5.5,446666
2016-09-19 00:00:00,0.2,8.5,16.3,16.2,655191
2016-09-20 00:00:00,0.2,9.1,18.8,18.5,683102
2016-09-21 00:00:00,2.0,10.9,15.2,8.8,643293
2016-09-22 00:00:00,1.8,9.6,13.4,9.9,660788
2016-09-23 00:00:00,0.6,9.8,16.5,16.5,816853
2016-09-24 00:00:00,0.2,10.0,20.1,18.4,607646
2016-09-25 00:00:00,7.2,9.5,14.7,17.1,499081
2016-09-26 00:00:00,1.2,8.1,16.9,13.6,618782
2016-09-27 00:00:00,15.6,7.4,14.8,13.4,658744
2016-09-28 00:00:00,1.2,7.5,19.3,19.6,731979
2016-09-29 00:00:00,2.2,12.5,16.7,16.2,719781
2016-09-30 00:00:00,1.8,9.3,16.4,16.6,655850
2016-10-01 00:00:00,0.0,11.6,18.6,11.9,541152
2016-10-02 00:00:00,11.0,12.1,24.0,18.7,406619
2016-10-03 00:00:00,11.0,11.1,15.9,13.7,528461
2016-10-04 00:00:00,5.6,10.6,17.1,13.2,516578
2016-10-05 00:00:00,5.6,8.0,17.1,7.5,582804
2016-10-06 00:00:00,0.0,9.7,27.2,22.6,661015
2016-10-07 00:00:00,0.0,14.1,22.5,7.8,651828
2016-10-08 00:00:00,0.0,9.7,16.9,23.0,573688
2016-10-09 00:00:00,0.0,9.5,22.0,14.1,375432
2016-10-10 00:00:00,1.4,13.0,16.8,18.4,521080
2016-10-11 00:00:00,1.2,7.5,15.1,16.7,564163
2016-10-12 00:00:00,0.0,10.2,15.4,12.9,553275
2016-10-13 00:00:00,3.6,6.8,14.6,22.8,610406
2016-10-14 00:00:00,0.0,5.2,22.7,24.5,713823
2016-10-15 00:00:00,0.0,9.4,24.8,21.8,542013
2016-10-16 00:00:00,0.0,17.4,23.1,8.0,444736
2016-10-17 00:00:00,10.8,9.8,18.9,14.8,543250
2016-10-18 00:00:00,1.0,9.6,16.6,16.5,519380
2016-10-19 00:00:00,3.6,7.5,16.5,22.1,583126
2016-10-20 00:00:00,0.0,6.8,21.8,25.6,620526
2016-10-21 00:00:00,0.0,14.8,17.6,1.9,578488
2016-10-22 00:00:00,19.2,6.9,13.2,16.9,448476
2016-10-23 00:00:00,10.8,7.9,14.1,18.7,423038
2016-10-24 00:00:00,0.0,9.4,17.1,20.3,570076
2016-10-25 00:00:00,0.0,9.6,25.7,23.1,604235
2016-10-26 00:00:00,0.0,16.5,18.5,9.0,556234
2016-10-27 00:00:00,0.4,10.1,15.4,25.8,603235
2016-10-28 00:00:00,0.0,6.3,16.6,26.5,684156
2016-10-29 00:00:00,0.0,9.3,25.6,25.8,538461
2016-10-30 00:00:00,0.0,12.7,28.0,19.5,402352
2016-10-31 00:00:00,1.6,7.9,17.5,19.0,613210
2016-11-01 00:00:00,0.8,9.4,18.4,17.7,350967
2016-11-02 00:00:00,0.8,9.7,18.5,13.3,576381
2016-11-03 00:00:00,0.0,10.0,19.1,28.0,624483
2016-11-04 00:00:00,0.0,10.2,29.2,24.9,686466
2016-11-05 00:00:00,0.0,10.0,16.8,10.8,470935
2016-11-06 00:00:00,0.0,11.5,21.4,25.2,436948
2016-11-07 00:00:00,0.0,14.6,25.9,15.9,542015
2016-11-08 00:00:00,0.2,11.0,18.2,28.9,592874
2016-11-09 00:00:00,0.0,9.2,17.4,22.0,576560
2016-11-10 00:00:00,0.0,11.9,17.5,20.3,632071
2016-11-11 00:00:00,0.0,8.4,23.8,29.1,730145
2016-11-12 00:00:00,2.2,13.2,25.5,17.0,552046
2016-11-13 00:00:00,2.4,11.7,19.0,9.7,401012
2016-11-14 00:00:00,9.2,11.5,15.9,14.8,540300
2016-11-15 00:00:00,0.0,11.0,19.2,17.1,595708
2016-11-16 00:00:00,0.0,11.9,21.6,25.8,634224
2016-11-17 00:00:00,0.0,12.0,31.4,28.8,695865
2016-11-18 00:00:00,0.0,15.3,18.9,15.6,698643
2016-11-19 00:00:00,0.0,11.7,19.4,29.9,603565
2016-11-20 00:00:00,0.0,11.9,33.3,22.1,489189
2016-11-21 00:00:00,0.0,17.9,35.0,19.8,526122
2016-11-22 00:00:00,9.8,14.5,14.9,1.5,525429
2016-11-23 00:00:00,8.4,11.0,16.8,16.9,591795
2016-11-24 00:00:00,8.4,10.3,17.0,21.6,628981
2016-11-25 00:00:00,1.2,10.9,17.9,15.7,703727
2016-11-26 00:00:00,0.0,12.2,17.4,18.8,596664
2016-11-27 00:00:00,0.8,11.6,16.3,10.1,472314
2016-11-28 00:00:00,0.4,12.2,19.6,24.4,641418
2016-11-29 00:00:00,0.2,10.4,20.0,31.0,625369
2016-11-30 00:00:00,0.0,13.3,18.9,9.6,616452
2016-12-01 00:00:00,0.0,12.9,21.9,28.0,646101
2016-12-02 00:00:00,0.0,13.0,21.6,29.7,719944
2016-12-03 00:00:00,0.0,9.9,23.9,31.2,602893
2016-12-04 00:00:00,0.0,12.7,31.7,14.1,420349
2016-12-05 00:00:00,2.8,16.9,21.5,21.6,590254
2016-12-06 00:00:00,2.6,12.8,20.8,24.2,631488
2016-12-07 00:00:00,0.0,10.5,28.3,30.8,704094
2016-12-08 00:00:00,2.6,15.4,23.2,11.6,679139
2016-12-09 00:00:00,7.2,10.0,17.3,23.2,768011
2016-12-10 00:00:00,0.6,11.2,18.8,24.2,643880
2016-12-11 00:00:00,1.2,12.9,19.3,27.0,545013
2016-12-12 00:00:00,0.0,10.7,32.8,30.0,647059
2016-12-13 00:00:00,0.0,16.5,36.3,14.1,615701
2016-12-14 00:00:00,0.0,15.7,19.3,21.3,655230
2016-12-15 00:00:00,0.0,11.7,18.6,30.8,691219
2016-12-16 00:00:00,0.0,9.7,25.5,20.5,761279
2016-12-17 00:00:00,0.0,15.1,20.9,22.5,578366
2016-12-18 00:00:00,0.0,10.0,17.5,30.3,504656
2016-12-19 00:00:00,0.0,8.8,30.2,29.3,641861
2016-12-20 00:00:00,3.4,14.4,21.5,26.0,658083
2016-12-21 00:00:00,0.0,13.5,19.9,28.8,716383
2016-12-22 00:00:00,0.0,14.6,20.0,29.6,730382
2016-12-23 00:00:00,0.0,12.5,26.3,28.7,688455
2016-12-24 00:00:00,1.1,16.2,34.9,26.3,444984
2016-12-25 00:00:00,0.0,16.4,36.3,32.3,308541
2016-12-26 00:00:00,0.0,25.4,29.3,10.2,499610
2016-12-27 00:00:00,2.0,18.0,29.8,5.8,459541
2016-12-28 00:00:00,1.4,20.3,38.2,15.1,505524
2016-12-29 00:00:00,0.0,27.0,33.5,15.7,423814
2016-12-30 00:00:00,22.8,20.1,27.8,28.8,529935
2016-12-31 00:00:00,0.0,17.3,23.8,30.8,626809
2017-01-01 00:00:00,0.0,16.8,21.1,8.5,492152
2017-01-02 00:00:00,0.8,14.8,17.8,7.8,355156
2017-01-03 00:00:00,0.4,14.6,19.5,25.9,529411
2017-01-04 00:00:00,0.0,13.3,29.3,31.6,539839
2017-01-05 00:00:00,0.0,18.5,31.7,29.7,530787
2017-01-06 00:00:00,0.0,18.3,35.2,30.1,483188
2017-01-07 00:00:00,0.0,20.9,36.7,28.5,347200
2017-01-08 00:00:00,0.0,28.0,33.1,29.3,326441
2017-01-09 00:00:00,0.0,18.5,24.4,14.3,497620
2017-01-10 00:00:00,0.0,17.7,26.2,28.6,503211
2017-01-11 00:00:00,0.0,16.6,24.3,25.9,527067
2017-01-12 00:00:00,0.0,14.9,26.5,30.7,564571
2017-01-13 00:00:00,1.8,17.5,28.8,1.3,532048
2017-01-14 00:00:00,3.2,15.2,23.5,16.5,456663
2017-01-15 00:00:00,0.0,15.2,21.5,22.7,465708
2017-01-16 00:00:00,0.0,12.2,32.7,30.5,543821
2017-01-17 00:00:00,0.0,16.4,37.8,25.5,526535
2017-01-18 00:00:00,0.0,15.6,20.8,27.5,600457
2017-01-19 00:00:00,0.0,11.0,23.4,29.7,620063
2017-01-20 00:00:00,22.6,16.1,20.8,13.2,642266
2017-01-21 00:00:00,0.6,15.3,22.6,25.1,539631
2017-01-22 00:00:00,0.0,12.7,29.6,30.3,445390
2017-01-23 00:00:00,0.0,17.8,36.7,19.2,514257
2017-01-24 00:00:00,0.8,19.1,22.0,27.6,567696
2017-01-25 00:00:00,0.0,13.5,21.1,29.8,632096
2017-01-26 00:00:00,0.0,16.4,21.2,16.9,512310
2017-01-27 00:00:00,0.0,17.0,23.6,29.3,587002
2017-01-28 00:00:00,0.0,15.0,29.2,29.2,533550
2017-01-29 00:00:00,0.0,15.1,27.0,29.4,482085
2017-01-30 00:00:00,0.0,17.8,30.0,3.7,478125
2017-01-31 00:00:00,3.0,16.5,22.1,26.8,530324
2017-02-01 00:00:00,0.0,14.3,20.6,9.3,528084
2017-02-02 00:00:00,0.0,14.2,24.1,28.2,554782
2017-02-03 00:00:00,0.0,15.4,27.6,28.1,616024
2017-02-04 00:00:00,0.0,14.6,35.9,27.3,446105
2017-02-05 00:00:00,0.0,18.5,30.7,9.3,327077
2017-02-06 00:00:00,38.4,15.1,18.0,3.9,467318
2017-02-07 00:00:00,0.0,15.4,27.6,27.9,535170
2017-02-08 00:00:00,0.0,16.5,36.0,27.7,523366
2017-02-09 00:00:00,0.0,20.3,36.0,24.4,493460
2017-02-10 00:00:00,0.0,18.7,27.1,21.3,603611
2017-02-11 00:00:00,0.0,18.5,24.6,21.0,475673
2017-02-12 00:00:00,2.2,15.1,19.9,12.6,370499
2017-02-13 00:00:00,0.0,14.0,21.0,20.5,514714
2017-02-14 00:00:00,0.4,14.5,19.5,15.6,594850
2017-02-15 00:00:00,0.0,10.0,31.5,26.0,574688
2017-02-16 00:00:00,0.0,14.9,23.6,23.2,565850
2017-02-17 00:00:00,0.0,13.7,25.5,18.4,640067
2017-02-18 00:00:00,0.0,13.3,18.9,16.1,634328
2017-02-19 00:00:00,0.0,11.7,17.3,9.9,451979
2017-02-20 00:00:00,4.4,11.6,20.3,22.4,543044
2017-02-21 00:00:00,0.0,10.1,24.0,25.0,587453
2017-02-22 00:00:00,0.0,12.8,33.3,23.1,586389
2017-02-23 00:00:00,0.0,15.9,25.0,23.5,609664
2017-02-24 00:00:00,1.6,15.8,20.0,13.2,632265
2017-02-25 00:00:00,0.0,13.7,19.4,23.9,533816
2017-02-26 00:00:00,0.0,13.2,29.8,24.2,482188
2017-02-27 00:00:00,0.0,15.6,33.1,23.9,565819
2017-02-28 00:00:00,0.0,17.3,33.6,23.6,585790
2017-03-01 00:00:00,0.0,16.6,30.5,23.7,589251
2017-03-02 00:00:00,0.0,17.7,23.3,22.0,607676
2017-03-03 00:00:00,0.0,18.1,28.6,18.1,656703
2017-03-04 00:00:00,0.0,16.1,27.4,23.0,500791
2017-03-05 00:00:00,0.4,17.6,25.4,16.8,389513
2017-03-06 00:00:00,0.0,17.7,27.4,22.3,577509
2017-03-07 00:00:00,0.0,15.0,28.2,22.4,602277
2017-03-08 00:00:00,0.0,14.2,31.5,22.1,610525
2017-03-09 00:00:00,0.0,15.0,32.3,21.1,609418
2017-03-10 00:00:00,0.0,18.5,23.8,19.4,724976
2017-03-11 00:00:00,0.0,18.0,26.4,13.9,620789
2017-03-12 00:00:00,0.0,17.9,27.1,19.6,629251
2017-03-13 00:00:00,0.0,15.7,24.3,20.7,566090
2017-03-14 00:00:00,0.0,18.8,32.7,20.8,558199
2017-03-15 00:00:00,0.0,20.8,33.2,18.9,536590
2017-03-16 00:00:00,2.4,21.7,23.0,4.8,552435
2017-03-17 00:00:00,0.0,15.8,22.1,20.1,665697
2017-03-18 00:00:00,0.0,12.4,30.8,19.9,534489
2017-03-19 00:00:00,0.0,14.5,33.5,19.7,425861
2017-03-20 00:00:00,0.0,19.3,28.0,11.3,511016
2017-03-21 00:00:00,4.6,19.9,26.1,6.1,506996
2017-03-22 00:00:00,10.4,17.8,21.8,7.3,528266
2017-03-23 00:00:00,0.0,16.2,25.1,17.2,606242
2017-03-24 00:00:00,0.0,13.9,24.7,16.1,678432
2017-03-25 00:00:00,0.0,15.3,29.7,13.5,538991
2017-03-26 00:00:00,0.0,19.3,26.7,14.6,422543
2017-03-27 00:00:00,0.0,19.3,31.9,7.6,491361
2017-03-28 00:00:00,5.8,11.9,24.3,17.8,555793
2017-03-29 00:00:00,0.0,13.9,27.2,14.7,546584
2017-03-30 00:00:00,2.8,10.2,17.9,13.0,568509
2017-03-31 00:00:00,2.8,10.1,17.9,12.3,676940
2017-04-01 00:00:00,0.0,10.0,19.0,13.5,542796
2017-04-02 00:00:00,0.2,11.7,18.2,10.1,486547
2017-04-03 00:00:00,0.0,8.2,21.5,16.8,601181
2017-04-04 00:00:00,0.0,10.0,24.4,16.4,662872
2017-04-05 00:00:00,0.0,11.0,25.4,15.8,670232
2017-04-06 00:00:00,0.0,12.0,26.6,13.5,695848
2017-04-07 00:00:00,0.0,12.7,26.2,15.6,760918
2017-04-08 00:00:00,0.0,18.6,28.1,13.8,505220
2017-04-09 00:00:00,14.2,11.7,15.2,6.5,424488
2017-04-10 00:00:00,25.6,9.0,17.0,3.0,511858
2017-04-11 00:00:00,14.4,12.3,18.5,13.5,623054
2017-04-12 00:00:00,0.0,10.8,19.3,14.0,656443
2017-04-13 00:00:00,0.0,10.9,22.2,13.9,699563
2017-04-14 00:00:00,0.0,13.0,17.9,8.9,471177
2017-04-15 00:00:00,0.0,11.8,17.3,9.7,539783
2017-04-16 00:00:00,0.0,9.9,22.6,10.1,472596
2017-04-17 00:00:00,0.0,11.1,18.3,10.9,401430
2017-04-18 00:00:00,0.0,9.5,20.4,13.7,563015
2017-04-19 00:00:00,0.0,13.0,26.9,12.7,580933
2017-04-20 00:00:00,0.0,14.6,26.5,12.4,622035
2017-04-21 00:00:00,9.8,16.5,20.9,3.6,611644
2017-04-22 00:00:00,5.5,16.9,22.5,11.8,556652
2017-04-23 00:00:00,5.4,14.4,21.8,11.9,490646
2017-04-24 00:00:00,0.4,15.9,24.7,9.9,584798
2017-04-25 00:00:00,27.8,16.2,17.7,5.8,416005
2017-04-26 00:00:00,20.6,10.1,14.5,6.4,518284
2017-04-27 00:00:00,18.0,8.3,15.6,7.1,534711
2017-04-28 00:00:00,0.8,9.4,19.8,6.0,636174
2017-04-29 00:00:00,0.0,14.9,18.1,7.9,507620
2017-04-30 00:00:00,0.0,13.6,17.8,7.3,427828
2017-05-01 00:00:00,0.0,13.6,20.4,8.7,500172
2017-05-02 00:00:00,2.8,10.4,15.2,9.4,521670
2017-05-03 00:00:00,1.2,7.4,15.3,10.8,559569
2017-05-04 00:00:00,0.0,5.8,16.9,12.0,600993
2017-05-05 00:00:00,0.0,6.2,20.5,10.6,668528
2017-05-06 00:00:00,0.0,9.6,20.0,6.1,491693
2017-05-07 00:00:00,2.0,8.9,14.8,9.4,402430
