date,Public Holiday?,DayOfWeekNumeric,Min,Max,Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres),BourkeStMallSouth
2015-01-01,1,5,13.3,26.9,23.6,0.0,21217.0
2015-02-01,0,6,15.4,38.8,26.8,0.0,25256.0
2015-03-01,0,7,20.0,38.2,26.5,0.0,17648.0
2015-04-01,0,1,16.3,21.4,25.2,4.2,24428.0
2015-05-01,0,2,15.0,22.0,30.7,0.0,28503.0
2015-06-01,0,3,17.7,26.0,31.6,0.0,26448.0
2015-07-01,0,4,18.9,37.4,20.7,0.0,23106.0
2015-08-01,0,5,23.1,28.2,13.5,19.4,27205.0
2015-09-01,0,6,16.5,18.0,3.1,1.2,28918.0
2015-10-01,0,7,13.6,21.7,5.6,5.2,24261.0
2015-11-01,0,1,15.6,27.5,29.9,0.0,21071.0
2015-12-01,0,2,16.1,31.3,31.6,0.0,24396.0
2015-01-13,0,3,20.2,25.6,4.2,0.0,21766.0
2015-01-14,0,4,18.3,22.7,15.2,15.8,25869.0
2015-01-15,0,5,15.8,20.0,14.6,0.0,28067.0
2015-01-16,0,6,13.1,27.3,30.3,0.0,32024.0
2015-01-17,0,7,15.9,25.0,27.5,0.0,26435.0
2015-01-18,0,1,15.3,19.5,23.4,0.0,23566.0
2015-01-19,0,2,13.5,23.6,29.0,0.0,25873.0
2015-01-20,0,3,13.0,30.4,19.6,0.0,25999.0
2015-01-21,0,4,19.7,33.1,25.8,0.0,27584.0
2015-01-22,0,5,18.7,35.8,23.1,0.0,27413.0
2015-01-23,0,6,20.2,25.0,28.6,0.0,32745.0
2015-01-24,0,7,15.8,26.3,30.3,0.0,27260.0
2015-01-25,0,1,14.7,22.0,25.4,0.0,24231.0
2015-01-26,1,2,11.6,19.8,19.9,1.0,22348.0
2015-01-27,0,3,11.7,19.1,17.7,0.6,24234.0
2015-01-28,0,4,13.3,25.4,27.0,0.0,26228.0
2015-01-29,0,5,12.8,22.2,28.9,0.0,27276.0
2015-01-30,0,6,13.1,21.0,27.6,0.0,28958.0
2015-01-31,0,7,14.3,20.2,26.2,0.0,24630.0
2015-01-02,0,1,13.2,19.0,17.3,9.2,18748.0
2015-02-02,0,2,13.5,21.1,23.9,3.8,22000.0
2015-03-02,0,3,16.1,20.0,22.7,0.0,22063.0
2015-04-02,0,4,14.8,19.0,21.2,0.0,22915.0
2015-05-02,0,5,13.3,24.2,28.8,0.0,25352.0
2015-06-02,0,6,14.5,35.7,28.4,0.0,27904.0
2015-07-02,0,7,18.8,35.0,16.1,0.0,23281.0
2015-08-02,0,1,18.9,21.5,16.6,0.0,19432.0
2015-09-02,1,2,13.6,28.3,28.6,0.0,22845.0
2015-10-02,0,3,16.4,27.8,27.7,0.0,22066.0
2015-11-02,0,4,18.1,26.8,24.1,0.0,22594.0
2015-12-02,0,5,17.8,21.9,23.8,0.0,26209.0
2015-02-13,0,6,16.1,32.4,14.9,0.0,29544.0
2015-02-14,0,7,19.0,25.1,20.8,19.6,30768.0
2015-02-15,0,1,18.2,34.4,25.7,0.4,23124.0
2015-02-16,0,2,17.4,24.6,26.3,0.0,23922.0
2015-02-17,0,3,17.6,20.6,8.3,0.0,23258.0
2015-02-18,0,4,17.7,21.2,7.8,0.0,25011.0
2015-02-19,0,5,18.2,26.9,24.7,0.0,27076.0
2015-02-20,0,6,17.4,25.3,24.7,0.0,30652.0
2015-02-21,0,7,18.1,36.1,20.0,0.0,33913.0
2015-02-22,0,1,20.3,35.3,11.7,1.6,24953.0
2015-02-23,0,2,21.1,29.3,4.7,0.0,23023.0
2015-02-24,0,3,15.9,20.1,21.4,3.2,25183.0
2015-02-25,0,4,14.0,27.0,24.1,0.0,24558.0
2015-02-26,0,5,16.0,23.2,18.5,0.0,26625.0
2015-02-27,0,6,14.8,24.3,21.7,0.0,31060.0
2015-02-28,0,7,17.9,32.3,6.9,0.0,27083.0
2015-01-03,0,1,15.2,20.8,23.3,15.8,23429.0
2015-02-03,0,2,11.6,23.0,22.0,0.0,24186.0
2015-03-03,0,3,15.5,22.7,21.2,0.0,23966.0
2015-04-03,0,4,15.4,23.5,23.0,0.0,24163.0
2015-05-03,0,5,12.6,18.6,22.5,0.8,25475.0
2015-06-03,0,6,14.1,21.1,10.8,0.2,29626.0
2015-07-03,0,7,15.4,22.6,10.8,0.2,29613.0
2015-08-03,0,1,16.2,24.4,20.4,0.0,28065.0
2015-09-03,0,2,14.4,23.8,18.6,0.0,23807.0
2015-10-03,0,3,16.2,21.7,22.1,0.0,22318.0
2015-11-03,0,4,11.2,23.8,22.3,0.0,23642.0
2015-12-03,0,5,13.0,19.9,18.7,0.0,25272.0
2015-03-13,0,6,14.4,20.4,21.2,0.0,31290.0
2015-03-14,0,7,9.4,30.1,20.0,0.0,26623.0
2015-03-15,0,1,13.1,18.3,17.5,2.2,21645.0
2015-03-16,0,2,10.5,25.5,14.5,0.0,24136.0
2015-03-17,0,3,13.0,26.2,4.8,0.0,22052.0
2015-03-18,0,4,17.8,24.4,9.4,1.4,23360.0
2015-03-19,0,5,16.5,33.5,15.1,0.0,23946.0
2015-03-20,0,6,14.2,19.6,19.9,0.0,30482.0
2015-03-21,0,7,11.9,22.7,20.8,0.0,29354.0
2015-03-22,0,1,11.3,28.8,19.9,0.0,21456.0
2015-03-23,0,2,13.6,27.0,3.9,0.0,21353.0
2015-03-24,0,3,12.6,15.3,3.8,1.4,22949.0
2015-03-25,0,4,13.0,20.4,13.8,0.4,25923.0
2015-03-26,0,5,9.8,18.0,9.9,0.4,25372.0
2015-03-27,0,6,11.6,18.1,11.2,0.2,31657.0
2015-03-28,0,7,12.7,19.1,14.4,0.0,31501.0
2015-03-29,0,1,8.5,22.7,18.6,0.0,25371.0
2015-03-30,0,2,10.6,23.1,18.1,0.0,28752.0
2015-03-31,0,3,11.2,25.3,18.1,0.0,27165.0
2015-01-04,0,4,13.3,29.0,10.7,0.0,27174.0
2015-02-04,0,5,12.8,17.2,17.5,0.2,32035.0
2015-03-04,1,6,8.0,20.9,17.4,0.0,14924.0
2015-04-04,1,7,8.5,23.5,16.2,0.0,34443.0
2015-05-04,0,1,10.2,18.5,9.8,0.0,24093.0
2015-06-04,1,2,11.2,18.4,13.0,0.0,23493.0
2015-07-04,0,3,12.4,17.3,3.9,0.0,24299.0
2015-08-04,0,4,13.3,17.7,12.6,5.6,29354.0
2015-09-04,0,5,8.7,19.1,10.9,0.0,31006.0
2015-10-04,0,6,8.6,18.7,15.9,0.0,36091.0
2015-11-04,0,7,11.6,23.7,14.9,0.0,29466.0
2015-12-04,0,1,12.1,18.3,13.4,0.0,21533.0
2015-04-13,0,2,7.3,19.1,14.9,0.0,23454.0
2015-04-14,0,3,10.5,24.7,8.4,1.6,22995.0
2015-04-15,0,4,13.9,27.6,12.8,2.4,23722.0
2015-04-16,0,5,15.6,17.8,10.9,0.0,26954.0
2015-04-17,0,6,10.1,17.1,7.5,0.0,30327.0
2015-04-18,0,7,13.5,21.9,9.9,3.6,28662.0
2015-04-19,0,1,9.7,14.7,11.0,6.4,19781.0
2015-04-20,0,2,7.0,16.2,12.7,1.4,21926.0
2015-04-21,0,3,6.5,17.7,13.8,0.0,21694.0
2015-04-22,0,4,9.1,19.5,7.1,0.0,22128.0
2015-04-23,0,5,12.2,19.2,7.5,0.0,25058.0
2015-04-24,0,6,14.4,21.1,7.8,0.0,30331.0
2015-04-25,1,7,11.6,15.0,3.5,3.0,26462.0
2015-04-26,0,1,10.4,15.4,5.9,7.0,21692.0
2015-04-27,0,2,10.5,15.1,8.3,4.0,20935.0
2015-04-28,0,3,10.1,16.0,8.9,1.6,20469.0
2015-04-29,0,4,7.4,17.1,12.6,0.0,23250.0
2015-04-30,0,5,6.4,19.6,12.3,0.0,24901.0
2015-01-05,0,6,7.9,23.1,12.1,0.0,31623.0
2015-02-05,0,7,11.6,22.2,6.1,0.0,27949.0
2015-03-05,0,1,9.7,18.2,11.2,0.0,20971.0
2015-04-05,0,2,7.5,22.3,11.6,0.0,20999.0
2015-05-05,0,3,9.2,18.1,7.1,0.6,19086.0
2015-06-05,0,4,9.5,16.2,7.6,1.4,21674.0
2015-07-05,0,5,10.3,15.6,6.9,2.2,23099.0
2015-08-05,0,6,10.5,15.9,5.9,0.2,29759.0
2015-09-05,0,7,12.8,18.7,7.3,0.0,26673.0
2015-10-05,0,1,12.8,16.6,5.9,8.6,18493.0
2015-11-05,0,2,12.4,15.9,7.9,2.6,19658.0
2015-12-05,0,3,12.8,17.4,5.9,0.0,19359.0
2015-05-13,0,4,6.3,12.8,8.7,6.8,19900.0
2015-05-14,0,5,7.3,14.6,6.7,4.4,23397.0
2015-05-15,0,6,11.5,14.5,6.2,1.8,28606.0
2015-05-16,0,7,11.3,16.2,10.4,0.0,27935.0
2015-05-17,0,1,7.4,20.5,10.3,0.0,21997.0
2015-05-18,0,2,7.2,20.4,10.2,0.0,21416.0
2015-05-19,0,3,9.9,16.2,3.2,0.0,19003.0
2015-05-20,0,4,13.6,18.1,6.0,2.4,21489.0
2015-05-21,0,5,10.3,13.6,3.5,6.2,22291.0
2015-05-22,0,6,9.1,14.1,6.7,0.4,28948.0
2015-05-23,0,7,10.4,13.3,7.7,0.0,28611.0
2015-05-24,0,1,6.0,15.6,8.6,0.0,21125.0
2015-05-25,0,2,7.4,17.1,8.1,0.0,20431.0
2015-05-26,0,3,5.4,15.6,6.8,0.0,19041.0
2015-05-27,0,4,7.9,18.7,7.4,0.0,21156.0
2015-05-28,0,5,13.1,19.7,8.4,0.0,23408.0
2015-05-29,0,6,9.5,15.8,6.6,0.0,28296.0
2015-05-30,0,7,11.0,17.3,8.0,0.0,26747.0
2015-05-31,0,1,12.3,16.8,4.9,0.0,18764.0
2015-01-06,0,2,5.2,12.2,8.1,8.2,19708.0
2015-02-06,0,3,7.1,11.4,4.6,4.2,19824.0
2015-03-06,0,4,8.1,13.6,8.2,0.8,21566.0
2015-04-06,0,5,4.4,11.3,5.5,0.0,20739.0
2015-05-06,0,6,7.0,15.0,7.0,4.2,29269.0
2015-06-06,0,7,9.2,16.6,6.4,0.2,29176.0
2015-07-06,0,1,11.2,14.5,6.9,0.0,25299.0
2015-08-06,1,2,11.1,18.5,8.2,0.0,20704.0
2015-09-06,0,3,10.3,13.5,8.6,4.0,19919.0
2015-10-06,0,4,7.5,13.4,7.1,0.0,20829.0
2015-11-06,0,5,5.7,14.0,8.3,1.3322074879999999,22753.0
2015-12-06,0,6,5.2,13.1,6.9,0.0,27730.0
2015-06-13,0,7,6.0,18.2,8.0,0.0,26152.0
2015-06-14,0,1,5.8,17.4,8.0,0.0,19864.0
2015-06-15,0,2,7.1,16.9,6.6,0.0,20490.0
2015-06-16,0,3,9.5,16.1,3.3,5.0,20721.0
2015-06-17,0,4,11.7,13.8,4.7,0.0,25220.0
2015-06-18,0,5,10.7,12.7,4.2,1.0,25219.0
2015-06-19,0,6,7.0,12.4,7.9,0.2,29192.0
2015-06-20,0,7,4.1,11.6,7.1,0.0,26932.0
2015-06-21,0,1,2.2,12.9,8.6,0.0,20975.0
2015-06-22,0,2,3.6,14.1,6.2,0.0,20540.0
2015-06-23,0,3,9.6,17.6,5.8,0.0,21579.0
2015-06-24,0,4,12.2,16.0,7.7,0.0,23243.0
2015-06-25,0,5,9.6,14.0,6.3,0.0,25103.0
2015-06-26,0,6,10.5,16.9,7.1,0.0,28292.0
2015-06-27,0,7,8.0,14.1,5.0,0.0,26589.0
2015-06-28,0,1,9.6,14.5,4.1,0.0,22157.0
2015-06-29,0,2,6.9,12.3,5.6,0.0,24733.0
2015-06-30,0,3,5.0,14.2,7.9,0.0,25336.0
2015-01-07,0,4,7.4,15.0,6.9,0.0,25805.0
2015-02-07,0,5,10.3,11.9,7.0,0.6,25761.0
2015-03-07,0,6,5.9,12.0,5.0,2.6,31272.0
2015-04-07,0,7,7.3,10.6,2.8,0.0,24788.0
2015-05-07,0,1,8.2,14.9,8.2,2.0,22135.0
2015-06-07,0,2,7.5,11.5,4.4,1.6,22565.0
2015-07-07,0,3,7.4,14.2,7.0,2.2,24453.0
2015-08-07,0,4,4.9,14.8,8.5,0.2,26007.0
2015-09-07,0,5,6.5,13.4,3.5,0.0,27675.0
2015-10-07,0,6,7.6,14.3,5.8,0.0,31802.0
2015-11-07,0,7,10.9,13.1,3.7,0.2,23296.0
2015-12-07,0,1,3.4,12.3,2.9,1.6,13870.0
2015-07-13,0,2,6.1,12.7,4.2,28.4,19861.0
2015-07-14,0,3,8.1,9.8,4.8,3.8,18407.0
2015-07-15,0,4,5.8,10.5,7.4,3.6,21102.0
2015-07-16,0,5,6.6,12.3,8.1,0.2,24521.0
2015-07-17,0,6,7.3,12.3,6.5,2.4,29065.0
2015-07-18,0,7,6.1,11.5,9.5,0.4,29793.0
2015-07-19,0,1,0.6,12.1,9.7,0.0,22730.0
2015-07-20,0,2,1.8,14.7,9.7,0.0,23073.0
2015-07-21,0,3,4.2,17.0,8.6,0.0,22279.0
2015-07-22,0,4,11.4,16.6,6.0,1.6,23040.0
2015-07-23,0,5,5.1,16.1,9.5,0.0,28660.0
2015-07-24,0,6,7.6,15.0,4.4,1.2,34578.0
2015-07-25,0,7,9.4,13.3,7.7,0.8,29907.0
2015-07-26,0,1,8.1,11.6,8.5,3.2,21064.0
2015-07-27,0,2,6.2,13.9,9.6,0.8,21017.0
2015-07-28,0,3,7.9,14.4,10.2,0.0,20696.0
2015-07-29,0,4,8.4,14.0,9.0,0.0,23335.0
2015-07-30,0,5,8.6,12.3,4.5,0.0,21232.0
2015-07-31,0,6,4.1,14.0,10.8,0.6,29405.0
2015-01-08,0,7,6.5,11.4,4.2,0.2,25938.0
2015-02-08,0,1,7.8,14.9,8.3,0.0,21372.0
2015-03-08,0,2,7.3,10.8,9.4,6.4,20031.0
2015-04-08,0,3,3.5,11.3,7.1,0.0,20083.0
2015-05-08,0,4,6.6,10.8,8.0,1.0,21107.0
2015-06-08,0,5,7.1,12.8,7.0,1.6,22614.0
2015-07-08,0,6,9.0,13.1,9.0,1.4,28762.0
2015-08-08,0,7,8.8,12.6,6.6,0.4,28207.0
2015-09-08,0,1,7.7,13.3,6.9,0.0,22165.0
2015-10-08,0,2,8.3,16.0,10.7,0.2,21625.0
2015-11-08,0,3,7.8,14.8,11.7,0.8,21260.0
2015-12-08,0,4,9.3,14.8,9.2,0.0,22330.0
2015-08-13,0,5,8.4,13.0,7.0,0.2,23294.0
2015-08-14,0,6,10.4,15.3,7.3,0.0,29426.0
2015-08-15,0,7,10.0,14.9,10.9,0.4,28879.0
2015-08-16,0,1,4.7,17.0,9.5,0.2,22642.0
2015-08-17,0,2,6.8,12.2,9.9,2.4,19860.0
2015-08-18,0,3,6.1,11.1,9.8,0.6,20220.0
2015-08-19,0,4,5.5,12.7,10.2,0.0,22043.0
2015-08-20,0,5,6.1,17.1,12.7,0.0,24167.0
2015-08-21,0,6,10.9,18.7,4.1,0.0,30101.0
2015-08-22,0,7,11.8,18.8,11.8,0.0,29164.0
2015-08-23,0,1,7.9,16.3,13.1,0.0,21013.0
2015-08-24,0,2,8.5,14.5,9.6,0.0,21105.0
2015-08-25,0,3,9.5,14.3,8.1,0.0,20878.0
2015-08-26,0,4,9.2,14.6,7.8,0.2,22679.0
2015-08-27,0,5,9.8,11.7,2.7,0.8,20573.0
2015-08-28,0,6,8.1,13.2,12.2,17.4,32945.0
2015-08-29,0,7,6.3,11.7,9.1,1.8,26302.0
2015-08-30,0,1,7.9,12.5,14.3,2.2,22143.0
2015-08-31,0,2,8.1,13.0,11.5,0.0,20761.0
2015-01-09,0,3,5.1,16.2,15.7,0.0,21889.0
2015-02-09,0,4,8.0,18.8,10.5,0.0,21907.0
2015-03-09,0,5,10.6,14.0,8.0,4.4,22863.0
2015-04-09,0,6,8.7,13.7,13.0,0.0,27569.0
2015-05-09,0,7,10.2,14.0,14.8,0.0,26374.0
2015-06-09,0,1,5.8,16.6,11.8,0.0,18626.0
2015-07-09,0,2,8.9,13.6,9.2,3.6,20107.0
2015-08-09,0,3,8.8,12.8,11.1,2.0,20006.0
2015-09-09,0,4,10.0,15.3,11.4,0.0,21142.0
2015-10-09,0,5,10.0,15.7,17.3,0.0,24530.0
2015-11-09,0,6,5.1,20.1,17.7,0.0,29607.0
2015-12-09,0,7,12.2,21.7,10.2,0.0,27279.0
2015-09-13,0,1,13.2,25.5,17.1,0.0,23635.0
2015-09-14,0,2,15.4,26.7,17.8,0.0,22385.0
2015-09-15,0,3,10.8,15.9,15.0,15.8,20300.0
2015-09-16,0,4,8.9,14.8,17.6,0.0,22965.0
2015-09-17,0,5,9.0,14.3,12.4,0.4,22769.0
2015-09-18,0,6,10.5,14.7,8.1,0.0,29379.0
2015-09-19,0,7,6.5,21.3,17.0,0.0,27356.0
2015-09-20,0,1,8.5,22.9,17.3,0.0,22760.0
2015-09-21,0,2,14.0,18.1,6.7,0.0,23009.0
2015-09-22,0,3,7.6,12.7,17.4,4.4,23877.0
2015-09-23,0,4,8.5,12.6,20.3,0.0,26821.0
2015-09-24,0,5,5.1,14.3,18.2,0.0,28594.0
2015-09-25,0,6,5.8,19.1,20.2,0.0,35605.0
2015-09-26,0,7,6.6,17.9,20.1,0.0,30443.0
2015-09-27,0,1,9.8,20.2,19.6,0.0,24735.0
2015-09-28,0,2,8.3,21.4,13.6,0.0,27956.0
2015-09-29,0,3,9.0,16.9,13.5,0.0,27672.0
2015-09-30,0,4,11.5,15.9,16.8,0.0,29561.0
2015-01-10,0,5,6.0,21.6,21.7,0.0,34622.0
2015-02-10,1,6,9.9,28.6,21.7,0.0,33295.0
2015-03-10,0,7,16.3,31.3,22.2,0.0,23309.0
2015-04-10,0,1,13.9,24.9,22.2,0.0,21647.0
2015-05-10,0,2,12.7,34.4,22.0,0.0,24627.0
2015-06-10,0,3,15.5,35.8,18.9,0.0,21291.0
2015-07-10,0,4,11.8,16.2,23.6,0.0,25360.0
2015-08-10,0,5,7.6,18.6,23.3,0.0,27382.0
2015-09-10,0,6,10.9,29.9,22.0,0.0,29851.0
2015-10-10,0,7,17.5,29.2,11.9,0.0,27888.0
2015-11-10,0,1,16.9,19.2,19.6,0.4,23056.0
2015-12-10,0,2,11.3,16.1,13.4,0.6,21031.0
2015-10-13,0,3,7.9,17.6,24.3,0.4,23409.0
2015-10-14,0,4,11.2,28.6,24.4,0.0,24172.0
2015-10-15,0,5,14.4,34.0,22.2,0.0,25915.0
2015-10-16,0,6,17.0,23.8,8.4,0.0,29766.0
2015-10-17,0,7,11.5,20.5,20.4,0.0,29002.0
2015-10-18,0,1,12.6,17.7,24.2,0.0,22499.0
2015-10-19,0,2,8.3,26.7,25.8,0.0,24378.0
2015-10-20,0,3,12.9,31.8,14.4,0.0,23274.0
2015-10-21,0,4,17.6,18.3,7.3,2.4,21822.0
2015-10-22,0,5,11.4,16.7,8.5,7.0,24859.0
2015-10-23,0,6,11.8,16.4,21.0,0.0,31344.0
2015-10-24,0,7,9.2,19.5,25.1,0.0,28784.0
2015-10-25,0,1,10.2,31.3,20.1,0.0,22653.0
2015-10-26,0,2,14.0,15.9,14.5,0.2,22049.0
2015-10-27,0,3,10.4,23.3,28.1,0.2,25501.0
2015-10-28,0,4,10.1,26.8,27.6,0.0,25934.0
2015-10-29,0,5,13.7,26.1,26.8,0.0,29123.0
2015-10-30,0,6,12.6,27.4,22.6,0.0,34114.0
2015-10-31,0,7,15.7,25.9,13.5,1.0,24351.0
2015-01-11,0,1,16.4,26.0,10.0,4.4,23203.0
2015-02-11,0,2,14.5,16.0,8.2,0.0,37815.0
2015-03-11,1,3,8.0,17.9,25.4,0.2,18699.0
2015-04-11,0,4,10.9,27.2,19.6,0.0,26761.0
2015-05-11,0,5,16.2,24.7,16.4,12.2,23834.0
2015-06-11,0,6,16.6,18.7,3.7,17.6,29735.0
2015-07-11,0,7,11.9,16.8,25.2,1.2,28961.0
2015-08-11,0,1,8.5,24.8,25.1,0.0,22708.0
2015-09-11,0,2,13.6,33.1,26.4,0.0,23620.0
2015-10-11,0,3,15.2,16.4,5.3,0.0,23804.0
2015-11-11,0,4,11.5,20.1,16.0,2.0,26216.0
2015-12-11,0,5,13.7,21.2,19.2,0.0,28392.0
2015-11-13,0,6,13.5,18.2,26.1,0.4,34279.0
2015-11-14,0,7,12.1,18.3,27.5,0.2,29597.0
2015-11-15,0,1,13.0,18.5,27.6,0.2,24525.0
2015-11-16,0,2,11.4,26.3,29.4,0.2,27357.0
2015-11-17,0,3,15.7,33.3,24.0,0.0,26030.0
2015-11-18,0,4,14.7,29.5,29.2,0.0,28890.0
2015-11-19,0,5,15.6,31.5,20.6,0.0,30839.0
2015-11-20,0,6,15.4,19.1,6.4,0.4,31994.0
2015-11-21,0,7,12.2,17.5,20.9,3.6,30766.0
2015-11-22,0,1,13.5,20.0,27.3,0.0,25911.0
2015-11-23,0,2,13.8,20.7,27.3,0.0,28469.0
2015-11-24,0,3,13.6,24.5,30.0,0.0,27815.0
2015-11-25,0,4,13.5,33.3,9.3,0.0,26892.0
2015-11-26,0,5,10.8,17.4,23.3,0.0,28873.0
2015-11-27,0,6,9.0,18.2,16.8,0.4,37612.0
2015-11-28,0,7,12.0,20.1,27.1,0.0,37959.0
2015-11-29,0,1,12.6,20.3,23.4,0.0,30869.0
2015-11-30,0,2,10.0,32.2,26.6,0.0,28759.0
2015-01-12,0,3,14.5,24.6,24.4,1.8,29931.0
2015-02-12,0,4,9.2,17.5,32.4,0.0,31282.0
2015-03-12,0,5,12.2,21.3,30.1,0.0,34601.0
2015-04-12,0,6,11.3,30.8,32.2,0.0,41064.0
2015-05-12,0,7,15.5,25.3,27.9,0.0,43353.0
2015-06-12,0,1,15.3,29.8,13.5,0.0,37916.0
2015-07-12,0,2,18.1,27.3,8.7,0.0,33815.0
2015-08-12,0,3,20.3,35.4,19.8,0.8,31301.0
2015-09-12,0,4,15.4,24.6,27.0,0.0,35989.0
2015-10-12,0,5,13.1,26.0,32.0,0.0,39991.0
2015-11-12,0,6,14.2,19.2,13.0,0.0,41578.0
2015-12-12,0,7,10.1,18.3,27.9,2.0,44998.0
2015-12-13,0,1,10.3,28.3,28.6,0.0,37221.0
2015-12-14,0,2,11.9,22.7,31.6,0.0,36534.0
2015-12-15,0,3,14.4,24.6,30.3,0.0,37247.0
2015-12-16,0,4,15.6,27.5,32.5,0.0,39917.0
2015-12-17,0,5,16.9,37.2,33.1,0.0,37754.0
2015-12-18,0,6,19.4,35.4,31.2,0.0,39064.0
2015-12-19,0,7,19.2,41.2,20.5,0.0,30809.0
2015-12-20,0,1,25.9,37.8,10.4,0.0,30275.0
2015-12-21,0,2,15.0,20.2,25.4,6.0,50381.0
2015-12-22,0,3,12.0,22.8,32.9,0.0,49413.0
2015-12-23,0,4,15.1,26.0,32.4,0.0,53763.0
2015-12-24,0,5,16.7,34.6,32.8,0.4,41890.0
2015-12-25,1,6,21.7,34.1,33.3,0.0,11622.0
2015-12-26,1,7,12.7,20.0,19.2,30.6,62356.0
2015-12-27,0,1,11.9,19.4,27.6,5.2,38670.0
2015-12-28,1,2,12.8,20.8,33.2,0.0,37084.0
2015-12-29,0,3,12.4,23.9,33.0,0.0,36092.0
2015-12-30,0,4,13.9,34.7,32.8,0.0,32334.0
2015-12-31,0,5,19.7,39.7,29.6,0.0,27957.0
2016-01-01,1,6,19.8,24.2,22.0,0.0,21203.0
2016-02-01,0,7,17.1,27.6,25.1,0.0,27869.0
2016-03-01,0,1,17.5,27.1,25.7,0.0,23674.0
2016-04-01,0,2,16.3,26.0,15.3,0.0,28563.0
2016-05-01,0,3,17.1,25.7,25.8,0.0,28683.0
2016-06-01,0,4,17.3,25.7,18.1,0.0,29184.0
2016-07-01,0,5,16.3,21.3,30.4,0.0,29856.0
2016-08-01,0,6,16.2,20.6,25.4,0.0,31341.0
2016-09-01,0,7,16.8,21.4,21.3,0.0,25897.0
2016-10-01,0,1,15.7,31.5,31.3,0.0,19019.0
2016-11-01,0,2,17.2,36.4,15.8,0.0,23253.0
2016-12-01,0,3,17.1,24.8,29.1,0.8,25615.0
2016-01-13,0,4,16.8,42.2,25.0,0.2,19800.0
2016-01-14,0,5,16.1,18.1,3.9,0.4,26619.0
2016-01-15,0,6,13.6,19.2,19.7,1.0,30241.0
2016-01-16,0,7,11.9,22.3,32.6,0.0,25498.0
2016-01-17,0,1,14.9,32.7,31.5,0.0,20102.0
2016-01-18,0,2,18.6,35.3,30.4,0.0,23169.0
2016-01-19,0,3,17.9,30.9,27.2,0.0,24808.0
2016-01-20,0,4,19.3,29.1,18.6,1.0,26703.0
2016-01-21,0,5,19.0,26.7,14.9,0.8,29161.0
2016-01-22,0,6,17.5,22.8,6.5,1.6,29277.0
2016-01-23,0,7,17.3,21.9,23.2,7.0,26397.0
2016-01-24,0,1,16.2,22.2,23.4,5.2,23008.0
2016-01-25,0,2,16.7,20.9,25.7,0.4,28906.0
2016-01-26,1,3,16.5,29.4,28.7,0.0,22325.0
2016-01-27,0,4,19.3,29.5,22.2,0.0,24704.0
2016-01-28,0,5,20.3,27.5,19.0,3.6,25290.0
2016-01-29,0,6,14.4,18.3,14.3,14.2,27475.0
2016-01-30,0,7,12.3,22.4,24.0,1.2,25767.0
2016-01-31,0,1,13.9,21.8,26.3,10.6,20772.0
2016-01-02,0,2,12.5,23.6,29.4,0.0,23022.0
2016-02-02,0,3,15.4,31.5,25.5,0.0,21136.0
2016-03-02,0,4,18.1,21.0,11.0,0.6,21172.0
2016-04-02,0,5,17.3,20.9,21.7,2.4,24259.0
2016-05-02,0,6,15.3,29.4,29.0,0.0,27550.0
2016-06-02,0,7,16.5,32.6,28.8,0.0,23554.0
2016-07-02,0,1,19.1,27.7,28.5,0.0,19137.0
2016-08-02,0,2,19.2,22.9,23.3,0.0,23632.0
2016-09-02,0,3,17.4,22.7,27.7,0.0,22925.0
2016-10-02,0,4,17.4,23.3,25.3,0.0,24141.0
2016-11-02,0,5,18.0,23.8,27.6,0.0,25950.0
2016-12-02,0,6,16.7,24.9,27.9,0.0,30166.0
2016-02-13,0,7,17.7,30.3,23.4,0.0,27372.0
2016-02-14,0,1,16.4,24.5,22.9,0.0,24333.0
2016-02-15,0,2,14.0,26.1,25.4,0.0,24189.0
2016-02-16,0,3,13.7,18.4,14.5,3.6,22310.0
2016-02-17,0,4,12.7,21.1,16.2,0.6,23871.0
2016-02-18,0,5,15.5,22.6,20.6,1.2,25416.0
2016-02-19,0,6,15.8,22.0,11.2,0.2,28063.0
2016-02-20,0,7,15.8,20.8,23.8,0.0,34364.0
2016-02-21,0,1,12.6,24.7,26.5,0.0,22133.0
2016-02-22,0,2,15.6,29.5,8.4,0.0,22865.0
2016-02-23,0,3,18.1,39.4,19.4,0.0,20142.0
2016-02-24,0,4,22.4,25.6,15.8,0.0,23282.0
2016-02-25,0,5,19.6,26.4,13.8,0.4,25483.0
2016-02-26,0,6,15.5,23.5,19.3,0.0,30133.0
2016-02-27,0,7,17.7,22.2,17.7,0.0,26942.0
2016-02-28,0,1,17.7,22.7,21.5,0.0,22753.0
2016-02-29,0,2,15.0,23.7,18.2,0.0,21984.0
2016-01-03,0,3,17.3,33.7,23.4,0.0,21147.0
2016-02-03,0,4,17.6,34.7,22.6,0.0,21667.0
2016-03-03,0,5,17.4,23.9,21.8,0.2,24495.0
2016-04-03,0,6,16.5,33.0,21.2,0.2,26711.0
2016-05-03,0,7,20.4,23.7,11.4,1.2,25516.0
2016-06-03,0,1,17.4,25.2,21.3,0.0,20496.0
2016-07-03,0,2,18.6,24.9,7.9,3.2,22474.0
2016-08-03,0,3,19.9,38.9,20.8,0.6,19194.0
2016-09-03,0,4,20.8,28.5,10.8,0.0,22390.0
2016-10-03,0,5,18.1,22.1,3.9,0.6,23006.0
