shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
"3-67-mjp-1.5.R","-37.8846969177316","145.003958022845","42","4843.51"
"3-67-mjp-1.5.R","-37.8842519028032","145.000570319228","43","5144.90"
"3-67-mjp-1.5.R","-37.8842421228122","145.000525102573","44","5149.02"
"3-67-mjp-1.5.R","-37.8838605323297","144.997692865114","45","5401.17"
"3-67-mjp-1.5.R","-37.8838495909377","144.997579459165","46","5411.20"
"3-67-mjp-1.5.R","-37.883812897466","144.997011941856","47","5461.17"
"3-67-mjp-1.5.R","-37.8835019976089","144.996747481745","48","5502.81"
"3-67-mjp-1.5.R","-37.8828556892003","144.996367043384","49","5582.06"
"3-67-mjp-1.5.R","-37.882154753748","144.995953982401","50","5668.02"
"3-67-mjp-1.5.R","-37.8808247457192","144.995114564541","51","5833.24"
"3-67-mjp-1.5.R","-37.8789390732872","144.993926427329","52","6067.42"
"3-67-mjp-1.5.R","-37.8773357249744","144.99291259193","53","6266.67"
"3-67-mjp-1.5.R","-37.8759510703989","144.992040657002","54","6438.61"
"3-67-mjp-1.5.R","-37.872863181034","144.990112274948","55","6821.42"
"3-67-mjp-1.5.R","-37.8701030302592","144.988379759427","56","7163.94"
"3-67-mjp-1.5.R","-37.8679531630907","144.987028628595","57","7430.80"
"3-67-mjp-1.5.R","-37.8673076038018","144.986693800021","58","7508.37"
"3-67-mjp-1.5.R","-37.866734881439","144.986402464489","59","7577.00"
"3-67-mjp-1.5.R","-37.8640609406657","144.98549767616","60","7884.75"
"3-67-mjp-1.5.R","-37.8636438719156","144.985349894515","61","7932.91"
"3-67-mjp-1.5.R","-37.8624656974377","144.984961404247","62","8068.28"
"3-67-mjp-1.5.R","-37.8599368400206","144.984109592914","63","8359.25"
"3-67-mjp-1.5.R","-37.8579609395719","144.983447356246","64","8586.52"
"3-67-mjp-1.5.R","-37.8571179844365","144.983163445459","65","8683.51"
"3-67-mjp-1.5.R","-37.8564919879425","144.982919090299","66","8756.35"
"3-67-mjp-1.5.R","-37.8550320417141","144.982390598523","67","8925.19"
"3-67-mjp-1.5.R","-37.852483788948","144.981459920935","68","9220.09"
"3-67-mjp-1.5.R","-37.8499267169789","144.980540909263","69","9515.65"
"3-67-mjp-1.5.R","-37.8478863813184","144.979801051765","70","9751.64"
"3-67-mjp-1.5.R","-37.8440050332974","144.978384192733","71","10200.80"
"3-67-mjp-1.5.R","-37.8414747672775","144.977453283875","72","10493.79"
"3-67-mjp-1.5.R","-37.8392893180295","144.976660734662","73","10746.57"
"3-67-mjp-1.5.R","-37.8360789845326","144.975487182783","74","11118.12"
"3-67-mjp-1.5.R","-37.8354418175812","144.975118269499","75","11196.02"
"3-67-mjp-1.5.R","-37.8351322412251","144.974933568837","76","11234.08"
"3-67-mjp-1.5.R","-37.8342814514201","144.9741955428","77","11348.75"
"3-67-mjp-1.5.R","-37.8341251968007","144.974018016607","78","11372.10"
"3-67-mjp-1.5.R","-37.8337643259869","144.973471127471","79","11434.68"
"3-67-mjp-1.5.R","-37.8331823837123","144.972646234957","80","11531.82"
"3-67-mjp-1.5.R","-37.8330903529193","144.972535130564","81","11545.96"
"3-67-mjp-1.5.R","-37.832943299047","144.972368721114","82","11567.89"
"3-67-mjp-1.5.R","-37.8328062305183","144.972258850588","83","11585.93"
"3-67-mjp-1.5.R","-37.8326867856479","144.972125773248","84","11603.62"
"3-67-mjp-1.5.R","-37.832275579154","144.97179616533","85","11657.74"
"3-67-mjp-1.5.R","-37.8321390971179","144.97172036745","86","11674.31"
"3-67-mjp-1.5.R","-37.8316942077978","144.971528032712","87","11726.58"
"3-67-mjp-1.5.R","-37.8313863875075","144.971445566776","88","11761.57"
"3-67-mjp-1.5.R","-37.8309076204287","144.971379145933","89","11815.12"
"3-67-mjp-1.5.R","-37.8298431703086","144.971317406286","90","11933.61"
"3-67-mjp-1.5.R","-37.8289330216259","144.971319611767","91","12034.81"
"3-67-mjp-1.5.R","-37.8286537891549","144.971327259801","92","12065.87"
"3-67-mjp-1.5.R","-37.8274389506331","144.971428701442","93","12201.25"
"3-67-mjp-1.5.R","-37.8270602442163","144.971416349966","94","12243.37"
"3-67-mjp-1.5.R","-37.8266811464447","144.971381286454","95","12285.64"
"3-67-mjp-1.5.R","-37.8261297320577","144.971282774516","96","12347.56"
"3-67-mjp-1.5.R","-37.8253597892506","144.97105391462","97","12435.50"
"3-67-mjp-1.5.R","-37.8250693964741","144.970936895724","98","12469.39"
"3-67-mjp-1.5.R","-37.8246425210376","144.970744088692","99","12519.78"
"3-67-mjp-1.5.R","-37.8214994950461","144.969296498885","100","12891.68"
"3-67-mjp-1.5.R","-37.8185836002742","144.967956398339","101","13236.62"
"3-67-mjp-1.5.R","-37.8184747264645","144.967913943663","102","13249.29"
"3-67-mjp-1.5.R","-37.817829706853","144.967613552413","103","13325.71"
"3-67-mjp-1.5.R","-37.8157131215422","144.966637871573","104","13576.18"
"3-67-mjp-1.5.R","-37.8154951769789","144.966541614874","105","13601.85"
"3-67-mjp-1.5.R","-37.8135328881069","144.965629912992","106","13834.28"
"3-67-mjp-1.5.R","-37.8127335588144","144.965265640874","107","13928.75"
"3-67-mjp-1.5.R","-37.8098722570578","144.963958419473","108","14267.00"
"3-67-mjp-1.5.R","-37.8095906691793","144.963829849592","109","14300.29"
"3-67-mjp-1.5.R","-37.8077736597573","144.962982443765","110","14515.61"
"3-67-mjp-1.5.R","-37.8073375688316","144.962778618168","111","14567.30"
"3-67-mjp-1.5.R","-37.8051362334608","144.963157141612","112","14814.32"
"3-67-mjp-1.5.R","-37.8026294258744","144.963589461282","113","15095.64"
"3-67-mjp-1.5.R","-37.8017758730189","144.963737839335","114","15191.45"
"3-67-mjp-1.5.R","-37.798766210446","144.964274777954","115","15529.41"
"3-6-mjp-1.1.H","-37.8565995119727","145.029164628397","1","0.00"
"3-6-mjp-1.1.H","-37.8566196199201","145.029289119881","2","11.16"
"3-6-mjp-1.1.H","-37.8570226209362","145.032369982256","3","285.32"
"3-6-mjp-1.1.H","-37.8574460227856","145.035598098929","4","572.61"
"3-6-mjp-1.1.H","-37.8577564294337","145.037999510103","5","786.25"
"3-6-mjp-1.1.H","-37.8581586376851","145.041046393011","6","1057.45"
"3-6-mjp-1.1.H","-37.8581793004298","145.041204974934","7","1071.56"
"3-6-mjp-1.1.H","-37.858535254668","145.044184918181","8","1336.15"
"3-6-mjp-1.1.H","-37.8590171309508","145.04824138493","9","1696.28"
"3-6-mjp-1.1.H","-37.8593725325826","145.051198680216","10","1958.90"
"3-6-mjp-1.1.H","-37.8596856301908","145.053782019644","11","2188.35"
"3-6-mjp-1.1.H","-37.8599892885201","145.056342896537","12","2415.69"
"3-6-mjp-1.2.H","-37.7553018036886","144.962163824886","1","0.00"
"3-6-mjp-1.2.H","-37.7552119243265","144.962177641616","2","10.07"
"3-6-mjp-1.2.H","-37.7554027002935","144.963829573047","3","156.84"
"3-6-mjp-1.2.H","-37.7554128843471","144.963897396567","4","162.91"
"3-6-mjp-1.2.H","-37.7554526399054","144.9641119654","5","182.28"
"3-6-mjp-1.2.H","-37.7557254391125","144.966340536817","6","380.54"
"3-6-mjp-1.2.H","-37.7561303421095","144.969961632649","7","702.05"
"3-6-mjp-1.2.H","-37.7566429652845","144.974612740938","8","1114.90"
"3-6-mjp-1.2.H","-37.7566744740641","144.974872946979","9","1138.04"
"3-6-mjp-1.2.H","-37.7592442183785","144.974428279666","10","1426.44"
"3-6-mjp-1.2.H","-37.7618680047744","144.973982102815","11","1720.82"
"3-6-mjp-1.2.H","-37.7620117363615","144.973955477761","12","1736.97"
"3-6-mjp-1.2.H","-37.7621010319581","144.973907635065","13","1747.76"
"3-6-mjp-1.2.H","-37.7622089579951","144.973371168697","14","1796.42"
"3-6-mjp-1.2.H","-37.7642842497792","144.972996667264","15","2029.52"
"3-6-mjp-1.2.H","-37.7664225922964","144.972620420291","16","2269.58"
"3-6-mjp-1.2.H","-37.7680666863769","144.972325764727","17","2454.22"
"3-6-mjp-1.2.H","-37.7696387181648","144.972033063281","18","2630.90"
"3-6-mjp-1.2.H","-37.7705639604208","144.971860197497","19","2734.90"
"3-6-mjp-1.2.H","-37.7724957070864","144.971523583499","20","2951.73"
"3-6-mjp-1.2.H","-37.7726574527995","144.971496456572","21","2969.87"
"3-6-mjp-1.2.H","-37.775542632448","144.971054280599","22","3293.04"
"3-6-mjp-1.2.H","-37.7757672354829","144.971014079059","23","3318.26"
"3-6-mjp-1.2.H","-37.7758669052874","144.971045414765","24","3329.68"
"3-6-mjp-1.2.H","-37.7781143028014","144.97072282476","25","3581.18"
"3-6-mjp-1.2.H","-37.7815383645296","144.970174998656","26","3964.95"
"3-6-mjp-1.2.H","-37.7840818318218","144.96977611861","27","4249.94"
"3-6-mjp-1.2.H","-37.7843334565449","144.969735167883","28","4278.15"
"3-6-mjp-1.2.H","-37.7871818072304","144.969248419793","29","4597.74"
"3-6-mjp-1.2.H","-37.7892754772705","144.968895852876","30","4832.60"
"3-6-mjp-1.2.H","-37.7921148128411","144.968409278325","31","5151.20"
"3-6-mjp-1.2.H","-37.7941276054053","144.968070230232","32","5376.99"
"3-6-mjp-1.2.H","-37.7971556997888","144.967555696342","33","5716.72"
"3-6-mjp-1.2.H","-37.7970268371685","144.966355403588","34","5823.15"
"3-6-mjp-1.2.H","-37.7968437051768","144.964622834582","35","5976.74"
"3-6-mjp-1.2.H","-37.7993052870864","144.964180477179","36","6253.20"
"3-6-mjp-1.2.H","-37.8017758730189","144.963737839335","37","6530.66"
"3-6-mjp-1.2.H","-37.8023599862308","144.963642292799","38","6596.15"
"3-6-mjp-1.2.H","-37.805693323167","144.963062327503","39","6970.28"
"3-6-mjp-1.2.H","-37.8073375688316","144.962778618168","40","7154.81"
"3-6-mjp-1.2.H","-37.8081733276719","144.963164555437","41","7253.73"
"3-6-mjp-1.2.H","-37.8095906691793","144.963829849592","42","7421.82"
"3-6-mjp-1.2.H","-37.8103990099123","144.964193844699","43","7517.22"
"3-6-mjp-1.2.H","-37.8132240832052","144.965490718864","44","7851.38"
"3-6-mjp-1.2.H","-37.8135328881069","144.965629912992","45","7887.83"
"3-6-mjp-1.2.H","-37.8163945654462","144.966959966795","46","8226.80"
"3-6-mjp-1.2.H","-37.8174572635564","144.967442008412","47","8352.33"
"3-6-mjp-1.2.H","-37.817829706853","144.967613552413","48","8396.40"
"3-6-mjp-1.2.H","-37.8184747264645","144.967913943663","49","8472.82"
"3-6-mjp-1.2.H","-37.8185836002742","144.967956398339","50","8485.49"
"3-6-mjp-1.2.H","-37.8218629284369","144.969468307645","51","8873.56"
"3-6-mjp-1.2.H","-37.8233162682196","144.970132847823","52","9045.38"
"3-6-mjp-1.2.H","-37.8241429980894","144.970519190968","53","9143.38"
"3-6-mjp-1.2.H","-37.8250693964741","144.970936895724","54","9252.72"
"3-6-mjp-1.2.H","-37.8253597892506","144.97105391462","55","9286.61"
"3-6-mjp-1.2.H","-37.8261297320577","144.971282774516","56","9374.55"
"3-6-mjp-1.2.H","-37.8266811464447","144.971381286454","57","9436.47"
"3-6-mjp-1.2.H","-37.8270602442163","144.971416349966","58","9478.74"
"3-6-mjp-1.2.H","-37.8274389506331","144.971428701442","59","9520.86"
"3-6-mjp-1.2.H","-37.8286537891549","144.971327259801","60","9656.24"
"3-6-mjp-1.2.H","-37.8287979091418","144.971323312442","61","9672.27"
"3-6-mjp-1.2.H","-37.8298431703086","144.971317406286","62","9788.50"
"3-6-mjp-1.2.H","-37.8309076204287","144.971379145933","63","9906.99"
"3-6-mjp-1.2.H","-37.8313863875075","144.971445566776","64","9960.54"
"3-6-mjp-1.2.H","-37.8316942077978","144.971528032712","65","9995.53"
"3-6-mjp-1.2.H","-37.8321390971179","144.97172036745","66","10047.80"
"3-6-mjp-1.2.H","-37.832275579154","144.97179616533","67","10064.37"
"3-6-mjp-1.2.H","-37.8326867856479","144.972125773248","68","10118.49"
"3-6-mjp-1.2.H","-37.8328062305183","144.972258850588","69","10136.18"
"3-6-mjp-1.2.H","-37.832943299047","144.972368721114","70","10154.22"
"3-6-mjp-1.2.H","-37.8331823837123","144.972646234957","71","10190.29"
"3-6-mjp-1.2.H","-37.8336905064403","144.973370885289","72","10275.39"
"3-6-mjp-1.2.H","-37.8337643259869","144.973471127471","73","10287.42"
"3-6-mjp-1.2.H","-37.8341251968007","144.974018016607","74","10350.01"
"3-6-mjp-1.2.H","-37.8342814514201","144.9741955428","75","10373.35"
"3-6-mjp-1.2.H","-37.8351322412251","144.974933568837","76","10488.03"
"3-6-mjp-1.2.H","-37.8357786115373","144.975313590253","77","10567.27"
"3-6-mjp-1.2.H","-37.8360789845326","144.975487182783","78","10603.99"
"3-6-mjp-1.2.H","-37.8388630366234","144.976501934709","79","10926.13"
"3-6-mjp-1.2.H","-37.8411755678078","144.977347821374","80","11193.79"
"3-6-mjp-1.2.H","-37.8445399877831","144.978574138143","81","11583.08"
"3-6-mjp-1.2.H","-37.84484838883","144.978690722744","82","11618.87"
"3-6-mjp-1.2.H","-37.84755977126","144.979673590698","83","11932.47"
"3-6-mjp-1.2.H","-37.8498722820968","144.980519664609","84","12200.13"
"3-6-mjp-1.2.H","-37.8502169063744","144.98064664144","85","12240.03"
"3-6-mjp-1.2.H","-37.8506534422474","144.984032894811","86","12541.29"
"3-6-mjp-1.2.H","-37.8511219539927","144.987713814912","87","12868.65"
"3-6-mjp-1.2.H","-37.8513814993008","144.989718401912","88","13047.00"
"3-6-mjp-1.2.H","-37.8518283340616","144.993195409675","89","13356.30"
"3-6-mjp-1.2.H","-37.8518494478718","144.993376681952","90","13372.39"
"3-6-mjp-1.2.H","-37.8522618058847","144.996422784792","91","13643.73"
"3-6-mjp-1.2.H","-37.852488192828","144.998076004943","92","13791.05"
"3-6-mjp-1.2.H","-37.8527045839522","144.999672678566","93","13933.29"
"3-6-mjp-1.2.H","-37.8530648026511","145.002311103526","94","14168.37"
"3-6-mjp-1.2.H","-37.853609621127","145.006274352827","95","14521.57"
"3-6-mjp-1.2.H","-37.8539185053344","145.008550525255","96","14724.34"
"3-6-mjp-1.2.H","-37.8539290505765","145.008641166647","97","14732.39"
"3-6-mjp-1.2.H","-37.8543009572109","145.011449853853","98","14982.43"
"3-6-mjp-1.2.H","-37.8547659388922","145.014972117306","99","15295.96"
"3-6-mjp-1.2.H","-37.8551790834228","145.018098009943","100","15574.22"
"3-6-mjp-1.2.H","-37.8551993942056","145.018233856261","101","15586.36"
"3-6-mjp-1.2.H","-37.8555090050077","145.020566941537","102","15794.06"
"3-6-mjp-1.2.H","-37.8556266166768","145.021666290555","103","15891.46"
"3-6-mjp-1.2.H","-37.8558855901221","145.023671143793","104","16069.82"
"3-6-mjp-1.2.H","-37.8561849433766","145.025936352779","105","16271.46"
"3-6-mjp-1.3.H","-37.7553018036886","144.962163824886","1","0.00"
"3-6-mjp-1.3.H","-37.7552119243265","144.962177641616","2","10.07"
"3-6-mjp-1.3.H","-37.7554027002935","144.963829573047","3","156.84"
"3-6-mjp-1.3.H","-37.7554128843471","144.963897396567","4","162.91"
"3-6-mjp-1.3.H","-37.7554526399054","144.9641119654","5","182.28"
"3-6-mjp-1.3.H","-37.7557254391125","144.966340536817","6","380.54"
"3-6-mjp-1.3.H","-37.7561303421095","144.969961632649","7","702.05"
"3-6-mjp-1.3.H","-37.7566429652845","144.974612740938","8","1114.90"
"3-6-mjp-1.3.H","-37.7566744740641","144.974872946979","9","1138.04"
"3-6-mjp-1.3.H","-37.7592442183785","144.974428279666","10","1426.44"
"3-6-mjp-1.3.H","-37.7618680047744","144.973982102815","11","1720.82"
"3-6-mjp-1.3.H","-37.7620117363615","144.973955477761","12","1736.97"
"3-6-mjp-1.3.H","-37.7621010319581","144.973907635065","13","1747.76"
"3-6-mjp-1.3.H","-37.7622089579951","144.973371168697","14","1796.42"
"3-6-mjp-1.3.H","-37.7642842497792","144.972996667264","15","2029.52"
"3-6-mjp-1.3.H","-37.7664225922964","144.972620420291","16","2269.58"
"3-6-mjp-1.3.H","-37.7680666863769","144.972325764727","17","2454.22"
"3-6-mjp-1.3.H","-37.7696387181648","144.972033063281","18","2630.90"
"3-6-mjp-1.3.H","-37.7705639604208","144.971860197497","19","2734.90"
"3-6-mjp-1.3.H","-37.7724957070864","144.971523583499","20","2951.73"
"3-6-mjp-1.3.H","-37.7726574527995","144.971496456572","21","2969.87"
"3-6-mjp-1.3.H","-37.775542632448","144.971054280599","22","3293.04"
"3-6-mjp-1.3.H","-37.7757672354829","144.971014079059","23","3318.26"
"3-6-mjp-1.3.H","-37.7758669052874","144.971045414765","24","3329.68"
"3-6-mjp-1.3.H","-37.7781143028014","144.97072282476","25","3581.18"
"3-6-mjp-1.3.H","-37.7815383645296","144.970174998656","26","3964.95"
"3-6-mjp-1.3.H","-37.7840818318218","144.96977611861","27","4249.94"
"3-6-mjp-1.3.H","-37.7843334565449","144.969735167883","28","4278.15"
"3-6-mjp-1.3.H","-37.7871818072304","144.969248419793","29","4597.74"
"3-6-mjp-1.3.H","-37.7892754772705","144.968895852876","30","4832.60"
"3-6-mjp-1.3.H","-37.7921148128411","144.968409278325","31","5151.20"
"3-6-mjp-1.3.H","-37.7941276054053","144.968070230232","32","5376.99"
"3-6-mjp-1.3.H","-37.7971556997888","144.967555696342","33","5716.72"
"3-6-mjp-1.3.H","-37.7970268371685","144.966355403588","34","5823.15"
"3-6-mjp-1.3.H","-37.7968437051768","144.964622834582","35","5976.74"
"3-6-mjp-1.3.H","-37.7993052870864","144.964180477179","36","6253.20"
"3-6-mjp-1.3.H","-37.8017758730189","144.963737839335","37","6530.66"
"3-6-mjp-1.3.H","-37.8023599862308","144.963642292799","38","6596.15"
"3-6-mjp-1.3.H","-37.805693323167","144.963062327503","39","6970.28"
"3-6-mjp-1.3.H","-37.8073375688316","144.962778618168","40","7154.81"
"3-6-mjp-1.3.H","-37.8081733276719","144.963164555437","41","7253.73"
"3-6-mjp-1.3.H","-37.8095906691793","144.963829849592","42","7421.82"
"3-6-mjp-1.3.H","-37.8103990099123","144.964193844699","43","7517.22"
"3-6-mjp-1.3.H","-37.8132240832052","144.965490718864","44","7851.38"
"3-6-mjp-1.3.H","-37.8135328881069","144.965629912992","45","7887.83"
"3-6-mjp-1.3.H","-37.8163945654462","144.966959966795","46","8226.80"
"3-6-mjp-1.3.H","-37.8174572635564","144.967442008412","47","8352.33"
"3-6-mjp-1.3.H","-37.817829706853","144.967613552413","48","8396.40"
"3-6-mjp-1.3.H","-37.8184747264645","144.967913943663","49","8472.82"
"3-6-mjp-1.3.H","-37.8185836002742","144.967956398339","50","8485.49"
"3-6-mjp-1.3.H","-37.8218629284369","144.969468307645","51","8873.56"
"3-6-mjp-1.3.H","-37.8233162682196","144.970132847823","52","9045.38"
"3-6-mjp-1.3.H","-37.8241429980894","144.970519190968","53","9143.38"
"3-6-mjp-1.3.H","-37.8250693964741","144.970936895724","54","9252.72"
"3-6-mjp-1.3.H","-37.8253597892506","144.97105391462","55","9286.61"
"3-6-mjp-1.3.H","-37.8261297320577","144.971282774516","56","9374.55"
"3-6-mjp-1.3.H","-37.8266811464447","144.971381286454","57","9436.47"
"3-6-mjp-1.3.H","-37.8270602442163","144.971416349966","58","9478.74"
"3-6-mjp-1.3.H","-37.8274389506331","144.971428701442","59","9520.86"
"3-6-mjp-1.3.H","-37.8286537891549","144.971327259801","60","9656.24"
"3-6-mjp-1.3.H","-37.8287979091418","144.971323312442","61","9672.27"
"3-6-mjp-1.3.H","-37.8298431703086","144.971317406286","62","9788.50"
"3-6-mjp-1.3.H","-37.8309076204287","144.971379145933","63","9906.99"
"3-6-mjp-1.3.H","-37.8313863875075","144.971445566776","64","9960.54"
"3-6-mjp-1.3.H","-37.8316942077978","144.971528032712","65","9995.53"
"3-6-mjp-1.3.H","-37.8321390971179","144.97172036745","66","10047.80"
"3-6-mjp-1.3.H","-37.832275579154","144.97179616533","67","10064.37"
"3-6-mjp-1.3.H","-37.8326867856479","144.972125773248","68","10118.49"
"3-6-mjp-1.3.H","-37.8328062305183","144.972258850588","69","10136.18"
"3-6-mjp-1.3.H","-37.832943299047","144.972368721114","70","10154.22"
"3-6-mjp-1.3.H","-37.8331823837123","144.972646234957","71","10190.29"
"3-6-mjp-1.3.H","-37.8336905064403","144.973370885289","72","10275.39"
"3-6-mjp-1.3.H","-37.8337643259869","144.973471127471","73","10287.42"
"3-6-mjp-1.3.H","-37.8341251968007","144.974018016607","74","10350.01"
"3-6-mjp-1.3.H","-37.8342814514201","144.9741955428","75","10373.35"
"3-6-mjp-1.3.H","-37.8351322412251","144.974933568837","76","10488.03"
"3-6-mjp-1.3.H","-37.8357786115373","144.975313590253","77","10567.27"
"3-6-mjp-1.3.H","-37.8360789845326","144.975487182783","78","10603.99"
"3-6-mjp-1.3.H","-37.8388630366234","144.976501934709","79","10926.13"
"3-6-mjp-1.3.H","-37.8411755678078","144.977347821374","80","11193.79"
"3-6-mjp-1.3.H","-37.8445399877831","144.978574138143","81","11583.08"
"3-6-mjp-1.3.H","-37.84484838883","144.978690722744","82","11618.87"
"3-6-mjp-1.3.H","-37.84755977126","144.979673590698","83","11932.47"
"3-6-mjp-1.3.H","-37.8498722820968","144.980519664609","84","12200.13"
"3-6-mjp-1.3.H","-37.8502169063744","144.98064664144","85","12240.03"
"3-6-mjp-1.3.H","-37.8506534422474","144.984032894811","86","12541.29"
"3-6-mjp-1.3.H","-37.8511219539927","144.987713814912","87","12868.65"
"3-6-mjp-1.3.H","-37.8513814993008","144.989718401912","88","13047.00"
"3-6-mjp-1.3.H","-37.8518283340616","144.993195409675","89","13356.30"
"3-6-mjp-1.3.H","-37.8518494478718","144.993376681952","90","13372.39"
"3-6-mjp-1.3.H","-37.8522618058847","144.996422784792","91","13643.73"
"3-6-mjp-1.3.H","-37.852488192828","144.998076004943","92","13791.05"
"3-6-mjp-1.3.H","-37.8527045839522","144.999672678566","93","13933.29"
"3-6-mjp-1.3.H","-37.8530648026511","145.002311103526","94","14168.37"
"3-6-mjp-1.3.H","-37.853609621127","145.006274352827","95","14521.57"
"3-6-mjp-1.3.H","-37.8539185053344","145.008550525255","96","14724.34"
"3-6-mjp-1.3.H","-37.8539290505765","145.008641166647","97","14732.39"
"3-6-mjp-1.3.H","-37.8543009572109","145.011449853853","98","14982.43"
"3-6-mjp-1.3.H","-37.8547659388922","145.014972117306","99","15295.96"
"3-6-mjp-1.3.H","-37.8551790834228","145.018098009943","100","15574.22"
"3-6-mjp-1.3.H","-37.8551993942056","145.018233856261","101","15586.36"
"3-6-mjp-1.3.H","-37.8555090050077","145.020566941537","102","15794.06"
"3-6-mjp-1.3.H","-37.8556266166768","145.021666290555","103","15891.46"
"3-6-mjp-1.3.H","-37.8558855901221","145.023671143793","104","16069.82"
"3-6-mjp-1.3.H","-37.8561849433766","145.025936352779","105","16271.46"
"3-6-mjp-1.3.H","-37.8565995119727","145.029164628397","106","16558.61"
"3-6-mjp-1.3.H","-37.8566196199201","145.029289119881","107","16569.76"
"3-6-mjp-1.3.H","-37.8570226209362","145.032369982256","108","16843.93"
"3-6-mjp-1.3.H","-37.8574460227856","145.035598098929","109","17131.22"
"3-6-mjp-1.3.H","-37.8577564294337","145.037999510103","110","17344.85"
"3-6-mjp-1.3.H","-37.8581586376851","145.041046393011","111","17616.06"
"3-6-mjp-1.3.H","-37.8581793004298","145.041204974934","112","17630.17"
"3-6-mjp-1.3.H","-37.858535254668","145.044184918181","113","17894.76"
"3-6-mjp-1.3.H","-37.8590171309508","145.04824138493","114","18254.89"
"3-6-mjp-1.3.H","-37.8593725325826","145.051198680216","115","18517.51"
"3-6-mjp-1.3.H","-37.8596856301908","145.053782019644","116","18746.95"
"3-6-mjp-1.3.H","-37.8599892885201","145.056342896537","117","18974.30"
"3-6-mjp-1.4.R","-37.8599892885201","145.056342896537","1","0.00"
"3-6-mjp-1.4.R","-37.8597286119423","145.054201453799","2","190.22"
"3-6-mjp-1.4.R","-37.8594138307866","145.051515856205","3","428.57"
"3-6-mjp-1.4.R","-37.8590381608562","145.048422694181","4","703.32"
"3-6-mjp-1.4.R","-37.8585981733865","145.044717477032","5","1032.26"
"3-6-mjp-1.4.R","-37.8582001520164","145.04137491831","6","1329.03"
"3-6-mjp-1.4.R","-37.8577658160052","145.03802199378","7","1627.33"
"3-6-mjp-1.4.R","-37.8574766485447","145.035813244392","8","1823.89"
"3-6-mjp-1.4.R","-37.8570946003585","145.032902278396","9","2082.95"
"3-6-mjp-1.4.R","-37.8566504472702","145.029515620869","10","2384.36"
"3-6-mjp-1.5.R","-37.8562263089264","145.026253498067","1","0.00"
"3-6-mjp-1.5.R","-37.8559064667559","145.023841075864","2","214.76"
"3-6-mjp-1.5.R","-37.8556266166768","145.021666290555","3","408.22"
"3-6-mjp-1.5.R","-37.8555312232776","145.020816397303","4","483.58"
"3-6-mjp-1.5.R","-37.8555199231709","145.020680308596","5","495.60"
"3-6-mjp-1.5.R","-37.8552204698629","145.018415145621","6","697.24"
"3-6-mjp-1.5.R","-37.8548176822217","145.015368532108","7","968.44"
"3-6-mjp-1.5.R","-37.8543417856819","145.01173289959","8","1291.99"
"3-6-mjp-1.5.R","-37.853939019193","145.008697726637","9","1562.21"
"3-6-mjp-1.5.R","-37.8536920714479","145.006885874267","10","1723.64"
"3-6-mjp-1.5.R","-37.8531152387856","145.002627976338","11","2102.93"
"3-6-mjp-1.5.R","-37.8527665439184","145.000136987374","12","2325.05"
"3-6-mjp-1.5.R","-37.8525605187356","144.998619588537","13","2460.23"
"3-6-mjp-1.5.R","-37.8522819480302","144.996547258577","14","2644.79"
"3-6-mjp-1.5.R","-37.8518703677663","144.993546594289","15","2912.19"
"3-6-mjp-1.5.R","-37.8513294765125","144.989310667302","16","3288.94"
"3-6-mjp-1.5.R","-37.8511528604328","144.987940278247","17","3410.85"
"3-6-mjp-1.5.R","-37.8506955029995","144.984384067437","18","3727.20"
"3-6-mjp-1.5.R","-37.8502169063744","144.98064664144","19","4059.64"
"3-6-mjp-1.5.R","-37.8499267169789","144.980540909263","20","4093.22"
"3-6-mjp-1.5.R","-37.8478863813184","144.979801051765","21","4329.21"
"3-6-mjp-1.5.R","-37.8440050332974","144.978384192733","22","4778.37"
"3-6-mjp-1.5.R","-37.8414747672775","144.977453283875","23","5071.36"
"3-6-mjp-1.5.R","-37.8392893180295","144.976660734662","24","5324.14"
"3-6-mjp-1.5.R","-37.8360789845326","144.975487182783","25","5695.69"
"3-6-mjp-1.5.R","-37.8354418175812","144.975118269499","26","5773.59"
"3-6-mjp-1.5.R","-37.8351322412251","144.974933568837","27","5811.65"
"3-6-mjp-1.5.R","-37.8342814514201","144.9741955428","28","5926.32"
"3-6-mjp-1.5.R","-37.8341251968007","144.974018016607","29","5949.67"
"3-6-mjp-1.5.R","-37.8337643259869","144.973471127471","30","6012.25"
"3-6-mjp-1.5.R","-37.8331823837123","144.972646234957","31","6109.39"
"3-6-mjp-1.5.R","-37.8330903529193","144.972535130564","32","6123.53"
"3-6-mjp-1.5.R","-37.832943299047","144.972368721114","33","6145.46"
"3-6-mjp-1.5.R","-37.8328062305183","144.972258850588","34","6163.50"
"3-6-mjp-1.5.R","-37.8326867856479","144.972125773248","35","6181.19"
"3-6-mjp-1.5.R","-37.832275579154","144.97179616533","36","6235.31"
"3-6-mjp-1.5.R","-37.8321390971179","144.97172036745","37","6251.88"
"3-6-mjp-1.5.R","-37.8316942077978","144.971528032712","38","6304.15"
"3-6-mjp-1.5.R","-37.8313863875075","144.971445566776","39","6339.14"
"3-6-mjp-1.5.R","-37.8309076204287","144.971379145933","40","6392.69"
"3-6-mjp-1.5.R","-37.8298431703086","144.971317406286","41","6511.18"
