stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id
"16673","Charles Rooks Reserve/Rooks Rd","-37.82712379","145.18570659","","","0","Level 0"
"16674","Lower Ct/Rooks Rd","-37.82914208","145.18685018","","","0","Level 0"
"16675","Beech St/Rooks Rd","-37.83065142","145.18713138","","","0","Level 0"
"16676","Stairway College/Rooks Rd","-37.83348196","145.18776659","","","0","Level 0"
"16677","Frances Ave/Boronia Rd","-37.83697910","145.19660123","","","0","Level 0"
"16678","Philip St/Boronia Rd","-37.83812571","145.19791421","","","0","Level 0"
"16679","Renwick St/Glen Iris Rd","-37.85109612","145.06793041","","","0","Level 0"
"1668","Liege Ave/Railway Pde","-37.97615553","145.18930653","","","0","Level 0"
"16680","Penllyne Ave/Boronia Rd","-37.84204433","145.20488732","","","0","Level 0"
"16681","Scope Knox Lifestyle Options/Boronia Rd","-37.84683966","145.22217069","","","0","Level 0"
"16682","Boronia Rd/Wantirna Rd","-37.84825108","145.22731929","","","0","Level 0"
"16683","Knox Private Hospital/Mountain Hwy","-37.84948300","145.22653968","","","0","Level 0"
"16684","Harold St/Mountain Hwy","-37.85192001","145.22260559","","","0","Level 0"
"16685","Linsley Way/Harold St","-37.85290583","145.22224094","","","0","Level 0"
"16686","Clearview Dr/Harold St","-37.85591665","145.22647644","","","0","Level 0"
"16687","Salford Park Ret Village/Harold St","-37.85663520","145.22870977","","","0","Level 0"
"16689","Marlo St/Templeton St","-37.85877924","145.22805601","","","0","Level 0"
"1669","Yarraman Station/Railway Pde","-37.97784102","145.19166735","","","0","Level 0"
"16690","Templeton Reserve/Templeton St","-37.86123852","145.22679220","","","0","Level 0"
"16691","Burwood Hwy/Templeton St","-37.86475122","145.22486644","","","0","Level 0"
"16692","Raheen Ave/Templeton St","-37.86383832","145.22528621","","","0","Level 0"
"16693","Templeton Reserve/Templeton St","-37.86092304","145.22678839","","","0","Level 0"
"16694","Marlo St/Templeton St","-37.85883973","145.22788406","","","0","Level 0"
"16695","Salford Park Ret Village/Harold St","-37.85659164","145.22821069","","","0","Level 0"
"16696","Clearview Dr/Harold St","-37.85609107","145.22668822","","","0","Level 0"
"16697","Harmsworth Ave/Harold St","-37.85559881","145.22512011","","","0","Level 0"
"16698","Linsley Way/Harold St","-37.85314160","145.22233757","","","0","Level 0"
"16699","Harold St/Mountain Hwy","-37.85180375","145.22266521","","","0","Level 0"
"167","Mayfield Dr/Plenty Rd","-37.67340989","145.07030359","","","0","Level 0"
"1670","Dallimore Ct/Railway Pde","-37.98039423","145.19537326","","","0","Level 0"
"16700","Knox Private Hospital/Mountain Hwy","-37.84915749","145.22646792","","","0","Level 0"
"16701","Scope Knox Lifestyle Options/Boronia Rd","-37.84685338","145.22069293","","","0","Level 0"
"16702","Moore Rd/Boronia Rd","-37.84168225","145.20419153","","","0","Level 0"
"16703","Denman Ave/Glen Iris Rd","-37.84911114","145.06833454","","","0","Level 0"
"16704","Hayward Ct/Boronia Rd","-37.83868046","145.19824161","","","0","Level 0"
"16705","Beaumont St/Boronia Rd","-37.83703020","145.19640681","","","0","Level 0"
"16706","Stairway College/Rooks Rd","-37.83337089","145.18757614","","","0","Level 0"
"16707","Beech St/Rooks Rd","-37.83088477","145.18706886","","","0","Level 0"
"16708","Lower Ct/Rooks Rd","-37.82913132","145.18673682","","","0","Level 0"
"16709","Charles Rooks Reserve/Rooks Rd","-37.82658878","145.18549246","","","0","Level 0"
"16710","Maurice Ct/Rooks Rd","-37.82307314","145.18543087","","","0","Level 0"
"16711","Thornton Cres/Rooks Rd","-37.82022536","145.18543245","","","0","Level 0"
"1672","Bulong St/Hemmings St","-37.98302393","145.20408735","","","0","Level 0"
"16724","23-Victoria St/Sydney Rd","-37.76714106","144.96203185","","","0","Level 0"
"16725","22-Albert St/Sydney Rd","-37.76894706","144.96172115","","","0","Level 0"
"1674","Potter St/Hemmings St","-37.98314836","145.20515459","","","0","Level 0"
"1675","Hemmings St/Pickett St","-37.98401846","145.20784326","","","0","Level 0"
"16763","Moorabin Airport/Centre Dandenong Rd","-37.96996694","145.09256006","","","0","Level 0"
"1677","37 Scott St","-37.98620582","145.20945245","","","0","Level 0"
"16779","High Street Rd/Gallaghers Rd","-37.87640450","145.17890441","","","0","Level 0"
"1678","Cobain St/Bundeena Ave","-37.98929143","145.17278018","","","0","Level 0"
"16780","Glen Tower Dr/Gallaghers Rd","-37.88043912","145.17814558","","","0","Level 0"
"16781","Arlington Dr/Gallaghers Rd","-37.88512077","145.17726837","","","0","Level 0"
"16783","Paxton Dr/Remington Dr","-37.88691811","145.17927083","","","0","Level 0"
"16784","Karnak Ct/Remington Dr","-37.88726574","145.18135454","","","0","Level 0"
"16785","Kawana Cres/Remington Dr","-37.88859621","145.18289104","","","0","Level 0"
"16786","Waverley Rd/Remington Dr","-37.89067706","145.18399978","","","0","Level 0"
"16787","Madigan Dr/Waverley Rd","-37.89145915","145.18738071","","","0","Level 0"
"16788","Jells Rd/Waverley Rd","-37.89184582","145.19083962","","","0","Level 0"
"16789","Strickland Dr/Jells Rd","-37.89351563","145.19159478","","","0","Level 0"
"1679","Burraneer Dr/Bundeena Ave","-37.98619134","145.17335809","","","0","Level 0"
"16790","Heysham Dr/Jells Rd","-37.89648129","145.19105593","","","0","Level 0"
"16791","Homestead Dr/Jells Rd","-37.90075887","145.19026882","","","0","Level 0"
"16792","Petronella Ave/Jells Rd","-37.90321208","145.18981065","","","0","Level 0"
"16793","Ajax Dr/Jells Rd","-37.90508114","145.18945775","","","0","Level 0"
"16795","Wendy Ct/Marykirk Dr","-37.91246121","145.19175658","","","0","Level 0"
"16796","Chipping Hill Ct/Marykirk Dr","-37.91140708","145.19353411","","","0","Level 0"
"16797","Marykirk Dr/Garnett Rd","-37.91082713","145.19567536","","","0","Level 0"
"16798","Bladen St/Garnett Rd","-37.91284200","145.19836752","","","0","Level 0"
"16799","Haversham Ave/Garnett Rd","-37.91555474","145.20014415","","","0","Level 0"
"168","RMIT Bundoora Campus East/Plenty Rd","-37.67797440","145.06947099","","","0","Level 0"
"1680","Woronora Ct/Buckley St","-37.98315518","145.17341061","","","0","Level 0"
"16800","Tanya Pl/Garnett Rd","-37.91895668","145.19984508","","","0","Level 0"
"16802","Beverley St/Borg Cres","-37.89747122","145.22588894","","","0","Level 0"
"16803","Hilary St/Borg Cres","-37.89537040","145.22402882","","","0","Level 0"
"16804","Rubens Ct/Borg Cres","-37.89456750","145.22218307","","","0","Level 0"
"16805","Redcourt Reserve/Taunton Cres","-37.89548805","145.21988644","","","0","Level 0"
"16806","Boyd Ct/Taunton Cres","-37.89418645","145.21843941","","","0","Level 0"
"16807","Taunton Cres/Berrabri Dr","-37.89341870","145.21951552","","","0","Level 0"
"16808","Goya Ct/Berrabri Dr","-37.89341257","145.22149441","","","0","Level 0"
"16809","Julian Ave/Berrabri Dr","-37.89146610","145.22209847","","","0","Level 0"
"1681","Birrong Ave/Buckley St","-37.98152748","145.17247181","","","0","Level 0"
"16810","George St/Berrabri Dr","-37.88949097","145.22319215","","","0","Level 0"
"16811","George St/Argyle Way","-37.88875619","145.22466535","","","0","Level 0"
"16812","St Martins Ct/Brennan Dr","-37.88732844","145.22381269","","","0","Level 0"
"16813","Brennan Dr/Tintern Cres","-37.88708452","145.22257911","","","0","Level 0"
"16814","Aplin Pl/Tintern Cres","-37.88542640","145.22377880","","","0","Level 0"
"16815","Helpmann St/Mowbray Dr","-37.88468150","145.22458128","","","0","Level 0"
"16816","Loxton Ave/Mowbray Dr","-37.88239191","145.22335141","","","0","Level 0"
"16817","Tasman Cl/Mowbray Dr","-37.88012472","145.22300794","","","0","Level 0"
"16818","Rowena Rise/Mowbray Dr","-37.87785150","145.22465432","","","0","Level 0"
"1682","Rutherglen St/Buckley St","-37.97831485","145.17218718","","","0","Level 0"
"16820","High Street Rd/Jenola Pde","-37.87637634","145.21947117","","","0","Level 0"
"16822","Caitlyn Ct/Jenola Pde","-37.87442895","145.22419077","","","0","Level 0"
"16824","Old Orchard Dr/Timmothy Dr","-37.87184455","145.22492358","","","0","Level 0"
"16825","Dunns Ct/Old Orchard Dr","-37.87097439","145.22758199","","","0","Level 0"
"16826","Parkhill Ct/Old Orchard Dr","-37.86895967","145.22964246","","","0","Level 0"
"16827","Burnside Ct/Old Orchard Dr","-37.86766179","145.22843439","","","0","Level 0"
"16828","Hewson Ct/Old Orchard Dr","-37.86760334","145.22694657","","","0","Level 0"
"16829","Renou Rd/Old Orchard Dr","-37.86775731","145.22520356","","","0","Level 0"
"1683","Maureen Cres/Buckley St","-37.97584499","145.17272661","","","0","Level 0"
"16830","Melbourne University/Royal Pde","-37.79842978","144.95785593","","","0","Level 0"
"16832","Rathdowne St/Princes St","-37.79262489","144.97081417","","","0","Level 0"
"16833","Lygon St/Cemetery Rd","-37.79291374","144.96770602","","","0","Level 0"
"16834","Station St/High St","-38.10164082","145.28270510","","","0","Level 0"
"16835","Fitzroy Pool/Alexandra Pde","-37.79363194","144.98064391","","","0","Level 0"
"16836","Smith St/Queens Pde","-37.79138096","144.98444132","","","0","Level 0"
"16837","Wellington St/Queens Pde","-37.78934623","144.98930007","","","0","Level 0"
"16838","Gold St/North Tce","-37.78992174","144.99133987","","","0","Level 0"
"16839","Hoddle St/North Tce","-37.79022406","144.99427285","","","0","Level 0"
"1684","Rich St/Buckley St","-37.97275407","145.17331555","","","0","Level 0"
"16840","Fenwick St/Heidelberg Rd","-37.78605139","144.99902995","","","0","Level 0"
"16841","Dwyer St/Heidelberg Rd","-37.78527081","145.00135609","","","0","Level 0"
"16842","Melbourne Polytechnic/Heidelberg Rd","-37.78397675","145.00848777","","","0","Level 0"
"16843","Panther Pl/Heidelberg Rd","-37.78407124","145.01354953","","","0","Level 0"
"16844","Station St/Heidelberg Rd","-37.78335522","145.01812198","","","0","Level 0"
"16845","Yarraford Ave/Heidelberg Rd","-37.78251259","145.02214135","","","0","Level 0"
"16846","Grange Rd/Heidelberg Rd","-37.78209838","145.02430977","","","0","Level 0"
"16847","Fulham Rd/Heidelberg Rd","-37.78171079","145.02645476","","","0","Level 0"
"16848","Lowther St/Heidelberg Rd","-37.78123820","145.02890855","","","0","Level 0"
"16849","Como St/Heidelberg Rd","-37.78026346","145.03421423","","","0","Level 0"
"1685","Noble Park PS/Buckley St","-37.96955594","145.17396401","","","0","Level 0"
"16850","Yarralea St/Heidelberg Rd","-37.78064201","145.03205821","","","0","Level 0"
"16851","The Boulevard/Heidelberg Rd","-37.77734573","145.03758417","","","0","Level 0"
"16852","Campbell St/Normanby Rd","-37.80164365","145.05507944","","","0","Level 0"
"16853","Argyle Rd/Normanby Rd","-37.80353927","145.05472305","","","0","Level 0"
"16854","Myrtle Ave/Normanby Rd","-37.80552460","145.05434156","","","0","Level 0"
"16855","Cotham Rd/Normanby Rd","-37.80937007","145.05363861","","","0","Level 0"
"16856","Cotham Rd/John St","-37.80977299","145.05238990","","","0","Level 0"
"16857","Sackville St/John St","-37.81287247","145.05180864","","","0","Level 0"
"16858","Thomas St/Sackville St","-37.81272937","145.04860905","","","0","Level 0"
"16859","Carey Baptist Grammar School/Wrixon St","-37.81543597","145.04661798","","","0","Level 0"
"16860","Harcourt St/Auburn Rd","-37.81810096","145.04592291","","","0","Level 0"
"16862","Auburn Gr/Auburn Rd","-37.82556674","145.04453305","","","0","Level 0"
"16863","Bowler St/Auburn Rd","-37.82706654","145.04422078","","","0","Level 0"
"16864","Riversdale Rd/Auburn Rd","-37.82960974","145.04379005","","","0","Level 0"
"16865","Harts Pde/Auburn Rd","-37.83203564","145.04335102","","","0","Level 0"
"16867","Fairmount Rd/Auburn Rd","-37.83475785","145.04284731","","","0","Level 0"
"16868","Wiseman St/Auburn Rd","-37.83619553","145.04259341","","","0","Level 0"
"16869","Airedale Ave/Auburn Rd","-37.83769588","145.04231512","","","0","Level 0"
"16870","Tooronga Rd/Airedale Ave","-37.83811620","145.04591753","","","0","Level 0"
"16871","Constance St/Tooronga Rd","-37.83889616","145.04621513","","","0","Level 0"
"16872","Buley St/Tooronga Rd","-37.84310110","145.04545641","","","0","Level 0"
"16874","Tooronga SC/Tooronga Rd","-37.84636285","145.04488161","","","0","Level 0"
"16875","Malvern Rd/Tooronga Rd","-37.85288036","145.04228858","","","0","Level 0"
"16876","East St/Tooronga Rd","-37.85562901","145.04174986","","","0","Level 0"
"16877","High St/Tooronga Rd","-37.85781187","145.04132836","","","0","Level 0"
"16878","Wilson St/Tooronga Rd","-37.86138753","145.04066536","","","0","Level 0"
"16879","Wattletree Rd/Tooronga Rd","-37.86366065","145.04025277","","","0","Level 0"
"16880","Royston Ave/Tooronga Rd","-37.86651757","145.03972238","","","0","Level 0"
"16881","Kerferd St/Tooronga Rd","-37.86839509","145.03936569","","","0","Level 0"
"16882","Findon St/Tooronga Rd","-37.87133212","145.03877625","","","0","Level 0"
"16883","Moorabbin Hospital/Centre Rd ","-37.92170327","145.06297826","","","0","Level 0"
"16884","East Boundary Rd/Centre Rd","-37.92109401","145.05827318","","","0","Level 0"
"16885","Francesco St/Centre Rd","-37.92078415","145.05588098","","","0","Level 0"
"16886","Alexander St/Centre Rd","-37.92051517","145.05378351","","","0","Level 0"
"16887","Tucker Rd/Centre Rd","-37.92022361","145.05141363","","","0","Level 0"
"16888","Greek Orthodox Church/Centre Rd","-37.91956885","145.04670994","","","0","Level 0"
"16889","Jasper Rd/Centre Rd","-37.91903336","145.04268573","","","0","Level 0"
"16891","Wheatley Rd/Centre Rd","-37.91776542","145.03258374","","","0","Level 0"
"16892","Sunnyside Gr/Centre Rd","-37.91728540","145.02867201","","","0","Level 0"
"16893","Clapperton St/Centre Rd","-37.91686846","145.02530466","","","0","Level 0"
"16894","Thomas St/Centre Rd","-37.91668936","145.02376240","","","0","Level 0"
"16895","Charlotte St/Centre Rd","-37.91632861","145.02106474","","","0","Level 0"
"16896","Nepean Hwy/Centre Rd","-37.91602968","145.01883183","","","0","Level 0"
"16897","Ward St/Centre Rd","-37.91577538","145.01657499","","","0","Level 0"
"16898","Summerhill Rd/Centre Rd","-37.91540428","145.01327480","","","0","Level 0"
"16899","Hampton St/Centre Rd","-37.91485265","145.00836425","","","0","Level 0"
"169","RMIT Bundoora Campus West/Plenty Rd","-37.68070623","145.06899196","","","0","Level 0"
"16901","Grant St/Hampton St","-37.91196802","145.00724772","","","0","Level 0"
"16903","Nepean Hwy/Hampton St","-37.90722377","145.00806954","","","0","Level 0"
"16908","Munro St/Well St","-37.91557257","144.99451268","","","0","Level 0"
"1693","Quinn St/Plunkett Rd","-37.99819971","145.22425021","","","0","Level 0"
"1694","Brunswick St/Johnston St","-37.79844234","144.97895699","","","0","Level 0"
"1697","2057 Western Fwy","-37.72897598","144.66029580","","","0","Level 0"
"1698","Albion Station/Sydney St","-37.77668341","144.82344909","","","0","Level 0"
"1699","St James Rd/Lower Plenty Rd","-37.74645875","145.05861334","","","0","Level 0"
"17","Mount View PS/Gallaghers Rd","-37.88407648","145.17733960","","","0","Level 0"
"170","Metropolitan Ring Rd/Plenty Rd","-37.68550215","145.06798306","","","0","Level 0"
"1700","Mt Ida Ave/Lower Plenty Rd","-37.74454106","145.06201139","","","0","Level 0"
"1701","Grandview Gr/Lower Plenty Rd","-37.74371724","145.06342879","","","0","Level 0"
"1702","Rosanna Station/Turnham Ave ","-37.74318313","145.06657497","","","0",""
"1703","Turnham Ave/Station Rd","-37.74483806","145.06747387","","","0","Level 0"
"1704","Grenhilda Rd/Station Rd","-37.74509795","145.07013414","","","0","Level 0"
"1705","Rosanna Rd/Banyule Rd","-37.74291442","145.07327771","","","0","Level 0"
"1706","Coorie Cres/Banyule Rd","-37.74321114","145.07599372","","","0","Level 0"
"17066","Livingston St/Worthing Rd","-37.94727186","145.03864771","","","0","Level 0"
"17067","Wickham Rd/Worthing Rd","-37.94564735","145.03904368","","","0","Level 0"
"17068","Monamie Ave/Wickham Rd","-37.94470296","145.03861360","","","0","Level 0"
"17069","Daff Ave/Wickham Rd","-37.94429414","145.03517645","","","0","Level 0"
"1707","Banyule Primary School/Banyule Rd","-37.74210726","145.07848496","","","0","Level 0"
"17070","Spring Rd/Wickham Rd","-37.94395968","145.03242012","","","0","Level 0"
"17071","Molong Ave/Wickham Rd","-37.94352866","145.02874467","","","0","Level 0"
"17072","Saltair St/Wickham Rd","-37.94316112","145.02563653","","","0","Level 0"
"17074","Thomas St/Bluff Rd","-37.94128882","145.02308082","","","0","Level 0"
"17075","Raynes Park Rd/Bluff Rd","-37.93778503","145.02372088","","","0","Level 0"
"17076","Bluff Rd/Ludstone St","-37.93555976","145.02375772","","","0","Level 0"
"17077","Chislehurst Rd/Ludstone St","-37.93513787","145.02010525","","","0","Level 0"
"17078","Earlsfield Rd/Ludstone St","-37.93469710","145.01694259","","","0","Level 0"
"17079","Kingston St/Ludstone St","-37.93429551","145.01343756","","","0","Level 0"
"1708","Sussex Pl/Banyule Rd","-37.74328058","145.08357292","","","0","Level 0"
"17080","Lagnicourt St/Ludstone St","-37.93390918","145.01030764","","","0","Level 0"
"17081","Favril St/Ludstone St","-37.93341765","145.00629312","","","0","Level 0"
"17082","Hampton PS/Ludstone St","-37.93307623","145.00369683","","","0","Level 0"
"17084","Ferntree Gully Rd/Lloyd St","-37.89269655","145.25371710","","","0","Level 0"
"17085","David St/Anne Rd","-37.88879934","145.25162586","","","0","Level 0"
"17087","Allister Cl/Laura Rd","-37.89138567","145.24495767","","","0","Level 0"
"17089","Allister Ave/Christie St","-37.89265985","145.24398354","","","0","Level 0"
"1709","Walker Ct/Banyule Rd","-37.74423638","145.08859856","","","0","Level 0"
"17090","Laura Rd/O'Connor Rd","-37.89362470","145.24040113","","","0","Level 0"
"17091","Anne Rd/O'Connor Rd","-37.89106501","145.24038247","","","0","Level 0"
"17092","Sandra Ct/O'Connor Rd","-37.88866833","145.24041679","","","0","Level 0"
"17093","Egan-Lee Reserve/Allister Ave","-37.88329834","145.24351232","","","0","Level 0"
"17094","Allister Ave/Wallace Rd","-37.88193222","145.24376081","","","0","Level 0"
"17095","Keyes Ct/Wallace Rd","-37.87952168","145.24588740","","","0","Level 0"
"17096","Justin Ct/Wallace Rd","-37.87723363","145.24535046","","","0","Level 0"
"17097","Exell Ct/Wallace Rd","-37.87644177","145.24361835","","","0","Level 0"
"171","Parade College/Plenty Rd","-37.68894968","145.06553478","","","0","Level 0"
"1710","Diane Cres/Rutherford Rd","-37.74225991","145.09009068","","","0","Level 0"
"17101","Landsdale Cres/Tyner Rd","-37.87443981","145.23750380","","","0","Level 0"
"17105","Wantirna South PS/Tyner Rd","-37.87247504","145.23749378","","","0","Level 0"
"17108","Neilson St/Scoresby Rd","-37.84742978","145.26963962","","","0","Level 0"
"17109","Sinclair Rd/Scoresby Rd","-37.84989240","145.26918426","","","0","Level 0"
"1711","Christine St/Rutherford Rd","-37.74020216","145.08990526","","","0","Level 0"
"17110","Devenish Rd/Scoresby Rd","-37.85226510","145.26874234","","","0","Level 0"
"1712","Moran St/Rutherford Rd","-37.73957654","145.09078380","","","0","Level 0"
"1713","Nobel St/Winston Rd","-37.73802123","145.09101668","","","0","Level 0"
"1714","Meyrick Cres/Winston Rd","-37.73671798","145.09067568","","","0","Level 0"
"1715","Martins Lane/Winston Rd","-37.73306667","145.09114393","","","0","Level 0"
"1716","Lyon Rd/Martins Lane","-37.73241621","145.08715509","","","0","Level 0"
"17161","Thomas Mitchell Dr/John Fawkner Dr","-37.98342234","145.26666638","","","0","Level 0"
"17165","McDonald St/Barkly St","-38.00431285","145.08826501","","","0","Level 0"
"17166","Amott Ct/Wells Rd","-38.01731054","145.11185984","","","0","Level 0"
"17167","Sutherland Ave/Wells Rd","-38.01807005","145.11482483","","","0","Level 0"
"17168","Palm Grove Bvd/Wells Rd","-38.01919713","145.11936388","","","0","Level 0"
"17169","Royal Palms Rd/Wells Rd","-38.02161473","145.12402963","","","0","Level 0"
"1717","Streeton Views Reserve/Lower Plenty Rd ","-37.72960545","145.09221998","","","0",""
"17170","Llewellyn Ave/Wells Rd","-38.02397356","145.12671496","","","0","Level 0"
"17171","Gilchrist Way/Wells Rd","-38.02603072","145.12913472","","","0","Level 0"
"17173","Bradina Ct/Amaroo Dr","-38.03554014","145.13323384","","","0","Level 0"
"17174","Clarood Cres/Amaroo Dr","-38.03662094","145.13092759","","","0","Level 0"
"17175","Georgiana Cl/Amaroo Dr","-38.03894691","145.13212184","","","0","Level 0"
"17176","Eighth Ave/Fourth Ave","-38.04059691","145.13331053","","","0","Level 0"
"17178","Chelsea Heights PS/Thames Prom","-38.04494044","145.13727976","","","0","Level 0"
"17179","Lynne St/Wells Rd","-38.04770220","145.14152877","","","0","Level 0"
"1718","Arthur Streeton Dr/Lower Plenty Rd","-37.72881294","145.09615490","","","0","Level 0"
"17180","Seccull Dr/Wells Rd","-38.04587590","145.14058354","","","0","Level 0"
"17181","Lakeview SC/Thompson Rd","-38.06875997","145.14308199","","","0","Level 0"
"17182","Patterson Lakes Ret Village/McLeod Rd","-38.07031850","145.13906422","","","0","Level 0"
"17183","Myola St/McLeod Rd","-38.07235370","145.13386001","","","0","Level 0"
"17184","Walkers Rd/Poulson St","-38.07699719","145.12722099","","","0","Level 0"
"17185","Carrum PS/Walkers Rd","-38.07800374","145.12591845","","","0","Level 0"
"17187","Townview Ave/Wallace Rd","-37.87753427","145.23832825","","","0","Level 0"
"17188","Witken Ave/Wallace Rd","-37.88093689","145.24047573","","","0","Level 0"
"1719","Yallambie Rd/Lower Plenty Rd","-37.72912141","145.10130974","","","0","Level 0"
"17192","Olney Ct/Allister Ave","-37.88309845","145.24340336","","","0","Level 0"
"17193","Allister Ave/O'Connor Rd","-37.88476303","145.24383001","","","0","Level 0"
"17194","Rodney Dr/O'Connor Rd","-37.88659340","145.24147820","","","0","Level 0"
"17195","Sandra Ct/O'Connor Rd","-37.88866051","145.24049657","","","0","Level 0"
"17196","Anne Rd/O'Connor Rd","-37.89097628","145.24047556","","","0","Level 0"
"17197","Laura Rd/O'Connor Rd","-37.89378822","145.24048822","","","0","Level 0"
"17199","Allister Cl/Laura Rd","-37.89132278","145.24497053","","","0","Level 0"
"172","Greenhills Rd/Plenty Rd","-37.69132758","145.06326152","","","0","Level 0"
"1720","Aminya Cres/Yallambie Rd","-37.72837147","145.10174871","","","0","Level 0"
"17201","Carrington Primary School/Laura Rd","-37.89127774","145.24799650","","","0","Level 0"
"17205","Applegum Cres/Scoresby Rd","-37.87450138","145.25859219","","","0","Level 0"
"17206","Fairhills High School/Scoresby Rd","-37.87292758","145.25942508","","","0","Level 0"
"17209","Mitre Cres/Scoresby Rd","-37.84904605","145.26923815","","","0","Level 0"
"1721","Tarcoola Dr/Yallambie Rd","-37.72576689","145.10398233","","","0","Level 0"
"17210","Neilson St/Scoresby Rd","-37.84749083","145.26950181","","","0","Level 0"
"17211","High St/Scoresby Rd","-37.84559427","145.26984163","","","0","Level 0"
"17212","Kingloch Pde/Dunbarton Dr","-37.84639119","145.24091074","","","0","Level 0"
"17214","Thaxted Pde/Mountain Hwy","-37.84704464","145.23279199","","","0","Level 0"
"17217","Wantirna Primary School/Mountain Hwy","-37.85633543","145.21602072","","","0","Level 0"
"1722","Janet Ct/Yallambie Rd","-37.72361699","145.10423004","","","0","Level 0"
"1723","Amaroo Way/Elonera Ave","-37.72109690","145.10387450","","","0","Level 0"
"1724","Elder St/Elonera Ave","-37.71786173","145.10444482","","","0","Level 0"
"1725","Henry St/Elder St","-37.71686304","145.10174753","","","0","Level 0"
"1726","Glenice St/Henry St","-37.71502094","145.10152227","","","0","Level 0"
"17260","Redmore Ct/Earlsfield Dr","-38.06029258","145.36338994","","","0","Level 0"
"17262","The Ridgeway/Lower Heidelberg Rd","-37.77195333","145.04334655","","","0","Level 0"
"17264","Marshall St/Lower Heidelberg Rd","-37.77180624","145.04751702","","","0","Level 0"
"17265","Station St/High St","-38.10143813","145.28240193","","","0","Level 0"
"17266","Hartlands Rd/Lower Heidelberg Rd","-37.77218692","145.06128977","","","0","Level 0"
"17267","The Eyrie/Lower Heidelberg Rd","-37.76591951","145.06707281","","","0","Level 0"
"17268","Carlsberg Rd/Lower Heidelberg Rd","-37.76492464","145.06740521","","","0","Level 0"
"17269","Mossman Dr/Lower Heidelberg Rd","-37.76358049","145.06787157","","","0","Level 0"
"1727","Nepean St/Henry St","-37.71375368","145.10173613","","","0","Level 0"
"17272","Civic Dr/McDonalds Rd","-37.64852281","145.06452136","","","0","Level 0"
"17273","Gibbons Dr/McDonalds Rd","-37.64804204","145.05994347","","","0","Level 0"
"17274","Halter Cres/McDonalds Rd","-37.64747049","145.05478997","","","0","Level 0"
"17275","McDonalds Rd/Davisson St","-37.64566093","145.03046941","","","0","Level 0"
"17277","Freight Dr/Cooper St","-37.64470588","144.95997685","","","0","Level 0"
"1728","Charles St/Henry St","-37.71186649","145.10206789","","","0","Level 0"
"17284","Delfin Cres/Diamond Creek Rd","-37.69592246","145.10925682","","","0","Level 0"
"17285","Avandina Cres/Diamond Creek Rd","-37.69345707","145.11231354","","","0","Level 0"
"17286","Greenhill Rd/Diamond Creek Rd","-37.69079051","145.11350390","","","0","Level 0"
"1729","Duncan Ave/Henry St","-37.71040012","145.10055120","","","0","Level 0"
"17291","Van Ness Ave/Glen Iris Rd","-37.84900006","145.06815560","","","0","Level 0"
"17294","Kurrak Rd/Yan Yean Rd","-37.65036107","145.12135090","","","0","Level 0"
"17295","Worns Lane/Yan Yean Rd","-37.64801162","145.12832406","","","0","Level 0"
"17296","Youngs Rd/Yan Yean Rd","-37.63448760","145.13308304","","","0","Level 0"
"17297","Bannons Lane/Yan Yean Rd","-37.62515846","145.13469884","","","0","Level 0"
"17298","Bridge Inn Rd/Yan Yean Rd","-37.60616618","145.13790342","","","0","Level 0"
"17299","Daisy Hill Rd/Yan Yean Rd","-37.58197438","145.14229998","","","0","Level 0"
"173","Bundoora Square Shopping Centre/Plenty Rd","-37.69563690","145.05952011","","","0","Level 0"
"1730","Lyell Pde/Henry St","-37.70873235","145.09995854","","","0","Level 0"
"17304","Toorak Rd/Glen Iris Rd","-37.84777249","145.06858541","","","0","Level 0"
"1732","Diamond Creek Rd/St Helena Rd","-37.69967034","145.10918429","","","0","Level 0"
"1733","Hume St/St Helena Rd","-37.69964955","145.11126044","","","0","Level 0"
"17337","Clyde-Five Ways Rd/South Gippsland Hwy","-38.15946810","145.31812336","","","0","Level 0"
"17338","Clyde-Five Ways Rd/South Gippsland Hwy","-38.15897638","145.31839716","","","0","Level 0"
"1734","Mountain View Rd/St Helena Rd","-37.69988767","145.11543968","","","0","Level 0"
"1735","Bonnie Doone St/St Helena Rd","-37.70007636","145.11822510","","","0","Level 0"
"1736","Karingal Dr/St Helena Rd","-37.70049903","145.12099328","","","0","Level 0"
"1737","Sunderland Rise/Karingal Dr","-37.70205635","145.12371020","","","0","Level 0"
"1738","Parklands Ave/Karingal Dr","-37.70342370","145.12581951","","","0","Level 0"
"17389","Century Dr/Malcolm Rd","-38.00090372","145.10983222","","","0","Level 0"
"1739","Acheron Cres/Weidlich Rd","-37.70344424","145.12824635","","","0","Level 0"
"17390","10 Jarrah Dr","-38.00283742","145.11071645","","","0","Level 0"
"17394","Jarrah Dr/Baxter Dr","-38.00435377","145.10974362","","","0","Level 0"
"17395","Crawford St/Industrial Dr","-38.00549528","145.11124046","","","0","Level 0"
"17396","Governor Rd/Industrial Dr","-38.00704968","145.11263564","","","0","Level 0"
"17397","Crawford St/Governor Rd","-38.00800503","145.11095965","","","0","Level 0"
"17398","Boundary Rd/Governor Rd","-38.00758446","145.10722329","","","0","Level 0"
"17399","Spray Ave/Governor Rd","-38.00760040","145.10206343","","","0","Level 0"
