service_id,date,exception_type
"MF10-21-677-aus","20251007","2"
"MF10-21-677-aus","20251008","2"
"MF10-21-677-aus","20251013","2"
"MF10-21-677-aus","20251014","2"
"MF10-21-677-aus","20251015","2"
"MF10-21-677-aus","20251020","2"
"MF10-21-677-aus","20251021","2"
"MF10-21-677-aus","20251022","2"
"MF10-21-677-aus","20251027","2"
"MF10-21-677-aus","20251028","2"
"MF10-21-677-aus","20251029","2"
"MF10-21-677-aus","20251103","2"
"MF10-21-677-aus","20251104","2"
"MF10-21-677-aus","20251105","2"
"MF10-21-679-aus","20250818","2"
"MF10-21-679-aus","20250819","2"
"MF10-21-679-aus","20250820","2"
"MF10-21-679-aus","20250825","2"
"MF10-21-679-aus","20250826","2"
"MF10-21-679-aus","20250827","2"
"MF10-21-679-aus","20250901","2"
"MF10-21-679-aus","20250902","2"
"MF10-21-679-aus","20250903","2"
"MF10-21-679-aus","20250908","2"
"MF10-21-679-aus","20250909","2"
"MF10-21-679-aus","20250910","2"
"MF10-21-679-aus","20250915","2"
"MF10-21-679-aus","20250916","2"
"MF10-21-679-aus","20250917","2"
"MF10-21-679-aus","20250922","2"
"MF10-21-679-aus","20250923","2"
"MF10-21-679-aus","20250924","2"
"MF10-21-679-aus","20250929","2"
"MF10-21-679-aus","20250930","2"
"MF10-21-679-aus","20251001","2"
"MF10-21-679-aus","20251006","2"
"MF10-21-679-aus","20251007","2"
"MF10-21-679-aus","20251008","2"
"MF10-21-679-aus","20251013","2"
"MF10-21-679-aus","20251014","2"
"MF10-21-679-aus","20251015","2"
"MF10-21-679-aus","20251020","2"
"MF10-21-679-aus","20251021","2"
"MF10-21-679-aus","20251022","2"
"MF10-21-679-aus","20251027","2"
"MF10-21-679-aus","20251028","2"
"MF10-21-679-aus","20251029","2"
"MF10-21-679-aus","20251103","2"
"MF10-21-679-aus","20251104","2"
"MF10-21-679-aus","20251105","2"
"MF10-21-681-aus","20250818","2"
"MF10-21-681-aus","20250819","2"
"MF10-21-681-aus","20250820","2"
"MF10-21-681-aus","20250825","2"
"MF10-21-681-aus","20250826","2"
"MF10-21-681-aus","20250827","2"
"MF10-21-681-aus","20250901","2"
"MF10-21-681-aus","20250902","2"
"MF10-21-681-aus","20250903","2"
"MF10-21-681-aus","20250908","2"
"MF10-21-681-aus","20250909","2"
"MF10-21-681-aus","20250910","2"
"MF10-21-681-aus","20250915","2"
"MF10-21-681-aus","20250916","2"
"MF10-21-681-aus","20250917","2"
"MF10-21-681-aus","20250922","2"
"MF10-21-681-aus","20250923","2"
"MF10-21-681-aus","20250924","2"
"MF10-21-681-aus","20250929","2"
"MF10-21-681-aus","20250930","2"
"MF10-21-681-aus","20251001","2"
"MF10-21-681-aus","20251006","2"
"MF10-21-681-aus","20251007","2"
"MF10-21-681-aus","20251008","2"
"MF10-21-681-aus","20251013","2"
"MF10-21-681-aus","20251014","2"
"MF10-21-681-aus","20251015","2"
"MF10-21-681-aus","20251020","2"
"MF10-21-681-aus","20251021","2"
"MF10-21-681-aus","20251022","2"
"MF10-21-681-aus","20251027","2"
"MF10-21-681-aus","20251028","2"
"MF10-21-681-aus","20251029","2"
"MF10-21-681-aus","20251103","2"
"MF10-21-681-aus","20251104","2"
"MF10-21-681-aus","20251105","2"
"MF10-21-682-aus","20250818","2"
"MF10-21-682-aus","20250819","2"
"MF10-21-682-aus","20250820","2"
"MF10-21-682-aus","20250825","2"
"MF10-21-682-aus","20250826","2"
"MF10-21-682-aus","20250827","2"
"MF10-21-682-aus","20250901","2"
"MF10-21-682-aus","20250902","2"
"MF10-21-682-aus","20250903","2"
"MF10-21-682-aus","20250908","2"
"MF10-21-682-aus","20250909","2"
"MF10-21-682-aus","20250910","2"
"MF10-21-682-aus","20250915","2"
"MF10-21-682-aus","20250916","2"
"MF10-21-682-aus","20250917","2"
"MF10-21-682-aus","20250922","2"
"MF10-21-682-aus","20250923","2"
"MF10-21-682-aus","20250924","2"
"MF10-21-682-aus","20250929","2"
"MF10-21-682-aus","20250930","2"
"MF10-21-682-aus","20251001","2"
"MF10-21-682-aus","20251006","2"
"MF10-21-682-aus","20251007","2"
"MF10-21-682-aus","20251008","2"
"MF10-21-682-aus","20251013","2"
"MF10-21-682-aus","20251014","2"
"MF10-21-682-aus","20251015","2"
"MF10-21-682-aus","20251020","2"
"MF10-21-682-aus","20251021","2"
"MF10-21-682-aus","20251022","2"
"MF10-21-682-aus","20251027","2"
"MF10-21-682-aus","20251028","2"
"MF10-21-682-aus","20251029","2"
"MF10-21-682-aus","20251103","2"
"MF10-21-682-aus","20251104","2"
"MF10-21-682-aus","20251105","2"
"MF10-21-688-aus","20250818","2"
"MF10-21-688-aus","20250819","2"
"MF10-21-688-aus","20250820","2"
"MF10-21-688-aus","20250825","2"
"MF10-21-688-aus","20250826","2"
"MF10-21-688-aus","20250827","2"
"MF10-21-688-aus","20250901","2"
"MF10-21-688-aus","20250902","2"
"MF10-21-688-aus","20250903","2"
"MF10-21-688-aus","20250908","2"
"MF10-21-688-aus","20250909","2"
"MF10-21-688-aus","20250910","2"
"MF10-21-688-aus","20250915","2"
"MF10-21-688-aus","20250916","2"
"MF10-21-688-aus","20250917","2"
"MF10-21-688-aus","20250922","2"
"MF10-21-688-aus","20250923","2"
"MF10-21-688-aus","20250924","2"
"MF10-21-688-aus","20250929","2"
"MF10-21-688-aus","20250930","2"
"MF10-21-688-aus","20251001","2"
"MF10-21-688-aus","20251006","2"
"MF10-21-688-aus","20251007","2"
"MF10-21-688-aus","20251008","2"
"MF10-21-688-aus","20251013","2"
"MF10-21-688-aus","20251014","2"
"MF10-21-688-aus","20251015","2"
"MF10-21-688-aus","20251020","2"
"MF10-21-688-aus","20251021","2"
"MF10-21-688-aus","20251022","2"
"MF10-21-688-aus","20251027","2"
"MF10-21-688-aus","20251028","2"
"MF10-21-688-aus","20251029","2"
"MF10-21-688-aus","20251103","2"
"MF10-21-688-aus","20251104","2"
"MF10-21-688-aus","20251105","2"
"MF10-21-689-aus","20250818","2"
"MF10-21-689-aus","20250819","2"
"MF10-21-689-aus","20250820","2"
"MF10-21-689-aus","20250825","2"
"MF10-21-689-aus","20250826","2"
"MF10-21-689-aus","20250827","2"
"MF10-21-689-aus","20250901","2"
"MF10-21-689-aus","20250902","2"
"MF10-21-689-aus","20250903","2"
"MF10-21-689-aus","20250908","2"
"MF10-21-689-aus","20250909","2"
"MF10-21-689-aus","20250910","2"
"MF10-21-689-aus","20250915","2"
"MF10-21-689-aus","20250916","2"
"MF10-21-689-aus","20250917","2"
"MF10-21-689-aus","20250922","2"
"MF10-21-689-aus","20250923","2"
"MF10-21-689-aus","20250924","2"
"MF10-21-689-aus","20250929","2"
"MF10-21-689-aus","20250930","2"
"MF10-21-689-aus","20251001","2"
"MF10-21-689-aus","20251006","2"
"MF10-21-689-aus","20251007","2"
"MF10-21-689-aus","20251008","2"
"MF10-21-689-aus","20251013","2"
"MF10-21-689-aus","20251014","2"
"MF10-21-689-aus","20251015","2"
"MF10-21-689-aus","20251020","2"
"MF10-21-689-aus","20251021","2"
"MF10-21-689-aus","20251022","2"
"MF10-21-689-aus","20251027","2"
"MF10-21-689-aus","20251028","2"
"MF10-21-689-aus","20251029","2"
"MF10-21-689-aus","20251103","2"
"MF10-21-689-aus","20251104","2"
"MF10-21-689-aus","20251105","2"
"MF10-21-690-aus","20250818","2"
"MF10-21-690-aus","20250819","2"
"MF10-21-690-aus","20250820","2"
"MF10-21-690-aus","20250825","2"
"MF10-21-690-aus","20250826","2"
"MF10-21-690-aus","20250827","2"
"MF10-21-690-aus","20250901","2"
"MF10-21-690-aus","20250902","2"
"MF10-21-690-aus","20250903","2"
"MF10-21-690-aus","20250908","2"
"MF10-21-690-aus","20250909","2"
"MF10-21-690-aus","20250910","2"
"MF10-21-690-aus","20250915","2"
"MF10-21-690-aus","20250916","2"
"MF10-21-690-aus","20250917","2"
"MF10-21-690-aus","20250922","2"
"MF10-21-690-aus","20250923","2"
"MF10-21-690-aus","20250924","2"
"MF10-21-690-aus","20250929","2"
"MF10-21-690-aus","20250930","2"
"MF10-21-690-aus","20251001","2"
"MF10-21-690-aus","20251006","2"
"MF10-21-690-aus","20251007","2"
"MF10-21-690-aus","20251008","2"
"MF10-21-690-aus","20251013","2"
"MF10-21-690-aus","20251014","2"
"MF10-21-690-aus","20251015","2"
"MF10-21-690-aus","20251020","2"
"MF10-21-690-aus","20251021","2"
"MF10-21-690-aus","20251022","2"
"MF10-21-690-aus","20251027","2"
"MF10-21-690-aus","20251028","2"
"MF10-21-690-aus","20251029","2"
"MF10-21-690-aus","20251103","2"
"MF10-21-690-aus","20251104","2"
"MF10-21-690-aus","20251105","2"
"MF10-21-691-aus","20250818","2"
"MF10-21-691-aus","20250819","2"
"MF10-21-691-aus","20250820","2"
"MF10-21-691-aus","20250825","2"
"MF10-21-691-aus","20250826","2"
"MF10-21-691-aus","20250827","2"
"MF10-21-691-aus","20250901","2"
"MF10-21-691-aus","20250902","2"
"MF10-21-691-aus","20250903","2"
"MF10-21-691-aus","20250908","2"
"MF10-21-691-aus","20250909","2"
"MF10-21-691-aus","20250910","2"
"MF10-21-691-aus","20250915","2"
"MF10-21-691-aus","20250916","2"
"MF10-21-691-aus","20250917","2"
"MF10-21-691-aus","20250922","2"
"MF10-21-691-aus","20250923","2"
"MF10-21-691-aus","20250924","2"
"MF10-21-691-aus","20250929","2"
"MF10-21-691-aus","20250930","2"
"MF10-21-691-aus","20251001","2"
"MF10-21-691-aus","20251006","2"
"MF10-21-691-aus","20251007","2"
"MF10-21-691-aus","20251008","2"
"MF10-21-691-aus","20251013","2"
"MF10-21-691-aus","20251014","2"
"MF10-21-691-aus","20251015","2"
"MF10-21-691-aus","20251020","2"
"MF10-21-691-aus","20251021","2"
"MF10-21-691-aus","20251022","2"
"MF10-21-691-aus","20251027","2"
"MF10-21-691-aus","20251028","2"
"MF10-21-691-aus","20251029","2"
"MF10-21-691-aus","20251103","2"
"MF10-21-691-aus","20251104","2"
"MF10-21-691-aus","20251105","2"
"MF10-21-693-aus","20250814","2"
"MF10-21-694-aus","20250818","2"
"MF10-21-694-aus","20250819","2"
"MF10-21-694-aus","20250820","2"
"MF10-21-694-aus","20250825","2"
"MF10-21-694-aus","20250826","2"
"MF10-21-694-aus","20250827","2"
"MF10-21-694-aus","20250901","2"
"MF10-21-694-aus","20250902","2"
"MF10-21-694-aus","20250903","2"
"MF10-21-694-aus","20250908","2"
"MF10-21-694-aus","20250909","2"
"MF10-21-694-aus","20250910","2"
"MF10-21-694-aus","20250915","2"
"MF10-21-694-aus","20250916","2"
"MF10-21-694-aus","20250917","2"
"MF10-21-694-aus","20250922","2"
"MF10-21-694-aus","20250923","2"
"MF10-21-694-aus","20250924","2"
"MF10-21-694-aus","20250929","2"
"MF10-21-694-aus","20250930","2"
"MF10-21-694-aus","20251001","2"
"MF10-21-694-aus","20251006","2"
"MF10-21-694-aus","20251007","2"
"MF10-21-694-aus","20251008","2"
"MF10-21-694-aus","20251013","2"
"MF10-21-694-aus","20251014","2"
"MF10-21-694-aus","20251015","2"
"MF10-21-694-aus","20251020","2"
"MF10-21-694-aus","20251021","2"
"MF10-21-694-aus","20251022","2"
"MF10-21-694-aus","20251027","2"
"MF10-21-694-aus","20251028","2"
"MF10-21-694-aus","20251029","2"
"MF10-21-694-aus","20251103","2"
"MF10-21-694-aus","20251104","2"
"MF10-21-694-aus","20251105","2"
"MF10-21-695-aus","20250818","2"
"MF10-21-695-aus","20250819","2"
"MF10-21-695-aus","20250820","2"
"MF10-21-695-aus","20250825","2"
"MF10-21-695-aus","20250826","2"
"MF10-21-695-aus","20250827","2"
"MF10-21-695-aus","20250901","2"
"MF10-21-695-aus","20250902","2"
"MF10-21-695-aus","20250903","2"
"MF10-21-695-aus","20250908","2"
"MF10-21-695-aus","20250909","2"
"MF10-21-695-aus","20250910","2"
"MF10-21-695-aus","20250915","2"
"MF10-21-695-aus","20250916","2"
"MF10-21-695-aus","20250917","2"
"MF10-21-695-aus","20250922","2"
"MF10-21-695-aus","20250923","2"
"MF10-21-695-aus","20250924","2"
"MF10-21-695-aus","20250929","2"
"MF10-21-695-aus","20250930","2"
"MF10-21-695-aus","20251001","2"
"MF10-21-695-aus","20251006","2"
"MF10-21-695-aus","20251007","2"
"MF10-21-695-aus","20251008","2"
"MF10-21-695-aus","20251013","2"
"MF10-21-695-aus","20251014","2"
"MF10-21-695-aus","20251015","2"
"MF10-21-695-aus","20251020","2"
"MF10-21-695-aus","20251021","2"
"MF10-21-695-aus","20251022","2"
"MF10-21-695-aus","20251027","2"
"MF10-21-695-aus","20251028","2"
"MF10-21-695-aus","20251029","2"
"MF10-21-695-aus","20251103","2"
"MF10-21-695-aus","20251104","2"
"MF10-21-695-aus","20251105","2"
"MF10-21-697-aus","20250818","2"
"MF10-21-697-aus","20250819","2"
"MF10-21-697-aus","20250820","2"
"MF10-21-697-aus","20250825","2"
"MF10-21-697-aus","20250826","2"
"MF10-21-697-aus","20250827","2"
"MF10-21-697-aus","20250901","2"
"MF10-21-697-aus","20250902","2"
"MF10-21-697-aus","20250903","2"
"MF10-21-697-aus","20250908","2"
"MF10-21-697-aus","20250909","2"
"MF10-21-697-aus","20250910","2"
"MF10-21-697-aus","20250915","2"
"MF10-21-697-aus","20250916","2"
"MF10-21-697-aus","20250917","2"
"MF10-21-697-aus","20250922","2"
"MF10-21-697-aus","20250923","2"
"MF10-21-697-aus","20250924","2"
"MF10-21-697-aus","20250929","2"
"MF10-21-697-aus","20250930","2"
"MF10-21-697-aus","20251001","2"
"MF10-21-697-aus","20251006","2"
"MF10-21-697-aus","20251007","2"
"MF10-21-697-aus","20251008","2"
"MF10-21-697-aus","20251013","2"
"MF10-21-697-aus","20251014","2"
"MF10-21-697-aus","20251015","2"
"MF10-21-697-aus","20251020","2"
"MF10-21-697-aus","20251021","2"
"MF10-21-697-aus","20251022","2"
"MF10-21-697-aus","20251027","2"
"MF10-21-697-aus","20251028","2"
"MF10-21-697-aus","20251029","2"
"MF10-21-697-aus","20251103","2"
"MF10-21-697-aus","20251104","2"
"MF10-21-697-aus","20251105","2"
"MF10-21-699-aus","20250818","2"
"MF10-21-699-aus","20250819","2"
"MF10-21-699-aus","20250820","2"
"MF10-21-699-aus","20250825","2"
"MF10-21-699-aus","20250826","2"
"MF10-21-699-aus","20250827","2"
"MF10-21-699-aus","20250901","2"
"MF10-21-699-aus","20250902","2"
"MF10-21-699-aus","20250903","2"
"MF10-21-699-aus","20250908","2"
"MF10-21-699-aus","20250909","2"
"MF10-21-699-aus","20250910","2"
"MF10-21-699-aus","20250915","2"
"MF10-21-699-aus","20250916","2"
"MF10-21-699-aus","20250917","2"
"MF10-21-699-aus","20250922","2"
"MF10-21-699-aus","20250923","2"
"MF10-21-699-aus","20250924","2"
"MF10-21-699-aus","20250929","2"
"MF10-21-699-aus","20250930","2"
"MF10-21-699-aus","20251001","2"
"MF10-21-699-aus","20251006","2"
"MF10-21-699-aus","20251007","2"
"MF10-21-699-aus","20251008","2"
"MF10-21-699-aus","20251013","2"
"MF10-21-699-aus","20251014","2"
"MF10-21-699-aus","20251015","2"
"MF10-21-699-aus","20251020","2"
"MF10-21-699-aus","20251021","2"
"MF10-21-699-aus","20251022","2"
"MF10-21-699-aus","20251027","2"
"MF10-21-699-aus","20251028","2"
"MF10-21-699-aus","20251029","2"
"MF10-21-699-aus","20251103","2"
"MF10-21-699-aus","20251104","2"
"MF10-21-699-aus","20251105","2"
"MF10-21-732-aus","20250818","2"
"MF10-21-732-aus","20250819","2"
"MF10-21-732-aus","20250820","2"
"MF10-21-732-aus","20250825","2"
"MF10-21-732-aus","20250826","2"
"MF10-21-732-aus","20250827","2"
"MF10-21-732-aus","20250901","2"
"MF10-21-732-aus","20250902","2"
"MF10-21-732-aus","20250903","2"
"MF10-21-732-aus","20250908","2"
"MF10-21-732-aus","20250909","2"
"MF10-21-732-aus","20250910","2"
"MF10-21-732-aus","20250915","2"
"MF10-21-732-aus","20250916","2"
"MF10-21-732-aus","20250917","2"
"MF10-21-732-aus","20250922","2"
"MF10-21-732-aus","20250923","2"
"MF10-21-732-aus","20250924","2"
"MF10-21-732-aus","20250929","2"
"MF10-21-732-aus","20250930","2"
"MF10-21-732-aus","20251001","2"
"MF10-21-732-aus","20251006","2"
"MF10-21-732-aus","20251007","2"
"MF10-21-732-aus","20251008","2"
"MF10-21-732-aus","20251013","2"
"MF10-21-732-aus","20251014","2"
"MF10-21-732-aus","20251015","2"
"MF10-21-732-aus","20251020","2"
"MF10-21-732-aus","20251021","2"
"MF10-21-732-aus","20251022","2"
"MF10-21-732-aus","20251027","2"
"MF10-21-732-aus","20251028","2"
"MF10-21-732-aus","20251029","2"
"MF10-21-732-aus","20251103","2"
"MF10-21-732-aus","20251104","2"
"MF10-21-732-aus","20251105","2"
"MF10-21-734-aus","20250818","2"
"MF10-21-734-aus","20250819","2"
"MF10-21-734-aus","20250820","2"
"MF10-21-734-aus","20250825","2"
"MF10-21-734-aus","20250826","2"
"MF10-21-734-aus","20250827","2"
"MF10-21-734-aus","20250901","2"
"MF10-21-734-aus","20250902","2"
"MF10-21-734-aus","20250903","2"
"MF10-21-734-aus","20250908","2"
"MF10-21-734-aus","20250909","2"
"MF10-21-734-aus","20250910","2"
"MF10-21-734-aus","20250915","2"
"MF10-21-734-aus","20250916","2"
"MF10-21-734-aus","20250917","2"
"MF10-21-734-aus","20250922","2"
"MF10-21-734-aus","20250923","2"
"MF10-21-734-aus","20250924","2"
"MF10-21-734-aus","20250929","2"
"MF10-21-734-aus","20250930","2"
"MF10-21-734-aus","20251001","2"
"MF10-21-734-aus","20251006","2"
"MF10-21-734-aus","20251007","2"
"MF10-21-734-aus","20251008","2"
"MF10-21-734-aus","20251013","2"
"MF10-21-734-aus","20251014","2"
"MF10-21-734-aus","20251015","2"
"MF10-21-734-aus","20251020","2"
"MF10-21-734-aus","20251021","2"
"MF10-21-734-aus","20251022","2"
"MF10-21-734-aus","20251027","2"
"MF10-21-734-aus","20251028","2"
"MF10-21-734-aus","20251029","2"
"MF10-21-734-aus","20251103","2"
"MF10-21-734-aus","20251104","2"
"MF10-21-734-aus","20251105","2"
"MF10-21-735-aus","20250818","2"
"MF10-21-735-aus","20250819","2"
"MF10-21-735-aus","20250820","2"
"MF10-21-735-aus","20250825","2"
"MF10-21-735-aus","20250826","2"
"MF10-21-735-aus","20250827","2"
"MF10-21-735-aus","20250901","2"
"MF10-21-735-aus","20250902","2"
"MF10-21-735-aus","20250903","2"
"MF10-21-735-aus","20250908","2"
"MF10-21-735-aus","20250909","2"
"MF10-21-735-aus","20250910","2"
"MF10-21-735-aus","20250915","2"
"MF10-21-735-aus","20250916","2"
"MF10-21-735-aus","20250917","2"
"MF10-21-735-aus","20250922","2"
"MF10-21-735-aus","20250923","2"
"MF10-21-735-aus","20250924","2"
"MF10-21-735-aus","20250929","2"
"MF10-21-735-aus","20250930","2"
"MF10-21-735-aus","20251001","2"
"MF10-21-735-aus","20251006","2"
"MF10-21-735-aus","20251007","2"
"MF10-21-735-aus","20251008","2"
"MF10-21-735-aus","20251013","2"
"MF10-21-735-aus","20251014","2"
"MF10-21-735-aus","20251015","2"
"MF10-21-735-aus","20251020","2"
"MF10-21-735-aus","20251021","2"
"MF10-21-735-aus","20251022","2"
"MF10-21-735-aus","20251027","2"
"MF10-21-735-aus","20251028","2"
"MF10-21-735-aus","20251029","2"
"MF10-21-735-aus","20251103","2"
"MF10-21-735-aus","20251104","2"
"MF10-21-735-aus","20251105","2"
"MF10-21-736-aus","20250818","2"
"MF10-21-736-aus","20250819","2"
"MF10-21-736-aus","20250820","2"
"MF10-21-736-aus","20250825","2"
"MF10-21-736-aus","20250826","2"
"MF10-21-736-aus","20250827","2"
"MF10-21-736-aus","20250901","2"
"MF10-21-736-aus","20250902","2"
"MF10-21-736-aus","20250903","2"
"MF10-21-736-aus","20250908","2"
"MF10-21-736-aus","20250909","2"
"MF10-21-736-aus","20250910","2"
"MF10-21-736-aus","20250915","2"
"MF10-21-736-aus","20250916","2"
"MF10-21-736-aus","20250917","2"
"MF10-21-736-aus","20250922","2"
"MF10-21-736-aus","20250923","2"
"MF10-21-736-aus","20250924","2"
"MF10-21-736-aus","20250929","2"
"MF10-21-736-aus","20250930","2"
"MF10-21-736-aus","20251001","2"
"MF10-21-736-aus","20251006","2"
"MF10-21-736-aus","20251007","2"
"MF10-21-736-aus","20251008","2"
"MF10-21-736-aus","20251013","2"
"MF10-21-736-aus","20251014","2"
"MF10-21-736-aus","20251015","2"
"MF10-21-736-aus","20251020","2"
"MF10-21-736-aus","20251021","2"
"MF10-21-736-aus","20251022","2"
"MF10-21-736-aus","20251027","2"
"MF10-21-736-aus","20251028","2"
"MF10-21-736-aus","20251029","2"
"MF10-21-736-aus","20251103","2"
"MF10-21-736-aus","20251104","2"
"MF10-21-736-aus","20251105","2"
"MF10-21-737-aus","20250818","2"
"MF10-21-737-aus","20250819","2"
"MF10-21-737-aus","20250820","2"
"MF10-21-737-aus","20250825","2"
"MF10-21-737-aus","20250826","2"
"MF10-21-737-aus","20250827","2"
"MF10-21-737-aus","20250901","2"
"MF10-21-737-aus","20250902","2"
"MF10-21-737-aus","20250903","2"
"MF10-21-737-aus","20250908","2"
"MF10-21-737-aus","20250909","2"
"MF10-21-737-aus","20250910","2"
"MF10-21-737-aus","20250915","2"
