fullDate,location,leakClass,month,date,weekday,year,week,lon,lat,ObjectId
1297209600000,2410 ERIE BLVD E,0,2.0,9.0,,2011.0,6.0,-76.1052124342983,43.0533367265069,25
1297296000000,422 HAWLEY AVE,0,2.0,10.0,,2011.0,6.0,-76.1384435861266,43.0532376319575,26
1297296000000,700 E WASHINGTON ST,0,2.0,10.0,,2011.0,6.0,-76.1420746582517,43.0494091434208,27
1297296000000,250 WHEATON RD,0,2.0,10.0,,2011.0,6.0,-76.1261912869984,43.0702990344592,28
1297468800000,518 HILLSBORO PKWY,0,2.0,12.0,,2011.0,7.0,-76.0856279861081,43.0402747106008,29
1297555200000,2564 ERIE BLVD E,0,2.0,13.0,,2011.0,7.0,-76.1021500586301,43.0536962987634,30
1297555200000,115 TURTLE ST,0,2.0,13.0,,2011.0,7.0,-76.16198141837259,43.0662651145183,31
1297555200000,175 MILNOR AVE,0,2.0,13.0,,2011.0,7.0,-76.1009779817632,43.047532979130104,32
1297728000000,S EDWARDS AVE & CALEB AVE,0,2.0,15.0,,2011.0,7.0,-76.1055412769811,43.059803493172396,33
1297728000000,100 KEEN PL,0,2.0,15.0,,2011.0,7.0,-76.1573325774884,43.0156233490615,34
1297728000000,204 HERKIMER ST,0,2.0,15.0,,2011.0,7.0,-76.18985424978679,43.05425734839379,35
1297814400000,606 THURBER ST,0,2.0,16.0,,2011.0,7.0,-76.1258886239179,43.0193627081386,36
1297900800000,1524 VALLEY DR,0,2.0,17.0,,2011.0,7.0,-76.153280286225,43.0029984483794,37
1297814400000,513 FAYETTE BLVD,0,2.0,16.0,,2011.0,7.0,-76.0943668295314,43.0493528423051,38
1297814400000,640 MYRTLE ST,0,2.0,16.0,,2011.0,7.0,-76.1954786763409,43.050096438250996,39
1297900800000,SOLAR ST & PLUM ST,0,2.0,17.0,,2011.0,7.0,-76.1575424257355,43.05660659665279,40
1297900800000,300 HOPE AVE,0,2.0,17.0,,2011.0,7.0,-76.1513480630494,43.020623470743104,41
1297987200000,232 W DIVISION ST,0,2.0,18.0,,2011.0,7.0,-76.1575546176705,43.059192750628995,42
1298246400000,209 KENWICK DR,0,2.0,21.0,,2011.0,8.0,-76.1352721226436,43.0749985930133,43
1298332800000,304 SUNSET AVE,0,2.0,22.0,,2011.0,8.0,-76.16139091082059,43.0658969005507,44
1298419200000,206 MYRTLE ST,0,2.0,23.0,,2011.0,8.0,-76.19241719539471,43.0456418280344,45
1298851200000,1913 BELLEVUE AVE,0,2.0,28.0,,2011.0,9.0,-76.1855550332113,43.032413945581595,46
1298419200000,217 SCOTTHOLM BLVD,0,2.0,23.0,,2011.0,8.0,-76.11152075905791,43.0434521942782,47
1298505600000,E WILLOW ST & PROSPECT AVE,0,2.0,24.0,,2011.0,8.0,-76.14777505802431,43.05386973628939,48
1298937600000,515 DANFORTH ST,0,3.0,1.0,,2011.0,9.0,-76.15728591629771,43.066918499316394,49
1299024000000,519 DANFORTH ST,0,3.0,2.0,,2011.0,9.0,-76.1572532086382,43.06696255865789,50
1299024000000,519 DANFORTH ST,0,3.0,2.0,,2011.0,9.0,-76.1572532086382,43.06696255865789,51
1299196800000,2507 E FAYETTE ST,0,3.0,4.0,,2011.0,9.0,-76.10928928819659,43.0484226568921,52
1299456000000,170 INTREPID LA,0,3.0,7.0,,2011.0,10.0,-76.1281162329218,43.0034246570712,53
1299628800000,S WILBUR AVE & MAGNOLIA ST,0,3.0,9.0,,2011.0,10.0,-76.17404671520809,43.04244621273911,54
1299715200000,VAN RENSSELAER ST & W BEAR ST,0,3.0,10.0,,2011.0,10.0,-76.1701901605568,43.061196761575204,55
1300060800000,658 E DIVISION ST,0,3.0,14.0,,2011.0,11.0,-76.1489471447727,43.06332599384971,56
1300320000000,290 TEX SIMONE DR,0,3.0,17.0,,2011.0,11.0,-76.166954732534,43.078124168259,57
1300320000000,829 EMERSON AVE,0,3.0,17.0,,2011.0,11.0,-76.1913621348733,43.0580348806298,58
1300320000000,EMERSON AVE & ERIE BLVD W,0,3.0,17.0,,2011.0,11.0,-76.1966963274371,43.0599445510374,59
1300665600000,W GENESEE ST & N FRANKLIN ST,0,3.0,21.0,,2011.0,12.0,-76.1550570209063,43.0519588244318,60
1300838400000,MONTGOMERY ST & E JEFFERSON ST,0,3.0,23.0,,2011.0,12.0,-76.149341179094,43.047050626943594,61
1300924800000,DAWES AVE & S SALINA ST,0,3.0,24.0,,2011.0,12.0,-76.1425452101706,43.008857220453905,62
1301097600000,411 MONTGOMERY ST,0,3.0,26.0,,2011.0,13.0,-76.14875103805458,43.0465268130733,63
1301616000000,1000 ERIE BLVD W,0,4.0,1.0,,2011.0,13.0,-76.17537416468659,43.0481569751011,64
1302652800000,912 ERIE BLVD W,0,4.0,13.0,,2011.0,15.0,-76.1733134024754,43.0481462417986,65
1302652800000,JAMES ST & WOODBINE AVE,0,4.0,13.0,,2011.0,15.0,-76.1100569372345,43.06868611731621,66
1303948800000,807 S WEST ST,0,4.0,28.0,,2011.0,17.0,-76.1575479333065,43.0422366433761,67
1303689600000,334 FOREST HILL DR,0,4.0,25.0,,2011.0,17.0,-76.1109393487448,43.0630657820018,68
1303516800000,JAMES ST & WOODBINE AVE,0,4.0,23.0,,2011.0,17.0,-76.1100569372345,43.06868611731621,69
1303430400000,819 HIAWATHA BLVD E,0,4.0,22.0,,2011.0,16.0,-76.1603079055073,43.079280080165795,70
1303084800000,HIAWATHA BLVD E & FOURTH NORTH ST,0,4.0,18.0,,2011.0,16.0,-76.1606184728639,43.0787644487803,71
1305331200000,EMERSON AVE & LEWIS ST,0,5.0,14.0,,2011.0,20.0,-76.1896054281312,43.0561398518159,72
1305072000000,835 HIAWATHA BLVD W,0,5.0,11.0,,2011.0,19.0,-76.1779068128149,43.0610455458993,73
1303084800000,835 HIAWATHA BLVD W,0,4.0,18.0,,2011.0,16.0,-76.1779068128149,43.0610455458993,74
1304640000000,4710 S SALINA ST,0,5.0,6.0,,2011.0,18.0,-76.14286256789251,43.001677037914,75
1304553600000,1427 S MCBRIDE ST,0,5.0,5.0,,2011.0,18.0,-76.1435761338586,43.036630954996006,76
1304380800000,3012 E GENESEE ST,0,5.0,3.0,,2011.0,18.0,-76.10063322542509,43.04254785893371,77
1304380800000,123 POLK ST,0,5.0,3.0,,2011.0,18.0,-76.0933410325287,43.053679243870704,78
1305676800000,E LAUREL ST & PROSPECT AVE,0,5.0,18.0,,2011.0,20.0,-76.1501886461398,43.0568767813506,79
1305590400000,MAPLEWOOD AVE & COLDBROOK DR,0,5.0,17.0,,2011.0,20.0,-76.1399593790825,42.9882332363507,80
1306800000000,299 WALTON ST,0,5.0,31.0,,2011.0,22.0,-76.1569375505288,43.048046490924705,81
1306195200000,162 BERTRAM PL,0,5.0,24.0,,2011.0,21.0,-76.1593051413085,43.017340304116004,82
1307059200000,W WATER ST & S FRANKLIN ST,0,6.0,3.0,,2011.0,22.0,-76.1555098832006,43.05056510061,83
1307318400000,W GENESEE ST & N LOWELL AVE,0,6.0,6.0,,2011.0,23.0,-76.1850983512804,43.0522661709184,84
1307145600000,E DIVISION ST & LOCK ALY,0,6.0,4.0,,2011.0,23.0,-76.153781188624,43.0602575112281,85
1275868800000,BURNS AVE & CALEB AVE,0,6.0,7.0,,2010.0,23.0,-76.09153483041109,43.0629999007653,86
1307318400000,2646 ERIE BLVD E,0,6.0,6.0,,2011.0,23.0,-76.0990615132411,43.0540501601318,87
1306972800000,LATTER DR & E CHELTENHAM RD,0,6.0,2.0,,2011.0,22.0,-76.13877767137741,42.995339166716995,88
1308268800000,321 N BEECH ST,0,6.0,17.0,,2011.0,24.0,-76.12765200963409,43.053344231306106,89
1308528000000,1312 W GENESEE ST,0,6.0,20.0,,2011.0,25.0,-76.17943375386349,43.0527052435646,90
1308614400000,RICH ST & WHITE ST,0,6.0,21.0,,2011.0,25.0,-76.16179377468279,43.036697793642,91
1308873600000,1900 W FAYETTE ST,0,6.0,24.0,,2011.0,25.0,-76.18496115877359,43.053703124788896,92
1309132800000,100 S CLINTON ST,0,6.0,27.0,,2011.0,26.0,-76.1536195817044,43.0505255530518,93
1309219200000,316 HAWLEY AVE,0,6.0,28.0,,2011.0,26.0,-76.14152954346929,43.053276171480796,94
1309305600000,318 LYDELL ST,0,6.0,29.0,,2011.0,26.0,-76.17849317823509,43.035360834202606,95
1309478400000,300 W KIRKPATRICK ST,0,7.0,1.0,,2011.0,26.0,-76.1609967624132,43.0610156722351,96
1309392000000,300 E FAYETTE ST,0,6.0,30.0,,2011.0,26.0,-76.14926414586341,43.048605685862,97
1309392000000,300 S STATE ST,0,6.0,30.0,,2011.0,26.0,-76.1474930310425,43.048631676667995,98
1262649600000,100 WAVERLY AVE,0,1.0,5.0,,2010.0,1.0,-76.1366253618556,43.040482658413495,99
1262822400000,UNIVERSITY AVE & MADISON ST,0,1.0,7.0,,2010.0,1.0,-76.1343648089353,43.045354774941394,100
1201046400000,ASH ST & N TOWNSEND ST,0,1.0,23.0,,2008.0,4.0,-76.150930342849,43.059833573519896,101
1201046400000,HIAWATHA LAKE,0,1.0,23.0,,2008.0,4.0,-76.1691993071203,43.0246771460122,102
1201132800000,290 TEX SIMONE DR,0,1.0,24.0,,2008.0,4.0,-76.166954732534,43.078124168259,103
1201132800000,JAMESVILLE AVE & THURBER ST,0,1.0,24.0,,2008.0,4.0,-76.13089663281221,43.019064257124796,104
1201392000000,200 CROLY ST,0,1.0,27.0,,2008.0,4.0,-76.1127281927162,43.0480993677704,105
1201305600000,107 MARIPOSA ST,0,1.0,26.0,,2008.0,4.0,-76.1222608665762,43.0620325526589,106
1201478400000,STANDISH DR & SHIRLEY RD,0,1.0,28.0,,2008.0,4.0,-76.1060350934692,43.0374471863455,107
1201737600000,JANET DR & EUCLID AVE,0,1.0,31.0,,2008.0,5.0,-76.10812134717321,43.0349146720556,108
1202169600000,1211 MILTON AVE,0,2.0,5.0,,2008.0,6.0,-76.19782200362471,43.059088825588,109
1202256000000,103 MCCORMICK AVE,0,2.0,6.0,,2008.0,6.0,-76.1563855959738,43.0439690379134,110
1202428800000,115 ROCKLAND AVE,0,2.0,8.0,,2008.0,6.0,-76.1557453666708,43.0239772330276,111
1202860800000,200 MEADOWBROOK DR,0,2.0,13.0,,2008.0,7.0,-76.1204896349743,43.025181909876004,112
1202947200000,STERLING AVE & PALMER AVE,0,2.0,14.0,,2008.0,7.0,-76.16233899456809,43.031721251341295,113
1203033600000,214 SLOCUM AVE,0,2.0,15.0,,2008.0,7.0,-76.1612237334479,43.0406674739141,114
1203120000000,BARNES AVE & PALMER LA,0,2.0,16.0,,2008.0,7.0,-76.1606007832394,43.011965471549,115
1203206400000,TEALL AVE & JAMES ST,0,2.0,17.0,,2008.0,7.0,-76.1226974549908,43.0650226858171,116
1203465600000,2740 ERIE BLVD E,0,2.0,20.0,,2008.0,8.0,-76.0957333027241,43.0544086851791,117
1203638400000,171 HOPPER RD,0,2.0,22.0,,2008.0,8.0,-76.1591165157601,43.0010092621659,118
1204156800000,408 N GEDDES ST,0,2.0,28.0,,2008.0,9.0,-76.17053967077929,43.0523434211761,119
1204329600000,E JEFFERSON ST & BANK ST,0,3.0,1.0,,2008.0,9.0,-76.1515041956357,43.0470544076284,120
1204502400000,805 SPENCER ST,0,3.0,3.0,,2008.0,9.0,-76.17221283509829,43.057218877897796,121
1204502400000,HEADSON DR & THOMPSON RD,0,3.0,3.0,,2008.0,9.0,-76.0827985399998,43.0549982875117,122
1204588800000,2921 ERIE BLVD E,0,3.0,4.0,,2008.0,10.0,-76.09014139698002,43.0550718361872,123
1204675200000,2820 JAMES ST,0,3.0,5.0,,2008.0,10.0,-76.1072666621642,43.0687597808233,124
1204934400000,800 E WASHINGTON ST,0,3.0,8.0,,2008.0,10.0,-76.1398870664988,43.0493872617142,125
1205020800000,357 N EDWARDS AVE,0,3.0,9.0,,2008.0,10.0,-76.10690012437541,43.0752583946204,126
1205452800000,E WASHINGTON ST & S MCBRIDE ST,0,3.0,14.0,,2008.0,11.0,-76.143879563202,43.04949200998261,127
1205539200000,1300 JAMESVILLE AVE,0,3.0,15.0,,2008.0,11.0,-76.1262809783896,43.013643942802894,128
1205712000000,501 MYRTLE ST,0,3.0,17.0,,2008.0,11.0,-76.1947317918608,43.048673347800396,129
1205971200000,SIXTH NORTH ST & WOLF ST,0,3.0,20.0,,2008.0,12.0,-76.157173284629,43.080480437186296,130
1206144000000,RIEGEL ST & PEAT ST,0,3.0,22.0,,2008.0,12.0,-76.11564700412721,43.0551161541299,131
1206316800000,221 RIVOLI AVE,0,3.0,24.0,,2008.0,12.0,-76.1337187944818,43.078940376315096,132
1206403200000,1130 AVERY AVE,0,3.0,25.0,,2008.0,13.0,-76.19854034234,43.0579075430003,133
1206835200000,LEMOYNE AVE & SEVENTH NORTH ST,0,3.0,30.0,,2008.0,13.0,-76.15363887392341,43.0800405064169,134
1206921600000,GLENCOVE RD & S COLLINGWOOD AVE,0,3.0,31.0,,2008.0,13.0,-76.10716021180299,43.064055941266204,135
1206921600000,RIEGEL ST & PEAT ST,0,3.0,31.0,,2008.0,13.0,-76.11564700412721,43.0551161541299,136
1207008000000,PEAT ST & RIEGEL ST,0,4.0,1.0,,2008.0,14.0,-76.11564700412721,43.0551161541299,137
1207008000000,1300 E COLVIN ST,0,4.0,1.0,,2008.0,14.0,-76.1285728259195,43.0237489782916,138
1207526400000,100 E CASTLE ST,0,4.0,7.0,,2008.0,14.0,-76.14876942028029,43.033001385607605,139
1207612800000,1143 CUMBERLAND AVE,0,4.0,8.0,,2008.0,15.0,-76.11221947856741,43.0248547287138,140
1207699200000,1345 TEALL AVE,0,4.0,9.0,,2008.0,15.0,-76.12284556202829,43.066344869210994,141
1207785600000,CHEMUNG ST & WILLIS AVE,0,4.0,10.0,,2008.0,15.0,-76.1958102561903,43.0574914641854,142
1207872000000,601 GRAND AVE,0,4.0,11.0,,2008.0,15.0,-76.18106553369559,43.038383457214096,143
1208131200000,132 BRACE ST,0,4.0,14.0,,2008.0,15.0,-76.1533837739423,43.075643191028796,144
1208217600000,E COLVIN ST & COMSTOCK AVE,0,4.0,15.0,,2008.0,16.0,-76.12866119948221,43.0238528082229,145
1209081600000,123 POLK ST,0,4.0,25.0,,2008.0,17.0,-76.0933410325287,43.053679243870704,146
1208476800000,313 SAND ST,0,4.0,18.0,,2008.0,16.0,-76.1676834926048,43.0563195397371,147
1208822400000,BURT ST & S STATE ST,0,4.0,22.0,,2008.0,17.0,-76.1473709607752,43.03824548556789,148
1208908800000,124 HEADSON DR,0,4.0,23.0,,2008.0,17.0,-76.0863082515267,43.054987511427704,149
1207699200000,W SENECA TPKE & S SALINA ST,0,4.0,9.0,,2008.0,15.0,-76.14273309011729,43.0006902097672,150
1209081600000,VAN BUREN ST & OAKWOOD AVE,0,4.0,25.0,,2008.0,17.0,-76.1455516378645,43.03742535683829,151
1209513600000,ERIE BLVD E & UNIVERSITY AVE,0,4.0,30.0,,2008.0,18.0,-76.1342425086992,43.0506869262284,152
1209686400000,HERKIMER ST & CHARLOTTE ST,0,5.0,2.0,,2008.0,18.0,-76.1933086915675,43.05287327761379,153
1210032000000,836 ERIE BLVD W,0,5.0,6.0,,2008.0,19.0,-76.1716972739904,43.0481558367803,154
1210723200000,2740 ERIE BLVD E,0,5.0,14.0,,2008.0,20.0,-76.0957333027241,43.0544086851791,155
1210464000000,2400 S SALINA ST,0,5.0,11.0,,2008.0,19.0,-76.14461927912609,43.023961600887006,156
1211241600000,333 ELM ST,0,5.0,20.0,,2008.0,21.0,-76.1302467663828,43.05317248585071,157
1211241600000,333 ELM ST,0,5.0,20.0,,2008.0,21.0,-76.1302467663828,43.05317248585071,158
1211500800000,319 HILLSIDE ST,0,5.0,23.0,,2008.0,21.0,-76.1417480739335,43.0778250430718,159
1211500800000,319 HILLSIDE ST,0,5.0,23.0,,2008.0,21.0,-76.1417480739335,43.0778250430718,160
1211587200000,100 HAYES TER,0,5.0,24.0,,2008.0,21.0,-76.13800032592441,42.9862176009124,161
1211846400000,320 HAWLEY AVE,0,5.0,27.0,,2008.0,22.0,-76.1414152499174,43.05327480416571,162
1212364800000,WOODLAND RESRV,0,6.0,2.0,,2008.0,22.0,-76.1787697129173,43.028837852896096,163
1212451200000,205 APPLE ST,0,6.0,3.0,,2008.0,23.0,-76.1754577367541,43.0511157848252,164
1212451200000,207 BURNET AVE,0,6.0,3.0,,2008.0,23.0,-76.14541115482879,43.0523434047655,165
1213056000000,438 BROOKFORD RD,0,6.0,10.0,,2008.0,24.0,-76.0988782632113,43.0366006321465,166
1213142400000,310 LODI ST,0,6.0,11.0,,2008.0,24.0,-76.1332564118422,43.0525832906704,167
1213401600000,1318 WILLIS AVE,0,6.0,14.0,,2008.0,24.0,-76.1974458538624,43.0599674850358,168
1213574400000,315 KIRK AVE,0,6.0,16.0,,2008.0,24.0,-76.152578254627,43.0282167455327,169
1213574400000,461 BURT ST,0,6.0,16.0,,2008.0,24.0,-76.14449225375171,43.038431557926295,170
1213920000000,290 TEX SIMONE DR,0,6.0,20.0,,2008.0,25.0,-76.166954732534,43.078124168259,171
1214179200000,306 SLOCUM AVE,0,6.0,23.0,,2008.0,25.0,-76.1604066851542,43.0400680364616,172
1214438400000,1807 ERIE BLVD E,0,6.0,26.0,,2008.0,26.0,-76.1180790687915,43.0502080261646,173
1214524800000,319 LYDELL ST,0,6.0,27.0,,2008.0,26.0,-76.1783437407927,43.0353661566667,174
1214870400000,LODI ST & BURNET AVE,0,7.0,1.0,,2008.0,27.0,-76.1325194636275,43.0521227952639,175
1214870400000,BURNET PARK,0,7.0,1.0,,2008.0,27.0,-76.1885505041537,43.0423404354687,176
1215043200000,1060 E GENESEE ST,0,7.0,3.0,,2008.0,27.0,-76.1352005179323,43.046829999717296,177
1215302400000,100 S WARREN ST,0,7.0,6.0,,2008.0,27.0,-76.1508451106949,43.0509013362084,178
1215561600000,100 OXFORD ST,0,7.0,9.0,,2008.0,28.0,-76.1520127624607,43.03399940417871,179
1216166400000,1000 S SALINA ST,0,7.0,16.0,,2008.0,29.0,-76.149905772945,43.0378465178148,180
1216684800000,TRUTH TER & OAKWOOD AVE,0,7.0,22.0,,2008.0,30.0,-76.14539080439441,43.035585387811004,181
1216857600000,124 LAFAYETTE RD,0,7.0,24.0,,2008.0,30.0,-76.13017383665651,43.0008307800813,182
1217376000000,200 UNION PL,0,7.0,30.0,,2008.0,31.0,-76.15725694203651,43.0636008822164,183
1217635200000,128 CONKLIN AVE,0,8.0,2.0,,2008.0,31.0,-76.08932261403959,43.065377842962796,184
1217808000000,539 CUMBERLAND AVE,0,8.0,4.0,,2008.0,31.0,-76.11265768215291,43.0362454672198,185
1217894400000,SCOTTHOLM TER & SUNNYSIDE RD,0,8.0,5.0,,2008.0,32.0,-76.1105027342791,43.038609125784596,186
1218499200000,MANOR DR & BARRINGTON RD,0,8.0,12.0,,2008.0,33.0,-76.08242641558829,43.0412338261491,187
1218931200000,E ADAMS ST & HARRISON PL,0,8.0,17.0,,2008.0,33.0,-76.150176358085,43.042766715802706,188
1219276800000,PEARL ST & E BELDEN AVE,0,8.0,21.0,,2008.0,34.0,-76.1512384227707,43.054803961941204,189
1219881600000,940 N SALINA ST,0,8.0,28.0,,2008.0,35.0,-76.15538352078279,43.063495039699106,190
1220313600000,257 PLEASANTVIEW AVE,0,9.0,2.0,,2008.0,36.0,-76.1342415600783,43.0744635292983,191
1220400000000,NORTH AVE & ARNETT AVE,0,9.0,3.0,,2008.0,36.0,-76.1135058903088,43.0698539841157,192
1220486400000,NORTH AVE & ARNETT AVE,0,9.0,4.0,,2008.0,36.0,-76.1135058903088,43.0698539841157,193
1220918400000,347 SEYMOUR ST,0,9.0,9.0,,2008.0,37.0,-76.1620851612115,43.0423026348962,194
1221091200000,175 LINCOLN AVE,0,9.0,11.0,,2008.0,37.0,-76.1571179816452,43.037102586902506,195
1221523200000,325 N BEECH ST,0,9.0,16.0,,2008.0,38.0,-76.12765996601259,43.053448448341506,196
1221868800000,515 ERIE BLVD W,0,9.0,20.0,,2008.0,38.0,-76.16101778119429,43.049898569373,197
1221955200000,309 KIRKPATRICK ST,0,9.0,21.0,,2008.0,38.0,-76.15657021413779,43.065049744669,198
1222041600000,100 TULLY ST,0,9.0,22.0,,2008.0,38.0,-76.1572009635195,43.04581329455879,199
1222214400000,240 SHOTWELL PARK,0,9.0,24.0,,2008.0,39.0,-76.1154190548272,43.062872046427294,200
1222300800000,325 STAFFORD AVE,0,9.0,25.0,,2008.0,39.0,-76.11218386126471,43.0632285470287,201
1222300800000,609 CARBON ST,0,9.0,25.0,,2008.0,39.0,-76.15138474755071,43.0672290541282,202
1222387200000,WAVERLY AVE & WALNUT PL,0,9.0,26.0,,2008.0,39.0,-76.13287515605579,43.040508439281595,203
1222819200000,121 POND ST,0,10.0,1.0,,2008.0,40.0,-76.1533875675277,43.063543017025005,204
1222819200000,302 FOREST HILL DR,0,10.0,1.0,,2008.0,40.0,-76.1110027203965,43.063758422299,205
1223164800000,N MCBRIDE ST & JAMES ST,0,10.0,5.0,,2008.0,40.0,-76.144558365265,43.0542992500407,206
1223424000000,308 LAKEVIEW AVE,0,10.0,8.0,,2008.0,41.0,-76.1794748419063,43.05138751599111,207
1223424000000,428 E COLVIN ST,0,10.0,8.0,,2008.0,41.0,-76.1396697002512,43.026386535502795,208
1223596800000,300 SECOND NORTH ST,0,10.0,10.0,,2008.0,41.0,-76.1546430430874,43.0732951669687,209
1223769600000,580 S SALINA ST,0,10.0,12.0,,2008.0,41.0,-76.1517907555164,43.0430927930612,210
1223164800000,1605 E FAYETTE ST,0,10.0,5.0,,2008.0,40.0,-76.123320355792,43.04839211010611,211
1223337600000,339 NORWOOD AVE,0,10.0,7.0,,2008.0,41.0,-76.1100322578187,43.074468786687795,212
1224288000000,308 LODI ST,0,10.0,18.0,,2008.0,42.0,-76.1332226190178,43.0525654057485,213
1224288000000,HICKORY ST & N STATE ST,0,10.0,18.0,,2008.0,42.0,-76.1497876031626,43.054165305797206,214
1224374400000,441 S SALINA ST,0,10.0,19.0,,2008.0,42.0,-76.1521866879778,43.0459549472213,215
1224547200000,400 CADILLAC ST,0,10.0,21.0,,2008.0,43.0,-76.14957935930671,43.0797226278051,216
1225065600000,611 7TH NORTH ST,0,10.0,27.0,,2008.0,43.0,-76.17406756869909,43.094020467144496,217
1225065600000,227 E KENNEDY ST,0,10.0,27.0,,2008.0,43.0,-76.1447349192526,43.0313466850055,218
1225324800000,2943 ERIE BLVD E,0,10.0,30.0,,2008.0,44.0,-76.0894327016793,43.055139291447894,219
1225670400000,118 CONAN ST,0,11.0,3.0,,2008.0,44.0,-76.14987632527159,43.011579681722495,220
1226275200000,N SALINA ST & ASH ST,0,11.0,10.0,,2008.0,45.0,-76.15216067007229,43.05930538134379,221
1226448000000,119 SEELEY RD,0,11.0,12.0,,2008.0,46.0,-76.1040248974253,43.053277295265396,222
1227052800000,ONONDAGA BLVD,0,11.0,19.0,,2008.0,47.0,-76.1937652746837,43.032171360141795,223
1227139200000,N MIDLER AVE & JAMES ST,0,11.0,20.0,,2008.0,47.0,-76.1053322453027,43.0689058869489,224
1227225600000,159 CLYDE AVE,0,11.0,21.0,,2008.0,47.0,-76.1615652450711,43.02158561699161,225
1227657600000,515 WILKINSON ST,0,11.0,26.0,,2008.0,48.0,-76.17095113331541,43.0509849668206,226
1227830400000,400 BROOKFORD RD,0,11.0,28.0,,2008.0,48.0,-76.1008283907088,43.03721169488271,227
1228003200000,SHERBOURNE RD & CRAWFORD AVE,0,11.0,30.0,,2008.0,48.0,-76.1100603023235,43.0320613587013,228
1228003200000,522 HILLSBORO PKWY,0,11.0,30.0,,2008.0,48.0,-76.085520139765,43.0402272219304,229
1228003200000,285 ASHDALE AVE,0,11.0,30.0,,2008.0,48.0,-76.1087963754137,43.073065694688,230
1228176000000,285 ASHDALE AVE,0,12.0,2.0,,2008.0,49.0,-76.1087963754137,43.073065694688,231
1228176000000,MADISON ST & S STATE ST,0,12.0,2.0,,2008.0,49.0,-76.1475096876045,43.045467800024994,232
1228262400000,MALTBIE ST & EVANS ST,0,12.0,3.0,,2008.0,49.0,-76.16223023374,43.0557325290641,233
1228262400000,WALNUT AVE & ERIE BLVD E,0,12.0,3.0,,2008.0,49.0,-76.1320152895642,43.0506676202083,234
1228262400000,120 BOSTON ST,0,12.0,3.0,,2008.0,49.0,-76.0908167072915,43.067960482841606,235
1228262400000,660 BURNET AVE,0,12.0,3.0,,2008.0,49.0,-76.13405879334209,43.0520906276284,236
1228348800000,105 HILLTOP RD,0,12.0,4.0,,2008.0,49.0,-76.1944350935938,43.0268030847164,237
1228348800000,HOPE AVE & W BRIGHTON AVE,0,12.0,4.0,,2008.0,49.0,-76.15096829846641,43.019853506055696,238
1228435200000,PEAT ST & CANAL ST,0,12.0,5.0,,2008.0,49.0,-76.11556165968359,43.0541999804733,239
