Geo Point,Geo Shape,seg_id,str_type,dtupdate,status_id,seg_descr,poly_area,gisid,street_id,seg_part
"-37.81744735276305, 144.94926210306627","{""coordinates"": [[[[144.950010366991, -37.817700917468], [144.9500105121, -37.817701133572], [144.948711279713, -37.817828000699], [144.948562578803, -37.817870498388], [144.948561733043, -37.817868631742], [144.948414807961, -37.817910498721], [144.948342968505, -37.817751843524], [144.948397033332, -37.817732546129], [144.948591029864, -37.817632063302], [144.948671663988, -37.817574248432], [144.948695002898, -37.817723740651], [144.949765598515, -37.817619200681], [144.94926307031, -37.816705667453], [144.949261973868, -37.816652930605], [144.949197432, -37.816535784884], [144.949191691794, -37.81647134742], [144.949184261647, -37.816388630855], [144.949172941446, -37.816339178241], [144.949359189582, -37.81660483842], [144.949360296875, -37.816659607604], [144.949821080804, -37.817497253906], [144.949891711229, -37.817518975501], [144.949907659592, -37.817547958267], [144.950010366991, -37.817700917468]], [[144.949261970949, -37.816537818248], [144.949261525272, -37.816537822963], [144.94926108213, -37.816537858569], [144.949260644899, -37.816537924717], [144.949260216907, -37.816538020903], [144.94925980141, -37.816538146394], [144.949259401571, -37.816538300237], [144.949259020432, -37.816538481259], [144.949258660895, -37.816538688084], [144.949258325696, -37.816538919137], [144.949258017386, -37.81653917266], [144.949257738311, -37.816539446724], [144.949257490595, -37.816539739242], [144.949257276123, -37.816540047988], [144.949257096529, -37.816540370613], [144.949256953178, -37.816540704661], [144.949256847161, -37.81654104759], [144.949256779286, -37.81654139679], [144.949256750069, -37.816541749604], [144.949256759732, -37.816542103345], [144.949256808202, -37.816542455323], [144.949256895109, -37.816542802858], [144.949257019794, -37.816543143306], [144.949257181305, -37.816543474075], [144.949257378415, -37.816543792648], [144.949257609624, -37.8165440966], [144.949257873171, -37.816544383619], [144.94925816705, -37.816544651519], [144.949258489026, -37.816544898263], [144.949258836648, -37.816545121971], [144.94925920727, -37.816545320942], [144.949259598072, -37.816545493662], [144.949260006078, -37.816545638815], [144.949260428185, -37.816545755297], [144.94926086118, -37.816545842221], [144.949261301767, -37.816545898927], [144.949261746595, -37.816545924903], [144.949262192272, -37.816545920188], [144.949262635414, -37.816545884582], [144.949263072645, -37.816545818434], [144.949263500637, -37.816545722248], [144.949263916134, -37.816545596757], [144.949264315974, -37.816545442914], [144.949264697112, -37.816545261892], [144.949265056649, -37.816545055067], [144.949265391848, -37.816544824014], [144.949265700158, -37.816544570491], [144.949265979233, -37.816544296427], [144.949266226949, -37.816544003909], [144.949266441421, -37.816543695163], [144.949266621015, -37.816543372538], [144.949266764367, -37.81654303849], [144.949266870383, -37.816542695561], [144.949266938258, -37.816542346361], [144.949266967476, -37.816541993547], [144.949266957812, -37.816541639806], [144.949266909343, -37.816541287828], [144.949266822435, -37.816540940293], [144.949266697751, -37.816540599845], [144.949266536239, -37.816540269076], [144.949266339129, -37.816539950503], [144.94926610792, -37.816539646551], [144.949265844374, -37.816539359532], [144.949265550494, -37.816539091632], [144.949265228518, -37.816538844888], [144.949264880896, -37.81653862118], [144.949264510274, -37.816538422209], [144.949264119473, -37.816538249489], [144.949263711466, -37.816538104336], [144.949263289359, -37.816537987854], [144.949262856364, -37.81653790093], [144.949262415777, -37.816537844224], [144.949261970949, -37.816537818248]], [[144.949857011152, -37.817545703003], [144.949856416907, -37.817545709294], [144.949855826044, -37.817545756772], [144.949855243062, -37.817545844973], [144.949854672398, -37.817545973224], [144.949854118396, -37.817546140549], [144.949853585271, -37.817546345676], [144.949853077081, -37.817546587042], [144.949852597694, -37.817546862812], [144.949852150758, -37.817547170885], [144.949851739674, -37.817547508918], [144.949851367571, -37.817547874339], [144.949851037282, -37.817548264365], [144.949850751319, -37.817548676028], [144.949850511859, -37.817549106196], [144.949850320725, -37.817549551595], [144.949850179371, -37.817550008834], [144.949850088873, -37.817550474435], [144.94985004992, -37.817550944853], [144.949850062808, -37.817551416509], [144.949850127438, -37.817551885812], [144.94985024332, -37.817552349192], [144.949850409572, -37.817552803121], [144.949850624927, -37.817553244145], [144.949850887747, -37.817553668907], [144.949851196032, -37.817554074175], [144.949851547436, -37.817554456865], [144.949851939284, -37.817554814063], [144.949852368593, -37.817555143051], [144.949852832098, -37.817555441327], [144.949853326269, -37.817555706618], [144.949853847347, -37.817555936908], [144.949854391365, -37.817556130442], [144.949854954183, -37.817556285748], [144.949855531518, -37.817556401643], [144.949856118976, -37.817556477247], [144.949856712088, -37.817556511878], [144.949857306333, -37.817556505588], [144.949857897197, -37.81755645811], [144.949858480179, -37.817556369909], [144.949859050842, -37.817556241658], [144.949859604845, -37.817556074333], [144.94986013797, -37.817555869206], [144.949860646159, -37.81755562784], [144.949861125547, -37.81755535207], [144.949861572483, -37.817555043997], [144.949861983566, -37.817554705964], [144.949862355669, -37.817554340543], [144.949862685958, -37.817553950517], [144.949862971921, -37.817553538854], [144.949863211381, -37.817553108686], [144.949863402515, -37.817552663287], [144.949863543869, -37.817552206048], [144.949863634367, -37.817551740447], [144.94986367332, -37.817551270029], [144.949863660433, -37.817550798373], [144.949863595802, -37.81755032907], [144.94986347992, -37.81754986569], [144.949863313669, -37.817549411761], [144.949863098313, -37.817548970737], [144.949862835493, -37.817548545975], [144.949862527208, -37.817548140707], [144.949862175804, -37.817547758017], [144.949861783957, -37.817547400819], [144.949861354647, -37.81754707183], [144.949860891143, -37.817546773555], [144.949860396971, -37.817546508264], [144.949859875893, -37.817546277974], [144.949859331875, -37.81754608444], [144.949858769057, -37.817545929134], [144.949858191722, -37.817545813239], [144.949857604264, -37.817545737635], [144.949857011152, -37.817545703003]]]], ""type"": ""MultiPolygon""}",23305,Council Minor,20210923,3,Concourse - Station Walkway from Southern Cross Station Walkway,3423,4018,120102,1
"-37.79957821680392, 144.9518509847486","{""coordinates"": [[[[144.951828573991, -37.799286206473], [144.951962280321, -37.79918350878], [144.951988338932, -37.799203463422], [144.95186905668, -37.799295988103], [144.952103454204, -37.799480225866], [144.951592136077, -37.799889363303], [144.951543041697, -37.799849749738], [144.951692723536, -37.799731630878], [144.952025278517, -37.799458995426], [144.95186120855, -37.799330824455], [144.951816886266, -37.799295418685], [144.951828573991, -37.799286206473]]]], ""type"": ""MultiPolygon""}",21183,Council Minor,20210923,3,Courtney Place between Courtney Street and Mary Street,529,2772,540,1
"-37.81176169844022, 144.95641675493465","{""coordinates"": [[[[144.956198371604, -37.811673460558], [144.95652184982, -37.811590102626], [144.956634543521, -37.811845560697], [144.956315837954, -37.811937013207], [144.956198371604, -37.811673460558]]]], ""type"": ""MultiPolygon""}",20027,Council Major,20210923,2,Intersection of William Street and La Trobe Street,913,3090,0,1
"-37.79592096939039, 144.9216461274972","{""coordinates"": [[[[144.921744886042, -37.79600603698], [144.921717309344, -37.79602190209], [144.921547368727, -37.795835900921], [144.921574944253, -37.79582003583], [144.921744886042, -37.79600603698]]]], ""type"": ""MultiPolygon""}",21833,Council Minor,20210923,3,Baulderstone Walk between Sambell Street and Leicester Mews,77,2195,2045,1
"-37.80850112705799, 144.9533431061041","{""coordinates"": [[[[144.953216507517, -37.808372364449], [144.953248580169, -37.808363250517], [144.953278294651, -37.808427731517], [144.953310400707, -37.808448671441], [144.953349574403, -37.80853150976], [144.95337049123, -37.808537268646], [144.953470777602, -37.808510104648], [144.953487288808, -37.808548473472], [144.953340067511, -37.808588351064], [144.953296231863, -37.808495653961], [144.953282677628, -37.80846562732], [144.953251953064, -37.808449283963], [144.953216507517, -37.808372364449]]]], ""type"": ""MultiPolygon""}",21407,Council Minor,20210923,3,Cl1066 from Walsh Street,130,1117,305,1
"-37.80626672673074, 144.94579964098432","{""coordinates"": [[[[144.945703019745, -37.806381698334], [144.945857610632, -37.806155703202], [144.945867106883, -37.80614173844], [144.945871662552, -37.80614293086], [144.94589750706, -37.806149691713], [144.945730954849, -37.806393396283], [144.945703019745, -37.806381698334]]]], ""type"": ""MultiPolygon""}",30447,Private,20210923,4,PL5214,85,2396,2971,1
"-37.825188494724564, 144.93659285166578","{""coordinates"": [[[[144.936145625252, -37.825057943851], [144.936416107977, -37.824850469227], [144.937019211413, -37.825323211951], [144.937080057395, -37.82532658599], [144.937083244447, -37.82540339544], [144.93708382258, -37.825417352988], [144.937062594703, -37.825417909244], [144.936994377444, -37.825399893579], [144.936946827895, -37.825437986451], [144.936599230862, -37.825430013398], [144.936496377912, -37.825345650028], [144.936145625252, -37.825057943851]]]], ""type"": ""MultiPolygon""}",22559,Council Major,20210923,2,Ingles Street between Rogers Street and Westgate Freeway,2512,3145,1387,1
"-37.8213956916666, 144.95208067859477","{""coordinates"": [[[[144.950212286322, -37.822317932462], [144.95019187066, -37.822308999667], [144.950172126239, -37.822298225744], [144.950154765408, -37.82228486099], [144.950151000666, -37.822280091323], [144.951311687266, -37.821948442879], [144.9515085066, -37.82187416646], [144.951687449336, -37.821754454262], [144.951693450127, -37.821710565183], [144.951695335638, -37.821696771285], [144.951763329423, -37.821633237484], [144.951823733513, -37.821565048534], [144.951876044242, -37.821492773034], [144.951824027246, -37.821426872849], [144.951856204897, -37.821387103724], [144.9518853385, -37.821345884541], [144.95191132456, -37.821303361737], [144.951947916471, -37.821234590551], [144.951973366771, -37.821162586228], [144.951990118263, -37.821088941706], [144.951998021341, -37.821014314697], [144.951997005423, -37.820939371687], [144.951988390423, -37.820864630492], [144.95195659957, -37.820775604812], [144.952227408089, -37.820697253938], [144.952245401359, -37.820728461414], [144.952265601537, -37.820758746366], [144.952289092266, -37.820787512107], [144.952315688421, -37.820814531942], [144.952345180408, -37.820839592937], [144.952377335808, -37.820862497594], [144.952411901216, -37.820883065409], [144.952448604233, -37.820901134294], [144.952487155612, -37.820916561852], [144.952527251544, -37.820929226505], [144.952568576045, -37.820939028445], [144.952610803448, -37.820945890428], [144.952653600974, -37.820949758376], [144.952696625649, -37.82095043921], [144.952696657718, -37.820975044402], [144.952696717134, -37.820999640933], [144.952696049892, -37.821024226293], [144.952693321012, -37.821088157651], [144.952665139721, -37.821270950978], [144.952656469306, -37.821319751049], [144.952645033682, -37.821366470251], [144.952629702386, -37.821412481875], [144.952610543438, -37.821457581755], [144.952587286233, -37.821504215355], [144.952561885085, -37.821550139752], [144.952534374279, -37.821595292948], [144.952551470339, -37.821639665731], [144.952467971129, -37.821663878196], [144.950212286322, -37.822317932462]]]], ""type"": ""MultiPolygon""}",22555,Arterial,20210923,1,Wurundjeri Way between Bourke Street and Flinders Street,7683,4100,117786,3
"-37.82313841400305, 144.95055068309412","{""coordinates"": [[[[144.951648202062, -37.823232376657], [144.950892950702, -37.823229803667], [144.949412562711, -37.823069425165], [144.949422180598, -37.823012872863], [144.94942565172, -37.822992459574], [144.950924108176, -37.82315425449], [144.9516487107, -37.823142281722], [144.951648202062, -37.823232376657]]]], ""type"": ""MultiPolygon""}",30867,Private,20210923,4,North Wharf,1743,4075,118696,1
"-37.81979235869452, 144.9675112730786","{""coordinates"": [[[[144.96828098035, -37.819694685799], [144.968302014351, -37.819740658161], [144.96832970528, -37.819801181322], [144.968233549046, -37.819809801797], [144.968172359645, -37.819741172129], [144.967889635838, -37.819758837665], [144.967888005321, -37.81974095543], [144.967356262962, -37.819771422326], [144.967357893352, -37.819789304564], [144.967325304936, -37.819791174243], [144.96724687815, -37.819795673412], [144.967204168321, -37.819908985228], [144.967047050938, -37.819933674569], [144.966885077116, -37.819803645317], [144.966908911604, -37.819800563019], [144.967315017883, -37.81975602833], [144.967425529682, -37.819744278819], [144.967460855412, -37.819740522442], [144.96828098035, -37.819694685799]]]], ""type"": ""MultiPolygon""}",22067,Council Major,20210923,2,Riverside Avenue between St Kilda Road and Southgate Avenue,777,3741,1033,1
"-37.79163036805375, 144.93405516290102","{""coordinates"": [[[[144.934142098871, -37.791549607185], [144.934107368025, -37.791727106128], [144.933971016923, -37.791712431197], [144.933999548765, -37.791534895644], [144.934142098871, -37.791549607185]]]], ""type"": ""MultiPolygon""}",23013,Council Major,20210923,2,Intersection of Smith Street and Lambeth Street,247,450,0,1
"-37.8220216590118, 144.9125875606671","{""coordinates"": [[[[144.911633907097, -37.82232305795], [144.911765784875, -37.822258400672], [144.911935247108, -37.822206344871], [144.914345119552, -37.821490439892], [144.911633907097, -37.82232305795]]]], ""type"": ""MultiPolygon""}",30830,Rail/Tram,20210923,9,Webb Dock Railway,340,3921,3081,1
"-37.795081213403016, 144.96748934258866","{""coordinates"": [[[[144.967499708822, -37.795252425254], [144.967466056661, -37.795248751616], [144.967491269003, -37.795103244416], [144.967453753296, -37.795009661956], [144.967470149596, -37.79490919132], [144.967503002731, -37.794912842154], [144.967488196833, -37.795006418287], [144.967526103792, -37.795100975355], [144.967499708822, -37.795252425254]]]], ""type"": ""MultiPolygon""}",20778,Council Minor,20210923,3,CL1053 between Lygon Street and Tibbits Lane,115,1962,1540,1
"-37.79768693160228, 144.9444482839382","{""coordinates"": [[[[144.944286093238, -37.797572509761], [144.944293971259, -37.797529218736], [144.944324888361, -37.797359119055], [144.944662696932, -37.79739836149], [144.944535089088, -37.798111599078], [144.944233685516, -37.797860902847], [144.944286093238, -37.797572509761]]]], ""type"": ""MultiPolygon""}",21215,Council Major,20210923,2,Dryburgh Street between Haines Street and Wood Street,2053,2921,585,1
