latitude,longitude,airtemperature
144.94110761135542,-37.80314653407534,31.9
144.94360768020056,-37.803122041135694,31.8
144.9397439498637,-37.788558603518275,31.6
144.91927256238566,-37.7881888407031,31.6
144.96031753538605,-37.78883988801414,31.4
