date,station name,Year,Month,day of week,Day,Rainfall amount (millimetres)
2018-10-26,Olympic Park,2018,10,Friday,26,0.0
2018-10-27,Olympic Park,2018,10,Saturday,27,0.0
2018-10-28,Olympic Park,2018,10,Sunday,28,0.0
2018-10-29,Olympic Park,2018,10,Monday,29,0.0
2018-10-30,Olympic Park,2018,10,Tuesday,30,0.0
2018-10-31,Olympic Park,2018,10,Wednesday,31,0.0
2018-11-01,Olympic Park,2018,11,Thursday,1,0.0
2018-11-02,Olympic Park,2018,11,Friday,2,0.0
2018-11-03,Olympic Park,2018,11,Saturday,3,0.2
2018-11-04,Olympic Park,2018,11,Sunday,4,0.0
2018-11-05,Olympic Park,2018,11,Monday,5,2.8
2018-11-06,Olympic Park,2018,11,Tuesday,6,4.4
2018-11-07,Olympic Park,2018,11,Wednesday,7,35.8
2018-11-08,Olympic Park,2018,11,Thursday,8,3.0
2018-11-09,Olympic Park,2018,11,Friday,9,0.0
2018-11-10,Olympic Park,2018,11,Saturday,10,0.0
2018-11-11,Olympic Park,2018,11,Sunday,11,0.2
2018-11-12,Olympic Park,2018,11,Monday,12,0.0
2018-11-13,Olympic Park,2018,11,Tuesday,13,0.0
2018-11-14,Olympic Park,2018,11,Wednesday,14,6.2
2018-11-15,Olympic Park,2018,11,Thursday,15,0.2
2018-11-16,Olympic Park,2018,11,Friday,16,0.0
2018-11-17,Olympic Park,2018,11,Saturday,17,0.0
2018-11-18,Olympic Park,2018,11,Sunday,18,0.0
2018-11-19,Olympic Park,2018,11,Monday,19,0.0
2018-11-20,Olympic Park,2018,11,Tuesday,20,0.0
2018-11-21,Olympic Park,2018,11,Wednesday,21,24.2
2018-11-22,Olympic Park,2018,11,Thursday,22,6.2
2018-11-23,Olympic Park,2018,11,Friday,23,6.0
2018-11-24,Olympic Park,2018,11,Saturday,24,7.0
2018-11-25,Olympic Park,2018,11,Sunday,25,0.8
2018-11-26,Olympic Park,2018,11,Monday,26,0.0
2018-11-27,Olympic Park,2018,11,Tuesday,27,0.2
2018-11-28,Olympic Park,2018,11,Wednesday,28,0.0
2018-11-29,Olympic Park,2018,11,Thursday,29,0.6
2018-11-30,Olympic Park,2018,11,Friday,30,0.0
2018-12-01,Olympic Park,2018,12,Saturday,1,0.0
2018-12-02,Olympic Park,2018,12,Sunday,2,10.4
2018-12-03,Olympic Park,2018,12,Monday,3,0.0
2018-12-04,Olympic Park,2018,12,Tuesday,4,0.0
2018-12-05,Olympic Park,2018,12,Wednesday,5,0.0
2018-12-06,Olympic Park,2018,12,Thursday,6,0.0
2018-12-07,Olympic Park,2018,12,Friday,7,0.0
2018-12-08,Olympic Park,2018,12,Saturday,8,0.0
2018-12-09,Olympic Park,2018,12,Sunday,9,1.2
2018-12-10,Olympic Park,2018,12,Monday,10,0.0
2018-12-11,Olympic Park,2018,12,Tuesday,11,0.0
2018-12-12,Olympic Park,2018,12,Wednesday,12,0.0
2018-12-13,Olympic Park,2018,12,Thursday,13,16.2
2018-12-14,Olympic Park,2018,12,Friday,14,16.6
2018-12-15,Olympic Park,2018,12,Saturday,15,41.2
2018-12-16,Olympic Park,2018,12,Sunday,16,3.8
2018-12-17,Olympic Park,2018,12,Monday,17,2.0
2018-12-18,Olympic Park,2018,12,Tuesday,18,0.0
2018-12-19,Olympic Park,2018,12,Wednesday,19,0.0
2018-12-20,Olympic Park,2018,12,Thursday,20,0.0
2018-12-21,Olympic Park,2018,12,Friday,21,1.0
2018-12-22,Olympic Park,2018,12,Saturday,22,9.8
2018-12-23,Olympic Park,2018,12,Sunday,23,0.0
2018-12-24,Olympic Park,2018,12,Monday,24,0.0
2018-12-25,Olympic Park,2018,12,Tuesday,25,0.0
2018-12-26,Olympic Park,2018,12,Wednesday,26,0.0
2018-12-27,Olympic Park,2018,12,Thursday,27,0.0
2018-12-28,Olympic Park,2018,12,Friday,28,0.0
2018-12-29,Olympic Park,2018,12,Saturday,29,1.2
2018-12-30,Olympic Park,2018,12,Sunday,30,0.6
2018-12-31,Olympic Park,2018,12,Monday,31,0.8
2019-01-01,Olympic Park,2019,1,Tuesday,1,0.0
2019-01-02,Olympic Park,2019,1,Wednesday,2,0.0
2019-01-03,Olympic Park,2019,1,Thursday,3,0.0
2019-01-04,Olympic Park,2019,1,Friday,4,0.0
2019-01-05,Olympic Park,2019,1,Saturday,5,0.4
2019-01-06,Olympic Park,2019,1,Sunday,6,1.4
2019-01-07,Olympic Park,2019,1,Monday,7,0.0
2019-01-08,Olympic Park,2019,1,Tuesday,8,0.0
2019-01-09,Olympic Park,2019,1,Wednesday,9,0.6
2019-01-10,Olympic Park,2019,1,Thursday,10,0.0
2019-01-11,Olympic Park,2019,1,Friday,11,0.0
2019-01-12,Olympic Park,2019,1,Saturday,12,0.0
2019-01-13,Olympic Park,2019,1,Sunday,13,0.0
2019-01-14,Olympic Park,2019,1,Monday,14,0.0
2019-01-15,Olympic Park,2019,1,Tuesday,15,0.0
2019-01-16,Olympic Park,2019,1,Wednesday,16,0.0
2019-01-17,Olympic Park,2019,1,Thursday,17,0.0
2019-01-18,Olympic Park,2019,1,Friday,18,0.2
2019-01-19,Olympic Park,2019,1,Saturday,19,2.0
2019-01-20,Olympic Park,2019,1,Sunday,20,0.0
2019-01-21,Olympic Park,2019,1,Monday,21,0.0
2019-01-22,Olympic Park,2019,1,Tuesday,22,0.0
2019-01-23,Olympic Park,2019,1,Wednesday,23,0.0
2019-01-24,Olympic Park,2019,1,Thursday,24,0.0
2019-01-25,Olympic Park,2019,1,Friday,25,0.0
2019-01-26,Olympic Park,2019,1,Saturday,26,0.0
2019-01-27,Olympic Park,2019,1,Sunday,27,0.0
2019-01-28,Olympic Park,2019,1,Monday,28,0.0
2019-01-29,Olympic Park,2019,1,Tuesday,29,0.0
2019-01-30,Olympic Park,2019,1,Wednesday,30,0.0
2019-01-31,Olympic Park,2019,1,Thursday,31,6.6
2019-02-01,Olympic Park,2019,2,Friday,1,0.0
2019-02-02,Olympic Park,2019,2,Saturday,2,0.0
2019-02-03,Olympic Park,2019,2,Sunday,3,0.0
2019-02-04,Olympic Park,2019,2,Monday,4,0.0
2019-02-05,Olympic Park,2019,2,Tuesday,5,0.0
2019-02-06,Olympic Park,2019,2,Wednesday,6,0.0
2019-02-07,Olympic Park,2019,2,Thursday,7,11.0
2019-02-08,Olympic Park,2019,2,Friday,8,0.0
2019-02-09,Olympic Park,2019,2,Saturday,9,0.0
2019-02-10,Olympic Park,2019,2,Sunday,10,4.8
2019-02-11,Olympic Park,2019,2,Monday,11,0.0
2019-02-12,Olympic Park,2019,2,Tuesday,12,0.0
2019-02-13,Olympic Park,2019,2,Wednesday,13,2.8
2019-02-14,Olympic Park,2019,2,Thursday,14,0.0
2019-02-15,Olympic Park,2019,2,Friday,15,0.0
2019-02-16,Olympic Park,2019,2,Saturday,16,0.0
2019-02-17,Olympic Park,2019,2,Sunday,17,0.0
2019-02-18,Olympic Park,2019,2,Monday,18,0.0
2019-02-19,Olympic Park,2019,2,Tuesday,19,0.0
2019-02-20,Olympic Park,2019,2,Wednesday,20,0.0
2019-02-21,Olympic Park,2019,2,Thursday,21,0.0
2019-02-22,Olympic Park,2019,2,Friday,22,0.0
2019-02-23,Olympic Park,2019,2,Saturday,23,0.0
2019-02-24,Olympic Park,2019,2,Sunday,24,0.0
2019-02-25,Olympic Park,2019,2,Monday,25,0.0
2019-02-26,Olympic Park,2019,2,Tuesday,26,0.0
2019-02-27,Olympic Park,2019,2,Wednesday,27,0.0
2019-02-28,Olympic Park,2019,2,Thursday,28,0.0
2019-03-01,Olympic Park,2019,3,Friday,1,0.0
2019-03-02,Olympic Park,2019,3,Saturday,2,0.0
2019-03-03,Olympic Park,2019,3,Sunday,3,0.0
2019-03-04,Olympic Park,2019,3,Monday,4,0.0
2019-03-05,Olympic Park,2019,3,Tuesday,5,0.0
2019-03-06,Olympic Park,2019,3,Wednesday,6,1.6
2019-03-07,Olympic Park,2019,3,Thursday,7,2.0
2019-03-08,Olympic Park,2019,3,Friday,8,0.0
2019-03-09,Olympic Park,2019,3,Saturday,9,0.0
2019-03-10,Olympic Park,2019,3,Sunday,10,0.0
2019-03-11,Olympic Park,2019,3,Monday,11,0.2
2019-03-12,Olympic Park,2019,3,Tuesday,12,0.0
2019-03-13,Olympic Park,2019,3,Wednesday,13,0.0
2019-03-14,Olympic Park,2019,3,Thursday,14,0.2
2019-03-15,Olympic Park,2019,3,Friday,15,0.0
2019-03-16,Olympic Park,2019,3,Saturday,16,0.0
2019-03-17,Olympic Park,2019,3,Sunday,17,0.0
2019-03-18,Olympic Park,2019,3,Monday,18,0.0
2019-03-19,Olympic Park,2019,3,Tuesday,19,0.0
2019-03-20,Olympic Park,2019,3,Wednesday,20,0.0
2019-03-21,Olympic Park,2019,3,Thursday,21,0.0
2019-03-22,Olympic Park,2019,3,Friday,22,0.0
2019-03-23,Olympic Park,2019,3,Saturday,23,1.8
2019-03-24,Olympic Park,2019,3,Sunday,24,2.0
2019-03-25,Olympic Park,2019,3,Monday,25,0.2
2019-03-26,Olympic Park,2019,3,Tuesday,26,0.0
2019-03-27,Olympic Park,2019,3,Wednesday,27,0.0
2019-03-28,Olympic Park,2019,3,Thursday,28,0.0
2019-03-29,Olympic Park,2019,3,Friday,29,0.0
2019-03-30,Olympic Park,2019,3,Saturday,30,1.8
2019-03-31,Olympic Park,2019,3,Sunday,31,2.2
2019-04-01,Olympic Park,2019,4,Monday,1,0.2
2019-04-02,Olympic Park,2019,4,Tuesday,2,0.0
2019-04-03,Olympic Park,2019,4,Wednesday,3,0.0
2019-04-04,Olympic Park,2019,4,Thursday,4,0.0
2019-04-05,Olympic Park,2019,4,Friday,5,0.0
2019-04-06,Olympic Park,2019,4,Saturday,6,0.0
2019-04-07,Olympic Park,2019,4,Sunday,7,0.0
2019-04-08,Olympic Park,2019,4,Monday,8,0.0
2019-04-09,Olympic Park,2019,4,Tuesday,9,1.6
2019-04-10,Olympic Park,2019,4,Wednesday,10,1.4
2019-04-11,Olympic Park,2019,4,Thursday,11,0.0
2019-04-12,Olympic Park,2019,4,Friday,12,0.2
2019-04-13,Olympic Park,2019,4,Saturday,13,0.0
2019-04-14,Olympic Park,2019,4,Sunday,14,0.0
2019-04-15,Olympic Park,2019,4,Monday,15,0.0
2019-04-16,Olympic Park,2019,4,Tuesday,16,0.0
2019-04-17,Olympic Park,2019,4,Wednesday,17,0.0
2019-04-18,Olympic Park,2019,4,Thursday,18,0.0
2019-04-19,Olympic Park,2019,4,Friday,19,0.0
2019-04-20,Olympic Park,2019,4,Saturday,20,0.0
2019-04-21,Olympic Park,2019,4,Sunday,21,0.0
2019-04-22,Olympic Park,2019,4,Monday,22,0.8
2019-04-23,Olympic Park,2019,4,Tuesday,23,0.0
2019-04-24,Olympic Park,2019,4,Wednesday,24,0.0
2019-04-25,Olympic Park,2019,4,Thursday,25,0.0
2019-04-26,Olympic Park,2019,4,Friday,26,3.0
2019-04-27,Olympic Park,2019,4,Saturday,27,0.0
2019-04-28,Olympic Park,2019,4,Sunday,28,0.0
2019-04-29,Olympic Park,2019,4,Monday,29,0.0
2019-04-30,Olympic Park,2019,4,Tuesday,30,0.0
2019-05-01,Olympic Park,2019,5,Wednesday,1,0.0
2019-05-02,Olympic Park,2019,5,Thursday,2,3.6
2019-05-03,Olympic Park,2019,5,Friday,3,0.2
2019-05-04,Olympic Park,2019,5,Saturday,4,0.2
2019-05-05,Olympic Park,2019,5,Sunday,5,2.0
2019-05-06,Olympic Park,2019,5,Monday,6,0.2
2019-05-07,Olympic Park,2019,5,Tuesday,7,0.0
2019-05-08,Olympic Park,2019,5,Wednesday,8,5.2
2019-05-09,Olympic Park,2019,5,Thursday,9,0.6
2019-05-10,Olympic Park,2019,5,Friday,10,7.2
2019-05-11,Olympic Park,2019,5,Saturday,11,8.2
2019-05-12,Olympic Park,2019,5,Sunday,12,0.0
2019-05-13,Olympic Park,2019,5,Monday,13,0.0
2019-05-14,Olympic Park,2019,5,Tuesday,14,0.0
2019-05-15,Olympic Park,2019,5,Wednesday,15,0.0
2019-05-16,Olympic Park,2019,5,Thursday,16,0.0
2019-05-17,Olympic Park,2019,5,Friday,17,0.0
2019-05-18,Olympic Park,2019,5,Saturday,18,0.0
2019-05-19,Olympic Park,2019,5,Sunday,19,0.2
2019-05-20,Olympic Park,2019,5,Monday,20,0.4
2019-05-21,Olympic Park,2019,5,Tuesday,21,0.4
2019-05-22,Olympic Park,2019,5,Wednesday,22,0.0
2019-05-23,Olympic Park,2019,5,Thursday,23,0.0
2019-05-24,Olympic Park,2019,5,Friday,24,0.0
2019-05-25,Olympic Park,2019,5,Saturday,25,1.6
2019-05-26,Olympic Park,2019,5,Sunday,26,6.6
2019-05-27,Olympic Park,2019,5,Monday,27,8.2
2019-05-28,Olympic Park,2019,5,Tuesday,28,0.2
2019-05-29,Olympic Park,2019,5,Wednesday,29,1.2
2019-05-30,Olympic Park,2019,5,Thursday,30,5.8
2019-05-31,Olympic Park,2019,5,Friday,31,1.4
2019-06-01,Olympic Park,2019,6,Saturday,1,2.4
2019-06-02,Olympic Park,2019,6,Sunday,2,0.0
2019-06-03,Olympic Park,2019,6,Monday,3,15.4
2019-06-04,Olympic Park,2019,6,Tuesday,4,3.2
2019-06-05,Olympic Park,2019,6,Wednesday,5,0.0
2019-06-06,Olympic Park,2019,6,Thursday,6,0.0
2019-06-07,Olympic Park,2019,6,Friday,7,0.0
2019-06-08,Olympic Park,2019,6,Saturday,8,0.0
2019-06-09,Olympic Park,2019,6,Sunday,9,0.0
2019-06-10,Olympic Park,2019,6,Monday,10,3.0
2019-06-11,Olympic Park,2019,6,Tuesday,11,0.0
2019-06-12,Olympic Park,2019,6,Wednesday,12,0.6
2019-06-13,Olympic Park,2019,6,Thursday,13,2.6
2019-06-14,Olympic Park,2019,6,Friday,14,2.2
2019-06-15,Olympic Park,2019,6,Saturday,15,2.6
2019-06-16,Olympic Park,2019,6,Sunday,16,0.0
2019-06-17,Olympic Park,2019,6,Monday,17,3.4
2019-06-18,Olympic Park,2019,6,Tuesday,18,0.0
2019-06-19,Olympic Park,2019,6,Wednesday,19,0.8
2019-06-20,Olympic Park,2019,6,Thursday,20,1.6
2019-06-21,Olympic Park,2019,6,Friday,21,3.0
2019-06-22,Olympic Park,2019,6,Saturday,22,0.4
2019-06-23,Olympic Park,2019,6,Sunday,23,1.2
2019-06-24,Olympic Park,2019,6,Monday,24,0.0
2019-06-25,Olympic Park,2019,6,Tuesday,25,0.0
2019-06-26,Olympic Park,2019,6,Wednesday,26,0.2
2019-06-27,Olympic Park,2019,6,Thursday,27,0.0
2019-06-28,Olympic Park,2019,6,Friday,28,0.0
2019-06-29,Olympic Park,2019,6,Saturday,29,0.8
2019-06-30,Olympic Park,2019,6,Sunday,30,6.4
2019-07-01,Olympic Park,2019,7,Monday,1,0.0
2019-07-02,Olympic Park,2019,7,Tuesday,2,0.0
2019-07-03,Olympic Park,2019,7,Wednesday,3,0.0
2019-07-04,Olympic Park,2019,7,Thursday,4,0.0
2019-07-05,Olympic Park,2019,7,Friday,5,0.0
2019-07-06,Olympic Park,2019,7,Saturday,6,0.0
2019-07-07,Olympic Park,2019,7,Sunday,7,0.2
2019-07-08,Olympic Park,2019,7,Monday,8,5.2
2019-07-09,Olympic Park,2019,7,Tuesday,9,0.2
2019-07-10,Olympic Park,2019,7,Wednesday,10,0.2
2019-07-11,Olympic Park,2019,7,Thursday,11,6.4
2019-07-12,Olympic Park,2019,7,Friday,12,2.4
2019-07-13,Olympic Park,2019,7,Saturday,13,4.4
2019-07-14,Olympic Park,2019,7,Sunday,14,0.8
2019-07-15,Olympic Park,2019,7,Monday,15,4.4
2019-07-16,Olympic Park,2019,7,Tuesday,16,1.8
2019-07-17,Olympic Park,2019,7,Wednesday,17,0.0
2019-07-18,Olympic Park,2019,7,Thursday,18,0.4
2019-07-19,Olympic Park,2019,7,Friday,19,1.6
2019-07-20,Olympic Park,2019,7,Saturday,20,0.0
2019-07-21,Olympic Park,2019,7,Sunday,21,0.0
2019-07-22,Olympic Park,2019,7,Monday,22,0.0
2019-07-23,Olympic Park,2019,7,Tuesday,23,1.6
2019-07-24,Olympic Park,2019,7,Wednesday,24,8.0
2019-07-25,Olympic Park,2019,7,Thursday,25,0.0
2019-07-26,Olympic Park,2019,7,Friday,26,0.0
2019-07-27,Olympic Park,2019,7,Saturday,27,6.8
2019-07-28,Olympic Park,2019,7,Sunday,28,0.0
2019-07-29,Olympic Park,2019,7,Monday,29,0.0
2019-07-30,Olympic Park,2019,7,Tuesday,30,0.8
2019-07-31,Olympic Park,2019,7,Wednesday,31,0.0
2019-08-01,Olympic Park,2019,8,Thursday,1,0.0
2019-08-02,Olympic Park,2019,8,Friday,2,0.4
2019-08-03,Olympic Park,2019,8,Saturday,3,0.0
2019-08-04,Olympic Park,2019,8,Sunday,4,1.0
2019-08-05,Olympic Park,2019,8,Monday,5,0.0
2019-08-06,Olympic Park,2019,8,Tuesday,6,0.4
2019-08-07,Olympic Park,2019,8,Wednesday,7,0.0
2019-08-08,Olympic Park,2019,8,Thursday,8,10.8
2019-08-09,Olympic Park,2019,8,Friday,9,2.0
2019-08-10,Olympic Park,2019,8,Saturday,10,4.2
2019-08-11,Olympic Park,2019,8,Sunday,11,6.0
2019-08-12,Olympic Park,2019,8,Monday,12,8.8
2019-08-13,Olympic Park,2019,8,Tuesday,13,0.0
2019-08-14,Olympic Park,2019,8,Wednesday,14,0.2
2019-08-15,Olympic Park,2019,8,Thursday,15,0.0
2019-08-16,Olympic Park,2019,8,Friday,16,0.0
2019-08-17,Olympic Park,2019,8,Saturday,17,3.8
2019-08-18,Olympic Park,2019,8,Sunday,18,0.0
2019-08-19,Olympic Park,2019,8,Monday,19,4.0
2019-08-20,Olympic Park,2019,8,Tuesday,20,0.4
2019-08-21,Olympic Park,2019,8,Wednesday,21,0.2
2019-08-22,Olympic Park,2019,8,Thursday,22,1.6
2019-08-23,Olympic Park,2019,8,Friday,23,0.0
2019-08-24,Olympic Park,2019,8,Saturday,24,0.0
2019-08-25,Olympic Park,2019,8,Sunday,25,1.2
2019-08-26,Olympic Park,2019,8,Monday,26,0.0
2019-08-27,Olympic Park,2019,8,Tuesday,27,0.0
2019-08-28,Olympic Park,2019,8,Wednesday,28,0.0
2019-08-29,Olympic Park,2019,8,Thursday,29,6.2
2019-08-30,Olympic Park,2019,8,Friday,30,0.2
2019-08-31,Olympic Park,2019,8,Saturday,31,0.0
2019-09-01,Olympic Park,2019,9,Sunday,1,0.0
2019-09-02,Olympic Park,2019,9,Monday,2,2.4
2019-09-03,Olympic Park,2019,9,Tuesday,3,0.6
2019-09-04,Olympic Park,2019,9,Wednesday,4,0.0
2019-09-05,Olympic Park,2019,9,Thursday,5,3.4
2019-09-06,Olympic Park,2019,9,Friday,6,2.0
2019-09-07,Olympic Park,2019,9,Saturday,7,1.0
2019-09-08,Olympic Park,2019,9,Sunday,8,0.6
2019-09-09,Olympic Park,2019,9,Monday,9,5.6
2019-09-10,Olympic Park,2019,9,Tuesday,10,2.6
2019-09-11,Olympic Park,2019,9,Wednesday,11,0.0
2019-09-12,Olympic Park,2019,9,Thursday,12,0.0
2019-09-13,Olympic Park,2019,9,Friday,13,0.0
2019-09-14,Olympic Park,2019,9,Saturday,14,0.0
2019-09-15,Olympic Park,2019,9,Sunday,15,1.6
2019-09-16,Olympic Park,2019,9,Monday,16,13.0
2019-09-17,Olympic Park,2019,9,Tuesday,17,0.0
2019-09-18,Olympic Park,2019,9,Wednesday,18,0.0
2019-09-19,Olympic Park,2019,9,Thursday,19,0.0
2019-09-20,Olympic Park,2019,9,Friday,20,0.0
2019-09-21,Olympic Park,2019,9,Saturday,21,0.0
2019-09-22,Olympic Park,2019,9,Sunday,22,4.6
2019-09-23,Olympic Park,2019,9,Monday,23,2.0
2019-09-24,Olympic Park,2019,9,Tuesday,24,1.4
2019-09-25,Olympic Park,2019,9,Wednesday,25,0.0
2019-09-26,Olympic Park,2019,9,Thursday,26,0.0
2019-09-27,Olympic Park,2019,9,Friday,27,0.0
2019-09-28,Olympic Park,2019,9,Saturday,28,0.2
2019-09-29,Olympic Park,2019,9,Sunday,29,0.0
2019-09-30,Olympic Park,2019,9,Monday,30,0.0
2019-10-01,Olympic Park,2019,10,Tuesday,1,0.0
2019-10-02,Olympic Park,2019,10,Wednesday,2,0.0
2019-10-03,Olympic Park,2019,10,Thursday,3,0.0
2019-10-04,Olympic Park,2019,10,Friday,4,0.0
2019-10-05,Olympic Park,2019,10,Saturday,5,1.8
2019-10-06,Olympic Park,2019,10,Sunday,6,0.0
2019-10-07,Olympic Park,2019,10,Monday,7,0.0
2019-10-08,Olympic Park,2019,10,Tuesday,8,2.6
2019-10-09,Olympic Park,2019,10,Wednesday,9,5.8
2019-10-10,Olympic Park,2019,10,Thursday,10,0.2
2019-10-11,Olympic Park,2019,10,Friday,11,0.0
2019-10-12,Olympic Park,2019,10,Saturday,12,0.0
2019-10-13,Olympic Park,2019,10,Sunday,13,0.0
2019-10-14,Olympic Park,2019,10,Monday,14,0.2
2019-10-15,Olympic Park,2019,10,Tuesday,15,0.0
2019-10-16,Olympic Park,2019,10,Wednesday,16,0.0
2019-10-17,Olympic Park,2019,10,Thursday,17,4.4
2019-10-18,Olympic Park,2019,10,Friday,18,0.8
2019-10-19,Olympic Park,2019,10,Saturday,19,0.8
2019-10-20,Olympic Park,2019,10,Sunday,20,0.8
2019-10-21,Olympic Park,2019,10,Monday,21,0.0
2019-10-22,Olympic Park,2019,10,Tuesday,22,0.0
2019-10-23,Olympic Park,2019,10,Wednesday,23,0.0
2019-10-24,Olympic Park,2019,10,Thursday,24,0.2
2019-10-25,Olympic Park,2019,10,Friday,25,0.0
2019-10-26,Olympic Park,2019,10,Saturday,26,3.8
2019-10-27,Olympic Park,2019,10,Sunday,27,1.2
2019-10-28,Olympic Park,2019,10,Monday,28,1.4
2019-10-29,Olympic Park,2019,10,Tuesday,29,0.0
2019-10-30,Olympic Park,2019,10,Wednesday,30,0.0
2019-10-31,Olympic Park,2019,10,Thursday,31,0.0
2019-11-01,Olympic Park,2019,11,Friday,1,0.0
2019-11-02,Olympic Park,2019,11,Saturday,2,4.2
2019-11-03,Olympic Park,2019,11,Sunday,3,12.4
2019-11-04,Olympic Park,2019,11,Monday,4,1.2
2019-11-05,Olympic Park,2019,11,Tuesday,5,10.2
2019-11-06,Olympic Park,2019,11,Wednesday,6,0.0
2019-11-07,Olympic Park,2019,11,Thursday,7,0.0
2019-11-08,Olympic Park,2019,11,Friday,8,6.8
2019-11-09,Olympic Park,2019,11,Saturday,9,6.4
2019-11-10,Olympic Park,2019,11,Sunday,10,0.2
2019-11-11,Olympic Park,2019,11,Monday,11,0.0
2019-11-12,Olympic Park,2019,11,Tuesday,12,0.6
2019-11-13,Olympic Park,2019,11,Wednesday,13,1.6
2019-11-14,Olympic Park,2019,11,Thursday,14,0.8
2019-11-15,Olympic Park,2019,11,Friday,15,0.0
2019-11-16,Olympic Park,2019,11,Saturday,16,0.0
2019-11-17,Olympic Park,2019,11,Sunday,17,0.0
2019-11-18,Olympic Park,2019,11,Monday,18,0.0
2019-11-19,Olympic Park,2019,11,Tuesday,19,0.0
2019-11-20,Olympic Park,2019,11,Wednesday,20,0.0
2019-11-21,Olympic Park,2019,11,Thursday,21,0.0
2019-11-22,Olympic Park,2019,11,Friday,22,0.0
2019-11-23,Olympic Park,2019,11,Saturday,23,0.0
2019-11-24,Olympic Park,2019,11,Sunday,24,0.0
2019-11-25,Olympic Park,2019,11,Monday,25,0.0
2019-11-26,Olympic Park,2019,11,Tuesday,26,2.0
2019-11-27,Olympic Park,2019,11,Wednesday,27,0.0
2019-11-28,Olympic Park,2019,11,Thursday,28,0.0
2019-11-29,Olympic Park,2019,11,Friday,29,0.0
2019-11-30,Olympic Park,2019,11,Saturday,30,8.0
2019-12-01,Olympic Park,2019,12,Sunday,1,0.0
2019-12-02,Olympic Park,2019,12,Monday,2,3.4
2019-12-03,Olympic Park,2019,12,Tuesday,3,0.4
2019-12-04,Olympic Park,2019,12,Wednesday,4,0.0
2019-12-05,Olympic Park,2019,12,Thursday,5,0.0
2019-12-06,Olympic Park,2019,12,Friday,6,0.0
2019-12-07,Olympic Park,2019,12,Saturday,7,0.0
2019-12-08,Olympic Park,2019,12,Sunday,8,0.0
2019-12-09,Olympic Park,2019,12,Monday,9,0.0
2019-12-10,Olympic Park,2019,12,Tuesday,10,0.0
2019-12-11,Olympic Park,2019,12,Wednesday,11,0.0
2019-12-12,Olympic Park,2019,12,Thursday,12,0.0
2019-12-13,Olympic Park,2019,12,Friday,13,0.0
2019-12-14,Olympic Park,2019,12,Saturday,14,0.0
2019-12-15,Olympic Park,2019,12,Sunday,15,0.0
2019-12-16,Olympic Park,2019,12,Monday,16,0.0
2019-12-17,Olympic Park,2019,12,Tuesday,17,0.0
2019-12-18,Olympic Park,2019,12,Wednesday,18,0.0
2019-12-19,Olympic Park,2019,12,Thursday,19,0.0
2019-12-20,Olympic Park,2019,12,Friday,20,0.0
2019-12-21,Olympic Park,2019,12,Saturday,21,0.0
2019-12-22,Olympic Park,2019,12,Sunday,22,0.0
2019-12-23,Olympic Park,2019,12,Monday,23,0.0
2019-12-24,Olympic Park,2019,12,Tuesday,24,0.0
2019-12-25,Olympic Park,2019,12,Wednesday,25,0.0
2019-12-26,Olympic Park,2019,12,Thursday,26,0.0
2019-12-27,Olympic Park,2019,12,Friday,27,0.0
2019-12-28,Olympic Park,2019,12,Saturday,28,0.0
2019-12-29,Olympic Park,2019,12,Sunday,29,0.0
2019-12-30,Olympic Park,2019,12,Monday,30,0.0
2019-12-31,Olympic Park,2019,12,Tuesday,31,2.4
2020-01-01,Olympic Park,2020,1,Wednesday,1,0.0
2020-01-02,Olympic Park,2020,1,Thursday,2,0.0
2020-01-03,Olympic Park,2020,1,Friday,3,0.0
2020-01-04,Olympic Park,2020,1,Saturday,4,0.0
2020-01-05,Olympic Park,2020,1,Sunday,5,2.2
2020-01-06,Olympic Park,2020,1,Monday,6,8.2
2020-01-07,Olympic Park,2020,1,Tuesday,7,1.2
2020-01-08,Olympic Park,2020,1,Wednesday,8,0.0
2020-01-09,Olympic Park,2020,1,Thursday,9,0.0
2020-01-10,Olympic Park,2020,1,Friday,10,0.0
2020-01-11,Olympic Park,2020,1,Saturday,11,15.6
2020-01-12,Olympic Park,2020,1,Sunday,12,0.0
2020-01-13,Olympic Park,2020,1,Monday,13,0.0
2020-01-14,Olympic Park,2020,1,Tuesday,14,0.0
2020-01-15,Olympic Park,2020,1,Wednesday,15,0.0
2020-01-16,Olympic Park,2020,1,Thursday,16,19.6
2020-01-17,Olympic Park,2020,1,Friday,17,0.0
2020-01-18,Olympic Park,2020,1,Saturday,18,0.0
2020-01-19,Olympic Park,2020,1,Sunday,19,0.0
2020-01-20,Olympic Park,2020,1,Monday,20,0.4
2020-01-21,Olympic Park,2020,1,Tuesday,21,44.0
2020-01-22,Olympic Park,2020,1,Wednesday,22,0.0
2020-01-23,Olympic Park,2020,1,Thursday,23,22.8
2020-01-24,Olympic Park,2020,1,Friday,24,1.2
2020-01-25,Olympic Park,2020,1,Saturday,25,0.0
2020-01-26,Olympic Park,2020,1,Sunday,26,0.0
2020-01-27,Olympic Park,2020,1,Monday,27,0.0
2020-01-28,Olympic Park,2020,1,Tuesday,28,0.0
2020-01-29,Olympic Park,2020,1,Wednesday,29,0.0
2020-01-30,Olympic Park,2020,1,Thursday,30,0.0
2020-01-31,Olympic Park,2020,1,Friday,31,0.0
2020-02-01,Olympic Park,2020,2,Saturday,1,0.8
2020-02-02,Olympic Park,2020,2,Sunday,2,14.8
