timestamp,temperature,top_p,freq_penalty,pres_penalty,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore_F1
2025-04-01 14:01:09,0.3,1.0,0.0,0.0,0.0915,0.4362,0.1386,0.2213,0.6442
2025-04-01 14:07:17,0.5,0.95,0.5,0.0,0.0887,0.4331,0.1351,0.2142,0.6422
2025-04-01 14:12:13,0.7,0.9,0.0,0.5,0.0835,0.228,0.069,0.1123,0.3392
2025-04-01 14:18:49,0.9,0.85,0.5,0.5,0.0793,0.4277,0.1245,0.207,0.6362
