date,road_name,location,suburb,speed_limit,direction,time,vehicle_class_1,vehicle_class_2,vehicle_class_3,vehicle_class_4,vehicle_class_5,vehicle_class_6,vehicle_class_7,vehicle_class_8,vehicle_class_9,vehicle_class_10,vehicle_class_11,vehicle_class_12,vehicle_class_13,motorcycle,bike,average_speed,85th_percentile_speed,maximum_speed,road_segment,road_segment_1,road_segment_2
2014-10-11,Collett Street,South of Parsons Street,Kensington,50,S,3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,22984,,
2014-10-11,Collett Street,South of Parsons Street,Kensington,50,S,20:00,7,0,0,0,0,0,0,0,0,0,0,0,0,,,28.1,31.0,,22984,,
2014-11-11,Collett Street,South of Parsons Street,Kensington,50,S,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,22984,,
2014-11-11,Collett Street,South of Parsons Street,Kensington,50,S,11:00,4,0,2,0,0,0,0,0,0,0,0,0,0,,,19.5,22.2,,22984,,
2014-12-11,Collett Street,South of Parsons Street,Kensington,50,S,6:00,3,0,0,0,0,0,0,0,0,0,0,0,0,,,33.0,38.8,,22984,,
2014-12-11,Collett Street,South of Parsons Street,Kensington,50,S,7:00,8,0,1,0,0,0,0,0,0,0,0,0,0,,,30.2,36.0,,22984,,
2014-12-11,Collett Street,South of Parsons Street,Kensington,50,S,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,22984,,
2014-11-13,Collett Street,South of Parsons Street,Kensington,50,S,19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,,,26.5,33.2,,22984,,
2014-11-24,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,12:00,31,0,1,0,0,0,0,0,0,2,0,0,0,,,24.7,30.0,,22262,22263,22264
2014-11-24,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,20:00,11,0,0,0,0,0,0,0,0,0,0,0,0,,,27.4,32.4,,22262,22263,22264
2014-11-25,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,3:00,1,0,0,0,0,0,0,0,0,0,0,0,0,,,31.3,31.0,,22262,22263,22264
2014-11-25,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,5:00,16,0,1,0,0,0,0,0,0,0,0,0,0,,,26.9,31.5,,22262,22263,22264
2014-11-25,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,12:00,47,1,1,0,0,0,0,0,0,0,0,0,0,,,27.8,32.7,,22262,22263,22264
2014-11-26,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,9:00,43,1,1,2,0,1,0,0,0,0,0,0,1,,,27.6,31.0,,22262,22263,22264
2014-11-26,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,13:00,39,0,0,0,0,0,0,0,0,0,0,0,0,,,26.7,32.2,,22262,22263,22264
2014-11-26,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,15:00,54,0,0,0,1,0,0,0,0,1,0,0,0,,,26.5,30.0,,22262,22263,22264
2014-11-27,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,6:00,28,0,0,0,0,0,0,0,0,0,0,0,0,,,26.7,30.8,,22262,22263,22264
2014-11-27,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,13:00,36,0,1,1,1,0,0,0,1,0,0,0,0,,,25.1,31.0,,22262,22263,22264
2014-11-28,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,17:00,25,0,0,0,0,0,0,0,0,0,0,0,2,,,18.0,23.9,,22262,22263,22264
2014-11-28,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,23:00,5,0,0,0,0,0,0,0,0,0,0,0,0,,,24.3,28.8,,22262,22263,22264
2014-11-29,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,5:00,0,0,1,0,0,0,0,0,0,0,0,0,0,,,18.9,18.0,,22262,22263,22264
2014-11-29,Domain St,Between Toorak Road and Domain Road,South Yarra,40,N,8:00,31,0,1,0,0,0,0,2,0,0,0,0,0,,,28.1,32.9,,22262,22263,22264
2014-11-24,Domain St,Between Toorak Road and Domain Road,South Yarra,40,S,1:00,1,0,0,0,0,0,0,0,0,0,0,0,0,,,26.1,26.0,,22262,22263,22264
2014-11-24,Domain St,Between Toorak Road and Domain Road,South Yarra,40,S,3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,22262,22263,22264
2014-11-24,Domain St,Between Toorak Road and Domain Road,South Yarra,40,S,9:00,20,0,1,0,0,0,0,0,0,0,0,0,0,,,26.3,28.0,,22262,22263,22264
2014-11-24,Domain St,Between Toorak Road and Domain Road,South Yarra,40,S,12:00,23,0,2,1,0,0,0,0,0,0,0,0,0,,,25.6,30.0,,22262,22263,22264
2014-11-26,Domain St,Between Toorak Road and Domain Road,South Yarra,40,S,15:00,25,0,0,0,0,0,0,0,0,0,0,0,0,,,25.5,31.0,,22262,22263,22264
2014-11-27,Domain St,Between Toorak Road and Domain Road,South Yarra,40,S,10:00,19,0,3,0,0,1,0,0,0,0,0,0,0,,,26.5,30.1,,22262,22263,22264
2014-11-27,Domain St,Between Toorak Road and Domain Road,South Yarra,40,S,22:00,5,0,0,0,0,0,0,0,0,0,0,0,0,,,26.5,33.5,,22262,22263,22264
2014-11-28,Domain St,Between Toorak Road and Domain Road,South Yarra,40,S,5:00,3,0,0,0,0,0,0,0,0,0,0,0,0,,,28.9,30.4,,22262,22263,22264
2014-11-28,Domain St,Between Toorak Road and Domain Road,South Yarra,40,S,14:00,13,0,2,0,0,1,0,1,0,0,0,0,0,,,21.3,24.0,,22262,22263,22264
2014-11-28,Domain St,Between Toorak Road and Domain Road,South Yarra,40,S,15:00,17,0,1,0,0,0,1,0,1,0,0,0,1,,,24.3,31.1,,22262,22263,22264
2014-11-30,Domain St,Between Toorak Road and Domain Road,South Yarra,40,S,8:00,15,0,0,0,0,0,0,0,0,0,0,0,0,,,27.1,30.0,,22262,22263,22264
2014-11-30,Domain St,Between Toorak Road and Domain Road,South Yarra,40,S,17:00,12,0,0,0,0,0,0,0,0,0,0,0,0,,,28.0,31.4,,22262,22263,22264
2014-04-12,Eastwood Street,North of Robertson Street,Kensington,40,N,5:00,5,0,1,0,0,0,0,0,0,0,0,0,0,,,23.4,28.2,,22999,,
2014-05-12,Eastwood Street,North of Robertson Street,Kensington,40,N,5:00,4,0,0,0,0,0,0,0,0,0,0,0,0,,,28.2,33.4,,22999,,
2014-06-12,Eastwood Street,North of Robertson Street,Kensington,40,N,10:00,75,1,1,0,0,0,0,0,0,0,0,0,0,,,30.0,34.0,,22999,,
2014-06-12,Eastwood Street,North of Robertson Street,Kensington,40,N,17:00,77,0,1,0,0,0,0,0,0,0,0,0,0,,,30.5,34.0,,22999,,
2014-08-12,Eastwood Street,North of Robertson Street,Kensington,40,S,22:00,23,0,1,0,0,0,0,0,0,0,0,0,0,,,25.7,30.4,,22999,,
2014-09-12,Eastwood Street,North of Robertson Street,Kensington,40,S,7:00,147,1,1,0,1,0,0,0,0,0,1,0,1,,,28.7,33.0,,22999,,
2014-09-12,Eastwood Street,North of Robertson Street,Kensington,40,S,9:00,83,0,2,1,0,0,0,0,0,0,0,0,0,,,28.4,32.1,,22999,,
2014-09-12,Eastwood Street,North of Robertson Street,Kensington,40,S,12:00,55,1,1,0,0,0,0,0,0,0,0,0,0,,,26.1,31.5,,22999,,
2014-09-12,Eastwood Street,North of Robertson Street,Kensington,40,S,22:00,18,0,0,0,0,0,0,0,0,0,0,0,0,,,25.7,30.3,,22999,,
2014-10-12,Eastwood Street,North of Robertson Street,Kensington,40,S,4:00,3,0,0,0,0,0,0,0,0,0,0,0,0,,,20.4,21.4,,22999,,
2014-10-12,Eastwood Street,North of Robertson Street,Kensington,40,S,13:00,57,0,0,0,0,0,0,0,0,0,0,0,0,,,25.3,30.0,,22999,,
2014-10-12,Eastwood Street,North of Robertson Street,Kensington,40,S,18:00,60,0,0,0,0,0,0,0,0,0,0,0,0,,,26.8,31.0,,22999,,
2014-10-12,Eastwood Street,North of Robertson Street,Kensington,40,S,21:00,23,0,0,0,0,0,0,0,0,0,0,0,0,,,24.5,27.0,,22999,,
2014-04-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,N,1:00,76,0,1,0,0,0,0,0,0,0,0,0,0,,,30.1,38.5,,20166,,
2014-04-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,N,2:00,67,0,2,1,0,0,0,0,0,0,0,0,0,,,30.7,38.0,,20166,,
2014-04-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,N,18:00,340,4,4,1,8,0,0,0,0,0,0,0,1,,,22.6,30.0,,20166,,
2014-06-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,N,14:00,303,2,26,1,1,0,0,0,1,0,0,0,0,,,22.9,29.0,,20166,,
2014-07-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,N,4:00,75,0,4,0,0,0,0,0,0,0,0,0,0,,,31.2,39.0,,20166,,
2014-08-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,N,3:00,203,0,8,1,0,1,0,1,0,0,0,0,0,,,27.7,36.9,,20166,,
2014-08-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,N,14:00,152,0,15,1,1,0,0,0,0,0,0,0,0,,,12.8,19.0,,20166,,
2014-04-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,18:00,257,5,4,1,0,0,0,0,0,0,0,0,0,,,24.9,32.0,,20166,,
2014-04-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,21:00,156,2,4,5,0,0,0,0,0,0,0,0,1,,,28.7,35.0,,20166,,
2014-05-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,3:00,66,0,0,1,0,0,0,0,0,0,0,0,1,,,31.6,37.0,,20166,,
2014-05-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,17:00,257,8,50,4,1,0,2,0,2,1,1,0,2,,,28.3,37.0,,20166,,
2014-05-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,23:00,170,1,1,2,0,0,0,0,0,0,0,0,0,,,27.3,32.9,,20166,,
2014-06-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,0:00,177,2,3,3,0,0,0,0,1,0,0,0,0,,,29.7,36.0,,20166,,
2014-07-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,7:00,248,7,22,1,4,1,2,1,0,2,0,0,0,,,22.9,30.0,,20166,,
2014-07-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,10:00,300,5,17,1,3,0,0,1,0,0,0,0,4,,,21.6,30.0,,20166,,
2014-07-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,21:00,251,1,4,0,0,0,0,0,0,0,0,0,0,,,25.3,31.0,,20166,,
2014-08-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,0:00,316,0,4,1,1,0,0,0,1,0,0,0,1,,,25.6,32.0,,20166,,
2014-08-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,5:00,141,0,8,4,0,0,0,0,0,0,0,0,0,,,31.1,37.0,,20166,,
2014-08-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,6:00,180,1,13,5,1,2,0,0,1,0,0,0,0,,,29.4,36.0,,20166,,
2014-08-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,9:00,353,2,13,2,5,0,0,0,0,0,0,0,0,,,21.4,28.0,,20166,,
2014-10-02,Elizabeth Street,Between Little Bourke Street and Bourke Street,Melbourne CBD,40,S,8:00,283,8,16,0,6,0,0,1,3,0,2,0,2,,,24.5,30.0,,20166,,
2014-05-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,N,8:00,195,0,17,3,2,0,1,0,2,0,0,0,0,,,26.5,34.0,,20167,,
2014-11-11,Henry Street,North East of Derby Street,Kensington,50,W,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,21690,,
2014-06-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,N,0:00,187,0,1,1,0,0,0,0,0,0,0,0,1,,,31.2,37.0,,20167,,
2014-06-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,N,13:00,321,3,28,1,2,0,0,0,0,0,0,0,1,,,23.9,30.0,,20167,,
2014-06-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,N,20:00,261,2,4,1,2,0,0,0,1,0,0,0,1,,,26.4,34.0,,20167,,
2014-07-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,N,22:00,315,3,7,0,0,0,0,0,0,0,0,0,1,,,27.7,34.0,,20167,,
2014-08-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,N,1:00,350,0,5,6,0,0,0,0,0,0,0,0,4,,,27.9,34.0,,20167,,
2014-08-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,N,8:00,185,3,27,1,1,0,0,0,0,0,0,0,1,,,26.4,33.0,,20167,,
2014-04-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,S,1:00,85,0,2,1,0,0,0,0,0,0,0,0,2,,,31.2,38.0,,20167,,
2014-04-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,S,3:00,56,0,7,0,2,0,0,0,0,0,0,0,0,,,27.2,34.3,,20167,,
2014-04-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,S,6:00,203,2,7,2,0,0,0,0,1,0,0,0,0,,,28.5,37.0,,20167,,
2014-04-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,S,10:00,307,2,20,2,1,0,0,1,1,0,0,0,0,,,23.4,32.0,,20167,,
2014-04-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,S,17:00,307,6,3,0,3,0,1,0,0,0,0,0,1,,,28.1,36.0,,20167,,
2014-04-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,S,21:00,197,1,3,1,0,0,0,0,0,0,0,0,0,,,28.6,37.0,,20167,,
2014-05-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,S,3:00,65,0,5,1,0,0,0,0,0,1,0,0,0,,,30.7,37.2,,20167,,
2014-06-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,S,2:00,83,1,1,1,1,0,0,0,0,0,0,0,0,,,28.9,36.0,,20167,,
2014-06-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,S,3:00,69,0,2,3,0,0,0,0,0,0,0,0,0,,,30.8,40.0,,20167,,
2014-06-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,S,13:00,355,1,15,3,2,0,1,0,0,0,0,0,1,,,24.4,33.0,,20167,,
2014-07-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,S,4:00,67,2,6,1,0,0,0,0,0,0,0,0,1,,,32.0,38.5,,20167,,
2014-08-02,Elizabeth Street,Between Lonsdale Street and Little Bourke Street,Melbourne CBD,40,S,17:00,363,3,7,1,1,1,1,0,0,0,0,0,1,,,21.2,29.0,,20167,,
2014-10-22,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,E,2:00,1,0,0,0,0,0,0,0,0,0,0,0,0,,,42.1,42.0,,21227,,
2014-10-22,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,E,4:00,1,0,0,0,0,0,0,0,0,0,0,0,0,,,45.5,45.0,,21227,,
2014-10-23,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,E,6:00,9,0,1,0,0,0,0,0,0,0,0,0,0,,,33.5,41.5,,21227,,
2014-10-23,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,E,7:00,21,0,4,0,0,0,1,0,0,0,0,0,0,,,35.5,44.2,,21227,,
2014-10-23,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,E,22:00,9,0,1,0,0,0,0,0,0,0,0,0,0,,,34.9,44.5,,21227,,
2014-10-24,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,E,7:00,24,0,2,1,0,0,0,0,0,0,0,0,0,,,37.3,46.0,,21227,,
2014-10-24,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,E,12:00,23,0,1,0,0,0,0,0,0,0,0,0,0,,,39.2,46.2,,21227,,
2014-10-24,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,E,14:00,30,0,0,0,0,0,0,0,0,0,0,0,0,,,38.3,45.0,,21227,,
2014-10-24,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,E,19:00,23,0,0,0,0,0,0,0,0,0,0,0,0,,,38.9,46.6,,21227,,
2014-10-23,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,W,2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,21227,,
2014-10-23,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,W,9:00,31,0,0,0,0,0,0,0,0,0,0,0,0,,,40.8,49.4,,21227,,
2014-10-23,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,W,22:00,16,0,0,0,0,0,0,0,0,0,0,0,0,,,43.4,55.8,,21227,,
2014-10-24,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,W,9:00,39,0,0,0,0,0,0,0,0,0,0,0,0,,,40.6,48.0,,21227,,
2014-10-24,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,W,22:00,15,0,0,0,0,0,0,0,0,0,0,0,0,,,41.3,51.0,,21227,,
2014-10-25,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,W,2:00,1,0,0,0,0,0,0,0,0,0,0,0,0,,,57.6,57.0,,21227,,
2014-10-25,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,W,22:00,11,0,0,0,0,0,0,0,0,0,0,0,0,,,36.5,45.7,,21227,,
2014-10-26,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,W,2:00,3,0,0,0,0,0,0,0,0,0,0,0,0,,,47.6,60.4,,21227,,
2014-10-26,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,W,15:00,28,0,1,0,0,0,0,0,0,0,0,0,0,,,41.9,53.0,,21227,,
2014-10-26,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,W,16:00,35,1,0,0,0,0,0,0,0,0,0,0,0,,,39.4,49.6,,21227,,
2014-10-28,Erskine Street,Between Melrose Street and Dryburgh Street,North Melbourne,50,W,5:00,3,0,0,0,0,0,0,0,0,0,0,0,0,,,45.4,48.3,,21227,,
2014-07-14,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,E,5:00,3,0,0,0,0,0,0,0,0,0,0,0,0,,,34.7,36.2,,21890,,
2014-07-15,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,E,6:00,16,0,1,0,0,0,0,0,0,0,0,0,0,,,32.8,39.9,,21890,,
2014-07-16,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,E,12:00,67,0,2,0,0,0,0,0,0,0,0,0,0,,,24.9,31.0,,21890,,
2014-07-17,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,E,2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,21890,,
2014-07-17,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,E,13:00,97,0,1,0,0,1,0,0,0,0,0,0,0,,,24.4,31.2,,21890,,
2014-07-17,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,E,17:00,59,0,1,0,0,0,0,0,0,0,0,0,0,,,36.6,46.0,,21890,,
2014-07-19,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,E,15:00,25,0,0,0,0,0,0,0,0,0,0,0,0,,,33.8,39.3,,21890,,
2014-07-19,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,E,17:00,24,0,0,0,0,0,0,0,0,0,0,0,0,,,34.2,42.8,,21890,,
2014-07-14,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,W,2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,21890,,
2014-07-15,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,W,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,21890,,
2014-07-15,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,W,7:00,47,0,2,0,0,0,0,0,0,0,0,0,0,,,34.8,44.3,,21890,,
2014-07-15,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,W,11:00,69,0,2,0,0,0,0,0,0,0,0,0,0,,,28.4,38.0,,21890,,
2014-07-16,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,W,19:00,14,0,0,0,0,0,0,0,0,0,0,0,0,,,34.7,41.8,,21890,,
2014-07-17,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,W,13:00,80,0,2,1,1,1,0,0,0,0,0,0,0,,,25.4,33.0,,21890,,
2014-07-18,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,W,13:00,55,0,1,1,0,0,0,0,0,0,0,0,0,,,30.1,37.9,,21890,,
2014-07-20,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,W,0:00,10,0,0,0,0,0,0,0,0,0,0,0,1,,,32.4,39.4,,21890,,
2014-07-20,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,W,3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,21890,,
2014-07-20,Gipps Street,Between Clarendon Street and Powlett Street,East Melbourne,50,W,17:00,25,0,0,0,0,0,0,0,0,0,0,0,0,,,29.0,36.5,,21890,,
2014-07-18,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,E,6:00,4,0,0,0,0,0,0,0,0,0,0,0,0,,,43.3,50.4,,21883,,
2014-07-18,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,E,14:00,19,0,0,0,0,0,0,0,0,0,0,0,0,,,35.6,46.0,,21883,,
2014-07-20,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,E,21:00,9,0,0,0,0,0,0,0,0,0,0,0,0,,,42.3,49.3,,21883,,
2014-07-21,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,E,4:00,3,0,1,0,0,0,0,0,0,0,0,0,0,,,35.6,38.0,,21883,,
2014-07-21,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,E,21:00,10,0,1,0,0,0,0,0,0,0,0,0,0,,,38.5,47.1,,21883,,
2014-07-24,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,E,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,21883,,
2014-07-18,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,W,6:00,18,0,1,0,0,0,0,0,0,0,0,0,0,,,42.9,48.2,,21883,,
2014-07-19,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,W,22:00,9,0,0,0,0,0,0,0,0,0,0,0,0,,,26.8,36.6,,21883,,
2014-07-20,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,W,16:00,22,0,0,0,1,0,0,0,0,0,0,0,0,,,38.7,43.6,,21883,,
2014-07-20,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,W,18:00,17,0,0,0,0,0,0,0,0,0,0,0,0,,,33.3,46.0,,21883,,
2014-07-20,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,W,19:00,18,0,0,0,0,0,0,0,0,0,0,0,0,,,37.0,41.3,,21883,,
2014-07-21,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,W,0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,,,38.6,45.7,,21883,,
2014-07-21,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,W,10:00,38,0,2,1,0,0,0,0,0,0,0,0,0,,,41.1,53.0,,21883,,
2014-07-21,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,W,23:00,6,0,0,0,0,0,0,0,0,0,0,0,0,,,43.1,56.2,,21883,,
2014-07-22,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,W,13:00,25,0,0,0,0,0,0,0,0,0,0,0,0,,,39.4,47.3,,21883,,
2014-07-22,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,W,21:00,16,0,1,0,0,0,0,0,0,0,0,0,0,,,35.1,42.5,,21883,,
2014-07-24,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,W,2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,21883,,
2014-07-24,Gipps Street,Between Powlett Street and Simpson Street,East Melbourne,50,W,20:00,12,0,0,0,0,0,0,0,0,0,0,0,0,,,36.4,47.4,,21883,,
2014-07-16,Gipps Street,Between Simpson Street and Hoddle Street,East Melbourne,50,E,16:00,51,1,3,0,0,0,0,0,0,0,0,0,0,,,30.4,44.8,,21880,22625,22626
2014-07-17,Gipps Street,Between Simpson Street and Hoddle Street,East Melbourne,50,E,22:00,10,0,0,0,0,0,0,0,0,0,0,0,0,,,36.1,46.5,,21880,22625,22626
2014-07-18,Gipps Street,Between Simpson Street and Hoddle Street,East Melbourne,50,E,14:00,11,0,2,0,0,0,0,0,0,0,0,0,0,,,36.2,44.3,,21880,22625,22626
2014-07-18,Gipps Street,Between Simpson Street and Hoddle Street,East Melbourne,50,E,15:00,31,0,1,0,0,0,0,0,0,0,0,0,0,,,40.7,48.0,,21880,22625,22626
2014-07-15,Gipps Street,Between Simpson Street and Hoddle Street,East Melbourne,50,W,5:00,1,0,0,0,0,0,0,0,0,0,0,0,0,,,53.3,53.0,,21880,22625,22626
2014-07-17,Gipps Street,Between Simpson Street and Hoddle Street,East Melbourne,50,W,2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,21880,22625,22626
2014-07-18,Gipps Street,Between Simpson Street and Hoddle Street,East Melbourne,50,W,4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,21880,22625,22626
2014-07-18,Gipps Street,Between Simpson Street and Hoddle Street,East Melbourne,50,W,7:00,17,1,5,1,0,0,0,0,0,0,0,0,0,,,37.3,46.4,,21880,22625,22626
2014-07-18,Gipps Street,Between Simpson Street and Hoddle Street,East Melbourne,50,W,11:00,33,1,1,0,0,0,0,0,0,0,0,0,0,,,37.7,47.0,,21880,22625,22626
2014-07-18,Gipps Street,Between Simpson Street and Hoddle Street,East Melbourne,50,W,12:00,27,0,2,0,0,0,0,0,0,0,0,0,0,,,36.4,47.7,,21880,22625,22626
2014-07-18,Gipps Street,Between Simpson Street and Hoddle Street,East Melbourne,50,W,13:00,38,0,1,0,0,0,0,0,0,0,0,0,0,,,41.7,49.0,,21880,22625,22626
2014-07-19,Gipps Street,Between Simpson Street and Hoddle Street,East Melbourne,50,W,4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,21880,22625,22626
2014-07-19,Gipps Street,Between Simpson Street and Hoddle Street,East Melbourne,50,W,19:00,20,0,0,0,0,0,0,0,0,0,0,0,0,,,37.9,43.0,,21880,22625,22626
