date,road_name,location,suburb,speed_limit,direction,time,vehicle_class_1,vehicle_class_2,vehicle_class_3,vehicle_class_4,vehicle_class_5,vehicle_class_6,vehicle_class_7,vehicle_class_8,vehicle_class_9,vehicle_class_10,vehicle_class_11,vehicle_class_12,vehicle_class_13,motorcycle,bike,average_speed,85th_percentile_speed,maximum_speed,road_segment,road_segment_1,road_segment_2
2016-08-11,Maxwell Lane,Just East of jolimont Lane,East Melbourne,40,W,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,22444,,
2016-12-16,Miller Street,Between Abbotsford Street and Curzon Street,West Melbourne,50,W,9:00,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36.0,41.0,50,21348,,
2016-12-16,Miller Street,Between Abbotsford Street and Curzon Street,West Melbourne,50,W,19:00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,39.0,47,21348,,
2016-12-16,Miller Street,Between Abbotsford Street and Curzon Street,West Melbourne,50,W,22:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,47.0,50,21348,,
2016-12-17,Miller Street,Between Abbotsford Street and Curzon Street,West Melbourne,50,W,0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.0,36.0,40,21348,,
2016-12-21,Miller Street,Between Abbotsford Street and Curzon Street,West Melbourne,50,W,19:00,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,36.0,43.0,51,21348,,
2016-02-18,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-18,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-18,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,11:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.0,22.0,23,21334,,
2016-02-18,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-18,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-18,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-19,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-19,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-20,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-20,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-21,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-22,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-22,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,22:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,25.0,26,21334,,
2016-02-23,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-23,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-23,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-24,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-24,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,E,11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-18,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-18,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,12:00,6,0,1,1,3,0,0,0,0,0,0,0,0,0,0,25.0,26.0,32,21334,,
2016-02-19,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,16:00,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,20.0,25.0,35,21334,,
2016-02-20,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-20,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,9:00,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.0,23.0,24,21334,,
2016-02-20,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,18:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.0,25.0,27,21334,,
2016-02-20,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,26.0,28,21334,,
2016-02-21,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,11:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,26,21334,,
2016-02-21,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-22,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,11:00,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25.0,32.0,34,21334,,
2016-02-23,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,1:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.0,24.0,24,21334,,
2016-02-23,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,17:00,8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,20.0,22.0,30,21334,,
2016-02-23,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,19:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,25.0,26,21334,,
2016-02-23,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21334,,
2016-02-24,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,7:00,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23.0,28.0,36,21334,,
2016-02-24,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,11:00,6,0,2,2,3,0,0,0,0,0,0,0,0,0,0,24.0,27.0,37,21334,,
2016-02-24,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,15:00,13,0,2,3,2,0,0,0,0,0,0,0,0,0,0,25.0,28.0,30,21334,,
2016-02-24,Miller Street,Between Stawell Street & Anderson Street,West Melbourne,50,W,18:00,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22.0,25.0,30,21334,,
2016-12-10,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,E,4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,30,22323,,
2016-12-10,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,E,10:00,37,0,1,0,0,0,0,0,0,0,0,0,0,0,13,22.0,28.0,36,22323,,
2016-10-18,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,E,17:00,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29.0,37.0,40,22323,,
2016-10-18,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,E,20:00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26.0,33.0,36,22323,,
2016-10-18,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,E,21:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.0,31.0,40,22323,,
2016-12-10,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,3:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.0,28.0,29,22323,,
2016-12-10,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,14:00,33,0,2,0,0,0,0,0,0,0,0,0,0,0,6,25.0,33.0,41,22323,,
2016-12-10,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,17:00,48,0,0,0,1,0,0,0,0,0,0,0,0,2,24,26.0,35.0,44,22323,,
2016-10-13,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,5:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,31.0,31,22323,,
2016-10-13,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,8:00,25,1,0,0,0,0,1,0,0,0,0,0,0,0,14,26.0,37.0,40,22323,,
2016-10-14,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,1:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32.0,31.0,32,22323,,
2016-10-15,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,4:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,21.0,21,22323,,
2016-10-15,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,7:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25.0,32.0,35,22323,,
2016-10-15,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,13:00,33,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26.0,33.0,42,22323,,
2016-10-15,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,18:00,12,0,0,0,0,0,0,0,0,0,0,0,0,1,5,28.0,35.0,39,22323,,
2016-10-17,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,6:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29.0,34.0,36,22323,,
2016-10-17,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,21:00,19,0,0,0,0,0,0,0,0,0,0,0,0,1,14,24.0,30.0,41,22323,,
2016-10-18,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,22323,,
2016-10-18,Morrah Street,Between Fitzgibbon Street and Jageurs Lane,Parkville,40,W,18:00,38,0,2,0,0,0,0,0,0,0,0,0,0,2,11,27.0,37.0,47,22323,,
2016-12-10,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,1:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,27.0,28,22341,,
2016-12-10,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,12:00,16,0,0,0,1,0,0,0,0,0,0,0,0,0,3,23.0,33.0,35,22341,,
2016-12-10,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,17:00,35,0,0,0,0,0,0,0,0,0,0,0,0,1,7,30.0,37.0,46,22341,,
2016-10-13,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,18:00,25,0,0,0,0,0,0,0,0,0,0,0,0,2,5,28.0,35.0,51,22341,,
2016-10-13,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,23:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,32.0,35,22341,,
2016-10-14,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,22341,,
2016-10-14,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,10:00,42,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24.0,32.0,43,22341,,
2016-10-14,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,12:00,20,0,1,0,0,0,0,0,0,0,0,0,0,0,4,23.0,30.0,36,22341,,
2016-10-14,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,15:00,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.0,36.0,45,22341,,
2016-10-15,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,22341,,
2016-10-15,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,3:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,24.0,25,22341,,
2016-10-15,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,22341,,
2016-10-15,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,10:00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28.0,35.0,42,22341,,
2016-10-15,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,13:00,19,0,0,0,0,0,0,0,0,0,0,0,0,1,2,29.0,35.0,40,22341,,
2016-10-15,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,14:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.0,30.0,36,22341,,
2016-10-15,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,16:00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.0,30.0,37,22341,,
2016-10-15,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,17:00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29.0,34.0,42,22341,,
2016-10-15,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,22:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,35.0,40,22341,,
2016-10-16,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,12:00,8,0,0,0,1,0,0,0,0,0,0,0,0,0,4,21.0,23.0,34,22341,,
2016-10-16,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,15:00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,35.0,42,22341,,
2016-10-18,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,5:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,28,22341,,
2016-10-18,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,14:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22.0,26.0,33,22341,,
2016-10-18,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,19:00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27.0,32.0,37,22341,,
2016-10-18,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,E,21:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,31.0,33,22341,,
2016-12-10,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,4:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,24.0,25,22341,,
2016-12-10,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,6:00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34.0,35.0,40,22341,,
2016-12-10,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,7:00,20,0,0,2,1,0,0,0,0,0,0,0,2,0,9,29.0,35.0,39,22341,,
2016-12-10,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,9:00,17,0,0,1,0,0,0,0,0,0,0,0,2,1,2,32.0,39.0,45,22341,,
2016-12-10,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,12:00,25,0,0,2,0,0,0,0,0,0,0,0,0,0,4,25.0,32.0,40,22341,,
2016-12-10,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,14:00,22,0,2,1,0,0,0,0,0,0,0,0,2,0,5,30.0,38.0,41,22341,,
2016-10-13,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,30.0,30,22341,,
2016-10-13,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,7:00,25,1,0,0,0,0,0,0,0,0,0,0,0,0,8,32.0,37.0,41,22341,,
2016-10-13,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,15:00,22,0,0,0,0,0,0,0,0,0,0,0,3,1,10,32.0,36.0,59,22341,,
2016-10-14,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,22341,,
2016-10-14,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,15:00,28,0,0,0,0,0,0,0,0,0,0,0,2,0,8,28.0,34.0,39,22341,,
2016-10-15,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,5:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,37.0,40,22341,,
2016-10-16,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,12:00,18,0,2,0,0,0,0,0,0,0,0,0,0,0,1,29.0,35.0,40,22341,,
2016-10-16,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,18:00,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,33.0,39,22341,,
2016-10-16,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,22:00,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30.0,33.0,34,22341,,
2016-10-17,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,7:00,19,1,1,1,0,0,0,0,0,0,0,0,1,0,7,32.0,38.0,41,22341,,
2016-10-17,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,16:00,28,0,0,0,0,0,0,1,0,0,0,0,0,1,14,29.0,33.0,40,22341,,
2016-10-17,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,17:00,43,0,1,0,0,0,0,0,0,0,0,0,0,3,27,30.0,34.0,48,22341,,
2016-10-18,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,22341,,
2016-10-18,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,22341,,
2016-10-18,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,11:00,22,0,0,0,0,0,0,0,0,0,0,0,1,0,3,26.0,36.0,37,22341,,
2016-10-18,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,13:00,23,0,2,0,0,0,0,0,0,0,0,0,0,1,5,29.0,33.0,48,22341,,
2016-10-18,Morrah Street,Between Gatehouse Street and Park Drive,Parkville,40,W,18:00,27,0,0,0,0,0,0,0,0,0,0,0,1,2,11,30.0,34.0,40,22341,,
2016-04-16,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,2:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,54.0,55,22788,,
2016-04-16,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,22788,,
2016-04-16,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,13:00,36,1,0,1,0,0,0,0,0,0,0,0,0,1,5,29.0,36.0,51,22788,,
2016-04-16,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,19:00,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38.0,48.0,52,22788,,
2016-04-16,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,22:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.0,48.0,61,22788,,
2016-04-17,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,4:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,51.0,54,22788,,
2016-04-17,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,6:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,30.0,31,22788,,
2016-04-17,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,8:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,36.0,38,22788,,
2016-04-17,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,18:00,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,49.0,67,22788,,
2016-04-18,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,22788,,
2016-04-18,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,20:00,21,0,0,0,0,0,0,0,0,0,0,0,1,0,3,33.0,37.0,50,22788,,
2016-04-19,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,22788,,
2016-04-19,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,6:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.0,34.0,35,22788,,
2016-04-19,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,18:00,35,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35.0,42.0,47,22788,,
2016-04-20,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,2:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.0,45,22788,,
2016-04-20,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,22788,,
2016-04-20,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,20:00,27,0,0,0,1,0,0,0,0,0,0,0,0,1,1,33.0,45.0,53,22788,,
2016-04-21,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,22788,,
2016-04-22,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,2:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,49.0,51,22788,,
2016-04-22,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,E,11:00,21,0,1,0,0,0,0,0,0,0,0,0,1,0,2,34.0,42.0,48,22788,,
2016-04-16,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,4:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,46.0,46,22788,,
2016-04-16,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,12:00,54,0,0,0,0,0,0,0,0,0,0,0,1,1,1,35.0,42.0,62,22788,,
2016-04-17,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,5:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,52.0,52,22788,,
2016-04-17,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,6:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,46.0,46,22788,,
2016-04-17,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,9:00,16,0,1,1,0,0,0,0,0,0,0,0,1,0,1,32.0,42.0,47,22788,,
2016-04-18,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,12:00,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35.0,43.0,56,22788,,
2016-04-19,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,9:00,26,0,2,0,0,0,0,0,0,0,0,0,0,0,8,30.0,37.0,51,22788,,
2016-04-19,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,10:00,28,0,2,0,0,0,0,0,0,0,0,0,1,0,3,33.0,40.0,53,22788,,
2016-04-19,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,13:00,24,0,0,1,0,0,0,0,0,0,0,0,1,0,3,37.0,45.0,55,22788,,
2016-04-20,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,8:00,37,0,0,0,0,0,0,0,0,0,0,0,0,1,14,31.0,41.0,54,22788,,
2016-04-20,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,22:00,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32.0,38.0,46,22788,,
2016-04-20,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,23:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,45.0,46,22788,,
2016-04-21,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,46.0,46,22788,,
2016-04-21,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,8:00,44,0,0,0,0,0,0,0,0,0,0,0,0,1,11,31.0,42.0,52,22788,,
2016-04-22,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,1:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,58.0,58,22788,,
2016-04-22,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,13:00,22,0,4,0,0,0,0,0,0,0,0,0,0,1,1,39.0,46.0,52,22788,,
2016-04-22,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,14:00,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.0,46.0,50,22788,,
2016-04-22,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,15:00,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,38.0,48.0,69,22788,,
2016-04-22,Neil Street,Between Rathdowne Street and Canning Street,Carlton,50,W,23:00,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,35.0,43.0,55,22788,,
2016-11-07,O'Shannassy Street,Between Abbottsford Street & Curzon Street,North Melbourne,50,E,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,21154,,
2016-11-07,O'Shannassy Street,Between Abbottsford Street & Curzon Street,North Melbourne,50,E,2:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,40.0,41,21154,,
2016-11-07,O'Shannassy Street,Between Abbottsford Street & Curzon Street,North Melbourne,50,E,5:00,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,52.0,62.0,66,21154,,
2016-12-07,O'Shannassy Street,Between Abbottsford Street & Curzon Street,North Melbourne,50,E,16:00,19,0,3,0,0,0,0,0,0,0,0,0,0,1,2,43.0,57.0,62,21154,,
2016-12-07,O'Shannassy Street,Between Abbottsford Street & Curzon Street,North Melbourne,50,E,22:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,32.0,44,21154,,
2016-07-13,O'Shannassy Street,Between Abbottsford Street & Curzon Street,North Melbourne,50,E,3:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,54.0,61,21154,,
2016-07-13,O'Shannassy Street,Between Abbottsford Street & Curzon Street,North Melbourne,50,E,7:00,27,0,2,0,0,0,0,0,0,0,0,0,0,2,1,42.0,53.0,65,21154,,
2016-07-13,O'Shannassy Street,Between Abbottsford Street & Curzon Street,North Melbourne,50,E,12:00,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37.0,52.0,60,21154,,
2016-07-15,O'Shannassy Street,Between Abbottsford Street & Curzon Street,North Melbourne,50,E,6:00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0,63.0,70,21154,,
