geography,year,gender,age,value
Carlton,2023,Female,Age 65-69,224
Carlton,2023,Female,Age 85+,66
Carlton,2024,Female,Age 25-29,2105
Carlton,2024,Female,Age 30-34,1174
Carlton,2024,Male,Age 25-29,1978
Carlton,2024,Male,Age 65-69,109
Carlton,2025,Female,Age 35-39,811
Carlton,2025,Female,Age 80-84,131
Carlton,2025,Male,Age 80-84,54
Carlton,2026,Male,Age 35-39,920
Carlton,2026,Male,Age 45-49,371
Carlton,2026,Male,Age 55-59,213
Carlton,2028,Male,Age 20-24,2690
Carlton,2028,Male,Age 45-49,390
Carlton,2029,Female,Age 25-29,2673
Carlton,2029,Female,Age 30-34,1363
Carlton,2029,Female,Age 55-59,306
Carlton,2029,Male,Age 50-54,343
Carlton,2029,Male,Age 75-79,189
Carlton,2029,Male,Age 85+,49
Carlton,2030,Male,Age 60-64,168
Carlton,2030,Male,Age 70-74,229
Carlton,2031,Male,Age 85+,52
Carlton,2032,Female,Age 25-29,2710
Carlton,2032,Female,Age 35-39,1015
Carlton,2032,Female,Age 45-49,417
Carlton,2032,Female,Age 60-64,268
Carlton,2032,Male,Age 0-4,412
Carlton,2032,Male,Age 20-24,3177
Carlton,2032,Male,Age 5-9,411
Carlton,2032,Male,Age 50-54,345
Carlton,2033,Male,Age 0-4,422
Carlton,2033,Male,Age 10-14,273
Carlton,2033,Male,Age 15-19,914
Carlton,2034,Female,Age 10-14,241
Carlton,2034,Male,Age 55-59,234
Carlton,2034,Male,Age 85+,58
Carlton,2035,Female,Age 65-69,243
Carlton,2035,Female,Age 70-74,202
Carlton,2035,Female,Age 75-79,157
Carlton,2035,Male,Age 25-29,2585
Carlton,2036,Female,Age 0-4,447
Carlton,2037,Female,Age 60-64,236
Carlton,2037,Male,Age 45-49,575
Carlton,2038,Female,Age 10-14,323
Carlton,2038,Female,Age 55-59,275
Carlton,2038,Male,Age 20-24,3151
Carlton,2038,Male,Age 30-34,1481
Carlton,2038,Male,Age 60-64,145
Carlton,2039,Female,Age 15-19,1273
Carlton,2039,Female,Age 25-29,2865
Carlton,2039,Female,Age 35-39,1084
Carlton,2039,Female,Age 70-74,170
Carlton,2039,Male,Age 40-44,680
Carlton,2040,Female,Age 45-49,504
Carlton,2040,Female,Age 70-74,167
Carlton,2040,Male,Age 5-9,454
Carlton,2041,Female,Age 25-29,2823
Carlton,2041,Female,Age 75-79,142
Carlton,2042,Female,Age 70-74,162
Carlton,2042,Male,Age 10-14,457
Carlton,2042,Male,Age 40-44,755
Carlton,2042,Male,Age 60-64,136
Carlton,2043,Female,Age 60-64,209
Carlton,2043,Male,Age 20-24,3050
Carlton,2043,Male,Age 85+,71
Docklands,2023,Female,Age 50-54,504
Docklands,2023,Female,Age 60-64,279
Docklands,2023,Female,Age 70-74,101
Docklands,2023,Male,Age 10-14,100
Docklands,2023,Male,Age 20-24,923
Docklands,2023,Male,Age 5-9,178
Docklands,2023,Male,Age 60-64,407
Docklands,2023,Male,Age 65-69,304
Docklands,2024,Female,Age 50-54,532
Docklands,2024,Male,Age 5-9,181
Docklands,2025,Female,Age 85+,56
Docklands,2025,Male,Age 50-54,578
Docklands,2025,Male,Age 60-64,429
Docklands,2026,Female,Age 0-4,568
Docklands,2026,Female,Age 85+,57
Docklands,2026,Male,Age 65-69,344
Docklands,2026,Male,Age 85+,41
Docklands,2027,Female,Age 15-19,322
Docklands,2027,Female,Age 20-24,1219
Docklands,2027,Female,Age 25-29,2003
Docklands,2027,Female,Age 60-64,290
Docklands,2027,Male,Age 15-19,242
Docklands,2027,Male,Age 40-44,883
Docklands,2027,Male,Age 85+,43
Docklands,2028,Female,Age 65-69,360
Docklands,2028,Male,Age 30-34,1809
Docklands,2028,Male,Age 35-39,1532
Docklands,2028,Male,Age 40-44,964
Docklands,2028,Male,Age 65-69,360
Docklands,2028,Male,Age 70-74,223
Docklands,2028,Male,Age 75-79,63
Docklands,2029,Female,Age 55-59,586
Docklands,2029,Male,Age 35-39,1525
Docklands,2030,Female,Age 35-39,1245
Docklands,2030,Female,Age 85+,67
Docklands,2030,Male,Age 80-84,34
Docklands,2031,Female,Age 5-9,399
Docklands,2031,Female,Age 70-74,140
Docklands,2031,Female,Age 85+,70
Docklands,2031,Male,Age 0-4,782
Docklands,2031,Male,Age 60-64,452
Docklands,2031,Male,Age 80-84,37
Docklands,2032,Female,Age 40-44,932
Docklands,2032,Female,Age 75-79,167
Docklands,2033,Female,Age 70-74,146
Docklands,2033,Female,Age 80-84,43
Docklands,2033,Male,Age 40-44,1270
Docklands,2034,Female,Age 20-24,1409
Docklands,2034,Female,Age 5-9,508
Docklands,2034,Female,Age 50-54,565
Docklands,2034,Female,Age 60-64,305
Docklands,2034,Male,Age 10-14,149
Docklands,2034,Male,Age 65-69,352
Docklands,2034,Male,Age 85+,59
Docklands,2036,Female,Age 50-54,558
Docklands,2036,Female,Age 70-74,155
Docklands,2036,Male,Age 0-4,886
Docklands,2037,Female,Age 15-19,360
Docklands,2037,Male,Age 25-29,2491
Docklands,2037,Male,Age 30-34,2086
Docklands,2037,Male,Age 45-49,860
Docklands,2038,Female,Age 45-49,1018
Docklands,2038,Female,Age 65-69,348
Docklands,2038,Female,Age 70-74,156
Docklands,2038,Male,Age 30-34,2042
Docklands,2039,Female,Age 35-39,1493
Docklands,2039,Female,Age 45-49,1007
Docklands,2039,Female,Age 65-69,348
Docklands,2039,Male,Age 20-24,1225
Docklands,2040,Female,Age 25-29,2508
Docklands,2040,Female,Age 40-44,985
Docklands,2040,Male,Age 25-29,2569
Docklands,2040,Male,Age 45-49,884
Docklands,2040,Male,Age 50-54,846
Docklands,2040,Male,Age 70-74,249
Docklands,2041,Female,Age 10-14,237
Docklands,2041,Female,Age 20-24,1436
Docklands,2041,Female,Age 30-34,2035
Docklands,2041,Male,Age 45-49,897
Docklands,2042,Female,Age 0-4,974
Docklands,2042,Female,Age 70-74,174
Docklands,2042,Male,Age 25-29,2587
Docklands,2043,Female,Age 15-19,502
East Melbourne,2023,Female,Age 15-19,27
East Melbourne,2023,Female,Age 50-54,153
East Melbourne,2023,Female,Age 55-59,162
East Melbourne,2023,Male,Age 60-64,135
East Melbourne,2024,Female,Age 65-69,173
East Melbourne,2025,Female,Age 20-24,222
East Melbourne,2025,Female,Age 25-29,500
East Melbourne,2025,Female,Age 35-39,335
East Melbourne,2025,Male,Age 0-4,58
East Melbourne,2025,Male,Age 10-14,16
East Melbourne,2026,Female,Age 50-54,170
East Melbourne,2027,Female,Age 10-14,25
East Melbourne,2027,Female,Age 70-74,189
East Melbourne,2027,Male,Age 0-4,71
East Melbourne,2027,Male,Age 10-14,15
East Melbourne,2027,Male,Age 45-49,190
East Melbourne,2027,Male,Age 55-59,149
East Melbourne,2027,Male,Age 70-74,156
East Melbourne,2028,Male,Age 60-64,140
East Melbourne,2029,Female,Age 45-49,188
East Melbourne,2029,Male,Age 20-24,171
East Melbourne,2029,Male,Age 25-29,472
East Melbourne,2029,Male,Age 70-74,160
East Melbourne,2030,Female,Age 25-29,600
East Melbourne,2030,Female,Age 55-59,200
East Melbourne,2030,Male,Age 35-39,470
East Melbourne,2030,Male,Age 40-44,283
East Melbourne,2030,Male,Age 5-9,32
East Melbourne,2030,Male,Age 80-84,26
East Melbourne,2031,Female,Age 15-19,36
East Melbourne,2031,Female,Age 35-39,394
East Melbourne,2031,Female,Age 45-49,193
East Melbourne,2031,Male,Age 10-14,16
East Melbourne,2031,Male,Age 25-29,486
East Melbourne,2031,Male,Age 60-64,147
East Melbourne,2032,Male,Age 15-19,23
East Melbourne,2032,Male,Age 30-34,438
East Melbourne,2032,Male,Age 40-44,311
East Melbourne,2032,Male,Age 65-69,160
East Melbourne,2033,Female,Age 60-64,225
East Melbourne,2033,Female,Age 70-74,224
East Melbourne,2033,Male,Age 5-9,47
East Melbourne,2034,Male,Age 15-19,23
East Melbourne,2034,Male,Age 80-84,35
East Melbourne,2035,Female,Age 45-49,254
East Melbourne,2035,Female,Age 60-64,216
East Melbourne,2035,Male,Age 85+,67
East Melbourne,2036,Female,Age 40-44,322
East Melbourne,2036,Male,Age 35-39,489
East Melbourne,2036,Male,Age 40-44,298
East Melbourne,2036,Male,Age 70-74,165
East Melbourne,2037,Female,Age 20-24,241
East Melbourne,2038,Female,Age 35-39,429
East Melbourne,2038,Female,Age 5-9,60
East Melbourne,2038,Female,Age 55-59,187
East Melbourne,2038,Female,Age 60-64,208
East Melbourne,2039,Female,Age 25-29,624
East Melbourne,2039,Female,Age 50-54,204
East Melbourne,2039,Female,Age 70-74,187
East Melbourne,2039,Male,Age 45-49,276
East Melbourne,2039,Male,Age 50-54,206
East Melbourne,2039,Male,Age 80-84,34
East Melbourne,2039,Male,Age 85+,80
East Melbourne,2040,Male,Age 15-19,24
East Melbourne,2040,Male,Age 35-39,519
East Melbourne,2040,Male,Age 55-59,124
East Melbourne,2040,Male,Age 70-74,148
East Melbourne,2040,Male,Age 85+,80
East Melbourne,2041,Female,Age 45-49,268
East Melbourne,2041,Male,Age 55-59,124
East Melbourne,2041,Male,Age 75-79,131
East Melbourne,2042,Female,Age 65-69,170
East Melbourne,2042,Male,Age 10-14,32
East Melbourne,2042,Male,Age 60-64,128
Kensington,2023,Female,Age 0-4,331
Kensington,2023,Female,Age 45-49,403
Kensington,2023,Male,Age 25-29,780
Kensington,2023,Male,Age 35-39,788
Kensington,2023,Male,Age 5-9,396
Kensington,2024,Female,Age 50-54,281
Kensington,2024,Female,Age 80-84,118
Kensington,2024,Female,Age 85+,78
Kensington,2024,Male,Age 20-24,345
Kensington,2024,Male,Age 65-69,120
Kensington,2024,Male,Age 80-84,86
Kensington,2025,Female,Age 25-29,931
Kensington,2025,Female,Age 40-44,660
Kensington,2025,Female,Age 50-54,287
Kensington,2025,Male,Age 50-54,215
Kensington,2025,Male,Age 70-74,101
Kensington,2025,Male,Age 80-84,88
Kensington,2026,Female,Age 55-59,278
Kensington,2026,Female,Age 60-64,214
Kensington,2026,Male,Age 50-54,217
Kensington,2027,Female,Age 20-24,343
Kensington,2027,Female,Age 30-34,1155
Kensington,2027,Female,Age 80-84,139
Kensington,2027,Female,Age 85+,85
Kensington,2027,Male,Age 10-14,305
Kensington,2027,Male,Age 85+,41
Kensington,2028,Female,Age 0-4,538
Kensington,2028,Female,Age 15-19,111
Kensington,2028,Female,Age 50-54,302
Kensington,2028,Male,Age 10-14,305
Kensington,2028,Male,Age 15-19,117
Kensington,2030,Female,Age 50-54,316
Kensington,2030,Female,Age 85+,90
Kensington,2030,Male,Age 25-29,970
Kensington,2030,Male,Age 5-9,544
Kensington,2031,Female,Age 15-19,111
Kensington,2036,Female,Age 30-34,1400
Kensington,2036,Male,Age 50-54,213
Kensington,2037,Male,Age 5-9,829
Kensington,2037,Male,Age 85+,60
Kensington,2038,Female,Age 35-39,1131
Kensington,2038,Male,Age 10-14,580
Kensington,2038,Male,Age 65-69,129
Kensington,2039,Female,Age 0-4,743
Kensington,2039,Female,Age 35-39,1164
Kensington,2039,Female,Age 65-69,212
Kensington,2039,Male,Age 60-64,255
Kensington,2040,Female,Age 25-29,1236
Kensington,2040,Female,Age 65-69,218
Kensington,2041,Male,Age 15-19,179
Kensington,2041,Male,Age 70-74,134
Kensington,2042,Male,Age 50-54,364
Kensington,2042,Male,Age 80-84,123
Kensington,2043,Female,Age 55-59,322
Kensington,2043,Male,Age 75-79,160
Melbourne (CBD),2023,Female,Age 25-29,6310
Melbourne (CBD),2023,Female,Age 60-64,405
Melbourne (CBD),2023,Male,Age 0-4,449
Melbourne (CBD),2023,Male,Age 20-24,6052
Melbourne (CBD),2023,Male,Age 35-39,2330
Melbourne (CBD),2023,Male,Age 50-54,556
Melbourne (CBD),2023,Male,Age 60-64,422
Melbourne (CBD),2024,Female,Age 80-84,149
Melbourne (CBD),2024,Male,Age 45-49,831
Melbourne (CBD),2025,Female,Age 10-14,140
Melbourne (CBD),2025,Female,Age 50-54,671
Melbourne (CBD),2026,Male,Age 85+,115
Melbourne (CBD),2027,Female,Age 65-69,289
Melbourne (CBD),2028,Female,Age 25-29,7935
Melbourne (CBD),2028,Male,Age 70-74,291
Melbourne (CBD),2029,Female,Age 20-24,8238
Melbourne (CBD),2029,Female,Age 40-44,1634
Melbourne (CBD),2029,Female,Age 80-84,210
Melbourne (CBD),2029,Male,Age 25-29,7935
Melbourne (CBD),2029,Male,Age 40-44,1720
Melbourne (CBD),2029,Male,Age 65-69,390
Melbourne (CBD),2030,Female,Age 75-79,225
Melbourne (CBD),2030,Male,Age 30-34,5181
Melbourne (CBD),2030,Male,Age 55-59,625
Melbourne (CBD),2031,Female,Age 35-39,2551
Melbourne (CBD),2031,Female,Age 5-9,420
Melbourne (CBD),2032,Female,Age 25-29,8398
Melbourne (CBD),2032,Male,Age 30-34,5524
Melbourne (CBD),2033,Female,Age 35-39,2677
Melbourne (CBD),2034,Female,Age 85+,261
Melbourne (CBD),2034,Male,Age 30-34,5961
Melbourne (CBD),2036,Female,Age 70-74,326
Melbourne (CBD),2036,Male,Age 0-4,1032
Melbourne (CBD),2037,Female,Age 0-4,1101
Melbourne (CBD),2037,Female,Age 45-49,1690
Melbourne (CBD),2037,Female,Age 70-74,316
Melbourne (CBD),2037,Male,Age 45-49,1539
Melbourne (CBD),2038,Female,Age 0-4,1123
Melbourne (CBD),2038,Female,Age 20-24,9807
Melbourne (CBD),2038,Female,Age 45-49,1746
Melbourne (CBD),2038,Female,Age 55-59,609
Melbourne (CBD),2038,Male,Age 10-14,368
Melbourne (CBD),2038,Male,Age 20-24,8011
Melbourne (CBD),2038,Male,Age 30-34,5849
Melbourne (CBD),2038,Male,Age 45-49,1594
Melbourne (CBD),2038,Male,Age 55-59,638
Melbourne (CBD),2038,Male,Age 70-74,350
Melbourne (CBD),2038,Male,Age 80-84,282
Melbourne (CBD),2039,Female,Age 55-59,591
Melbourne (CBD),2039,Male,Age 70-74,345
Melbourne (CBD),2040,Female,Age 50-54,1061
Melbourne (CBD),2040,Male,Age 15-19,2051
Melbourne (CBD),2040,Male,Age 5-9,641
Melbourne (CBD),2041,Male,Age 30-34,6512
Melbourne (CBD),2042,Female,Age 15-19,2997
Melbourne (CBD),2042,Female,Age 25-29,9841
Melbourne (CBD),2042,Female,Age 40-44,2279
Melbourne (CBD),2042,Female,Age 65-69,298
Melbourne (CBD),2042,Male,Age 45-49,1630
Melbourne (Remainder),2023,Male,Age 60-64,83
Melbourne (Remainder),2024,Female,Age 60-64,127
Melbourne (Remainder),2024,Male,Age 60-64,89
Melbourne (Remainder),2025,Female,Age 5-9,22
Melbourne (Remainder),2025,Male,Age 70-74,102
Melbourne (Remainder),2026,Male,Age 35-39,262
Melbourne (Remainder),2027,Female,Age 0-4,61
Melbourne (Remainder),2027,Female,Age 80-84,87
Melbourne (Remainder),2027,Male,Age 30-34,252
Melbourne (Remainder),2027,Male,Age 80-84,57
Melbourne (Remainder),2028,Female,Age 10-14,14
Melbourne (Remainder),2028,Female,Age 25-29,191
Melbourne (Remainder),2029,Female,Age 60-64,124
Melbourne (Remainder),2029,Male,Age 70-74,94
Melbourne (Remainder),2030,Male,Age 50-54,83
Melbourne (Remainder),2031,Male,Age 45-49,72
Melbourne (Remainder),2032,Male,Age 15-19,33
Melbourne (Remainder),2033,Male,Age 55-59,82
Melbourne (Remainder),2034,Female,Age 10-14,13
Melbourne (Remainder),2034,Male,Age 55-59,82
Melbourne (Remainder),2035,Female,Age 60-64,119
Melbourne (Remainder),2035,Female,Age 85+,88
Melbourne (Remainder),2035,Male,Age 40-44,200
Melbourne (Remainder),2037,Female,Age 20-24,110
Melbourne (Remainder),2037,Female,Age 40-44,268
Melbourne (Remainder),2037,Female,Age 5-9,39
Melbourne (Remainder),2037,Male,Age 35-39,296
Melbourne (Remainder),2037,Male,Age 5-9,33
Melbourne (Remainder),2037,Male,Age 55-59,76
Melbourne (Remainder),2037,Male,Age 65-69,125
Melbourne (Remainder),2040,Female,Age 85+,108
Melbourne (Remainder),2040,Male,Age 15-19,39
Melbourne (Remainder),2041,Female,Age 55-59,57
Melbourne (Remainder),2041,Male,Age 75-79,77
Melbourne (Remainder),2042,Female,Age 30-34,308
Melbourne (Remainder),2043,Female,Age 25-29,211
Melbourne (Remainder),2043,Female,Age 30-34,310
North Melbourne,2023,Female,Age 80-84,118
North Melbourne,2023,Male,Age 10-14,315
North Melbourne,2024,Male,Age 70-74,219
North Melbourne,2025,Female,Age 15-19,434
North Melbourne,2025,Female,Age 25-29,1780
North Melbourne,2025,Female,Age 45-49,473
North Melbourne,2025,Male,Age 15-19,309
North Melbourne,2026,Female,Age 5-9,263
North Melbourne,2026,Male,Age 25-29,1746
North Melbourne,2026,Male,Age 70-74,257
North Melbourne,2027,Female,Age 25-29,1952
North Melbourne,2027,Female,Age 45-49,500
North Melbourne,2027,Female,Age 75-79,139
North Melbourne,2027,Male,Age 25-29,1821
North Melbourne,2028,Female,Age 0-4,434
North Melbourne,2028,Female,Age 5-9,281
North Melbourne,2030,Male,Age 0-4,460
North Melbourne,2030,Male,Age 15-19,333
North Melbourne,2030,Male,Age 50-54,389
North Melbourne,2030,Male,Age 70-74,244
North Melbourne,2031,Female,Age 60-64,256
North Melbourne,2031,Female,Age 75-79,165
North Melbourne,2032,Male,Age 55-59,311
North Melbourne,2034,Female,Age 15-19,512
North Melbourne,2034,Male,Age 15-19,354
North Melbourne,2035,Female,Age 45-49,744
North Melbourne,2035,Male,Age 75-79,161
North Melbourne,2035,Male,Age 80-84,215
North Melbourne,2036,Female,Age 30-34,1712
North Melbourne,2036,Female,Age 35-39,1354
North Melbourne,2036,Male,Age 60-64,295
North Melbourne,2037,Female,Age 30-34,1719
North Melbourne,2037,Female,Age 65-69,283
North Melbourne,2037,Male,Age 30-34,1811
North Melbourne,2037,Male,Age 60-64,311
North Melbourne,2038,Female,Age 25-29,2617
North Melbourne,2038,Female,Age 40-44,1450
North Melbourne,2038,Male,Age 40-44,1290
North Melbourne,2038,Male,Age 45-49,942
North Melbourne,2038,Male,Age 55-59,369
North Melbourne,2038,Male,Age 75-79,217
North Melbourne,2039,Female,Age 30-34,1778
North Melbourne,2040,Female,Age 5-9,768
North Melbourne,2040,Female,Age 70-74,300
North Melbourne,2041,Female,Age 30-34,1935
North Melbourne,2041,Female,Age 55-59,371
North Melbourne,2043,Female,Age 30-34,2041
North Melbourne,2043,Female,Age 70-74,339
Parkville,2023,Male,Age 20-24,827
Parkville,2024,Female,Age 20-24,1076
Parkville,2024,Female,Age 75-79,110
Parkville,2025,Male,Age 70-74,97
Parkville,2025,Male,Age 75-79,116
Parkville,2027,Female,Age 0-4,222
Parkville,2027,Female,Age 85+,135
Parkville,2028,Female,Age 30-34,537
Parkville,2028,Female,Age 5-9,86
Parkville,2028,Female,Age 85+,137
Parkville,2028,Male,Age 55-59,118
Parkville,2031,Female,Age 30-34,545
Parkville,2032,Female,Age 35-39,443
Parkville,2032,Male,Age 60-64,119
Parkville,2033,Female,Age 35-39,456
Parkville,2033,Female,Age 55-59,121
Parkville,2035,Female,Age 70-74,118
Parkville,2035,Male,Age 10-14,151
Parkville,2036,Female,Age 50-54,151
Parkville,2036,Female,Age 85+,172
Parkville,2036,Male,Age 0-4,289
Parkville,2038,Female,Age 10-14,193
Parkville,2038,Female,Age 15-19,897
Parkville,2039,Female,Age 0-4,293
Parkville,2039,Female,Age 20-24,1294
Parkville,2039,Male,Age 75-79,139
Parkville,2040,Female,Age 40-44,233
Parkville,2040,Female,Age 75-79,122
Parkville,2040,Male,Age 70-74,101
Parkville,2041,Female,Age 0-4,298
Parkville,2041,Female,Age 80-84,145
Parkville,2042,Female,Age 70-74,97
Parkville,2042,Male,Age 5-9,222
Parkville,2043,Female,Age 75-79,111
Parkville,2043,Male,Age 10-14,216
Port Melbourne,2025,Female,Age 65-69,0
Port Melbourne,2025,Female,Age 80-84,0
Port Melbourne,2027,Female,Age 20-24,2
Port Melbourne,2027,Female,Age 30-34,2
Port Melbourne,2027,Female,Age 80-84,1
Port Melbourne,2028,Female,Age 15-19,2
Port Melbourne,2028,Male,Age 15-19,2
Port Melbourne,2028,Male,Age 25-29,2
Port Melbourne,2029,Male,Age 20-24,3
Port Melbourne,2030,Male,Age 10-14,2
Port Melbourne,2031,Female,Age 10-14,3
Port Melbourne,2031,Female,Age 25-29,4
Port Melbourne,2031,Male,Age 60-64,3
Port Melbourne,2031,Male,Age 80-84,4
Port Melbourne,2032,Female,Age 25-29,4
Port Melbourne,2032,Female,Age 45-49,4
Port Melbourne,2032,Male,Age 5-9,5
Port Melbourne,2033,Female,Age 25-29,5
Port Melbourne,2033,Male,Age 45-49,4
Port Melbourne,2034,Female,Age 85+,3
Port Melbourne,2034,Male,Age 5-9,11
Port Melbourne,2035,Male,Age 10-14,13
Port Melbourne,2035,Male,Age 50-54,8
Port Melbourne,2036,Female,Age 65-69,11
Port Melbourne,2037,Male,Age 40-44,22
Port Melbourne,2038,Female,Age 10-14,33
Port Melbourne,2038,Female,Age 20-24,21
Port Melbourne,2038,Male,Age 20-24,21
Port Melbourne,2039,Female,Age 25-29,27
Port Melbourne,2039,Male,Age 15-19,23
Port Melbourne,2039,Male,Age 20-24,25
Port Melbourne,2039,Male,Age 85+,7
Port Melbourne,2040,Female,Age 35-39,34
Port Melbourne,2040,Male,Age 15-19,31
Port Melbourne,2041,Female,Age 40-44,47
Port Melbourne,2041,Male,Age 50-54,45
Port Melbourne,2041,Male,Age 55-59,28
Port Melbourne,2042,Female,Age 25-29,46
Port Melbourne,2043,Female,Age 40-44,65
Port Melbourne,2043,Male,Age 10-14,90
Port Melbourne,2043,Male,Age 35-39,49
South Yarra,2023,Female,Age 10-14,53
South Yarra,2023,Female,Age 35-39,213
South Yarra,2023,Female,Age 5-9,51
South Yarra,2023,Male,Age 20-24,82
South Yarra,2023,Male,Age 60-64,132
South Yarra,2024,Female,Age 60-64,127
South Yarra,2024,Male,Age 15-19,64
South Yarra,2024,Male,Age 20-24,96
South Yarra,2025,Female,Age 10-14,51
South Yarra,2026,Female,Age 30-34,343
South Yarra,2026,Female,Age 5-9,50
South Yarra,2026,Female,Age 55-59,119
South Yarra,2026,Female,Age 85+,53
South Yarra,2027,Male,Age 5-9,81
South Yarra,2028,Female,Age 10-14,51
South Yarra,2028,Female,Age 85+,55
South Yarra,2028,Male,Age 45-49,129
South Yarra,2029,Female,Age 0-4,91
South Yarra,2030,Female,Age 35-39,310
South Yarra,2030,Male,Age 35-39,266
South Yarra,2030,Male,Age 5-9,109
South Yarra,2031,Female,Age 30-34,371
South Yarra,2032,Female,Age 80-84,52
South Yarra,2033,Female,Age 0-4,104
South Yarra,2033,Male,Age 5-9,150
South Yarra,2035,Male,Age 80-84,42
South Yarra,2036,Female,Age 35-39,326
South Yarra,2037,Female,Age 5-9,108
South Yarra,2039,Female,Age 0-4,108
South Yarra,2041,Female,Age 35-39,351
South Yarra,2041,Male,Age 15-19,89
South Yarra,2042,Female,Age 5-9,109
South Yarra,2042,Male,Age 30-34,441
South Yarra,2042,Male,Age 85+,40
South Yarra,2043,Female,Age 0-4,110
South Yarra,2043,Female,Age 40-44,152
South Yarra,2043,Female,Age 55-59,126
Southbank,2023,Female,Age 40-44,706
Southbank,2023,Male,Age 30-34,2676
Southbank,2024,Female,Age 75-79,159
Southbank,2024,Female,Age 85+,143
Southbank,2026,Male,Age 45-49,732
Southbank,2027,Female,Age 30-34,2845
Southbank,2027,Male,Age 5-9,162
Southbank,2029,Female,Age 60-64,412
Southbank,2029,Male,Age 65-69,368
Southbank,2030,Male,Age 0-4,509
Southbank,2030,Male,Age 50-54,622
Southbank,2031,Female,Age 20-24,2566
Southbank,2031,Female,Age 30-34,3176
Southbank,2031,Female,Age 35-39,1887
Southbank,2031,Male,Age 45-49,772
Southbank,2032,Female,Age 10-14,144
Southbank,2032,Female,Age 45-49,670
Southbank,2032,Female,Age 5-9,349
Southbank,2032,Male,Age 30-34,3548
Southbank,2033,Female,Age 20-24,2733
Southbank,2033,Female,Age 45-49,743
Southbank,2034,Female,Age 25-29,4121
Southbank,2034,Female,Age 60-64,417
Southbank,2034,Male,Age 40-44,1737
Southbank,2035,Female,Age 40-44,1368
Southbank,2035,Male,Age 55-59,609
Southbank,2036,Female,Age 0-4,713
Southbank,2036,Male,Age 50-54,557
Southbank,2036,Male,Age 65-69,363
Southbank,2037,Female,Age 70-74,263
Southbank,2037,Male,Age 15-19,494
Southbank,2037,Male,Age 65-69,356
Southbank,2038,Female,Age 5-9,445
Southbank,2038,Female,Age 55-59,509
Southbank,2041,Male,Age 0-4,677
Southbank,2041,Male,Age 70-74,279
Southbank,2042,Female,Age 65-69,302
Southbank,2043,Male,Age 15-19,652
West Melbourne (Industrial),2023,Female,Age 5-9,0
West Melbourne (Industrial),2023,Female,Age 80-84,0
West Melbourne (Industrial),2024,Male,Age 40-44,0
West Melbourne (Industrial),2025,Female,Age 60-64,0
West Melbourne (Industrial),2025,Male,Age 65-69,0
West Melbourne (Industrial),2025,Male,Age 85+,0
West Melbourne (Industrial),2026,Male,Age 45-49,0
West Melbourne (Industrial),2027,Male,Age 20-24,0
West Melbourne (Industrial),2027,Male,Age 55-59,0
West Melbourne (Industrial),2028,Female,Age 75-79,0
West Melbourne (Industrial),2028,Male,Age 35-39,0
West Melbourne (Industrial),2029,Female,Age 70-74,0
West Melbourne (Industrial),2029,Female,Age 75-79,0
West Melbourne (Industrial),2029,Male,Age 20-24,0
West Melbourne (Industrial),2029,Male,Age 85+,0
West Melbourne (Industrial),2030,Female,Age 40-44,0
West Melbourne (Industrial),2030,Female,Age 60-64,0
West Melbourne (Industrial),2030,Male,Age 15-19,0
West Melbourne (Industrial),2031,Female,Age 45-49,0
West Melbourne (Industrial),2031,Female,Age 85+,0
West Melbourne (Industrial),2032,Male,Age 25-29,0
West Melbourne (Industrial),2034,Female,Age 5-9,0
West Melbourne (Industrial),2034,Male,Age 25-29,0
West Melbourne (Industrial),2035,Female,Age 45-49,0
West Melbourne (Industrial),2036,Female,Age 30-34,0
West Melbourne (Industrial),2036,Female,Age 75-79,0
West Melbourne (Industrial),2036,Male,Age 25-29,0
West Melbourne (Industrial),2037,Male,Age 45-49,0
West Melbourne (Industrial),2038,Female,Age 40-44,0
West Melbourne (Industrial),2038,Female,Age 50-54,0
West Melbourne (Industrial),2038,Male,Age 75-79,0
West Melbourne (Industrial),2039,Female,Age 20-24,0
West Melbourne (Industrial),2039,Male,Age 5-9,0
West Melbourne (Industrial),2039,Male,Age 85+,0
West Melbourne (Industrial),2040,Female,Age 25-29,0
West Melbourne (Industrial),2040,Male,Age 50-54,0
West Melbourne (Industrial),2041,Female,Age 30-34,0
West Melbourne (Industrial),2042,Male,Age 65-69,0
West Melbourne (Industrial),2043,Female,Age 10-14,0
West Melbourne (Industrial),2043,Female,Age 50-54,0
West Melbourne (Industrial),2043,Male,Age 10-14,0
West Melbourne (Residential),2023,Female,Age 20-24,667
West Melbourne (Residential),2023,Female,Age 35-39,545
West Melbourne (Residential),2034,Male,Age 80-84,7
West Melbourne (Residential),2035,Female,Age 40-44,497
West Melbourne (Residential),2035,Female,Age 70-74,51
West Melbourne (Residential),2035,Female,Age 80-84,23
West Melbourne (Residential),2035,Male,Age 10-14,165
West Melbourne (Residential),2036,Female,Age 55-59,171
West Melbourne (Residential),2036,Female,Age 85+,20
West Melbourne (Residential),2036,Male,Age 0-4,368
West Melbourne (Residential),2037,Female,Age 25-29,1771
West Melbourne (Residential),2037,Male,Age 0-4,382
West Melbourne (Residential),2038,Female,Age 45-49,443
West Melbourne (Residential),2038,Female,Age 80-84,25
West Melbourne (Residential),2038,Male,Age 20-24,889
West Melbourne (Residential),2039,Female,Age 80-84,25
