ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTScore_Precision,BERTScore_Recall,BERTScore_F1
0.3676735134864839,0.11053868046598714,0.1883538897394168,0.05702412543780648,0.8519787788391113,0.8754342198371887,0.8634748458862305
