ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTScore_Precision,BERTScore_Recall,BERTScore_F1
0.37093232941310345,0.1083362856076962,0.18737274724018277,0.05388096093518907,0.8522937893867493,0.8746200799942017,0.8632324934005737
