date,road_name,location,suburb,speed_limit,direction,time,vehicle_class_1,vehicle_class_2,vehicle_class_3,vehicle_class_4,vehicle_class_5,vehicle_class_6,vehicle_class_7,vehicle_class_8,vehicle_class_9,vehicle_class_10,vehicle_class_11,vehicle_class_12,vehicle_class_13,motorcycle,bike,average_speed,85th_percentile_speed,maximum_speed,road_segment
2016-07-11,Queensberry Street,Between Howard Street and Peel Street,North Melbourne,40,W,1900-01-01 15:00:00,360.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,32.0,41.0,57.0,20943
2015-12-14,King Street,Northbound - Between Flinders Street and Flinders Lane,Melbourne CBD,50,N,1900-01-01 19:00:00,914.0,3.0,11.0,1.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,3.0,36.0,42.0,64.0,20188
2016-07-11,Queensberry Street,Between Howard Street and Peel Street,North Melbourne,40,W,1900-01-01 16:00:00,336.0,2.0,38.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,34.0,42.0,57.0,20943
2015-12-14,King Street,Northbound - Between Flinders Street and Flinders Lane,Melbourne CBD,50,N,1900-01-01 20:00:00,764.0,7.0,11.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,32.0,41.0,71.0,20188
2016-07-11,Queensberry Street,Between Howard Street and Peel Street,North Melbourne,40,W,1900-01-01 17:00:00,465.0,3.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,33.0,43.0,60.0,20943
2015-12-14,King Street,Northbound - Between Flinders Street and Flinders Lane,Melbourne CBD,50,N,1900-01-01 23:00:00,449.0,1.0,10.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,35.0,41.0,53.0,20188
2016-07-11,Queensberry Street,Between Howard Street and Peel Street,North Melbourne,40,W,1900-01-01 19:00:00,144.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,40.0,45.0,58.0,20943
2015-08-12,King Street,Southbound - Between La Trobe Street and Little Lonsdale Street,Melbourne CBD,50,S,1900-01-01 03:00:00,77.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,40.0,45.0,61.0,20195
2016-08-11,Queensberry Street,Between Howard Street and Peel Street,North Melbourne,40,W,1900-01-01 00:00:00,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,48.0,58.0,20943
2015-08-12,King Street,Southbound - Between La Trobe Street and Little Lonsdale Street,Melbourne CBD,50,S,1900-01-01 18:00:00,788.0,3.0,23.0,4.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,34.0,42.0,54.0,20195
2016-08-11,Queensberry Street,Between Howard Street and Peel Street,North Melbourne,40,W,1900-01-01 01:00:00,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,48.0,52.0,20943
2015-08-12,King Street,Southbound - Between La Trobe Street and Little Lonsdale Street,Melbourne CBD,50,S,1900-01-01 20:00:00,543.0,4.0,12.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,35.0,42.0,55.0,20195
2016-08-11,Queensberry Street,Between Howard Street and Peel Street,North Melbourne,40,W,1900-01-01 04:00:00,12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,45.0,48.0,20943
