,Date,day,monthly_index,Public_Holiday,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
1367,2018-09-29,6,9,Not a public holiday,1.7,5.5,14.0,17.0,656503
1368,2018-09-30,7,9,Not a public holiday,0.0,6.8,16.5,19.8,564330
1369,2018-10-01,1,10,Not a public holiday,0.0,4.7,23.3,21.4,812088
1370,2018-10-02,2,10,Not a public holiday,0.0,11.4,25.8,13.4,819692
1371,2018-10-03,3,10,Not a public holiday,0.0,14.7,18.1,10.9,795998
1372,2018-10-04,4,10,Not a public holiday,0.0,10.9,14.6,12.5,828515
1373,2018-10-05,5,10,Not a public holiday,0.0,9.1,20.5,22.5,934599
1374,2018-10-06,6,10,Not a public holiday,0.0,8.3,23.8,22.7,719750
1375,2018-10-07,7,10,Not a public holiday,0.0,10.3,24.7,21.2,547674
1376,2018-10-08,1,10,Not a public holiday,0.0,13.5,28.2,22.7,709823
1377,2018-10-09,2,10,Not a public holiday,0.4,16.1,17.9,7.2,633483
1378,2018-10-10,3,10,Not a public holiday,3.4,10.1,16.5,20.0,742177
1379,2018-10-11,4,10,Not a public holiday,0.0,6.4,20.7,23.7,797252
1380,2018-10-12,5,10,Not a public holiday,0.0,8.7,22.7,23.9,898086
1381,2018-10-13,6,10,Not a public holiday,0.0,10.5,24.9,23.2,693407
1382,2018-10-14,7,10,Not a public holiday,0.0,12.4,27.3,22.1,593667
1383,2018-10-15,1,10,Not a public holiday,0.0,19.5,27.5,19.4,691739
1384,2018-10-16,2,10,Not a public holiday,0.6,20.0,23.1,6.1,658056
1385,2018-10-17,3,10,Not a public holiday,5.2,16.1,22.6,15.1,723569
1386,2018-10-18,4,10,Not a public holiday,2.8,14.7,20.7,10.5,733057
1387,2018-10-19,5,10,Not a public holiday,0.0,12.8,27.4,23.0,853431
1388,2018-10-20,6,10,Not a public holiday,10.0,11.7,16.1,9.8,581094
1389,2018-10-21,7,10,Not a public holiday,2.3,7.6,19.2,22.7,557171
1390,2018-10-22,1,10,Not a public holiday,0.0,8.9,27.0,25.7,695561
1391,2018-10-23,2,10,Not a public holiday,0.0,13.0,18.8,16.7,684749
1392,2018-10-24,3,10,Not a public holiday,0.0,9.2,15.5,19.7,707097
1393,2018-10-25,4,10,Not a public holiday,0.2,6.4,19.5,25.0,753508
1394,2018-10-26,5,10,Not a public holiday,0.0,9.6,18.3,23.7,903895
1395,2018-10-27,6,10,Not a public holiday,0.0,11.3,19.6,20.5,611653
1396,2018-10-28,7,10,Not a public holiday,0.0,9.3,15.9,22.8,524680
1397,2018-10-29,1,10,Not a public holiday,0.0,9.1,17.0,25.6,691044
1398,2018-10-30,2,10,Not a public holiday,0.0,8.3,25.2,25.8,707876
1399,2018-10-31,3,10,Not a public holiday,0.0,13.0,19.5,16.7,689257
1400,2018-11-01,4,11,Not a public holiday,0.0,12.8,34.3,14.2,741618
1401,2018-11-02,5,11,Not a public holiday,0.6,16.3,31.6,13.4,775937
1402,2018-11-03,6,11,Not a public holiday,0.2,12.6,20.9,19.9,616112
1403,2018-11-04,7,11,Not a public holiday,0.0,9.2,20.9,19.7,536549
1404,2018-11-05,1,11,Not a public holiday,3.0,14.5,28.6,15.8,755213
1405,2018-11-06,2,11,Public Holiday,0.0,16.3,21.4,7.8,386770
1406,2018-11-07,3,11,Not a public holiday,0.8,11.1,17.2,18.2,684866
1407,2018-11-08,4,11,Not a public holiday,3.8,7.7,17.0,22.7,749477
1408,2018-11-09,5,11,Not a public holiday,0.0,8.0,20.0,14.8,790208
1409,2018-11-10,6,11,Not a public holiday,4.0,9.0,20.3,27.3,663083
1410,2018-11-11,7,11,Not a public holiday,0.0,9.3,19.6,29.1,563620
1411,2018-11-12,1,11,Not a public holiday,0.0,10.9,30.2,17.5,717577
1412,2018-11-13,2,11,Not a public holiday,0.0,16.9,30.5,18.4,725514
1413,2018-11-14,3,11,Not a public holiday,7.2,14.8,17.3,7.2,732007
1414,2018-11-15,4,11,Not a public holiday,0.0,13.7,18.1,23.8,813915
1415,2018-11-16,5,11,Not a public holiday,0.0,8.3,19.0,29.8,936028
1416,2018-11-17,6,11,Not a public holiday,0.0,9.6,18.1,29.9,723541
1417,2018-11-18,7,11,Not a public holiday,0.0,9.8,26.6,30.1,634147
1418,2018-11-19,1,11,Not a public holiday,0.0,15.4,30.9,27.5,650635
1419,2018-11-20,2,11,Not a public holiday,0.0,22.5,27.6,5.5,612966
1420,2018-11-21,3,11,Not a public holiday,25.6,12.3,23.2,24.2,693842
1421,2018-11-22,4,11,Not a public holiday,7.0,9.7,16.4,20.3,693101
1422,2018-11-23,5,11,Not a public holiday,7.2,11.0,14.5,3.5,715101
1423,2018-11-24,6,11,Not a public holiday,8.2,11.1,16.9,15.8,632925
1424,2018-11-25,7,11,Not a public holiday,0.8,12.7,18.8,20.5,572673
1425,2018-11-26,1,11,Not a public holiday,0.2,11.9,18.6,25.5,717797
1426,2018-11-27,2,11,Not a public holiday,0.0,14.4,20.0,23.3,716919
1427,2018-11-28,3,11,Not a public holiday,0.0,14.4,20.8,18.0,725205
1428,2018-11-29,4,11,Not a public holiday,1.0,13.9,18.7,21.1,778610
1429,2018-11-30,5,11,Not a public holiday,0.0,14.7,20.8,28.0,906846
1430,2018-12-01,6,12,Not a public holiday,0.0,10.3,31.7,30.8,747888
1431,2018-12-02,7,12,Not a public holiday,12.2,12.2,19.5,18.9,556873
1432,2018-12-03,1,12,Not a public holiday,0.0,13.3,23.6,13.4,719201
1433,2018-12-04,2,12,Not a public holiday,0.0,13.4,20.5,28.2,777695
1434,2018-12-05,3,12,Not a public holiday,0.0,13.4,25.2,31.1,841023
1435,2018-12-06,4,12,Not a public holiday,0.0,14.5,35.5,31.3,767492
1436,2018-12-07,5,12,Not a public holiday,0.0,25.1,38.0,27.1,737480
1437,2018-12-08,6,12,Not a public holiday,0.0,22.7,30.3,11.0,656343
1438,2018-12-09,7,12,Not a public holiday,0.0,16.0,20.1,11.8,550934
1439,2018-12-10,1,12,Not a public holiday,0.0,15.8,20.6,28.5,792334
1440,2018-12-11,2,12,Not a public holiday,0.0,13.0,23.6,31.6,831842
1441,2018-12-12,3,12,Not a public holiday,0.0,16.0,33.6,29.4,815982
1442,2018-12-13,4,12,Not a public holiday,21.2,16.9,21.1,6.0,696310
1443,2018-12-14,5,12,Not a public holiday,15.0,16.4,22.7,13.7,828372
1444,2018-12-15,6,12,Not a public holiday,47.0,17.2,24.8,17.5,687881
1445,2018-12-16,7,12,Not a public holiday,4.5,15.8,23.5,16.3,536929
1446,2018-12-17,1,12,Not a public holiday,2.0,15.6,21.8,23.2,749603
1447,2018-12-18,2,12,Not a public holiday,0.0,16.7,20.8,21.1,772259
1448,2018-12-19,3,12,Not a public holiday,0.0,16.8,26.9,16.6,794461
1449,2018-12-20,4,12,Not a public holiday,0.0,16.9,21.2,14.8,808204
1450,2018-12-21,5,12,Not a public holiday,1.0,15.4,20.9,9.6,743875
1451,2018-12-22,6,12,Not a public holiday,11.0,14.1,19.1,27.8,671686
1452,2018-12-23,7,12,Not a public holiday,0.0,11.5,26.9,32.3,678706
1453,2018-12-24,1,12,Not a public holiday,0.0,14.3,34.2,32.3,604377
1454,2018-12-25,2,12,Public Holiday,0.0,15.8,23.9,32.2,425283
1455,2018-12-26,3,12,Public Holiday,0.0,13.3,23.8,32.3,699616
1456,2018-12-27,4,12,Not a public holiday,0.0,16.2,37.4,29.3,537044
1457,2018-12-28,5,12,Not a public holiday,0.0,21.9,36.4,19.1,592544
1458,2018-12-29,6,12,Not a public holiday,1.6,21.0,23.9,5.7,579372
1459,2018-12-30,7,12,Not a public holiday,1.6,18.2,22.7,9.9,525541
1460,2018-12-31,1,12,Not a public holiday,0.2,17.3,23.5,31.3,742581
1461,2019-01-01,2,1,Public Holiday,0.0,15.5,26.2,31.7,551774
1462,2019-01-02,3,1,Not a public holiday,0.0,18.4,22.2,26.3,614728
1463,2019-01-03,4,1,Not a public holiday,0.0,15.9,29.5,27.6,608655
1464,2019-01-04,5,1,Not a public holiday,0.0,18.0,42.6,27.4,474641
1465,2019-01-05,6,1,Not a public holiday,0.8,17.4,21.2,12.9,545995
1466,2019-01-06,7,1,Not a public holiday,1.8,14.6,22.1,30.9,486849
1467,2019-01-07,1,1,Not a public holiday,0.0,17.1,23.1,30.2,626035
1468,2019-01-08,2,1,Not a public holiday,0.0,16.7,24.1,28.9,635972
1469,2019-01-09,3,1,Not a public holiday,0.6,16.1,20.5,28.4,723121
1470,2019-01-10,4,1,Not a public holiday,0.0,13.5,21.4,25.8,704061
1471,2019-01-11,5,1,Not a public holiday,0.0,12.9,30.4,31.5,754196
1472,2019-01-12,6,1,Not a public holiday,0.0,17.7,24.7,28.6,586757
1473,2019-01-13,7,1,Not a public holiday,0.0,14.4,30.5,31.3,503191
1474,2019-01-14,1,1,Not a public holiday,0.0,18.7,32.3,31.1,618408
1475,2019-01-15,2,1,Not a public holiday,0.0,19.4,30.4,22.3,638897
1476,2019-01-16,3,1,Not a public holiday,0.0,19.8,26.7,17.5,676692
1477,2019-01-17,4,1,Not a public holiday,0.0,20.7,32.5,6.0,702195
1478,2019-01-18,5,1,Not a public holiday,0.0,22.3,28.7,2.6,784846
1479,2019-01-19,6,1,Not a public holiday,3.2,16.5,23.5,30.2,670861
1480,2019-01-20,7,1,Not a public holiday,0.0,15.2,22.9,29.2,542220
1481,2019-01-21,1,1,Not a public holiday,0.0,18.4,25.1,28.2,663293
1482,2019-01-22,2,1,Not a public holiday,0.0,19.0,26.8,29.3,686543
1483,2019-01-23,3,1,Not a public holiday,0.0,18.7,23.9,27.4,728564
1484,2019-01-24,4,1,Not a public holiday,0.0,17.3,40.8,30.0,608765
1485,2019-01-25,5,1,Not a public holiday,0.0,21.1,42.8,25.3,574081
1486,2019-01-26,6,1,Not a public holiday,0.0,19.9,26.1,27.7,611883
1487,2019-01-27,7,1,Not a public holiday,0.0,18.4,27.8,21.1,466883
1488,2019-01-28,1,1,Public Holiday,0.0,15.5,34.5,29.4,365396
1489,2019-01-29,2,1,Not a public holiday,0.0,17.5,36.8,27.7,585109
1490,2019-01-30,3,1,Not a public holiday,0.0,18.0,38.1,19.9,563190
1491,2019-01-31,4,1,Not a public holiday,6.2,17.2,21.5,27.8,600885
1492,2019-02-01,5,2,Not a public holiday,0.0,12.6,24.2,28.8,708160
1493,2019-02-02,6,2,Not a public holiday,0.0,15.0,34.4,27.5,502680
1494,2019-02-03,7,2,Not a public holiday,0.0,19.1,38.2,26.1,373219
1495,2019-02-04,1,2,Not a public holiday,0.0,20.0,22.7,9.3,607845
1496,2019-02-05,2,2,Not a public holiday,0.0,17.7,26.9,14.6,660501
1497,2019-02-06,3,2,Not a public holiday,0.0,18.5,34.7,22.8,608395
1498,2019-02-07,4,2,Not a public holiday,11.2,20.7,28.3,25.1,670040
1499,2019-02-08,5,2,Not a public holiday,0.0,18.1,23.1,21.1,741589
1500,2019-02-09,6,2,Not a public holiday,4.9,14.6,19.7,13.6,567279
1501,2019-02-10,7,2,Not a public holiday,1.0,13.0,23.3,23.5,561875
1502,2019-02-11,1,2,Not a public holiday,0.0,14.4,27.5,18.6,626858
1503,2019-02-12,2,2,Not a public holiday,0.0,18.4,21.5,12.4,593394
1504,2019-02-13,3,2,Not a public holiday,3.2,11.8,19.2,23.7,714350
1505,2019-02-14,4,2,Not a public holiday,0.0,12.3,23.2,24.2,754779
1506,2019-02-15,5,2,Not a public holiday,0.0,14.8,22.8,23.1,827756
1507,2019-02-16,6,2,Not a public holiday,0.0,16.1,23.2,24.2,632223
1508,2019-02-17,7,2,Not a public holiday,0.0,15.0,29.0,20.0,556786
1509,2019-02-18,1,2,Not a public holiday,0.0,18.0,23.6,16.9,689073
1510,2019-02-19,2,2,Not a public holiday,0.0,13.7,20.2,21.4,715682
1511,2019-02-20,3,2,Not a public holiday,0.0,13.5,23.2,20.8,749110
1512,2019-02-21,4,2,Not a public holiday,0.0,14.0,20.4,16.2,751133
1513,2019-02-22,5,2,Not a public holiday,0.0,15.5,21.2,23.9,865191
1514,2019-02-23,6,2,Not a public holiday,0.0,16.4,25.8,24.0,682938
1515,2019-02-24,7,2,Not a public holiday,0.0,13.8,32.9,24.6,593468
1516,2019-02-25,1,2,Not a public holiday,0.0,18.0,34.2,24.4,712468
1517,2019-02-26,2,2,Not a public holiday,0.0,17.9,22.3,21.0,769727
1518,2019-02-27,3,2,Not a public holiday,0.0,12.9,25.7,24.0,805508
1519,2019-02-28,4,2,Not a public holiday,0.0,16.3,36.8,23.4,774227
1520,2019-03-01,5,3,Not a public holiday,0.0,22.6,38.1,22.3,784466
1521,2019-03-02,6,3,Not a public holiday,0.0,22.3,36.3,23.4,550212
1522,2019-03-03,7,3,Not a public holiday,0.0,25.1,36.0,14.4,457939
1523,2019-03-04,1,3,Not a public holiday,0.0,19.0,24.6,21.8,779734
1524,2019-03-05,2,3,Not a public holiday,0.0,18.0,24.3,15.5,812462
1525,2019-03-06,3,3,Not a public holiday,2.0,13.2,17.2,19.5,805135
1526,2019-03-07,4,3,Not a public holiday,1.4,9.7,22.1,21.2,857245
1527,2019-03-08,5,3,Not a public holiday,0.0,11.3,26.8,10.2,908398
1528,2019-03-09,6,3,Not a public holiday,0.0,13.9,24.7,20.0,760782
1529,2019-03-10,7,3,Not a public holiday,0.0,14.3,23.7,10.1,706328
1530,2019-03-11,1,3,Public Holiday,0.4,15.9,21.8,18.6,659680
1531,2019-03-12,2,3,Not a public holiday,0.0,15.8,19.2,10.8,772072
1532,2019-03-13,3,3,Not a public holiday,0.4,11.9,18.6,15.1,824479
1533,2019-03-14,4,3,Not a public holiday,0.0,12.1,20.8,20.6,846115
1534,2019-03-15,5,3,Not a public holiday,0.0,11.7,22.2,18.7,949305
1535,2019-03-16,6,3,Not a public holiday,0.0,12.2,25.6,20.1,726951
1536,2019-03-17,7,3,Not a public holiday,0.0,14.2,25.6,19.2,582610
1537,2019-03-18,1,3,Not a public holiday,0.0,16.5,28.2,18.9,785420
1538,2019-03-19,2,3,Not a public holiday,0.0,16.9,23.4,12.7,761115
1539,2019-03-20,3,3,Not a public holiday,0.0,19.3,23.4,11.1,771572
1540,2019-03-21,4,3,Not a public holiday,0.0,18.2,24.3,12.5,816834
1541,2019-03-22,5,3,Not a public holiday,0.0,18.7,28.6,15.3,895318
1542,2019-03-23,6,3,Not a public holiday,5.0,19.9,31.3,13.6,697991
1543,2019-03-24,7,3,Not a public holiday,1.2,16.5,29.3,16.9,597902
1544,2019-03-25,1,3,Not a public holiday,0.0,14.8,19.0,13.6,693563
1545,2019-03-26,2,3,Not a public holiday,0.0,12.3,20.3,15.9,758210
1546,2019-03-27,3,3,Not a public holiday,0.0,11.1,21.7,17.8,794904
1547,2019-03-28,4,3,Not a public holiday,0.0,11.6,27.9,17.8,848557
1548,2019-03-29,5,3,Not a public holiday,0.0,14.6,28.5,4.9,838483
1549,2019-03-30,6,3,Not a public holiday,2.2,9.1,15.6,11.4,608852
1550,2019-03-31,7,3,Not a public holiday,2.0,9.4,18.5,8.0,528608
1551,2019-04-01,1,4,Not a public holiday,0.2,13.0,17.1,6.6,733017
1552,2019-04-02,2,4,Not a public holiday,0.0,7.4,25.9,16.6,820014
1553,2019-04-03,3,4,Not a public holiday,0.0,9.4,24.7,10.9,799520
1554,2019-04-04,4,4,Not a public holiday,0.0,13.3,21.9,13.9,828417
1555,2019-04-05,5,4,Not a public holiday,0.0,14.4,28.5,15.3,914141
1556,2019-04-06,6,4,Not a public holiday,0.0,16.5,20.1,12.4,766357
1557,2019-04-07,7,4,Not a public holiday,0.0,9.5,26.5,15.9,711798
1558,2019-04-08,1,4,Not a public holiday,0.0,12.5,23.1,9.0,800530
1559,2019-04-09,2,4,Not a public holiday,2.2,11.1,16.3,13.9,821559
1560,2019-04-10,3,4,Not a public holiday,1.8,10.7,15.8,4.8,857620
1561,2019-04-11,4,4,Not a public holiday,0.0,11.3,17.3,14.4,875141
1562,2019-04-12,5,4,Not a public holiday,0.0,6.7,24.9,15.3,980703
1563,2019-04-13,6,4,Not a public holiday,0.0,10.5,20.7,10.0,751899
1564,2019-04-14,7,4,Not a public holiday,0.0,11.8,22.5,14.4,647560
1565,2019-04-15,1,4,Not a public holiday,0.0,12.9,27.4,10.9,817047
1566,2019-04-16,2,4,Not a public holiday,0.0,17.1,30.3,14.4,836714
1567,2019-04-17,3,4,Not a public holiday,0.0,22.1,30.0,12.8,814122
1568,2019-04-18,4,4,Not a public holiday,0.4,13.2,17.7,12.8,901530
1569,2019-04-19,5,4,Public Holiday,0.0,8.6,22.1,14.0,689807
1570,2019-04-20,6,4,Public Holiday,0.0,10.2,30.2,13.9,802371
1571,2019-04-21,7,4,Public Holiday,0.0,14.8,27.0,7.5,662358
1572,2019-04-22,1,4,Public Holiday,1.0,13.7,17.6,6.0,531714
1573,2019-04-23,2,4,Not a public holiday,0.0,11.1,18.5,8.0,726723
1574,2019-04-24,3,4,Not a public holiday,0.0,14.6,23.2,8.2,798510
1575,2019-04-25,4,4,Public Holiday,0.0,10.2,21.5,10.6,653649
1576,2019-04-26,5,4,Not a public holiday,0.0,11.9,15.8,6.9,711492
1577,2019-04-27,6,4,Not a public holiday,4.0,8.7,16.2,8.5,629064
1578,2019-04-28,7,4,Not a public holiday,2.0,12.4,17.4,5.2,466192
1579,2019-04-29,1,4,Not a public holiday,,11.5,18.1,8.4,702589
1580,2019-04-30,2,4,Not a public holiday,,7.9,23.1,11.7,765962
1581,2019-05-01,3,5,Not a public holiday,0.0,15.6,22.8,7.8,784033
1582,2019-05-02,4,5,Not a public holiday,4.2,17.1,20.2,6.2,765930
1583,2019-05-03,5,5,Not a public holiday,0.2,11.8,20.7,9.0,908436
1584,2019-05-04,6,5,Not a public holiday,0.4,13.0,16.4,8.2,653393
1585,2019-05-05,7,5,Not a public holiday,2.2,11.3,16.3,6.5,567776
1586,2019-05-06,1,5,Not a public holiday,0.2,11.7,16.7,8.5,722955
1587,2019-05-07,2,5,Not a public holiday,0.0,7.4,18.7,11.7,757758
1588,2019-05-08,3,5,Not a public holiday,5.6,10.3,17.4,7.3,754208
1589,2019-05-09,4,5,Not a public holiday,0.6,9.7,16.2,5.3,752630
1590,2019-05-10,5,5,Not a public holiday,8.6,10.2,14.2,2.8,682392
1591,2019-05-11,6,5,Not a public holiday,9.8,10.2,16.4,7.7,624718
1592,2019-05-12,7,5,Not a public holiday,0.1,12.2,17.7,6.6,494330
1593,2019-05-13,1,5,Not a public holiday,0.0,12.7,18.1,8.3,666884
1594,2019-05-14,2,5,Not a public holiday,0.0,11.3,20.2,9.0,714440
1595,2019-05-15,3,5,Not a public holiday,0.0,12.0,15.8,8.0,715327
1596,2019-05-16,4,5,Not a public holiday,0.0,10.5,16.1,9.8,712607
1597,2019-05-17,5,5,Not a public holiday,0.0,6.5,18.6,10.7,835289
1598,2019-05-18,6,5,Not a public holiday,0.0,6.2,21.5,10.6,669255
1599,2019-05-19,7,5,Not a public holiday,0.0,8.9,21.8,10.0,530895
1600,2019-05-20,1,5,Not a public holiday,0.6,12.0,19.6,3.1,666502
1601,2019-05-21,2,5,Not a public holiday,0.4,11.1,20.4,6.9,719499
1602,2019-05-22,3,5,Not a public holiday,0.0,10.7,22.3,10.3,743855
1603,2019-05-23,4,5,Not a public holiday,0.0,9.9,21.3,10.2,761547
1604,2019-05-24,5,5,Not a public holiday,0.0,13.8,20.2,4.4,787885
1605,2019-05-25,6,5,Not a public holiday,2.4,13.7,19.8,9.1,596920
1606,2019-05-26,7,5,Not a public holiday,8.0,9.5,15.1,8.6,511598
1607,2019-05-27,1,5,Not a public holiday,9.2,7.8,14.0,7.2,636803
1608,2019-05-28,2,5,Not a public holiday,0.0,8.2,15.7,3.3,692927
1609,2019-05-29,3,5,Not a public holiday,1.0,8.7,10.6,7.9,648699
1610,2019-05-30,4,5,Not a public holiday,7.6,6.7,13.3,5.8,717259
1611,2019-05-31,5,5,Not a public holiday,2.4,8.5,14.3,5.7,794170
1612,2019-06-01,6,6,Not a public holiday,2.2,11.7,14.6,5.8,634415
1613,2019-06-02,7,6,Not a public holiday,0.2,11.0,14.5,6.7,478463
1614,2019-06-03,1,6,Not a public holiday,17.4,8.2,12.0,3.8,577484
1615,2019-06-04,2,6,Not a public holiday,4.0,8.4,12.9,7.9,699422
1616,2019-06-05,3,6,Not a public holiday,0.0,8.6,13.0,5.7,699449
1617,2019-06-06,4,6,Not a public holiday,0.0,10.2,14.8,7.9,724353
1618,2019-06-07,5,6,Not a public holiday,0.0,11.7,16.6,8.0,838457
1619,2019-06-08,6,6,Not a public holiday,0.1,6.7,18.7,9.3,653638
1620,2019-06-09,7,6,Not a public holiday,0.0,7.8,18.0,8.0,578906
1621,2019-06-10,1,6,Public Holiday,4.6,12.0,19.2,7.6,467719
1622,2019-06-11,2,6,Not a public holiday,0.0,9.6,17.9,9.2,687995
1623,2019-06-12,3,6,Not a public holiday,0.0,11.9,16.5,1.3,620081
1624,2019-06-13,4,6,Not a public holiday,4.0,8.8,17.4,8.9,716824
1625,2019-06-14,5,6,Not a public holiday,2.2,10.0,17.3,7.0,856939
1626,2019-06-15,6,6,Not a public holiday,3.6,9.0,15.2,6.4,711919
1627,2019-06-16,7,6,Not a public holiday,0.0,8.6,16.7,7.5,518919
1628,2019-06-17,1,6,Not a public holiday,1.4,6.3,17.9,8.6,705515
1629,2019-06-18,2,6,Not a public holiday,0.2,8.0,13.7,5.2,666366
1630,2019-06-19,3,6,Not a public holiday,1.2,6.6,11.9,7.0,710708
1631,2019-06-20,4,6,Not a public holiday,1.8,6.4,11.3,6.4,715860
1632,2019-06-21,5,6,Not a public holiday,4.4,6.5,12.6,8.5,840373
1633,2019-06-22,6,6,Not a public holiday,1.8,6.8,11.8,7.3,630400
1634,2019-06-23,7,6,Not a public holiday,0.0,3.6,9.6,5.9,487369
1635,2019-06-24,1,6,Not a public holiday,0.0,4.2,16.0,9.0,663138
1636,2019-06-25,2,6,Not a public holiday,0.0,3.5,17.0,8.9,686634
1637,2019-06-26,3,6,Not a public holiday,0.0,4.6,18.0,9.2,758899
1638,2019-06-27,4,6,Not a public holiday,0.0,5.9,17.5,9.2,792935
1639,2019-06-28,5,6,Not a public holiday,0.0,10.7,19.5,9.2,889613
1640,2019-06-29,6,6,Not a public holiday,1.2,13.0,17.6,2.6,565418
1641,2019-06-30,7,6,Not a public holiday,7.2,8.1,14.5,8.5,616011
1642,2019-07-01,1,7,Not a public holiday,0.0,9.5,14.1,8.3,681065
1643,2019-07-02,2,7,Not a public holiday,0.0,8.6,15.9,6.6,703669
1644,2019-07-03,3,7,Not a public holiday,0.0,8.2,13.7,7.5,755056
1645,2019-07-04,4,7,Not a public holiday,0.0,5.3,13.5,6.9,792842
1646,2019-07-05,5,7,Not a public holiday,0.0,3.5,19.1,9.0,938219
1647,2019-07-06,6,7,Not a public holiday,0.4,6.0,19.4,9.3,778021
1648,2019-07-07,7,7,Not a public holiday,0.0,9.0,18.2,6.1,530542
1649,2019-07-08,1,7,Not a public holiday,6.2,11.0,16.0,8.2,780253
1650,2019-07-09,2,7,Not a public holiday,0.0,6.8,15.0,7.2,777528
1651,2019-07-10,3,7,Not a public holiday,0.2,9.5,15.4,6.7,751076
1652,2019-07-11,4,7,Not a public holiday,7.8,7.8,14.3,4.6,728401
1653,2019-07-12,5,7,Not a public holiday,2.6,10.1,15.7,6.2,775136
1654,2019-07-13,6,7,Not a public holiday,3.0,7.0,12.0,8.3,605764
1655,2019-07-14,7,7,Not a public holiday,1.4,7.1,13.1,3.8,459148
1656,2019-07-15,1,7,Not a public holiday,5.2,8.9,14.3,7.6,668542
1657,2019-07-16,2,7,Not a public holiday,2.0,9.9,13.9,6.4,697076
1658,2019-07-17,3,7,Not a public holiday,0.0,9.7,13.7,3.6,707474
1659,2019-07-18,4,7,Not a public holiday,1.0,9.0,14.3,7.9,755984
1660,2019-07-19,5,7,Not a public holiday,1.4,7.5,15.7,9.6,902692
1661,2019-07-20,6,7,Not a public holiday,0.0,8.0,17.1,10.3,710178
1662,2019-07-21,7,7,Not a public holiday,0.0,11.3,16.6,8.1,569077
1663,2019-07-22,1,7,Not a public holiday,0.0,7.9,15.6,10.6,737444
1664,2019-07-23,2,7,Not a public holiday,2.4,9.9,15.2,8.2,707541
1665,2019-07-24,3,7,Not a public holiday,8.2,7.0,14.4,7.8,788301
1666,2019-07-25,4,7,Not a public holiday,0.0,9.2,14.8,5.2,800217
1667,2019-07-26,5,7,Not a public holiday,0.0,11.0,14.0,5.9,833216
1668,2019-07-27,6,7,Not a public holiday,8.0,9.8,15.3,8.7,771097
1669,2019-07-28,7,7,Not a public holiday,2.0,6.6,15.1,10.2,675054
1670,2019-07-29,1,7,Not a public holiday,0.0,8.9,14.6,9.9,756779
1671,2019-07-30,2,7,Not a public holiday,1.0,7.9,12.5,8.7,789533
1672,2019-07-31,3,7,Not a public holiday,,3.0,12.5,11.3,817760
1673,2019-08-01,4,8,Not a public holiday,0.0,5.8,13.8,8.6,811276
1674,2019-08-02,5,8,Not a public holiday,0.6,9.7,12.7,7.4,934717
1675,2019-08-03,6,8,Not a public holiday,0.2,10.0,13.9,6.2,718078
1676,2019-08-04,7,8,Not a public holiday,1.2,9.2,13.1,7.2,601593
1677,2019-08-05,1,8,Not a public holiday,0.2,10.0,15.8,10.7,786616
1678,2019-08-06,2,8,Not a public holiday,0.0,9.1,13.5,4.5,763354
1679,2019-08-07,3,8,Not a public holiday,0.6,9.3,14.1,7.5,795837
1680,2019-08-08,4,8,Not a public holiday,12.6,6.7,13.9,9.6,777973
1681,2019-08-09,5,8,Not a public holiday,2.2,7.8,10.1,7.3,755990
1682,2019-08-10,6,8,Not a public holiday,4.8,5.2,12.5,6.6,597888
1683,2019-08-11,7,8,Not a public holiday,6.8,4.8,12.9,11.4,513596
1684,2019-08-12,1,8,Not a public holiday,14.4,6.3,12.0,9.9,712837
1685,2019-08-13,2,8,Not a public holiday,0.0,8.8,13.1,7.0,744991
1686,2019-08-14,3,8,Not a public holiday,0.4,9.1,13.8,6.7,810382
1687,2019-08-15,4,8,Not a public holiday,0.0,7.3,16.2,10.5,814376
1688,2019-08-16,5,8,Not a public holiday,0.4,10.6,16.9,6.3,859268
1689,2019-08-17,6,8,Not a public holiday,4.0,7.0,16.5,13.4,803517
1690,2019-08-18,7,8,Not a public holiday,0.1,8.8,19.4,9.3,568923
1691,2019-08-19,1,8,Not a public holiday,4.4,5.8,12.3,12.8,723336
1692,2019-08-20,2,8,Not a public holiday,0.4,7.6,17.0,7.2,757905
1693,2019-08-21,3,8,Not a public holiday,0.2,11.5,16.6,11.5,794772
1694,2019-08-22,4,8,Not a public holiday,1.6,9.6,13.0,11.3,954658
1695,2019-08-23,5,8,Not a public holiday,0.0,3.8,15.1,14.5,1149216
1696,2019-08-24,6,8,Not a public holiday,0.6,7.9,18.0,13.0,941789
1697,2019-08-25,7,8,Not a public holiday,1.2,6.5,12.9,13.9,633063
1698,2019-08-26,1,8,Not a public holiday,0.0,5.3,14.4,14.7,757644
1699,2019-08-27,2,8,Not a public holiday,0.0,4.2,15.3,12.9,758238
1700,2019-08-28,3,8,Not a public holiday,0.0,8.3,13.4,5.0,673163
1701,2019-08-29,4,8,Not a public holiday,7.4,6.1,13.0,13.2,770434
1702,2019-08-30,5,8,Not a public holiday,0.0,2.3,15.3,15.6,914914
1703,2019-08-31,6,8,Not a public holiday,0.0,5.0,18.2,15.8,696180
1704,2019-09-01,7,9,Not a public holiday,0.0,11.1,19.6,9.4,509416
1705,2019-09-02,1,9,Not a public holiday,2.4,10.2,17.6,13.8,733078
