2,2025-04-30 16:37:07
2,2025-04-30 16:37:19
2,2025-04-30 16:37:28
2,2025-04-30 16:37:34
0,2025-04-30 16:40:03
0,2025-04-30 16:40:10
1,2025-04-30 16:40:16
2,2025-04-30 16:44:21
2,2025-04-30 16:46:14
2,2025-04-30 16:50:34
0,2025-04-30 16:50:44
2,2025-04-30 16:52:41
2,2025-04-30 16:52:47
0,2025-04-30 16:54:31
2,2025-04-30 16:54:36
2,2025-04-30 16:54:42
2,2025-04-30 17:06:12
0,2025-04-30 17:06:20
0,2025-04-30 17:06:24
1,2025-04-30 17:06:32
0,2025-04-30 17:06:42
0,2025-04-30 17:06:49
2,2025-04-30 17:20:23
2,2025-04-30 17:20:35
2,2025-04-30 17:20:39
2,2025-04-30 17:20:55
2,2025-05-07 16:25:48
0,2025-05-07 16:25:57
1,2025-05-07 16:26:03
1,2025-05-07 16:26:08
2,2025-05-07 16:26:12
2,2025-05-07 16:26:18
2,2025-05-07 16:26:24
0,2025-05-07 16:26:27
1,2025-05-07 16:26:30
2,2025-05-07 16:26:43
1,2025-05-07 16:26:54
0,2025-05-07 16:26:59
0,2025-05-07 16:27:03
0,2025-05-07 16:27:06
1,2025-05-07 16:27:08
2,2025-05-07 16:27:11
2,2025-05-07 16:27:17
2,2025-05-07 16:27:29
2,2025-05-13 17:06:07
0,2025-05-15 16:26:23
0,2025-05-15 16:26:23
0,2025-05-15 16:26:35
1,2025-05-15 16:26:39
0,2025-05-15 16:26:45
2,2025-05-15 16:27:22
2,2025-05-15 16:27:27
1,2025-05-15 16:27:34
2,2025-05-15 16:27:41
2,2025-05-15 16:27:45
