Date,day,monthly_index,Covid Restrictions,Public_Holiday,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
08-09-2018,6,9,No restriction,Not a public holiday,0,4.2,17.5,16.2,703303
09-09-2018,7,9,No restriction,Not a public holiday,0,8.6,18.1,7.3,528814
10-09-2018,1,9,No restriction,Not a public holiday,0.2,13.4,18,10.2,737695
11-09-2018,2,9,No restriction,Not a public holiday,0,9.1,24.2,17.7,803432
12-09-2018,3,9,No restriction,Not a public holiday,0,11.7,18.5,15.8,800446
13-09-2018,4,9,No restriction,Not a public holiday,0,7.1,19.7,18.2,824492
14-09-2018,5,9,No restriction,Not a public holiday,0,10.9,22.7,18.2,941484
15-09-2018,6,9,No restriction,Not a public holiday,0.6,10.2,13.7,6.3,563598
16-09-2018,7,9,No restriction,Not a public holiday,2.5,5.5,14,15.3,524743
17-09-2018,1,9,No restriction,Not a public holiday,0,6.7,18.1,18.7,751041
18-09-2018,2,9,No restriction,Not a public holiday,0,11,20.3,8,745728
19-09-2018,3,9,No restriction,Not a public holiday,3,8.5,14.7,16.1,768576
20-09-2018,4,9,No restriction,Not a public holiday,0.4,3.8,17.4,18.5,822055
21-09-2018,5,9,No restriction,Not a public holiday,0,8.3,18.9,16.6,954671
22-09-2018,6,9,No restriction,Not a public holiday,0,6.8,17.3,19.7,720962
23-09-2018,7,9,No restriction,Not a public holiday,0.2,10.4,13.7,11.6,567997
24-09-2018,1,9,No restriction,Not a public holiday,0,4.6,14.9,17.2,791376
25-09-2018,2,9,No restriction,Not a public holiday,0,8.6,13.6,12.2,797216
26-09-2018,3,9,No restriction,Not a public holiday,0,6.4,17.6,20.8,873124
27-09-2018,4,9,No restriction,Not a public holiday,0,9.2,24.2,20.8,919875
28-09-2018,5,9,No restriction,Public Holiday,0,10.7,15.2,10.2,649481
29-09-2018,6,9,No restriction,Not a public holiday,1.7,5.5,14,17,656503
30-09-2018,7,9,No restriction,Not a public holiday,0,6.8,16.5,19.8,564330
01-10-2018,1,10,No restriction,Not a public holiday,0,4.7,23.3,21.4,812088
02-10-2018,2,10,No restriction,Not a public holiday,0,11.4,25.8,13.4,819692
03-10-2018,3,10,No restriction,Not a public holiday,0,14.7,18.1,10.9,795998
04-10-2018,4,10,No restriction,Not a public holiday,0,10.9,14.6,12.5,828515
05-10-2018,5,10,No restriction,Not a public holiday,0,9.1,20.5,22.5,934599
06-10-2018,6,10,No restriction,Not a public holiday,0,8.3,23.8,22.7,719750
07-10-2018,7,10,No restriction,Not a public holiday,0,10.3,24.7,21.2,547674
08-10-2018,1,10,No restriction,Not a public holiday,0,13.5,28.2,22.7,709823
09-10-2018,2,10,No restriction,Not a public holiday,0.4,16.1,17.9,7.2,633483
10-10-2018,3,10,No restriction,Not a public holiday,3.4,10.1,16.5,20,742177
11-10-2018,4,10,No restriction,Not a public holiday,0,6.4,20.7,23.7,797252
12-10-2018,5,10,No restriction,Not a public holiday,0,8.7,22.7,23.9,898086
13-10-2018,6,10,No restriction,Not a public holiday,0,10.5,24.9,23.2,693407
14-10-2018,7,10,No restriction,Not a public holiday,0,12.4,27.3,22.1,593667
15-10-2018,1,10,No restriction,Not a public holiday,0,19.5,27.5,19.4,691739
16-10-2018,2,10,No restriction,Not a public holiday,0.6,20,23.1,6.1,658056
17-10-2018,3,10,No restriction,Not a public holiday,5.2,16.1,22.6,15.1,723569
18-10-2018,4,10,No restriction,Not a public holiday,2.8,14.7,20.7,10.5,733057
19-10-2018,5,10,No restriction,Not a public holiday,0,12.8,27.4,23,853431
20-10-2018,6,10,No restriction,Not a public holiday,10,11.7,16.1,9.8,581094
21-10-2018,7,10,No restriction,Not a public holiday,2.3,7.6,19.2,22.7,557171
22-10-2018,1,10,No restriction,Not a public holiday,0,8.9,27,25.7,695561
23-10-2018,2,10,No restriction,Not a public holiday,0,13,18.8,16.7,684749
24-10-2018,3,10,No restriction,Not a public holiday,0,9.2,15.5,19.7,707097
25-10-2018,4,10,No restriction,Not a public holiday,0.2,6.4,19.5,25,753508
26-10-2018,5,10,No restriction,Not a public holiday,0,9.6,18.3,23.7,903895
27-10-2018,6,10,No restriction,Not a public holiday,0,11.3,19.6,20.5,611653
28-10-2018,7,10,No restriction,Not a public holiday,0,9.3,15.9,22.8,524680
29-10-2018,1,10,No restriction,Not a public holiday,0,9.1,17,25.6,691044
30-10-2018,2,10,No restriction,Not a public holiday,0,8.3,25.2,25.8,707876
31-10-2018,3,10,No restriction,Not a public holiday,0,13,19.5,16.7,689257
01-11-2018,4,11,No restriction,Not a public holiday,0,12.8,34.3,14.2,741618
02-11-2018,5,11,No restriction,Not a public holiday,0.6,16.3,31.6,13.4,775937
03-11-2018,6,11,No restriction,Not a public holiday,0.2,12.6,20.9,19.9,616112
04-11-2018,7,11,No restriction,Not a public holiday,0,9.2,20.9,19.7,536549
05-11-2018,1,11,No restriction,Not a public holiday,3,14.5,28.6,15.8,755213
06-11-2018,2,11,No restriction,Public Holiday,0,16.3,21.4,7.8,386770
07-11-2018,3,11,No restriction,Not a public holiday,0.8,11.1,17.2,18.2,684866
08-11-2018,4,11,No restriction,Not a public holiday,3.8,7.7,17,22.7,749477
09-11-2018,5,11,No restriction,Not a public holiday,0,8,20,14.8,790208
10-11-2018,6,11,No restriction,Not a public holiday,4,9,20.3,27.3,663083
11-11-2018,7,11,No restriction,Not a public holiday,0,9.3,19.6,29.1,563620
12-11-2018,1,11,No restriction,Not a public holiday,0,10.9,30.2,17.5,717577
13-11-2018,2,11,No restriction,Not a public holiday,0,16.9,30.5,18.4,725514
14-11-2018,3,11,No restriction,Not a public holiday,7.2,14.8,17.3,7.2,732007
15-11-2018,4,11,No restriction,Not a public holiday,0,13.7,18.1,23.8,813915
16-11-2018,5,11,No restriction,Not a public holiday,0,8.3,19,29.8,936028
17-11-2018,6,11,No restriction,Not a public holiday,0,9.6,18.1,29.9,723541
18-11-2018,7,11,No restriction,Not a public holiday,0,9.8,26.6,30.1,634147
19-11-2018,1,11,No restriction,Not a public holiday,0,15.4,30.9,27.5,650635
20-11-2018,2,11,No restriction,Not a public holiday,0,22.5,27.6,5.5,612966
21-11-2018,3,11,No restriction,Not a public holiday,25.6,12.3,23.2,24.2,693842
22-11-2018,4,11,No restriction,Not a public holiday,7,9.7,16.4,20.3,693101
23-11-2018,5,11,No restriction,Not a public holiday,7.2,11,14.5,3.5,715101
24-11-2018,6,11,No restriction,Not a public holiday,8.2,11.1,16.9,15.8,632925
25-11-2018,7,11,No restriction,Not a public holiday,0.8,12.7,18.8,20.5,572673
26-11-2018,1,11,No restriction,Not a public holiday,0.2,11.9,18.6,25.5,717797
27-11-2018,2,11,No restriction,Not a public holiday,0,14.4,20,23.3,716919
28-11-2018,3,11,No restriction,Not a public holiday,0,14.4,20.8,18,725205
29-11-2018,4,11,No restriction,Not a public holiday,1,13.9,18.7,21.1,778610
30-11-2018,5,11,No restriction,Not a public holiday,0,14.7,20.8,28,906846
01-12-2018,6,12,No restriction,Not a public holiday,0,10.3,31.7,30.8,747888
02-12-2018,7,12,No restriction,Not a public holiday,12.2,12.2,19.5,18.9,556873
03-12-2018,1,12,No restriction,Not a public holiday,0,13.3,23.6,13.4,719201
04-12-2018,2,12,No restriction,Not a public holiday,0,13.4,20.5,28.2,777695
05-12-2018,3,12,No restriction,Not a public holiday,0,13.4,25.2,31.1,841023
06-12-2018,4,12,No restriction,Not a public holiday,0,14.5,35.5,31.3,767492
07-12-2018,5,12,No restriction,Not a public holiday,0,25.1,38,27.1,737480
08-12-2018,6,12,No restriction,Not a public holiday,0,22.7,30.3,11,656343
09-12-2018,7,12,No restriction,Not a public holiday,0,16,20.1,11.8,550934
10-12-2018,1,12,No restriction,Not a public holiday,0,15.8,20.6,28.5,792334
11-12-2018,2,12,No restriction,Not a public holiday,0,13,23.6,31.6,831842
12-12-2018,3,12,No restriction,Not a public holiday,0,16,33.6,29.4,815982
13-12-2018,4,12,No restriction,Not a public holiday,21.2,16.9,21.1,6,696310
14-12-2018,5,12,No restriction,Not a public holiday,15,16.4,22.7,13.7,828372
15-12-2018,6,12,No restriction,Not a public holiday,47,17.2,24.8,17.5,687881
16-12-2018,7,12,No restriction,Not a public holiday,4.5,15.8,23.5,16.3,536929
17-12-2018,1,12,No restriction,Not a public holiday,2,15.6,21.8,23.2,749603
18-12-2018,2,12,No restriction,Not a public holiday,0,16.7,20.8,21.1,772259
19-12-2018,3,12,No restriction,Not a public holiday,0,16.8,26.9,16.6,794461
20-12-2018,4,12,No restriction,Not a public holiday,0,16.9,21.2,14.8,808204
21-12-2018,5,12,No restriction,Not a public holiday,1,15.4,20.9,9.6,743875
22-12-2018,6,12,No restriction,Not a public holiday,11,14.1,19.1,27.8,671686
23-12-2018,7,12,No restriction,Not a public holiday,0,11.5,26.9,32.3,678706
24-12-2018,1,12,No restriction,Not a public holiday,0,14.3,34.2,32.3,604377
25-12-2018,2,12,No restriction,Public Holiday,0,15.8,23.9,32.2,425283
26-12-2018,3,12,No restriction,Public Holiday,0,13.3,23.8,32.3,699616
27-12-2018,4,12,No restriction,Not a public holiday,0,16.2,37.4,29.3,537044
28-12-2018,5,12,No restriction,Not a public holiday,0,21.9,36.4,19.1,592544
29-12-2018,6,12,No restriction,Not a public holiday,1.6,21,23.9,5.7,579372
30-12-2018,7,12,No restriction,Not a public holiday,1.6,18.2,22.7,9.9,525541
31-12-2018,1,12,No restriction,Not a public holiday,0.2,17.3,23.5,31.3,742581
01-01-2019,2,1,No restriction,Public Holiday,0,15.5,26.2,31.7,551774
02-01-2019,3,1,No restriction,Not a public holiday,0,18.4,22.2,26.3,614728
03-01-2019,4,1,No restriction,Not a public holiday,0,15.9,29.5,27.6,608655
04-01-2019,5,1,No restriction,Not a public holiday,0,18,42.6,27.4,474641
05-01-2019,6,1,No restriction,Not a public holiday,0.8,17.4,21.2,12.9,545995
06-01-2019,7,1,No restriction,Not a public holiday,1.8,14.6,22.1,30.9,486849
07-01-2019,1,1,No restriction,Not a public holiday,0,17.1,23.1,30.2,626035
08-01-2019,2,1,No restriction,Not a public holiday,0,16.7,24.1,28.9,635972
09-01-2019,3,1,No restriction,Not a public holiday,0.6,16.1,20.5,28.4,723121
10-01-2019,4,1,No restriction,Not a public holiday,0,13.5,21.4,25.8,704061
11-01-2019,5,1,No restriction,Not a public holiday,0,12.9,30.4,31.5,754196
12-01-2019,6,1,No restriction,Not a public holiday,0,17.7,24.7,28.6,586757
13-01-2019,7,1,No restriction,Not a public holiday,0,14.4,30.5,31.3,503191
14-01-2019,1,1,No restriction,Not a public holiday,0,18.7,32.3,31.1,618408
15-01-2019,2,1,No restriction,Not a public holiday,0,19.4,30.4,22.3,638897
16-01-2019,3,1,No restriction,Not a public holiday,0,19.8,26.7,17.5,676692
17-01-2019,4,1,No restriction,Not a public holiday,0,20.7,32.5,6,702195
18-01-2019,5,1,No restriction,Not a public holiday,0,22.3,28.7,2.6,784846
19-01-2019,6,1,No restriction,Not a public holiday,3.2,16.5,23.5,30.2,670861
20-01-2019,7,1,No restriction,Not a public holiday,0,15.2,22.9,29.2,542220
21-01-2019,1,1,No restriction,Not a public holiday,0,18.4,25.1,28.2,663293
22-01-2019,2,1,No restriction,Not a public holiday,0,19,26.8,29.3,686543
23-01-2019,3,1,No restriction,Not a public holiday,0,18.7,23.9,27.4,728564
24-01-2019,4,1,No restriction,Not a public holiday,0,17.3,40.8,30,608765
25-01-2019,5,1,No restriction,Not a public holiday,0,21.1,42.8,25.3,574081
26-01-2019,6,1,No restriction,Not a public holiday,0,19.9,26.1,27.7,611883
27-01-2019,7,1,No restriction,Not a public holiday,0,18.4,27.8,21.1,466883
28-01-2019,1,1,No restriction,Public Holiday,0,15.5,34.5,29.4,365396
29-01-2019,2,1,No restriction,Not a public holiday,0,17.5,36.8,27.7,585109
30-01-2019,3,1,No restriction,Not a public holiday,0,18,38.1,19.9,563190
31-01-2019,4,1,No restriction,Not a public holiday,6.2,17.2,21.5,27.8,600885
01-02-2019,5,2,No restriction,Not a public holiday,0,12.6,24.2,28.8,708160
02-02-2019,6,2,No restriction,Not a public holiday,0,15,34.4,27.5,502680
03-02-2019,7,2,No restriction,Not a public holiday,0,19.1,38.2,26.1,373219
04-02-2019,1,2,No restriction,Not a public holiday,0,20,22.7,9.3,607845
05-02-2019,2,2,No restriction,Not a public holiday,0,17.7,26.9,14.6,660501
06-02-2019,3,2,No restriction,Not a public holiday,0,18.5,34.7,22.8,608395
07-02-2019,4,2,No restriction,Not a public holiday,11.2,20.7,28.3,25.1,670040
08-02-2019,5,2,No restriction,Not a public holiday,0,18.1,23.1,21.1,741589
09-02-2019,6,2,No restriction,Not a public holiday,4.9,14.6,19.7,13.6,567279
10-02-2019,7,2,No restriction,Not a public holiday,1,13,23.3,23.5,561875
11-02-2019,1,2,No restriction,Not a public holiday,0,14.4,27.5,18.6,626858
12-02-2019,2,2,No restriction,Not a public holiday,0,18.4,21.5,12.4,593394
13-02-2019,3,2,No restriction,Not a public holiday,3.2,11.8,19.2,23.7,714350
14-02-2019,4,2,No restriction,Not a public holiday,0,12.3,23.2,24.2,754779
15-02-2019,5,2,No restriction,Not a public holiday,0,14.8,22.8,23.1,827756
16-02-2019,6,2,No restriction,Not a public holiday,0,16.1,23.2,24.2,632223
17-02-2019,7,2,No restriction,Not a public holiday,0,15,29,20,556786
18-02-2019,1,2,No restriction,Not a public holiday,0,18,23.6,16.9,689073
19-02-2019,2,2,No restriction,Not a public holiday,0,13.7,20.2,21.4,715682
20-02-2019,3,2,No restriction,Not a public holiday,0,13.5,23.2,20.8,749110
21-02-2019,4,2,No restriction,Not a public holiday,0,14,20.4,16.2,751133
22-02-2019,5,2,No restriction,Not a public holiday,0,15.5,21.2,23.9,865191
23-02-2019,6,2,No restriction,Not a public holiday,0,16.4,25.8,24,682938
24-02-2019,7,2,No restriction,Not a public holiday,0,13.8,32.9,24.6,593468
25-02-2019,1,2,No restriction,Not a public holiday,0,18,34.2,24.4,712468
26-02-2019,2,2,No restriction,Not a public holiday,0,17.9,22.3,21,769727
27-02-2019,3,2,No restriction,Not a public holiday,0,12.9,25.7,24,805508
28-02-2019,4,2,No restriction,Not a public holiday,0,16.3,36.8,23.4,774227
01-03-2019,5,3,No restriction,Not a public holiday,0,22.6,38.1,22.3,784466
02-03-2019,6,3,No restriction,Not a public holiday,0,22.3,36.3,23.4,550212
03-03-2019,7,3,No restriction,Not a public holiday,0,25.1,36,14.4,457939
04-03-2019,1,3,No restriction,Not a public holiday,0,19,24.6,21.8,779734
05-03-2019,2,3,No restriction,Not a public holiday,0,18,24.3,15.5,812462
06-03-2019,3,3,No restriction,Not a public holiday,2,13.2,17.2,19.5,805135
07-03-2019,4,3,No restriction,Not a public holiday,1.4,9.7,22.1,21.2,857245
08-03-2019,5,3,No restriction,Not a public holiday,0,11.3,26.8,10.2,908398
09-03-2019,6,3,No restriction,Not a public holiday,0,13.9,24.7,20,760782
10-03-2019,7,3,No restriction,Not a public holiday,0,14.3,23.7,10.1,706328
11-03-2019,1,3,No restriction,Public Holiday,0.4,15.9,21.8,18.6,659680
12-03-2019,2,3,No restriction,Not a public holiday,0,15.8,19.2,10.8,772072
13-03-2019,3,3,No restriction,Not a public holiday,0.4,11.9,18.6,15.1,824479
14-03-2019,4,3,No restriction,Not a public holiday,0,12.1,20.8,20.6,846115
15-03-2019,5,3,No restriction,Not a public holiday,0,11.7,22.2,18.7,949305
16-03-2019,6,3,No restriction,Not a public holiday,0,12.2,25.6,20.1,726951
17-03-2019,7,3,No restriction,Not a public holiday,0,14.2,25.6,19.2,582610
18-03-2019,1,3,No restriction,Not a public holiday,0,16.5,28.2,18.9,785420
19-03-2019,2,3,No restriction,Not a public holiday,0,16.9,23.4,12.7,761115
20-03-2019,3,3,No restriction,Not a public holiday,0,19.3,23.4,11.1,771572
21-03-2019,4,3,No restriction,Not a public holiday,0,18.2,24.3,12.5,816834
22-03-2019,5,3,No restriction,Not a public holiday,0,18.7,28.6,15.3,895318
23-03-2019,6,3,No restriction,Not a public holiday,5,19.9,31.3,13.6,697991
24-03-2019,7,3,No restriction,Not a public holiday,1.2,16.5,29.3,16.9,597902
25-03-2019,1,3,No restriction,Not a public holiday,0,14.8,19,13.6,693563
26-03-2019,2,3,No restriction,Not a public holiday,0,12.3,20.3,15.9,758210
27-03-2019,3,3,No restriction,Not a public holiday,0,11.1,21.7,17.8,794904
28-03-2019,4,3,No restriction,Not a public holiday,0,11.6,27.9,17.8,848557
29-03-2019,5,3,No restriction,Not a public holiday,0,14.6,28.5,4.9,838483
30-03-2019,6,3,No restriction,Not a public holiday,2.2,9.1,15.6,11.4,608852
31-03-2019,7,3,No restriction,Not a public holiday,2,9.4,18.5,8,528608
01-04-2019,1,4,No restriction,Not a public holiday,0.2,13,17.1,6.6,733017
02-04-2019,2,4,No restriction,Not a public holiday,0,7.4,25.9,16.6,820014
03-04-2019,3,4,No restriction,Not a public holiday,0,9.4,24.7,10.9,799520
04-04-2019,4,4,No restriction,Not a public holiday,0,13.3,21.9,13.9,828417
05-04-2019,5,4,No restriction,Not a public holiday,0,14.4,28.5,15.3,914141
06-04-2019,6,4,No restriction,Not a public holiday,0,16.5,20.1,12.4,766357
07-04-2019,7,4,No restriction,Not a public holiday,0,9.5,26.5,15.9,711798
08-04-2019,1,4,No restriction,Not a public holiday,0,12.5,23.1,9,800530
09-04-2019,2,4,No restriction,Not a public holiday,2.2,11.1,16.3,13.9,821559
10-04-2019,3,4,No restriction,Not a public holiday,1.8,10.7,15.8,4.8,857620
11-04-2019,4,4,No restriction,Not a public holiday,0,11.3,17.3,14.4,875141
12-04-2019,5,4,No restriction,Not a public holiday,0,6.7,24.9,15.3,980703
13-04-2019,6,4,No restriction,Not a public holiday,0,10.5,20.7,10,751899
14-04-2019,7,4,No restriction,Not a public holiday,0,11.8,22.5,14.4,647560
15-04-2019,1,4,No restriction,Not a public holiday,0,12.9,27.4,10.9,817047
16-04-2019,2,4,No restriction,Not a public holiday,0,17.1,30.3,14.4,836714
17-04-2019,3,4,No restriction,Not a public holiday,0,22.1,30,12.8,814122
18-04-2019,4,4,No restriction,Not a public holiday,0.4,13.2,17.7,12.8,901530
19-04-2019,5,4,No restriction,Public Holiday,0,8.6,22.1,14,689807
20-04-2019,6,4,No restriction,Public Holiday,0,10.2,30.2,13.9,802371
21-04-2019,7,4,No restriction,Public Holiday,0,14.8,27,7.5,662358
22-04-2019,1,4,No restriction,Public Holiday,1,13.7,17.6,6,531714
23-04-2019,2,4,No restriction,Not a public holiday,0,11.1,18.5,8,726723
24-04-2019,3,4,No restriction,Not a public holiday,0,14.6,23.2,8.2,798510
25-04-2019,4,4,No restriction,Public Holiday,0,10.2,21.5,10.6,653649
26-04-2019,5,4,No restriction,Not a public holiday,0,11.9,15.8,6.9,711492
27-04-2019,6,4,No restriction,Not a public holiday,4,8.7,16.2,8.5,629064
28-04-2019,7,4,No restriction,Not a public holiday,2,12.4,17.4,5.2,466192
29-04-2019,1,4,No restriction,Not a public holiday,,11.5,18.1,8.4,702589
30-04-2019,2,4,No restriction,Not a public holiday,,7.9,23.1,11.7,765962
01-05-2019,3,5,No restriction,Not a public holiday,0,15.6,22.8,7.8,784033
02-05-2019,4,5,No restriction,Not a public holiday,4.2,17.1,20.2,6.2,765930
03-05-2019,5,5,No restriction,Not a public holiday,0.2,11.8,20.7,9,908436
04-05-2019,6,5,No restriction,Not a public holiday,0.4,13,16.4,8.2,653393
05-05-2019,7,5,No restriction,Not a public holiday,2.2,11.3,16.3,6.5,567776
06-05-2019,1,5,No restriction,Not a public holiday,0.2,11.7,16.7,8.5,722955
07-05-2019,2,5,No restriction,Not a public holiday,0,7.4,18.7,11.7,757758
08-05-2019,3,5,No restriction,Not a public holiday,5.6,10.3,17.4,7.3,754208
09-05-2019,4,5,No restriction,Not a public holiday,0.6,9.7,16.2,5.3,752630
10-05-2019,5,5,No restriction,Not a public holiday,8.6,10.2,14.2,2.8,682392
11-05-2019,6,5,No restriction,Not a public holiday,9.8,10.2,16.4,7.7,624718
12-05-2019,7,5,No restriction,Not a public holiday,0.1,12.2,17.7,6.6,494330
13-05-2019,1,5,No restriction,Not a public holiday,0,12.7,18.1,8.3,666884
14-05-2019,2,5,No restriction,Not a public holiday,0,11.3,20.2,9,714440
15-05-2019,3,5,No restriction,Not a public holiday,0,12,15.8,8,715327
16-05-2019,4,5,No restriction,Not a public holiday,0,10.5,16.1,9.8,712607
17-05-2019,5,5,No restriction,Not a public holiday,0,6.5,18.6,10.7,835289
18-05-2019,6,5,No restriction,Not a public holiday,0,6.2,21.5,10.6,669255
19-05-2019,7,5,No restriction,Not a public holiday,0,8.9,21.8,10,530895
20-05-2019,1,5,No restriction,Not a public holiday,0.6,12,19.6,3.1,666502
21-05-2019,2,5,No restriction,Not a public holiday,0.4,11.1,20.4,6.9,719499
22-05-2019,3,5,No restriction,Not a public holiday,0,10.7,22.3,10.3,743855
23-05-2019,4,5,No restriction,Not a public holiday,0,9.9,21.3,10.2,761547
24-05-2019,5,5,No restriction,Not a public holiday,0,13.8,20.2,4.4,787885
25-05-2019,6,5,No restriction,Not a public holiday,2.4,13.7,19.8,9.1,596920
26-05-2019,7,5,No restriction,Not a public holiday,8,9.5,15.1,8.6,511598
27-05-2019,1,5,No restriction,Not a public holiday,9.2,7.8,14,7.2,636803
28-05-2019,2,5,No restriction,Not a public holiday,0,8.2,15.7,3.3,692927
29-05-2019,3,5,No restriction,Not a public holiday,1,8.7,10.6,7.9,648699
30-05-2019,4,5,No restriction,Not a public holiday,7.6,6.7,13.3,5.8,717259
31-05-2019,5,5,No restriction,Not a public holiday,2.4,8.5,14.3,5.7,794170
01-06-2019,6,6,No restriction,Not a public holiday,2.2,11.7,14.6,5.8,634415
02-06-2019,7,6,No restriction,Not a public holiday,0.2,11,14.5,6.7,478463
03-06-2019,1,6,No restriction,Not a public holiday,17.4,8.2,12,3.8,577484
04-06-2019,2,6,No restriction,Not a public holiday,4,8.4,12.9,7.9,699422
05-06-2019,3,6,No restriction,Not a public holiday,0,8.6,13,5.7,699449
06-06-2019,4,6,No restriction,Not a public holiday,0,10.2,14.8,7.9,724353
07-06-2019,5,6,No restriction,Not a public holiday,0,11.7,16.6,8,838457
08-06-2019,6,6,No restriction,Not a public holiday,0.1,6.7,18.7,9.3,653638
09-06-2019,7,6,No restriction,Not a public holiday,0,7.8,18,8,578906
10-06-2019,1,6,No restriction,Public Holiday,4.6,12,19.2,7.6,467719
11-06-2019,2,6,No restriction,Not a public holiday,0,9.6,17.9,9.2,687995
12-06-2019,3,6,No restriction,Not a public holiday,0,11.9,16.5,1.3,620081
13-06-2019,4,6,No restriction,Not a public holiday,4,8.8,17.4,8.9,716824
14-06-2019,5,6,No restriction,Not a public holiday,2.2,10,17.3,7,856939
15-06-2019,6,6,No restriction,Not a public holiday,3.6,9,15.2,6.4,711919
16-06-2019,7,6,No restriction,Not a public holiday,0,8.6,16.7,7.5,518919
17-06-2019,1,6,No restriction,Not a public holiday,1.4,6.3,17.9,8.6,705515
18-06-2019,2,6,No restriction,Not a public holiday,0.2,8,13.7,5.2,666366
19-06-2019,3,6,No restriction,Not a public holiday,1.2,6.6,11.9,7,710708
20-06-2019,4,6,No restriction,Not a public holiday,1.8,6.4,11.3,6.4,715860
21-06-2019,5,6,No restriction,Not a public holiday,4.4,6.5,12.6,8.5,840373
22-06-2019,6,6,No restriction,Not a public holiday,1.8,6.8,11.8,7.3,630400
23-06-2019,7,6,No restriction,Not a public holiday,0,3.6,9.6,5.9,487369
24-06-2019,1,6,No restriction,Not a public holiday,0,4.2,16,9,663138
25-06-2019,2,6,No restriction,Not a public holiday,0,3.5,17,8.9,686634
26-06-2019,3,6,No restriction,Not a public holiday,0,4.6,18,9.2,758899
27-06-2019,4,6,No restriction,Not a public holiday,0,5.9,17.5,9.2,792935
28-06-2019,5,6,No restriction,Not a public holiday,0,10.7,19.5,9.2,889613
29-06-2019,6,6,No restriction,Not a public holiday,1.2,13,17.6,2.6,565418
30-06-2019,7,6,No restriction,Not a public holiday,7.2,8.1,14.5,8.5,616011
01-07-2019,1,7,No restriction,Not a public holiday,0,9.5,14.1,8.3,681065
02-07-2019,2,7,No restriction,Not a public holiday,0,8.6,15.9,6.6,703669
03-07-2019,3,7,No restriction,Not a public holiday,0,8.2,13.7,7.5,755056
04-07-2019,4,7,No restriction,Not a public holiday,0,5.3,13.5,6.9,792842
05-07-2019,5,7,No restriction,Not a public holiday,0,3.5,19.1,9,938219
06-07-2019,6,7,No restriction,Not a public holiday,0.4,6,19.4,9.3,778021
07-07-2019,7,7,No restriction,Not a public holiday,0,9,18.2,6.1,530542
08-07-2019,1,7,No restriction,Not a public holiday,6.2,11,16,8.2,780253
09-07-2019,2,7,No restriction,Not a public holiday,0,6.8,15,7.2,777528
10-07-2019,3,7,No restriction,Not a public holiday,0.2,9.5,15.4,6.7,751076
11-07-2019,4,7,No restriction,Not a public holiday,7.8,7.8,14.3,4.6,728401
12-07-2019,5,7,No restriction,Not a public holiday,2.6,10.1,15.7,6.2,775136
13-07-2019,6,7,No restriction,Not a public holiday,3,7,12,8.3,605764
14-07-2019,7,7,No restriction,Not a public holiday,1.4,7.1,13.1,3.8,459148
15-07-2019,1,7,No restriction,Not a public holiday,5.2,8.9,14.3,7.6,668542
16-07-2019,2,7,No restriction,Not a public holiday,2,9.9,13.9,6.4,697076
17-07-2019,3,7,No restriction,Not a public holiday,0,9.7,13.7,3.6,707474
18-07-2019,4,7,No restriction,Not a public holiday,1,9,14.3,7.9,755984
19-07-2019,5,7,No restriction,Not a public holiday,1.4,7.5,15.7,9.6,902692
20-07-2019,6,7,No restriction,Not a public holiday,0,8,17.1,10.3,710178
21-07-2019,7,7,No restriction,Not a public holiday,0,11.3,16.6,8.1,569077
22-07-2019,1,7,No restriction,Not a public holiday,0,7.9,15.6,10.6,737444
23-07-2019,2,7,No restriction,Not a public holiday,2.4,9.9,15.2,8.2,707541
24-07-2019,3,7,No restriction,Not a public holiday,8.2,7,14.4,7.8,788301
25-07-2019,4,7,No restriction,Not a public holiday,0,9.2,14.8,5.2,800217
26-07-2019,5,7,No restriction,Not a public holiday,0,11,14,5.9,833216
27-07-2019,6,7,No restriction,Not a public holiday,8,9.8,15.3,8.7,771097
28-07-2019,7,7,No restriction,Not a public holiday,2,6.6,15.1,10.2,675054
29-07-2019,1,7,No restriction,Not a public holiday,0,8.9,14.6,9.9,756779
30-07-2019,2,7,No restriction,Not a public holiday,1,7.9,12.5,8.7,789533
31-07-2019,3,7,No restriction,Not a public holiday,,3,12.5,11.3,817760
01-08-2019,4,8,No restriction,Not a public holiday,0,5.8,13.8,8.6,811276
02-08-2019,5,8,No restriction,Not a public holiday,0.6,9.7,12.7,7.4,934717
03-08-2019,6,8,No restriction,Not a public holiday,0.2,10,13.9,6.2,718078
04-08-2019,7,8,No restriction,Not a public holiday,1.2,9.2,13.1,7.2,601593
05-08-2019,1,8,No restriction,Not a public holiday,0.2,10,15.8,10.7,786616
06-08-2019,2,8,No restriction,Not a public holiday,0,9.1,13.5,4.5,763354
07-08-2019,3,8,No restriction,Not a public holiday,0.6,9.3,14.1,7.5,795837
08-08-2019,4,8,No restriction,Not a public holiday,12.6,6.7,13.9,9.6,777973
09-08-2019,5,8,No restriction,Not a public holiday,2.2,7.8,10.1,7.3,755990
10-08-2019,6,8,No restriction,Not a public holiday,4.8,5.2,12.5,6.6,597888
11-08-2019,7,8,No restriction,Not a public holiday,6.8,4.8,12.9,11.4,513596
12-08-2019,1,8,No restriction,Not a public holiday,14.4,6.3,12,9.9,712837
