DateTime,Time,Temperature,Weather,Wind Speed,Humidity,Barometer,Visibility
2020-06-17,4,9,Passing clouds,0.0,94.0,30.42,4.0
2020-06-17,5,9,Passing clouds,0.0,94.0,30.42,4.0
2020-06-17,6,9,Passing clouds,0.0,94.0,30.45,4.0
2020-06-17,7,9,Scattered showers,0.0,94.0,30.48,4.0
2020-06-17,8,9,Partly sunny,0.0,94.0,30.51,4.0
2020-06-17,9,10,Partly sunny,0.0,88.0,30.54,4.0
2020-06-17,10,11,Partly sunny,0.0,82.0,30.54,4.0
2020-06-17,11,11,Broken clouds,2.0,77.0,30.54,4.0
2020-06-17,12,12,Broken clouds,5.0,58.0,30.51,4.0
2020-06-17,13,13,Partly sunny,1.0,47.0,30.51,4.0
2020-06-17,14,12,Scattered clouds,8.0,54.0,30.51,4.0
2020-06-17,15,12,Partly sunny,7.0,58.0,30.51,4.0
2020-06-17,16,11,Broken clouds,6.0,58.0,30.51,4.0
2020-06-17,17,10,Broken clouds,7.0,58.0,30.51,4.0
2020-06-17,18,9,Passing clouds,0.0,66.0,30.54,4.0
2020-06-17,19,6,Passing clouds,0.0,81.0,30.54,4.0
2020-06-17,20,6,Clear,0.0,81.0,30.54,10.0
2020-06-17,21,4,Clear,6.0,93.0,30.54,10.0
2020-06-17,22,4,Clear,8.0,87.0,30.57,10.0
2020-06-17,23,4,Clear,8.0,87.0,30.57,10.0
2020-06-18,0,10,Passing clouds,5.0,87.0,30.57,10.0
2020-06-18,1,4,Clear,12.0,87.0,30.54,10.0
2020-06-18,2,4,Clear,12.0,87.0,30.54,10.0
2020-06-18,3,4,Clear,12.0,87.0,30.54,10.0
2020-06-18,4,3,Clear,12.0,87.0,30.54,10.0
2020-06-18,5,4,Clear,10.0,87.0,30.51,10.0
2020-06-18,6,4,Clear,9.0,87.0,30.54,10.0
2020-06-18,7,5,Clear,9.0,87.0,30.57,10.0
2020-06-18,8,4,Passing clouds,9.0,93.0,30.57,10.0
2020-06-18,9,8,Passing clouds,6.0,82.0,30.57,10.0
2020-06-18,10,10,Passing clouds,15.0,76.0,30.57,10.0
2020-06-18,11,13,Scattered clouds,18.0,67.0,30.54,10.0
2020-06-18,14,15,Partly sunny,18.0,63.0,30.45,10.0
2020-06-18,15,15,Partly sunny,20.0,63.0,30.42,10.0
2020-06-18,16,15,Partly sunny,14.0,68.0,30.42,10.0
2020-06-18,17,13,Partly sunny,10.0,77.0,30.39,10.0
2020-06-18,18,12,Passing clouds,10.0,77.0,30.39,10.0
2020-06-18,19,10,Passing clouds,8.0,88.0,30.39,10.0
2020-06-18,20,9,Clear,6.0,87.0,30.39,10.0
2020-06-18,21,8,Passing clouds,6.0,93.0,30.36,10.0
2020-06-18,22,9,Passing clouds,5.0,87.0,30.36,10.0
2020-06-18,23,11,Clear,10.0,77.0,30.36,10.0
2020-06-19,0,4,Clear,12.0,77.0,30.33,10.0
2020-06-19,1,11,Passing clouds,14.0,77.0,30.33,10.0
2020-06-19,2,11,Passing clouds,22.0,77.0,30.3,10.0
2020-06-19,3,11,Passing clouds,16.0,77.0,30.3,10.0
2020-06-19,4,12,Passing clouds,23.0,72.0,30.27,10.0
2020-06-19,5,11,Passing clouds,23.0,77.0,30.27,10.0
2020-06-19,6,11,Passing clouds,20.0,77.0,30.3,10.0
2020-06-19,7,11,Passing clouds,20.0,77.0,30.27,10.0
2020-06-19,8,11,Partly sunny,18.0,82.0,30.27,10.0
2020-06-19,9,12,Scattered clouds,15.0,77.0,30.27,10.0
2020-06-19,10,14,Passing clouds,17.0,67.0,30.24,10.0
2020-06-19,11,14,Scattered clouds,21.0,67.0,30.24,10.0
2020-06-19,12,14,Passing clouds,30.0,67.0,30.18,10.0
2020-06-19,13,14,Passing clouds,35.0,72.0,30.12,10.0
2020-06-19,14,15,Passing clouds,24.0,68.0,30.12,10.0
2020-06-19,16,15,Partly sunny,17.0,68.0,30.12,10.0
2020-06-19,17,14,Broken clouds,17.0,72.0,30.12,10.0
2020-06-19,18,13,Clear,21.0,77.0,30.09,10.0
2020-06-19,19,13,Clear,22.0,77.0,30.12,10.0
2020-06-19,20,13,Passing clouds,14.0,82.0,30.15,10.0
2020-06-19,21,13,Passing clouds,17.0,82.0,30.12,10.0
2020-06-19,23,13,Passing clouds,8.0,82.0,30.09,10.0
2020-06-20,0,11,Clear,18.0,77.0,30.07,10.0
2020-06-20,1,14,Passing clouds,22.0,77.0,30.04,10.0
2020-06-20,2,14,Light rain,23.0,77.0,30.04,10.0
2020-06-20,4,13,Scattered showers,14.0,88.0,30.01,10.0
2020-06-20,5,12,Passing clouds,13.0,94.0,29.98,10.0
2020-06-20,6,12,Passing clouds,16.0,88.0,29.98,10.0
2020-06-20,7,11,Passing clouds,12.0,94.0,30.01,10.0
2020-06-20,8,9,Passing clouds,5.0,100.0,30.01,10.0
2020-06-20,9,13,Passing clouds,10.0,77.0,30.01,10.0
2020-06-20,10,14,Passing clouds,16.0,72.0,30.01,10.0
2020-06-20,11,14,Passing clouds,17.0,67.0,30.01,10.0
2020-06-20,12,15,Passing clouds,18.0,59.0,29.98,10.0
2020-06-20,13,15,Passing clouds,14.0,63.0,29.95,10.0
2020-06-20,14,16,Passing clouds,17.0,52.0,29.95,10.0
2020-06-20,15,16,Passing clouds,15.0,55.0,29.95,10.0
2020-06-20,16,15,Scattered clouds,10.0,59.0,29.95,10.0
2020-06-20,17,13,Scattered clouds,8.0,63.0,29.95,10.0
2020-06-20,18,10,Passing clouds,8.0,82.0,29.95,10.0
2020-06-20,19,9,Clear,8.0,87.0,29.95,10.0
2020-06-20,20,8,Clear,9.0,93.0,29.95,10.0
2020-06-20,21,7,Clear,10.0,93.0,29.95,10.0
2020-06-20,22,8,Clear,10.0,87.0,29.95,10.0
2020-06-20,23,8,Clear,9.0,87.0,29.95,10.0
2020-06-21,0,6,Clear,8.0,93.0,29.92,10.0
2020-06-21,1,6,Clear,9.0,93.0,29.89,10.0
2020-06-21,2,6,Clear,9.0,93.0,29.89,10.0
2020-06-21,4,6,Passing clouds,7.0,100.0,29.86,10.0
2020-06-21,6,7,Clear,8.0,93.0,29.83,10.0
2020-06-21,7,8,Clear,9.0,100.0,29.83,10.0
2020-06-21,8,9,Partly sunny,9.0,87.0,29.83,10.0
2020-06-21,9,9,Light rain,8.0,87.0,29.86,10.0
2020-06-21,10,9,Light rain,13.0,94.0,29.86,10.0
2020-06-21,11,10,Partly sunny,7.0,88.0,29.86,10.0
2020-06-21,12,11,Partly sunny,5.0,82.0,29.83,10.0
2020-06-21,13,11,Sprinkles,0.0,82.0,29.83,10.0
2020-06-21,14,10,Sprinkles,0.0,82.0,29.8,10.0
2020-06-21,15,11,Broken clouds,0.0,82.0,29.8,10.0
2020-06-21,16,11,Broken clouds,0.0,82.0,29.8,10.0
2020-06-21,17,9,Partly sunny,8.0,87.0,29.83,10.0
2020-06-21,18,9,Passing clouds,7.0,87.0,29.83,10.0
2020-06-21,19,8,Partly cloudy,7.0,93.0,29.86,10.0
2020-06-21,20,8,Partly cloudy,8.0,93.0,29.86,10.0
2020-06-21,21,8,Passing clouds,8.0,93.0,29.86,10.0
2020-06-21,22,8,Passing clouds,8.0,93.0,29.86,10.0
2020-06-21,23,7,Passing clouds,10.0,93.0,29.86,10.0
2020-06-22,0,6,Clear,9.0,93.0,29.83,10.0
2020-06-22,1,6,Passing clouds,8.0,93.0,29.83,10.0
2020-06-22,2,7,Passing clouds,9.0,93.0,29.83,10.0
2020-06-22,3,9,Passing clouds,10.0,87.0,29.83,10.0
2020-06-22,4,8,Passing clouds,12.0,87.0,29.83,10.0
2020-06-22,5,9,Passing clouds,10.0,82.0,29.8,10.0
2020-06-22,6,9,Passing clouds,8.0,82.0,29.83,10.0
2020-06-22,7,9,Passing clouds,9.0,82.0,29.83,10.0
2020-06-22,8,8,Partly sunny,9.0,82.0,29.83,10.0
2020-06-22,9,9,Partly sunny,13.0,82.0,29.83,10.0
2020-06-22,10,10,Partly sunny,12.0,76.0,29.86,10.0
2020-06-22,11,12,Broken clouds,17.0,77.0,29.86,10.0
2020-06-22,12,11,Broken clouds,14.0,77.0,29.83,10.0
2020-06-22,13,11,Sprinkles,14.0,77.0,29.83,10.0
2020-06-22,14,12,Scattered showers,6.0,77.0,29.8,10.0
2020-06-22,15,11,Scattered showers,10.0,82.0,29.8,10.0
2020-06-22,16,11,Partly sunny,7.0,82.0,29.8,10.0
2020-06-22,17,10,Overcast,8.0,88.0,29.83,10.0
2020-06-22,18,10,Scattered showers,10.0,71.0,29.83,10.0
2020-06-22,19,9,Partly cloudy,7.0,87.0,29.83,10.0
2020-06-22,20,9,Passing clouds,10.0,87.0,29.83,10.0
2020-06-22,21,9,Sprinkles,12.0,87.0,29.83,10.0
2020-06-22,22,9,Sprinkles,7.0,82.0,29.83,10.0
2020-06-22,23,9,Sprinkles,12.0,87.0,29.83,10.0
2020-06-23,0,9,Sprinkles,10.0,87.0,29.83,4.0
2020-06-23,1,9,Sprinkles,9.0,94.0,29.8,6.0
2020-06-23,2,9,Passing clouds,8.0,94.0,29.8,6.0
2020-06-23,3,9,Sprinkles,7.0,94.0,29.8,3.0
2020-06-23,4,9,Passing clouds,6.0,100.0,29.8,4.0
2020-06-23,5,10,Passing clouds,0.0,94.0,29.83,4.0
2020-06-23,6,10,Sprinkles,0.0,100.0,29.86,6.0
2020-06-23,7,10,Passing clouds,5.0,100.0,29.89,6.0
2020-06-23,8,10,Fog,6.0,100.0,29.92,2.0
2020-06-23,9,10,Fog,6.0,100.0,29.95,1.0
2020-06-23,10,11,Fog,7.0,94.0,29.95,1.0
2020-06-23,11,12,Partly sunny,3.0,88.0,29.98,1.0
2020-06-23,12,13,Scattered clouds,9.0,77.0,29.98,1.0
2020-06-23,13,14,Broken clouds,10.0,67.0,29.98,1.0
2020-06-23,14,14,Partly sunny,10.0,63.0,29.98,1.0
2020-06-23,15,13,Scattered clouds,10.0,72.0,29.98,1.0
2020-06-23,16,14,Passing clouds,10.0,63.0,29.98,1.0
2020-06-23,17,12,Passing clouds,8.0,77.0,30.01,1.0
2020-06-23,18,10,Passing clouds,6.0,88.0,30.01,1.0
2020-06-23,19,11,Partly cloudy,5.0,88.0,30.04,1.0
2020-06-23,20,10,Passing clouds,7.0,94.0,30.04,1.0
2020-06-23,21,10,Partly cloudy,6.0,94.0,30.04,1.0
2020-06-23,22,11,Partly cloudy,6.0,94.0,30.07,1.0
2020-06-23,23,11,Passing clouds,8.0,88.0,30.07,1.0
2020-06-24,0,9,Sprinkles,9.0,88.0,30.07,1.0
2020-06-24,1,11,Passing clouds,8.0,94.0,30.07,1.0
2020-06-24,3,11,Low clouds,6.0,100.0,30.07,1.0
2020-06-24,4,11,Passing clouds,8.0,100.0,30.04,1.0
2020-06-24,5,11,Passing clouds,6.0,100.0,30.04,1.0
2020-06-24,6,11,Passing clouds,8.0,100.0,30.07,1.0
2020-06-24,7,11,Passing clouds,7.0,100.0,30.09,1.0
2020-06-24,8,11,Drizzle,6.0,100.0,30.09,4.0
2020-06-24,9,11,Drizzle,6.0,100.0,30.09,4.0
2020-06-24,10,12,Partly sunny,6.0,94.0,30.09,4.0
2020-06-24,11,13,Partly sunny,8.0,88.0,30.09,4.0
2020-06-24,12,13,Sprinkles,7.0,88.0,30.09,4.0
2020-06-24,13,13,Broken clouds,9.0,88.0,30.07,4.0
2020-06-24,14,14,Broken clouds,6.0,77.0,30.04,4.0
2020-06-24,15,14,Broken clouds,2.0,77.0,30.04,4.0
2020-06-24,16,14,Partly sunny,3.0,77.0,30.04,4.0
2020-06-24,17,12,Partly sunny,5.0,82.0,30.04,4.0
2020-06-24,18,12,Passing clouds,0.0,88.0,30.07,4.0
2020-06-24,19,12,Passing clouds,0.0,88.0,30.07,4.0
2020-06-24,20,9,Passing clouds,0.0,100.0,30.07,4.0
2020-06-24,21,10,Passing clouds,0.0,94.0,30.07,4.0
2020-06-24,22,10,Passing clouds,7.0,94.0,30.07,4.0
2020-06-24,23,11,Passing clouds,8.0,94.0,30.07,4.0
2020-06-25,1,11,Fog,13.0,88.0,30.04,4.0
2020-06-25,2,10,Fog,15.0,94.0,30.04,4.0
2020-06-25,3,10,Passing clouds,14.0,94.0,30.04,4.0
2020-06-25,4,9,Passing clouds,8.0,94.0,30.07,4.0
2020-06-25,5,10,Passing clouds,10.0,94.0,30.07,4.0
2020-06-25,6,10,Passing clouds,14.0,88.0,30.07,4.0
2020-06-25,7,10,Passing clouds,9.0,82.0,30.07,4.0
2020-06-25,8,10,Partly sunny,10.0,82.0,30.09,4.0
2020-06-25,9,11,Broken clouds,12.0,82.0,30.09,4.0
2020-06-25,10,12,Scattered clouds,10.0,77.0,30.09,4.0
2020-06-25,11,14,Passing clouds,15.0,59.0,30.09,4.0
2020-06-25,12,15,Passing clouds,15.0,55.0,30.09,4.0
2020-06-25,13,15,Scattered clouds,15.0,59.0,30.09,4.0
2020-06-25,14,13,Sprinkles,12.0,67.0,30.09,4.0
2020-06-25,15,13,Broken clouds,12.0,67.0,30.09,4.0
2020-06-25,16,13,Partly sunny,14.0,67.0,30.09,4.0
2020-06-25,17,12,Scattered clouds,13.0,72.0,30.09,4.0
2020-06-25,18,11,Passing clouds,12.0,77.0,30.12,4.0
2020-06-25,19,12,Sprinkles,10.0,72.0,30.15,4.0
2020-06-25,20,9,Sprinkles,8.0,94.0,30.18,4.0
2020-06-25,21,9,Clear,9.0,87.0,30.18,10.0
2020-06-25,22,8,Clear,8.0,87.0,30.18,10.0
2020-06-25,23,8,Clear,8.0,82.0,30.21,10.0
2020-06-26,0,11,Clear,8.0,87.0,30.21,10.0
2020-06-26,1,6,Clear,10.0,87.0,30.21,10.0
2020-06-26,2,6,Clear,9.0,87.0,30.21,10.0
2020-06-26,3,6,Clear,8.0,87.0,30.21,10.0
2020-06-26,4,6,Clear,8.0,81.0,30.21,10.0
2020-06-26,5,6,Passing clouds,12.0,87.0,30.21,10.0
2020-06-26,6,7,Sprinkles,8.0,87.0,30.24,10.0
2020-06-26,7,7,Sprinkles,6.0,87.0,30.27,10.0
2020-06-26,8,8,Broken clouds,9.0,82.0,30.27,10.0
2020-06-26,9,9,Scattered clouds,9.0,76.0,30.3,10.0
2020-06-26,10,11,Passing clouds,12.0,72.0,30.3,10.0
2020-06-26,11,11,Passing clouds,10.0,72.0,30.33,10.0
2020-06-26,12,13,Scattered clouds,9.0,59.0,30.3,10.0
2020-06-26,13,13,Scattered clouds,9.0,55.0,30.3,10.0
2020-06-26,14,13,Broken clouds,8.0,51.0,30.27,10.0
2020-06-26,15,13,Scattered clouds,8.0,51.0,30.3,10.0
2020-06-26,16,12,Broken clouds,7.0,58.0,30.3,10.0
2020-06-26,17,10,Partly sunny,5.0,76.0,30.3,10.0
2020-06-26,18,10,Passing clouds,0.0,76.0,30.33,10.0
2020-06-26,19,9,Passing clouds,6.0,82.0,30.33,10.0
2020-06-26,20,9,Passing clouds,0.0,82.0,30.36,10.0
2020-06-26,21,9,Partly cloudy,0.0,87.0,30.36,10.0
2020-06-26,22,9,Passing clouds,0.0,87.0,30.36,10.0
2020-06-26,23,9,Passing clouds,0.0,87.0,30.36,10.0
2020-06-27,0,6,Clear,1.0,93.0,30.36,10.0
2020-06-27,1,8,Partly cloudy,0.0,93.0,30.36,10.0
2020-06-27,2,7,Passing clouds,0.0,93.0,30.36,10.0
2020-06-27,3,7,Passing clouds,6.0,87.0,30.36,10.0
2020-06-27,4,7,Passing clouds,0.0,93.0,30.36,10.0
2020-06-27,5,6,Passing clouds,5.0,93.0,30.36,10.0
2020-06-27,6,5,Passing clouds,5.0,93.0,30.36,10.0
2020-06-27,7,5,Clear,0.0,93.0,30.36,10.0
2020-06-27,8,4,Scattered clouds,7.0,93.0,30.39,10.0
2020-06-27,9,7,Partly sunny,5.0,93.0,30.39,10.0
2020-06-27,10,9,Partly sunny,5.0,82.0,30.39,10.0
2020-06-27,11,10,Scattered clouds,5.0,76.0,30.39,10.0
2020-06-27,12,11,Scattered clouds,6.0,72.0,30.36,10.0
2020-06-27,13,12,Scattered clouds,6.0,63.0,30.36,10.0
2020-06-27,14,12,Scattered clouds,5.0,54.0,30.33,10.0
2020-06-27,15,11,Partly sunny,6.0,67.0,30.33,10.0
2020-06-27,16,11,Partly sunny,3.0,72.0,30.36,10.0
2020-06-27,17,10,Partly sunny,6.0,71.0,30.36,10.0
2020-06-27,18,9,Partly cloudy,2.0,76.0,30.36,10.0
2020-06-27,19,7,Clear,0.0,81.0,30.36,10.0
2020-06-27,20,6,Clear,0.0,87.0,30.39,10.0
2020-06-27,21,5,Clear,1.0,93.0,30.39,10.0
2020-06-27,22,5,Clear,0.0,93.0,30.39,10.0
2020-06-27,23,4,Clear,0.0,93.0,30.39,10.0
2020-06-28,0,8,Clear,0.0,93.0,30.39,10.0
2020-06-28,1,3,Clear,0.0,93.0,30.39,10.0
2020-06-28,2,3,Clear,0.0,93.0,30.36,10.0
2020-06-28,3,3,Clear,0.0,93.0,30.39,10.0
2020-06-28,4,2,Clear,12.0,93.0,30.36,10.0
2020-06-28,5,2,Clear,10.0,93.0,30.36,10.0
2020-06-28,6,2,Clear,8.0,93.0,30.36,10.0
2020-06-28,7,2,Clear,9.0,93.0,30.39,10.0
2020-06-28,8,2,Sunny,10.0,93.0,30.39,10.0
2020-06-28,9,4,Sunny,9.0,93.0,30.42,10.0
2020-06-28,10,8,Sunny,6.0,82.0,30.42,10.0
2020-06-28,11,10,Sunny,2.0,76.0,30.42,10.0
2020-06-28,12,11,Passing clouds,0.0,62.0,30.39,10.0
2020-06-28,13,11,Passing clouds,6.0,58.0,30.36,10.0
2020-06-28,14,12,Passing clouds,2.0,54.0,30.36,10.0
2020-06-28,15,12,Sunny,6.0,51.0,30.36,10.0
2020-06-28,16,12,Sunny,1.0,51.0,30.36,10.0
2020-06-28,17,9,Sunny,0.0,66.0,30.36,10.0
2020-06-28,18,8,Clear,3.0,71.0,30.36,10.0
2020-06-28,19,5,Clear,0.0,93.0,30.39,10.0
2020-06-28,20,3,Clear,0.0,100.0,30.39,10.0
2020-06-28,21,3,Clear,6.0,93.0,30.39,10.0
2020-06-28,22,3,Clear,8.0,93.0,30.39,10.0
2020-06-28,23,3,Clear,8.0,87.0,30.39,10.0
2020-06-29,0,3,Clear,9.0,93.0,30.36,10.0
2020-06-29,1,3,Clear,12.0,87.0,30.36,10.0
2020-06-29,2,3,Clear,12.0,87.0,30.36,10.0
2020-06-29,3,1,Clear,0.0,93.0,30.36,10.0
2020-06-29,4,1,Clear,6.0,93.0,30.36,10.0
2020-06-29,5,1,Clear,10.0,87.0,30.36,10.0
2020-06-29,6,2,Clear,13.0,87.0,30.33,10.0
2020-06-29,7,3,Clear,12.0,81.0,30.33,10.0
2020-06-29,8,3,Sunny,12.0,87.0,30.36,10.0
2020-06-29,9,5,Sunny,10.0,81.0,30.36,10.0
2020-06-29,10,8,Sunny,9.0,71.0,30.36,10.0
2020-06-29,11,11,Sunny,10.0,62.0,30.36,10.0
2020-06-29,12,13,Sunny,12.0,55.0,30.33,10.0
2020-06-29,13,13,Sunny,10.0,55.0,30.27,10.0
2020-06-29,14,14,Sunny,15.0,44.0,30.24,10.0
2020-06-29,15,14,Sunny,15.0,48.0,30.24,10.0
2020-06-29,16,13,Sunny,14.0,51.0,30.24,10.0
2020-06-29,17,11,Sunny,10.0,62.0,30.24,10.0
2020-06-29,18,7,Clear,8.0,76.0,30.24,10.0
2020-06-29,19,7,Clear,7.0,71.0,30.24,10.0
2020-06-29,20,5,Clear,6.0,87.0,30.27,10.0
2020-06-29,21,4,Clear,8.0,93.0,30.24,10.0
2020-06-29,22,5,Clear,8.0,87.0,30.21,10.0
2020-06-29,23,4,Clear,10.0,93.0,30.18,10.0
2020-06-30,0,4,Clear,9.0,93.0,30.18,10.0
2020-06-30,1,4,Clear,10.0,93.0,30.18,10.0
2020-06-30,2,6,Passing clouds,10.0,81.0,30.15,10.0
2020-06-30,3,5,Passing clouds,8.0,87.0,30.15,10.0
2020-06-30,4,8,Passing clouds,15.0,76.0,30.12,10.0
2020-06-30,5,8,Clear,14.0,76.0,30.09,10.0
2020-06-30,6,7,Clear,8.0,81.0,30.09,10.0
2020-06-30,7,9,Passing clouds,16.0,71.0,30.12,10.0
2020-06-30,8,9,Partly sunny,17.0,71.0,30.12,10.0
2020-06-30,10,11,Partly sunny,23.0,67.0,30.12,10.0
2020-06-30,11,11,Partly sunny,24.0,67.0,30.07,10.0
2020-06-30,13,13,Partly sunny,24.0,59.0,30.04,10.0
2020-06-30,14,14,Partly sunny,24.0,51.0,29.98,10.0
2020-06-30,15,13,Partly sunny,26.0,55.0,29.95,10.0
2020-06-30,17,12,Sprinkles,29.0,54.0,29.95,10.0
2020-06-30,18,12,Clear,22.0,67.0,30.01,10.0
2020-06-30,19,12,Sprinkles,23.0,72.0,30.01,10.0
2020-06-30,20,12,Clear,16.0,72.0,30.01,10.0
2020-06-30,21,12,Clear,9.0,72.0,30.04,10.0
2020-06-30,22,13,Clear,13.0,67.0,30.04,10.0
2020-06-30,23,13,Clear,15.0,67.0,30.04,10.0
2020-07-01,0,12,Clear,17.0,72.0,30.04,10.0
2020-07-01,1,12,Clear,22.0,72.0,30.01,10.0
2020-07-01,2,11,Clear,24.0,77.0,29.98,10.0
2020-07-01,3,11,Clear,24.0,77.0,29.98,10.0
2020-07-01,4,11,Clear,24.0,77.0,29.95,10.0
2020-07-01,5,11,Clear,25.0,77.0,29.95,10.0
2020-07-01,6,11,Clear,23.0,77.0,29.95,10.0
2020-07-01,7,11,Clear,25.0,77.0,29.98,10.0
2020-07-01,8,11,Partly sunny,24.0,77.0,29.98,10.0
2020-07-01,9,12,Partly sunny,25.0,72.0,29.98,10.0
2020-07-01,10,13,Scattered clouds,25.0,67.0,29.95,10.0
2020-07-01,11,14,Passing clouds,24.0,63.0,29.95,10.0
2020-07-01,12,14,Passing clouds,24.0,63.0,29.89,10.0
2020-07-01,13,15,Passing clouds,21.0,55.0,29.89,10.0
2020-07-01,14,16,Passing clouds,26.0,52.0,29.83,10.0
2020-07-01,15,15,Passing clouds,32.0,55.0,29.8,10.0
2020-07-01,16,14,Passing clouds,26.0,55.0,29.8,10.0
2020-07-01,17,13,Passing clouds,25.0,63.0,29.77,10.0
2020-07-01,19,13,Clear,30.0,63.0,29.74,10.0
2020-07-01,20,13,Clear,25.0,63.0,29.74,10.0
2020-07-01,21,14,Clear,21.0,59.0,29.71,10.0
2020-07-01,22,13,Clear,24.0,72.0,29.71,10.0
2020-07-01,23,12,Clear,24.0,77.0,29.65,10.0
2020-07-02,0,12,Clear,17.0,72.0,29.68,10.0
2020-07-02,2,10,Sprinkles,15.0,82.0,29.74,10.0
2020-07-02,3,9,Clear,16.0,76.0,29.71,10.0
2020-07-02,4,9,Clear,13.0,76.0,29.74,10.0
2020-07-02,5,9,Clear,13.0,76.0,29.77,10.0
2020-07-02,8,9,Scattered clouds,13.0,76.0,29.86,10.0
2020-07-02,9,10,Scattered clouds,10.0,71.0,29.89,10.0
2020-07-02,10,11,Partly sunny,12.0,72.0,29.92,10.0
2020-07-02,11,12,Partly sunny,12.0,63.0,29.92,10.0
2020-07-02,12,13,Partly sunny,16.0,47.0,29.92,10.0
2020-07-02,13,12,Partly sunny,17.0,51.0,29.92,10.0
2020-07-02,14,13,Broken clouds,13.0,47.0,29.92,10.0
2020-07-02,15,12,Sunny,13.0,54.0,29.92,10.0
2020-07-02,16,12,Sunny,14.0,58.0,29.95,10.0
2020-07-02,17,10,Sunny,12.0,67.0,29.95,10.0
2020-07-02,18,10,Clear,8.0,67.0,29.98,10.0
2020-07-02,19,10,Clear,12.0,62.0,29.98,10.0
2020-07-02,20,10,Scattered showers,10.0,62.0,29.98,10.0
2020-07-02,21,10,Sprinkles,15.0,67.0,30.01,10.0
2020-07-02,22,10,Sprinkles,10.0,67.0,30.01,10.0
2020-07-02,23,8,Passing clouds,7.0,82.0,30.04,10.0
2020-07-03,0,13,Clear,8.0,76.0,30.04,10.0
2020-07-03,1,7,Passing clouds,8.0,81.0,30.04,10.0
2020-07-03,2,8,Clear,9.0,71.0,30.04,10.0
2020-07-03,3,7,Clear,12.0,76.0,30.04,10.0
2020-07-03,4,7,Clear,10.0,76.0,30.04,10.0
2020-07-03,5,7,Clear,12.0,76.0,30.04,10.0
2020-07-03,6,7,Passing clouds,15.0,76.0,30.04,10.0
2020-07-03,7,7,Clear,15.0,76.0,30.04,10.0
2020-07-03,8,6,Partly sunny,14.0,87.0,30.07,10.0
2020-07-03,9,7,Broken clouds,14.0,81.0,30.04,10.0
2020-07-03,10,8,Partly sunny,16.0,82.0,30.04,10.0
2020-07-03,11,10,Partly sunny,17.0,71.0,30.04,10.0
2020-07-03,12,9,Sprinkles,17.0,82.0,30.01,10.0
2020-07-03,13,11,Sprinkles,16.0,72.0,29.98,10.0
2020-07-03,14,10,Rain showers,10.0,82.0,29.98,6.0
2020-07-03,15,7,Rain showers,17.0,100.0,30.04,2.0
2020-07-03,16,7,Broken clouds,12.0,93.0,30.09,2.0
2020-07-03,17,7,Broken clouds,8.0,93.0,30.09,2.0
2020-07-03,18,7,Partly cloudy,10.0,87.0,30.12,2.0
2020-07-03,19,6,Passing clouds,10.0,87.0,30.12,2.0
2020-07-03,20,7,Sprinkles,16.0,81.0,30.15,2.0
2020-07-03,21,6,Passing clouds,14.0,81.0,30.18,2.0
2020-07-03,22,6,Scattered showers,14.0,87.0,30.18,2.0
2020-07-03,23,6,Sprinkles,12.0,87.0,30.18,2.0
2020-07-04,0,7,Scattered showers,12.0,87.0,30.21,2.0
2020-07-04,1,6,Passing clouds,9.0,87.0,30.21,2.0
2020-07-04,2,6,Passing clouds,12.0,87.0,30.21,2.0
2020-07-04,3,5,Passing clouds,12.0,87.0,30.21,2.0
2020-07-04,4,5,Clear,14.0,81.0,30.21,10.0
2020-07-04,5,6,Partly cloudy,12.0,81.0,30.21,10.0
2020-07-04,6,6,Partly cloudy,7.0,87.0,30.21,10.0
2020-07-04,7,7,Partly cloudy,10.0,87.0,30.21,10.0
2020-07-04,8,8,Drizzle,10.0,87.0,30.24,10.0
2020-07-04,9,8,Drizzle,9.0,87.0,30.24,10.0
2020-07-04,10,10,Partly sunny,12.0,82.0,30.24,10.0
2020-07-04,11,12,Partly sunny,13.0,77.0,30.24,10.0
2020-07-04,12,12,Partly sunny,18.0,77.0,30.24,10.0
2020-07-04,13,12,Partly sunny,18.0,77.0,30.21,10.0
2020-07-04,14,13,Drizzle,14.0,72.0,30.18,10.0
2020-07-04,15,12,Sprinkles,8.0,82.0,30.21,10.0
2020-07-04,16,12,Sprinkles,17.0,77.0,30.21,10.0
2020-07-04,17,11,Sprinkles,15.0,88.0,30.21,2.0
2020-07-04,18,11,Partly cloudy,16.0,88.0,30.24,2.0
2020-07-04,19,11,Scattered showers,14.0,88.0,30.24,2.0
2020-07-04,20,11,Passing clouds,14.0,88.0,30.24,2.0
2020-07-04,21,10,Partly cloudy,10.0,94.0,30.24,2.0
2020-07-04,22,11,Passing clouds,15.0,88.0,30.27,2.0
2020-07-05,0,7,Scattered showers,14.0,94.0,30.27,2.0
2020-07-05,1,10,Passing clouds,14.0,88.0,30.27,2.0
2020-07-05,2,9,Passing clouds,12.0,87.0,30.27,2.0
2020-07-05,3,9,Passing clouds,10.0,94.0,30.27,2.0
2020-07-05,4,9,Passing clouds,13.0,94.0,30.27,2.0
2020-07-05,5,9,Passing clouds,10.0,94.0,30.27,2.0
2020-07-05,6,9,Passing clouds,10.0,94.0,30.27,2.0
2020-07-05,7,9,Passing clouds,14.0,87.0,30.3,2.0
2020-07-05,8,8,Broken clouds,10.0,93.0,30.3,2.0
