Date	Total_Pedestrian_Count_per_day
2018-10-25	753508
2018-10-26	903895
2018-10-27	611653
2018-10-28	524680
2018-10-29	691044
2018-10-30	707876
2018-10-31	689257
2018-11-01	741618
2018-11-02	775937
2018-11-03	616112
2018-11-04	536549
2018-11-05	755213
2018-11-06	386770
2018-11-07	684866
2018-11-08	749477
2018-11-09	790208
2018-11-10	663083
2018-11-11	563620
2018-11-12	717577
2018-11-13	725514
2018-11-14	732007
2018-11-15	813915
2018-11-16	936028
2018-11-17	723541
2018-11-18	634147
2018-11-19	650635
2018-11-20	612966
2018-11-21	693842
2018-11-22	693101
2018-11-23	715101
2018-11-24	632925
2018-11-25	572673
2018-11-26	717797
2018-11-27	716919
2018-11-28	725205
2018-11-29	778610
2018-11-30	906846
2018-12-01	747888
2018-12-02	556873
2018-12-03	719201
2018-12-04	777695
2018-12-05	841023
2018-12-06	767492
2018-12-07	737480
2018-12-08	656343
2018-12-09	550934
2018-12-10	792334
2018-12-11	831842
2018-12-12	815982
2018-12-13	696310
2018-12-14	828372
2018-12-15	687881
2018-12-16	536929
2018-12-17	749603
2018-12-18	772259
2018-12-19	794461
2018-12-20	808204
2018-12-21	743875
2018-12-22	671686
2018-12-23	678706
2018-12-24	604377
2018-12-25	425283
2018-12-26	699616
2018-12-27	537044
2018-12-28	592544
2018-12-29	579372
2018-12-30	525541
2018-12-31	742581
2019-01-01	551774
2019-01-02	614728
2019-01-03	608655
2019-01-04	474641
2019-01-05	545995
2019-01-06	486849
2019-01-07	626035
2019-01-08	635972
2019-01-09	723121
2019-01-10	704061
2019-01-11	754196
2019-01-12	586757
2019-01-13	503191
2019-01-14	618408
2019-01-15	638897
2019-01-16	676692
2019-01-17	702195
2019-01-18	784846
2019-01-19	670861
2019-01-20	542220
2019-01-21	663293
2019-01-22	686543
2019-01-23	728564
2019-01-24	608765
2019-01-25	574081
2019-01-26	611883
2019-01-27	466883
2019-01-28	365396
2019-01-29	585109
2019-01-30	563190
2019-01-31	600885
2019-02-01	708160
2019-02-02	502680
2019-02-03	373219
2019-02-04	607845
2019-02-05	660501
2019-02-06	608395
2019-02-07	670040
2019-02-08	741589
2019-02-09	567279
2019-02-10	561875
2019-02-11	626858
2019-02-12	593394
2019-02-13	714350
2019-02-14	754779
2019-02-15	827756
2019-02-16	632223
2019-02-17	556786
2019-02-18	689073
2019-02-19	715682
2019-02-20	749110
2019-02-21	751133
2019-02-22	865191
2019-02-23	682938
2019-02-24	593468
2019-02-25	712468
2019-02-26	769727
2019-02-27	805508
2019-02-28	774227
2019-03-01	784466
2019-03-02	550212
2019-03-03	457939
2019-03-04	779734
2019-03-05	812462
2019-03-06	805135
2019-03-07	857245
2019-03-08	908398
2019-03-09	760782
2019-03-10	706328
2019-03-11	659680
2019-03-12	772072
2019-03-13	824479
2019-03-14	846115
2019-03-15	949305
2019-03-16	726951
2019-03-17	582610
2019-03-18	785420
2019-03-19	761115
2019-03-20	771572
2019-03-21	816834
2019-03-22	895318
2019-03-23	697991
2019-03-24	597902
2019-03-25	693563
2019-03-26	758210
2019-03-27	794904
2019-03-28	848557
2019-03-29	838483
2019-03-30	608852
2019-03-31	528608
2019-04-01	733017
2019-04-02	820014
2019-04-03	799520
2019-04-04	828417
2019-04-05	914141
2019-04-06	766357
2019-04-07	711798
2019-04-08	800530
2019-04-09	821559
2019-04-10	857620
2019-04-11	875141
2019-04-12	980703
2019-04-13	751899
2019-04-14	647560
2019-04-15	817047
2019-04-16	836714
2019-04-17	814122
2019-04-18	901530
2019-04-19	689807
2019-04-20	802371
2019-04-21	662358
2019-04-22	531714
2019-04-23	726723
2019-04-24	798510
2019-04-25	653649
2019-04-26	711492
2019-04-27	629064
2019-04-28	466192
2019-04-29	702589
2019-04-30	765962
2019-05-01	784033
2019-05-02	765930
2019-05-03	908436
2019-05-04	653393
2019-05-05	567776
2019-05-06	722955
2019-05-07	757758
2019-05-08	754208
2019-05-09	752630
2019-05-10	682392
2019-05-11	624718
2019-05-12	494330
2019-05-13	666884
2019-05-14	714440
2019-05-15	715327
2019-05-16	712607
2019-05-17	835289
2019-05-18	669255
2019-05-19	530895
2019-05-20	666502
2019-05-21	719499
2019-05-22	743855
2019-05-23	761547
2019-05-24	787885
2019-05-25	596920
2019-05-26	511598
2019-05-27	636803
2019-05-28	692927
2019-05-29	648699
2019-05-30	717259
2019-05-31	794170
2019-06-01	634415
2019-06-02	478463
2019-06-03	577484
2019-06-04	699422
2019-06-05	699449
2019-06-06	724353
2019-06-07	838457
2019-06-08	653638
2019-06-09	578906
2019-06-10	467719
2019-06-11	687995
2019-06-12	620081
2019-06-13	716824
2019-06-14	856939
2019-06-15	711919
2019-06-16	518919
2019-06-17	705515
2019-06-18	666366
2019-06-19	710708
2019-06-20	715860
2019-06-21	840373
2019-06-22	630400
2019-06-23	487369
2019-06-24	663138
2019-06-25	686634
2019-06-26	758899
2019-06-27	792935
2019-06-28	889613
2019-06-29	565418
2019-06-30	616011
2019-07-01	681065
2019-07-02	703669
2019-07-03	755056
2019-07-04	792842
2019-07-05	938219
2019-07-06	778021
2019-07-07	530542
2019-07-08	780253
2019-07-09	777528
2019-07-10	751076
2019-07-11	728401
2019-07-12	775136
2019-07-13	605764
2019-07-14	459148
2019-07-15	668542
2019-07-16	697076
2019-07-17	707474
2019-07-18	755984
2019-07-19	902692
2019-07-20	710178
2019-07-21	569077
2019-07-22	737444
2019-07-23	707541
2019-07-24	788301
2019-07-25	800217
2019-07-26	833216
2019-07-27	771097
2019-07-28	675054
2019-07-29	756779
2019-07-30	789533
2019-07-31	817760
2019-08-01	811276
2019-08-02	934717
2019-08-03	718078
2019-08-04	601593
2019-08-05	786616
2019-08-06	763354
2019-08-07	795837
2019-08-08	777973
2019-08-09	755990
2019-08-10	597888
2019-08-11	513596
2019-08-12	712837
2019-08-13	744991
2019-08-14	810382
2019-08-15	814376
2019-08-16	859268
2019-08-17	803517
2019-08-18	568923
2019-08-19	723336
2019-08-20	757905
2019-08-21	794772
2019-08-22	954658
2019-08-23	1149216
2019-08-24	941789
2019-08-25	633063
2019-08-26	757644
2019-08-27	758238
2019-08-28	673163
2019-08-29	770434
2019-08-30	914914
2019-08-31	696180
2019-09-01	509416
2019-09-02	733078
2019-09-03	796292
2019-09-04	780565
2019-09-05	805749
2019-09-06	891940
2019-09-07	613002
2019-09-08	465220
2019-09-09	686046
2019-09-10	740234
2019-09-11	776748
2019-09-12	781524
2019-09-13	911881
2019-09-14	707891
2019-09-15	477097
2019-09-16	716250
2019-09-17	719355
2019-09-18	755497
2019-09-19	774466
2019-09-20	952824
2019-09-21	566683
2019-09-22	514555
2019-09-23	675055
2019-09-24	730663
2019-09-25	775666
2019-09-26	924169
2019-09-27	564241
2019-09-28	586258
2019-09-29	508293
2019-09-30	667134
2019-10-01	820375
2019-10-02	850179
2019-10-03	885373
2019-10-04	838920
2019-10-05	775279
2019-10-06	659508
2019-10-07	813739
2019-10-08	762589
2019-10-09	811329
2019-10-10	837773
2019-10-11	1015001
2019-10-12	891714
2019-10-13	748319
2019-10-14	793265
2019-10-15	828278
2019-10-16	788110
2019-10-17	781214
2019-10-18	952819
2019-10-19	690292
2019-10-20	589576
2019-10-21	794146
2019-10-22	853214
2019-10-23	890755
2019-10-24	849250
2019-10-25	857501
2019-10-26	613391
2019-10-27	542059
2019-10-28	767990
2019-10-29	811981
2019-10-30	832623
2019-10-31	791985
2019-11-01	825948
2019-11-02	524477
2019-11-03	510692
2019-11-04	688207
2019-11-05	526734
2019-11-06	753064
2019-11-07	726160
2019-11-08	795093
2019-11-09	649751
2019-11-10	575873
2019-11-11	821511
2019-11-12	761853
2019-11-13	813262
2019-11-14	910529
2019-11-15	1006649
2019-11-16	784745
2019-11-17	666196
2019-11-18	844785
2019-11-19	875345
2019-11-20	923790
2019-11-21	826092
2019-11-22	982851
2019-11-23	802003
2019-11-24	704113
2019-11-25	806101
2019-11-26	777190
2019-11-27	885819
2019-11-28	941384
2019-11-29	997949
2019-11-30	779345
2019-12-01	546495
2019-12-02	749690
2019-12-03	808277
2019-12-04	855511
2019-12-05	919269
2019-12-06	974729
2019-12-07	852666
2019-12-08	720321
2019-12-09	790868
2019-12-10	855754
2019-12-11	881085
2019-12-12	912221
2019-12-13	987362
2019-12-14	813339
2019-12-15	714535
2019-12-16	872395
2019-12-17	899134
2019-12-18	866384
2019-12-19	949898
2019-12-20	743775
2019-12-21	747902
2019-12-22	743645
2019-12-23	879107
2019-12-24	812729
2019-12-25	526177
2019-12-26	856341
2019-12-27	796947
2019-12-28	707433
2019-12-29	661813
2019-12-30	534883
2019-12-31	950487
2020-01-01	710047
2020-01-02	761505
2020-01-03	706476
2020-01-04	638730
2020-01-05	509848
2020-01-06	674972
2020-01-07	757060
2020-01-08	848374
2020-01-09	795312
2020-01-10	765037
2020-01-11	678899
2020-01-12	594960
2020-01-13	776131
2020-01-14	732120
2020-01-15	678680
2020-01-16	826978
2020-01-17	925091
2020-01-18	748440
2020-01-19	641021
2020-01-20	705198
2020-01-21	930068
2020-01-22	863529
2020-01-23	863262
2020-01-24	995450
2020-01-25	804121
2020-01-26	742737
2020-01-27	543482
2020-01-28	789363
2020-01-29	769773
2020-01-30	742172
2020-01-31	670285
2020-02-01	486862
2020-02-02	569239
2020-02-03	722177
2020-02-04	749447
2020-02-05	780769
2020-02-06	779050
2020-02-07	820281
2020-02-08	650093
2020-02-09	525946
2020-02-10	728118
2020-02-11	775734
2020-02-12	809328
2020-02-13	819376
2020-02-14	848409
2020-02-15	594842
2020-02-16	582700
2020-02-17	837995
2020-02-18	717675
2020-02-19	795921
2020-02-20	906567
2020-02-21	910750
2020-02-22	746653
2020-02-23	596945
2020-02-24	753323
2020-02-25	799583
2020-02-26	885189
2020-02-27	858469
2020-02-28	1008015
2020-02-29	793912
2020-03-01	604775
2020-03-02	836533
2020-03-03	870774
2020-03-04	859593
2020-03-05	760767
2020-03-06	957335
2020-03-07	804682
2020-03-08	815622
2020-03-09	696327
2020-03-10	830344
2020-03-11	859953
2020-03-12	868573
2020-03-13	839718
2020-03-14	626220
2020-03-15	483823
2020-03-16	687934
2020-03-17	605226
2020-03-18	508208
2020-03-19	455613
2020-03-20	443190
2020-03-21	300313
2020-03-22	225833
2020-03-23	301095
2020-03-24	222804
2020-03-25	187953
2020-03-26	187395
2020-03-27	185253
2020-03-28	145835
2020-03-29	106605
2020-03-30	151531
2020-03-31	146546
2020-04-01	140370
2020-04-02	109338
2020-04-03	144579
2020-04-04	88016
2020-04-05	78956
2020-04-06	131227
2020-04-07	131812
2020-04-08	134045
2020-04-09	160315
2020-04-10	95903
2020-04-10	95903
2020-04-10	95903
2020-04-10	95903
2020-04-11	104551
2020-04-12	92175
2020-04-13	110739
2020-04-14	137733
2020-04-15	140878
2020-04-16	141992
2020-04-17	147498
2020-04-18	134233
2020-04-19	132400
2020-04-20	137402
2020-04-21	153021
2020-04-22	148798
2020-04-23	148066
2020-04-24	172623
2020-04-25	148266
2020-04-26	129543
2020-04-27	156664
2020-04-28	157524
2020-04-29	113181
2020-04-30	143780
2020-05-01	141674
2020-05-02	145380
2020-05-03	147257
2020-05-04	159790
2020-05-05	186163
2020-05-06	172842
2020-05-07	176481
2020-05-08	202277
2020-05-09	141747
2020-05-10	155927
2020-05-11	173860
2020-05-12	188782
2020-05-13	189478
2020-05-14	204745
2020-05-15	220671
2020-05-16	243777
2020-05-17	209891
2020-05-18	212654
2020-05-19	206803
2020-05-20	212677
2020-05-21	180951
2020-05-22	237926
2020-05-23	191495
2020-05-24	220919
2020-05-25	235486
2020-05-26	240028
2020-05-27	236249
2020-05-28	243175
2020-05-29	269224
2020-05-30	280741
2020-05-31	228556
2020-06-01	182143
2020-06-02	262218
2020-06-03	263772
2020-06-04	283864
2020-06-05	316827
2020-06-06	359986
2020-06-07	264443
2020-06-08	249712
2020-06-09	265769
2020-06-10	275125
2020-06-11	278315
2020-06-12	318808
2020-06-13	319338
2020-06-14	273561
2020-06-15	274560
2020-06-16	269431
2020-06-17	291197
2020-06-18	309546
2020-06-19	352116
2020-06-20	369257
2020-06-21	242993
2020-06-22	239458
2020-06-23	287369
2020-06-24	287822
2020-06-25	276787
2020-06-26	320547
2020-06-27	324347
2020-06-28	270759
2020-06-29	275117
2020-06-30	268592
2020-07-01	286445
2020-07-02	275972
2020-07-03	229911
2020-07-04	244462
2020-07-05	206853
2020-07-06	223914
2020-07-07	235809
2020-07-08	286385
2020-07-09	168416
2020-07-10	179151
2020-07-11	104606
2020-07-12	125107
2020-07-13	165339
2020-07-14	171574
2020-07-15	171848
2020-07-16	166468
2020-07-17	165596
2020-07-18	134137
2020-07-19	118789
2020-07-20	140749
2020-07-21	153368
2020-07-22	146985
2020-07-23	141065
2020-07-24	153554
2020-07-25	137900
2020-07-26	117338
2020-07-27	131252
2020-07-28	148614
2020-07-29	152917
2020-07-30	153188
2020-07-31	157252
2020-08-01	143025
2020-08-02	135447
2020-08-03	108170
2020-08-04	105627
2020-08-05	111230
2020-08-06	91172
2020-08-07	84298
2020-08-08	80846
2020-08-09	88894
2020-08-10	96887
2020-08-11	95180
2020-08-12	92116
2020-08-13	100450
2020-08-14	90715
2020-08-15	112778
2020-08-16	92176
2020-08-17	100378
2020-08-18	105484
2020-08-19	88247
2020-08-20	104583
2020-08-21	107036
2020-08-22	61691
2020-08-23	82080
2020-08-24	102968
2020-08-25	108032
2020-08-26	110685
2020-08-27	106522
2020-08-28	125521
2020-08-29	131795
2020-08-30	91171
2020-08-31	102497
2020-09-01	121502
2020-09-02	112719
2020-09-03	117236
2020-09-04	126235
2020-09-05	127637
2020-09-06	124957
2020-09-07	121116
2020-09-08	104201
2020-09-09	121839
2020-09-10	134671
2020-09-11	128364
2020-09-12	84930
2020-09-13	138705
2020-09-14	125292
2020-09-15	137219
2020-09-16	135269
2020-09-17	120741
2020-09-18	134425
2020-09-19	147970
2020-09-20	129662
2020-09-21	131873
2020-09-22	125706
2020-09-23	121981
2020-09-24	132400
2020-09-25	106901
2020-09-26	120614
2020-09-27	138352
2020-09-28	141592
2020-09-29	148067
2020-09-30	127180
2020-10-01	161096
2020-10-02	164619
2020-10-03	141391
2020-10-04	112983
2020-10-05	111473
2020-10-06	112459
2020-10-07	115245
2020-10-08	125631
2020-10-09	144006
2020-10-10	154509
2020-10-11	140357
2020-10-12	146003
2020-10-13	134898
2020-10-14	154291
2020-10-15	124895
2020-10-16	141843
2020-10-17	132910
2020-10-18	129324
2020-10-19	168411
2020-10-20	184648
2020-10-21	179286
2020-10-22	197031
2020-10-23	182863
2020-10-24	143054
2020-10-25	164891
2020-10-26	171577
2020-10-27	177267
2020-10-28	311278
2020-10-29	263334
2020-10-30	313225
2020-10-31	370181
2020-11-01	339667
2020-11-02	335642
2020-11-03	286980
2020-11-04	190675
2020-11-05	246692
2020-11-06	288551
2020-11-07	365548
2020-11-08	321671
2020-11-09	262820
2020-11-10	264765
2020-11-11	224537
2020-11-12	287179
2020-11-13	330106
2020-11-14	436497
2020-11-15	300190
2020-11-16	257361
2020-11-17	287853
2020-11-18	313407
2020-11-19	300283
2020-11-20	397150
2020-11-21	489118
2020-11-22	309849
2020-11-23	261242
2020-11-24	316024
2020-11-25	340384
2020-11-26	353597
2020-11-27	456912
2020-11-28	481376
2020-11-29	358501
2020-11-30	351099
2020-12-01	316908
2020-12-02	366340
2020-12-03	392107
2020-12-04	493588
2020-12-05	489269
2020-12-06	404066
2020-12-07	311007
2020-12-08	376385
2020-12-09	448039
2020-12-10	438663
2020-12-11	543000
2020-12-12	595152
2020-12-13	439515
2020-12-14	366040
2020-12-15	378222
2020-12-16	463787
2020-12-17	460825
2020-12-18	572248
2020-12-19	599961
2020-12-20	539991
2020-12-21	464319
2020-12-22	403194
2020-12-23	578815
2020-12-24	505150
2020-12-25	332150
2020-12-26	578967
2020-12-27	385422
2020-12-28	473046
2020-12-29	497027
2020-12-30	467634
2020-12-31	472586
2021-01-01	396955
2021-01-02	349099
2021-01-03	299976
2021-01-04	267851
2021-01-05	308179
2021-01-06	341691
2021-01-07	366450
2021-01-08	396825
2021-01-09	415361
2021-01-10	320174
2021-01-11	270555
2021-01-12	367072
2021-01-13	358544
2021-01-14	392842
2021-01-15	392440
2021-01-16	455543
2021-01-17	419829
2021-01-18	377417
2021-01-19	408635
2021-01-20	462693
2021-01-21	425539
2021-01-22	495562
2021-01-23	501466
2021-01-24	349652
2021-01-25	333906
2021-01-26	393661
2021-01-27	434648
2021-01-28	412794
2021-01-29	352985
2021-01-30	496799
2021-01-31	422571
2021-02-01	373486
2021-02-02	396809
2021-02-03	443795
2021-02-04	408285
2021-02-05	386388
2021-02-06	485551
2021-02-07	361017
2021-02-08	343247
2021-02-09	379425
2021-02-10	390789
2021-02-11	372927
2021-02-12	429230
2021-02-13	109875
2021-02-14	117671
2021-02-15	123471
2021-02-16	121527
2021-02-17	123303
2021-02-18	315466
2021-02-19	371451
2021-02-20	435862
2021-02-21	357956
2021-02-22	321433
2021-02-23	353784
2021-02-24	379893
2021-02-25	384275
2021-02-26	441639
2021-02-27	468643
2021-02-28	384003
2021-03-01	349024
2021-03-02	393477
2021-03-03	429319
2021-03-04	449059
2021-03-05	511923
2021-03-06	624321
2021-03-07	579908
2021-03-08	360691
2021-03-09	390882
2021-03-10	451229
2021-03-11	452661
2021-03-12	528397
2021-03-13	397322
2021-03-14	434290
2021-03-15	430529
2021-03-16	443325
2021-03-17	478918
2021-03-18	493119
2021-03-19	581267
2021-03-20	582152
2021-03-21	345215
2021-03-22	376305
2021-03-23	430609
2021-03-24	452898
2021-03-25	508271
2021-03-26	594323
2021-03-27	593746
2021-03-28	493622
2021-03-29	421278
2021-03-30	497773
2021-03-31	519153
2021-04-01	606043
2021-04-02	499695
2021-04-03	645460
2021-04-04	564228
2021-04-05	477002
2021-04-06	532185
2021-04-07	561814
2021-04-08	584678
2021-04-09	625753
2021-04-10	596551
2021-04-11	414006
2021-04-12	502228
2021-04-13	554430
2021-04-14	585798
2021-04-15	650094
2021-04-16	742916
2021-04-17	746269
2021-04-18	539530
2021-04-19	461632
2021-04-20	402606
2021-04-21	529572
2021-04-22	536010
2021-04-23	615962
2021-04-24	609250
2021-04-25	523112
2021-04-26	459015
2021-04-27	500694
2021-04-28	548247
2021-04-29	525603
2021-04-30	630322
2021-05-01	571271
2021-05-02	449506
2021-05-03	428353
2021-05-04	457337
2021-05-05	468667
2021-05-06	531579
2021-05-07	621165
2021-05-08	585414
2021-05-09	449818
2021-05-10	441588
2021-05-11	472998
2021-05-12	468796
2021-05-13	541805
2021-05-14	642357
2021-05-15	586457
2021-05-16	461530
2021-05-17	443537
2021-05-18	470368
2021-05-19	465818
2021-05-20	543237
2021-05-21	619695
