stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,platform_code
"14335","Collingwood Station","-37.80440999","144.99382095","","Parentvic:rail:CWD","1"
"14336","North Richmond Station","-37.81048940","144.99255459","","Parentvic:rail:NRM","1"
"14337","North Richmond Station","-37.81046945","144.99244154","","Parentvic:rail:NRM","2"
"14338","West Richmond Station","-37.81485182","144.99153901","","Parentvic:rail:WRM","1"
"14339","West Richmond Station","-37.81476019","144.99145062","","Parentvic:rail:WRM","2"
"14340","Jolimont-MCG Station","-37.81655936","144.98388162","","Parentvic:rail:JLI","1"
"14341","Jolimont-MCG Station","-37.81645068","144.98385050","","Parentvic:rail:JLI","2"
"15323","Rosanna Station","-37.74317661","145.06617793","","Parentvic:rail:ROS","2"
"15324","Macleod Station","-37.72652298","145.06895986","","Parentvic:rail:MCD","3"
"15325","Macleod Station","-37.72644284","145.06901868","","Parentvic:rail:MCD","2"
"15326","Macleod Station","-37.72640904","145.06915571","","Parentvic:rail:MCD","1"
"15327","Watsonia Station","-37.71111810","145.08366447","","Parentvic:rail:WAT","1"
"15328","Watsonia Station","-37.71108151","145.08363138","","Parentvic:rail:WAT","2"
"15329","Greensborough Station","-37.70450869","145.10855091","","Parentvic:rail:GRN","1"
"15330","Greensborough Station","-37.70437284","145.10850899","","Parentvic:rail:GRN","2"
"15331","Montmorency Station","-37.71529317","145.12132296","","Parentvic:rail:MMY","1"
"15332","Eltham Station","-37.71397817","145.14756177","","Parentvic:rail:ELT","1"
"15333","Eltham Station","-37.71361077","145.14769571","","Parentvic:rail:ELT","2"
"15334","Diamond Creek Station","-37.67329250","145.15876709","","Parentvic:rail:DCK","1"
"15335","Diamond Creek Station","-37.67338365","145.15883287","","Parentvic:rail:DCK","2"
"15336","Wattle Glen Station","-37.66401454","145.18171543","","Parentvic:rail:WTT","1"
"15337","Hurstbridge Station","-37.63981759","145.19174606","","Parentvic:rail:HBE","1"
"15338","Williamstown Station","-37.86763077","144.90504258","","Parentvic:rail:WIL","1"
"15339","Williamstown Beach Station","-37.86402570","144.89441423","","Parentvic:rail:WBH","1"
"15340","Williamstown Beach Station","-37.86391803","144.89444003","","Parentvic:rail:WBH","2"
"15341","North Williamstown Station","-37.85712326","144.88890497","","Parentvic:rail:NWN","1"
"15342","North Williamstown Station","-37.85708047","144.88903122","","Parentvic:rail:NWN","2"
"15343","Newport Station","-37.84251758","144.88350336","","Parentvic:rail:NPT","1"
"15344","Newport Station","-37.84252883","144.88362804","","Parentvic:rail:NPT","2"
"15345","Spotswood Station","-37.83069149","144.88585242","","Parentvic:rail:SPT","1"
"15346","Spotswood Station","-37.83072055","144.88596521","","Parentvic:rail:SPT","2"
"15347","Yarraville Station","-37.81572394","144.88991459","","Parentvic:rail:YVE","1"
"15348","Yarraville Station","-37.81574439","144.89005032","","Parentvic:rail:YVE","2"
"15349","Seddon Station","-37.80899491","144.89560371","","Parentvic:rail:SEN","1"
"15350","Seddon Station","-37.80900656","144.89575104","","Parentvic:rail:SEN","2"
"15352","Sunbury Station","-37.57941295","144.72766001","","Parentvic:rail:SUY","2"
"15354","Diggers Rest Station","-37.62771153","144.71998051","","Parentvic:rail:DRT","2"
"15355","Watergardens Station","-37.70087375","144.77404064","","Parentvic:rail:WGS","1"
"15356","Watergardens Station","-37.70100799","144.77399126","","Parentvic:rail:WGS","2"
"15357","Watergardens Station","-37.70101593","144.77393431","","Parentvic:rail:WGS","3"
"15358","Keilor Plains Station","-37.72961556","144.79388693","","Parentvic:rail:KPL","1"
"15359","Keilor Plains Station","-37.72963124","144.79376166","","Parentvic:rail:KPL","2"
"15360","St Albans Station","-37.74491991","144.79981040","","Parentvic:rail:SAB","2"
"15361","St Albans Station","-37.74485877","144.79991434","","Parentvic:rail:SAB","1"
"15362","Ginifer Station","-37.75934606","144.81085860","","Parentvic:rail:GIN","1"
"15363","Ginifer Station","-37.75940721","144.81075464","","Parentvic:rail:GIN","2"
"15364","Albion Station","-37.77746178","144.82460703","","Parentvic:rail:ALB","1"
"15365","Albion Station","-37.77753383","144.82460491","","Parentvic:rail:ALB","2"
"15366","Epping Station","-37.65218006","145.03229211","","Parentvic:rail:EPP","1"
"15367","Epping Station","-37.65213502","145.03229330","","Parentvic:rail:EPP","2"
"15368","Lalor Station","-37.66544920","145.01743059","","Parentvic:rail:LAL","1"
"15369","Lalor Station","-37.66544786","145.01735127","","Parentvic:rail:LAL","2"
"15370","Thomastown Station","-37.68032160","145.01437002","","Parentvic:rail:TSN","1"
"15371","Keon Park Station","-37.69592156","145.01170829","","Parentvic:rail:KPK","1"
"15372","Keon Park Station","-37.69562373","145.01168222","","Parentvic:rail:KPK","2"
"15373","Ruthven Station","-37.70834601","145.00939118","","Parentvic:rail:RUT","1"
"15374","Ruthven Station","-37.70837227","145.00934511","","Parentvic:rail:RUT","2"
"15375","Reservoir Station","-37.71670648","145.00710270","","Parentvic:rail:RES","1"
"15376","Reservoir Station","-37.71667831","145.00703539","","Parentvic:rail:RES","2"
"15377","Regent Station","-37.72847560","145.00281599","","Parentvic:rail:REG","1"
"15378","Regent Station","-37.72846448","145.00269148","","Parentvic:rail:REG","2"
"15379","Preston Station","-37.73887299","145.00055068","","Parentvic:rail:PRE","1"
"15380","Preston Station","-37.73886263","145.00047152","","Parentvic:rail:PRE","2"
"15381","Bell Station","-37.74636632","145.00028092","","Parentvic:rail:BEL","1"
"15382","Bell Station","-37.74633583","145.00007746","","Parentvic:rail:BEL","2"
"15383","Thornbury Station","-37.75503493","144.99864008","","Parentvic:rail:TBY","1"
"15384","Thornbury Station","-37.75499698","144.99852759","","Parentvic:rail:TBY","2"
"15385","Croxton Station","-37.76408414","144.99712475","","Parentvic:rail:CXT","1"
"15386","Croxton Station","-37.76418053","144.99696323","","Parentvic:rail:CXT","2"
"15387","Northcote Station","-37.76985752","144.99534554","","Parentvic:rail:NCE","1"
"15388","Northcote Station","-37.76979273","144.99524511","","Parentvic:rail:NCE","2"
"15389","Merri Station","-37.77776735","144.99307681","","Parentvic:rail:MER","1"
"15390","Merri Station","-37.77770197","144.99294233","","Parentvic:rail:MER","2"
"15391","Rushall Station","-37.78321885","144.99250923","","Parentvic:rail:RUS","1"
"15392","Rushall Station","-37.78330777","144.99243869","","Parentvic:rail:RUS","2"
"15512","Tottenham Station","-37.79928801","144.86350036","","Parentvic:rail:TOT","1"
"15513","Tottenham Station","-37.79933243","144.86346501","","Parentvic:rail:TOT","2"
"15514","West Footscray Station","-37.80163482","144.88367157","","Parentvic:rail:WFY","1"
"15516","Middle Footscray Station","-37.80246975","144.89103013","","Parentvic:rail:MFY","1"
"15517","Middle Footscray Station","-37.80253361","144.89107375","","Parentvic:rail:MFY","2"
"15518","Footscray Station","-37.80122914","144.90229785","","Parentvic:rail:FSY","1"
"15519","Footscray Station","-37.80123379","144.90255894","","Parentvic:rail:FSY","2"
"15522","South Kensington Station","-37.79946443","144.92476672","","Parentvic:rail:SKN","1"
"15523","South Kensington Station","-37.79957532","144.92492262","","Parentvic:rail:SKN","2"
"15524","Flemington Racecourse Station","-37.78772649","144.90718782","","Parentvic:rail:RCE","1"
"15526","Showgrounds Station","-37.78347886","144.91514237","","Parentvic:rail:SGS","1"
"15527","Craigieburn Station","-37.60256178","144.94314122","","Parentvic:rail:CGB","1"
"15528","Craigieburn Station","-37.60246953","144.94301916","","Parentvic:rail:CGB","2"
"15529","Broadmeadows Station","-37.68299742","144.91973940","","Parentvic:rail:BMS","1"
"15530","Broadmeadows Station","-37.68273680","144.91978070","","Parentvic:rail:BMS","2"
"15531","Jacana Station","-37.69533775","144.91583338","","Parentvic:rail:JAC","1"
"15532","Jacana Station","-37.69532795","144.91578829","","Parentvic:rail:JAC","2"
"15533","Glenroy Station","-37.70490324","144.91758444","","Parentvic:rail:GRY","1"
"15534","Glenroy Station","-37.70494567","144.91743580","","Parentvic:rail:GRY","2"
"15535","Oak Park Station","-37.71809525","144.92159412","","Parentvic:rail:OKP","1"
"15536","Oak Park Station","-37.71812928","144.92147972","","Parentvic:rail:OKP","2"
"15537","Pascoe Vale Station","-37.73124475","144.92831816","","Parentvic:rail:PVL","1"
"15538","Pascoe Vale Station","-37.73128779","144.92820349","","Parentvic:rail:PVL","2"
"15539","Strathmore Station","-37.74406093","144.92686001","","Parentvic:rail:SME","1"
"15540","Strathmore Station","-37.74397847","144.92678287","","Parentvic:rail:SME","2"
"15541","Glenbervie Station","-37.74736057","144.92079827","","Parentvic:rail:GBV","1"
"15542","Glenbervie Station","-37.74719924","144.92084819","","Parentvic:rail:GBV","2"
"15544","Essendon Station","-37.75611017","144.91616069","","Parentvic:rail:ESD","2"
"15545","Essendon Station","-37.75609075","144.91608178","","Parentvic:rail:ESD","3"
"15546","Moonee Ponds Station","-37.76568985","144.91922928","","Parentvic:rail:MPD","1"
"15547","Moonee Ponds Station","-37.76576911","144.91912489","","Parentvic:rail:MPD","2"
"15548","Ascot Vale Station","-37.77533451","144.92189942","","Parentvic:rail:ASV","1"
"15549","Ascot Vale Station","-37.77541397","144.92180637","","Parentvic:rail:ASV","2"
"15550","Newmarket Station","-37.78740133","144.92906725","","Parentvic:rail:NKT","1"
"15551","Newmarket Station","-37.78744437","144.92895250","","Parentvic:rail:NKT","2"
"15552","Kensington Station","-37.79373618","144.93058245","","Parentvic:rail:KEN","1"
"15553","Kensington Station","-37.79371577","144.93044674","","Parentvic:rail:KEN","2"
"2155","Morradoo Station","-38.35386024","145.18948092","","Parentvic:rail:MRO","1"
"22188","Southern Cross Station","-37.81825315","144.95200455","","Parentvic:rail:SSS","9"
"22189","Southern Cross Station","-37.81853495","144.95214444","","Parentvic:rail:SSS","10"
"22190","Southern Cross Station","-37.81853100","144.95191735","","Parentvic:rail:SSS","11"
"22191","Southern Cross Station","-37.81854783","144.95184872","","Parentvic:rail:SSS","12"
"22192","Southern Cross Station","-37.81866354","144.95176600","","Parentvic:rail:SSS","13"
"22193","Southern Cross Station","-37.81868957","144.95170848","","Parentvic:rail:SSS","14"
"26100","Aircraft Rail Replacement Bus Stop","-37.86713926","144.76089560","","Parentvic:rail:ACF","R-Bus"
"26104","Altona Rail Replacement Bus Stop","-37.86692411","144.83071983","","Parentvic:rail:ALT","R-Bus"
"26105","Anstey Rail Replacement Bus Stop","-37.76069268","144.96330992","","Parentvic:rail:ASY","R-Bus"
"26107","Ascot Vale Rail Replacement Bus Stop","-37.77657611","144.92331791","","Parentvic:rail:ASV","R-Bus"
"26112","Batman Rail Replacement Bus Stop","-37.73361883","144.96526621","","Parentvic:rail:BAT","R-Bus"
"26114","Bayswater Rail Replacement Bus Stop","-37.84115658","145.26652474","","Parentvic:rail:BAY","R-Bus"
"26116","Belgrave Rail Replacement Bus Stop","-37.90926733","145.35615208","","Parentvic:rail:BEG","R-Bus"
"26123","Boronia Rail Replacement Bus Stop","-37.86061761","145.28463138","","Parentvic:rail:BOR","R-Bus"
"26127","Brunswick Rail Replacement Bus Stop","-37.76695524","144.96222993","","Parentvic:rail:BWK","R-Bus"
"26128","Burnley Rail Replacement Bus Stop","-37.82832757","145.00710276","","Parentvic:rail:BLY","R-Bus"
"26135","Caulfield Rail Replacement Bus Stop","-37.87758588","145.04199844","","Parentvic:rail:CFD","R-Bus"
"26141","Coburg Rail Replacement Bus Stop","-37.74311853","144.96637925","","Parentvic:rail:COB","R-Bus"
"26151","Darling Rail Replacement Bus Stop","-37.86888753","145.06038347","","Parentvic:rail:DLG","R-Bus"
"26153","Diamond Creek Rail Replacement Bus Stop","-37.67434902","145.15947797","","Parentvic:rail:DCK","R-Bus"
"26157","East Malvern Rail Replacement Bus Stop","-37.87971565","145.07000245","","Parentvic:rail:EMV","R-Bus"
"26159","East Richmond Rail Replacement Bus Stop","-37.82576035","144.99813959","","Parentvic:rail:ERM","R-Bus"
"26162","Eltham Rail Replacement Bus Stop","-37.71319574","145.14823923","","Parentvic:rail:ELT","R-Bus"
"26164","Essendon Rail Replacement Bus Stop","-37.75624591","144.91670170","","Parentvic:rail:ESD","R-Bus"
"26166","Fawkner Rail Replacement Bus Stop","-37.71464386","144.96237083","","Parentvic:rail:FAK","R-Bus"
"26167","Ferntree Gully Rail Replacement Bus Stop","-37.88184896","145.29447459","","Parentvic:rail:FTG","R-Bus"
"26169","Flemington Bridge Rail Replacement Bus Stop","-37.78920481","144.93940726","","Parentvic:rail:FBD","R-Bus"
"26170","Flinders Street Rail Replacement Bus Stop","-37.81798064","144.96591676","","Parentvic:rail:FSS","R-Bus"
"26171","Footscray Rail Replacement Bus Stop","-37.80132924","144.90134100","","Parentvic:rail:FSY","R-Bus"
"26174","Gardiner Rail Replacement Bus Stop","-37.85441857","145.05135188","","Parentvic:rail:GAR","R-Bus"
"26176","Glen Iris Rail Replacement Bus Stop","-37.86043742","145.05728593","","Parentvic:rail:GIR","R-Bus"
"26177","Glen Waverley Rail Replacement Bus Stop","-37.87997153","145.16313744","","Parentvic:rail:GWY","R-Bus"
"26182","Gowrie Rail Replacement Bus Stop","-37.70052766","144.96008071","","Parentvic:rail:GOW","R-Bus"
"26183","Greensborough Rail Replacement Bus Stop","-37.70335551","145.10689015","","Parentvic:rail:GRN","R-Bus"
"26192","Heathmont Rail Replacement Bus Stop","-37.82903621","145.24408397","","Parentvic:rail:HMT","R-Bus"
"26193","Heidelberg Rail Replacement Bus Stop","-37.75723032","145.06148733","","Parentvic:rail:HDB","R-Bus"
"26194","Heyington Rail Replacement Bus Stop","-37.83479035","145.02214352","","Parentvic:rail:HEY","R-Bus"
"26196","Holmesglen Rail Replacement Bus Stop","-37.87496646","145.09155698","","Parentvic:rail:HOL","R-Bus"
"26197","Hoppers Crossing Rail Replacement Bus Stop","-37.88314544","144.70072024","","Parentvic:rail:HCG","R-Bus"
"26200","Hurstbridge Rail Replacement Bus Stop","-37.63952777","145.19224041","","Parentvic:rail:HBE","R-Bus"
"26203","Jewell Rail Replacement Bus Stop","-37.77457458","144.96091946","","Parentvic:rail:JWL","R-Bus"
"26205","Jordanville Rail Replacement Bus Stop","-37.87419049","145.11273457","","Parentvic:rail:JOR","R-Bus"
"26208","Kensington Rail Replacement Bus Stop","-37.79418592","144.93104686","","Parentvic:rail:KEN","R-Bus"
"26210","Kooyong Rail Replacement Bus Stop","-37.84389435","145.03194621","","Parentvic:rail:KYG","R-Bus"
"26213","Laverton Rail Replacement Bus Stop","-37.86436303","144.77177811","","Parentvic:rail:LAV","R-Bus"
"26217","Macaulay Rail Replacement Bus Stop","-37.79509296","144.93651809","","Parentvic:rail:MAC","R-Bus"
"26218","Macleod Rail Replacement Bus Stop","-37.72611771","145.06952635","","Parentvic:rail:MCD","R-Bus"
"26224","Merlynston Rail Replacement Bus Stop","-37.72201662","144.96347351","","Parentvic:rail:MYN","R-Bus"
"26228","Middle Footscray Rail Replacement Bus Stop","-37.80295999","144.89123198","","Parentvic:rail:MFY","R-Bus"
"26231","Montmorency Rail Replacement Bus Stop","-37.71569587","145.12170985","","Parentvic:rail:MMY","R-Bus"
"26232","Moonee Ponds Rail Replacement Bus Stop","-37.76553993","144.91941511","","Parentvic:rail:MPD","R-Bus"
"26236","Moreland Rail Replacement Bus Stop","-37.75528404","144.96426414","","Parentvic:rail:MLD","R-Bus"
"26238","Mount Waverley Rail Replacement Bus Stop","-37.87617271","145.12907844","","Parentvic:rail:MWY","R-Bus"
"26241","Newmarket Rail Replacement Bus Stop","-37.78789698","144.92804279","","Parentvic:rail:NKT","R-Bus"
"26242","Newport Rail Replacement Bus Stop","-37.84249141","144.88254956","","Parentvic:rail:NPT","R-Bus"
"26245","North Melbourne Rail Replacement Bus Stop","-37.80678123","144.94270106","","Parentvic:rail:NME","R-Bus"
"26247","North Williamstown Rail Replacement Bus Stop","-37.85750447","144.89056490","","Parentvic:rail:NWN","R-Bus"
"26263","Richmond Rail Replacement Bus Stop","-37.82486644","144.98957471","","Parentvic:rail:RMD","R-Bus"
"26265","Ringwood Rail Replacement Bus Stop","-37.81521594","145.22932529","","Parentvic:rail:RWD","R-Bus"
"26268","Rosanna Rail Replacement Bus Stop","-37.74324842","145.06670945","","Parentvic:rail:ROS","R-Bus"
"26270","Royal Park Rail Replacement Bus Stop","-37.78064464","144.95082899","","Parentvic:rail:RPK","R-Bus"
"26276","Seaholme Rail Replacement Bus Stop","-37.86764832","144.83873537","","Parentvic:rail:SHE","R-Bus"
"26277","Seddon Rail Replacement Bus Stop","-37.80898396","144.89499066","","Parentvic:rail:SEN","R-Bus"
"26279","South Kensington Rail Replacement Bus Stop","-37.79825583","144.92062119","","Parentvic:rail:SKN","R-Bus"
"26282","Southern Cross Rail Replacement Bus Stop","-37.81743698","144.95326534","","Parentvic:rail:SSS","R-Bus"
"26284","Spotswood Rail Replacement Bus Stop","-37.82980812","144.88684338","","Parentvic:rail:SPT","R-Bus"
"26290","Sunshine Rail Replacement Bus Stop","-37.78904930","144.83284051","","Parentvic:rail:SUN","R-Bus"
"26292","Syndal Rail Replacement Bus Stop","-37.87675408","145.14989243","","Parentvic:rail:SYN","R-Bus"
"26293","Tecoma Rail Replacement Bus Stop","-37.90634723","145.34264759","","Parentvic:rail:TCM","R-Bus"
"26297","Tooronga Rail Replacement Bus Stop","-37.85065976","145.04260872","","Parentvic:rail:TGA","R-Bus"
"26298","Tottenham Rail Replacement Bus Stop","-37.79953644","144.86278907","","Parentvic:rail:TOT","R-Bus"
"26300","Upfield Rail Replacement Bus Stop","-37.66619995","144.94650984","","Parentvic:rail:UFD","R-Bus"
"26301","Upper Ferntree Gully Rail Replacement Bus Stop","-37.89354089","145.31031922","","Parentvic:rail:UFG","R-Bus"
"26302","Upwey Rail Replacement Bus Stop","-37.90334862","145.33134109","","Parentvic:rail:UPW","R-Bus"
"26305","Watsonia Rail Replacement Bus Stop","-37.71091957","145.08420275","","Parentvic:rail:WAT","R-Bus"
"26306","Wattle Glen Rail Replacement Bus Stop","-37.66365189","145.18274459","","Parentvic:rail:WTT","R-Bus"
"26307","Werribee Rail Replacement Bus Stop","-37.89892435","144.66050692","","Parentvic:rail:WER","R-Bus"
"26308","West Footscray Rail Replacement Bus Stop","-37.80231891","144.88412906","","Parentvic:rail:WFY","R-Bus"
"26312","Westona Rail Replacement Bus Stop","-37.86444176","144.81248051","","Parentvic:rail:WTO","R-Bus"
"26313","Williams Landing Rail Replacement Bus Stop","-37.86947592","144.74828641","","Parentvic:rail:WLD","R-Bus"
"26314","Williamstown Beach Rail Replacement Bus Stop","-37.86385491","144.89494197","","Parentvic:rail:WBH","R-Bus"
"26315","Williamstown Rail Replacement Bus Stop","-37.86756640","144.90547637","","Parentvic:rail:WIL","R-Bus"
"26319","Yarraville Rail Replacement Bus Stop","-37.81618213","144.88933356","","Parentvic:rail:YVE","R-Bus"
"26501","Cardinia Road Station","-38.07129736","145.43763126","","Parentvic:rail:CDA","1"
"26502","Cardinia Road Station","-38.07119856","145.43765616","","Parentvic:rail:CDA","2"
"26503","Coolaroo Station","-37.66153357","144.92601811","","Parentvic:rail:CLO","1"
"26504","Coolaroo Station","-37.66128878","144.92593424","","Parentvic:rail:CLO","2"
"26505","Diggers Rest Station","-37.62763267","144.72009623","","Parentvic:rail:DRT","1"
"26506","East Pakenham Station","-38.08430484","145.50648448","","Parentvic:rail:EPH","1"
"26507","East Pakenham Station","-38.08424220","145.50651996","","Parentvic:rail:EPH","2"
"26508","Footscray Station","-37.80178019","144.90237312","","Parentvic:rail:FSY","5"
"26509","Footscray Station","-37.80179223","144.90254314","","Parentvic:rail:FSY","6"
"26510","Frankston Station","-38.14263048","145.12621712","","Parentvic:rail:FKN","3"
"26511","Hawkstowe Station","-37.62322895","145.09740154","","Parentvic:rail:HWS","1"
"26512","Hawkstowe Station","-37.62321885","145.09733381","","Parentvic:rail:HWS","2"
"26513","Laverton Station","-37.86371549","144.77279789","","Parentvic:rail:LAV","3"
"26514","Lynbrook Station","-38.05718735","145.24923319","","Parentvic:rail:LBK","1"
"26515","Lynbrook Station","-38.05713534","145.24937120","","Parentvic:rail:LBK","2"
"26516","Merinda Park Station","-38.07934701","145.26378820","","Parentvic:rail:MPK","2"
"26517","Mernda Station","-37.60231503","145.10097021","","Parentvic:rail:MDD","1"
"26518","Mernda Station","-37.60230511","145.10091382","","Parentvic:rail:MDD","2"
"26519","Middle Gorge Station","-37.64406295","145.09224594","","Parentvic:rail:MMR","1"
"26520","Middle Gorge Station","-37.64402453","145.09209958","","Parentvic:rail:MMR","2"
"26521","Montmorency Station","-37.71522110","145.12132478","","Parentvic:rail:MMY","2"
"26522","South Morang Station","-37.64918229","145.06681646","","Parentvic:rail:SMG","1"
"26523","South Morang Station","-37.64913744","145.06682896","","Parentvic:rail:SMG","2"
"26527","Southland Station","-37.95912748","145.04925898","","Parentvic:rail:SOU","1"
"26528","Southland Station","-37.95894751","145.04927513","","Parentvic:rail:SOU","2"
"26529","Sunbury Station","-37.57944346","144.72784025","","Parentvic:rail:SUY","1"
"26530","Sunshine Station","-37.78819220","144.83278606","","Parentvic:rail:SUN","1"
"26531","Sunshine Station","-37.78825336","144.83268208","","Parentvic:rail:SUN","2"
"26534","Thomastown Station","-37.68031030","145.01423426","","Parentvic:rail:TSN","2"
"26535","Union Station","-37.82247773","145.10137376","","Parentvic:rail:UNN","1"
"26536","Union Station","-37.82245015","145.10134039","","Parentvic:rail:UNN","2"
"26537","Union Station","-37.82236780","145.10126297","","Parentvic:rail:UNN","3"
"26538","West Footscray Station","-37.80171183","144.88294250","","Parentvic:rail:WFY","3"
"26539","Westall Station","-37.93749095","145.13769723","","Parentvic:rail:WTL","3"
"26540","Williams Landing Station","-37.87042993","144.74587015","","Parentvic:rail:WLD","1"
"26541","Williams Landing Station","-37.87050002","144.74576570","","Parentvic:rail:WLD","2"
"3236","Bittern Station","-38.33714729","145.17804406","","Parentvic:rail:BIT","1"
"3580","Hastings Station","-38.30555944","145.18598235","","Parentvic:rail:HST","1"
"40218","Roxburgh Park Station","-37.63798939","144.93548970","","Parentvic:rail:RXP","1"
"40219","Roxburgh Park Station","-37.63802423","144.93542074","","Parentvic:rail:RXP","2"
"4318","Tyabb Station","-38.25974029","145.18623113","","Parentvic:rail:TAB","1"
"5082","Somerville Station","-38.22543328","145.17632260","","Parentvic:rail:SVE","1"
"5701","Baxter Station","-38.19405207","145.16052586","","Parentvic:rail:BXR","1"
"5804","Gardiner Station","-37.85279825","145.05091719","","Parentvic:rail:GAR","2"
"5966","Glen Iris Station","-37.85924349","145.05811294","","Parentvic:rail:GIR","1"
"615","Crib Point Station","-38.36577547","145.20368566","","Parentvic:rail:CPT","1"
"7878","Leawarra Station","-38.15206211","145.13960172","","Parentvic:rail:LWA","1"
"8266","Glen Iris Station","-37.85919938","145.05817093","","Parentvic:rail:GIR","2"
"8272","Darling Station","-37.86894634","145.06286016","","Parentvic:rail:DLG","1"
"8691","Darling Station","-37.86892119","145.06297450","","Parentvic:rail:DLG","2"
"8705","East Malvern Station","-37.87688031","145.06911007","","Parentvic:rail:EMV","1"
"8718","East Malvern Station","-37.87684727","145.06929284","","Parentvic:rail:EMV","2"
"8763","Holmesglen Station","-37.87461617","145.08996300","","Parentvic:rail:HOL","1"
"8766","Holmesglen Station","-37.87456231","145.08997576","","Parentvic:rail:HOL","2"
"88","Stony Point Station","-38.37405575","145.22133817","","Parentvic:rail:STY","1"
"Parentvic:rail:ACF","Aircraft Railway Station","-37.86660595","144.76080944","1","",""
"Parentvic:rail:ALB","Albion Railway Station","-37.77765281","144.82470361","1","",""
"Parentvic:rail:ALM","Alamein Railway Station","-37.86832039","145.07965567","1","",""
"Parentvic:rail:ALP","Alphington Railway Station","-37.77839363","145.03125493","1","",""
"Parentvic:rail:ALT","Altona Railway Station","-37.86714760","144.82964474","1","",""
"Parentvic:rail:ARM","Armadale Railway Station","-37.85645238","145.01932554","1","",""
"Parentvic:rail:ASH","Ashburton Railway Station","-37.86196753","145.08134376","1","",""
"Parentvic:rail:ASP","Aspendale Railway Station","-38.02722019","145.10214962","1","",""
"Parentvic:rail:ASV","Ascot Vale Railway Station","-37.77530609","144.92182074","1","",""
"Parentvic:rail:ASY","Anstey Railway Station","-37.76124203","144.96068404","1","",""
"Parentvic:rail:AUB","Auburn Railway Station","-37.82239831","145.04584366","1","",""
"Parentvic:rail:BAT","Batman Railway Station","-37.73352285","144.96284055","1","",""
"Parentvic:rail:BAY","Bayswater Railway Station","-37.84173004","145.26813639","1","",""
"Parentvic:rail:BBH","Brighton Beach Railway Station","-37.92648432","144.98915355","1","",""
"Parentvic:rail:BBN","Blackburn Railway Station","-37.82007075","145.15001354","1","",""
"Parentvic:rail:BCV","Balaclava Railway Station","-37.86948773","144.99351210","1","",""
"Parentvic:rail:BEG","Belgrave Railway Station","-37.90910210","145.35529128","1","",""
"Parentvic:rail:BEL","Bell Railway Station","-37.74556212","145.00015503","1","",""
"Parentvic:rail:BEN","Bentleigh Railway Station","-37.91742457","145.03699513","1","",""
"Parentvic:rail:BEW","Berwick Railway Station","-38.03998037","145.34541666","1","",""
"Parentvic:rail:BFD","Beaconsfield Railway Station","-38.05083135","145.36607374","1","",""
"Parentvic:rail:BIT","Bittern Railway Station","-38.33739032","145.17802653","1","",""
"Parentvic:rail:BLY","Burnley Railway Station","-37.82756022","145.00755515","1","",""
"Parentvic:rail:BMS","Broadmeadows Railway Station","-37.68304926","144.91961322","1","",""
"Parentvic:rail:BON","Bonbeach Railway Station","-38.06507704","145.12002480","1","",""
"Parentvic:rail:BOR","Boronia Railway Station","-37.86040238","145.28470457","1","",""
"Parentvic:rail:BOX","Box Hill Railway Station","-37.81922165","145.12142893","1","",""
"Parentvic:rail:BWD","Burwood Railway Station","-37.85156328","145.08051107","1","",""
"Parentvic:rail:BWK","Brunswick Railway Station","-37.76772055","144.95958654","1","",""
"Parentvic:rail:BXR","Baxter Railway Station","-38.19404306","145.16052609","1","",""
"Parentvic:rail:CAM","Camberwell Railway Station","-37.82656714","145.05869718","1","",""
"Parentvic:rail:CAR","Carrum Railway Station","-38.07653027","145.12280960","1","",""
"Parentvic:rail:CBE","Cranbourne Railway Station","-38.09953731","145.28059898","1","",""
"Parentvic:rail:CBY","Canterbury Railway Station","-37.82448518","145.08122424","1","",""
"Parentvic:rail:CDA","Cardinia Road Railway Station","-38.07129047","145.43779101","1","",""
"Parentvic:rail:CDN","Croydon Railway Station","-37.79530018","145.28048737","1","",""
"Parentvic:rail:CFD","Caulfield Railway Station","-37.87745946","145.04252478","1","",""
"Parentvic:rail:CGB","Craigieburn Railway Station","-37.60192480","144.94330601","1","",""
"Parentvic:rail:CHL","Clifton Hill Railway Station","-37.78865745","144.99541670","1","",""
"Parentvic:rail:CHM","Chatham Railway Station","-37.82429952","145.08864793","1","",""
"Parentvic:rail:CLA","Clayton Railway Station","-37.92468255","145.12053436","1","",""
"Parentvic:rail:CLO","Coolaroo Railway Station","-37.66111042","144.92604123","1","",""
"Parentvic:rail:CNE","Carnegie Railway Station","-37.88624148","145.05857506","1","",""
"Parentvic:rail:COB","Coburg Railway Station","-37.74234502","144.96333634","1","",""
"Parentvic:rail:CPT","Crib Point Railway Station","-38.36612338","145.20404332","1","",""
"Parentvic:rail:CSA","Chelsea Railway Station","-38.05329032","145.11667950","1","",""
"Parentvic:rail:CTM","Cheltenham Railway Station","-37.96664989","145.05455793","1","",""
"Parentvic:rail:CWD","Collingwood Railway Station","-37.80452593","144.99374967","1","",""
"Parentvic:rail:CXT","Croxton Railway Station","-37.76410100","144.99705619","1","",""
"Parentvic:rail:DBN","Darebin Railway Station","-37.77496341","145.03847598","1","",""
"Parentvic:rail:DCK","Diamond Creek Railway Station","-37.67337905","145.15853819","1","",""
"Parentvic:rail:DEN","Dennis Railway Station","-37.77918729","145.00824163","1","",""
