grid_id,mean_thermal,canopy_cover_pct,priority_cell,hotspot_score,hotspot_score_v2,cluster,cluster_improved,cluster_label
501,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
502,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
503,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
506,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
507,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
509,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
510,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
534,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
535,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
536,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
537,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
538,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
539,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
540,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
541,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
542,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
543,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
544,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
545,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
546,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
547,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
569,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
570,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
571,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
572,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
573,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
574,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
575,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
576,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
577,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
578,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
579,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
580,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
581,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
582,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
583,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
584,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
604,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
605,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
606,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
607,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
608,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
609,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
610,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
611,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
612,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
613,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
614,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
615,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
616,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
617,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
618,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
619,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
620,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
640,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
641,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
642,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
643,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
644,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
645,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
646,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
647,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
648,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
649,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
650,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
651,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
652,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
653,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
654,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
655,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
656,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
661,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
676,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
677,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
678,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
679,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
680,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
681,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
682,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
683,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
684,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
685,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
686,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
687,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
688,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
689,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
690,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
691,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
692,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
693,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
712,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
713,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
714,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
715,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
716,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
717,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
718,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
719,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
720,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
721,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
722,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
723,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
724,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
725,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
726,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
727,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
728,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
729,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
748,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
749,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
750,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
753,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
754,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
755,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
756,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
757,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
758,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
759,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
760,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
761,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
762,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
763,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
764,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
765,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
790,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
791,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
792,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
793,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
794,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
795,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
796,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
797,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
798,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
799,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
800,255.0,0.0,True,255.0,1.0,0,0,High thermal / Low canopy (C0)
