thermal_top_share,canopy_threshold,priority_cell_count,priority_cell_percent,priority_mean_thermal,priority_mean_canopy
0.2,0.03,389,20.01028806584362,255.0,0.0
0.2,0.05,389,20.01028806584362,255.0,0.0
0.2,0.1,389,20.01028806584362,255.0,0.0
0.25,0.03,486,25.0,255.0,0.0
0.25,0.05,486,25.0,255.0,0.0
0.25,0.1,486,25.0,255.0,0.0
0.3,0.03,584,30.04115226337449,255.0,0.0
0.3,0.05,584,30.04115226337449,255.0,0.0
0.3,0.1,584,30.04115226337449,255.0,0.0
