Category,Start_date,End_date,Latitude,Longitude,Location
Promotion,2017-01-24,2017-01-27,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2017-01-30,2017-02-06,-37.8176366,144.9589069,"Collins Street, Melbourne, Australia"
Promotion,2017-01-30,2017-01-30,-37.815430188169096,144.95278728089147,"Southern Cross Pedestrian Bridge, Melbourne, Australia"
Promotion,2017-02-27,2017-02-28,-37.815430188169096,144.95278728089147,"Southern Cross Pedestrian Bridge, Melbourne, Australia"
Promotion,2017-03-11,2017-03-12,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2017-04-10,2017-05-06,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2017-04-10,2017-05-06,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2017-04-10,2017-05-06,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,2017-04-10,2017-05-06,-37.815430188169096,144.95278728089147,"Southern Cross Pedestrian Bridge, Melbourne, Australia"
Promotion,2017-04-18,2017-04-21,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2017-06-02,2017-06-02,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Promotion,2017-10-26,2017-10-26,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2017-10-26,2017-10-26,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2017-08-08,2017-08-09,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2017-04-25,2017-06-09,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2017-04-25,2017-06-09,-37.8095426,144.9640442,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,2017-04-25,2017-06-09,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2017-04-25,2017-06-09,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2018-01-16,2018-01-16,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2017-11-15,2017-11-15,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2017-11-15,2017-11-15,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,2017-11-15,2017-11-15,-37.8095426,144.9640442,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,2017-10-09,2017-10-09,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2017-09-02,2017-09-02,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2017-11-10,2017-11-10,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,2017-11-21,2017-11-22,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2017-09-28,2017-09-28,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2017-05-31,2017-06-05,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2017-11-23,2017-11-23,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2017-06-19,2017-06-25,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2017-06-19,2017-06-25,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,2017-09-29,2017-09-29,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2017-09-29,2017-09-29,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2017-05-11,2017-05-13,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2014-01-03,2014-01-03,-37.8138383,144.9644426,"Bourke Street Mall, Melbourne, Australia"
Promotion,2014-01-13,2014-01-19,-37.8138383,144.9644426,"Bourke Street Mall, Melbourne, Australia"
Promotion,2014-01-29,2014-01-31,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2014-02-07,2014-02-07,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2014-02-18,2014-02-20,-37.8153503,144.9708117,"Flinders Lane, Melbourne, Australia"
Promotion,2014-02-26,2014-02-26,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2014-04-11,2014-04-11,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2014-04-17,2014-04-17,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2014-05-12,2014-05-12,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2014-06-25,2014-06-25,-37.8176366,144.9589069,"Collins Street, Melbourne, Australia"
Promotion,2014-07-02,2014-07-02,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2014-08-06,2014-08-08,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2014-08-28,2014-08-28,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2014-08-28,2014-08-28,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,2014-08-28,2014-08-28,-37.8095426,144.9640442,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,2014-09-01,2014-09-01,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2014-09-02,2014-09-02,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,2014-09-02,2014-09-02,-37.8095426,144.9640442,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,2014-09-02,2014-09-02,-37.8102437,144.9615621,"Melbourne Central Station - Elizabeth Street, Melbourne, Australia"
Promotion,2014-09-20,2014-09-20,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Promotion,2014-09-20,2014-10-04,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2014-09-20,2014-10-04,-37.8095426,144.9640442,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,2014-09-22,2014-09-22,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2014-09-22,2014-09-22,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,2014-09-30,2014-09-30,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2014-09-30,2014-09-30,-37.8095426,144.9640442,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,2014-09-30,2014-09-30,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2014-10-07,2014-10-07,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2014-10-07,2014-10-07,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,2014-10-20,2014-10-21,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2014-10-22,2014-10-23,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,2014-10-23,2014-10-25,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2014-10-24,2014-10-24,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2014-10-30,2014-11-06,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2014-10-30,2014-12-05,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2014-10-30,2014-12-05,-37.8176366,144.9589069,"Collins Street, Melbourne, Australia"
Promotion,2014-11-05,2014-11-05,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2014-12-12,2014-12-13,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2015-01-09,2015-01-22,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2015-01-09,2015-01-22,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2015-01-12,2015-01-12,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2015-01-23,2015-01-24,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2015-01-23,2015-01-24,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,2015-01-27,2015-01-27,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2015-02-07,2015-02-07,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2015-02-27,2015-02-28,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2015-03-06,2015-03-06,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,2015-03-07,2015-04-04,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Promotion,2015-03-07,2015-04-04,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,2015-03-24,2015-03-26,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2015-03-27,2015-03-27,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2015-03-27,2015-03-27,-37.8095426,144.9640442,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,2015-03-27,2015-03-27,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2015-03-27,2015-03-27,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2015-03-27,2015-03-27,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,2015-04-02,2015-04-02,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2015-05-05,2015-05-05,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2015-05-05,2015-05-05,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,2015-05-05,2015-05-05,-37.8095426,144.9640442,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,2015-05-05,2015-05-05,-37.8102437,144.9615621,"Melbourne Central Station - Elizabeth Street, Melbourne, Australia"
Promotion,2015-06-02,2015-06-02,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2015-06-04,2015-06-04,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2015-06-15,2015-06-19,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Promotion,2015-06-15,2015-06-19,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2015-07-27,2015-07-27,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2015-07-27,2015-07-27,-37.7977858,144.9330243,"Elizabeth Street, Melbourne, Australia"
Promotion,2015-07-27,2015-07-27,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2015-08-17,2015-08-20,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2015-08-21,2015-08-21,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2015-08-21,2015-08-21,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2015-09-01,2015-09-01,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2015-09-04,2015-09-04,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2015-09-04,2015-09-04,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2015-09-14,2015-09-18,-37.818185650000004,144.9664771839778,"Flinders Street, Melbourne, Australia"
Promotion,2015-09-19,2015-09-19,-37.81000385,144.96256902021068,"Melbourne Central Station, Melbourne, Australia"
Promotion,2015-09-19,2015-09-19,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Promotion,2015-10-05,2015-10-10,-37.8150816,144.9642459,"Block Place, Melbourne, Australia"
Promotion,2015-10-05,2015-10-10,-37.8154518,144.9630259,"Equitable Place, Melbourne, Australia"
Promotion,2015-10-05,2015-10-10,-37.8150733,144.9653075,"Howey Place, Melbourne, Australia"
Promotion,2015-10-05,2015-10-10,-37.8141101,144.9641391,"The Causeway, Melbourne, Australia"
Promotion,2015-10-05,2015-10-10,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Promotion,2015-10-22,2015-10-22,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2015-10-27,2015-11-18,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2015-10-29,2015-10-29,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Promotion,2015-10-30,2015-10-30,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2015-11-12,2015-11-12,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2015-11-17,2015-11-17,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2015-11-20,2015-11-20,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2015-12-03,2015-12-03,-37.818185650000004,144.9664771839778,"Flinders Street, Melbourne, Australia"
Promotion,2015-12-03,2015-12-03,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2016-02-19,2016-02-19,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Promotion,2016-03-29,2016-04-01,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2016-04-16,2016-04-16,-37.818185650000004,144.9664771839778,"Flinders Street, Melbourne, Australia"
Promotion,2016-04-16,2016-04-16,-37.8173712,144.9658085,"Degraves Street, Melbourne, Australia"
Promotion,2016-04-22,2016-04-22,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2016-04-30,2016-04-30,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2016-04-30,2016-04-30,-37.802375999999995,144.96588939072774,"Piazza Italia , Melbourne, Australia"
Promotion,2016-05-10,2016-05-15,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2016-05-10,2016-05-15,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2016-05-12,2016-05-12,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2016-05-18,2016-05-19,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2016-05-27,2016-05-28,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Promotion,2016-05-27,2016-05-28,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2016-06-03,2016-06-03,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2016-06-05,2016-06-05,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Promotion,2016-06-29,2016-06-29,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Promotion,2016-06-29,2016-06-29,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2016-07-01,2016-07-01,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Promotion,2016-07-01,2016-07-01,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2016-07-04,2016-07-12,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2016-07-09,2016-07-09,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2016-07-09,2016-07-09,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2016-08-05,2016-08-19,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,2016-08-05,2016-08-19,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,2016-08-12,2016-08-14,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2016-08-18,2016-08-21,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2016-08-18,2016-08-21,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2016-09-01,2016-09-29,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2016-09-01,2016-09-29,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2016-09-05,2016-09-19,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Promotion,2016-09-27,2016-10-17,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2016-10-07,2016-10-07,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Promotion,2016-10-13,2016-10-13,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2016-10-13,2016-10-13,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2016-10-13,2016-10-25,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2016-10-14,2016-10-14,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2016-11-17,2016-11-17,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2016-11-26,2016-11-26,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2016-12-11,2016-12-18,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2016-12-17,2016-12-17,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2016-12-17,2016-12-17,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2017-01-24,2017-03-01,-37.8095426,144.9640442,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,2017-01-24,2017-03-01,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2017-02-03,2017-02-03,-37.802375999999995,144.96588939072774,"Piazza Italia, Melbourne, Australia"
Promotion,2017-02-27,2017-04-14,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2017-02-27,2017-04-14,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2017-02-27,2017-04-14,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,2017-02-27,2017-04-14,-37.8003487,144.9501783,"70 Errol Street, Melbourne, Australia"
Promotion,2017-02-27,2017-04-14,-37.8076092,144.9423514,"North Melbourne, Melbourne, Australia"
Promotion,2017-02-27,2017-03-03,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2017-02-27,2017-03-03,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,2017-03-22,2017-03-28,-37.7977858,144.9330243,"Elizabeth Street, Melbourne, Australia"
Promotion,2017-03-27,2017-03-31,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2017-04-03,2017-04-07,-37.815430188169096,144.95278728089147,"Southern Cross Pedestrian Bridge, Melbourne, Australia"
Promotion,2017-04-15,2017-04-15,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2017-04-15,2017-04-15,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2017-04-18,2017-04-21,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2017-08-23,2017-08-23,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2017-11-06,2017-11-10,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2017-10-28,2017-10-28,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,2017-03-06,2017-05-27,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2017-03-06,2017-05-27,-37.8003487,144.9501783,"70 Errol Street, Melbourne, Australia"
Promotion,2017-03-06,2017-05-27,-37.8076092,144.9423514,"North Melbourne, Melbourne, Australia"
Promotion,2017-05-29,2017-06-02,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2017-05-15,2017-05-19,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2017-05-15,2017-05-19,-37.815430188169096,144.95278728089147,"Southern Cross Pedestrian Bridge, Melbourne, Australia"
Promotion,2017-11-13,2017-11-17,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2017-07-04,2017-07-04,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2017-07-04,2017-07-04,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2017-12-11,2017-12-23,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2017-07-19,2017-07-19,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,2018-01-19,2018-01-19,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2017-08-14,2017-08-18,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2017-12-26,2017-12-26,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,2017-05-08,2017-05-11,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2017-05-08,2017-05-11,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Promotion,2017-03-06,2017-04-28,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,2018-01-08,2018-01-12,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2017-10-11,2017-10-11,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,2017-11-03,2017-11-03,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Cycling Event,2014-02-04,2014-02-05,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Cycling Event,2014-02-04,2014-02-05,-37.81740602754738,144.9729885581025,"AG - Riverslide Skate Park, Melbourne, Australia"
Public Event - Cycling Event,2014-02-04,2014-02-05,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Cycling Event,2014-02-04,2014-02-05,-37.989031,145.199246,"BM , Melbourne, Australia"
Public Event - Cycling Event,2014-02-04,2014-02-05,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Cycling Event,2014-02-04,2014-02-05,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Cycling Event,2014-02-04,2014-02-05,-37.8199197,144.9664768,"Southbank Promenade, Melbourne, Australia"
Public Event - Cycling Event,2014-02-04,2014-02-05,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Public Event - Cycling Event,2014-02-04,2014-02-05,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Public Event - Cycling Event,2014-09-10,2014-09-10,-37.88408435,145.19164133394895,"Parks, Melbourne, Australia"
Public Event - Cycling Event,2015-10-01,2015-10-14,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Cycling Event,2015-10-01,2015-10-14,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Cycling Event,2016-03-06,2016-03-06,-37.88408435,145.19164133394895,"Parks, Melbourne, Australia"
Public Event - Cycling Event,2016-10-11,2016-10-12,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Cycling Event,2017-01-25,2017-01-29,-37.76310225,144.89123924733724,"Riverside Park , Melbourne, Australia"
Public Event - Cycling Event,2017-01-25,2017-01-29,-37.8102843,144.9698328,"Exhibition Street, Melbourne, Australia"
Public Event - Cycling Event,2017-01-25,2017-01-29,-37.8088234,144.9662084,"La Trobe Street, Melbourne, Australia"
Public Event - Cycling Event,2017-01-25,2017-01-29,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Cycling Event,2017-01-25,2017-01-29,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Cycling Event,2017-01-25,2017-01-29,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Cycling Event,2017-01-25,2017-01-29,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Cycling Event,2017-02-01,2017-02-01,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Cycling Event,2017-02-01,2017-02-01,-37.81740602754738,144.9729885581025,"AG - Riverslide Skate Park, Melbourne, Australia"
Public Event - Cycling Event,2017-02-01,2017-02-01,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Cycling Event,2017-02-01,2017-02-01,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Cycling Event,2017-02-01,2017-02-01,-37.8199197,144.9664768,"Southbank Promenade, Melbourne, Australia"
Public Event - Cycling Event,2017-02-01,2017-02-01,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Public Event - Cycling Event,2017-02-01,2017-02-01,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Public Event - Cycling Event,2014-10-07,2014-10-22,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Cycling Event,2014-10-07,2014-10-22,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Cycling Event,2014-10-07,2014-10-22,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Cycling Event,2014-10-07,2014-10-22,-37.8348114,145.0038309,"Alexandra Ave, Melbourne, Australia"
Public Event - Cycling Event,2014-10-07,2014-10-22,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Cycling Event,2015-03-14,2015-03-15,-37.88408435,145.19164133394895,"Parks, Melbourne, Australia"
Public Event - Cycling Event,2016-01-27,2016-01-31,-37.8102843,144.9698328,"Exhibition Street, Melbourne, Australia"
Public Event - Cycling Event,2016-01-27,2016-01-31,-37.8088234,144.9662084,"La Trobe Street, Melbourne, Australia"
Public Event - Cycling Event,2016-01-27,2016-01-31,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Cycling Event,2016-01-27,2016-01-31,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Cycling Event,2016-01-27,2016-01-31,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Cycling Event,2016-01-27,2016-01-31,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Cycling Event,2016-01-27,2016-01-31,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Cycling Event,2016-01-27,2016-01-31,-37.8138952,144.9443637,"Harbour Esplanade, Melbourne, Australia"
Public Event - Cycling Event,2014-03-29,2014-03-29,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Cycling Event,2015-01-31,2015-02-01,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Cycling Event,2015-01-31,2015-02-01,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
