Category,Latitude,Longitude,Location
Public Event - Non-ticketed,-38.1221566,145.30516897080304,"Parks, Melbourne, Australia"
Public Event - Non-ticketed,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,-37.8197111,144.9680629,"Southbank Promenade, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8101896,144.9695886,"Exhibition Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8106661,144.9715852,"Little Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8137438,144.9686999,"Little Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8100861,144.9695403,"Lonsdale Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8532803,145.0033029,"Russell Street, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8073992,144.9589263,"Therry Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.79914165,144.94140856222083,"North Melbourne Recreation Reserve, Melbourne, Australia"
Public Event - Non-ticketed,-37.8106661,144.9715852,"Little Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8197111,144.9680629,"Southbank Promenade, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.802375999999995,144.96588939072774,"Piazza Italia, Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Non-ticketed,-37.821972450000004,144.97172138901482,"Queen Victoria Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.8176366,144.9589069,"Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8456129,144.9928373,"Elizabeth Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8169169,144.9654324,"Flinders Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.818185650000004,144.9664771839778,"Flinders Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8137438,144.9686999,"Little Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8075659,144.9579251,"Queen Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8532803,145.0033029,"Russell Street, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Non-ticketed,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.8150733,144.9653075,"Howey Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.794941300000005,144.97036511914445,"Neill Street Reserve, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8176366,144.9589069,"Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8106661,144.9715852,"Little Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8137438,144.9686999,"Little Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8100861,144.9695403,"Lonsdale Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.8137438,144.9686999,"Little Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.6720257,144.5540174,"Windsor Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.8137451,144.9703203,"Pink Alley, Melbourne, Australia"
Public Event - Non-ticketed,-37.797625499999995,144.92391326294987,"Holland Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.8197111,144.9680629,"Southbank Promenade, Melbourne, Australia"
Public Event - Non-ticketed,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Public Event - Non-ticketed,-37.78375115,144.96183124319754,"Princes Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.8176366,144.9589069,"Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Public Event - Non-ticketed,-38.1221566,145.30516897080304,"Parks, Melbourne, Australia"
Public Event - Non-ticketed,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.802375999999995,144.96588939072774,"Piazza Italia, Melbourne, Australia"
Public Event - Non-ticketed,-37.84146095,144.98186833591586,"Fawkner Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8106661,144.9715852,"Little Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.78126845,144.951681481633,"Royal Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.8100861,144.9695403,"Lonsdale Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8532803,145.0033029,"Russell Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8117982,144.9643441,"Caledonian Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8109379,144.9681757,"Corrs Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.811156,144.9640807,"Drewery Place , Melbourne, Australia"
Public Event - Non-ticketed,-37.8106153,144.9675536,"Hayward Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.811394,144.9665636,"Heffernan Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8118954,144.9655785,"Tattersalls Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8109951,144.9668493,"Waratah Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.802375999999995,144.96588939072774,"Piazza Italia, Melbourne, Australia"
Public Event - Non-ticketed,-37.8197111,144.9680629,"Southbank Promenade, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.794941300000005,144.97036511914445,"Neill Street Reserve, Melbourne, Australia"
Public Event - Non-ticketed,-37.794941300000005,144.97036511914445,"Neill Street Reserve, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,-37.8197111,144.9680629,"Southbank Promenade, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Public Event - Non-ticketed,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.78375115,144.96183124319754,"Princes Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.797625499999995,144.92391326294987,"Holland Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,-37.78375115,144.96183124319754,"Princes Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.8108792,144.9546074728014,"Flagstaff Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.8118954,144.9655785,"Tattersalls Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.84146095,144.98186833591586,"Fawkner Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.8108792,144.9546074728014,"Flagstaff Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-38.1221566,145.30516897080304,"Parks, Melbourne, Australia"
Public Event - Non-ticketed,-37.84146095,144.98186833591586,"Fawkner Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.8108792,144.9546074728014,"Flagstaff Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.8197111,144.9680629,"Southbank Promenade, Melbourne, Australia"
Public Event - Non-ticketed,-37.8177839,144.9660202,"Campbell Arcade, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.8108792,144.9546074728014,"Flagstaff Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.8106661,144.9715852,"Little Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8235573,144.9561235,"Spencer Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8104681,144.9689134,"Cohen Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Public Event - Non-ticketed,-38.1221566,145.30516897080304,"Parks, Melbourne, Australia"
Public Event - Non-ticketed,-37.8176366,144.9589069,"Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.8100861,144.9695403,"Lonsdale Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8118918,144.9598977,"Finlay Alley, Melbourne, Australia"
Public Event - Non-ticketed,-37.8100861,144.9695403,"Lonsdale Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8532803,145.0033029,"Russell Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.9031069,145.0953622,"BM, Melbourne, Australia"
Public Event - Non-ticketed,-37.821972450000004,144.97172138901482,"Queen Victoria Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.78126845,144.951681481633,"Royal Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.802375999999995,144.96588939072774,"Piazza Italia, Melbourne, Australia"
Public Event - Non-ticketed,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8137438,144.9686999,"Little Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8139832,144.9645678,"Union Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Public Event - Non-ticketed,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.78375115,144.96183124319754,"Princes Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.8100861,144.9695403,"Lonsdale Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8532803,145.0033029,"Russell Street, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8109379,144.9681757,"Corrs Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8106153,144.9675536,"Hayward Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.811394,144.9665636,"Heffernan Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8118954,144.9655785,"Tattersalls Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8109951,144.9668493,"Waratah Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Public Event - Non-ticketed,-37.8106661,144.9715852,"Little Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.8101896,144.9695886,"Exhibition Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8106661,144.9715852,"Little Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8532803,145.0033029,"Russell Street, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8116177,144.9684847,"Brien Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.812584,144.967539,"Bullens Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8119389,144.966298,"Celestial Avenue, Melbourne, Australia"
Public Event - Non-ticketed,-37.8104681,144.9689134,"Cohen Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.8109379,144.9681757,"Corrs Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8123021,144.9685448,"Coverlid Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.8116587,144.9689601,"Croft Alley, Melbourne, Australia"
Public Event - Non-ticketed,-37.8117601,144.9712728,"Crossley Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8120544,144.9669727,"Dean Alley, Melbourne, Australia"
Public Event - Non-ticketed,-37.8104954,144.9719991,"Gordon Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.6298927,144.9236176,"Harwood Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.811394,144.9665636,"Heffernan Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8120897,144.966849,"Hughs Alley, Melbourne, Australia"
Public Event - Non-ticketed,-37.813047,144.9668505,"La Trobe Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.8109099,144.9686494,"Lacey Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.811241,144.9697563,"Lees Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.8113898,144.9714697,"Liverpool Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8099333,144.9716381,"Lt Bourke Place, Melbourne, Australia"
Public Event - Non-ticketed,-38.0554428,145.3029667,"Market Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8114556,144.9687591,"Pender Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.8101923,144.970686,"Punch Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8118954,144.9655785,"Tattersalls Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8109951,144.9668493,"Waratah Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.79914165,144.94140856222083,"North Melbourne Recreation Reserve, Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.9031069,145.0953622,"BM, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.78375115,144.96183124319754,"Princes Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.8169169,144.9654324,"Flinders Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8155405,144.9705723,"ACDC Lane, Melbourne, Australia"
Public Event - Non-ticketed,-37.8156698,144.9714399,"Duckboard Place, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.812684000000004,144.98050537922455,"Fitzroy Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8101896,144.9695886,"Exhibition Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8106661,144.9715852,"Little Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8100861,144.9695403,"Lonsdale Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8532803,145.0033029,"Russell Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.7374213,144.9997674,"Spring Street, Melbourne, Australia"
Public Event - Non-ticketed,-38.1221566,145.30516897080304,"Parks, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.8133321,144.9441064,"Harbour Esplanade, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.78375115,144.96183124319754,"Princes Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.9031069,145.0953622,"BM, Melbourne, Australia"
Public Event - Non-ticketed,-37.8133321,144.9441064,"Harbour Esplanade, Melbourne, Australia"
Public Event - Non-ticketed,-37.802375999999995,144.96588939072774,"Piazza Italia, Melbourne, Australia"
Public Event - Non-ticketed,-38.0761622,145.2696068,"Flinders Court, Melbourne, Australia"
Public Event - Non-ticketed,-37.802375999999995,144.96588939072774,"Piazza Italia, Melbourne, Australia"
Public Event - Non-ticketed,-37.802375999999995,144.96588939072774,"Piazza Italia , Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Non-ticketed,-37.821972450000004,144.97172138901482,"Queen Victoria Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Non-ticketed,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,-38.1221566,145.30516897080304,"Parks, Melbourne, Australia"
Public Event - Non-ticketed,-38.1221566,145.30516897080304,"Parks, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.8142454,144.9631732,"EP, Melbourne, Australia"
Public Event - Non-ticketed,-37.9604629,145.1630929,"Lawn 2, Melbourne, Australia"
Public Event - Non-ticketed,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.821949700000005,144.9564064292606,"Batman Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Public Event - Non-ticketed,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Non-ticketed,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Non-ticketed,-37.802375999999995,144.96588939072774,"Piazza Italia, Melbourne, Australia"
Public Event - Non-ticketed,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.78375115,144.96183124319754,"Princes Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.812684000000004,144.98050537922455,"Fitzroy Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.8108792,144.9546074728014,"Flagstaff Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,-37.7374213,144.9997674,"Spring Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,-37.78375115,144.96183124319754,"Princes Park, Melbourne, Australia"
Public Event - Non-ticketed,-37.802375999999995,144.96588939072774,"Piazza Italia , Melbourne, Australia"
Public Event - Non-ticketed,-38.1221566,145.30516897080304,"Parks, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.9031069,145.0953622,"BM, Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Public Event - Non-ticketed,-37.802375999999995,144.96588939072774,"Piazza Italia, Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.8133321,144.9441064,"Harbour Esplanade, Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.8108792,144.9546074728014,"Flagstaff Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,-37.78375115,144.96183124319754,"Princes Park , Melbourne, Australia"
Public Event - Non-ticketed,-37.821972450000004,144.97172138901482,"Queen Victoria Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.8197111,144.9680629,"Southbank Promenade, Melbourne, Australia"
Public Event - Non-ticketed,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Public Event - Non-ticketed,-38.1221566,145.30516897080304,"Parks, Melbourne, Australia"
Public Event - Non-ticketed,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Non-ticketed,-37.821972450000004,144.97172138901482,"Queen Victoria Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Non-ticketed,-37.812684000000004,144.98050537922455,"Fitzroy Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,-37.80624775,144.97123179005268,"Carlton Gardens, Melbourne, Australia"
