Category,Latitude,Longitude,Location
Promotion,-37.8103369,144.9611537,"Melbourne Central Station - Elizabeth Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.802375999999995,144.96588939072774,"Piazza Italia, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.7977858,144.9330243,"Elizabeth Street, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8103369,144.9611537,"Melbourne Central Station - Elizabeth Street, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.802375999999995,144.96588939072774,"Piazza Italia , Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.7977858,144.9330243,"Elizabeth Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8187549,144.9681111,"Swanston Street, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8103369,144.9611537,"Melbourne Central Station - Elizabeth Street, Melbourne, Australia"
Promotion,-37.81000385,144.96256902021068,"Melbourne Central Station, Melbourne, Australia"
Promotion,-37.8187549,144.9681111,"Swanston Street, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8137438,144.9686999,"Little Collins Street, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.7977858,144.9330243,"Elizabeth Street, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8187549,144.9681111,"Swanston Street, Melbourne, Australia"
Promotion,-37.78126845,144.951681481633,"Royal Park, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8137438,144.9686999,"Little Collins Street, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8071333,144.9581598,"Queen Street, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.81000385,144.96256902021068,"Melbourne Central Station, Melbourne, Australia"
Promotion,-37.7977858,144.9330243,"Elizabeth Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8103369,144.9611537,"Melbourne Central Station - Elizabeth Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8103369,144.9611537,"Melbourne Central Station - Elizabeth Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.7977858,144.9330243,"Elizabeth Street, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8103369,144.9611537,"Melbourne Central Station - Elizabeth Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,-37.8118901,144.9613941,"Heape Court, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.802375999999995,144.96588939072774,"Piazza Italia, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8103369,144.9611537,"Melbourne Central Station - Elizabeth Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8103369,144.9611537,"Melbourne Central Station - Elizabeth Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8758188,145.0939278,"Collins Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke Street Mall, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke Street Mall, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8171696,144.964596,"Flinders Lane, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8758188,145.0939278,"Collins Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8103369,144.9611537,"Melbourne Central Station - Elizabeth Street, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8758188,145.0939278,"Collins Street, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Promotion,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8103369,144.9611537,"Melbourne Central Station - Elizabeth Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.7977858,144.9330243,"Elizabeth Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders Street, Melbourne, Australia"
Promotion,-37.81000385,144.96256902021068,"Melbourne Central Station, Melbourne, Australia"
Promotion,-37.8187549,144.9681111,"Swanston Street, Melbourne, Australia"
Promotion,-37.8150816,144.9642459,"Block Place, Melbourne, Australia"
Promotion,-37.816089,144.9633101,"Equitable Place, Melbourne, Australia"
Promotion,-37.8150733,144.9653075,"Howey Place, Melbourne, Australia"
Promotion,-37.8141101,144.9641391,"The Causeway, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders Street, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8187549,144.9681111,"Swanston Street, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders Street, Melbourne, Australia"
Promotion,-37.816914,144.9655977,"Degraves Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.802375999999995,144.96588939072774,"Piazza Italia , Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Promotion,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8096379,144.9636026,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.802375999999995,144.96588939072774,"Piazza Italia, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,-37.8010953,144.9498959,"70 Errol Street, Melbourne, Australia"
Promotion,-37.8076092,144.9423514,"North Melbourne, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Promotion,-37.7977858,144.9330243,"Elizabeth Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Promotion,-37.8010953,144.9498959,"70 Errol Street, Melbourne, Australia"
Promotion,-37.8076092,144.9423514,"North Melbourne, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8138383,144.9644426,"Bourke St Mall, Melbourne, Australia"
Promotion,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Cycling Event,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Cycling Event,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Cycling Event,-37.720722699999996,145.06259062228872,"BM , Melbourne, Australia"
Public Event - Cycling Event,-37.8187549,144.9681111,"Swanston Street, Melbourne, Australia"
Public Event - Cycling Event,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Cycling Event,-37.8197111,144.9680629,"Southbank Promenade, Melbourne, Australia"
Public Event - Cycling Event,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Public Event - Cycling Event,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Public Event - Cycling Event,-38.1221566,145.30516897080304,"Parks, Melbourne, Australia"
Public Event - Cycling Event,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Cycling Event,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Cycling Event,-38.1221566,145.30516897080304,"Parks, Melbourne, Australia"
Public Event - Cycling Event,-37.6967877,145.0584803,"City Square, Melbourne, Australia"
Public Event - Cycling Event,-37.76310225,144.89123924733724,"Riverside Park , Melbourne, Australia"
Public Event - Cycling Event,-37.8081167,144.9688226,"Exhibition Street, Melbourne, Australia"
Public Event - Cycling Event,-37.8080701,144.9688059,"La Trobe Street, Melbourne, Australia"
Public Event - Cycling Event,-37.8187549,144.9681111,"Swanston Street, Melbourne, Australia"
Public Event - Cycling Event,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Cycling Event,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Cycling Event,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Cycling Event,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Cycling Event,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
