stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id
"17868","Royal Melbourne Hospital-Parkville Station/Royal Pde (Parkv... #10","-37.79954277","144.95759813","","","0","Level 0"
"17869","Pelham St/Elizabeth St #9","-37.80214829","144.95766265","","","0","Level 0"
"17871","Queen Victoria Market/Elizabeth St #7","-37.80689033","144.95984910","","","0","Level 0"
"17873","Melbourne Central Station/Elizabeth St #5","-37.81110519","144.96177770","","","0","Level 0"
"17875","Bourke Street Mall/Elizabeth St #3","-37.81403936","144.96312829","","","0","Level 0"
"17876","Collins St/Elizabeth St #2","-37.81592882","144.96399649","","","0","Level 0"
"17877","Flinders Street Railway Station/Elizabeth St #1","-37.81789895","144.96483980","","","0","Level 0"
"17878","Melbourne Museum/Nicholson St #11","-37.80575799","144.97360094","","","0","Level 0"
"17880","Albert St/Nicholson St #10","-37.80967590","144.97294861","","","0","Level 0"
"17882","Spring St/Bourke St #9","-37.81154400","144.97257946","","","0","Level 0"
"17885","William St/Bourke St #3","-37.81570633","144.95791381","","","0","Level 0"
"17886","Queen St/Bourke St #4","-37.81507816","144.96014624","","","0","Level 0"
"17887","Elizabeth St/Bourke St #5","-37.81403097","144.96368513","","","0","Level 0"
"17888","Swanston St/Bourke St #6","-37.81326640","144.96637558","","","0","Level 0"
"17889","Russell St/Bourke St #7","-37.81246751","144.96916915","","","0","Level 0"
"1789","Anderson St/Wattletree Rd #50","-37.86438507","145.04371198","","","0","Level 0"
"17891","Spring St/Bourke St #9","-37.81152305","144.97240965","","","0","Level 0"
"17892","Albert St/Nicholson St #10","-37.80942271","144.97289874","","","0","Level 0"
"17894","Melbourne Museum/Nicholson St #11","-37.80567595","144.97354639","","","0","Level 0"
"17895","St Vincents Plaza/Victoria Pde #12","-37.80828329","144.97633747","","","0","Level 0"
"17896","Albert St/Gisborne St #11","-37.80939028","144.97572795","","","0","Level 0"
"17897","Parliament Railway Station/Macarthur St #10","-37.81237888","144.97448769","","","0","Level 0"
"17898","Spring St/Collins St #8","-37.81355676","144.97328548","","","0","Level 0"
"17901","Melbourne Town Hall/Collins St #6","-37.81567433","144.96595735","","","0","Level 0"
"17902","Elizabeth St/Collins St #5","-37.81642322","144.96340356","","","0","Level 0"
"17903","William St/Collins St #3","-37.81760704","144.95942911","","","0","Level 0"
"17905","Spencer St/Collins St #1","-37.81884688","144.95505538","","","0","Level 0"
"17906","Spencer St/Collins St #1","-37.81874096","144.95518326","","","0","Level 0"
"17908","William St/Collins St #3","-37.81737211","144.95991270","","","0","Level 0"
"17910","Elizabeth St/Collins St #5","-37.81620589","144.96386392","","","0","Level 0"
"17911","Melbourne Town Hall/Collins St #6","-37.81551769","144.96627972","","","0","Level 0"
"17914","Spring St/Collins St #8","-37.81341597","144.97348244","","","0","Level 0"
"17915","Parliament Railway Station/Macarthur St #10","-37.81216956","144.97436846","","","0","Level 0"
"17917","Rosamond Rd/Raleigh Rd #46","-37.76888717","144.88672852","","","0","Level 0"
"17918","Raleigh Rd/Wests Rd #48","-37.76963693","144.88281327","","","0","Level 0"
"17919","Highpoint Shopping Centre/Wests Rd #49","-37.77310408","144.88218077","","","0","Level 0"
"17920","Wests Rd/Williamson Rd #50","-37.77521214","144.88214332","","","0","Level 0"
"17921","Williamson Rd/Rosamond Rd #51","-37.77603972","144.88557115","","","0","Level 0"
"17922","Rosamond Rd/River St #52","-37.77933220","144.88574983","","","0","Level 0"
"17923","Maribyrnong College/River St #53","-37.77959402","144.88778609","","","0","Level 0"
"17924","Gordon St/River St #54","-37.78000184","144.89093092","","","0","Level 0"
"17925","Lyric St/Gordon St #55","-37.78224068","144.89115113","","","0","Level 0"
"17926","Edgewater Square/Gordon St #56","-37.78489825","144.89059868","","","0","Level 0"
"17927","Titch St/Gordon St #57","-37.78864405","144.88992439","","","0","Level 0"
"17928","Ballarat Rd/Gordon St #58","-37.79047580","144.88955432","","","0","Level 0"
"17929","Droop St/Ballarat Rd #59","-37.79258435","144.89357113","","","0","Level 0"
"17930","Tiernan St/Droop St #60","-37.79489006","144.89551571","","","0","Level 0"
"17931","Geelong Rd/Droop St #61","-37.79679335","144.89713113","","","0","Level 0"
"17932","Nicholson St/Hopkins St #62","-37.79984074","144.89973634","","","0","Level 0"
"17933","Footscray Market/Leeds St #63","-37.80008059","144.90105834","","","0","Level 0"
"17934","Footscray Station/Leeds St #64","-37.80136679","144.90091971","","","0","Level 0"
"17935","Epsom Rd/Maribyrnong Rd #40","-37.77043230","144.90512121","","","0","Level 0"
"17936","Bowen St/Maribyrnong Rd #39","-37.77086174","144.90900307","","","0","Level 0"
"17937","Hotham St/Maribyrnong Rd #38","-37.77123617","144.91233024","","","0","Level 0"
"17938","Union Rd/Maribyrnong Rd #37","-37.77170560","144.91593860","","","0","Level 0"
"17940","Moore St/Maribyrnong Rd #35","-37.77221197","144.92113538","","","0","Level 0"
"17941","Ascot Vale Rd/Maribyrnong Rd #34","-37.77247358","144.92370518","","","0","Level 0"
"17942","Chaucer St/Ascot Vale Rd #33","-37.77005060","144.92428383","","","0","Level 0"
"17944","Central Park Ave/Cordite Ave #49","-37.76885600","144.87797673","","","0","Level 0"
"17945","St Leonards Rd/Union Rd #36","-37.77357111","144.91594298","","","0","Level 0"
"17946","Bloomfield Rd/Union Rd #35","-37.77588936","144.91555997","","","0","Level 0"
"17948","Melbourne Showgrounds/Union Rd #33","-37.78035452","144.91478735","","","0","Level 0"
"17949","Sandown Rd/Epsom Rd #32","-37.78258743","144.91671163","","","0","Level 0"
"17950","Racing Victoria/Epsom Rd #31","-37.78401825","144.91812486","","","0","Level 0"
"17951","Flemington Racecourse/Epsom Rd #30","-37.78604275","144.91998705","","","0","Level 0"
"17952","Flemington Racecourse/Racecourse Rd #29","-37.78734904","144.92200573","","","0","Level 0"
"17953","Smithfield Rd/Racecourse Rd #28","-37.78762625","144.92495035","","","0","Level 0"
"17954","Newmarket Plaza/Racecourse Rd #26","-37.78797103","144.92815427","","","0","Level 0"
"17955","Wellington St/Racecourse Rd #25","-37.78824148","144.93123539","","","0","Level 0"
"17956","Victoria St/Racecourse Rd #24","-37.78844326","144.93348950","","","0","Level 0"
"17957","Stubbs St/Racecourse Rd #23","-37.78876781","144.93658052","","","0","Level 0"
"17958","Boundary Rd/Racecourse Rd #22","-37.78913148","144.93985216","","","0","Level 0"
"17959","Melrose St/Flemington Rd #20","-37.79039354","144.94348502","","","0","Level 0"
"17961","Abbotsford St Interchange/Abbotsford St #19","-37.79410630","144.94709559","","","0","Level 0"
"18006","Albert St/Gisborne St #11","-37.80969458","144.97560605","","","0","Level 0"
"18009","Nicholson St/Victoria Pde #10","-37.80801928","144.97356184","","","0","Level 0"
"18010","La Trobe St/Victoria St #9","-37.80761421","144.97097182","","","0","Level 0"
"18030","Melbourne Central & State Library stations/La Trobe St (Melb... #6","-37.80954153","144.96411517","","","0","Level 0"
"18033","Flagstaff Station/La Trobe St  #3","-37.81168516","144.95676376","","","0","Level 0"
"18037","New Quay Prom/Docklands Dr #D10","-37.81378105","144.94050751","","","0","Level 0"
"18038","Waterfront City/Docklands Dr #D11","-37.81434514","144.93875383","","","0","Level 0"
"18039","NewQuay Prom/Docklands Dr #D10","-37.81331193","144.94150880","","","0","Level 0"
"18040","Docklands Stadium/La Trobe St  #D1","-37.81460496","144.94640290","","","0","Level 0"
"18045","Melbourne Central Station/La Trobe St  #5","-37.81035321","144.96102598","","","0",""
"18046","Melbourne Central & State Library stations/La Trobe St (Melb... #6","-37.80928289","144.96479244","","","0","Level 0"
"18049","Victoria St/La Trobe St #9","-37.80765612","144.97026645","","","0","Level 0"
"18050","Nicholson St/Victoria Pde #10","-37.80786246","144.97282782","","","0","Level 0"
"18051","St Vincents Plaza/Victoria Pde #12","-37.80823120","144.97645248","","","0","Level 0"
"18052","Central Pier/Harbour Esp #D2","-37.81470491","144.94490068","","","0","Level 0"
"18053","Stadium Precinct - Bourke St/Harbour Esp #D3","-37.81781940","144.94624566","","","0","Level 0"
"18054","Docklands Park/Harbour Esp #D4","-37.82146591","144.94761009","","","0","Level 0"
"18055","South Wharf/Wurundjeri Way #D5","-37.82183505","144.95121254","","","0","Level 0"
"18056","Flinders Street West/Flinders St #D6","-37.82147119","144.95360832","","","0","Level 0"
"18059","Haines St/Abbotsford St #16","-37.79828366","144.94634395","","","0","Level 0"
"18060","Arden St/Abbotsford St #15","-37.80099657","144.94584858","","","0","Level 0"
"18061","Queensberry St/Abbotsford St #14","-37.80238955","144.94562827","","","0","Level 0"
"18064","Elliott Ave/Royal Park #24","-37.78801554","144.94975101","","","0","Level 0"
"18065","State Netball Hockey Centre/Royal Park #25","-37.78453929","144.94884786","","","0","Level 0"
"18066","Melbourne Zoo/Royal Park #26","-37.78261723","144.94921893","","","0","Level 0"
"18067","Royal Park Station/Royal Park #27","-37.78075300","144.95135965","","","0","Level 0"
"18068","Park St/Royal Park #28","-37.77706714","144.94980376","","","0","Level 0"
"18069","Brunswick Rd/Grantham St #29","-37.77553769","144.94891503","","","0","Level 0"
"18071","Union Square Shopping Centre/Grantham St #30","-37.77225925","144.94953923","","","0","Level 0"
"18072","Grantham St/Dawson St #31","-37.77005124","144.94953211","","","0","Level 0"
"18075","Smith St/Melville Rd #34","-37.76731147","144.94331864","","","0","Level 0"
"18076","Victoria St/Melville Rd #35","-37.76470803","144.94389025","","","0","Level 0"
"18077","Hope St/Melville Rd #36","-37.76204015","144.94438414","","","0","Level 0"
"18078","Albion St/Melville Rd #37","-37.75856317","144.94499119","","","0","Level 0"
"18079","Jacobs Reserve/Melville Rd #38","-37.75662349","144.94538538","","","0","Level 0"
"18081","Moreland Rd/Melville Rd #40","-37.75316294","144.94590108","","","0","Level 0"
"18083","Reynard St/Melville Rd #42","-37.74639864","144.94455600","","","0","Level 0"
"18084","Princes Tce/Melville Rd #43","-37.74392811","144.94499886","","","0","Level 0"
"18085","Brearley Pde/Melville Rd #44","-37.74159210","144.94540392","","","0","Level 0"
"18086","Bell St/Melville Rd #45","-37.74011744","144.94559222","","","0","Level 0"
"18087","Market St/Flinders St #3","-37.81906291","144.96179738","","","0","Level 0"
"18089","Elizabeth St/Flinders St #4","-37.81823770","144.96462602","","","0","Level 0"
"18090","Swanston St/Flinders St #5","-37.81756006","144.96713247","","","0","Level 0"
"18091","Russell St/Flinders St #6","-37.81642552","144.97084417","","","0","Level 0"
"18092","Spring St/Flinders St #8","-37.81536272","144.97454245","","","0","Level 0"
"18093","Lansdowne St/Wellington Pde #9","-37.81545285","144.97716407","","","0","Level 0"
"18094","Jolimont Rd/Wellington Pde #10","-37.81575029","144.97979141","","","0","Level 0"
"18095","Jolimont Station-MCG/Wellington Pde #11","-37.81630429","144.98477463","","","0","Level 0"
"18097","Simpson St/Wellington Pde #13","-37.81654033","144.98698338","","","0","Level 0"
"18098","Punt Rd/Wellington Pde #14","-37.81738838","144.98967538","","","0","Level 0"
"18099","Punt Rd/Bridge Rd #14","-37.81753279","144.99021674","","","0","Level 0"
"18100","Simpson St/Wellington Pde #13","-37.81660319","144.98697031","","","0","Level 0"
"18102","Jolimont Station-MCG/Wellington Pde #11","-37.81626114","144.98383293","","","0","Level 0"
"18103","Jolimont Rd/Wellington Pde #10","-37.81576932","144.97932514","","","0","Level 0"
"18104","Lansdowne St/Wellington Pde #9","-37.81547129","144.97666374","","","0","Level 0"
"18105","Spring St/Flinders St #8","-37.81553662","144.97417418","","","0","Level 0"
"18108","Rod Laver Arena/MCG Gates 1-3 #7B","-37.81958697","144.97913015","","","0","Level 0"
"18116","MCG Gates 4-7/John Cain Arena #7C","-37.82238396","144.98352999","","","0","Level 0"
"18118","Olympic Boulevard #7D","-37.82413510","144.98685655","","","0","Level 0"
"18155","Olympic Boulevard #7D","-37.82382690","144.98675132","","","0","Level 0"
"18161","MCG Gates 4-7/John Cain Arena #7C","-37.82213712","144.98279826","","","0","Level 0"
"18172","Rod Laver Arena/MCG Gates 1-3 #7B","-37.81934950","144.97842093","","","0","Level 0"
"18174","Russell St/Flinders St #6","-37.81665933","144.97029250","","","0","Level 0"
"18175","Swanston St/Flinders St #5","-37.81775625","144.96649093","","","0","Level 0"
"18176","Elizabeth St/Flinders St #4","-37.81841196","144.96428043","","","0","Level 0"
"18178","Market St/Flinders St #3","-37.81930627","144.96127947","","","0","Level 0"
"18179","Victoria Police Centre/Flinders St #D6","-37.82172569","144.95321503","","","0","Level 0"
"18180","South Wharf/Wurundjeri Way #D5","-37.82200105","144.95091257","","","0","Level 0"
"18181","Docklands Park/Harbour Esp #D4","-37.82172534","144.94750066","","","0","Level 0"
"18182","Stadium Precinct - Bourke St/Harbour Esp #D3","-37.81746297","144.94596018","","","0","Level 0"
"18183","Central Pier/Harbour Esp #D2","-37.81424880","144.94458390","","","0","Level 0"
"18184","Clarendon St/Whiteman St #125","-37.82566042","144.95665101","","","0","Level 0"
"18185","Casino/MCEC/Clarendon St #124A","-37.82328904","144.95605749","","","0","Level 0"
"18186","Batman Park/Spencer St #124","-37.82155404","144.95526467","","","0","Level 0"
"18187","Southern Cross Railway Station/Spencer St #122","-37.81832017","144.95378623","","","0","Level 0"
"18189","Lonsdale St/Spencer St #120","-37.81531286","144.95238116","","","0","Level 0"
"18190","La Trobe St/Spencer St #119","-37.81340511","144.95150241","","","0","Level 0"
"18192","Lonsdale St/Spencer St #120","-37.81496019","144.95231139","","","0","Level 0"
"18194","Southern Cross Railway Station/Spencer St #122","-37.81875707","144.95403544","","","0","Level 0"
"18196","Batman Park/Spencer St #124","-37.82177278","144.95540632","","","0","Level 0"
"18197","Casino/MCEC/Clarendon St #124A","-37.82359082","144.95631046","","","0","Level 0"
"18199","Bourke St/William St #5","-37.81587437","144.95824997","","","0","Level 0"
"18201","Flagstaff Railway Station/William St #7","-37.81199629","144.95651664","","","0","Level 0"
"18203","Victoria St/Peel St #10","-37.80539121","144.95602860","","","0","Level 0"
"18204","Victoria St/Peel St #10","-37.80569845","144.95607692","","","0","Level 0"
"18205","Queen Victoria Market/Peel St #9","-37.80744156","144.95577897","","","0","Level 0"
"18206","Queen Victoria Market/Peel St #9","-37.80721578","144.95575112","","","0","Level 0"
"18208","Flagstaff Railway Station/William St #7","-37.81246079","144.95679917","","","0","Level 0"
"18210","Bourke St/William St #5","-37.81544024","144.95815970","","","0","Level 0"
"18211","Collins St/William St #4","-37.81745702","144.95909244","","","0","Level 0"
"18214","Flinders St/Queens Bridge St #1","-37.81951285","144.96123971","","","0","Level 0"
"18215","Casino/Southbank/Queens Bridge St #115","-37.82211699","144.96122485","","","0","Level 0"
"18217","York St/Kings Way #117","-37.82976589","144.96422972","","","0","Level 0"
"18219","Wells St/Park St #119","-37.83280018","144.96981611","","","0","Level 0"
"18221","Wells St/Park St #119","-37.83289006","144.96980229","","","0","Level 0"
"18222","Sturt St/Kings Way #118","-37.83107437","144.96537541","","","0","Level 0"
"18224","Kings Way/Sturt St #20","-37.83009138","144.96533424","","","0","Level 0"
"18225","Miles St/Sturt St #19","-37.82843147","144.96575477","","","0","Level 0"
"18226","Grant St/Sturt St #18","-37.82577919","144.96663426","","","0","Level 0"
"18227","Arts Precinct/Sturt St #17","-37.82378874","144.96722286","","","0","Level 0"
"18229","Arts Precinct/Sturt St #17","-37.82409441","144.96718039","","","0","Level 0"
"18230","Grant St/Sturt St #18","-37.82592390","144.96666437","","","0","Level 0"
"18231","Miles St/Sturt St #19","-37.82818436","144.96605696","","","0","Level 0"
"18232","Kings Way/Sturt St #20","-37.83011938","144.96539028","","","0","Level 0"
"18233","City Rd/Kings Way #116","-37.82626018","144.96057684","","","0","Level 0"
"18341","Grattan St/Church St #24","-37.81790581","145.01860689","","","0","Level 0"
"18342","Brook St/Church St #25","-37.81592073","145.02060250","","","0","Level 0"
"18343","Barkers Rd/Church St #26","-37.81325268","145.02325235","","","0","Level 0"
"18347","Pakington St/High St #34","-37.80561661","145.03383744","","","0","Level 0"
"18348","Cobden St/High St #35","-37.80498727","145.03554650","","","0","Level 0"
"18349","Parkhill Rd/High St #36","-37.80348933","145.03975456","","","0","Level 0"
"18350","Kew Cemetery/High St #37","-37.80247266","145.04256410","","","0","Level 0"
"18351","Victoria Park/High St #38","-37.80125872","145.04598072","","","0","Level 0"
"18352","Harp Rd/High St #39","-37.79941303","145.05043601","","","0","Level 0"
"18353","Harp Village/High St #40","-37.79862823","145.05202394","","","0","Level 0"
