date,demand,RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday,
28/11/2015,105011.195,43.32666084,12,4.483302354,0.619926199,0,Y,N,
29/11/2015,102162.53,39.12126473,12.6,4.50555213,1.158119658,0,Y,N,
30/11/2015,122452.415,45.57726057,10,5.674504384,0.879699248,0,Y,N,
1/12/2015,117115.62,37.92095899,14.5,4.959838707,1.090163934,1.8,Y,N,
2/12/2015,115230.125,37.4708208,9.2,4.183300133,0.75308642,0,Y,N,
3/12/2015,121699.425,43.34422421,12.2,4.615192304,1.07641196,0,Y,N,
4/12/2015,129148.52,66.53389405,11.3,5.54977477,0.934782609,0,Y,N,
5/12/2015,115606.005,36.90686862,15.5,5.029910536,1.154121864,0,Y,N,
6/12/2015,112025.29,36.78833221,15.3,5.458937626,2.066666667,0,Y,N,
7/12/2015,129059.645,53.36909872,18.1,5.224940191,1.551724138,0,Y,N,
8/12/2015,136800.91,57.53424668,20.3,5.949789912,0.439393939,0.8,Y,N,
9/12/2015,125965.02,49.73700573,15.4,4.959838707,0.733333333,0,Y,N,
10/12/2015,125807.495,50.80601367,13.1,5.099019514,0.84375,0,Y,N,
11/12/2015,116597.81,32.02012919,14.2,4.38178046,2.461538462,0,Y,N,
12/12/2015,106139.41,34.14289792,10.1,4.277849927,0.465949821,2,Y,N,
13/12/2015,105218.515,40.30682955,10.3,5.319774431,0.975524476,0,Y,N,
14/12/2015,125784.96,51.74782952,11.9,4.7644517,0.905063291,0,Y,N,
15/12/2015,129077.41,51.66083017,14.4,4.959838707,1.04290429,0,Y,N,
16/12/2015,135930.08,78.64591999,15.6,5.244044241,0.932307692,0,Y,N,
17/12/2015,152366.3,188.0861252,16.9,6.099180273,0.981873112,0,Y,N,
18/12/2015,158052.89,81.19248625,19.4,5.949789912,1.060897436,0,N,N,
19/12/2015,154924.89,69.32882082,19.2,6.418722614,1.52195122,0,N,N,
20/12/2015,133421.03,54.64980429,25.9,6.14817046,1.971153846,0,N,N,
21/12/2015,113802.21,49.62125192,15,4.494441011,0.409448819,6,N,N,
22/12/2015,119477.515,37.53130427,12,4.774934555,0.772036474,0,N,N,
23/12/2015,126553.115,39.13822083,15.1,5.099019514,1.015432099,0,N,N,
24/12/2015,134583.25,50.81827517,16.7,5.882176468,0.987804878,0.4,N,N,
25/12/2015,119950.37,22.11558624,21.7,5.839520528,0.984984985,0,N,Y,
26/12/2015,95093.295,14.96710809,12.7,4.472135955,1.734375,30.6,N,Y,
27/12/2015,96394.94,19.82318359,11.9,4.404543109,0.695652174,5.2,N,N,
28/12/2015,100048.44,20.09753992,12.8,4.5607017,0.831325301,0,N,Y,
29/12/2015,111647.54,27.33170157,12.4,4.888762625,1.006060606,0,N,N,
30/12/2015,128552.135,43.82687479,13.9,5.89067059,1.006097561,0,N,N,
31/12/2015,146473.835,101.9915588,19.7,6.300793601,1.108108108,0,N,N,
1/01/2016,116040.925,32.52767336,19.8,4.91934955,1.345454545,0,N,Y,
2/01/2016,99622.64,21.89456076,17.1,5.253570215,0.876494024,0,N,N,
3/01/2016,97656.445,19.8953848,17.5,5.205766034,0.976653696,0,N,N,
4/01/2016,110932.505,25.44347924,16.3,5.099019514,1.679738562,0,N,N,
5/01/2016,117873.58,29.91718737,17.1,5.069516742,0.593023256,0,N,N,
6/01/2016,115064.265,31.79025205,17.3,5.069516742,1.425414365,0,N,N,
7/01/2016,112392.695,34.44506917,16.3,4.615192304,0.595394737,0,N,N,
8/01/2016,111879.54,36.88815616,16.2,4.538722287,1.196850394,0,N,N,
9/01/2016,105482.695,41.98782325,16.8,4.626013402,1.192488263,0,N,N,
10/01/2016,113049.145,44.47978703,15.7,5.61248608,0.680511182,0,N,N,
11/01/2016,141133.085,88.11610079,17.2,6.033241252,1.981012658,0,N,N,
12/01/2016,135006.11,62.53997502,17.1,4.979959839,0.542955326,0.8,N,N,
13/01/2016,160011.075,545.7378196,16.8,6.496152708,1.164,0.2,N,N,
14/01/2016,120396.335,36.37140419,16.1,4.254409477,6.41025641,0.4,N,N,
15/01/2016,113244.79,30.20390307,13.6,4.38178046,0.197969543,1,N,N,
16/01/2016,103046.17,23.67497011,11.9,4.722287581,0.604294479,0,N,N,
17/01/2016,114097.07,29.15326195,14.9,5.718391382,1.034920635,0,N,N,
18/01/2016,147817.585,43.40935802,18.6,5.941380311,1.036184211,0,N,N,
19/01/2016,148612.37,49.25793525,17.9,5.558776844,1.117647059,0,N,N,
20/01/2016,142471.51,53.30039877,19.3,5.394441584,1.462365591,1,N,N,
21/01/2016,139450.615,55.47008954,19,5.167204273,1.248322148,0.8,N,N,
22/01/2016,129135.185,42.33773277,17.5,4.774934555,2.292307692,1.6,N,N,
23/01/2016,108097.845,26.97502333,17.3,4.679743583,0.280172414,7,N,N,
24/01/2016,103396.3,26.41220907,16.2,4.711687596,0.991452991,5.2,N,N,
25/01/2016,112649.6,27.59659014,16.7,4.57165178,0.910505837,0.4,N,N,
26/01/2016,110152.815,25.27669394,16.5,5.422176685,0.895470383,0,N,Y,
27/01/2016,133718.035,32.75984945,19.3,5.431390246,1.292792793,0,N,N,
28/01/2016,134169.83,33.32496816,20.3,5.244044241,1.168421053,3.6,Y,N,
29/01/2016,123615.21,32.69384721,14.4,4.277849927,1.328671329,14.2,Y,N,
30/01/2016,107579.345,23.84687233,12.3,4.732863826,0.595833333,1.2,Y,N,
31/01/2016,101279.65,23.47662571,13.9,4.669047012,0.912547529,10.6,Y,N,
1/02/2016,121942.895,31.58876665,12.5,4.857983121,0.894557823,0,Y,N,
2/02/2016,133989.155,35.64081616,15.4,5.61248608,1.152941176,0,Y,N,
3/02/2016,122594.475,27.87604398,18.1,4.582575695,2.318181818,0.6,Y,N,
4/02/2016,119919.605,22.3923782,17.3,4.57165178,0.506912442,2.4,Y,N,
5/02/2016,126330.55,26.8545022,15.3,5.422176685,0.748275862,0,Y,N,
6/02/2016,123737.01,28.72453436,16.5,5.709640969,1.006944444,0,Y,N,
7/02/2016,124436.81,33.49284634,19.1,5.263078947,1.010526316,0,Y,N,
8/02/2016,129327.225,33.9086031,19.2,4.785394446,1.223175966,0,Y,N,
9/02/2016,131271.265,38.70567585,17.4,4.7644517,0.841155235,0,Y,N,
10/02/2016,132265.005,41.37607962,17.4,4.827007354,1.09486166,0,Y,N,
11/02/2016,131003.79,34.38993372,18,4.878524367,0.916666667,0,Y,N,
12/02/2016,133845.52,40.62665069,16.7,4.98998998,0.989247312,0,Y,N,
13/02/2016,120839.995,32.23139796,17.7,5.504543578,1.192307692,0,Y,N,
14/02/2016,104364.735,26.26726968,16.4,4.949747468,1.021834061,0,Y,N,
15/02/2016,120863.325,32.56207053,14,5.10881591,0.901574803,0,Y,N,
16/02/2016,117062.035,29.58535343,13.7,4.289522118,1.751724138,3.6,Y,N,
17/02/2016,119481.79,32.50451406,12.7,4.593473631,0.895061728,0.6,Y,N,
18/02/2016,125964.185,47.40430914,15.5,4.75394573,0.786407767,1.2,Y,N,
19/02/2016,122991.66,43.69489681,15.8,4.69041576,1.839285714,0.2,Y,N,
20/02/2016,105911.71,26.30452433,15.8,4.5607017,0.470588235,0,Y,N,
21/02/2016,107884.355,24.60568176,12.6,4.969909456,0.898113208,0,Y,N,
22/02/2016,130527.325,55.28023145,15.6,5.431390246,3.154761905,0,Y,N,
23/02/2016,156924.83,66.96065647,18.1,6.276941931,0.432989691,0,Y,N,
24/02/2016,152419.415,72.24069994,22.4,5.059644256,1.227848101,0,Y,N,
25/02/2016,138064.855,43.38678606,19.6,5.138093031,1.144927536,0.4,Y,N,
26/02/2016,122575.935,35.55254287,15.5,4.847679857,0.715025907,0,Y,N,
27/02/2016,110545.84,32.10570563,17.7,4.711687596,1.09039548,0,Y,N,
28/02/2016,105781.985,30.39844268,17.7,4.7644517,0.823255814,0,Y,N,
29/02/2016,125400.08,41.25807901,15,4.868264578,1.181318681,0,Y,N,
1/03/2016,142242.595,96.28761922,17.3,5.805170109,0.777777778,0,Y,N,
2/03/2016,145182.98,53.91107114,17.6,5.89067059,1.03539823,0,Y,N,
3/03/2016,136226.12,49.55216251,17.4,4.888762625,1.036697248,0.2,Y,N,
4/03/2016,149376.57,43.22741726,16.5,5.744562647,1.028301887,0.2,Y,N,
5/03/2016,124692.315,37.4253858,20.4,4.868264578,1.859649123,1.2,Y,N,
6/03/2016,117707.95,41.3206478,17.4,5.019960159,0.535211268,0,Y,N,
7/03/2016,131465.825,41.14950256,18.6,4.98998998,2.696202532,3.2,Y,N,
8/03/2016,160285.015,253.0320323,19.9,6.236986452,0.379807692,0.6,Y,N,
9/03/2016,152599.125,66.41160339,20.8,5.338539126,1.925925926,0,Y,N,
10/03/2016,135635.705,46.52161235,18.1,4.701063709,2.769230769,0.6,Y,N,
11/03/2016,141414.35,49.79353314,18.8,5.10881591,0.198979592,8.4,Y,N,
12/03/2016,119690.755,37.32101386,18.7,4.722287581,2.8,0.2,Y,N,
13/03/2016,111329.62,30.0869621,17.7,4.816637832,0.507246377,0,Y,N,
14/03/2016,105388.57,24.79442999,18.4,4.615192304,1.301886792,0,Y,Y,
15/03/2016,123073.98,28.46012769,15.1,5.176871642,0.512077295,0,Y,N,
16/03/2016,135047.625,54.35305581,15.3,5.60357029,1.095238095,0,Y,N,
17/03/2016,143184.805,49.4911015,18.3,5.700877125,0.964285714,0,Y,N,
18/03/2016,118189.72,33.97202362,15.2,4.415880433,2.925373134,13.4,Y,N,
19/03/2016,105484.1,48.71748998,12,4.335896678,0.626168224,5.8,Y,N,
20/03/2016,100394.06,47.17506412,10.1,4.827007354,0.563157895,0.2,Y,N,
21/03/2016,117796.715,49.67654935,11.2,4.847679857,0.964467005,0,Y,N,
22/03/2016,124081.46,56.87274821,11.4,4.929503018,0.933649289,0,Y,N,
23/03/2016,126074.895,44.26219138,13.7,5.366563146,1.661417323,0,Y,N,
24/03/2016,125072.73,42.35494432,16.3,4.604345773,1.221153846,0,N,N,
25/03/2016,101740.89,30.22185548,15.9,4.516635916,0.722222222,0,N,Y,
26/03/2016,102726.745,30.53949743,14.1,4.494441011,1.756097561,0.4,N,Y,
27/03/2016,98324.645,25.86103521,14.3,4.460941605,0.585714286,1,N,Y,
28/03/2016,102746.6,27.58617697,9.4,4.38178046,1.076923077,0.2,N,Y,
29/03/2016,118281.13,31.07095135,14.5,4.23083916,2.280701754,0,N,N,
30/03/2016,122625.21,29.06251382,15.5,4.324349662,0.670588235,0,N,N,
31/03/2016,122964.715,21.90202897,11.3,4.7644517,0.497076023,0,N,N,
1/04/2016,116321.6,14.49079665,13.1,5.14781507,1.023952096,0,N,N,
2/04/2016,102832.72,13.56898646,15.5,4.415880433,2.012048193,0,N,N,
3/04/2016,102084,15.80399954,11.3,4.335896678,0.538961039,0,N,N,
4/04/2016,120445.735,38.46855031,9.7,4.604345773,0.836956522,0,N,N,
5/04/2016,120371.235,21.42320815,12.3,5.385164807,1.076023392,0,N,N,
6/04/2016,125657.125,45.52080455,13.6,3.949683532,4.384615385,12.8,N,N,
7/04/2016,125663.33,52.13196852,8.3,4.289522118,0.297709924,6.8,N,N,
8/04/2016,124266.885,75.35781074,11.9,4.472135955,1.364583333,0,N,N,
9/04/2016,109044.9,73.13914453,10.4,4.722287581,0.738461538,0,N,N,
10/04/2016,99845.345,35.12054575,13.6,4.847679857,1.354166667,0,N,N,
11/04/2016,118614.005,62.30651081,14.5,4.483302354,0.680851064,0,N,N,
12/04/2016,123808.76,62.9645525,14,4.324349662,1.044444444,0.2,Y,N,
13/04/2016,124686.63,77.21022318,11.3,4.472135955,1.071428571,0.2,Y,N,
14/04/2016,126519.065,92.92520704,11.6,5.196152423,0.992125984,0,Y,N,
15/04/2016,124721.485,81.71784794,13.4,5.196152423,0.798742138,0,Y,N,
16/04/2016,108525.965,51.52896856,14,4.50555213,1.915662651,0,Y,N,
17/04/2016,100526.305,39.12944308,13.1,4.449719092,0.56462585,0,Y,N,
18/04/2016,123441.82,61.62911492,9.8,5,0.98,0,Y,N,
19/04/2016,126846.445,54.57119179,13.6,5.234500931,1.034482759,0,Y,N,
20/04/2016,125204.785,40.0536623,15.3,5.291502622,1.035714286,0,Y,N,
21/04/2016,125514.14,55.74046858,17.1,4.91934955,2.5,0.4,Y,N,
22/04/2016,120124.305,52.29655518,14.6,4.086563348,0.708860759,21.6,Y,N,
23/04/2016,108773.745,36.7345262,12.3,4.312771731,0.929411765,0,Y,N,
24/04/2016,105642.28,30.68045485,9.1,4.472135955,0.574324324,0,Y,N,
25/04/2016,104072.435,39.08786122,9.9,5,1,0,Y,Y,
26/04/2016,117437.665,56.43641514,11.3,5.059644256,1.01369863,0,Y,N,
27/04/2016,118531.5,19.4111381,13,5.039841267,1.081481481,0,Y,N,
28/04/2016,126847.02,60.58197893,19.8,4.98998998,2.547169811,0,Y,N,
29/04/2016,122054.13,51.74834177,16.9,4.538722287,1.432432432,0.4,Y,N,
30/04/2016,103505.195,27.10790618,16.4,4.909175083,0.291338583,6.2,Y,N,
1/05/2016,98873.535,31.87421762,14.4,4.123105626,1.411111111,9.8,Y,N,
2/05/2016,116969.63,37.34851758,9,4.289522118,0.731707317,0.4,Y,N,
3/05/2016,119014.445,22.24291908,12.3,4.483302354,1.397727273,0,Y,N,
4/05/2016,124525.185,47.7538426,9.8,4.266145802,0.745762712,0.2,Y,N,
5/05/2016,118192.055,27.23225297,12.6,4.527692569,0.959349593,0,Y,N,
6/05/2016,120421.32,64.31705658,15.9,4.969909456,0.931818182,0,Y,N,
7/05/2016,106052.64,46.62702428,11.4,5.069516742,1.047619048,0,Y,N,
8/05/2016,103487.28,59.14011232,15.5,4.516635916,3.6,5.4,Y,N,
9/05/2016,119781.135,100.8140427,15.4,4.711687596,0.52238806,0.8,Y,N,
10/05/2016,119611.88,36.9801066,13.7,4.147288271,0.881578947,12,Y,N,
11/05/2016,123616.28,59.84988166,12.2,4.171330723,1.206349206,0.2,Y,N,
12/05/2016,120693.53,53.79609684,14.1,4.626013402,1.032786885,0.2,Y,N,
13/05/2016,118800.07,52.36555156,15.9,4.647580015,0.616161616,0,Y,N,
14/05/2016,101945.995,28.27876737,14.5,4.65832588,0.785714286,0,Y,N,
15/05/2016,99697.62,37.07654106,15,4.69041576,1.880597015,0,Y,N,
16/05/2016,121182.695,41.91676316,7.7,4.427188724,0.752808989,0,Y,N,
17/05/2016,124209.405,68.33332655,11.4,4.135214626,1.648148148,0.2,Y,N,
18/05/2016,124352.215,70.58882764,13,4.393176527,0.75,0,Y,N,
19/05/2016,124392.29,44.40335829,14.6,4.289522118,3.272727273,0,Y,N,
20/05/2016,127705.84,79.7959074,11.6,4.171330723,0.265060241,1.8,Y,N,
21/05/2016,112336.78,45.74527142,8.1,4.301162634,0.93258427,0,Y,N,
22/05/2016,101618.98,24.19265246,9.2,4.711687596,1.047058824,0,Y,N,
23/05/2016,121424.42,10.80151908,12.8,4.147288271,1.197183099,2.2,Y,N,
24/05/2016,131916.405,45.21384715,10.7,3.974921383,0.97260274,1.8,Y,N,
25/05/2016,132170.05,66.25853483,7.6,3.949683532,1.489795918,0,Y,N,
26/05/2016,137080.875,99.42483313,10.3,3.535533906,1.580645161,12.4,Y,N,
27/05/2016,134317.62,68.19342854,9.2,3.794733192,0.3875,4.8,Y,N,
28/05/2016,119938.795,81.99013458,5.7,3.633180425,1.290322581,0.6,Y,N,
29/05/2016,118751.965,68.71547404,8.7,3.728270376,0.953846154,4.2,Y,N,
30/05/2016,134983.955,115.7846736,7.2,3.924283374,0.684210526,0,Y,N,
31/05/2016,140402.15,156.4647226,3.6,4.171330723,1,0,Y,N,
1/06/2016,141195.03,168.8527592,4.8,4.123105626,1.158536585,0,Y,N,
2/06/2016,141292.56,180.9103503,4.8,3.577708764,0.891304348,0,Y,N,
3/06/2016,137717.255,175.8546299,6.8,3.754996671,1.082352941,0,Y,N,
4/06/2016,122764.33,126.7499719,9.8,3.660601044,2.297297297,6.2,Y,N,
5/06/2016,116052.805,122.7887776,10.5,3.754996671,1.121212121,3.4,Y,N,
6/06/2016,134829.755,107.4456121,8.9,3.807886553,0.464788732,1.4,Y,N,
7/06/2016,135306.005,88.32696291,10.5,3.911521443,1.510638298,0,Y,N,
8/06/2016,137305.355,91.3156602,9.7,3.834057903,1,1.2,Y,N,
9/06/2016,132859.305,50.23897194,10.8,4.183300133,0.783333333,1.4,Y,N,
10/06/2016,132209.515,47.42579878,10.4,3.974921383,0.909090909,0,Y,N,
11/06/2016,120753.43,55.59096958,9,3.674234614,1.015384615,3,Y,N,
12/06/2016,122771.53,77.21528799,5,3.714835124,0.890410959,0.6,Y,N,
13/06/2016,122106.95,95.06477463,3.8,3.660601044,0.811111111,0,Y,Y,
14/06/2016,138466.56,90.84510926,8.6,3.949683532,1.084337349,0,Y,N,
15/06/2016,140904.59,92.41624585,6,4.23083916,0.902173913,0,Y,N,
16/06/2016,140741.165,89.92914895,7.8,3.78153408,1.803921569,0,Y,N,
17/06/2016,138023.11,99.57367451,9.3,3.885871846,1.457142857,4.2,Y,N,
18/06/2016,123162.185,62.93401613,10,3.563705936,0.660377358,8.6,Y,N,
19/06/2016,119662.165,79.38482177,7.3,3.674234614,0.736111111,0.4,Y,N,
20/06/2016,134435.115,114.875078,9.1,3.633180425,2.117647059,3.6,Y,N,
21/06/2016,137511.315,62.15476411,10.4,3.834057903,0.485714286,3.2,Y,N,
22/06/2016,133813.285,58.75903858,11.2,3.924283374,1.060606061,0,Y,N,
23/06/2016,136740.005,78.31898019,10.4,3.847076812,0.916666667,0.6,Y,N,
24/06/2016,144658.38,67.9384962,6.9,3.271085447,1.24137931,13.8,N,N,
25/06/2016,131730.835,99.7632508,5.6,3.563705936,0.659090909,2,N,N,
26/06/2016,126455.935,120.4411006,3,3.33166625,1.142857143,0.2,N,N,
27/06/2016,148639.995,127.3466076,4.8,3.255764119,1.638297872,0.2,N,N,
28/06/2016,142146.31,110.2803903,5,4.123105626,0.602564103,0.2,N,N,
29/06/2016,136071.965,80.12524308,8.9,3.974921383,0.876404494,0.2,N,N,
30/06/2016,141078.46,115.1178955,10.3,3.420526275,1.589285714,0,N,N,
1/07/2016,136676.715,117.7120479,7.3,3.754996671,0.788732394,6.4,N,N,
2/07/2016,118683.565,90.45652378,9.9,4.062019202,1.059701493,0.2,N,N,
3/07/2016,112556.405,68.59708917,10.9,4.086563348,0.858974359,0,N,N,
4/07/2016,135712.245,124.1368856,10.4,3.563705936,2.166666667,0,N,N,
5/07/2016,142401.795,147.1876919,8.2,3.577708764,2,0.6,N,N,
6/07/2016,134056.095,116.6821116,9.8,3.605551275,0.391304348,22.6,N,N,
7/07/2016,138768.045,176.9120362,10.5,3.701351105,1.12195122,3.8,N,N,
8/07/2016,136690.05,114.844203,9.7,3.911521443,0.554054054,0.8,N,N,
9/07/2016,122369.535,105.5485761,5.3,3.898717738,0.778947368,0.2,N,N,
10/07/2016,119218.23,36.16721233,6.5,3.768288736,2.638888889,0,N,N,
11/07/2016,128207.125,44.85808004,8.3,4,0.473684211,3.6,N,N,
12/07/2016,137582.195,49.15948572,10.7,3.701351105,0.938271605,0,Y,N,
13/07/2016,145728.26,65.91496492,4.5,3.464101615,0.9,0.4,Y,N,
14/07/2016,144103.705,76.11745262,6.6,3.741657387,1.153846154,1,Y,N,
15/07/2016,141166.85,79.50760048,8.8,3.754996671,1.083333333,0,Y,N,
16/07/2016,120659.15,73.69441877,7.8,3.701351105,0.705882353,0,Y,N,
17/07/2016,113418.125,48.7884053,3.1,4.01248053,0.990291262,0,Y,N,
18/07/2016,127367.015,43.8915187,9.6,4.207136794,1.170454545,0,Y,N,
19/07/2016,137028.05,49.45378979,12.6,4,1.543859649,0,Y,N,
20/07/2016,136850.14,52.33155194,9.8,4.01248053,0.619565217,1.8,Y,N,
21/07/2016,136127.125,44.92653284,6.9,4.254409477,1.243243243,1.8,Y,N,
22/07/2016,128777.82,21.09171887,9.2,4.277849927,1.450980392,7.8,Y,N,
23/07/2016,119888.575,62.70928693,7.5,3.405877273,0.566666667,2.8,Y,N,
24/07/2016,120126.905,52.22700853,4.7,3.376388603,0.873786408,0.8,Y,N,
25/07/2016,138134.635,37.98018661,6.3,3.78153408,1.373333333,0,Y,N,
26/07/2016,146465.69,47.97124596,6.5,3.31662479,1.041666667,4.8,Y,N,
27/07/2016,143209.755,36.39746278,7.5,3.591656999,1.043478261,0.4,Y,N,
28/07/2016,142341.635,41.56189875,6.9,3.898717738,1.095238095,0,Y,N,
29/07/2016,139822.93,33.86968192,10.2,3.911521443,1.26,0,Y,N,
30/07/2016,121548.535,24.84952843,9.1,3.714835124,0.588235294,2.4,Y,N,
31/07/2016,114481.28,33.77825209,10.3,4.123105626,0.752212389,2,Y,N,
1/08/2016,137934.845,45.97912937,11.2,3.794733192,2.173076923,2.8,Y,N,
2/08/2016,137301.69,48.59799058,8.5,3.660601044,0.464285714,14.4,Y,N,
3/08/2016,140922.715,58.02954936,8.7,3.577708764,1.333333333,2.8,Y,N,
4/08/2016,142671.51,51.56528219,4.9,3.820994635,0.756756757,0.8,Y,N,
5/08/2016,145491.33,70.2031165,3.4,3.820994635,1.275862069,0,Y,N,
6/08/2016,130907.095,54.3980783,5.8,3.794733192,1.242857143,0,Y,N,
7/08/2016,120379.285,32.88478992,7.6,4.074309757,0.673076923,0,Y,N,
8/08/2016,138506.45,35.11782073,5,3.768288736,1.3,0,Y,N,
9/08/2016,132819.535,29.29351974,9.7,4.347413024,1.025641026,0,Y,N,
10/08/2016,130616.67,22.41944079,9.6,3.911521443,0.690265487,0,Y,N,
11/08/2016,138368.4,39.80646362,6.8,3.962322551,1.097087379,8.2,Y,N,
12/08/2016,134885.67,41.09220007,7.7,3.754996671,0.88034188,0,Y,N,
13/08/2016,120382.805,38.81095608,7.9,3.885871846,1.231578947,1.6,Y,N,
14/08/2016,113066.245,33.06116,8.5,4.324349662,0.818965517,0.2,Y,N,
15/08/2016,127906.24,39.83893843,10.2,4.254409477,0.865671642,0,Y,N,
16/08/2016,124975.11,24.45390447,10,4.266145802,0.992592593,0,Y,N,
17/08/2016,132561.22,40.89160699,12.5,3.949683532,1.40625,0.4,Y,N,
18/08/2016,123434.505,27.47109329,7.1,4.647580015,0.732824427,0,Y,N,
19/08/2016,132569.74,27.60134081,15.3,4.049691346,4.851851852,0.2,Y,N,
20/08/2016,121052.06,25.00246694,6.9,3.687817783,0.278350515,9.4,Y,N,
21/08/2016,119118.545,38.91325563,9.5,3.847076812,1.385714286,1.2,Y,N,
22/08/2016,139203.5,59.99534067,7.8,4,0.804597701,5.6,Y,N,
23/08/2016,138640.39,73.18959371,7,3.660601044,0.612676056,11,Y,N,
24/08/2016,141122.795,114.0039598,3.7,3.563705936,1.014285714,0,Y,N,
25/08/2016,139724.025,74.66305514,6.5,3.605551275,1.037037037,1.2,Y,N,
26/08/2016,139920.545,67.6277533,7.2,3.794733192,1.534090909,0.6,Y,N,
27/08/2016,119573.22,31.80817961,9.3,4.037325848,0.752136752,0,Y,N,
28/08/2016,114832.425,29.44768103,10.5,4.358898944,0.959016393,0,Y,N,
29/08/2016,125055.69,39.1423789,8.7,4.516635916,0.85915493,0,Y,N,
30/08/2016,133748.44,53.186931,10.2,4.098780306,2.730769231,0,Y,N,
31/08/2016,128834.065,32.5590174,12.8,4.494441011,0.514851485,0.8,Y,N,
1/09/2016,134246.165,46.80878786,11.6,3.937003937,1.147727273,0,Y,N,
2/09/2016,135273.325,52.63679288,9.6,3.872983346,0.916666667,0.4,Y,N,
3/09/2016,118621.96,35.27078286,10,3.962322551,0.744186047,0.2,Y,N,
4/09/2016,110986.005,24.51210764,10.1,4.110960958,1.29,0.2,Y,N,
5/09/2016,127275.815,38.21246963,12.8,4.289522118,0.854700855,0,Y,N,
6/09/2016,129542.365,28.69264595,9.2,4.636809248,0.740506329,0,Y,N,
7/09/2016,123307.02,24.18242139,9.6,4.582575695,0.946107784,0,Y,N,
8/09/2016,117722.95,12.50431916,13.1,4.827007354,1.04375,0,Y,N,
9/09/2016,125432.605,23.40099927,16,4.086563348,2.711864407,0.6,Y,N,
10/09/2016,111412.995,38.55990885,11.5,3.78153408,0.746835443,9.4,Y,N,
11/09/2016,109125.215,50.34788201,7.3,4.123105626,0.669491525,1.2,Y,N,
12/09/2016,130967.28,68.17720324,9.9,3.687817783,1.685714286,1.6,Y,N,
13/09/2016,134720.155,62.06847556,9.6,3.820994635,2.5,9,Y,N,
14/09/2016,130650.88,54.8405242,10.5,4.01248053,0.212121212,20.6,Y,N,
15/09/2016,134234.45,42.81991758,8.7,3.820994635,1.913043478,2,Y,N,
16/09/2016,131734.105,47.04374731,9,3.962322551,0.552,13.4,N,N,
17/09/2016,106709.54,36.02869126,11.1,4.449719092,0.664893617,0,N,N,
18/09/2016,110314.625,48.34486635,10.8,3.535533906,3.418181818,0.4,N,N,
19/09/2016,127391.09,56.44254935,8.5,4.037325848,0.339506173,0.2,N,N,
20/09/2016,122664.305,43.17737957,9.1,4.335896678,0.875675676,0,N,N,
21/09/2016,127208.57,52.28283459,10.9,3.898717738,2.102272727,1.2,N,N,
22/09/2016,131357.34,55.70187271,9.6,3.660601044,0.888888889,1.2,N,N,
23/09/2016,127420.43,46.53870327,9.8,4.062019202,0.6,0.6,N,N,
24/09/2016,106776.275,43.55659982,10,4.483302354,0.89673913,0,N,N,
25/09/2016,105931.555,37.69847947,9.5,3.834057903,1.076023392,5.8,N,N,
26/09/2016,124343.19,47.67147027,8.1,4.110960958,1.257352941,0.6,N,N,
27/09/2016,126888.77,49.79450443,7.4,3.847076812,1.014925373,12.6,N,N,
28/09/2016,121143.25,32.43171472,7.5,4.393176527,0.683673469,2.2,N,N,
29/09/2016,122858.49,37.59600105,12.5,4.086563348,1.209876543,1.8,N,N,
30/09/2016,113439.775,33.06369262,9.3,4.049691346,0.975903614,2,N,Y,
1/10/2016,109181.26,20.48609587,11.6,4.312771731,1.394957983,1.6,N,N,
2/10/2016,97992.93,13.65687019,12.1,4.898979486,0.636363636,0,N,N,
3/10/2016,115839.01,21.60174363,11.1,3.987480407,1.364963504,9.2,N,N,
4/10/2016,124089.47,23.00178132,10.6,4.135214626,1.037878788,2,Y,N,
5/10/2016,128558.385,41.11513272,8,4.135214626,1.76,2.8,Y,N,
6/10/2016,115898.54,30.1895728,9.7,5.215361924,0.331858407,0,Y,N,
7/10/2016,116197.73,37.3391043,14.1,4.74341649,2.897435897,0,Y,N,
8/10/2016,101300.775,35.21034382,9.7,4.110960958,0.339130435,0,Y,N,
9/10/2016,94954.16,15.90301462,9.5,4.69041576,1.631205674,0,Y,N,
10/10/2016,116831.43,27.65471777,13,4.098780306,0.766304348,0.8,Y,N,
11/10/2016,124665.82,38.19994573,7.5,3.885871846,1.101796407,1.4,Y,N,
12/10/2016,128612.3,44.77064554,10.2,3.924283374,1.294573643,0,Y,N,
13/10/2016,128242.765,58.35308518,6.8,3.820994635,0.565789474,4.2,Y,N,
14/10/2016,121731.485,43.9665066,5.2,4.7644517,0.930612245,0.2,Y,N,
15/10/2016,97887.485,12.69832874,9.4,4.979959839,1.123853211,0,Y,N,
16/10/2016,101793.035,22.02909542,17.4,4.806245936,2.725,0,Y,N,
17/10/2016,116042.845,29.59668164,9.8,4.347413024,0.540540541,9.8,Y,N,
18/10/2016,123265.44,36.72121271,9.6,4.074309757,0.896969697,1,Y,N,
19/10/2016,126362.045,60.68302782,7.5,4.062019202,0.746606335,2.6,Y,N,
20/10/2016,114867.16,27.42582623,6.8,4.669047012,0.86328125,0,Y,N,
21/10/2016,122975.285,43.24473226,14.8,4.195235393,13.47368421,0,Y,N,
22/10/2016,114184.195,38.71113076,6.9,3.633180425,0.112426036,16.4,Y,N,
23/10/2016,111289,40.91855691,7.9,3.754996671,0.903743316,8.8,Y,N,
