stop_id,stop_name,stop_lat,stop_lon
"1784","37-Gaffney St/Sydney Rd (Coburg)","-37.73409741","144.96532119"
"17848","1-Spencer St/Bourke St (Melbourne City)","-37.81706281","144.95351423"
"17849","1-Spencer St/Bourke St (Melbourne City)","-37.81684591","144.95399734"
"17850","1-Flinders Street Railway Station/Elizabeth St (Melbourne City)","-37.81771743","144.96476527"
"17851","2-Collins St/Elizabeth St (Melbourne City)","-37.81542752","144.96366948"
"17852","3-Bourke Street Mall/Elizabeth St (Melbourne City)","-37.81344719","144.96275835"
"17854","5-Melbourne Central Station/Elizabeth St (Melbourne City)","-37.81055845","144.96142925"
"17856","7-Queen Victoria Market/Elizabeth St (Melbourne City)","-37.80656115","144.95957420"
"17857","8-Peel St/Victoria St (Melbourne City)","-37.80593520","144.95621805"
"17858","9-William St/Victoria St (Melbourne City)","-37.80568781","144.95390781"
"17859","10-Chetwynd St/Victoria St (Melbourne City)","-37.80551725","144.95239053"
"17860","11-Errol St/Victoria St (Melbourne City)","-37.80519567","144.94944632"
"17861","11-Victoria St/Errol St (North Melbourne)","-37.80495950","144.94933927"
"17862","10-Chetwynd St/Victoria St (Melbourne City)","-37.80540285","144.95203023"
"17863","9-Howard St/Victoria St (Melbourne City)","-37.80556361","144.95350235"
"17864","8-Peel St/Victoria St (Melbourne City)","-37.80580983","144.95574446"
"17866","9-Pelham St/Elizabeth St (Melbourne City)","-37.80194658","144.95746377"
"17867","10-Royal Melbourne Hospital-Parkville Station/Royal Pde (Melbourne City)","-37.79992871","144.95750800"
"17868","10-Royal Melbourne Hospital-Parkville Station/Royal Pde (Parkville)","-37.79954277","144.95759813"
"17869","9-Pelham St/Elizabeth St (Melbourne City)","-37.80214829","144.95766265"
"17871","7-Queen Victoria Market/Elizabeth St (Melbourne City)","-37.80689033","144.95984910"
"17873","5-Melbourne Central Station/Elizabeth St (Melbourne City)","-37.81110519","144.96177770"
"17875","3-Bourke Street Mall/Elizabeth St (Melbourne City)","-37.81403936","144.96312829"
"17876","2-Collins St/Elizabeth St (Melbourne City)","-37.81592882","144.96399649"
"17877","1-Flinders Street Railway Station/Elizabeth St (Melbourne City)","-37.81789895","144.96483980"
"17878","11-Melbourne Museum/Nicholson St (Fitzroy)","-37.80575799","144.97360094"
"17880","10-Albert St/Nicholson St (Fitzroy)","-37.80967590","144.97294861"
"17882","9-Spring St/Bourke St (Melbourne City)","-37.81154400","144.97257946"
"17885","3-William St/Bourke St (Melbourne City)","-37.81570633","144.95791381"
"17886","4-Queen St/Bourke St (Melbourne City)","-37.81507816","144.96014624"
"17887","5-Elizabeth St/Bourke St (Melbourne City)","-37.81403097","144.96368513"
"17888","6-Swanston St/Bourke St (Melbourne City)","-37.81326640","144.96637558"
"17889","7-Russell St/Bourke St (Melbourne City)","-37.81246751","144.96916915"
"1789","50-Anderson St/Wattletree Rd (Malvern East)","-37.86438507","145.04371198"
"17891","9-Spring St/Bourke St (Melbourne City)","-37.81152305","144.97240965"
"17892","10-Albert St/Nicholson St (East Melbourne)","-37.80942271","144.97289874"
"17894","11-Melbourne Museum/Nicholson St (Fitzroy)","-37.80567595","144.97354639"
"17895","12-St Vincents Plaza/Victoria Pde (East Melbourne)","-37.80828329","144.97633747"
"17896","11-Albert St/Gisborne St (East Melbourne)","-37.80939028","144.97572795"
"17897","10-Parliament Railway Station/Macarthur St (East Melbourne)","-37.81237888","144.97448769"
"17898","8-Spring St/Collins St (Melbourne City)","-37.81355676","144.97328548"
"17901","6-Melbourne Town Hall/Collins St (Melbourne City)","-37.81567433","144.96595735"
"17902","5-Elizabeth St/Collins St (Melbourne City)","-37.81642322","144.96340356"
"17903","3-William St/Collins St (Melbourne City)","-37.81760704","144.95942911"
"17905","1-Spencer St/Collins St (Melbourne City)","-37.81884688","144.95505538"
"17906","1-Spencer St/Collins St (Melbourne City)","-37.81874096","144.95518326"
"17908","3-William St/Collins St (Melbourne City)","-37.81737211","144.95991270"
"17910","5-Elizabeth St/Collins St (Melbourne City)","-37.81620589","144.96386392"
"17911","6-Melbourne Town Hall/Collins St (Melbourne City)","-37.81551769","144.96627972"
"17914","8-Spring St/Collins St (Melbourne City)","-37.81341597","144.97348244"
"17915","10-Parliament Railway Station/Macarthur St (East Melbourne)","-37.81216956","144.97436846"
"17917","46-Rosamond Rd/Raleigh Rd (Maribyrnong)","-37.76888717","144.88672852"
"17918","48-Raleigh Rd/Wests Rd (Maribyrnong)","-37.76963693","144.88281327"
"17919","49-Highpoint Shopping Centre/Wests Rd (Maribyrnong)","-37.77310408","144.88218077"
"17920","50-Wests Rd/Williamson Rd (Maribyrnong)","-37.77521214","144.88214332"
"17921","51-Williamson Rd/Rosamond Rd (Maidstone)","-37.77603972","144.88557115"
"17922","52-Rosamond Rd/River St (Maribyrnong)","-37.77933220","144.88574983"
"17923","53-Maribyrnong College/River St (Maribyrnong)","-37.77959402","144.88778609"
"17924","54-Gordon St/River St (Maribyrnong)","-37.78000184","144.89093092"
"17925","55-Lyric St/Gordon St (Maribyrnong)","-37.78224068","144.89115113"
"17926","56-Edgewater Square/Gordon St (Maribyrnong)","-37.78489825","144.89059868"
"17927","57-Titch St/Gordon St (Footscray)","-37.78864405","144.88992439"
"17928","58-Ballarat Rd/Gordon St (Footscray)","-37.79047580","144.88955432"
"17929","59-Droop St/Ballarat Rd (Footscray)","-37.79258435","144.89357113"
"17930","60-Tiernan St/Droop St (Footscray)","-37.79489006","144.89551571"
"17931","61-Geelong Rd/Droop St (Footscray)","-37.79679335","144.89713113"
"17932","62-Nicholson St/Hopkins St (Footscray)","-37.79984074","144.89973634"
"17933","63-Footscray Market/Leeds St (Footscray)","-37.80008059","144.90105834"
"17934","64-Footscray Station/Leeds St (Footscray)","-37.80136679","144.90091971"
"17935","40-Epsom Rd/Maribyrnong Rd (Moonee Ponds)","-37.77043230","144.90512121"
"17936","39-Bowen St/Maribyrnong Rd (Moonee Ponds)","-37.77086174","144.90900307"
"17937","38-Hotham St/Maribyrnong Rd (Moonee Ponds)","-37.77123617","144.91233024"
"17938","37-Union Rd/Maribyrnong Rd (Moonee Ponds)","-37.77170560","144.91593860"
"17940","35-Moore St/Maribyrnong Rd (Moonee Ponds)","-37.77221197","144.92113538"
"17941","34-Ascot Vale Rd/Maribyrnong Rd (Moonee Ponds)","-37.77247358","144.92370518"
"17942","33-Chaucer St/Ascot Vale Rd (Moonee Ponds)","-37.77005060","144.92428383"
"17944","49-Central Park Ave/Cordite Ave (Maribyrnong)","-37.76885600","144.87797673"
"17945","36-St Leonards Rd/Union Rd (Ascot Vale)","-37.77357111","144.91594298"
"17946","35-Bloomfield Rd/Union Rd (Ascot Vale)","-37.77588936","144.91555997"
"17948","33-Melbourne Showgrounds/Union Rd (Ascot Vale)","-37.78035452","144.91478735"
"17949","32-Sandown Rd/Epsom Rd (Ascot Vale)","-37.78258743","144.91671163"
"17950","31-Racing Victoria/161 Epsom Rd (Ascot Vale)","-37.78401825","144.91812486"
"17951","30-Flemington Racecourse/Epsom Rd (Ascot Vale)","-37.78604275","144.91998705"
"17952","29-Flemington Racecourse/Racecourse Rd (Flemington)","-37.78734904","144.92200573"
"17953","28-Smithfield Rd/Racecourse Rd (Flemington)","-37.78762625","144.92495035"
"17954","26-Newmarket Plaza/Racecourse Rd (Flemington)","-37.78797103","144.92815427"
"17955","25-Wellington St/Racecourse Rd (Flemington)","-37.78824148","144.93123539"
"17956","24-Victoria St/Racecourse Rd (Flemington)","-37.78844326","144.93348950"
"17957","23-Stubbs St/Racecourse Rd (Flemington)","-37.78876781","144.93658052"
"17958","22-Boundary Rd/Racecourse Rd (North Melbourne)","-37.78913148","144.93985216"
"17959","20-Melrose St/Flemington Rd (North Melbourne)","-37.79039354","144.94348502"
"17961","19-Abbotsford St Interchange/Abbotsford St (North Melbourne)","-37.79410630","144.94709559"
"18006","11-Albert St/Gisborne St (East Melbourne)","-37.80969458","144.97560605"
"18009","10-Nicholson St/Victoria Pde (East Melbourne)","-37.80801928","144.97356184"
"18010","9-La Trobe St/Victoria St (Melbourne City)","-37.80761421","144.97097182"
"18030","6-Melbourne Central & State Library stations/La Trobe St (Melbourne City)","-37.80954153","144.96411517"
"18033","3-Flagstaff Station/La Trobe St (Melbourne City)","-37.81168516","144.95676376"
"18037","D10-New Quay Prom/Docklands Dr (Docklands)","-37.81378105","144.94050751"
"18038","D11-Waterfront City/Docklands Dr (Docklands)","-37.81434514","144.93875383"
"18039","D10-NewQuay Prom/Docklands Dr (Docklands)","-37.81331193","144.94150880"
"18040","D1-Docklands Stadium/La Trobe St (Docklands)","-37.81460496","144.94640290"
"18045","5-Melbourne Central Station/La Trobe St (Melbourne City)","-37.81035321","144.96102598"
"18046","6-Melbourne Central & State Library stations/La Trobe St (Melbourne City)","-37.80928289","144.96479244"
"18049","9-Victoria St/La Trobe St (Melbourne City)","-37.80765612","144.97026645"
"18050","10-Nicholson St/Victoria Pde (Carlton)","-37.80786246","144.97282782"
"18051","12-St Vincents Plaza/Victoria Pde (Fitzroy)","-37.80823120","144.97645248"
"18052","D2-Central Pier/Harbour Esp (Docklands)","-37.81470491","144.94490068"
"18053","D3-Stadium Precinct - Bourke St/Harbour Esp (Docklands)","-37.81781940","144.94624566"
"18054","D4-Docklands Park/Harbour Esp (Docklands)","-37.82146591","144.94761009"
"18055","D5-South Wharf/Wurundjeri Way (Docklands)","-37.82183505","144.95121254"
"18056","D6-Flinders Street West/Flinders St (Docklands)","-37.82147119","144.95360832"
"18059","16-Haines St/Abbotsford St (North Melbourne)","-37.79828366","144.94634395"
"18060","15-Arden St/Abbotsford St (North Melbourne)","-37.80099657","144.94584858"
"18061","14-Queensberry St/Abbotsford St (North Melbourne)","-37.80238955","144.94562827"
"18064","24-Elliott Ave/Royal Park (Parkville)","-37.78801554","144.94975101"
"18065","25-State Netball Hockey Centre/Royal Park (Parkville)","-37.78453929","144.94884786"
"18066","26-Melbourne Zoo/Royal Park (Parkville)","-37.78261723","144.94921893"
"18067","27-Royal Park Station/Royal Park (Parkville)","-37.78075300","144.95135965"
"18068","28-Park St/Royal Park (Parkville)","-37.77706714","144.94980376"
"18069","29-Brunswick Rd/Grantham St (Brunswick West)","-37.77553769","144.94891503"
"18071","30-Union Square Shopping Centre/Grantham St (Brunswick West)","-37.77225925","144.94953923"
"18072","31-Grantham St/Dawson St (Brunswick West)","-37.77005124","144.94953211"
"18075","34-Smith St/Melville Rd (Brunswick)","-37.76731147","144.94331864"
"18076","35-Victoria St/Melville Rd (Brunswick West)","-37.76470803","144.94389025"
"18077","36-Hope St/Melville Rd (Brunswick West)","-37.76204015","144.94438414"
"18078","37-Albion St/Melville Rd (Brunswick West)","-37.75856317","144.94499119"
"18079","38-Jacobs Reserve/Melville Rd (Brunswick West)","-37.75662349","144.94538538"
"18081","40-Moreland Rd/Melville Rd (Brunswick West)","-37.75316294","144.94590108"
"18083","42-Reynard St/Melville Rd (Pascoe Vale South)","-37.74639864","144.94455600"
"18084","43-Princes Tce/Melville Rd (Pascoe Vale South)","-37.74392811","144.94499886"
"18085","44-Brearley Pde/Melville Rd (Pascoe Vale South)","-37.74159210","144.94540392"
"18086","45-Bell St/Melville Rd (Pascoe Vale South)","-37.74011744","144.94559222"
"18087","3-Market St/Flinders St (Melbourne City)","-37.81906291","144.96179738"
"18089","4-Elizabeth St/Flinders St (Melbourne City)","-37.81823770","144.96462602"
"18090","5-Swanston St/Flinders St (Melbourne City)","-37.81756006","144.96713247"
"18091","6-Russell St/Flinders St (Melbourne City)","-37.81642552","144.97084417"
"18092","8-Spring St/Flinders St (Melbourne City)","-37.81536272","144.97454245"
"18093","9-Lansdowne St/Wellington Pde (East Melbourne)","-37.81545285","144.97716407"
"18094","10-Jolimont Rd/Wellington Pde (East Melbourne)","-37.81575029","144.97979141"
"18095","11-Jolimont Station-MCG/Wellington Pde (East Melbourne)","-37.81630429","144.98477463"
"18097","13-Simpson St/Wellington Pde (East Melbourne)","-37.81654033","144.98698338"
"18098","14-Punt Rd/Wellington Pde (Melbourne City)","-37.81738838","144.98967538"
"18099","14-Punt Rd/Bridge Rd (Richmond)","-37.81753279","144.99021674"
"18100","13-Simpson St/Wellington Pde (East Melbourne)","-37.81660319","144.98697031"
"18102","11-Jolimont Station-MCG/Wellington Pde (East Melbourne)","-37.81626114","144.98383293"
"18103","10-Jolimont Rd/Wellington Pde (East Melbourne)","-37.81576932","144.97932514"
"18104","9-Lansdowne St/Wellington Pde (Melbourne City)","-37.81547129","144.97666374"
"18105","8-Spring St/Flinders St (Melbourne City)","-37.81553662","144.97417418"
"18108","7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City)","-37.81958697","144.97913015"
"18116","7C-MCG Gates 4-7/John Cain Arena (Melbourne City)","-37.82238396","144.98352999"
"18118","7D-Olympic Boulevard (Melbourne City)","-37.82413510","144.98685655"
"18155","7D-Olympic Boulevard (Melbourne City)","-37.82382690","144.98675132"
"18161","7C-MCG Gates 4-7/John Cain Arena (Melbourne City)","-37.82213712","144.98279826"
"18172","7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City)","-37.81934950","144.97842093"
"18174","6-Russell St/Flinders St (Melbourne City)","-37.81665933","144.97029250"
"18175","5-Swanston St/Flinders St (Melbourne City)","-37.81775625","144.96649093"
"18176","4-Elizabeth St/Flinders St (Melbourne City)","-37.81841196","144.96428043"
"18178","3-Market St/Flinders St (Melbourne City)","-37.81930627","144.96127947"
"18179","D6-Victoria Police Centre/Flinders St (Southbank)","-37.82172569","144.95321503"
"18180","D5-South Wharf/Wurundjeri Way (Docklands)","-37.82200105","144.95091257"
"18181","D4-Docklands Park/Harbour Esp (Docklands)","-37.82172534","144.94750066"
"18182","D3-Stadium Precinct - Bourke St/Harbour Esp (Docklands)","-37.81746297","144.94596018"
"18183","D2-Central Pier/Harbour Esp (Docklands)","-37.81424880","144.94458390"
"18184","125-Clarendon St/Whiteman St (Southbank)","-37.82566042","144.95665101"
"18185","124A-Casino/MCEC/Clarendon St (Southbank)","-37.82328904","144.95605749"
"18186","124-Batman Park/Spencer St (Melbourne City)","-37.82155404","144.95526467"
"18187","122-Southern Cross Railway Station/Spencer St (Melbourne City)","-37.81832017","144.95378623"
"18189","120-Lonsdale St/Spencer St (Melbourne City)","-37.81531286","144.95238116"
"18190","119-La Trobe St/Spencer St (Melbourne City)","-37.81340511","144.95150241"
"18192","120-Lonsdale St/Spencer St (Melbourne City)","-37.81496019","144.95231139"
"18194","122-Southern Cross Railway Station/Spencer St (Melbourne City)","-37.81875707","144.95403544"
"18196","124-Batman Park/Spencer St (Melbourne City)","-37.82177278","144.95540632"
"18197","124A-Casino/MCEC/Clarendon St (Southbank)","-37.82359082","144.95631046"
"18199","5-Bourke St/William St (Melbourne City)","-37.81587437","144.95824997"
"18201","7-Flagstaff Railway Station/William St (Melbourne City)","-37.81199629","144.95651664"
"18203","10-Victoria St/Peel St (West Melbourne)","-37.80539121","144.95602860"
"18204","10-Victoria St/Peel St (West Melbourne)","-37.80569845","144.95607692"
"18205","9-Queen Victoria Market/Peel St (North Melbourne)","-37.80744156","144.95577897"
"18206","9-Queen Victoria Market/39 Peel St (North Melbourne)","-37.80721578","144.95575112"
"18208","7-Flagstaff Railway Station/William St (Melbourne City)","-37.81246079","144.95679917"
"18210","5-Bourke St/William St (Melbourne City)","-37.81544024","144.95815970"
"18211","4-Collins St/William St (Melbourne City)","-37.81745702","144.95909244"
"18214","1-Flinders St/Queens Bridge St (Melbourne City)","-37.81951285","144.96123971"
"18215","115-Casino/Southbank/Queens Bridge St (Southbank)","-37.82211699","144.96122485"
"18217","117-York St/Kings Way (South Melbourne)","-37.82976589","144.96422972"
"18219","119-Wells St/Park St (South Melbourne)","-37.83280018","144.96981611"
"18221","119-Wells St/Park St (South Melbourne)","-37.83289006","144.96980229"
"18222","118-Sturt St/Kings Way (Southbank)","-37.83107437","144.96537541"
"18224","20-Kings Way/Sturt St (Southbank)","-37.83009138","144.96533424"
"18225","19-Miles St/Sturt St (Southbank)","-37.82843147","144.96575477"
"18226","18-Grant St/Sturt St (Southbank)","-37.82577919","144.96663426"
"18227","17-Arts Precinct/Sturt St (Southbank)","-37.82378874","144.96722286"
"18229","17-Arts Precinct/Sturt St (Southbank)","-37.82409441","144.96718039"
"18230","18-Grant St/Sturt St (Southbank)","-37.82592390","144.96666437"
"18231","19-Miles St/Sturt St (Southbank)","-37.82818436","144.96605696"
"18232","20-Kings Way/Sturt St (Southbank)","-37.83011938","144.96539028"
"18233","116-City Rd/Kings Way (Southbank)","-37.82626018","144.96057684"
"18341","24-Grattan St/Church St (Hawthorn)","-37.81790581","145.01860689"
"18342","25-Brook St/Church St (Hawthorn)","-37.81592073","145.02060250"
"18343","26-Barkers Rd/Church St (Hawthorn)","-37.81325268","145.02325235"
"18347","34-Pakington St/High St (Kew)","-37.80561661","145.03383744"
"18348","35-Cobden St/High St (Kew)","-37.80498727","145.03554650"
"18349","36-Parkhill Rd/High St (Kew)","-37.80348933","145.03975456"
"18350","37-Kew Cemetery/High St (Kew)","-37.80247266","145.04256410"
"18351","38-Victoria Park/High St (Kew)","-37.80125872","145.04598072"
"18352","39-Harp Rd/High St (Kew)","-37.79941303","145.05043601"
"18353","40-Harp Village/High St (Kew East)","-37.79862823","145.05202394"
"18354","41-Clyde St/High St (Kew East)","-37.79743880","145.05475817"
"18355","42-Irymple Ave/High St (Kew East)","-37.79639700","145.05715908"
"18356","43-Kew High School/High St (Kew East)","-37.79465037","145.06108881"
"18357","44-Burke Rd/High St (Kew)","-37.79353016","145.06366194"
"18359","46-Wattle Ave/Doncaster Rd (Balwyn North)","-37.79283539","145.06745040"
"18360","47-North Balwyn Shopping Centre/Doncaster Rd (Balwyn North)","-37.79271153","145.07143970"
"18361","48-Sunburst Ave/Doncaster Rd (Balwyn North)","-37.79321738","145.07426566"
"18362","49-Cityview Rd/Doncaster Rd (Balwyn North)","-37.79375630","145.07746556"
"18363","50-Hill Rd/Doncaster Rd (Balwyn North)","-37.79425860","145.08118886"
"18364","36-St Kilda Primary School/Brighton Rd (Elwood)","-37.87012046","144.98834518"
"18365","38-Wimbledon Ave/Brighton Rd (Elwood)","-37.87288061","144.99007770"
"18367","39-Glen Eira Rd/Brighton Rd (Elwood)","-37.87595969","144.99201768"
"18368","40-Scott St/Brighton Rd (Elwood)","-37.87894750","144.99389209"
"18369","41-Coleridge St/Brighton Rd (Elwood)","-37.88084218","144.99507998"
"18370","42-Hotham St/Brighton Rd (St Kilda East)","-37.88286431","144.99634407"
