date,demand,RRP,demand_pos_RRP,RRP_positive,demand_neg_RRP,RRP_negative,frac_at_neg_RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday
3/20/2018,110794.26,72.75516331,110794.26,72.75516331,0,0,0,15.4,19.2,9.5,0.2,Y,N
3/21/2018,111254.315,71.19834535,111254.315,71.19834535,0,0,0,11.2,25.1,18.3,0,Y,N
3/22/2018,115020.505,77.2804276,115020.505,77.2804276,0,0,0,12.3,28.1,19,0,Y,N
3/23/2018,119298.325,78.64044241,119298.325,78.64044241,0,0,0,15.2,29.4,18.8,0,Y,N
3/24/2018,112312.695,71.96661907,112312.695,71.96661907,0,0,0,20.2,24.2,5.4,0,Y,N
3/25/2018,98918.515,40.2567047,97211.06,42.02555864,1707.455,-60.45,0.020833334,17.8,25.4,11.6,13,Y,N
3/26/2018,112488.215,70.83068032,112488.215,70.83068032,0,0,0,10.7,18.5,11.9,5.2,Y,N
3/27/2018,116809.365,64.5691959,116809.365,64.5691959,0,0,0,9.6,22.6,14,1.2,Y,N
3/28/2018,117744.005,72.11195577,117744.005,72.11195577,0,0,0,11.3,30.3,17.8,0,Y,N
3/29/2018,116457.26,79.36508194,116457.26,79.36508194,0,0,0,16.5,21.8,14.2,0,N,N
3/30/2018,97070.345,69.45286966,97070.345,69.45286966,0,0,0,12.2,23.3,14.3,0,N,Y
3/31/2018,99687.64,81.4067717,99687.64,81.4067717,0,0,0,13.2,22.4,16.7,0,N,Y
4/1/2018,98817.03,73.9678419,98817.03,73.9678419,0,0,0,13,27.7,11,0,N,Y
4/2/2018,98258.25,62.41010124,98258.25,62.41010124,0,0,0,14.9,20.9,14.4,0,N,Y
4/3/2018,113381.53,80.11073706,113381.53,80.11073706,0,0,0,13.4,19.8,13.9,0,N,N
4/4/2018,115974.61,90.0737408,115974.61,90.0737408,0,0,0,13.3,20.6,16.6,0,N,N
4/5/2018,117551.695,86.89192959,117551.695,86.89192959,0,0,0,13.3,18.7,9,0,N,N
4/6/2018,115979.07,85.68790461,115979.07,85.68790461,0,0,0,13.8,21.2,14.8,0,N,N
4/7/2018,105938.475,84.8974312,105938.475,84.8974312,0,0,0,9.8,21.6,16,0,N,N
4/8/2018,100571.165,58.23872152,100571.165,58.23872152,0,0,0,11.8,29.9,14.7,0,N,N
4/9/2018,118702.925,91.69364451,118702.925,91.69364451,0,0,0,15.9,25.7,13.6,0,N,N
4/10/2018,122423.01,76.33364802,122423.01,76.33364802,0,0,0,14.8,28.8,5.9,0,N,N
4/11/2018,121944.995,75.04094506,121944.995,75.04094506,0,0,0,18.1,27.3,10.9,0,N,N
4/12/2018,119876.63,77.71452371,119876.63,77.71452371,0,0,0,15.9,26.5,7.4,0,N,N
4/13/2018,113609.76,69.76320109,113609.76,69.76320109,0,0,0,11.9,25.9,14.4,0,N,N
4/14/2018,105135.305,37.74139841,103011.385,38.5865715,2123.92,-3.25,0.020833334,13.5,16.1,3.1,0,N,N
4/15/2018,104123.39,31.68232539,97357.365,37.40218813,6766.025,-50.62165135,0.0625,9.7,19.1,4.9,12.2,N,N
4/16/2018,115694.64,69.36093257,115694.64,69.36093257,0,0,0,13.1,21,7.1,3,N,N
4/17/2018,121092.855,86.53439286,121092.855,86.53439286,0,0,0,13.2,16.6,8.9,0.6,Y,N
4/18/2018,120784.875,82.879098,120784.875,82.879098,0,0,0,6.2,19.4,14.2,0,Y,N
4/19/2018,120448.935,93.53314282,120448.935,93.53314282,0,0,0,11,22.3,13,0,Y,N
4/20/2018,118324.09,95.73201718,118324.09,95.73201718,0,0,0,8.9,20.2,13.7,0,Y,N
4/21/2018,107479.26,74.43968926,107479.26,74.43968926,0,0,0,11.9,22.8,11.3,0,Y,N
4/22/2018,103662.05,76.31824515,103662.05,76.31824515,0,0,0,11.2,20.4,12.6,0,Y,N
4/23/2018,117799.97,72.74094732,117799.97,72.74094732,0,0,0,11.9,26.9,13,0,Y,N
4/24/2018,117642.645,88.09094154,117642.645,88.09094154,0,0,0,13.7,24.6,5.2,0,Y,N
4/25/2018,106654.955,77.46186644,106654.955,77.46186644,0,0,0,15.7,20.1,7.7,0.6,Y,Y
4/26/2018,117617.51,82.43349185,117617.51,82.43349185,0,0,0,11.9,17.5,7.9,0,Y,N
4/27/2018,119079.465,78.21485418,119079.465,78.21485418,0,0,0,11.6,17.8,8.8,0,Y,N
4/28/2018,108613.38,70.00039141,108613.38,70.00039141,0,0,0,7.7,18.3,11.7,0,Y,N
4/29/2018,105277.715,64.15897472,105277.715,64.15897472,0,0,0,10.5,18,9.6,0,Y,N
4/30/2018,121551.685,77.96915056,121551.685,77.96915056,0,0,0,8.8,19.6,12.3,0,Y,N
5/1/2018,122642.235,73.97482022,122642.235,73.97482022,0,0,0,7.2,23.4,12.3,0,Y,N
5/2/2018,118716.595,67.27490234,118716.595,67.27490234,0,0,0,10.2,23.2,7.2,0,Y,N
5/3/2018,117357.835,52.76831167,117357.835,52.76831167,0,0,0,14.5,24.4,4.4,0,Y,N
5/4/2018,116870.46,54.639356,116870.46,54.639356,0,0,0,11.5,17.2,7.8,6.2,Y,N
5/5/2018,106892.995,58.57488525,106892.995,58.57488525,0,0,0,12.1,21.6,6.5,2.6,Y,N
5/6/2018,105840.39,61.89517764,105840.39,61.89517764,0,0,0,9.9,21.7,11,0,Y,N
5/7/2018,118254.555,49.41762224,118254.555,49.41762224,0,0,0,12,19.5,6.2,0,Y,N
5/8/2018,122876.865,101.2917412,122876.865,101.2917412,0,0,0,13.4,17.9,10.6,0.2,Y,N
5/9/2018,122721.46,127.5907803,122721.46,127.5907803,0,0,0,8,18.4,7.5,0,Y,N
5/10/2018,128518.505,62.88102341,128518.505,62.88102341,0,0,0,9,12.8,8.5,8,Y,N
5/11/2018,133467.37,63.67306972,133467.37,63.67306972,0,0,0,7.4,15.1,3.7,18.6,Y,N
5/12/2018,111273.755,62.66221491,111273.755,62.66221491,0,0,0,11,16.9,9,8.4,Y,N
5/13/2018,108729.71,65.51000398,108729.71,65.51000398,0,0,0,13,16.2,10.8,4,Y,N
5/14/2018,129885.955,111.6666324,129885.955,111.6666324,0,0,0,6.8,15.9,8.2,0,Y,N
5/15/2018,131900.52,97.88032901,131900.52,97.88032901,0,0,0,8.9,14.6,4.6,0,Y,N
5/16/2018,133399.23,124.0856314,133399.23,124.0856314,0,0,0,9.4,14.3,7.6,2,Y,N
5/17/2018,131757.155,108.9515501,131757.155,108.9515501,0,0,0,11.7,15,6.9,0,Y,N
5/18/2018,127353.575,96.16165639,127353.575,96.16165639,0,0,0,12.3,17.7,8,0.2,Y,N
5/19/2018,119262.145,93.62343477,119262.145,93.62343477,0,0,0,10.6,15.5,6.5,2.6,Y,N
5/20/2018,112349.26,78.28073546,112349.26,78.28073546,0,0,0,11.8,16.2,1.7,0,Y,N
5/21/2018,124046.805,82.72297125,124046.805,82.72297125,0,0,0,12.6,16.7,5,2.4,Y,N
5/22/2018,126922.995,91.62118213,126922.995,91.62118213,0,0,0,13,17,3.6,0,Y,N
5/23/2018,129352.83,118.6907459,129352.83,118.6907459,0,0,0,11.8,15.3,6.5,4.6,Y,N
5/24/2018,129553.94,99.48806096,129553.94,99.48806096,0,0,0,12.9,16.1,5.1,0,Y,N
5/25/2018,127957.57,92.9895292,127957.57,92.9895292,0,0,0,9.4,14.9,9.5,0,Y,N
5/26/2018,115384.085,74.74674107,115384.085,74.74674107,0,0,0,5.2,20.5,9.9,0,Y,N
5/27/2018,106044.51,54.18703142,106044.51,54.18703142,0,0,0,7.3,20.7,8,0,Y,N
5/28/2018,119360.265,70.1715574,119360.265,70.1715574,0,0,0,12.9,20.5,6,0,Y,N
5/29/2018,123142.76,81.97839952,123142.76,81.97839952,0,0,0,13.7,17.9,8.1,0.8,Y,N
5/30/2018,127830.62,82.53594402,127830.62,82.53594402,0,0,0,7.7,15.1,7.9,0,Y,N
5/31/2018,131159.945,90.35783775,131159.945,90.35783775,0,0,0,9.6,14.8,7.6,5,Y,N
6/1/2018,135864.065,101.4128802,135864.065,101.4128802,0,0,0,4.1,13.3,9.6,0,Y,N
6/2/2018,123226.075,99.85347925,123226.075,99.85347925,0,0,0,3.5,13.6,9.6,0.2,Y,N
6/3/2018,121177.585,91.04372963,121177.585,91.04372963,0,0,0,4.3,13.8,8.5,0,Y,N
6/4/2018,135385.41,120.2520374,135385.41,120.2520374,0,0,0,4.5,14.4,9.3,0,Y,N
6/5/2018,132975.13,105.8039052,132975.13,105.8039052,0,0,0,7.5,15,8.8,1.6,Y,N
6/6/2018,132038.425,106.2306746,132038.425,106.2306746,0,0,0,5.6,19.1,9.4,0.4,Y,N
6/7/2018,128577.63,87.71079113,128577.63,87.71079113,0,0,0,7.7,17.8,5.7,0.2,Y,N
6/8/2018,129910.015,130.0827333,129910.015,130.0827333,0,0,0,12.4,13.6,3.3,0.6,Y,N
6/9/2018,120232.195,110.6732404,120232.195,110.6732404,0,0,0,11.3,15.6,8,3,Y,N
6/10/2018,117037.865,75.51946753,117037.865,75.51946753,0,0,0,4.1,15.3,9.3,0,Y,N
6/11/2018,113420.985,56.39994652,113420.985,56.39994652,0,0,0,5.3,17.6,8.9,0.2,Y,Y
6/12/2018,127261.295,78.29441631,127261.295,78.29441631,0,0,0,7.9,16.6,6.7,0.4,Y,N
6/13/2018,131574.605,84.57953272,131574.605,84.57953272,0,0,0,9.5,14.1,7.1,0,Y,N
6/14/2018,130544.485,72.49179642,130544.485,72.49179642,0,0,0,8.6,14.5,7.8,5.6,Y,N
6/15/2018,133009.01,74.90558581,133009.01,74.90558581,0,0,0,9.6,14,4.4,4.6,Y,N
6/16/2018,124351.235,81.80076688,124351.235,81.80076688,0,0,0,6.9,13.1,7.1,2.2,Y,N
6/17/2018,120785.595,62.27267155,120785.595,62.27267155,0,0,0,8,13.1,5.1,15.6,Y,N
6/18/2018,138518.735,112.5014975,138518.735,112.5014975,0,0,0,9.5,12,5.9,7.2,Y,N
6/19/2018,143830.12,110.0561904,143830.12,110.0561904,0,0,0,3,14.5,9,0.4,Y,N
6/20/2018,141305.88,91.28934192,141305.88,91.28934192,0,0,0,4.3,15.3,8,0.2,Y,N
6/21/2018,143542.02,141.5569781,143542.02,141.5569781,0,0,0,4,15.1,9.1,0,Y,N
6/22/2018,140296.4,131.5621328,140296.4,131.5621328,0,0,0,4.3,15,8.5,0,Y,N
6/23/2018,132165.425,98.83636551,132165.425,98.83636551,0,0,0,6,12.8,3.9,0,Y,N
6/24/2018,125850.58,95.15597072,125850.58,95.15597072,0,0,0,9,13.1,5.7,0,Y,N
6/25/2018,141972.715,120.2781698,141972.715,120.2781698,0,0,0,8.4,12.6,7.8,0,Y,N
6/26/2018,142842.4,102.3492036,142842.4,102.3492036,0,0,0,8.4,14.1,6.6,0,Y,N
6/27/2018,148100.13,102.4178146,148100.13,102.4178146,0,0,0,4.8,11.2,6,0.2,Y,N
6/28/2018,150445.47,112.8005434,150445.47,112.8005434,0,0,0,5.3,10.6,5.2,0,Y,N
6/29/2018,139188.48,78.80664274,139188.48,78.80664274,0,0,0,6.1,12.5,6.1,0.2,N,N
6/30/2018,125394.425,72.96367256,125394.425,72.96367256,0,0,0,9.4,14.2,4.9,0.4,N,N
7/1/2018,124313.07,83.37499237,124313.07,83.37499237,0,0,0,3.5,14.7,8.8,0.4,N,N
7/2/2018,140713.255,87.32429509,140713.255,87.32429509,0,0,0,2.4,14.6,9.4,0,N,N
7/3/2018,135759.275,64.59208889,135759.275,64.59208889,0,0,0,4.1,14.3,6.7,0,N,N
7/4/2018,128580.975,57.00809903,128580.975,57.00809903,0,0,0,10.4,17.1,6,0,N,N
7/5/2018,125861.6,52.74356752,125861.6,52.74356752,0,0,0,12.7,18.7,2.8,0.4,N,N
7/6/2018,124242.52,52.97184575,124242.52,52.97184575,0,0,0,12.5,15.2,8.3,0,N,N
7/7/2018,119717.435,45.21171494,119717.435,45.21171494,0,0,0,9.6,12.9,6.5,1.2,N,N
7/8/2018,114562.215,47.89162306,114562.215,47.89162306,0,0,0,9.3,13.9,6.2,0.8,N,N
7/9/2018,133874.475,80.82555675,133874.475,80.82555675,0,0,0,10.1,13.8,8.1,1.2,N,N
7/10/2018,140342.995,94.62388585,140342.995,94.62388585,0,0,0,9.3,11.5,5.4,0,N,N
7/11/2018,143461.125,81.95251914,143461.125,81.95251914,0,0,0,6.6,11.6,6,0,N,N
7/12/2018,145767.1,111.8205168,145767.1,111.8205168,0,0,0,4.3,11.3,7.5,0,N,N
7/13/2018,140542.95,104.6546578,140542.95,104.6546578,0,0,0,5.8,13.9,9.3,0.2,N,N
7/14/2018,124491.53,85.80095082,124491.53,85.80095082,0,0,0,4.4,15.5,10,0,N,N
7/15/2018,119464.315,67.79090994,119464.315,67.79090994,0,0,0,6,13.8,9.8,0,N,N
7/16/2018,137446.75,87.63465708,137446.75,87.63465708,0,0,0,7.9,12.6,4.5,0,N,N
7/17/2018,131367.09,71.11637388,131367.09,71.11637388,0,0,0,9.1,17.5,9.2,0,Y,N
7/18/2018,132856.72,72.33715337,132856.72,72.33715337,0,0,0,6.2,15.2,10.3,1.2,Y,N
7/19/2018,133778.445,83.93095962,133778.445,83.93095962,0,0,0,8.7,17.6,8.5,0,Y,N
7/20/2018,135728.405,88.90871173,135728.405,88.90871173,0,0,0,7.2,12.1,7.2,4.4,Y,N
7/21/2018,125928.62,91.69945598,125928.62,91.69945598,0,0,0,6.7,14,7.2,0.2,Y,N
7/22/2018,114186.8,73.13566324,114186.8,73.13566324,0,0,0,8,14.8,10.5,0,Y,N
7/23/2018,134664.655,80.3554361,134664.655,80.3554361,0,0,0,8.4,15.4,6.9,0.2,Y,N
7/24/2018,132967.19,71.11529432,132967.19,71.11529432,0,0,0,8.6,15.6,7.1,0.6,Y,N
7/25/2018,135308.295,76.47250325,135308.295,76.47250325,0,0,0,8.3,15.7,9.3,6.2,Y,N
7/26/2018,137634.125,86.40659409,137634.125,86.40659409,0,0,0,7.7,15.1,8.9,0,Y,N
7/27/2018,130119.5,71.86981662,130119.5,71.86981662,0,0,0,9.2,19.5,10.3,0,Y,N
7/28/2018,116942.94,57.98204775,116942.94,57.98204775,0,0,0,8.4,18.6,9.3,0,Y,N
7/29/2018,111555,29.41428267,111555,29.41428267,0,0,0,10.8,14.6,10,2,Y,N
7/30/2018,135422.135,60.04030816,135422.135,60.04030816,0,0,0,8.2,12.6,7.3,0.4,Y,N
7/31/2018,129519.995,60.90555224,129519.995,60.90555224,0,0,0,8.3,16.2,10.2,0,Y,N
8/1/2018,134004.96,78.76164185,134004.96,78.76164185,0,0,0,9.9,14.8,11.4,1.6,Y,N
8/2/2018,129025,68.07737227,129025,68.07737227,0,0,0,4.9,16.1,11.7,0,Y,N
8/3/2018,129740.315,79.40708144,129740.315,79.40708144,0,0,0,7.8,18.4,6.3,0,Y,N
8/4/2018,116238.175,44.88904487,116238.175,44.88904487,0,0,0,8,15.3,8.7,1.6,Y,N
8/5/2018,104912.38,37.44398417,97676.145,43.09730853,7236.235,-38.86571699,0.083333336,10.6,17.6,11.2,0,Y,N
8/6/2018,127198.78,83.71209075,127198.78,83.71209075,0,0,0,9.4,13.8,8.5,0,Y,N
8/7/2018,131851.015,75.54124144,131851.015,75.54124144,0,0,0,7.3,14.8,9.6,0,Y,N
8/8/2018,131939.5,89.6868364,131939.5,89.6868364,0,0,0,9.6,16,7.2,1,Y,N
8/9/2018,135670.99,82.76084698,135670.99,82.76084698,0,0,0,5.6,15.4,8.6,2.2,Y,N
8/10/2018,121875.355,58.05035802,121875.355,58.05035802,0,0,0,9.4,20,11.8,0,Y,N
8/11/2018,119988.735,64.60234253,119988.735,64.60234253,0,0,0,8.1,14.7,7.4,10.4,Y,N
8/12/2018,115231.85,48.78894063,115231.85,48.78894063,0,0,0,5.4,14.8,10.4,4.6,Y,N
8/13/2018,127541.57,79.75906696,127541.57,79.75906696,0,0,0,7.9,14.9,8.6,0,Y,N
8/14/2018,121073.45,69.12775118,121073.45,69.12775118,0,0,0,9.4,16.7,13.2,0.2,Y,N
8/15/2018,122602.115,67.79660476,122602.115,67.79660476,0,0,0,11.5,18.4,10.1,0,Y,N
8/16/2018,131137.065,95.26710489,131137.065,95.26710489,0,0,0,8.7,14.7,9.2,0.2,Y,N
8/17/2018,125189.54,77.61776722,125189.54,77.61776722,0,0,0,7.7,15.9,12.2,0,Y,N
8/18/2018,116571.26,38.30114714,97520.815,46.78136456,19050.445,-5.109792307,0.1875,8.9,13.8,10.4,2.2,Y,N
8/19/2018,119707.93,50.44694847,101911.51,64.75875547,17796.42,-31.50986431,0.1875,6.7,11.9,9.3,9.2,Y,N
8/20/2018,138918.385,102.3388107,138918.385,102.3388107,0,0,0,5.5,12.4,6.5,2,Y,N
8/21/2018,138424.25,119.2284324,138424.25,119.2284324,0,0,0,8.6,12.4,7.7,1.2,Y,N
8/22/2018,136240.845,104.8161592,136240.845,104.8161592,0,0,0,8.7,14,8.5,1,Y,N
8/23/2018,131956.725,89.57937056,131956.725,89.57937056,0,0,0,5.6,16,11.1,0,Y,N
8/24/2018,130210.94,97.46784435,130210.94,97.46784435,0,0,0,4.8,15.4,14.7,0,Y,N
8/25/2018,116471.775,118.4878363,116471.775,118.4878363,0,0,0,3.9,15.2,14.9,0,Y,N
8/26/2018,111436.265,105.4622088,111436.265,105.4622088,0,0,0,4.9,14.7,12.3,0,Y,N
8/27/2018,131280.85,105.0118031,131280.85,105.0118031,0,0,0,6.8,12.9,12.4,3.6,Y,N
8/28/2018,139563.095,119.8230737,139563.095,119.8230737,0,0,0,1.9,11.2,11.7,0.2,Y,N
8/29/2018,136032.16,118.3790102,136032.16,118.3790102,0,0,0,0.8,12.5,15.5,0,Y,N
8/30/2018,139752.545,97.16641883,124675.055,108.9175078,15077.49,-0.002782807,0.14583333,4.8,16.7,5.1,0,Y,N
8/31/2018,130466.915,122.4259917,130466.915,122.4259917,0,0,0,8.9,16,6.8,1.6,Y,N
9/1/2018,116344.565,104.0260614,116344.565,104.0260614,0,0,0,10.5,13.4,7.4,2.2,Y,N
9/2/2018,118402.905,137.1315117,118402.905,137.1315117,0,0,0,5,12.3,11.2,3,Y,N
9/3/2018,131448.995,139.5163849,131448.995,139.5163849,0,0,0,5,13.1,14.7,0,Y,N
9/4/2018,128192.085,119.5743436,128192.085,119.5743436,0,0,0,3.4,19.5,14.7,0,Y,N
9/5/2018,118307.155,111.5407535,118307.155,111.5407535,0,0,0,8.1,20.2,14.5,0,Y,N
9/6/2018,116467.37,138.9075384,116467.37,138.9075384,0,0,0,13.8,20.6,9.5,0,Y,N
9/7/2018,123583.52,161.5068282,123583.52,161.5068282,0,0,0,8.7,15.1,14.7,3.4,Y,N
9/8/2018,109948.615,109.2937712,109948.615,109.2937712,0,0,0,4.2,17.5,16.2,0.2,Y,N
9/9/2018,107838.95,67.61559125,97911.175,77.33221686,9927.775,-28.2131549,0.104166664,8.6,18.1,7.3,0,Y,N
9/10/2018,123132.625,92.61598256,123132.625,92.61598256,0,0,0,13.4,18,10.2,0,Y,N
9/11/2018,111096.53,67.33325215,111096.53,67.33325215,0,0,0,9.1,24.2,17.7,0,Y,N
9/12/2018,112935.04,83.69489207,112935.04,83.69489207,0,0,0,11.7,18.5,15.8,0,Y,N
9/13/2018,117880.565,84.9782786,117880.565,84.9782786,0,0,0,7.1,19.7,18.2,0,Y,N
9/14/2018,111213.15,35.22426294,109071.12,36.02678956,2142.03,-5.64,0.020833334,10.9,22.7,18.2,0,Y,N
9/15/2018,108632.355,14.67358758,85793.07,56.88960488,22839.285,-143.9058832,0.25,10.2,13.7,6.3,0.2,Y,N
9/16/2018,113030.005,81.63761772,113030.005,81.63761772,0,0,0,5.5,14,15.3,2,Y,N
9/17/2018,118208.24,70.68530394,109191.01,78.91503481,9017.23,-28.96975932,0.083333336,6.7,18.1,18.7,0,Y,N
9/18/2018,119622.285,85.45246864,119622.285,85.45246864,0,0,0,11,20.3,8,0,Y,N
9/19/2018,123787.77,101.0040489,123787.77,101.0040489,0,0,0,8.5,14.7,16.1,3,Y,N
9/20/2018,125335.57,115.429534,125335.57,115.429534,0,0,0,3.8,17.4,18.5,0.8,Y,N
9/21/2018,120372.48,110.8134668,120372.48,110.8134668,0,0,0,8.3,18.9,16.6,0,N,N
9/22/2018,107731.72,83.49359318,107731.72,83.49359318,0,0,0,6.8,17.3,19.7,0,N,N
9/23/2018,107332.1,79.78001757,107332.1,79.78001757,0,0,0,10.4,13.7,11.6,0.2,N,N
9/24/2018,119535.715,93.75513083,119535.715,93.75513083,0,0,0,4.6,14.9,17.2,0,N,N
9/25/2018,124797.085,118.656356,124797.085,118.656356,0,0,0,8.6,13.6,12.2,0,N,N
9/26/2018,119238.345,120.8612104,119238.345,120.8612104,0,0,0,6.4,17.6,20.8,0,N,N
9/27/2018,110878.67,99.28699725,110878.67,99.28699725,0,0,0,9.2,24.2,20.8,0,N,N
9/28/2018,108622.42,90.21299546,108622.42,90.21299546,0,0,0,10.7,15.2,10.2,0,N,Y
9/29/2018,109315.065,86.16408643,109315.065,86.16408643,0,0,0,5.5,14,17,1.2,N,N
9/30/2018,106236.23,86.88451641,106236.23,86.88451641,0,0,0,6.8,16.5,19.8,0.2,N,N
10/1/2018,114466.64,111.1212712,114466.64,111.1212712,0,0,0,4.7,23.3,21.4,0,N,N
10/2/2018,114458.205,104.9424003,114458.205,104.9424003,0,0,0,11.4,25.8,13.4,0,N,N
10/3/2018,115490.835,122.0868375,115490.835,122.0868375,0,0,0,14.7,18.1,10.9,0,N,N
10/4/2018,115294.12,97.49945575,115294.12,97.49945575,0,0,0,10.9,14.6,12.5,0,N,N
10/5/2018,112576.545,105.2909812,112576.545,105.2909812,0,0,0,9.1,20.5,22.5,0,N,N
10/6/2018,102988.145,100.1029263,102988.145,100.1029263,0,0,0,8.3,23.8,22.7,0,N,N
10/7/2018,100476.705,87.87165422,100476.705,87.87165422,0,0,0,10.3,24.7,21.2,0,N,N
10/8/2018,113945.5,87.10126161,113945.5,87.10126161,0,0,0,13.5,28.2,22.7,0,N,N
10/9/2018,116449.31,99.00074936,116449.31,99.00074936,0,0,0,16.1,17.9,7.2,,Y,N
10/10/2018,109551.08,73.53969761,109551.08,73.53969761,0,0,0,10.1,16.5,20,,Y,N
10/11/2018,110432.33,85.63040854,110432.33,85.63040854,0,0,0,6.4,20.7,23.7,0,Y,N
10/12/2018,110457.335,88.47236457,110457.335,88.47236457,0,0,0,8.7,22.7,23.9,0,Y,N
10/13/2018,96584.745,74.61660015,96584.745,74.61660015,0,0,0,10.5,24.9,23.2,0,Y,N
10/14/2018,90918.615,56.86416434,90918.615,56.86416434,0,0,0,12.4,27.3,22.1,0,Y,N
10/15/2018,108070.275,79.18245441,108070.275,79.18245441,0,0,0,19.5,27.5,19.4,0,Y,N
10/16/2018,113889.41,89.02524597,113889.41,89.02524597,0,0,0,20,23.1,6.1,0.2,Y,N
10/17/2018,112592.26,122.20067,112592.26,122.20067,0,0,0,16.1,22.6,15.1,5.2,Y,N
10/18/2018,112806.585,165.7797098,112806.585,165.7797098,0,0,0,14.7,20.7,10.5,2,Y,N
10/19/2018,107940.16,101.6603803,107940.16,101.6603803,0,0,0,12.8,27.4,23,0,Y,N
10/20/2018,99368.855,96.29224204,99368.855,96.29224204,0,0,0,11.7,16.1,9.8,5,Y,N
10/21/2018,98427.53,81.92092442,98427.53,81.92092442,0,0,0,7.6,19.2,22.7,5.6,Y,N
10/22/2018,105893.615,84.17539042,105893.615,84.17539042,0,0,0,8.9,27,25.7,0,Y,N
10/23/2018,109241.565,90.93533587,109241.565,90.93533587,0,0,0,13,18.8,16.7,0,Y,N
10/24/2018,111423.365,93.34475257,111423.365,93.34475257,0,0,0,9.2,15.5,19.7,0,Y,N
10/25/2018,112414.39,115.427252,112414.39,115.427252,0,0,0,6.4,19.5,25,0,Y,N
10/26/2018,111145.12,111.2042443,111145.12,111.2042443,0,0,0,9.6,18.3,23.7,0,Y,N
10/27/2018,97973.985,98.83226708,97973.985,98.83226708,0,0,0,11.3,19.6,20.5,0,Y,N
10/28/2018,95624.015,110.2151781,95624.015,110.2151781,0,0,0,9.3,15.9,22.8,0,Y,N
10/29/2018,110196.615,142.3380601,110196.615,142.3380601,0,0,0,9.1,17,25.6,0,Y,N
10/30/2018,113459.025,149.0806203,113459.025,149.0806203,0,0,0,8.3,25.2,25.8,0,Y,N
10/31/2018,114402.745,121.6154276,114402.745,121.6154276,0,0,0,13,19.5,16.7,0,Y,N
11/1/2018,119350.665,101.7889277,119350.665,101.7889277,0,0,0,12.8,34.3,14.2,0,Y,N
11/2/2018,116793.855,79.01902017,116793.855,79.01902017,0,0,0,16.3,31.6,13.4,0,Y,N
11/3/2018,93859.285,74.72966509,93859.285,74.72966509,0,0,0,12.6,20.9,19.9,0.2,Y,N
11/4/2018,96432.625,90.90147276,96432.625,90.90147276,0,0,0,9.2,20.9,19.7,0,Y,N
11/5/2018,107014.075,104.6322227,107014.075,104.6322227,0,0,0,14.5,28.6,15.8,2.8,Y,N
11/6/2018,100696.565,115.778035,100696.565,115.778035,0,0,0,16.3,21.4,7.8,4.4,Y,Y
11/7/2018,106387.195,95.56956477,106387.195,95.56956477,0,0,0,11.1,17.2,18.2,35.8,Y,N
11/8/2018,109430.37,91.88451742,109430.37,91.88451742,0,0,0,7.7,17,22.7,3,Y,N
11/9/2018,112506.95,101.7347422,112506.95,101.7347422,0,0,0,8,20,14.8,0,Y,N
11/10/2018,100203.55,86.72527139,100203.55,86.72527139,0,0,0,9,20.3,27.3,0,Y,N
11/11/2018,94602.89,76.6722044,94602.89,76.6722044,0,0,0,9.3,19.6,29.1,0.2,Y,N
11/12/2018,114159.595,105.4518321,114159.595,105.4518321,0,0,0,10.9,30.2,17.5,0,Y,N
11/13/2018,120185.265,111.5733647,120185.265,111.5733647,0,0,0,16.9,30.5,18.4,0,Y,N
11/14/2018,116487.58,119.6247227,116487.58,119.6247227,0,0,0,14.8,17.3,7.2,6.2,Y,N
11/15/2018,108628.34,96.50196575,108628.34,96.50196575,0,0,0,13.7,18.1,23.8,0.2,Y,N
11/16/2018,107405.925,97.76708195,107405.925,97.76708195,0,0,0,8.3,19,29.8,0,Y,N
11/17/2018,90498.92,83.26708138,90498.92,83.26708138,0,0,0,9.6,18.1,29.9,0,Y,N
11/18/2018,92043.13,89.24819359,92043.13,89.24819359,0,0,0,9.8,26.6,30.1,0,Y,N
11/19/2018,113978.535,104.471263,113978.535,104.471263,0,0,0,15.4,30.9,27.5,0,Y,N
11/20/2018,118330.625,110.715976,118330.625,110.715976,0,0,0,22.5,27.6,5.5,0,Y,N
11/21/2018,106618.195,100.4282531,106618.195,100.4282531,0,0,0,12.3,23.2,24.2,24.2,Y,N
11/22/2018,107278.83,77.20890254,107278.83,77.20890254,0,0,0,9.7,16.4,20.3,6.2,Y,N
11/23/2018,113582.6,93.52890647,113582.6,93.52890647,0,0,0,11,14.5,3.5,6,Y,N
11/24/2018,101352.12,110.5056773,101352.12,110.5056773,0,0,0,11.1,16.9,15.8,7,Y,N
11/25/2018,96240.41,116.4628124,96240.41,116.4628124,0,0,0,12.7,18.8,20.5,0.8,Y,N
11/26/2018,110547.605,112.209263,110547.605,112.209263,0,0,0,11.9,18.6,25.5,0,Y,N
11/27/2018,109706.42,109.7616976,109706.42,109.7616976,0,0,0,14.4,20,23.3,0.2,Y,N
11/28/2018,106684.825,98.17826,106684.825,98.17826,0,0,0,14.4,20.8,18,0,Y,N
11/29/2018,112586.74,116.3293321,112586.74,116.3293321,0,0,0,13.9,18.7,21.1,0.6,Y,N
11/30/2018,110031.82,106.2941526,110031.82,106.2941526,0,0,0,14.7,20.8,28,0,Y,N
