date,demand,RRP,demand_pos_RRP,RRP_positive,demand_neg_RRP,RRP_negative,frac_at_neg_RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday
7/5/2017,134084.665,146.1761256,134084.665,146.1761256,0,0,0,10.1,15.8,6.5,0,N,N
7/6/2017,137899.715,141.6793728,137899.715,141.6793728,0,0,0,4.8,15,8.7,0,N,N
7/7/2017,134078.07,131.2653815,134078.07,131.2653815,0,0,0,8,14.2,9.4,0,N,N
7/8/2017,123687.97,129.135411,123687.97,129.135411,0,0,0,5.3,13.5,5.1,0,N,N
7/9/2017,116064.03,115.1296024,116064.03,115.1296024,0,0,0,7.3,14.6,7.3,0.8,N,N
7/10/2017,133132.325,123.9739271,133132.325,123.9739271,0,0,0,7,16,5.7,0,N,N
7/11/2017,137352.78,148.6794952,137352.78,148.6794952,0,0,0,6.9,14.3,9.7,0.4,N,N
7/12/2017,138152.105,117.9532423,138152.105,117.9532423,0,0,0,3.2,15.1,9.8,0,N,N
7/13/2017,134622.39,106.1487634,134622.39,106.1487634,0,0,0,4.8,13.3,5.5,0,N,N
7/14/2017,131387.745,111.3949826,131387.745,111.3949826,0,0,0,9.9,15.9,8.6,2,N,N
7/15/2017,124486.695,136.1065517,124486.695,136.1065517,0,0,0,4.5,12,9.4,0,N,N
7/16/2017,119927.64,102.1491373,119927.64,102.1491373,0,0,0,3,12.5,7.8,0,N,N
7/17/2017,131868.24,99.85163753,131868.24,99.85163753,0,0,0,5.7,15.3,6.3,0,N,N
7/18/2017,136121.835,109.9969729,136121.835,109.9969729,0,0,0,9.7,14.5,5.8,0.2,Y,N
7/19/2017,133906.26,109.5605504,133906.26,109.5605504,0,0,0,8.9,13.2,7.7,5,Y,N
7/20/2017,139316.29,133.736501,139316.29,133.736501,0,0,0,7.9,10.7,5.9,0.6,Y,N
7/21/2017,140073.895,130.1927109,140073.895,130.1927109,0,0,0,3.3,13.8,10.3,4.2,Y,N
7/22/2017,122397.13,91.65608062,122397.13,91.65608062,0,0,0,5.4,12.4,7,0,Y,N
7/23/2017,118007.665,107.8923323,118007.665,107.8923323,0,0,0,8.4,14.1,5.4,0,Y,N
7/24/2017,136330.59,122.6544774,136330.59,122.6544774,0,0,0,8.1,16.1,8.3,7,Y,N
7/25/2017,129699.265,113.0336114,129699.265,113.0336114,0,0,0,9.8,17.2,9,0,Y,N
7/26/2017,133198.34,117.2808433,133198.34,117.2808433,0,0,0,10.9,15,8.7,2.4,Y,N
7/27/2017,136003.915,117.3154738,136003.915,117.3154738,0,0,0,4.4,14.2,8.7,2,Y,N
7/28/2017,130432.05,111.3069682,130432.05,111.3069682,0,0,0,6.2,14.3,9.8,2.8,Y,N
7/29/2017,111331.235,93.45310086,111331.235,93.45310086,0,0,0,9.7,17.9,10.1,0,Y,N
7/30/2017,107580.495,91.41616627,107580.495,91.41616627,0,0,0,11.3,18.1,8.3,0,Y,N
7/31/2017,132276.88,137.4766901,132276.88,137.4766901,0,0,0,6.7,14.8,11.5,0,Y,N
8/1/2017,137617.88,137.9754246,137617.88,137.9754246,0,0,0,3.5,15.5,11.5,0,Y,N
8/2/2017,140729.185,113.4923335,140729.185,113.4923335,0,0,0,3.4,12.9,7.5,0,Y,N
8/3/2017,151355.43,169.2338271,151355.43,169.2338271,0,0,0,3.1,9,4.4,0,Y,N
8/4/2017,141647.895,110.3517269,141647.895,110.3517269,0,0,0,4.3,12.1,7.2,6.6,Y,N
8/5/2017,116696.455,82.76667325,116696.455,82.76667325,0,0,0,8.8,14.2,11.7,0,Y,N
8/6/2017,117351.14,86.20220241,117351.14,86.20220241,0,0,0,9,13,8.2,0,Y,N
8/7/2017,138963.175,111.4890145,138963.175,111.4890145,0,0,0,7.7,12.3,7.3,4.2,Y,N
8/8/2017,139108.435,111.5513751,139108.435,111.5513751,0,0,0,7.9,15,7.5,2.2,Y,N
8/9/2017,130044.375,105.283102,130044.375,105.283102,0,0,0,8.9,16.8,11.5,0,Y,N
8/10/2017,122361.925,86.91654833,122361.925,86.91654833,0,0,0,11.4,18.8,8.4,0,Y,N
8/11/2017,122862.345,78.92563543,122862.345,78.92563543,0,0,0,10.3,16.4,9.3,0,Y,N
8/12/2017,113669.45,77.12359093,113669.45,77.12359093,0,0,0,10.3,17.9,9.9,2.8,Y,N
8/13/2017,106274.56,68.29417174,106274.56,68.29417174,0,0,0,9.4,18.7,11.1,2,Y,N
8/14/2017,121533.955,101.399598,121533.955,101.399598,0,0,0,12.3,20.1,12.6,0,Y,N
8/15/2017,127193.3,99.0861742,127193.3,99.0861742,0,0,0,10.4,17.5,3.2,0.2,Y,N
8/16/2017,121445.38,72.16481732,121445.38,72.16481732,0,0,0,12.1,18.1,10.9,0.8,Y,N
8/17/2017,129223.805,73.71456005,129223.805,73.71456005,0,0,0,9.3,15.6,9.1,1.8,Y,N
8/18/2017,133562.985,92.10754493,133562.985,92.10754493,0,0,0,8,12.2,9.4,2.8,Y,N
8/19/2017,124852.67,97.96893516,124852.67,97.96893516,0,0,0,5.9,11.8,11.6,7.2,Y,N
8/20/2017,119798.995,92.81587829,119798.995,92.81587829,0,0,0,5.1,13.3,13.9,2,Y,N
8/21/2017,140410.295,108.906684,140410.295,108.906684,0,0,0,6.8,12.7,7.9,0.6,Y,N
8/22/2017,133809.455,107.9380963,133809.455,107.9380963,0,0,0,5.7,16.8,11.1,1.6,Y,N
8/23/2017,133056.82,106.6475104,133056.82,106.6475104,0,0,0,8.3,18.1,9.7,0,Y,N
8/24/2017,135619.94,118.9186938,135619.94,118.9186938,0,0,0,5.2,13.3,13,9.2,Y,N
8/25/2017,133666.575,120.1723289,133666.575,120.1723289,0,0,0,4.9,15,13.3,0.6,Y,N
8/26/2017,117444.1,93.65754189,117444.1,93.65754189,0,0,0,9.9,15.3,8.5,0,Y,N
8/27/2017,115177.935,93.11747779,115177.935,93.11747779,0,0,0,5.8,10.7,11.8,7.8,Y,N
8/28/2017,139414.495,163.4092605,139414.495,163.4092605,0,0,0,5.8,11.8,14.6,0.6,Y,N
8/29/2017,139814.04,143.84804,139814.04,143.84804,0,0,0,5.4,12.9,9.1,0,Y,N
8/30/2017,137513.465,118.2950765,137513.465,118.2950765,0,0,0,7.7,13.8,12.3,0.6,Y,N
8/31/2017,133982.255,115.4257008,133982.255,115.4257008,0,0,0,4,16.7,15.9,0.2,Y,N
9/1/2017,128707.425,102.2781632,128707.425,102.2781632,0,0,0,3.7,17,14.4,0,Y,N
9/2/2017,114098.115,89.32991678,114098.115,89.32991678,0,0,0,7.3,18.4,6.3,0,Y,N
9/3/2017,103964.33,67.07312753,103964.33,67.07312753,0,0,0,13.4,17.2,6.3,0,Y,N
9/4/2017,128001.055,93.82662098,128001.055,93.82662098,0,0,0,8.8,13.7,13.4,0.4,Y,N
9/5/2017,137696.67,95.60201814,137696.67,95.60201814,0,0,0,6.5,13.3,11,0.2,Y,N
9/6/2017,134819.945,101.0173763,134819.945,101.0173763,0,0,0,6.7,15.1,11,4.8,Y,N
9/7/2017,133405.72,93.02525491,133405.72,93.02525491,0,0,0,7.9,15.2,9.5,0.8,Y,N
9/8/2017,132543.1,102.4160808,132543.1,102.4160808,0,0,0,8,13.5,13.1,3.2,Y,N
9/9/2017,120454.01,96.91024413,120454.01,96.91024413,0,0,0,7.1,14.9,15.9,1.2,Y,N
9/10/2017,114584.065,91.88390937,114584.065,91.88390937,0,0,0,5.3,16.1,12.3,0.2,Y,N
9/11/2017,127169.03,86.68557783,127169.03,86.68557783,0,0,0,8.1,18.1,7,0,Y,N
9/12/2017,130906.89,94.77296866,130906.89,94.77296866,0,0,0,12.2,19.9,3.5,0.2,Y,N
9/13/2017,127192.315,88.36193594,127192.315,88.36193594,0,0,0,13.3,16.4,8.2,2,Y,N
9/14/2017,131986.805,89.57361118,131986.805,89.57361118,0,0,0,5.8,15.3,10.8,1.4,Y,N
9/15/2017,128761.605,89.23620112,128761.605,89.23620112,0,0,0,9.6,16.7,7,0,Y,N
9/16/2017,111301.56,89.60758713,111301.56,89.60758713,0,0,0,7.4,13.3,16.7,21.4,Y,N
9/17/2017,104766,75.50959889,104766,75.50959889,0,0,0,4,18.1,19,0.2,Y,N
9/18/2017,115123.54,79.7834479,115123.54,79.7834479,0,0,0,10.5,22,15.7,0,Y,N
9/19/2017,124033.955,92.37276862,124033.955,92.37276862,0,0,0,9,13.9,16.6,0.2,Y,N
9/20/2017,123461.38,82.59561088,123461.38,82.59561088,0,0,0,6,19.2,17.3,0,Y,N
9/21/2017,119309.93,74.95776902,119309.93,74.95776902,0,0,0,11.6,23.6,13,0,Y,N
9/22/2017,116611.25,75.28911916,116611.25,75.28911916,0,0,0,12.8,25.6,15.6,0,N,N
9/23/2017,101012.29,63.0173962,101012.29,63.0173962,0,0,0,14.8,30.6,17.3,0,N,N
9/24/2017,92608.24,43.1973476,92608.24,43.1973476,0,0,0,12.9,19.9,12,0.4,N,N
9/25/2017,119126.485,71.24106571,119126.485,71.24106571,0,0,0,10.3,14.2,10.9,1.6,N,N
9/26/2017,124452.94,79.80022526,124452.94,79.80022526,0,0,0,5,15.1,20.4,0.4,N,N
9/27/2017,119028.07,72.5455091,119028.07,72.5455091,0,0,0,9.6,24.6,11.7,0,N,N
9/28/2017,116655.855,61.64955658,116655.855,61.64955658,0,0,0,10.4,18.5,12.8,0,N,N
9/29/2017,102847.255,42.63467565,102847.255,42.63467565,0,0,0,10.6,18.4,14.5,0,N,Y
9/30/2017,100701.82,47.30994353,100701.82,47.30994353,0,0,0,11,15.4,16.1,1,N,N
10/1/2017,103556.74,58.98962758,103556.74,58.98962758,0,0,0,9.7,17.2,9.2,0,N,N
10/2/2017,119226.42,74.49715829,119226.42,74.49715829,0,0,0,9.5,16.4,16.4,0,N,N
10/3/2017,118856.415,79.05914605,118856.415,79.05914605,0,0,0,6.8,22.3,21.8,0,N,N
10/4/2017,114604.62,71.10873323,114604.62,71.10873323,0,0,0,8.5,20.8,21.6,0,N,N
10/5/2017,113134.58,65.31573626,113134.58,65.31573626,0,0,0,11.7,19.4,10.4,0,N,N
10/6/2017,118359.28,53.42903945,118359.28,53.42903945,0,0,0,10.1,15,16.8,2.4,N,N
10/7/2017,101974.595,38.89411226,101974.595,38.89411226,0,0,0,7.2,23.7,17.3,0.2,N,N
10/8/2017,97053.545,56.16035213,97053.545,56.16035213,0,0,0,11.1,25.3,19.5,0,N,N
10/9/2017,111432.365,68.87949682,111432.365,68.87949682,0,0,0,14,18.7,16.7,2.4,N,N
10/10/2017,116556.425,77.45230854,116556.425,77.45230854,0,0,0,8,18.8,23.6,0.2,Y,N
10/11/2017,114133.54,55.55322179,114133.54,55.55322179,0,0,0,9.8,25.6,7.5,0,Y,N
10/12/2017,113957.735,56.95927733,113957.735,56.95927733,0,0,0,10.5,19.2,15.6,10,Y,N
10/13/2017,117048.725,83.75674609,117048.725,83.75674609,0,0,0,13.1,16.7,12.5,0,Y,N
10/14/2017,102037.165,85.40388327,102037.165,85.40388327,0,0,0,8.2,16.1,23.6,0,Y,N
10/15/2017,98108.815,71.60289058,98108.815,71.60289058,0,0,0,6.8,17.6,24.5,0,Y,N
10/16/2017,115907.395,84.01322671,115907.395,84.01322671,0,0,0,11.3,28.6,23.8,0,Y,N
10/17/2017,117470.22,76.51584579,117470.22,76.51584579,0,0,0,12.8,30.2,24.9,0,Y,N
10/18/2017,121087.1,92.33412136,121087.1,92.33412136,0,0,0,14.5,30.9,25.1,0,Y,N
10/19/2017,118201.175,80.3767171,118201.175,80.3767171,0,0,0,21.7,25.6,9.8,0,Y,N
10/20/2017,108412.665,72.71584684,108412.665,72.71584684,0,0,0,11.3,16.2,24,2.6,Y,N
10/21/2017,102195.975,73.10833941,102195.975,73.10833941,0,0,0,11,15.4,12.8,0,Y,N
10/22/2017,100571.04,76.32822257,100571.04,76.32822257,0,0,0,11.1,16,13,0,Y,N
10/23/2017,115549.435,90.67566504,115549.435,90.67566504,0,0,0,11.9,19,21.8,0,Y,N
10/24/2017,118010.31,91.93047541,118010.31,91.93047541,0,0,0,12.1,20.5,18.7,0.2,Y,N
10/25/2017,115813.03,98.04241531,115813.03,98.04241531,0,0,0,13.3,18.5,12.5,11.4,Y,N
10/26/2017,117333.445,89.91123068,117333.445,89.91123068,0,0,0,12.9,16.8,12.2,0.2,Y,N
10/27/2017,112633.265,78.66088236,112633.265,78.66088236,0,0,0,10.3,27.4,26.1,0,Y,N
10/28/2017,100746.42,81.09446701,100746.42,81.09446701,0,0,0,15,21.4,16.8,0.4,Y,N
10/29/2017,92182.955,61.46252749,92182.955,61.46252749,0,0,0,11.5,28.6,27.1,0,Y,N
10/30/2017,112227.65,77.42179007,112227.65,77.42179007,0,0,0,8.8,17,17,4.4,Y,N
10/31/2017,116179.47,86.95725767,116179.47,86.95725767,0,0,0,8.1,16.4,24.8,6,Y,N
11/1/2017,116632.09,87.02754256,116632.09,87.02754256,0,0,0,11.9,18,14.2,0.4,Y,N
11/2/2017,120470.785,87.51016268,120470.785,87.51016268,0,0,0,11.3,17.4,17,1.4,Y,N
11/3/2017,113451.995,76.92584895,113451.995,76.92584895,0,0,0,9.4,16.6,20.5,1.4,Y,N
11/4/2017,101610.815,78.73458189,101610.815,78.73458189,0,0,0,8.3,15.8,24.6,0.4,Y,N
11/5/2017,95368.165,77.63660268,95368.165,77.63660268,0,0,0,6.4,17.6,24.1,0,Y,N
11/6/2017,104632.79,80.93422103,104632.79,80.93422103,0,0,0,10.9,16.1,18.9,0,Y,N
11/7/2017,100592.295,78.3177663,100592.295,78.3177663,0,0,0,10,15.8,18.8,3.4,Y,Y
11/8/2017,111738.485,90.99575509,111738.485,90.99575509,0,0,0,12.1,16.9,25.4,0,Y,N
11/9/2017,113539.935,85.58259467,113539.935,85.58259467,0,0,0,8.7,21.8,28.8,0,Y,N
11/10/2017,115156.445,92.61553695,115156.445,92.61553695,0,0,0,12.1,27.2,23.7,0,Y,N
11/11/2017,104194.345,83.49493924,104194.345,83.49493924,0,0,0,14.8,24.7,28.8,0,Y,N
11/12/2017,98774.235,73.95006482,97218.19,80.61115724,1556.045,-342.22,0.020833334,13.2,23.3,25,0,Y,N
11/13/2017,125795.84,102.5536814,125795.84,102.5536814,0,0,0,13.7,33,29.5,0,Y,N
11/14/2017,135420.82,94.73168487,135420.82,94.73168487,0,0,0,18.2,33.9,29.5,0,Y,N
11/15/2017,130385.05,90.97415977,130385.05,90.97415977,0,0,0,21.5,31.4,16.9,0,Y,N
11/16/2017,116715.965,88.81610737,116715.965,88.81610737,0,0,0,18.1,21.3,4.8,3.6,Y,N
11/17/2017,117797.62,99.44627676,117797.62,99.44627676,0,0,0,16.4,26.8,22.9,4.2,Y,N
11/18/2017,106730.21,89.77027766,106730.21,89.77027766,0,0,0,16.1,28.1,20.1,0,Y,N
11/19/2017,101256.78,81.88131427,101256.78,81.88131427,0,0,0,15.1,29.3,27.5,24.8,Y,N
11/20/2017,128658.27,131.3009413,128658.27,131.3009413,0,0,0,16.6,30.8,28.6,0,Y,N
11/21/2017,137151.495,152.7547663,137151.495,152.7547663,0,0,0,17.8,32.9,29.5,0,Y,N
11/22/2017,138882.25,116.8798367,138882.25,116.8798367,0,0,0,18.7,32.6,30.6,0,Y,N
11/23/2017,135162.115,105.2716657,135162.115,105.2716657,0,0,0,16.2,31.9,18.9,0,Y,N
11/24/2017,133951.29,116.5617909,133951.29,116.5617909,0,0,0,18.6,30.7,13.8,1,Y,N
11/25/2017,121219.595,99.01042074,121219.595,99.01042074,0,0,0,19.3,32.5,17,0.4,Y,N
11/26/2017,108717.875,83.11451412,108717.875,83.11451412,0,0,0,19.4,28.3,,3.4,Y,N
11/27/2017,115429.005,84.60892315,115429.005,84.60892315,0,0,0,16.5,21.2,20.5,1.4,Y,N
11/28/2017,129798.47,130.5019687,129798.47,130.5019687,0,0,0,13.7,31,31.1,0.2,Y,N
11/29/2017,151730.95,166.5526468,151730.95,166.5526468,0,0,0,18.5,35.8,28.3,0,Y,N
11/30/2017,154632.335,131.4914339,154632.335,131.4914339,0,0,0,22.5,34.9,23.1,0,Y,N
12/1/2017,125141.9,87.15229595,125141.9,87.15229595,0,0,0,21.5,23.5,1.6,1.8,Y,N
12/2/2017,99234.22,66.25585865,99234.22,66.25585865,0,0,0,14.7,16.4,0.7,20.6,Y,N
12/3/2017,92487.705,67.75806637,92487.705,67.75806637,0,0,0,11.5,17.1,14.4,43.8,Y,N
12/4/2017,111625.98,84.04175782,111625.98,84.04175782,0,0,0,12.4,17.5,7.9,5.4,Y,N
12/5/2017,113063.675,82.84205791,113063.675,82.84205791,0,0,0,10.8,22.8,22.9,1.8,Y,N
12/6/2017,115383.13,89.56405055,115383.13,89.56405055,0,0,0,13.6,21.3,23.6,0,Y,N
12/7/2017,115736.97,102.5919318,115736.97,102.5919318,0,0,0,11.6,21.9,19.8,0,Y,N
12/8/2017,109568.47,87.46772198,109568.47,87.46772198,0,0,0,11.4,18.7,28.5,25.2,Y,N
12/9/2017,99334.8,82.98083753,99334.8,82.98083753,0,0,0,12.7,23,19.2,0,Y,N
12/10/2017,97715.01,81.0891636,97715.01,81.0891636,0,0,0,14.5,22.2,31.4,0,Y,N
12/11/2017,114680.185,97.60539576,114680.185,97.60539576,0,0,0,16.4,20.7,26.3,0,Y,N
12/12/2017,121945.175,104.9958379,121945.175,104.9958379,0,0,0,15.8,26.4,31.3,0,Y,N
12/13/2017,146933.095,94.49815198,146933.095,94.49815198,0,0,0,15.8,37.6,32,0,Y,N
12/14/2017,129280.81,101.8652498,129280.81,101.8652498,0,0,0,20.5,23.1,21.7,0,Y,N
12/15/2017,120821.055,105.4358596,120821.055,105.4358596,0,0,0,14.1,26.4,32.1,0,Y,N
12/16/2017,110154.36,99.47541633,110154.36,99.47541633,0,0,0,13.8,24.6,31,0,Y,N
12/17/2017,107212.84,82.04932328,107212.84,82.04932328,0,0,0,15.7,24.5,30.5,0,Y,N
12/18/2017,138949.675,117.2653843,138949.675,117.2653843,0,0,0,17.1,33,22.1,0,Y,N
12/19/2017,142870.395,106.4977263,142870.395,106.4977263,0,0,0,19.7,37.4,12.1,0,Y,N
12/20/2017,114916.99,78.73760078,114916.99,78.73760078,0,0,0,15.8,24.5,19,20.6,Y,N
12/21/2017,114462.53,85.77543165,114462.53,85.77543165,0,0,0,12.3,23.7,31.9,0,Y,N
12/22/2017,116428.79,81.598863,116428.79,81.598863,0,0,0,13.6,27.7,26.6,0,N,N
12/23/2017,109364.01,79.89884834,109364.01,79.89884834,0,0,0,14.7,30.2,21.2,0,N,N
12/24/2017,92856.23,58.93911386,92856.23,58.93911386,0,0,0,15.8,19.4,25.7,0.4,N,N
12/25/2017,85094.375,44.90030063,85094.375,44.90030063,0,0,0,15.1,21.4,29,0,N,Y
12/26/2017,98638.855,72.84524212,98638.855,72.84524212,0,0,0,12.5,30.5,31.9,0,N,Y
12/27/2017,128753.755,113.6548037,128753.755,113.6548037,0,0,0,17.3,34.5,30.6,0,N,N
12/28/2017,130699.155,109.4926892,130699.155,109.4926892,0,0,0,24,32.8,13.5,0,N,N
12/29/2017,115572.045,93.83408893,115572.045,93.83408893,0,0,0,18.6,24.4,9.3,0.2,N,N
12/30/2017,96358.975,59.47516902,96358.975,59.47516902,0,0,0,15.6,21.3,13.6,8.4,N,N
12/31/2017,95700.48,61.49347092,95700.48,61.49347092,0,0,0,12,25.7,31.7,0.2,N,N
1/1/2018,95959.685,71.8177473,95959.685,71.8177473,0,0,0,16.6,25.3,31.4,0,N,Y
1/2/2018,105277.85,69.38772963,105277.85,69.38772963,0,0,0,16.4,21.8,29.7,0,N,N
1/3/2018,106373.825,67.23811677,106373.825,67.23811677,0,0,0,14.6,21,27.2,0,N,N
1/4/2018,113337.685,78.7381874,113337.685,78.7381874,0,0,0,14.1,23.6,31.8,0.2,N,N
1/5/2018,123247.735,90.82817034,123247.735,90.82817034,0,0,0,14.7,30.7,31.7,0,N,N
1/6/2018,133705.845,75.59138621,133705.845,75.59138621,0,0,0,18.8,41.7,31.5,0,N,N
1/7/2018,107142.815,80.97604617,107142.815,80.97604617,0,0,0,18.7,21.8,11,0,N,N
1/8/2018,118832.07,87.93157864,118832.07,87.93157864,0,0,0,17.3,21.9,17.5,0,N,N
1/9/2018,111361.05,76.71739452,111361.05,76.71739452,0,0,0,15.7,22.5,30,0,N,N
1/10/2018,116530.04,80.21227444,116530.04,80.21227444,0,0,0,13.6,25.6,23.5,0,N,N
1/11/2018,139607.905,87.80265805,139607.905,87.80265805,0,0,0,15.5,34.5,28.6,0,N,N
1/12/2018,132022.87,94.00071925,132022.87,94.00071925,0,0,0,20.4,30,1.7,1,N,N
1/13/2018,98977.05,73.27654592,98977.05,73.27654592,0,0,0,16,20.9,10.7,7,N,N
1/14/2018,92021.68,66.65958191,92021.68,66.65958191,0,0,0,12.7,19.5,27.5,15,N,N
1/15/2018,109389.095,86.37851455,109389.095,86.37851455,0,0,0,14.6,20.9,21.1,0,N,N
1/16/2018,116074.03,92.83687768,116074.03,92.83687768,0,0,0,12.9,26.9,31.1,0,N,N
1/17/2018,129286.365,100.2774263,129286.365,100.2774263,0,0,0,12.4,30.3,30.9,0,N,N
1/18/2018,154648.065,1210.13792,154648.065,1210.13792,0,0,0,16.6,40,30.8,0,N,N
1/19/2018,165070.595,647.5741634,165070.595,647.5741634,0,0,0,22.5,40.3,30.6,0,N,N
1/20/2018,124825.025,94.10481486,124825.025,94.10481486,0,0,0,20.3,24.6,20.2,0,N,N
1/21/2018,127305.2,121.7119723,127305.2,121.7119723,0,0,0,21,28.2,14.9,0,N,N
1/22/2018,137955.425,115.1294838,137955.425,115.1294838,0,0,0,20.5,23.9,27.3,0,N,N
1/23/2018,128314.47,102.3741093,128314.47,102.3741093,0,0,0,18,23.6,28.3,0,N,N
1/24/2018,128899.765,103.427874,128899.765,103.427874,0,0,0,14.8,23.3,27.5,0,N,N
1/25/2018,139245.21,155.5028059,139245.21,155.5028059,0,0,0,17.1,26.6,28.1,0,N,N
1/26/2018,128599.46,91.43489281,128599.46,91.43489281,0,0,0,19.4,28.4,19.9,0,N,Y
1/27/2018,139114.585,104.878878,139114.585,104.878878,0,0,0,21.2,33.2,27.5,3.4,N,N
1/28/2018,159436.69,290.419644,159436.69,290.419644,0,0,0,22.7,38.1,28.5,0,N,N
1/29/2018,160437.565,107.6574249,160437.565,107.6574249,0,0,0,27.8,33.5,7.3,0,N,N
1/30/2018,115239.57,78.57443881,115239.57,78.57443881,0,0,0,15.6,21,14.1,38.8,N,N
1/31/2018,108524.18,65.21755805,108524.18,65.21755805,0,0,0,14.6,19.1,19.6,0,Y,N
2/1/2018,109949.21,72.41222981,109949.21,72.41222981,0,0,0,12.1,22.5,28.9,0.2,Y,N
2/2/2018,112946.34,80.45435373,112946.34,80.45435373,0,0,0,13.4,22.1,28.4,0,Y,N
2/3/2018,104947.325,86.51700791,104947.325,86.51700791,0,0,0,15.8,28.1,26.7,0,Y,N
2/4/2018,106065.935,98.92184656,106065.935,98.92184656,0,0,0,14.7,25.7,28.5,0,Y,N
2/5/2018,126465.96,103.8301928,126465.96,103.8301928,0,0,0,17,25.7,24,0,Y,N
2/6/2018,137539.725,104.2296312,137539.725,104.2296312,0,0,0,17.7,29.9,27.6,0,Y,N
2/7/2018,159307.315,624.2609343,159307.315,624.2609343,0,0,0,18.7,37.4,27.1,0,Y,N
2/8/2018,149473.01,106.6526349,146959.735,111.1773014,2513.275,-157.92,0.020833334,20.6,27.5,15.8,0,Y,N
2/9/2018,137101.87,113.7060807,137101.87,113.7060807,0,0,0,20.4,24.9,17.2,0,Y,N
2/10/2018,118113.8,83.52152692,118113.8,83.52152692,0,0,0,18.7,30.3,6.6,0,Y,N
2/11/2018,100440.29,66.27235744,100440.29,66.27235744,0,0,0,15.5,21.2,18.5,0,Y,N
2/12/2018,116209.13,93.17393574,116209.13,93.17393574,0,0,0,16.3,23.6,22.2,0,Y,N
2/13/2018,124882.715,99.60943335,124882.715,99.60943335,0,0,0,13.6,29,26,0,Y,N
2/14/2018,115269.5,72.04642836,112721.75,73.77879978,2547.75,-4.6,0.020833334,17.5,23.3,22.8,0,Y,N
2/15/2018,117260.245,83.18774095,117260.245,83.18774095,0,0,0,13.5,24.2,18.4,0,Y,N
2/16/2018,114736.355,86.83534632,114736.355,86.83534632,0,0,0,15.7,22.2,24.8,0,Y,N
2/17/2018,105799.935,82.75830709,105799.935,82.75830709,0,0,0,12.4,25.3,24.1,0,Y,N
2/18/2018,105085.515,77.33761623,105085.515,77.33761623,0,0,0,13.6,24,20.5,0,Y,N
2/19/2018,113116.425,74.67782818,113116.425,74.67782818,0,0,0,17.6,25.4,20.9,0.8,Y,N
2/20/2018,120035.385,78.80051783,120035.385,78.80051783,0,0,0,14.1,29.5,25.5,0,Y,N
2/21/2018,124481.415,84.55573944,124481.415,84.55573944,0,0,0,16,29.3,16,0,Y,N
2/22/2018,133607.065,88.84783879,133607.065,88.84783879,0,0,0,20.3,31,16.8,0,Y,N
2/23/2018,136328.345,85.71319638,136328.345,85.71319638,0,0,0,21.2,33.5,13.4,0.2,Y,N
2/24/2018,119226.435,75.07065351,119226.435,75.07065351,0,0,0,22.7,31.6,4.8,0.4,Y,N
2/25/2018,96305.07,55.99939481,96305.07,55.99939481,0,0,0,16.2,19.8,10,0,Y,N
2/26/2018,117952.365,76.80551434,117952.365,76.80551434,0,0,0,14.3,26.5,24.3,0,Y,N
2/27/2018,127894.285,73.63540059,127894.285,73.63540059,0,0,0,14.9,31.3,24,0,Y,N
2/28/2018,123400.17,69.09284173,123400.17,69.09284173,0,0,0,20,30.9,19.6,0,Y,N
3/1/2018,117346.26,78.60161635,117346.26,78.60161635,0,0,0,16.2,20.5,17.7,0.8,Y,N
3/2/2018,119960.33,91.86653114,119960.33,91.86653114,0,0,0,14.5,22.8,19.6,0.4,Y,N
3/3/2018,111096.305,80.62405226,111096.305,80.62405226,0,0,0,13.9,32.7,21.8,0,Y,N
3/4/2018,101334.2,72.59906688,101334.2,72.59906688,0,0,0,15.8,21,22.2,0,Y,N
3/5/2018,112527.285,70.61555772,112527.285,70.61555772,0,0,0,14.9,21.1,16.6,0,Y,N
3/6/2018,113850.81,61.35468536,113850.81,61.35468536,0,0,0,12.5,27.6,22.6,0,Y,N
3/7/2018,122717.5,73.26754588,122717.5,73.26754588,0,0,0,14.4,28.5,22.4,0,Y,N
3/8/2018,128732.59,94.57427046,128732.59,94.57427046,0,0,0,14.9,30.5,22.1,0,Y,N
3/9/2018,127805.485,99.17049915,127805.485,99.17049915,0,0,0,14.6,28.8,21.9,0,Y,N
3/10/2018,120398.885,91.9884432,120398.885,91.9884432,0,0,0,14.3,35.1,21.6,0,Y,N
3/11/2018,104486.18,74.15265258,104486.18,74.15265258,0,0,0,17,22.8,14.3,0,Y,N
3/12/2018,97542.31,63.45220472,97542.31,63.45220472,0,0,0,16.7,20.9,10.2,0,Y,Y
3/13/2018,112663.625,77.09496678,112663.625,77.09496678,0,0,0,14.6,20.5,18.8,2.2,Y,N
3/14/2018,114195.35,97.28174892,114195.35,97.28174892,0,0,0,12.8,21.3,17.7,0,Y,N
3/15/2018,116045.27,101.6909409,116045.27,101.6909409,0,0,0,15.3,20.8,13.9,0,Y,N
3/16/2018,116284.345,92.59423224,116284.345,92.59423224,0,0,0,12.5,24.4,15,0,Y,N
3/17/2018,110715.12,75.22999429,110715.12,75.22999429,0,0,0,15.4,32,15.1,0,Y,N
3/18/2018,97262.705,62.87276065,97262.705,62.87276065,0,0,0,22.6,23.1,13.4,0,Y,N
3/19/2018,111617.945,77.17016536,111617.945,77.17016536,0,0,0,13.2,28,17.8,0,Y,N
