date,demand,RRP
1/1/2015,99635.03,25.63369643
1/2/2015,129606.01,33.13898756
1/3/2015,142300.54,34.56485483
1/4/2015,104330.715,25.00556024
1/5/2015,118132.2,26.72417628
1/6/2015,130672.485,31.28231073
1/7/2015,153514.82,48.31230938
1/8/2015,142015.655,49.1172803
1/9/2015,121801.155,34.49067545
1/10/2015,103043.66,20.2298249
1/11/2015,99865.755,18.23476806
1/12/2015,131261.125,33.69481017
1/13/2015,126527.36,27.53786427
1/14/2015,119741.62,29.01851661
1/15/2015,118411.22,30.93653879
1/16/2015,116690.765,23.01519088
1/17/2015,99371.31,18.99492729
1/18/2015,97728.75,17.00868088
1/19/2015,116883.15,26.92787619
1/20/2015,128968.125,23.07807414
1/21/2015,148702.505,34.44341546
1/22/2015,153232.1,35.2307614
1/23/2015,138095.2,40.60420022
1/24/2015,116310.59,20.92200015
1/25/2015,97959.46,16.5414177
1/26/2015,103769.48,16.9360128
1/27/2015,118393.31,21.2062886
1/28/2015,116763.725,17.02383824
1/29/2015,119313.73,19.62482736
1/30/2015,121018.15,21.02935608
1/31/2015,103822.97,16.53884673
2/1/2015,100178.84,14.57884442
2/2/2015,118694.16,22.27003219
2/3/2015,122880.13,27.00383233
2/4/2015,117398.03,27.8091342
2/5/2015,122279.425,31.38457074
2/6/2015,141837.005,38.84018027
2/7/2015,132138.365,28.76170678
2/8/2015,112108.215,23.9741066
2/9/2015,126813.075,28.90913471
2/10/2015,145948.565,37.52259998
2/11/2015,149322.85,32.6554543
2/12/2015,131376.78,26.57663494
2/13/2015,136070.62,18.73697061
2/14/2015,119692.025,20.24010323
2/15/2015,125287.71,24.58418694
2/16/2015,131832.63,31.9490406
2/17/2015,127666.01,30.25014939
2/18/2015,125972.765,30.23579275
2/19/2015,139399.69,33.59896068
2/20/2015,139465.675,33.53867153
2/21/2015,136283.03,31.25281984
2/22/2015,138016.35,32.40972721
2/23/2015,135255.815,28.41722913
2/24/2015,120263.515,26.5590119
2/25/2015,130062.755,33.32324959
2/26/2015,131525.855,39.08657834
2/27/2015,131069.4,36.33901155
2/28/2015,116275.73,25.14313073
3/1/2015,103462.78,24.58614815
3/2/2015,123301.835,33.16652623
3/3/2015,126750.29,43.73945714
3/4/2015,120764.185,37.25248391
3/5/2015,114967.345,25.3228281
3/6/2015,117053.75,27.75052169
3/7/2015,108344.575,22.11321454
3/8/2015,106348.78,20.57443413
3/9/2015,108282.48,23.80806827
3/10/2015,125828.53,31.76374918
3/11/2015,124418.415,33.59649288
3/12/2015,121683.65,26.04050589
3/13/2015,120929.815,24.19536323
3/14/2015,108738.82,17.39452956
3/15/2015,100170.295,14.3730994
3/16/2015,123787.075,22.66079993
3/17/2015,125600.86,21.38556947
3/18/2015,127975.815,24.43863773
3/19/2015,128319.45,24.56824098
3/20/2015,119491.32,24.06816285
3/21/2015,106754.8,20.47371461
3/22/2015,106555.03,18.91869559
3/23/2015,122810.05,26.68562798
3/24/2015,123234.935,34.05849946
3/25/2015,122268.86,28.54875424
3/26/2015,121998.2,21.9713629
3/27/2015,122346.335,25.77160038
3/28/2015,112187.715,29.27136869
3/29/2015,106418.665,24.67271635
3/30/2015,123061.87,33.7503627
3/31/2015,125795.325,31.83656958
4/1/2015,122042.265,26.16780586
4/2/2015,113838.41,23.46025058
4/3/2015,98891.06,20.9393785
4/4/2015,103999.17,23.18805617
4/5/2015,103685.45,20.50865038
4/6/2015,107383.37,17.04855264
4/7/2015,120235.505,21.35945999
4/8/2015,122129.775,25.20801652
4/9/2015,123990.76,25.20780037
4/10/2015,121753.115,25.6771108
4/11/2015,110034.165,23.05591231
4/12/2015,103760.225,22.05303719
4/13/2015,125107.78,29.40828908
4/14/2015,127793.38,30.99517563
4/15/2015,126673.935,31.09055848
4/16/2015,126937.94,40.68150885
4/17/2015,131031.415,33.98750482
4/18/2015,109763.985,26.14012894
4/19/2015,107160.54,24.54069444
4/20/2015,126696.19,33.67717583
4/21/2015,127973.585,30.4731569
4/22/2015,128598.495,36.69528357
4/23/2015,126483.805,35.42248474
4/24/2015,126230.785,36.4979363
4/25/2015,111803.625,25.97830858
4/26/2015,108217.82,28.95541976
4/27/2015,127855.22,48.67306836
4/28/2015,132642.14,46.2680344
4/29/2015,132814.615,39.82982089
4/30/2015,132669.58,39.09265231
5/1/2015,126304.445,47.4744621
5/2/2015,108487.975,25.8520399
5/3/2015,109233.34,30.62706307
5/4/2015,122375.47,28.80303794
5/5/2015,123734.865,27.38334397
5/6/2015,129121.86,26.02258938
5/7/2015,131237.185,29.08203003
5/8/2015,131138.73,29.07560905
5/9/2015,108377.05,19.60236047
5/10/2015,103811.28,13.27984076
5/11/2015,123740.245,28.47548938
5/12/2015,129312.58,28.35535897
5/13/2015,136903.27,33.6029018
5/14/2015,135217.65,36.08497609
5/15/2015,135172.41,32.88820189
5/16/2015,117136.63,35.11935553
5/17/2015,111897.085,30.54759947
5/18/2015,127524.8,39.33371288
5/19/2015,133235.48,34.03831774
5/20/2015,127522.71,30.97608603
5/21/2015,135361.195,35.62199843
5/22/2015,133422.46,34.61410533
5/23/2015,119331.85,31.22698432
5/24/2015,118783.085,31.49325856
5/25/2015,136690.92,51.61033015
5/26/2015,140886.995,46.40181363
5/27/2015,133103.37,29.88407137
5/28/2015,127900.235,26.09688903
5/29/2015,132338.94,29.80358005
5/30/2015,114669.79,19.04882579
5/31/2015,113261.26,18.57271408
6/1/2015,140919.995,36.92812664
6/2/2015,148534.505,59.85603338
6/3/2015,146902.95,50.5626836
6/4/2015,147155.265,33.05028479
6/5/2015,142625.035,37.96653889
6/6/2015,120128.295,30.18134685
6/7/2015,109609.685,23.38038485
6/8/2015,110715.815,24.3576365
6/9/2015,132854.135,36.71427512
6/10/2015,144125.525,39.76613747
6/11/2015,143465.445,37.48182938
6/12/2015,145005.62,37.53937282
6/13/2015,123754.55,29.86858815
6/14/2015,119125.62,31.59818231
6/15/2015,136054.145,36.01098153
6/16/2015,139073.785,36.94281938
6/17/2015,134290.46,39.27859913
6/18/2015,137073.775,37.45776352
6/19/2015,139781.245,38.55071374
6/20/2015,129576.36,41.09768311
6/21/2015,124910.57,33.90238984
6/22/2015,140431.36,30.47783118
6/23/2015,133171.4,30.2380616
6/24/2015,135407.57,32.21777895
6/25/2015,137379.23,33.05483817
6/26/2015,135562.075,31.92862512
6/27/2015,124587.43,28.29254035
6/28/2015,119277.48,31.00149176
6/29/2015,139468.155,35.77539876
6/30/2015,143170.055,37.6252582
7/1/2015,138931,29.52094616
7/2/2015,138972.425,35.6183138
7/3/2015,145713.81,42.62957624
7/4/2015,130073.27,29.12782527
7/5/2015,117312.925,24.00328983
7/6/2015,143176.335,36.04178884
7/7/2015,143984.39,37.29751745
7/8/2015,141696.295,40.58380685
7/9/2015,141994.375,38.51727354
7/10/2015,136884.095,32.28845537
7/11/2015,123971.705,30.62181991
7/12/2015,124790.695,33.15211905
7/13/2015,138680.335,47.52630153
7/14/2015,150671.105,45.25558281
7/15/2015,151270.54,50.4974182
7/16/2015,144797.98,40.47170764
7/17/2015,142965.48,49.21850696
7/18/2015,130187.445,44.09776708
7/19/2015,131141.355,43.57342248
7/20/2015,146154.37,41.79671269
7/21/2015,138931.81,28.89548968
7/22/2015,138418.835,33.70727752
7/23/2015,142316.295,33.97518484
7/24/2015,136837.155,27.6698245
7/25/2015,121021.425,22.2391885
7/26/2015,120396.735,22.38424622
7/27/2015,142470.43,35.17621745
7/28/2015,144008.37,40.75298793
7/29/2015,142637.76,37.23752124
7/30/2015,143544.11,29.12283736
7/31/2015,139584.955,35.05977109
8/1/2015,125032.57,29.88013959
8/2/2015,117638.065,23.37418658
8/3/2015,141451.725,38.12797815
8/4/2015,147550.185,44.67333638
8/5/2015,142325.99,42.5957224
8/6/2015,143642.355,48.94517285
8/7/2015,143060.33,42.78284919
8/8/2015,125830.535,39.11605998
8/9/2015,120008.455,29.44132945
8/10/2015,130978.095,30.09105237
8/11/2015,135616.125,31.94331353
8/12/2015,138900.5,37.33841387
8/13/2015,140905.85,36.73054058
8/14/2015,137838.925,35.43773739
8/15/2015,122088.76,34.08615436
8/16/2015,116648.77,25.31764941
8/17/2015,137008.71,31.79373023
8/18/2015,148093.96,45.28668706
8/19/2015,144024.66,39.23515304
8/20/2015,131575.79,30.54500061
8/21/2015,126570.47,38.88847204
8/22/2015,112275.15,32.23832167
8/23/2015,111793.015,29.44134872
8/24/2015,128868.255,26.61266289
8/25/2015,135051.545,28.80467771
8/26/2015,135914.68,37.13177468
8/27/2015,141159.77,41.60533545
8/28/2015,134755.505,38.17912007
8/29/2015,124448.5,35.47451361
8/30/2015,116744.215,42.41417956
8/31/2015,137724.895,50.27328749
9/1/2015,134116.77,50.14578439
9/2/2015,132794.715,49.03831254
9/3/2015,132096.335,45.54626467
9/4/2015,131384.88,65.73690671
9/5/2015,115799.32,57.1775692
9/6/2015,109641.375,40.58176552
9/7/2015,131619.365,38.52697878
9/8/2015,136340.7,41.71038161
9/9/2015,132977.45,48.12810484
9/10/2015,133541.98,48.91956662
9/11/2015,123968.9,36.08846518
9/12/2015,108790.005,37.65455156
9/13/2015,99161.765,30.35960587
9/14/2015,116574.17,32.34565421
9/15/2015,123750.5,34.50652241
9/16/2015,131795.485,38.96606247
9/17/2015,131050.675,40.63926437
9/18/2015,130764.585,40.63008102
9/19/2015,112377.185,47.82671203
9/20/2015,103708.925,32.85772784
9/21/2015,120096.71,44.95597741
9/22/2015,127755.095,99.47616671
9/23/2015,131866.73,49.76861067
9/24/2015,130937.625,54.98052681
