id,data_upd_at,pv_last_wk,pv_last_mth,pv_total,download_count,log_time
krg7-hmyt,2021-08-11 02:53:57+00:00,1,86,414,28,2021-11-26 19:00:10.134504
2b75-x6et,2021-11-02 22:38:58+00:00,1,19,414,266,2021-11-26 19:00:10.134504
w8cz-guri,2015-05-07 06:42:26+00:00,0,2,404,1214,2021-11-26 19:00:10.134504
hpzc-vi8m,2021-08-23 16:37:29+00:00,1,2,394,726,2021-11-26 19:00:10.134504
7kjb-25ry,2017-05-04 05:48:40+00:00,1,1,368,1043,2021-11-26 19:00:10.134504
jwq3-hkg3,2017-05-12 06:23:28+00:00,0,2,357,860,2021-11-26 19:00:10.134504
cm7k-9aj4,2021-08-26 16:01:11+00:00,0,3,350,1068,2021-11-26 19:00:10.134504
a9sc-9jxz,2021-11-02 22:44:13+00:00,1,19,343,219,2021-11-26 19:00:10.134504
hfm2-46au,2017-04-19 03:08:02+00:00,1,1,343,537596,2021-11-26 19:00:10.134504
erbg-hj42,2017-04-19 03:09:39+00:00,1,2,331,526304,2021-11-26 19:00:10.134504
fsfa-5ye5,2017-04-19 03:11:15+00:00,1,2,321,670,2021-11-26 19:00:10.134504
dxvp-runr,2021-11-26 02:09:52+00:00,2,6,319,31,2021-11-26 19:00:10.134504
n57n-9wqc,2015-05-07 06:38:30+00:00,0,1,311,1166,2021-11-26 19:00:10.134504
y7km-5r6f,2020-12-15 04:38:24+00:00,0,8,308,111,2021-11-26 19:00:10.134504
m8kf-ur3f,2017-05-12 06:13:42+00:00,0,3,265,788,2021-11-26 19:00:10.134504
mcf9-snjr,2017-05-12 06:20:10+00:00,0,2,235,831,2021-11-26 19:00:10.134504
hisn-tyup,2017-05-12 06:23:18+00:00,0,2,225,849,2021-11-26 19:00:10.134504
sp4r-xphj,2021-08-12 06:45:16+00:00,33,69,142,20,2021-11-26 19:00:10.134504
73qa-862u,2021-08-12 07:19:52+00:00,6,30,58,15,2021-11-26 19:00:10.134504
jizx-9ayp,2021-08-12 07:01:29+00:00,1,14,48,8,2021-11-26 19:00:10.134504
ssm6-4b38,2021-08-12 07:27:00+00:00,1,8,38,7,2021-11-26 19:00:10.134504
