id,data_upd_at,pv_last_wk,pv_last_mth,pv_total,download_count,log_time
tqjk-32d9,,3,24,2269,1608,2021-11-24 19:00:18.730403
axts-5eu4,2015-01-20 23:50:04+00:00,0,4,2193,1629,2021-11-24 19:00:18.730403
rm92-h5tq,2021-11-02 22:25:14+00:00,3,35,2192,564,2021-11-24 19:00:18.730403
be3i-empa,2021-11-02 22:05:44+00:00,1,7,2171,256,2021-11-24 19:00:18.730403
7pgd-bdf2,2020-04-14 00:10:03+00:00,8,60,2165,227,2021-11-24 19:00:18.730403
dj7e-rdx9,2019-04-17 08:02:55+00:00,5,14,2152,1491,2021-11-24 19:00:18.730403
x69f-uxmj,2017-05-12 05:58:01+00:00,2,20,2129,1618,2021-11-24 19:00:18.730403
rwbd-626w,2021-08-23 16:47:08+00:00,6,22,2018,1726860,2021-11-24 19:00:18.730403
vrwc-rwgm,2018-10-15 03:54:32+00:00,1,22,2010,1251,2021-11-24 19:00:18.730403
qnju-it8g,2021-11-02 22:38:03+00:00,2,28,1998,454,2021-11-24 19:00:18.730403
nyr3-sees,2019-09-12 05:00:14+00:00,3,31,1989,373,2021-11-24 19:00:18.730403
4n3a-s6rn,2020-06-01 08:35:48+00:00,3,50,1987,277,2021-11-24 19:00:18.730403
n6sz-6nb6,,2,13,1956,5564262,2021-11-24 19:00:18.730403
nmnx-3ct3,,1,5,1907,4551653,2021-11-24 19:00:18.730403
e63d-rbu7,2019-01-14 00:47:27+00:00,0,4,1905,2762,2021-11-24 19:00:18.730403
6yxs-smdz,,3,12,1878,3135136,2021-11-24 19:00:18.730403
dmpt-2xdw,2021-08-23 16:45:41+00:00,1,7,1874,5049596,2021-11-24 19:00:18.730403
mayw-9gb5,2021-11-02 22:49:34+00:00,1,37,1865,442,2021-11-24 19:00:18.730403
n9ie-cp6t,2018-10-12 00:40:22+00:00,0,8,1842,1033,2021-11-24 19:00:18.730403
dh3m-ckxm,,4,18,1762,6644363,2021-11-24 19:00:18.730403
v9mu-dvfu,2019-03-18 04:50:39+00:00,1,9,1745,930,2021-11-24 19:00:18.730403
mgqj-necz,2020-03-05 03:52:54+00:00,7,30,1720,540,2021-11-24 19:00:18.730403
irqv-hjr4,2021-11-24 07:30:13+00:00,6,31,1675,206,2021-11-24 19:00:18.730403
3v7r-q3ds,2015-04-28 07:22:49+00:00,0,6,1669,1615,2021-11-24 19:00:18.730403
3bxw-t8fk,2019-02-06 04:34:39+00:00,2,11,1629,724,2021-11-24 19:00:18.730403
md5d-vpap,2021-11-02 22:32:26+00:00,1,29,1628,301,2021-11-24 19:00:18.730403
uyp8-7ii8,2019-03-18 03:17:17+00:00,3,14,1627,907,2021-11-24 19:00:18.730403
ambt-72qg,2018-03-02 04:10:30+00:00,2,18,1614,926,2021-11-24 19:00:18.730403
4j42-79hg,2021-08-23 16:00:54+00:00,0,10,1609,1062,2021-11-24 19:00:18.730403
hg8j-vcww,,1,13,1605,8649,2021-11-24 19:00:18.730403
g9am-cna5,2021-11-02 22:29:27+00:00,0,21,1585,421,2021-11-24 19:00:18.730403
psq9-yz4x,2021-09-28 16:39:09+00:00,1,28,1576,1094,2021-11-24 19:00:18.730403
2x87-fe4u,2014-05-02 04:25:14+00:00,1,7,1488,1367,2021-11-24 19:00:18.730403
wcd7-bvh4,2021-11-18 00:49:27+00:00,13,21,1466,1622,2021-11-24 19:00:18.730403
grmi-2ew3,2021-09-30 16:40:19+00:00,2,13,1431,2280595,2021-11-24 19:00:18.730403
47ai-9yup,2017-05-18 04:25:26+00:00,0,5,1412,1037,2021-11-24 19:00:18.730403
jsun-ttri,2021-11-02 22:39:47+00:00,2,23,1398,848,2021-11-24 19:00:18.730403
uqhf-q5h7,2014-05-02 02:40:39+00:00,0,8,1370,1655,2021-11-24 19:00:18.730403
rdi4-j8zh,2021-09-30 16:44:14+00:00,1,15,1361,4588,2021-11-24 19:00:18.730403
sex6-6426,2018-02-22 03:19:28+00:00,2,15,1359,2884,2021-11-24 19:00:18.730403
mi2q-4527,2021-11-02 22:40:43+00:00,2,41,1331,1046,2021-11-24 19:00:18.730403
6cxw-5y4y,2019-01-09 03:20:29+00:00,0,5,1325,867,2021-11-24 19:00:18.730403
ew6k-chz4,2017-05-19 01:57:49+00:00,0,1,1291,1209,2021-11-24 19:00:18.730403
55up-8nwa,2015-05-07 06:30:36+00:00,1,3,1289,1258,2021-11-24 19:00:18.730403
vzb2-a2kz,2021-08-23 16:46:03+00:00,4,8,1275,1699963,2021-11-24 19:00:18.730403
84bf-dihi,,1,3,1263,4851824,2021-11-24 19:00:18.730403
q3ni-rkmu,2021-06-28 01:55:48+00:00,3,19,1235,142,2021-11-24 19:00:18.730403
r6ug-jmg3,2017-05-12 06:07:26+00:00,0,11,1227,1290,2021-11-24 19:00:18.730403
arvc-7u8d,2021-11-02 22:25:14+00:00,1,8,1181,200,2021-11-24 19:00:18.730403
rhc3-j4bg,2017-05-04 05:47:33+00:00,1,11,1168,16103,2021-11-24 19:00:18.730403
tq3k-d7n7,2019-12-01 21:31:05+00:00,0,10,1167,280,2021-11-24 19:00:18.730403
rpdm-je7s,,3,7,1162,4808644,2021-11-24 19:00:18.730403
fzjr-9nrn,2021-09-30 17:21:58+00:00,2,11,1158,735,2021-11-24 19:00:18.730403
9hjf-8i2d,2021-11-02 22:19:04+00:00,1,32,1139,296,2021-11-24 19:00:18.730403
kmtd-nvqr,2018-05-08 00:04:44+00:00,0,4,1130,1039,2021-11-24 19:00:18.730403
23k2-cnm2,2021-08-23 16:47:45+00:00,1,4,1106,1502235,2021-11-24 19:00:18.730403
w2pi-36nk,2021-11-02 22:16:33+00:00,1,13,1072,205,2021-11-24 19:00:18.730403
nw38-8y7g,2021-11-02 22:40:43+00:00,1,25,1047,202,2021-11-24 19:00:18.730403
xgce-vkbh,,1,11,1032,3150728,2021-11-24 19:00:18.730403
2ph9-es73,2015-05-07 06:48:07+00:00,0,6,1026,1317,2021-11-24 19:00:18.730403
inah-t6kx,2021-05-21 03:37:13+00:00,2,10,1024,775,2021-11-24 19:00:18.730403
g8gz-fuiv,2018-10-25 00:50:36+00:00,3,11,1009,851,2021-11-24 19:00:18.730403
a52j-vb2e,2018-09-27 05:08:46+00:00,0,7,1007,718,2021-11-24 19:00:18.730403
74id-aqj9,2018-09-04 21:55:19+00:00,2,18,1007,731,2021-11-24 19:00:18.730403
4spx-8bh5,2021-08-23 16:03:50+00:00,1,14,986,1041,2021-11-24 19:00:18.730403
fyes-zqbt,2017-04-04 03:40:26+00:00,2,4,960,295872,2021-11-24 19:00:18.730403
6rkf-zake,2019-02-19 23:04:54+00:00,0,4,947,679,2021-11-24 19:00:18.730403
96gt-j9ix,2021-09-30 16:45:01+00:00,1,2,942,2229339,2021-11-24 19:00:18.730403
5dx2-u4mf,2021-09-22 16:50:01+00:00,2,7,934,979,2021-11-24 19:00:18.730403
gyfq-h9jk,2018-09-27 05:03:00+00:00,4,16,919,665,2021-11-24 19:00:18.730403
v4zv-yqtp,2021-08-23 16:38:17+00:00,0,9,903,1123,2021-11-24 19:00:18.730403
xmnz-a7qy,,1,2,895,17606,2021-11-24 19:00:18.730403
svux-bada,,1,9,894,5415168,2021-11-24 19:00:18.730403
5kg2-fg9r,2015-05-14 01:22:49+00:00,0,3,884,1215,2021-11-24 19:00:18.730403
x4k3-uj4j,2020-12-15 04:38:19+00:00,2,22,882,98,2021-11-24 19:00:18.730403
bevb-vgiu,2015-10-16 05:28:52+00:00,0,2,855,1217,2021-11-24 19:00:18.730403
pyua-izk6,2017-04-04 03:56:11+00:00,2,3,846,40917,2021-11-24 19:00:18.730403
th7x-7gv7,2021-05-26 04:57:50+00:00,17,71,827,43,2021-11-24 19:00:18.730403
99qa-f55d,2016-10-24 02:40:38+00:00,0,1,802,1305,2021-11-24 19:00:18.730403
reaf-a4my,2021-11-02 22:29:27+00:00,1,7,788,161,2021-11-24 19:00:18.730403
55z9-zqzu,2021-08-23 16:15:10+00:00,2,11,781,1020,2021-11-24 19:00:18.730403
c2cr-5q87,2017-07-28 06:40:41+00:00,0,3,773,1651,2021-11-24 19:00:18.730403
awcz-wi9e,2015-05-07 06:34:45+00:00,1,3,737,2053,2021-11-24 19:00:18.730403
nnx5-w29b,2015-05-07 07:36:31+00:00,1,5,735,1334,2021-11-24 19:00:18.730403
xfa5-gt4u,2018-09-27 02:44:06+00:00,0,3,727,730,2021-11-24 19:00:18.730403
cawe-uats,2017-05-22 05:41:43+00:00,0,4,712,964,2021-11-24 19:00:18.730403
9usq-v437,2015-10-16 05:49:34+00:00,0,3,711,1063,2021-11-24 19:00:18.730403
t6hb-9uf2,2019-04-16 11:26:16+00:00,1,6,704,1763,2021-11-24 19:00:18.730403
gquc-eex2,2018-08-21 22:09:34+00:00,0,5,702,905,2021-11-24 19:00:18.730403
vkxi-k7ps,2019-04-09 06:20:02+00:00,1,10,700,1051,2021-11-24 19:00:18.730403
gznb-6fq3,2021-11-02 22:39:47+00:00,1,29,694,127,2021-11-24 19:00:18.730403
npd7-23gm,2017-05-03 06:17:56+00:00,0,2,683,942,2021-11-24 19:00:18.730403
wdtk-npar,2021-11-02 22:13:48+00:00,1,8,677,320,2021-11-24 19:00:18.730403
apua-t2tb,2019-04-17 02:11:07+00:00,3,8,677,1414,2021-11-24 19:00:18.730403
nug6-empf,2021-11-02 22:51:36+00:00,2,57,674,85,2021-11-24 19:00:18.730403
rsgn-pgkc,2018-09-27 05:14:42+00:00,2,12,673,844,2021-11-24 19:00:18.730403
fthi-zajy,2016-11-21 04:11:12+00:00,0,4,643,1066,2021-11-24 19:00:18.730403
5532-ig9r,2020-04-02 20:11:40+00:00,3,19,604,87,2021-11-24 19:00:18.730403
rqdu-ieaj,2017-04-27 03:22:55+00:00,1,2,595,639348,2021-11-24 19:00:18.730403
mv4n-8k4v,2021-11-24 07:31:51+00:00,1,21,588,33,2021-11-24 19:00:18.730403
7je2-yydd,2021-11-02 22:19:04+00:00,0,9,587,116,2021-11-24 19:00:18.730403
s7e6-a6bm,2017-04-19 03:05:52+00:00,1,8,585,40664,2021-11-24 19:00:18.730403
necc-34pz,2017-05-12 06:23:24+00:00,0,9,571,1004,2021-11-24 19:00:18.730403
wxa3-hxd3,2021-11-02 22:51:36+00:00,0,41,563,159,2021-11-24 19:00:18.730403
ue3p-kdsu,2017-08-07 05:36:15+00:00,1,6,556,627,2021-11-24 19:00:18.730403
8c5t-6gxs,2017-05-12 06:23:24+00:00,0,2,549,889,2021-11-24 19:00:18.730403
pkqa-bdit,2015-05-07 06:27:15+00:00,0,9,539,1171,2021-11-24 19:00:18.730403
nzkf-kgud,2015-05-07 06:40:06+00:00,0,1,539,1183,2021-11-24 19:00:18.730403
kv9p-crx6,2017-05-04 05:55:17+00:00,1,3,531,594,2021-11-24 19:00:18.730403
hfxu-z5ii,2018-09-27 02:59:26+00:00,0,6,525,636,2021-11-24 19:00:18.730403
7nkv-ni4n,2021-11-02 22:38:58+00:00,3,30,522,102,2021-11-24 19:00:18.730403
u3gs-y2xi,2018-09-27 00:55:08+00:00,0,4,511,644,2021-11-24 19:00:18.730403
vbe9-m4tk,2019-04-11 04:33:05+00:00,1,5,509,1278,2021-11-24 19:00:18.730403
75qa-syb4,2017-04-04 03:53:05+00:00,1,1,495,894,2021-11-24 19:00:18.730403
xy7t-cwm2,2017-04-04 03:55:01+00:00,2,5,477,880407,2021-11-24 19:00:18.730403
q67c-6wjt,2021-11-02 22:44:13+00:00,1,23,468,75,2021-11-24 19:00:18.730403
625k-qaqp,2019-11-12 01:58:45+00:00,1,9,448,0,2021-11-24 19:00:18.730403
7jq6-k9kf,2019-04-16 03:19:33+00:00,4,10,439,1237,2021-11-24 19:00:18.730403
krg7-hmyt,2021-08-11 02:53:57+00:00,2,87,414,28,2021-11-24 19:00:18.730403
2b75-x6et,2021-11-02 22:38:58+00:00,1,21,414,266,2021-11-24 19:00:18.730403
w8cz-guri,2015-05-07 06:42:26+00:00,0,2,404,1214,2021-11-24 19:00:18.730403
hpzc-vi8m,2021-08-23 16:37:29+00:00,1,2,394,726,2021-11-24 19:00:18.730403
7kjb-25ry,2017-05-04 05:48:40+00:00,1,1,368,1043,2021-11-24 19:00:18.730403
jwq3-hkg3,2017-05-12 06:23:28+00:00,0,2,357,860,2021-11-24 19:00:18.730403
cm7k-9aj4,2021-08-26 16:01:11+00:00,1,3,350,1068,2021-11-24 19:00:18.730403
a9sc-9jxz,2021-11-02 22:44:13+00:00,1,21,343,219,2021-11-24 19:00:18.730403
hfm2-46au,2017-04-19 03:08:02+00:00,1,1,343,537596,2021-11-24 19:00:18.730403
erbg-hj42,2017-04-19 03:09:39+00:00,1,1,330,526304,2021-11-24 19:00:18.730403
fsfa-5ye5,2017-04-19 03:11:15+00:00,1,2,321,670,2021-11-24 19:00:18.730403
dxvp-runr,2021-11-24 02:09:36+00:00,1,5,318,31,2021-11-24 19:00:18.730403
n57n-9wqc,2015-05-07 06:38:30+00:00,0,1,311,1166,2021-11-24 19:00:18.730403
y7km-5r6f,2020-12-15 04:38:24+00:00,0,9,308,111,2021-11-24 19:00:18.730403
m8kf-ur3f,2017-05-12 06:13:42+00:00,0,3,265,788,2021-11-24 19:00:18.730403
mcf9-snjr,2017-05-12 06:20:10+00:00,0,2,235,831,2021-11-24 19:00:18.730403
hisn-tyup,2017-05-12 06:23:18+00:00,0,2,225,848,2021-11-24 19:00:18.730403
sp4r-xphj,2021-08-12 06:45:16+00:00,24,67,133,19,2021-11-24 19:00:18.730403
73qa-862u,2021-08-12 07:19:52+00:00,6,31,57,14,2021-11-24 19:00:18.730403
jizx-9ayp,2021-08-12 07:01:29+00:00,1,14,48,8,2021-11-24 19:00:18.730403
ssm6-4b38,2021-08-12 07:27:00+00:00,2,9,38,7,2021-11-24 19:00:18.730403
b2ak-trbp,2021-11-04 22:38:23+00:00,94,640,73925,8837,2021-11-25 19:00:26.155771
y79a-us3f,,3,28,66901,3178,2021-11-25 19:00:26.155771
fp38-wiyy,2021-09-30 16:06:54+00:00,48,240,39879,6396,2021-11-25 19:00:26.155771
vh2v-4nfs,2021-11-25 07:58:28+00:00,137,659,38728,12088506,2021-11-25 19:00:26.155771
7q9g-yyvg,2018-03-02 01:46:14+00:00,135,492,32196,1830,2021-11-25 19:00:26.155771
i8px-csib,2017-05-12 05:48:58+00:00,221,848,30573,3329,2021-11-25 19:00:26.155771
crvt-b4kt,2021-08-23 16:04:33+00:00,130,542,25467,39776,2021-11-25 19:00:26.155771
xt2y-tnn9,2021-11-02 22:16:33+00:00,88,261,24743,16170,2021-11-25 19:00:26.155771
gh7s-qda8,2021-09-29 06:47:23+00:00,28,145,23447,6264,2021-11-25 19:00:26.155771
r5bg-2hj8,2020-09-22 05:30:26+00:00,155,618,20441,2606,2021-11-25 19:00:26.155771
pmhb-s6pn,2021-11-02 22:05:44+00:00,25,268,19609,3340,2021-11-25 19:00:26.155771
ntht-5rk7,2021-09-14 16:04:00+00:00,76,309,17988,604887,2021-11-25 19:00:26.155771
qe9w-cym8,,16,47,17020,127163,2021-11-25 19:00:26.155771
ez6b-syvw,2015-06-15 05:55:16+00:00,16,80,14201,3520,2021-11-25 19:00:26.155771
def8-4wbt,2021-09-30 00:09:06+00:00,26,118,13872,1007540,2021-11-25 19:00:26.155771
8fgn-5q6t,2021-08-13 16:53:00+00:00,8,39,13272,2269,2021-11-25 19:00:26.155771
e56b-j9mj,2021-09-23 16:08:47+00:00,49,235,13092,2212262,2021-11-25 19:00:26.155771
67fb-mvax,2017-05-12 05:53:17+00:00,58,283,11436,1286,2021-11-25 19:00:26.155771
a7rp-xtya,2021-09-30 16:46:36+00:00,76,270,11429,163068,2021-11-25 19:00:26.155771
44kh-ty54,2021-11-02 22:25:14+00:00,65,147,10662,2006,2021-11-25 19:00:26.155771
j5vt-ppat,2017-04-06 05:48:40+00:00,9,59,10480,3224,2021-11-25 19:00:26.155771
krh5-hhjn,2021-11-02 22:29:27+00:00,3,54,10062,1580,2021-11-25 19:00:26.155771
bs7n-5veh,2021-11-02 22:13:48+00:00,5,56,10018,2268,2021-11-25 19:00:26.155771
aia8-ryiq,2021-03-18 04:20:13+00:00,16,170,9620,3197896,2021-11-25 19:00:26.155771
2dqj-9ydd,2018-08-17 04:41:48+00:00,36,164,9516,0,2021-11-25 19:00:26.155771
t3zn-qgfx,,17,158,8704,3474376,2021-11-25 19:00:26.155771
mq3i-cbxd,2015-05-12 06:33:58+00:00,5,23,8590,3572,2021-11-25 19:00:26.155771
xzxc-g5i9,2015-01-20 23:37:21+00:00,3,14,8109,1593,2021-11-25 19:00:26.155771
d6mv-s43h,2021-11-25 07:47:26+00:00,8,81,7942,20893,2021-11-25 19:00:26.155771
pv8y-ihee,2017-07-28 07:03:49+00:00,13,70,7911,160697,2021-11-25 19:00:26.155771
h57g-5234,2021-09-21 16:44:14+00:00,37,203,7604,2198,2021-11-25 19:00:26.155771
gei8-3w86,,9,76,7316,7362378,2021-11-25 19:00:26.155771
d5tb-r7a6,2018-08-17 03:10:01+00:00,55,169,7273,0,2021-11-25 19:00:26.155771
mffi-m9yn,2021-11-02 22:19:04+00:00,12,133,6994,2754,2021-11-25 19:00:26.155771
qksr-hqee,2017-07-28 06:53:42+00:00,7,39,6965,1862,2021-11-25 19:00:26.155771
3927-sgfc,2015-11-09 05:22:47+00:00,7,32,6242,476705,2021-11-25 19:00:26.155771
u9sa-j86i,2019-04-18 02:42:21+00:00,11,51,6223,1425,2021-11-25 19:00:26.155771
b36j-kiy4,2021-11-02 22:38:03+00:00,5,49,6202,2854,2021-11-25 19:00:26.155771
m7yp-p495,,51,175,5867,13530346,2021-11-25 19:00:26.155771
pq2z-35fu,2019-10-07 02:22:25+00:00,12,70,5866,1209,2021-11-25 19:00:26.155771
mgkp-67ad,2018-02-12 03:47:12+00:00,16,123,5495,721680,2021-11-25 19:00:26.155771
cwpe-ugri,2019-11-10 23:49:52+00:00,38,206,5333,0,2021-11-25 19:00:26.155771
234q-gg83,2021-11-02 22:49:34+00:00,0,47,5316,1547,2021-11-25 19:00:26.155771
e6er-4cb3,2016-02-09 03:54:32+00:00,3,24,5165,1565,2021-11-25 19:00:26.155771
s8dq-xd4g,,1,24,5037,2971982,2021-11-25 19:00:26.155771
qabw-suvb,2021-11-02 22:05:44+00:00,5,85,4922,892,2021-11-25 19:00:26.155771
c3gt-hrz6,2021-11-02 22:32:26+00:00,1,29,4906,2679,2021-11-25 19:00:26.155771
gh9v-yqwz,2020-06-25 01:57:53+00:00,3,25,4864,1933,2021-11-25 19:00:26.155771
9mdh-8yau,2021-09-23 16:45:49+00:00,8,46,4625,7206912,2021-11-25 19:00:26.155771
3bff-vaa5,2016-05-10 04:25:02+00:00,51,200,4346,11802,2021-11-25 19:00:26.155771
jtcb-iab6,2015-04-28 06:25:46+00:00,3,10,4320,1773,2021-11-25 19:00:26.155771
khvg-gtaq,2017-05-31 00:33:10+00:00,5,15,4307,1554,2021-11-25 19:00:26.155771
j4qc-4tib,2021-08-23 16:02:40+00:00,22,87,4225,1140,2021-11-25 19:00:26.155771
2x56-ai8r,2021-09-23 16:47:48+00:00,13,44,4092,9808179,2021-11-25 19:00:26.155771
5nb5-w7hq,2021-08-13 16:54:24+00:00,4,44,3946,2898,2021-11-25 19:00:26.155771
8wi9-ysz4,2019-01-24 00:57:42+00:00,14,59,3930,0,2021-11-25 19:00:26.155771
u4vh-84j8,2021-11-25 07:30:16+00:00,38,132,3913,467,2021-11-25 19:00:26.155771
rpt3-2axt,,1,27,3843,7813,2021-11-25 19:00:26.155771
ru3z-44we,2021-09-30 16:07:52+00:00,6,28,3598,2554,2021-11-25 19:00:26.155771
vdsi-4gtj,2021-09-23 16:01:43+00:00,5,22,3479,2394,2021-11-25 19:00:26.155771
dyqx-cfn5,2021-11-02 22:16:33+00:00,9,61,3366,650,2021-11-25 19:00:26.155771
6fzs-45an,2014-05-02 03:02:11+00:00,1,12,3330,1923,2021-11-25 19:00:26.155771
pih2-628i,2017-03-02 03:34:39+00:00,2,23,3314,1372,2021-11-25 19:00:26.155771
2eyd-p5ws,2015-05-07 06:20:43+00:00,0,5,3260,2777,2021-11-25 19:00:26.155771
ck33-yh8z,,13,83,3223,5013334,2021-11-25 19:00:26.155771
wqka-kyhz,,9,19,3089,1820910,2021-11-25 19:00:26.155771
ss79-v558,,8,58,3019,1647126,2021-11-25 19:00:26.155771
k64i-2xff,2015-01-20 23:24:00+00:00,2,11,2963,1377,2021-11-25 19:00:26.155771
g48j-sdah,,2,10,2907,1953,2021-11-25 19:00:26.155771
su97-b2at,2020-07-05 16:23:59+00:00,2,19,2868,75490,2021-11-25 19:00:26.155771
jzfa-q3k3,2021-09-27 16:32:26+00:00,3,31,2834,3404400,2021-11-25 19:00:26.155771
h4ih-tzqs,2021-08-23 16:50:10+00:00,0,10,2805,2815,2021-11-25 19:00:26.155771
24aw-nd3i,2021-08-23 16:00:21+00:00,4,25,2683,709262,2021-11-25 19:00:26.155771
qa5h-sfgh,2018-09-20 05:11:49+00:00,1,9,2613,0,2021-11-25 19:00:26.155771
txcy-uafv,2021-09-30 16:47:56+00:00,0,16,2586,984,2021-11-25 19:00:26.155771
wwkr-v8s7,2018-03-02 03:21:33+00:00,6,30,2568,1810,2021-11-25 19:00:26.155771
a945-pqqr,2017-05-19 03:25:03+00:00,0,6,2529,1283,2021-11-25 19:00:26.155771
4id4-tydi,2019-02-14 05:10:58+00:00,4,32,2345,1077,2021-11-25 19:00:26.155771
vesm-c7r2,2021-11-02 22:13:48+00:00,2,63,2342,756,2021-11-25 19:00:26.155771
mxsp-c8nh,2019-02-19 05:58:26+00:00,0,2,2301,1140,2021-11-25 19:00:26.155771
ht4h-vqbu,2016-11-09 04:18:08+00:00,0,5,2286,2888,2021-11-25 19:00:26.155771
d34a-re98,2018-02-22 23:37:02+00:00,4,44,2286,1397,2021-11-25 19:00:26.155771
tqjk-32d9,,3,20,2270,1608,2021-11-25 19:00:26.155771
axts-5eu4,2015-01-20 23:50:04+00:00,0,4,2193,1629,2021-11-25 19:00:26.155771
rm92-h5tq,2021-11-02 22:25:14+00:00,3,35,2192,564,2021-11-25 19:00:26.155771
be3i-empa,2021-11-02 22:05:44+00:00,1,7,2171,256,2021-11-25 19:00:26.155771
7pgd-bdf2,2020-04-14 00:10:03+00:00,10,61,2167,227,2021-11-25 19:00:26.155771
dj7e-rdx9,2019-04-17 08:02:55+00:00,4,14,2152,1491,2021-11-25 19:00:26.155771
x69f-uxmj,2017-05-12 05:58:01+00:00,2,17,2129,1618,2021-11-25 19:00:26.155771
rwbd-626w,2021-08-23 16:47:08+00:00,5,21,2018,1726860,2021-11-25 19:00:26.155771
vrwc-rwgm,2018-10-15 03:54:32+00:00,2,23,2011,1252,2021-11-25 19:00:26.155771
qnju-it8g,2021-11-02 22:38:03+00:00,5,31,2001,454,2021-11-25 19:00:26.155771
nyr3-sees,2019-09-12 05:00:14+00:00,4,29,1990,373,2021-11-25 19:00:26.155771
4n3a-s6rn,2020-06-01 08:35:48+00:00,2,50,1987,277,2021-11-25 19:00:26.155771
n6sz-6nb6,,6,16,1960,5564262,2021-11-25 19:00:26.155771
nmnx-3ct3,,1,5,1907,4551653,2021-11-25 19:00:26.155771
e63d-rbu7,2019-01-14 00:47:27+00:00,0,2,1905,2762,2021-11-25 19:00:26.155771
6yxs-smdz,,1,11,1878,3135136,2021-11-25 19:00:26.155771
dmpt-2xdw,2021-08-23 16:45:41+00:00,1,8,1875,5049596,2021-11-25 19:00:26.155771
mayw-9gb5,2021-11-02 22:49:34+00:00,1,35,1865,442,2021-11-25 19:00:26.155771
n9ie-cp6t,2018-10-12 00:40:22+00:00,0,5,1842,1033,2021-11-25 19:00:26.155771
dh3m-ckxm,,8,20,1766,6644363,2021-11-25 19:00:26.155771
v9mu-dvfu,2019-03-18 04:50:39+00:00,1,9,1745,930,2021-11-25 19:00:26.155771
mgqj-necz,2020-03-05 03:52:54+00:00,5,30,1721,540,2021-11-25 19:00:26.155771
irqv-hjr4,2021-11-25 07:30:14+00:00,4,31,1675,206,2021-11-25 19:00:26.155771
3v7r-q3ds,2015-04-28 07:22:49+00:00,0,6,1669,1615,2021-11-25 19:00:26.155771
md5d-vpap,2021-11-02 22:32:26+00:00,1,29,1629,301,2021-11-25 19:00:26.155771
3bxw-t8fk,2019-02-06 04:34:39+00:00,1,11,1629,724,2021-11-25 19:00:26.155771
uyp8-7ii8,2019-03-18 03:17:17+00:00,3,13,1627,907,2021-11-25 19:00:26.155771
ambt-72qg,2018-03-02 04:10:30+00:00,3,18,1615,926,2021-11-25 19:00:26.155771
4j42-79hg,2021-08-23 16:00:54+00:00,0,8,1609,1062,2021-11-25 19:00:26.155771
hg8j-vcww,,1,11,1605,8649,2021-11-25 19:00:26.155771
g9am-cna5,2021-11-02 22:29:27+00:00,2,23,1587,421,2021-11-25 19:00:26.155771
psq9-yz4x,2021-09-28 16:39:09+00:00,1,26,1576,1094,2021-11-25 19:00:26.155771
2x87-fe4u,2014-05-02 04:25:14+00:00,2,7,1489,1367,2021-11-25 19:00:26.155771
wcd7-bvh4,2021-11-18 00:49:27+00:00,3,21,1466,1622,2021-11-25 19:00:26.155771
grmi-2ew3,2021-09-30 16:40:19+00:00,2,13,1431,2280595,2021-11-25 19:00:26.155771
47ai-9yup,2017-05-18 04:25:26+00:00,0,5,1412,1037,2021-11-25 19:00:26.155771
jsun-ttri,2021-11-02 22:39:47+00:00,0,23,1398,848,2021-11-25 19:00:26.155771
uqhf-q5h7,2014-05-02 02:40:39+00:00,1,9,1371,1655,2021-11-25 19:00:26.155771
rdi4-j8zh,2021-09-30 16:44:14+00:00,2,15,1362,4588,2021-11-25 19:00:26.155771
sex6-6426,2018-02-22 03:19:28+00:00,3,15,1360,2884,2021-11-25 19:00:26.155771
mi2q-4527,2021-11-02 22:40:43+00:00,1,41,1331,1046,2021-11-25 19:00:26.155771
6cxw-5y4y,2019-01-09 03:20:29+00:00,0,5,1325,867,2021-11-25 19:00:26.155771
ew6k-chz4,2017-05-19 01:57:49+00:00,0,1,1291,1209,2021-11-25 19:00:26.155771
55up-8nwa,2015-05-07 06:30:36+00:00,1,3,1289,1258,2021-11-25 19:00:26.155771
vzb2-a2kz,2021-08-23 16:46:03+00:00,4,8,1275,1699963,2021-11-25 19:00:26.155771
84bf-dihi,,1,3,1263,4851824,2021-11-25 19:00:26.155771
q3ni-rkmu,2021-06-28 01:55:48+00:00,3,19,1235,142,2021-11-25 19:00:26.155771
r6ug-jmg3,2017-05-12 06:07:26+00:00,0,8,1227,1290,2021-11-25 19:00:26.155771
arvc-7u8d,2021-11-02 22:25:14+00:00,1,8,1181,200,2021-11-25 19:00:26.155771
rhc3-j4bg,2017-05-04 05:47:33+00:00,1,11,1168,16103,2021-11-25 19:00:26.155771
tq3k-d7n7,2019-12-01 21:31:05+00:00,0,10,1167,280,2021-11-25 19:00:26.155771
rpdm-je7s,,3,8,1163,4808644,2021-11-25 19:00:26.155771
fzjr-9nrn,2021-09-30 17:21:58+00:00,5,14,1161,735,2021-11-25 19:00:26.155771
9hjf-8i2d,2021-11-02 22:19:04+00:00,7,38,1146,297,2021-11-25 19:00:26.155771
kmtd-nvqr,2018-05-08 00:04:44+00:00,1,5,1131,1039,2021-11-25 19:00:26.155771
23k2-cnm2,2021-08-23 16:47:45+00:00,1,4,1106,1502235,2021-11-25 19:00:26.155771
w2pi-36nk,2021-11-02 22:16:33+00:00,2,13,1073,206,2021-11-25 19:00:26.155771
nw38-8y7g,2021-11-02 22:40:43+00:00,3,27,1049,202,2021-11-25 19:00:26.155771
xgce-vkbh,,1,11,1032,3150728,2021-11-25 19:00:26.155771
