date, demand , RRP 
9/26/2016," 124,343.19 ", 47.67 
9/27/2016," 126,888.77 ", 49.79 
9/28/2016," 121,143.25 ", 32.43 
9/29/2016," 122,858.49 ", 37.60 
9/30/2016," 113,439.78 ", 33.06 
10/01/2016," 109,181.26 ", 20.49 
10/02/2016," 97,992.93 ", 13.66 
10/03/2016," 115,839.01 ", 21.60 
10/04/2016," 124,089.47 ", 23.00 
10/05/2016," 128,558.39 ", 41.12 
10/06/2016," 115,898.54 ", 30.19 
10/07/2016," 116,197.73 ", 37.34 
10/08/2016," 101,300.78 ", 35.21 
10/09/2016," 94,954.16 ", 15.90 
10/10/2016," 116,831.43 ", 27.65 
10/11/2016," 124,665.82 ", 38.20 
10/12/2016," 128,612.30 ", 44.77 
10/13/2016," 128,242.77 ", 58.35 
10/14/2016," 121,731.49 ", 43.97 
10/15/2016," 97,887.49 ", 12.70 
10/16/2016," 101,793.04 ", 22.03 
10/17/2016," 116,042.85 ", 29.60 
10/18/2016," 123,265.44 ", 36.72 
10/19/2016," 126,362.05 ", 60.68 
10/20/2016," 114,867.16 ", 27.43 
10/21/2016," 122,975.29 ", 43.24 
10/22/2016," 114,184.20 ", 38.71 
10/23/2016," 111,289.00 ", 40.92 
10/24/2016," 125,270.17 ", 66.51 
10/25/2016," 117,138.36 ", 37.02 
10/26/2016," 121,605.40 ", 55.42 
10/27/2016," 120,142.43 ", 43.48 
10/28/2016," 119,820.71 ", 54.51 
10/29/2016," 104,191.11 ", 21.29 
10/30/2016," 94,325.72 ", 6.87 
10/31/2016," 110,661.43 ", 19.08 
11/01/2016," 104,976.21 ", 17.42 
11/02/2016," 119,904.48 ", 46.65 
11/03/2016," 118,677.50 ", 60.22 
11/04/2016," 113,666.49 ", 25.95 
11/05/2016," 101,810.75 ", 15.26 
11/06/2016," 96,934.93 ", 24.16 
11/07/2016," 116,230.34 ", 30.37 
11/08/2016," 117,794.60 ", 53.92 
11/09/2016," 122,131.12 ", 55.66 
11/10/2016," 122,634.53 ", 48.71 
11/11/2016," 117,953.89 ", 26.82 
11/12/2016," 99,907.32 ", 10.83 
11/13/2016," 96,805.93 ", 10.73 
11/14/2016," 116,817.15 ", 39.50 
11/15/2016," 119,905.59 ", 26.91 
11/16/2016," 122,146.66 ", 35.63 
11/17/2016," 122,464.65 ", 28.56 
11/18/2016," 121,441.05 ", 31.78 
11/19/2016," 106,868.50 ", 24.66 
11/20/2016," 112,098.34 ", 43.09 
11/21/2016," 138,681.82 ", 51.04 
11/22/2016," 126,617.72 ", 37.02 
11/23/2016," 118,119.01 ", 41.91 
11/24/2016," 120,308.55 ", 38.06 
11/25/2016," 116,011.57 ", 27.62 
11/26/2016," 104,700.06 ", 23.79 
11/27/2016," 102,718.90 ", 37.00 
11/28/2016," 118,666.37 ", 65.39 
11/29/2016," 119,169.17 ", 63.43 
11/30/2016," 121,067.59 ", 76.03 
12/01/2016," 113,024.02 ", 56.01 
12/02/2016," 109,318.36 ", 41.50 
12/03/2016," 98,899.50 ", 29.20 
12/04/2016," 97,300.36 ", 43.73 
12/05/2016," 109,670.00 ", 25.29 
12/06/2016," 111,228.06 ", 48.41 
12/07/2016," 112,738.08 ", 44.72 
12/08/2016," 105,445.65 ", 25.85 
12/09/2016," 105,664.09 ", 25.12 
12/10/2016," 98,622.87 ", 19.31 
12/11/2016," 93,673.19 ", 16.40 
12/12/2016," 120,390.11 ", 45.16 
12/13/2016," 128,831.65 ", 44.69 
12/14/2016," 111,423.77 ", 19.92 
12/15/2016," 107,072.36 ", 31.15 
12/16/2016," 113,698.06 ", 48.86 
12/17/2016," 90,227.48 ", 23.58 
12/18/2016," 90,911.09 ", 26.49 
12/19/2016," 109,260.31 ", 28.68 
12/20/2016," 106,451.26 ", 16.13 
12/21/2016," 104,389.51 ", 21.35 
12/22/2016," 105,513.24 ", 20.98 
12/23/2016," 112,247.95 ", 24.33 
12/24/2016," 114,843.88 ", 34.69 
12/25/2016," 114,468.17 ", 28.65 
12/26/2016," 106,284.83 ", 22.91 
12/27/2016," 99,701.43 ", 23.81 
12/28/2016," 123,693.52 ", 40.28 
12/29/2016," 135,571.80 ", 47.15 
12/30/2016," 112,141.83 ", 24.07 
12/31/2016," 95,728.15 ", 17.60 
1/01/2017," 89,403.15 ", 25.85 
1/02/2017," 86,507.47 ", 30.62 
1/03/2017," 97,564.75 ", 28.69 
1/04/2017," 116,606.80 ", 56.97 
1/05/2017," 128,079.85 ", 73.46 
1/06/2017," 136,308.74 ", 97.70 
1/07/2017," 134,955.02 ", 77.60 
1/08/2017," 122,777.03 ", 69.22 
1/09/2017," 116,211.99 ", 68.10 
1/10/2017," 120,366.32 ", 72.81 
1/11/2017," 111,595.86 ", 65.74 
1/12/2017," 118,783.95 ", 70.49 
1/13/2017," 111,341.68 ", 70.01 
1/14/2017," 88,996.63 ", 42.29 
1/15/2017," 90,294.00 ", 55.44 
1/16/2017," 120,928.71 ", 108.17 
1/17/2017," 140,517.65 ", 129.24 
1/18/2017," 111,211.35 ", 75.17 
1/19/2017," 112,371.41 ", 62.89 
1/20/2017," 107,937.69 ", 38.99 
1/21/2017," 96,779.07 ", 46.48 
1/22/2017," 103,291.61 ", 60.78 
1/23/2017," 141,332.06 ", 79.11 
1/24/2017," 115,664.16 ", 59.82 
1/25/2017," 111,936.70 ", 58.88 
1/26/2017," 98,590.06 ", 37.84 
1/27/2017," 112,513.82 ", 69.66 
1/28/2017," 108,336.53 ", 74.06 
1/29/2017," 109,020.58 ", 76.59 
1/30/2017," 124,292.96 ", 96.17 
1/31/2017," 112,863.01 ", 58.79 
2/01/2017," 114,133.73 ", 66.86 
2/02/2017," 110,669.27 ", 82.47 
2/03/2017," 117,452.27 ", 87.11 
2/04/2017," 117,361.70 ", 80.82 
2/05/2017," 110,384.28 ", 113.87 
2/06/2017," 108,761.37 ", 92.10 
2/07/2017," 111,543.81 ", 69.07 
2/08/2017," 142,213.66 ", 135.06 
2/09/2017," 155,060.61 ", 156.70 
2/10/2017," 138,793.59 ", 213.34 
2/11/2017," 111,983.51 ", 97.61 
2/12/2017," 89,003.15 ", 19.87 
2/13/2017," 104,844.11 ", 69.04 
2/14/2017," 111,613.05 ", 90.69 
2/15/2017," 116,299.39 ", 79.04 
2/16/2017," 119,947.59 ", 112.89 
2/17/2017," 111,885.97 ", 93.73 
2/18/2017," 95,623.35 ", 49.82 
2/19/2017," 91,280.03 ", 53.12 
2/20/2017," 105,341.87 ", 93.73 
2/21/2017," 112,351.47 ", 103.25 
2/22/2017," 116,690.17 ", 78.06 
2/23/2017," 117,948.69 ", 102.36 
2/24/2017," 111,229.52 ", 98.21 
2/25/2017," 95,046.91 ", 45.61 
2/26/2017," 100,495.62 ", 56.03 
2/27/2017," 131,090.78 ", 96.55 
2/28/2017," 140,167.50 ", 99.95 
3/01/2017," 137,291.97 ", 86.00 
3/02/2017," 127,633.28 ", 85.50 
3/03/2017," 124,311.33 ", 73.93 
3/04/2017," 116,083.30 ", 77.60 
3/05/2017," 103,539.02 ", 45.46 
3/06/2017," 116,447.86 ", 56.63 
3/07/2017," 117,931.46 ", 57.52 
3/08/2017," 124,370.77 ", 73.92 
3/09/2017," 129,649.25 ", 83.89 
3/10/2017," 125,346.08 ", 82.03 
3/11/2017," 108,816.81 ", 50.76 
3/12/2017," 102,617.51 ", 42.48 
3/13/2017," 104,468.90 ", 66.84 
3/14/2017," 133,227.79 ", 101.44 
3/15/2017," 139,672.84 ", 102.01 
3/16/2017," 124,255.98 ", 87.89 
3/17/2017," 111,612.08 ", 70.75 
3/18/2017," 107,731.78 ", 68.88 
3/19/2017," 113,593.82 ", 121.12 
3/20/2017," 131,980.99 ", 184.82 
3/21/2017," 127,625.37 ", 112.90 
3/22/2017," 114,696.37 ", 77.00 
3/23/2017," 111,632.84 ", 97.82 
3/24/2017," 115,411.41 ", 118.45 
3/25/2017," 107,465.98 ", 138.79 
3/26/2017," 104,189.10 ", 147.48 
3/27/2017," 116,237.22 ", 118.56 
3/28/2017," 111,032.98 ", 121.91 
3/29/2017," 109,640.33 ", 133.80 
3/30/2017," 107,491.87 ", 115.19 
3/31/2017," 110,662.25 ", 145.22 
4/01/2017," 97,402.27 ", 99.25 
4/02/2017," 94,477.10 ", 92.92 
4/03/2017," 107,895.53 ", 106.45 
4/04/2017," 113,138.67 ", 122.66 
4/05/2017," 114,191.35 ", 142.28 
4/06/2017," 114,817.31 ", 126.18 
4/07/2017," 110,160.03 ", 101.33 
4/08/2017," 99,084.74 ", 95.87 
4/09/2017," 96,041.90 ", 74.59 
4/10/2017," 113,287.06 ", 111.80 
4/11/2017," 114,159.97 ", 130.04 
4/12/2017," 114,336.00 ", 126.57 
4/13/2017," 112,704.05 ", 117.54 
4/14/2017," 97,436.41 ", 109.77 
4/15/2017," 99,608.57 ", 116.78 
4/16/2017," 96,594.75 ", 95.65 
4/17/2017," 99,945.50 ", 104.58 
4/18/2017," 111,955.18 ", 112.82 
4/19/2017," 114,436.97 ", 101.31 
4/20/2017," 112,816.68 ", 104.08 
4/21/2017," 114,522.44 ", 133.23 
4/22/2017," 102,528.40 ", 111.67 
4/23/2017," 97,356.57 ", 90.73 
4/24/2017," 109,421.82 ", 113.26 
4/25/2017," 101,548.74 ", 86.79 
4/26/2017," 116,795.25 ", 100.70 
4/27/2017," 126,329.53 ", 145.68 
4/28/2017," 120,144.19 ", 120.81 
4/29/2017," 104,864.05 ", 100.82 
4/30/2017," 103,756.54 ", 109.58 
5/01/2017," 115,103.78 ", 99.16 
5/02/2017," 120,718.64 ", 109.92 
5/03/2017," 129,196.45 ", 128.64 
5/04/2017," 127,260.05 ", 123.47 
5/05/2017," 123,150.39 ", 108.29 
5/06/2017," 105,013.07 ", 81.78 
5/07/2017," 107,424.07 ", 104.91 
5/08/2017," 125,858.27 ", 132.97 
5/09/2017," 126,760.71 ", 138.99 
5/10/2017," 125,747.74 ", 149.62 
5/11/2017," 128,753.13 ", 170.29 
5/12/2017," 123,523.00 ", 129.31 
5/13/2017," 109,477.42 ", 130.32 
5/14/2017," 107,497.03 ", 126.92 
5/15/2017," 125,871.92 ", 134.64 
5/16/2017," 127,820.72 ", 128.31 
5/17/2017," 125,072.68 ", 123.83 
5/18/2017," 122,910.48 ", 107.84 
5/19/2017," 123,351.45 ", 96.44 
5/20/2017," 109,111.62 ", 88.14 
5/21/2017," 105,912.16 ", 76.78 
5/22/2017," 113,551.04 ", 72.93 
5/23/2017," 119,127.21 ", 96.84 
5/24/2017," 121,571.97 ", 103.24 
5/25/2017," 124,010.03 ", 108.52 
5/26/2017," 123,130.60 ", 94.70 
5/27/2017," 104,643.68 ", 60.86 
5/28/2017," 110,029.55 ", 72.34 
5/29/2017," 130,516.10 ", 96.08 
5/30/2017," 132,762.38 ", 95.71 
5/31/2017," 139,030.80 ", 120.65 
6/01/2017," 140,202.74 ", 113.31 
6/02/2017," 136,856.80 ", 96.84 
6/03/2017," 122,161.41 ", 107.25 
6/04/2017," 118,953.95 ", 109.74 
6/05/2017," 132,877.45 ", 101.13 
6/06/2017," 133,274.53 ", 97.89 
6/07/2017," 136,116.12 ", 105.70 
6/08/2017," 139,511.78 ", 110.13 
6/09/2017," 130,994.54 ", 99.98 
6/10/2017," 120,698.92 ", 97.62 
6/11/2017," 113,374.47 ", 87.88 
6/12/2017," 117,691.69 ", 101.71 
6/13/2017," 135,184.95 ", 109.95 
6/14/2017," 136,253.42 ", 93.59 
6/15/2017," 135,303.26 ", 102.84 
6/16/2017," 135,269.64 ", 107.36 
6/17/2017," 121,178.68 ", 104.29 
6/18/2017," 116,112.74 ", 93.62 
6/19/2017," 134,925.74 ", 95.97 
6/20/2017," 131,996.97 ", 85.80 
6/21/2017," 139,814.30 ", 106.97 
6/22/2017," 140,348.57 ", 94.86 
6/23/2017," 132,029.58 ", 80.27 
6/24/2017," 122,393.33 ", 84.97 
6/25/2017," 118,103.87 ", 72.87 
6/26/2017," 138,040.38 ", 104.32 
6/27/2017," 144,526.63 ", 100.20 
6/28/2017," 141,351.90 ", 98.54 
6/29/2017," 138,124.06 ", 102.53 
6/30/2017," 139,275.78 ", 124.68 
7/01/2017," 125,949.50 ", 114.76 
7/02/2017," 120,137.45 ", 110.11 
7/03/2017," 139,765.32 ", 150.61 
7/04/2017," 134,029.81 ", 132.55 
7/05/2017," 134,084.67 ", 146.18 
7/06/2017," 137,899.72 ", 141.68 
7/07/2017," 134,078.07 ", 131.27 
7/08/2017," 123,687.97 ", 129.14 
7/09/2017," 116,064.03 ", 115.13 
7/10/2017," 133,132.33 ", 123.97 
7/11/2017," 137,352.78 ", 148.68 
7/12/2017," 138,152.11 ", 117.95 
7/13/2017," 134,622.39 ", 106.15 
7/14/2017," 131,387.75 ", 111.39 
7/15/2017," 124,486.70 ", 136.11 
7/16/2017," 119,927.64 ", 102.15 
7/17/2017," 131,868.24 ", 99.85 
7/18/2017," 136,121.84 ", 110.00 
7/19/2017," 133,906.26 ", 109.56 
7/20/2017," 139,316.29 ", 133.74 
7/21/2017," 140,073.90 ", 130.19 
7/22/2017," 122,397.13 ", 91.66 
7/23/2017," 118,007.67 ", 107.89 
7/24/2017," 136,330.59 ", 122.65 
7/25/2017," 129,699.27 ", 113.03 
7/26/2017," 133,198.34 ", 117.28 
7/27/2017," 136,003.92 ", 117.32 
7/28/2017," 130,432.05 ", 111.31 
7/29/2017," 111,331.24 ", 93.45 
7/30/2017," 107,580.50 ", 91.42 
7/31/2017," 132,276.88 ", 137.48 
8/01/2017," 137,617.88 ", 137.98 
8/02/2017," 140,729.19 ", 113.49 
8/03/2017," 151,355.43 ", 169.23 
8/04/2017," 141,647.90 ", 110.35 
8/05/2017," 116,696.46 ", 82.77 
8/06/2017," 117,351.14 ", 86.20 
8/07/2017," 138,963.18 ", 111.49 
8/08/2017," 139,108.44 ", 111.55 
8/09/2017," 130,044.38 ", 105.28 
8/10/2017," 122,361.93 ", 86.92 
8/11/2017," 122,862.35 ", 78.93 
8/12/2017," 113,669.45 ", 77.12 
8/13/2017," 106,274.56 ", 68.29 
8/14/2017," 121,533.96 ", 101.40 
8/15/2017," 127,193.30 ", 99.09 
8/16/2017," 121,445.38 ", 72.16 
8/17/2017," 129,223.81 ", 73.71 
8/18/2017," 133,562.99 ", 92.11 
8/19/2017," 124,852.67 ", 97.97 
8/20/2017," 119,799.00 ", 92.82 
8/21/2017," 140,410.30 ", 108.91 
8/22/2017," 133,809.46 ", 107.94 
8/23/2017," 133,056.82 ", 106.65 
8/24/2017," 135,619.94 ", 118.92 
8/25/2017," 133,666.58 ", 120.17 
8/26/2017," 117,444.10 ", 93.66 
8/27/2017," 115,177.94 ", 93.12 
8/28/2017," 139,414.50 ", 163.41 
8/29/2017," 139,814.04 ", 143.85 
8/30/2017," 137,513.47 ", 118.30 
8/31/2017," 133,982.26 ", 115.43 
9/01/2017," 128,707.43 ", 102.28 
9/02/2017," 114,098.12 ", 89.33 
9/03/2017," 103,964.33 ", 67.07 
9/04/2017," 128,001.06 ", 93.83 
9/05/2017," 137,696.67 ", 95.60 
9/06/2017," 134,819.95 ", 101.02 
9/07/2017," 133,405.72 ", 93.03 
9/08/2017," 132,543.10 ", 102.42 
9/09/2017," 120,454.01 ", 96.91 
9/10/2017," 114,584.07 ", 91.88 
9/11/2017," 127,169.03 ", 86.69 
9/12/2017," 130,906.89 ", 94.77 
9/13/2017," 127,192.32 ", 88.36 
9/14/2017," 131,986.81 ", 89.57 
9/15/2017," 128,761.61 ", 89.24 
9/16/2017," 111,301.56 ", 89.61 
9/17/2017," 104,766.00 ", 75.51 
9/18/2017," 115,123.54 ", 79.78 
9/19/2017," 124,033.96 ", 92.37 
9/20/2017," 123,461.38 ", 82.60 
9/21/2017," 119,309.93 ", 74.96 
9/22/2017," 116,611.25 ", 75.29 
9/23/2017," 101,012.29 ", 63.02 
9/24/2017," 92,608.24 ", 43.20 
9/25/2017," 119,126.49 ", 71.24 
9/26/2017," 124,452.94 ", 79.80 
9/27/2017," 119,028.07 ", 72.55 
9/28/2017," 116,655.86 ", 61.65 
9/29/2017," 102,847.26 ", 42.63 
9/30/2017," 100,701.82 ", 47.31 
10/01/2017," 103,556.74 ", 58.99 
10/02/2017," 119,226.42 ", 74.50 
10/03/2017," 118,856.42 ", 79.06 
10/04/2017," 114,604.62 ", 71.11 
10/05/2017," 113,134.58 ", 65.32 
10/06/2017," 118,359.28 ", 53.43 
10/07/2017," 101,974.60 ", 38.89 
10/08/2017," 97,053.55 ", 56.16 
10/09/2017," 111,432.37 ", 68.88 
10/10/2017," 116,556.43 ", 77.45 
10/11/2017," 114,133.54 ", 55.55 
10/12/2017," 113,957.74 ", 56.96 
10/13/2017," 117,048.73 ", 83.76 
10/14/2017," 102,037.17 ", 85.40 
10/15/2017," 98,108.82 ", 71.60 
10/16/2017," 115,907.40 ", 84.01 
10/17/2017," 117,470.22 ", 76.52 
10/18/2017," 121,087.10 ", 92.33 
10/19/2017," 118,201.18 ", 80.38 
10/20/2017," 108,412.67 ", 72.72 
10/21/2017," 102,195.98 ", 73.11 
10/22/2017," 100,571.04 ", 76.33 
10/23/2017," 115,549.44 ", 90.68 
10/24/2017," 118,010.31 ", 91.93 
10/25/2017," 115,813.03 ", 98.04 
10/26/2017," 117,333.45 ", 89.91 
10/27/2017," 112,633.27 ", 78.66 
10/28/2017," 100,746.42 ", 81.09 
10/29/2017," 92,182.96 ", 61.46 
10/30/2017," 112,227.65 ", 77.42 
10/31/2017," 116,179.47 ", 86.96 
11/01/2017," 116,632.09 ", 87.03 
11/02/2017," 120,470.79 ", 87.51 
11/03/2017," 113,452.00 ", 76.93 
11/04/2017," 101,610.82 ", 78.73 
11/05/2017," 95,368.17 ", 77.64 
11/06/2017," 104,632.79 ", 80.93 
11/07/2017," 100,592.30 ", 78.32 
11/08/2017," 111,738.49 ", 91.00 
11/09/2017," 113,539.94 ", 85.58 
11/10/2017," 115,156.45 ", 92.62 
11/11/2017," 104,194.35 ", 83.49 
11/12/2017," 98,774.24 ", 73.95 
11/13/2017," 125,795.84 ", 102.55 
11/14/2017," 135,420.82 ", 94.73 
11/15/2017," 130,385.05 ", 90.97 
11/16/2017," 116,715.97 ", 88.82 
11/17/2017," 117,797.62 ", 99.45 
11/18/2017," 106,730.21 ", 89.77 
11/19/2017," 101,256.78 ", 81.88 
11/20/2017," 128,658.27 ", 131.30 
11/21/2017," 137,151.50 ", 152.75 
11/22/2017," 138,882.25 ", 116.88 
11/23/2017," 135,162.12 ", 105.27 
11/24/2017," 133,951.29 ", 116.56 
11/25/2017," 121,219.60 ", 99.01 
11/26/2017," 108,717.88 ", 83.11 
11/27/2017," 115,429.01 ", 84.61 
11/28/2017," 129,798.47 ", 130.50 
11/29/2017," 151,730.95 ", 166.55 
11/30/2017," 154,632.34 ", 131.49 
12/01/2017," 125,141.90 ", 87.15 
12/02/2017," 99,234.22 ", 66.26 
12/03/2017," 92,487.71 ", 67.76 
12/04/2017," 111,625.98 ", 84.04 
12/05/2017," 113,063.68 ", 82.84 
12/06/2017," 115,383.13 ", 89.56 
12/07/2017," 115,736.97 ", 102.59 
12/08/2017," 109,568.47 ", 87.47 
12/09/2017," 99,334.80 ", 82.98 
12/10/2017," 97,715.01 ", 81.09 
12/11/2017," 114,680.19 ", 97.61 
12/12/2017," 121,945.18 ", 105.00 
12/13/2017," 146,933.10 ", 94.50 
12/14/2017," 129,280.81 ", 101.87 
12/15/2017," 120,821.06 ", 105.44 
12/16/2017," 110,154.36 ", 99.48 
12/17/2017," 107,212.84 ", 82.05 
12/18/2017," 138,949.68 ", 117.27 
12/19/2017," 142,870.40 ", 106.50 
12/20/2017," 114,916.99 ", 78.74 
12/21/2017," 114,462.53 ", 85.78 
12/22/2017," 116,428.79 ", 81.60 
12/23/2017," 109,364.01 ", 79.90 
12/24/2017," 92,856.23 ", 58.94 
12/25/2017," 85,094.38 ", 44.90 
12/26/2017," 98,638.86 ", 72.85 
12/27/2017," 128,753.76 ", 113.65 
12/28/2017," 130,699.16 ", 109.49 
12/29/2017," 115,572.05 ", 93.83 
12/30/2017," 96,358.98 ", 59.48 
12/31/2017," 95,700.48 ", 61.49 
1/01/2018," 95,959.69 ", 71.82 
1/02/2018," 105,277.85 ", 69.39 
1/03/2018," 106,373.83 ", 67.24 
1/04/2018," 113,337.69 ", 78.74 
1/05/2018," 123,247.74 ", 90.83 
1/06/2018," 133,705.85 ", 75.59 
1/07/2018," 107,142.82 ", 80.98 
1/08/2018," 118,832.07 ", 87.93 
1/09/2018," 111,361.05 ", 76.72 
1/10/2018," 116,530.04 ", 80.21 
1/11/2018," 139,607.91 ", 87.80 
1/12/2018," 132,022.87 ", 94.00 
1/13/2018," 98,977.05 ", 73.28 
1/14/2018," 92,021.68 ", 66.66 
1/15/2018," 109,389.10 ", 86.38 
1/16/2018," 116,074.03 ", 92.84 
1/17/2018," 129,286.37 ", 100.28 
1/19/2018," 165,070.60 ", 647.57 
1/20/2018," 124,825.03 ", 94.10 
1/21/2018," 127,305.20 ", 121.71 
1/22/2018," 137,955.43 ", 115.13 
1/23/2018," 128,314.47 ", 102.37 
1/24/2018," 128,899.77 ", 103.43 
1/25/2018," 139,245.21 ", 155.50 
1/26/2018," 128,599.46 ", 91.43 
1/27/2018," 139,114.59 ", 104.88 
1/28/2018," 159,436.69 ", 290.42 
1/29/2018," 160,437.57 ", 107.66 
1/30/2018," 115,239.57 ", 78.57 
1/31/2018," 108,524.18 ", 65.22 
2/01/2018," 109,949.21 ", 72.41 
2/02/2018," 112,946.34 ", 80.45 
2/03/2018," 104,947.33 ", 86.52 
2/04/2018," 106,065.94 ", 98.92 
2/05/2018," 126,465.96 ", 103.83 
2/06/2018," 137,539.73 ", 104.23 
2/07/2018," 159,307.32 ", 624.26 
2/08/2018," 149,473.01 ", 106.65 
2/09/2018," 137,101.87 ", 113.71 
2/10/2018," 118,113.80 ", 83.52 
2/11/2018," 100,440.29 ", 66.27 
2/12/2018," 116,209.13 ", 93.17 
2/13/2018," 124,882.72 ", 99.61 
2/14/2018," 115,269.50 ", 72.05 
2/15/2018," 117,260.25 ", 83.19 
2/16/2018," 114,736.36 ", 86.84 
2/17/2018," 105,799.94 ", 82.76 
2/18/2018," 105,085.52 ", 77.34 
2/19/2018," 113,116.43 ", 74.68 
2/20/2018," 120,035.39 ", 78.80 
2/21/2018," 124,481.42 ", 84.56 
2/22/2018," 133,607.07 ", 88.85 
2/23/2018," 136,328.35 ", 85.71 
2/24/2018," 119,226.44 ", 75.07 
2/25/2018," 96,305.07 ", 56.00 
2/26/2018," 117,952.37 ", 76.81 
2/27/2018," 127,894.29 ", 73.64 
2/28/2018," 123,400.17 ", 69.09 
3/01/2018," 117,346.26 ", 78.60 
3/02/2018," 119,960.33 ", 91.87 
3/03/2018," 111,096.31 ", 80.62 
3/04/2018," 101,334.20 ", 72.60 
3/05/2018," 112,527.29 ", 70.62 
3/06/2018," 113,850.81 ", 61.35 
3/07/2018," 122,717.50 ", 73.27 
3/08/2018," 128,732.59 ", 94.57 
3/09/2018," 127,805.49 ", 99.17 
3/10/2018," 120,398.89 ", 91.99 
3/11/2018," 104,486.18 ", 74.15 
3/12/2018," 97,542.31 ", 63.45 
3/13/2018," 112,663.63 ", 77.09 
3/14/2018," 114,195.35 ", 97.28 
3/15/2018," 116,045.27 ", 101.69 
3/16/2018," 116,284.35 ", 92.59 
3/17/2018," 110,715.12 ", 75.23 
3/18/2018," 97,262.71 ", 62.87 
3/19/2018," 111,617.95 ", 77.17 
3/20/2018," 110,794.26 ", 72.76 
3/21/2018," 111,254.32 ", 71.20 
3/22/2018," 115,020.51 ", 77.28 
3/23/2018," 119,298.33 ", 78.64 
3/24/2018," 112,312.70 ", 71.97 
3/25/2018," 98,918.52 ", 40.26 
3/26/2018," 112,488.22 ", 70.83 
3/27/2018," 116,809.37 ", 64.57 
3/28/2018," 117,744.01 ", 72.11 
3/29/2018," 116,457.26 ", 79.37 
3/30/2018," 97,070.35 ", 69.45 
3/31/2018," 99,687.64 ", 81.41 
4/01/2018," 98,817.03 ", 73.97 
4/02/2018," 98,258.25 ", 62.41 
4/03/2018," 113,381.53 ", 80.11 
4/04/2018," 115,974.61 ", 90.07 
4/05/2018," 117,551.70 ", 86.89 
4/06/2018," 115,979.07 ", 85.69 
4/07/2018," 105,938.48 ", 84.90 
4/08/2018," 100,571.17 ", 58.24 
4/09/2018," 118,702.93 ", 91.69 
4/10/2018," 122,423.01 ", 76.33 
4/11/2018," 121,945.00 ", 75.04 
4/12/2018," 119,876.63 ", 77.71 
4/13/2018," 113,609.76 ", 69.76 
4/14/2018," 105,135.31 ", 37.74 
4/15/2018," 104,123.39 ", 31.68 
4/16/2018," 115,694.64 ", 69.36 
4/17/2018," 121,092.86 ", 86.53 
4/18/2018," 120,784.88 ", 82.88 
4/19/2018," 120,448.94 ", 93.53 
4/20/2018," 118,324.09 ", 95.73 
4/21/2018," 107,479.26 ", 74.44 
4/22/2018," 103,662.05 ", 76.32 
4/23/2018," 117,799.97 ", 72.74 
4/24/2018," 117,642.65 ", 88.09 
4/25/2018," 106,654.96 ", 77.46 
4/26/2018," 117,617.51 ", 82.43 
4/27/2018," 119,079.47 ", 78.21 
4/28/2018," 108,613.38 ", 70.00 
4/29/2018," 105,277.72 ", 64.16 
4/30/2018," 121,551.69 ", 77.97 
5/01/2018," 122,642.24 ", 73.97 
5/02/2018," 118,716.60 ", 67.27 
5/03/2018," 117,357.84 ", 52.77 
5/04/2018," 116,870.46 ", 54.64 
5/05/2018," 106,893.00 ", 58.57 
5/06/2018," 105,840.39 ", 61.90 
5/07/2018," 118,254.56 ", 49.42 
5/08/2018," 122,876.87 ", 101.29 
5/09/2018," 122,721.46 ", 127.59 
5/10/2018," 128,518.51 ", 62.88 
5/11/2018," 133,467.37 ", 63.67 
5/12/2018," 111,273.76 ", 62.66 
5/13/2018," 108,729.71 ", 65.51 
5/14/2018," 129,885.96 ", 111.67 
5/15/2018," 131,900.52 ", 97.88 
5/16/2018," 133,399.23 ", 124.09 
5/17/2018," 131,757.16 ", 108.95 
5/18/2018," 127,353.58 ", 96.16 
5/19/2018," 119,262.15 ", 93.62 
5/20/2018," 112,349.26 ", 78.28 
5/21/2018," 124,046.81 ", 82.72 
5/22/2018," 126,923.00 ", 91.62 
5/23/2018," 129,352.83 ", 118.69 
5/24/2018," 129,553.94 ", 99.49 
5/25/2018," 127,957.57 ", 92.99 
5/26/2018," 115,384.09 ", 74.75 
5/27/2018," 106,044.51 ", 54.19 
5/28/2018," 119,360.27 ", 70.17 
5/29/2018," 123,142.76 ", 81.98 
5/30/2018," 127,830.62 ", 82.54 
5/31/2018," 131,159.95 ", 90.36 
6/01/2018," 135,864.07 ", 101.41 
6/02/2018," 123,226.08 ", 99.85 
6/03/2018," 121,177.59 ", 91.04 
6/04/2018," 135,385.41 ", 120.25 
6/05/2018," 132,975.13 ", 105.80 
6/06/2018," 132,038.43 ", 106.23 
6/07/2018," 128,577.63 ", 87.71 
6/08/2018," 129,910.02 ", 130.08 
6/09/2018," 120,232.20 ", 110.67 
6/10/2018," 117,037.87 ", 75.52 
6/11/2018," 113,420.99 ", 56.40 
6/12/2018," 127,261.30 ", 78.29 
6/13/2018," 131,574.61 ", 84.58 
6/14/2018," 130,544.49 ", 72.49 
6/15/2018," 133,009.01 ", 74.91 
6/16/2018," 124,351.24 ", 81.80 
6/17/2018," 120,785.60 ", 62.27 
6/18/2018," 138,518.74 ", 112.50 
6/19/2018," 143,830.12 ", 110.06 
6/20/2018," 141,305.88 ", 91.29 
6/21/2018," 143,542.02 ", 141.56 
6/22/2018," 140,296.40 ", 131.56 
6/23/2018," 132,165.43 ", 98.84 
