date,Year,Month,day of week,Rainfall amount (millimetres)
2018-05-06,2018,May,Sunday,0.0
2018-05-07,2018,May,Monday,0.0
2018-05-08,2018,May,Tuesday,0.2
2018-05-09,2018,May,Wednesday,0.0
2018-05-10,2018,May,Thursday,8.0
2018-05-11,2018,May,Friday,18.6
2018-05-12,2018,May,Saturday,8.4
2018-05-13,2018,May,Sunday,4.0
2018-05-14,2018,May,Monday,0.0
2018-05-15,2018,May,Tuesday,0.0
2018-05-16,2018,May,Wednesday,2.0
2018-05-17,2018,May,Thursday,0.0
2018-05-18,2018,May,Friday,0.2
2018-05-19,2018,May,Saturday,2.6
2018-05-20,2018,May,Sunday,0.0
2018-05-21,2018,May,Monday,2.4
2018-05-22,2018,May,Tuesday,0.0
2018-05-23,2018,May,Wednesday,4.6
2018-05-24,2018,May,Thursday,0.0
2018-05-25,2018,May,Friday,0.0
2018-05-26,2018,May,Saturday,0.0
2018-05-27,2018,May,Sunday,0.0
2018-05-28,2018,May,Monday,0.0
2018-05-29,2018,May,Tuesday,0.8
2018-05-30,2018,May,Wednesday,0.0
2018-05-31,2018,May,Thursday,5.0
2018-06-01,2018,Jun,Friday,0.0
2018-06-02,2018,Jun,Saturday,0.2
2018-06-03,2018,Jun,Sunday,0.0
2018-06-04,2018,Jun,Monday,0.0
2018-06-05,2018,Jun,Tuesday,1.6
2018-06-06,2018,Jun,Wednesday,0.4
2018-06-07,2018,Jun,Thursday,0.2
2018-06-08,2018,Jun,Friday,0.6
2018-06-09,2018,Jun,Saturday,3.0
2018-06-10,2018,Jun,Sunday,0.0
2018-06-11,2018,Jun,Monday,0.2
2018-06-12,2018,Jun,Tuesday,0.4
2018-06-13,2018,Jun,Wednesday,0.0
2018-06-14,2018,Jun,Thursday,5.6
2018-06-15,2018,Jun,Friday,4.6
2018-06-16,2018,Jun,Saturday,2.2
2018-06-17,2018,Jun,Sunday,15.6
2018-06-18,2018,Jun,Monday,7.2
2018-06-19,2018,Jun,Tuesday,0.4
2018-06-20,2018,Jun,Wednesday,0.2
2018-06-21,2018,Jun,Thursday,0.0
2018-06-22,2018,Jun,Friday,0.0
2018-06-23,2018,Jun,Saturday,0.0
2018-06-24,2018,Jun,Sunday,0.0
2018-06-25,2018,Jun,Monday,0.0
2018-06-26,2018,Jun,Tuesday,0.0
2018-06-27,2018,Jun,Wednesday,0.2
2018-06-28,2018,Jun,Thursday,0.0
2018-06-29,2018,Jun,Friday,0.2
2018-06-30,2018,Jun,Saturday,0.4
2018-07-01,2018,Jul,Sunday,0.4
2018-07-02,2018,Jul,Monday,0.0
2018-07-03,2018,Jul,Tuesday,0.0
2018-07-04,2018,Jul,Wednesday,0.0
2018-07-05,2018,Jul,Thursday,0.4
2018-07-06,2018,Jul,Friday,0.0
2018-07-07,2018,Jul,Saturday,1.2
2018-07-08,2018,Jul,Sunday,0.8
2018-07-09,2018,Jul,Monday,1.2
2018-07-10,2018,Jul,Tuesday,0.0
2018-07-11,2018,Jul,Wednesday,0.0
2018-07-12,2018,Jul,Thursday,0.0
2018-07-13,2018,Jul,Friday,0.2
2018-07-14,2018,Jul,Saturday,0.0
2018-07-15,2018,Jul,Sunday,0.0
2018-07-16,2018,Jul,Monday,0.0
2018-07-17,2018,Jul,Tuesday,0.0
2018-07-18,2018,Jul,Wednesday,1.2
2018-07-19,2018,Jul,Thursday,0.0
2018-07-20,2018,Jul,Friday,4.4
2018-07-21,2018,Jul,Saturday,0.2
2018-07-22,2018,Jul,Sunday,0.0
2018-07-23,2018,Jul,Monday,0.2
2018-07-24,2018,Jul,Tuesday,0.6
2018-07-25,2018,Jul,Wednesday,6.2
2018-07-26,2018,Jul,Thursday,0.0
2018-07-27,2018,Jul,Friday,0.0
2018-07-28,2018,Jul,Saturday,0.0
2018-07-29,2018,Jul,Sunday,2.0
2018-07-30,2018,Jul,Monday,0.4
2018-07-31,2018,Jul,Tuesday,0.0
2018-08-01,2018,Aug,Wednesday,1.6
2018-08-02,2018,Aug,Thursday,0.0
2018-08-03,2018,Aug,Friday,0.0
2018-08-04,2018,Aug,Saturday,1.6
2018-08-05,2018,Aug,Sunday,0.0
2018-08-06,2018,Aug,Monday,0.0
2018-08-07,2018,Aug,Tuesday,0.0
2018-08-08,2018,Aug,Wednesday,1.0
2018-08-09,2018,Aug,Thursday,2.2
2018-08-10,2018,Aug,Friday,0.0
2018-08-11,2018,Aug,Saturday,10.4
2018-08-12,2018,Aug,Sunday,4.6
2018-08-13,2018,Aug,Monday,0.0
2018-08-14,2018,Aug,Tuesday,0.2
2018-08-15,2018,Aug,Wednesday,0.0
2018-08-16,2018,Aug,Thursday,0.2
2018-08-17,2018,Aug,Friday,0.0
2018-08-18,2018,Aug,Saturday,2.2
2018-08-19,2018,Aug,Sunday,9.2
2018-08-20,2018,Aug,Monday,2.0
2018-08-21,2018,Aug,Tuesday,1.2
2018-08-22,2018,Aug,Wednesday,1.0
2018-08-23,2018,Aug,Thursday,0.0
2018-08-24,2018,Aug,Friday,0.0
2018-08-25,2018,Aug,Saturday,0.0
2018-08-26,2018,Aug,Sunday,0.0
2018-08-27,2018,Aug,Monday,3.6
2018-08-28,2018,Aug,Tuesday,0.2
2018-08-29,2018,Aug,Wednesday,0.0
2018-08-30,2018,Aug,Thursday,0.0
2018-08-31,2018,Aug,Friday,1.6
2018-09-01,2018,Sep,Saturday,2.2
2018-09-02,2018,Sep,Sunday,3.0
2018-09-03,2018,Sep,Monday,0.0
2018-09-04,2018,Sep,Tuesday,0.0
2018-09-05,2018,Sep,Wednesday,0.0
2018-09-06,2018,Sep,Thursday,0.0
2018-09-07,2018,Sep,Friday,3.4
2018-09-08,2018,Sep,Saturday,0.2
2018-09-09,2018,Sep,Sunday,0.0
2018-09-10,2018,Sep,Monday,0.0
2018-09-11,2018,Sep,Tuesday,0.0
2018-09-12,2018,Sep,Wednesday,0.0
2018-09-13,2018,Sep,Thursday,0.0
2018-09-14,2018,Sep,Friday,0.0
2018-09-15,2018,Sep,Saturday,0.2
2018-09-16,2018,Sep,Sunday,2.0
2018-09-17,2018,Sep,Monday,0.0
2018-09-18,2018,Sep,Tuesday,0.0
2018-09-19,2018,Sep,Wednesday,3.0
2018-09-20,2018,Sep,Thursday,0.8
2018-09-21,2018,Sep,Friday,0.0
2018-09-22,2018,Sep,Saturday,0.0
2018-09-23,2018,Sep,Sunday,0.2
2018-09-24,2018,Sep,Monday,0.0
2018-09-25,2018,Sep,Tuesday,0.0
2018-09-26,2018,Sep,Wednesday,0.0
2018-09-27,2018,Sep,Thursday,0.0
2018-09-28,2018,Sep,Friday,0.0
2018-09-29,2018,Sep,Saturday,1.2
2018-09-30,2018,Sep,Sunday,0.2
2018-10-01,2018,Oct,Monday,0.0
2018-10-02,2018,Oct,Tuesday,0.0
2018-10-03,2018,Oct,Wednesday,0.0
2018-10-04,2018,Oct,Thursday,0.0
2018-10-05,2018,Oct,Friday,0.0
2018-10-06,2018,Oct,Saturday,0.0
2018-10-07,2018,Oct,Sunday,0.0
2018-10-08,2018,Oct,Monday,0.0
2018-10-09,2018,Oct,Tuesday,1.3322074877280636
2018-10-10,2018,Oct,Wednesday,1.3322074877280636
2018-10-11,2018,Oct,Thursday,0.0
2018-10-12,2018,Oct,Friday,0.0
2018-10-13,2018,Oct,Saturday,0.0
2018-10-14,2018,Oct,Sunday,0.0
2018-10-15,2018,Oct,Monday,0.0
2018-10-16,2018,Oct,Tuesday,0.2
2018-10-17,2018,Oct,Wednesday,5.2
2018-10-18,2018,Oct,Thursday,2.0
2018-10-19,2018,Oct,Friday,0.0
2018-10-20,2018,Oct,Saturday,5.0
2018-10-21,2018,Oct,Sunday,5.6
2018-10-22,2018,Oct,Monday,0.0
2018-10-23,2018,Oct,Tuesday,0.0
2018-10-24,2018,Oct,Wednesday,0.0
2018-10-25,2018,Oct,Thursday,0.0
2018-10-26,2018,Oct,Friday,0.0
2018-10-27,2018,Oct,Saturday,0.0
2018-10-28,2018,Oct,Sunday,0.0
2018-10-29,2018,Oct,Monday,0.0
2018-10-30,2018,Oct,Tuesday,0.0
2018-10-31,2018,Oct,Wednesday,0.0
2018-11-01,2018,Nov,Thursday,0.0
2018-11-02,2018,Nov,Friday,0.0
2018-11-03,2018,Nov,Saturday,0.2
2018-11-04,2018,Nov,Sunday,0.0
2018-11-05,2018,Nov,Monday,2.8
2018-11-06,2018,Nov,Tuesday,4.4
2018-11-07,2018,Nov,Wednesday,35.8
2018-11-08,2018,Nov,Thursday,3.0
2018-11-09,2018,Nov,Friday,0.0
2018-11-10,2018,Nov,Saturday,0.0
2018-11-11,2018,Nov,Sunday,0.2
2018-11-12,2018,Nov,Monday,0.0
2018-11-13,2018,Nov,Tuesday,0.0
2018-11-14,2018,Nov,Wednesday,6.2
2018-11-15,2018,Nov,Thursday,0.2
2018-11-16,2018,Nov,Friday,0.0
2018-11-17,2018,Nov,Saturday,0.0
2018-11-18,2018,Nov,Sunday,0.0
2018-11-19,2018,Nov,Monday,0.0
2018-11-20,2018,Nov,Tuesday,0.0
2018-11-21,2018,Nov,Wednesday,24.2
2018-11-22,2018,Nov,Thursday,6.2
2018-11-23,2018,Nov,Friday,6.0
2018-11-24,2018,Nov,Saturday,7.0
2018-11-25,2018,Nov,Sunday,0.8
2018-11-26,2018,Nov,Monday,0.0
2018-11-27,2018,Nov,Tuesday,0.2
2018-11-28,2018,Nov,Wednesday,0.0
2018-11-29,2018,Nov,Thursday,0.6
2018-11-30,2018,Nov,Friday,0.0
2018-12-01,2018,Dec,Saturday,0.0
2018-12-02,2018,Dec,Sunday,10.4
2018-12-03,2018,Dec,Monday,0.0
2018-12-04,2018,Dec,Tuesday,0.0
2018-12-05,2018,Dec,Wednesday,0.0
2018-12-06,2018,Dec,Thursday,0.0
2018-12-07,2018,Dec,Friday,0.0
2018-12-08,2018,Dec,Saturday,0.0
2018-12-09,2018,Dec,Sunday,1.2
2018-12-10,2018,Dec,Monday,0.0
2018-12-11,2018,Dec,Tuesday,0.0
2018-12-12,2018,Dec,Wednesday,0.0
2018-12-13,2018,Dec,Thursday,16.2
2018-12-14,2018,Dec,Friday,16.6
2018-12-15,2018,Dec,Saturday,41.2
2018-12-16,2018,Dec,Sunday,3.8
2018-12-17,2018,Dec,Monday,2.0
2018-12-18,2018,Dec,Tuesday,0.0
2018-12-19,2018,Dec,Wednesday,0.0
2018-12-20,2018,Dec,Thursday,0.0
2018-12-21,2018,Dec,Friday,1.0
2018-12-22,2018,Dec,Saturday,9.8
2018-12-23,2018,Dec,Sunday,0.0
2018-12-24,2018,Dec,Monday,0.0
2018-12-25,2018,Dec,Tuesday,0.0
2018-12-26,2018,Dec,Wednesday,0.0
2018-12-27,2018,Dec,Thursday,0.0
2018-12-28,2018,Dec,Friday,0.0
2018-12-29,2018,Dec,Saturday,1.2
2018-12-30,2018,Dec,Sunday,0.6
2018-12-31,2018,Dec,Monday,0.8
2019-01-01,2019,Jan,Tuesday,0.0
2019-01-02,2019,Jan,Wednesday,0.0
2019-01-03,2019,Jan,Thursday,0.0
2019-01-04,2019,Jan,Friday,0.0
2019-01-05,2019,Jan,Saturday,0.4
2019-01-06,2019,Jan,Sunday,1.4
2019-01-07,2019,Jan,Monday,0.0
2019-01-08,2019,Jan,Tuesday,0.0
2019-01-09,2019,Jan,Wednesday,0.6
2019-01-10,2019,Jan,Thursday,0.0
2019-01-11,2019,Jan,Friday,0.0
2019-01-12,2019,Jan,Saturday,0.0
2019-01-13,2019,Jan,Sunday,0.0
2019-01-14,2019,Jan,Monday,0.0
2019-01-15,2019,Jan,Tuesday,0.0
2019-01-16,2019,Jan,Wednesday,0.0
2019-01-17,2019,Jan,Thursday,0.0
2019-01-18,2019,Jan,Friday,0.2
2019-01-19,2019,Jan,Saturday,2.0
2019-01-20,2019,Jan,Sunday,0.0
2019-01-21,2019,Jan,Monday,0.0
2019-01-22,2019,Jan,Tuesday,0.0
2019-01-23,2019,Jan,Wednesday,0.0
2019-01-24,2019,Jan,Thursday,0.0
2019-01-25,2019,Jan,Friday,0.0
2019-01-26,2019,Jan,Saturday,0.0
2019-01-27,2019,Jan,Sunday,0.0
2019-01-28,2019,Jan,Monday,0.0
2019-01-29,2019,Jan,Tuesday,0.0
2019-01-30,2019,Jan,Wednesday,0.0
2019-01-31,2019,Jan,Thursday,6.6
2019-02-01,2019,Feb,Friday,0.0
2019-02-02,2019,Feb,Saturday,0.0
2019-02-03,2019,Feb,Sunday,0.0
2019-02-04,2019,Feb,Monday,0.0
2019-02-05,2019,Feb,Tuesday,0.0
2019-02-06,2019,Feb,Wednesday,0.0
2019-02-07,2019,Feb,Thursday,11.0
2019-02-08,2019,Feb,Friday,0.0
2019-02-09,2019,Feb,Saturday,0.0
2019-02-10,2019,Feb,Sunday,4.8
2019-02-11,2019,Feb,Monday,0.0
2019-02-12,2019,Feb,Tuesday,0.0
2019-02-13,2019,Feb,Wednesday,2.8
2019-02-14,2019,Feb,Thursday,0.0
2019-02-15,2019,Feb,Friday,0.0
2019-02-16,2019,Feb,Saturday,0.0
2019-02-17,2019,Feb,Sunday,0.0
2019-02-18,2019,Feb,Monday,0.0
2019-02-19,2019,Feb,Tuesday,0.0
2019-02-20,2019,Feb,Wednesday,0.0
2019-02-21,2019,Feb,Thursday,0.0
2019-02-22,2019,Feb,Friday,0.0
2019-02-23,2019,Feb,Saturday,0.0
2019-02-24,2019,Feb,Sunday,0.0
2019-02-25,2019,Feb,Monday,0.0
2019-02-26,2019,Feb,Tuesday,0.0
2019-02-27,2019,Feb,Wednesday,0.0
2019-02-28,2019,Feb,Thursday,0.0
2019-03-01,2019,Mar,Friday,0.0
2019-03-02,2019,Mar,Saturday,0.0
2019-03-03,2019,Mar,Sunday,0.0
2019-03-04,2019,Mar,Monday,0.0
2019-03-05,2019,Mar,Tuesday,0.0
2019-03-06,2019,Mar,Wednesday,1.6
2019-03-07,2019,Mar,Thursday,2.0
2019-03-08,2019,Mar,Friday,0.0
2019-03-09,2019,Mar,Saturday,0.0
2019-03-10,2019,Mar,Sunday,0.0
2019-03-11,2019,Mar,Monday,0.2
2019-03-12,2019,Mar,Tuesday,0.0
2019-03-13,2019,Mar,Wednesday,0.0
2019-03-14,2019,Mar,Thursday,0.2
2019-03-15,2019,Mar,Friday,0.0
2019-03-16,2019,Mar,Saturday,0.0
2019-03-17,2019,Mar,Sunday,0.0
2019-03-18,2019,Mar,Monday,0.0
2019-03-19,2019,Mar,Tuesday,0.0
2019-03-20,2019,Mar,Wednesday,0.0
2019-03-21,2019,Mar,Thursday,0.0
2019-03-22,2019,Mar,Friday,0.0
2019-03-23,2019,Mar,Saturday,1.8
2019-03-24,2019,Mar,Sunday,2.0
2019-03-25,2019,Mar,Monday,0.2
2019-03-26,2019,Mar,Tuesday,0.0
2019-03-27,2019,Mar,Wednesday,0.0
2019-03-28,2019,Mar,Thursday,0.0
2019-03-29,2019,Mar,Friday,0.0
2019-03-30,2019,Mar,Saturday,1.8
2019-03-31,2019,Mar,Sunday,2.2
2019-04-01,2019,Apr,Monday,0.2
2019-04-02,2019,Apr,Tuesday,0.0
2019-04-03,2019,Apr,Wednesday,0.0
2019-04-04,2019,Apr,Thursday,0.0
2019-04-05,2019,Apr,Friday,0.0
2019-04-06,2019,Apr,Saturday,0.0
2019-04-07,2019,Apr,Sunday,0.0
2019-04-08,2019,Apr,Monday,0.0
2019-04-09,2019,Apr,Tuesday,1.6
2019-04-10,2019,Apr,Wednesday,1.4
2019-04-11,2019,Apr,Thursday,0.0
2019-04-12,2019,Apr,Friday,0.2
2019-04-13,2019,Apr,Saturday,0.0
2019-04-14,2019,Apr,Sunday,0.0
2019-04-15,2019,Apr,Monday,0.0
2019-04-16,2019,Apr,Tuesday,0.0
2019-04-17,2019,Apr,Wednesday,0.0
2019-04-18,2019,Apr,Thursday,0.0
2019-04-19,2019,Apr,Friday,0.0
2019-04-20,2019,Apr,Saturday,0.0
2019-04-21,2019,Apr,Sunday,0.0
2019-04-22,2019,Apr,Monday,0.8
2019-04-23,2019,Apr,Tuesday,0.0
2019-04-24,2019,Apr,Wednesday,0.0
2019-04-25,2019,Apr,Thursday,0.0
2019-04-26,2019,Apr,Friday,3.0
2019-04-27,2019,Apr,Saturday,0.0
2019-04-28,2019,Apr,Sunday,0.0
2019-04-29,2019,Apr,Monday,0.0
2019-04-30,2019,Apr,Tuesday,0.0
2019-05-01,2019,May,Wednesday,0.0
2019-05-02,2019,May,Thursday,3.6
2019-05-03,2019,May,Friday,0.2
2019-05-04,2019,May,Saturday,0.2
2019-05-05,2019,May,Sunday,2.0
2019-05-06,2019,May,Monday,0.2
2019-05-07,2019,May,Tuesday,0.0
2019-05-08,2019,May,Wednesday,5.2
2019-05-09,2019,May,Thursday,0.6
2019-05-10,2019,May,Friday,7.2
2019-05-11,2019,May,Saturday,8.2
2019-05-12,2019,May,Sunday,0.0
2019-05-13,2019,May,Monday,0.0
2019-05-14,2019,May,Tuesday,0.0
2019-05-15,2019,May,Wednesday,0.0
2019-05-16,2019,May,Thursday,0.0
2019-05-17,2019,May,Friday,0.0
2019-05-18,2019,May,Saturday,0.0
2019-05-19,2019,May,Sunday,0.2
2019-05-20,2019,May,Monday,0.4
2019-05-21,2019,May,Tuesday,0.4
2019-05-22,2019,May,Wednesday,0.0
2019-05-23,2019,May,Thursday,0.0
2019-05-24,2019,May,Friday,0.0
2019-05-25,2019,May,Saturday,1.6
2019-05-26,2019,May,Sunday,6.6
2019-05-27,2019,May,Monday,8.2
2019-05-28,2019,May,Tuesday,0.2
2019-05-29,2019,May,Wednesday,1.2
2019-05-30,2019,May,Thursday,5.8
2019-05-31,2019,May,Friday,1.4
2019-06-01,2019,Jun,Saturday,2.4
2019-06-02,2019,Jun,Sunday,0.0
2019-06-03,2019,Jun,Monday,15.4
2019-06-04,2019,Jun,Tuesday,3.2
2019-06-05,2019,Jun,Wednesday,0.0
2019-06-06,2019,Jun,Thursday,0.0
2019-06-07,2019,Jun,Friday,0.0
2019-06-08,2019,Jun,Saturday,0.0
2019-06-09,2019,Jun,Sunday,0.0
2019-06-10,2019,Jun,Monday,3.0
2019-06-11,2019,Jun,Tuesday,0.0
2019-06-12,2019,Jun,Wednesday,0.6
2019-06-13,2019,Jun,Thursday,2.6
2019-06-14,2019,Jun,Friday,2.2
2019-06-15,2019,Jun,Saturday,2.6
2019-06-16,2019,Jun,Sunday,0.0
2019-06-17,2019,Jun,Monday,3.4
2019-06-18,2019,Jun,Tuesday,0.0
2019-06-19,2019,Jun,Wednesday,0.8
2019-06-20,2019,Jun,Thursday,1.6
2019-06-21,2019,Jun,Friday,3.0
2019-06-22,2019,Jun,Saturday,0.4
2019-06-23,2019,Jun,Sunday,1.2
2019-06-24,2019,Jun,Monday,0.0
2019-06-25,2019,Jun,Tuesday,0.0
2019-06-26,2019,Jun,Wednesday,0.2
2019-06-27,2019,Jun,Thursday,0.0
2019-06-28,2019,Jun,Friday,0.0
2019-06-29,2019,Jun,Saturday,0.8
2019-06-30,2019,Jun,Sunday,6.4
2019-07-01,2019,Jul,Monday,0.0
2019-07-02,2019,Jul,Tuesday,0.0
2019-07-03,2019,Jul,Wednesday,0.0
2019-07-04,2019,Jul,Thursday,0.0
2019-07-05,2019,Jul,Friday,0.0
2019-07-06,2019,Jul,Saturday,0.0
2019-07-07,2019,Jul,Sunday,0.2
2019-07-08,2019,Jul,Monday,5.2
2019-07-09,2019,Jul,Tuesday,0.2
2019-07-10,2019,Jul,Wednesday,0.2
2019-07-11,2019,Jul,Thursday,6.4
2019-07-12,2019,Jul,Friday,2.4
2019-07-13,2019,Jul,Saturday,4.4
2019-07-14,2019,Jul,Sunday,0.8
2019-07-15,2019,Jul,Monday,4.4
2019-07-16,2019,Jul,Tuesday,1.8
2019-07-17,2019,Jul,Wednesday,0.0
2019-07-18,2019,Jul,Thursday,0.4
2019-07-19,2019,Jul,Friday,1.6
2019-07-20,2019,Jul,Saturday,0.0
2019-07-21,2019,Jul,Sunday,0.0
2019-07-22,2019,Jul,Monday,0.0
2019-07-23,2019,Jul,Tuesday,1.6
2019-07-24,2019,Jul,Wednesday,8.0
2019-07-25,2019,Jul,Thursday,0.0
2019-07-26,2019,Jul,Friday,0.0
2019-07-27,2019,Jul,Saturday,6.8
2019-07-28,2019,Jul,Sunday,0.0
2019-07-29,2019,Jul,Monday,0.0
2019-07-30,2019,Jul,Tuesday,0.8
2019-07-31,2019,Jul,Wednesday,0.0
2019-08-01,2019,Aug,Thursday,0.0
2019-08-02,2019,Aug,Friday,0.4
2019-08-03,2019,Aug,Saturday,0.0
2019-08-04,2019,Aug,Sunday,1.0
2019-08-05,2019,Aug,Monday,0.0
2019-08-06,2019,Aug,Tuesday,0.4
2019-08-07,2019,Aug,Wednesday,0.0
2019-08-08,2019,Aug,Thursday,10.8
2019-08-09,2019,Aug,Friday,2.0
2019-08-10,2019,Aug,Saturday,4.2
2019-08-11,2019,Aug,Sunday,6.0
2019-08-12,2019,Aug,Monday,8.8
2019-08-13,2019,Aug,Tuesday,0.0
2019-08-14,2019,Aug,Wednesday,0.2
2019-08-15,2019,Aug,Thursday,0.0
2019-08-16,2019,Aug,Friday,0.0
2019-08-17,2019,Aug,Saturday,3.8
2019-08-18,2019,Aug,Sunday,0.0
2019-08-19,2019,Aug,Monday,4.0
2019-08-20,2019,Aug,Tuesday,0.4
2019-08-21,2019,Aug,Wednesday,0.2
2019-08-22,2019,Aug,Thursday,1.6
2019-08-23,2019,Aug,Friday,0.0
2019-08-24,2019,Aug,Saturday,0.0
2019-08-25,2019,Aug,Sunday,1.2
2019-08-26,2019,Aug,Monday,0.0
2019-08-27,2019,Aug,Tuesday,0.0
2019-08-28,2019,Aug,Wednesday,0.0
2019-08-29,2019,Aug,Thursday,6.2
2019-08-30,2019,Aug,Friday,0.2
2019-08-31,2019,Aug,Saturday,0.0
2019-09-01,2019,Sep,Sunday,0.0
2019-09-02,2019,Sep,Monday,2.4
2019-09-03,2019,Sep,Tuesday,0.6
2019-09-04,2019,Sep,Wednesday,0.0
2019-09-05,2019,Sep,Thursday,3.4
2019-09-06,2019,Sep,Friday,2.0
2019-09-07,2019,Sep,Saturday,1.0
2019-09-08,2019,Sep,Sunday,0.6
2019-09-09,2019,Sep,Monday,5.6
2019-09-10,2019,Sep,Tuesday,2.6
2019-09-11,2019,Sep,Wednesday,0.0
2019-09-12,2019,Sep,Thursday,0.0
2019-09-13,2019,Sep,Friday,0.0
2019-09-14,2019,Sep,Saturday,0.0
2019-09-15,2019,Sep,Sunday,1.6
2019-09-16,2019,Sep,Monday,13.0
2019-09-17,2019,Sep,Tuesday,0.0
2019-09-18,2019,Sep,Wednesday,0.0
2019-09-19,2019,Sep,Thursday,0.0
2019-09-20,2019,Sep,Friday,0.0
2019-09-21,2019,Sep,Saturday,0.0
2019-09-22,2019,Sep,Sunday,4.6
2019-09-23,2019,Sep,Monday,2.0
2019-09-24,2019,Sep,Tuesday,1.4
2019-09-25,2019,Sep,Wednesday,0.0
2019-09-26,2019,Sep,Thursday,0.0
2019-09-27,2019,Sep,Friday,0.0
2019-09-28,2019,Sep,Saturday,0.2
2019-09-29,2019,Sep,Sunday,0.0
2019-09-30,2019,Sep,Monday,0.0
2019-10-01,2019,Oct,Tuesday,0.0
2019-10-02,2019,Oct,Wednesday,0.0
2019-10-03,2019,Oct,Thursday,0.0
2019-10-04,2019,Oct,Friday,0.0
2019-10-05,2019,Oct,Saturday,1.8
2019-10-06,2019,Oct,Sunday,0.0
2019-10-07,2019,Oct,Monday,0.0
2019-10-08,2019,Oct,Tuesday,2.6
2019-10-09,2019,Oct,Wednesday,5.8
2019-10-10,2019,Oct,Thursday,0.2
2019-10-11,2019,Oct,Friday,0.0
2019-10-12,2019,Oct,Saturday,0.0
2019-10-13,2019,Oct,Sunday,0.0
2019-10-14,2019,Oct,Monday,0.2
2019-10-15,2019,Oct,Tuesday,0.0
2019-10-16,2019,Oct,Wednesday,0.0
2019-10-17,2019,Oct,Thursday,4.4
2019-10-18,2019,Oct,Friday,0.8
2019-10-19,2019,Oct,Saturday,0.8
2019-10-20,2019,Oct,Sunday,0.8
2019-10-21,2019,Oct,Monday,0.0
2019-10-22,2019,Oct,Tuesday,0.0
2019-10-23,2019,Oct,Wednesday,0.0
2019-10-24,2019,Oct,Thursday,0.2
2019-10-25,2019,Oct,Friday,0.0
2019-10-26,2019,Oct,Saturday,3.8
2019-10-27,2019,Oct,Sunday,1.2
2019-10-28,2019,Oct,Monday,1.4
2019-10-29,2019,Oct,Tuesday,0.0
2019-10-30,2019,Oct,Wednesday,0.0
2019-10-31,2019,Oct,Thursday,0.0
2019-11-01,2019,Nov,Friday,0.0
2019-11-02,2019,Nov,Saturday,4.2
2019-11-03,2019,Nov,Sunday,12.4
2019-11-04,2019,Nov,Monday,1.2
2019-11-05,2019,Nov,Tuesday,10.2
2019-11-06,2019,Nov,Wednesday,0.0
2019-11-07,2019,Nov,Thursday,0.0
2019-11-08,2019,Nov,Friday,6.8
2019-11-09,2019,Nov,Saturday,6.4
2019-11-10,2019,Nov,Sunday,0.2
2019-11-11,2019,Nov,Monday,0.0
2019-11-12,2019,Nov,Tuesday,0.6
2019-11-13,2019,Nov,Wednesday,1.6
2019-11-14,2019,Nov,Thursday,0.8
2019-11-15,2019,Nov,Friday,0.0
2019-11-16,2019,Nov,Saturday,0.0
2019-11-17,2019,Nov,Sunday,0.0
2019-11-18,2019,Nov,Monday,0.0
2019-11-19,2019,Nov,Tuesday,0.0
2019-11-20,2019,Nov,Wednesday,0.0
2019-11-21,2019,Nov,Thursday,0.0
2019-11-22,2019,Nov,Friday,0.0
2019-11-23,2019,Nov,Saturday,0.0
2019-11-24,2019,Nov,Sunday,0.0
2019-11-25,2019,Nov,Monday,0.0
2019-11-26,2019,Nov,Tuesday,2.0
2019-11-27,2019,Nov,Wednesday,0.0
2019-11-28,2019,Nov,Thursday,0.0
2019-11-29,2019,Nov,Friday,0.0
2019-11-30,2019,Nov,Saturday,8.0
2019-12-01,2019,Dec,Sunday,0.0
2019-12-02,2019,Dec,Monday,3.4
2019-12-03,2019,Dec,Tuesday,0.4
2019-12-04,2019,Dec,Wednesday,0.0
2019-12-05,2019,Dec,Thursday,0.0
2019-12-06,2019,Dec,Friday,0.0
2019-12-07,2019,Dec,Saturday,0.0
2019-12-08,2019,Dec,Sunday,0.0
2019-12-09,2019,Dec,Monday,0.0
2019-12-10,2019,Dec,Tuesday,0.0
2019-12-11,2019,Dec,Wednesday,0.0
2019-12-12,2019,Dec,Thursday,0.0
2019-12-13,2019,Dec,Friday,0.0
2019-12-14,2019,Dec,Saturday,0.0
2019-12-15,2019,Dec,Sunday,0.0
2019-12-16,2019,Dec,Monday,0.0
2019-12-17,2019,Dec,Tuesday,0.0
2019-12-18,2019,Dec,Wednesday,0.0
2019-12-19,2019,Dec,Thursday,0.0
2019-12-20,2019,Dec,Friday,0.0
2019-12-21,2019,Dec,Saturday,0.0
2019-12-22,2019,Dec,Sunday,0.0
2019-12-23,2019,Dec,Monday,0.0
2019-12-24,2019,Dec,Tuesday,0.0
2019-12-25,2019,Dec,Wednesday,0.0
2019-12-26,2019,Dec,Thursday,0.0
2019-12-27,2019,Dec,Friday,0.0
2019-12-28,2019,Dec,Saturday,0.0
2019-12-29,2019,Dec,Sunday,0.0
2019-12-30,2019,Dec,Monday,0.0
2019-12-31,2019,Dec,Tuesday,2.4
2020-01-01,2020,Jan,Wednesday,0.0
2020-01-02,2020,Jan,Thursday,0.0
2020-01-03,2020,Jan,Friday,0.0
2020-01-04,2020,Jan,Saturday,0.0
2020-01-05,2020,Jan,Sunday,2.2
2020-01-06,2020,Jan,Monday,8.2
2020-01-07,2020,Jan,Tuesday,1.2
