route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color
"12-831-aus-1","32","831","Kingsmere Estate - Berwick Station","3","FF8200","FFFFFF"
"12-834-aus-1","32","834","Berwick Station","3","FF8200","FFFFFF"
"12-835-aus-1","32","835","Berwick Station","3","FF8200","FFFFFF"
"12-836-aus-1","32","836","Eden Rise SC - Berwick Station","3","FF8200","FFFFFF"
"12-837-aus-1","32","837","Beaconsfield East - Berwick Station","3","FF8200","FFFFFF"
"12-838-aus-1","32","838","Emerald - Fountain Gate SC","3","FF8200","FFFFFF"
"12-839-aus-1","32","839","North Berwick - Berwick Station","3","FF8200","FFFFFF"
"12-840-aus-1","32","840","Gembrook - Pakenham","3","FF8200","FFFFFF"
"12-841-aus-1","32","841","Cranbourne - Narre Warren North","3","FF8200","FFFFFF"
"12-842-aus-1","32","842","Endeavour Hills SC - Fountain Gate SC","3","FF8200","FFFFFF"
"12-846-aus-1","32","846","Eden Rise SC - Berwick Station","3","FF8200","FFFFFF"
"12-847-aus-1","32","847","Berwick - Casey Central SC","3","FF8200","FFFFFF"
"12-888-aus-1","32","888","Clyde - Berwick Station","3","FF8200","FFFFFF"
"12-889-aus-1","32","889","Clyde North - Berwick Station","3","FF8200","FFFFFF"
"12-899-aus-1","32","899","The Avenue Village SC - Berwick Station","3","FF8200","FFFFFF"
"12-925-aus-1","32","925","Lakeside - Pakenham Station","3","FF8200","FFFFFF"
"12-926-aus-1","32","926","Pakenham Station - Fountain Gate SC","3","FF8200","FFFFFF"
"12-927-aus-1","32","927","Pakenham North - Pakenham Station","3","FF8200","FFFFFF"
"12-928-aus-1","32","928","Cardinia Road Station - Pakenham Station","3","FF8200","FFFFFF"
"12-929-aus-1","32","929","Pakenham North (Army Rd) - Pakenham Station","3","FF8200","FFFFFF"
"13-460-aus-1","14","460","Caroline Springs Station - Watergardens Railway Station","3","FF8200","FFFFFF"
"13-462-aus-1","14","462","Caroline Springs - Watergardens","3","FF8200","FFFFFF"
"13-463-aus-1","14","463","Hillside - Watergardens","3","FF8200","FFFFFF"
"13-469-aus-1","14","469","Keilor East - Moonee Ponds","3","FF8200","FFFFFF"
"13-476-aus-1","14","476","Watergardens - Moonee Ponds","3","FF8200","FFFFFF"
"14-200-aus-1","1099","200","Bulleen - City (Queen St)","3","FF8200","FFFFFF"
"14-207-aus-1","1099","207","Doncaster SC - City (Queen St)","3","FF8200","FFFFFF"
"14-270-aus-1","1099","270","Mitcham - Box Hill","3","FF8200","FFFFFF"
"14-271-aus-1","1099","271","Ringwood - Box Hill","3","FF8200","FFFFFF"
"14-273-aus-1","1099","273","The Pines SC - Nunawading Station","3","FF8200","FFFFFF"
"14-279-aus-1","1099","279","Doncaster SC/Templestowe - Box Hill","3","FF8200","FFFFFF"
"14-280-aus-1","1099","280","The Pines SC","3","FF8200","FFFFFF"
"14-281-aus-1","1099","281","Deakin University - Templestowe","3","FF8200","FFFFFF"
"14-282-aus-1","1099","282","The Pines SC","3","FF8200","FFFFFF"
"14-284-aus-1","1099","284","Doncaster Park & Ride - Box Hill","3","FF8200","FFFFFF"
"14-285-aus-1","1099","285","Camberwell SC - Doncaster Park & Ride","3","FF8200","FFFFFF"
"14-293-aus-1","1099","293","Greensborough - Box Hill","3","FF8200","FFFFFF"
"14-295-aus-1","1099","295","The Pines SC - Doncaster SC","3","FF8200","FFFFFF"
"14-302-aus-1","1099","302","Box Hill Station - City (Lonsdale St)","3","FF8200","FFFFFF"
"14-303-aus-1","1099","303","Ringwood North - City (Queen St)","3","FF8200","FFFFFF"
"14-304-aus-1","1099","304","Doncaster SC - City (Lonsdale St)","3","FF8200","FFFFFF"
"14-305-aus-1","1099","305","The Pines - City (King/Lonsdale Sts)","3","FF8200","FFFFFF"
"14-309-aus-1","1099","309","Donvale - City (Queen St)","3","FF8200","FFFFFF"
"14-318-aus-1","1099","318","Deep Creek - City (King/Lonsdale Sts)","3","FF8200","FFFFFF"
"14-364-aus-1","1099","364","Warrandyte - Ringwood Station","3","FF8200","FFFFFF"
"14-370-aus-1","1099","370","Ringwood - Mitcham","3","FF8200","FFFFFF"
"14-668-aus-1","1099","668","Croydon Station - Ringwood Station","3","FF8200","FFFFFF"
"14-669-aus-1","1099","669","Croydon Station - Ringwood Station","3","FF8200","FFFFFF"
"14-901-aus-1","1099","901","Frankston - Melbourne Airport","3","FF8200","FFFFFF"
"14-903-aus-1","1099","903","Mordialloc - Altona","3","FF8200","FFFFFF"
"14-905-aus-1","1099","905","The Pines SC - City (King/Lonsdale Sts)","3","FF8200","FFFFFF"
"14-906-aus-1","1099","906","Warrandyte - City (King/Lonsdale Sts)","3","FF8200","FFFFFF"
"14-907-aus-1","1099","907","Mitcham - City (King/Lonsdale Sts)","3","FF8200","FFFFFF"
"14-908-aus-1","1099","908","The Pines SC - City (King/Lonsdale Sts)","3","FF8200","FFFFFF"
"16-501-aus-1","1","501","Donnybrook Station - Craigieburn Station","3","FF8200","FFFFFF"
"16-511-aus-1","1","511","Mandalay - Donnybrook Station","3","FF8200","FFFFFF"
"16-524-aus-1","1","524","Donnybrook Station","3","FF8200","FFFFFF"
"16-528-aus-1","1","528","Craigieburn Central SC - Craigieburn Station","3","FF8200","FFFFFF"
"16-529-aus-1","1","529","Craigieburn North - Craigieburn Station","3","FF8200","FFFFFF"
"16-530-aus-1","1","530","Coburg - Campbellfield","3","FF8200","FFFFFF"
"16-531-aus-1","1","531","North Coburg - Upfield Station","3","FF8200","FFFFFF"
"16-532-aus-1","1","532","Broadmeadows - Craigieburn","3","FF8200","FFFFFF"
"16-533-aus-1","1","533","Craigieburn North - Craigieburn","3","FF8200","FFFFFF"
"16-537-aus-1","1","537","Craigieburn West - Craigieburn Station","3","FF8200","FFFFFF"
"16-544-aus-1","1","544","Roxburgh Park - Craigieburn","3","FF8200","FFFFFF"
"17-200-aus-1","1099","200","Bulleen - City (Queen St)","3","FF8200","FFFFFF"
"17-202-aus-1","1099","202","Yarra Bend - Melbourne University","3","FF8200","FFFFFF"
"17-207-aus-1","1099","207","Doncaster SC - City (Queen St)","3","FF8200","FFFFFF"
"17-234-aus-1","1099","234","Garden City - City (Queen Victoria Market)","3","FF8200","FFFFFF"
"17-235-aus-1","1099","235","Fishermans Bend - City (Queen Victoria Market)","3","FF8200","FFFFFF"
"17-236-aus-1","1099","236","Garden City - City (Queen Victoria Market)","3","FF8200","FFFFFF"
"17-237-aus-1","1099","237","Fishermans Bend - City (Queen Victoria Market)","3","FF8200","FFFFFF"
"17-246-aus-1","1099","246","Elsternwick - Clifton Hill","3","FF8200","FFFFFF"
"17-250-aus-1","1099","250","La Trobe University - City (Queen St)","3","FF8200","FFFFFF"
"17-251-aus-1","1099","251","Northland SC - City (Queen St)","3","FF8200","FFFFFF"
"17-270-aus-1","1099","270","Mitcham - Box Hill","3","FF8200","FFFFFF"
"17-279-aus-1","1099","279","Doncaster SC/Templestowe - Box Hill","3","FF8200","FFFFFF"
"17-284-aus-1","1099","284","Doncaster Park & Ride - Box Hill","3","FF8200","FFFFFF"
"17-285-aus-1","1099","285","Camberwell SC - Doncaster Park & Ride","3","FF8200","FFFFFF"
"17-293-aus-1","1099","293","Greensborough - Box Hill","3","FF8200","FFFFFF"
"17-302-aus-1","1099","302","Box Hill Station - City (Lonsdale St)","3","FF8200","FFFFFF"
"17-304-aus-1","1099","304","Doncaster SC - City (Lonsdale St)","3","FF8200","FFFFFF"
"17-305-aus-1","1099","305","The Pines - City (King/Lonsdale Sts)","3","FF8200","FFFFFF"
"17-309-aus-1","1099","309","Donvale - City (Queen St)","3","FF8200","FFFFFF"
"17-350-aus-1","1099","350","La Trobe University - City (Queen St)","3","FF8200","FFFFFF"
"17-510-aus-1","1099","510","Ivanhoe Station - Essendon Station","3","FF8200","FFFFFF"
"17-512-aus-1","1099","512","East Coburg - Strathmore Station","3","FF8200","FFFFFF"
"17-903-aus-1","1099","903","Mordialloc - Altona","3","FF8200","FFFFFF"
"17-905-aus-1","1099","905","The Pines SC - City (King/Lonsdale Sts)","3","FF8200","FFFFFF"
"17-906-aus-1","1099","906","Warrandyte - City (King/Lonsdale Sts)","3","FF8200","FFFFFF"
"17-907-aus-1","1099","907","Mitcham - City (King/Lonsdale Sts)","3","FF8200","FFFFFF"
"17-908-aus-1","1099","908","The Pines SC - City (King/Lonsdale Sts)","3","FF8200","FFFFFF"
"18-901-aus-1","1099","901","Frankston - Melbourne Airport","3","FF8200","FFFFFF"
"18-902-aus-1","1099","902","Chelsea - Airport West","3","FF8200","FFFFFF"
"18-903-aus-1","1099","903","Mordialloc - Altona","3","FF8200","FFFFFF"
"19-663-aus-1","32","663","Belgrave - Lilydale","3","FF8200","FFFFFF"
"19-664-aus-1","32","664","Chirnside Park SC - Knox City SC","3","FF8200","FFFFFF"
"19-670-aus-1","32","670","Lilydale - Ringwood","3","FF8200","FFFFFF"
"19-671-aus-1","32","671","Chirnside Park SC - Croydon","3","FF8200","FFFFFF"
"19-672-aus-1","32","672","Chirnside Park SC - Croydon","3","FF8200","FFFFFF"
"19-675-aus-1","32","675","Chirnside Park SC - Mooroolbark","3","FF8200","FFFFFF"
"19-677-aus-1","32","677","Chirnside Park SC - Lilydale","3","FF8200","FFFFFF"
