route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color
"19-679-aus-1","32","679","Chirnside Park SC - Ringwood","3","FF8200","FFFFFF"
"19-680-aus-1","32","680","Mooroolbark - Lilydale","3","FF8200","FFFFFF"
"19-681-aus-1","32","681","Knox City SC","3","FF8200","FFFFFF"
"19-688-aus-1","32","688","Upper Ferntree Gully - Croydon","3","FF8200","FFFFFF"
"19-689-aus-1","32","689","Montrose - Croydon Station","3","FF8200","FFFFFF"
"19-690-aus-1","32","690","Boronia - Croydon","3","FF8200","FFFFFF"
"19-691-aus-1","32","691","Boronia - Waverley Gardens SC","3","FF8200","FFFFFF"
"19-693-aus-1","32","693","Belgrave - Oakleigh","3","FF8200","FFFFFF"
"19-695-aus-1","32","695","Gembrook - Belgrave","3","FF8200","FFFFFF"
"19-696-aus-1","32","696","Olinda - Monbulk","3","FF8200","FFFFFF"
"19-697-aus-1","32","697","Belgrave South - Belgrave","3","FF8200","FFFFFF"
"19-699-aus-1","32","699","Upwey - Belgrave","3","FF8200","FFFFFF"
"19-732-aus-1","32","732","Upper Ferntree Gully - Box Hill","3","FF8200","FFFFFF"
"19-734-aus-1","32","734","Glen Waverley - Glen Iris","3","FF8200","FFFFFF"
"19-735-aus-1","32","735","Nunawading - Box Hill","3","FF8200","FFFFFF"
"19-736-aus-1","32","736","Blackburn - Mitcham","3","FF8200","FFFFFF"
"19-737-aus-1","32","737","Monash University - Croydon","3","FF8200","FFFFFF"
"19-738-aus-1","32","738","Knox City - Mitcham","3","FF8200","FFFFFF"
"19-740-aus-1","32","740","Vermont East - Mitcham","3","FF8200","FFFFFF"
"19-742-aus-1","32","742","Chadstone SC - Ringwood Station","3","FF8200","FFFFFF"
"19-753-aus-1","32","753","Bayswater - Glen Waverley","3","FF8200","FFFFFF"
"19-754-aus-1","32","754","Glen Waverley - Rowville","3","FF8200","FFFFFF"
"19-755-aus-1","32","755","Knox City SC - Bayswater","3","FF8200","FFFFFF"
"19-765-aus-1","32","765","Box Hill - Mitcham","3","FF8200","FFFFFF"
"20-701-aus-1","32","701","Bentleigh - Oakleigh","3","FF8200","FFFFFF"
"20-703-aus-1","32","703","Blackburn - Middle Brighton","3","FF8200","FFFFFF"
"20-704-aus-1","32","704","Clayton - Oakleigh","3","FF8200","FFFFFF"
"20-706-aus-1","32","706","Chelsea - Mordialloc","3","FF8200","FFFFFF"
"20-733-aus-1","32","733","Box Hill - Oakleigh","3","FF8200","FFFFFF"
"20-766-aus-1","32","766","Box Hill - Burwood","3","FF8200","FFFFFF"
"20-767-aus-1","32","767","Box Hill - Southland SC","3","FF8200","FFFFFF"
"20-900-aus-1","32","900","Stud Park SC - Caulfield","3","FF8200","FFFFFF"
"21-201-aus-1","32","201","Box Hill Station - Deakin University","3","FF8200","FFFFFF"
"21-663-aus-1","32","663","Belgrave - Lilydale","3","FF8200","FFFFFF"
"21-664-aus-1","32","664","Chirnside Park SC - Knox City SC","3","FF8200","FFFFFF"
"21-670-aus-1","32","670","Lilydale - Ringwood","3","FF8200","FFFFFF"
"21-671-aus-1","32","671","Chirnside Park SC - Croydon","3","FF8200","FFFFFF"
"21-672-aus-1","32","672","Chirnside Park SC - Croydon","3","FF8200","FFFFFF"
"21-675-aus-1","32","675","Mooroolbark - Chirnside Park SC","3","FF8200","FFFFFF"
"21-677-aus-1","32","677","Chirnside Park SC - Lilydale","3","FF8200","FFFFFF"
"21-679-aus-1","32","679","Chirnside Park SC - Ringwood","3","FF8200","FFFFFF"
"21-680-aus-1","32","680","Mooroolbark - Lilydale","3","FF8200","FFFFFF"
"21-681-aus-1","32","681","Knox City SC","3","FF8200","FFFFFF"
"21-682-aus-1","32","682","Knox City SC (Anti-Clockwise)","3","FF8200","FFFFFF"
"21-688-aus-1","32","688","Upper Ferntree Gully - Croydon","3","FF8200","FFFFFF"
"21-689-aus-1","32","689","Montrose - Croydon Station","3","FF8200","FFFFFF"
"21-690-aus-1","32","690","Boronia - Croydon","3","FF8200","FFFFFF"
"21-691-aus-1","32","691","Boronia - Waverley Gardens SC","3","FF8200","FFFFFF"
"21-693-aus-1","32","693","Belgrave - Oakleigh","3","FF8200","FFFFFF"
"21-694-aus-1","32","694","Mt Dandenong - Belgrave","3","FF8200","FFFFFF"
"21-695-aus-1","32","695","Gembrook - Belgrave","3","FF8200","FFFFFF"
"21-695-F-aus-1","32","695F","Gembrook - Belgrave","3","FF8200","FFFFFF"
"21-697-aus-1","32","697","Belgrave South - Belgrave","3","FF8200","FFFFFF"
"21-699-aus-1","32","699","Upwey - Belgrave","3","FF8200","FFFFFF"
"21-732-aus-1","32","732","Upper Ferntree Gully - Box Hill","3","FF8200","FFFFFF"
"21-734-aus-1","32","734","Glen Waverley - Glen Iris","3","FF8200","FFFFFF"
"21-735-aus-1","32","735","Nunawading - Box Hill","3","FF8200","FFFFFF"
"21-736-aus-1","32","736","Blackburn - Mitcham","3","FF8200","FFFFFF"
"21-737-aus-1","32","737","Monash University - Croydon","3","FF8200","FFFFFF"
"21-738-aus-1","32","738","Knox City - Mitcham","3","FF8200","FFFFFF"
"21-740-aus-1","32","740","Vermont East - Mitcham","3","FF8200","FFFFFF"
"21-742-aus-1","32","742","Chadstone SC - Ringwood Station","3","FF8200","FFFFFF"
"21-745-aus-1","32","745","Wantirna /  Boronia - Bayswater","3","FF8200","FFFFFF"
"21-753-aus-1","32","753","Bayswater - Glen Waverley","3","FF8200","FFFFFF"
"21-754-aus-1","32","754","Glen Waverley - Rowville","3","FF8200","FFFFFF"
"21-755-aus-1","32","755","Knox City SC - Bayswater","3","FF8200","FFFFFF"
"21-757-aus-1","32","757","Scoresby - Knox City SC","3","FF8200","FFFFFF"
"21-758-aus-1","32","758","Knoxfield - Knox City SC","3","FF8200","FFFFFF"
"21-765-aus-1","32","765","Box Hill - Mitcham","3","FF8200","FFFFFF"
"21-967-aus-1","32","967","Bayswater - Glen Waverley","3","FF8200","FFFFFF"
"22-663-aus-1","32","663","Belgrave - Lilydale","3","FF8200","FFFFFF"
"22-664-aus-1","32","664","Chirnside Park SC - Knox City SC","3","FF8200","FFFFFF"
"22-670-aus-1","32","670","Lilydale - Ringwood","3","FF8200","FFFFFF"
"22-675-aus-1","32","675","Mooroolbark - Chirnside Park SC","3","FF8200","FFFFFF"
"22-688-aus-1","32","688","Upper Ferntree Gully - Croydon","3","FF8200","FFFFFF"
"22-693-aus-1","32","693","Belgrave - Oakleigh","3","FF8200","FFFFFF"
"22-694-aus-1","32","694","Mt Dandenong - Belgrave","3","FF8200","FFFFFF"
"22-695-aus-1","32","695","Gembrook - Belgrave","3","FF8200","FFFFFF"
"22-695-F-aus-1","32","695F","Gembrook - Belgrave","3","FF8200","FFFFFF"
"22-696-aus-1","32","696","Olinda - Monbulk","3","FF8200","FFFFFF"
"22-697-aus-1","32","697","Belgrave South - Belgrave","3","FF8200","FFFFFF"
"22-699-aus-1","32","699","Upwey - Belgrave","3","FF8200","FFFFFF"
"22-732-aus-1","32","732","Upper Ferntree Gully - Box Hill","3","FF8200","FFFFFF"
"22-742-aus-1","32","742","Chadstone SC - Ringwood Station","3","FF8200","FFFFFF"
"22-753-aus-1","32","753","Bayswater - Glen Waverley","3","FF8200","FFFFFF"
"22-754-aus-1","32","754","Glen Waverley - Rowville","3","FF8200","FFFFFF"
"23-526-aus-1","32","526","West Preston - Coburg","3","FF8200","FFFFFF"
"23-527-aus-1","32","527","Gowrie - Northland SC","3","FF8200","FFFFFF"
"23-548-aus-1","32","548","Kew - La Trobe University","3","FF8200","FFFFFF"
"23-549-aus-1","32","549","Ivanhoe - Northland SC","3","FF8200","FFFFFF"
"23-550-aus-1","32","550","Northland SC - La Trobe University","3","FF8200","FFFFFF"
"23-551-aus-1","32","551","Heidelberg - La Trobe University","3","FF8200","FFFFFF"
"23-951-aus-1","32","951","Glenroy - City","3","FF8200","FFFFFF"
"23-953-aus-1","32","953","Craigieburn - Broadmeadows Station","3","FF8200","FFFFFF"
"23-959-aus-1","32","959","Broadmeadows - City","3","FF8200","FFFFFF"
"24-475-aus-1","6","475","Sunbury Station - Diggers Rest Station","3","FF8200","FFFFFF"
"24-481-aus-1","6","481","Mount Lion - Sunbury","3","FF8200","FFFFFF"
"24-483-aus-1","6","483","Moonee Ponds - Sunbury","3","FF8200","FFFFFF"
"24-485-aus-1","6","485","Wilsons Lane - Sunbury","3","FF8200","FFFFFF"
"24-486-aus-1","6","486","Rolling Meadows - Sunbury","3","FF8200","FFFFFF"
"24-487-aus-1","6","487","Killara Heights - Sunbury","3","FF8200","FFFFFF"
"24-488-aus-1","6","488","Jacksons Hill - Sunbury","3","FF8200","FFFFFF"
"24-489-aus-1","6","489","Canterbury Hills - Sunbury","3","FF8200","FFFFFF"
"25-465-aus-1","27","465","Keilor Park - Essendon Station","3","FF8200","FFFFFF"
"25-467-aus-1","27","467","Aberfeldie - Moonee Ponds Station","3","FF8200","FFFFFF"
"25-468-aus-1","27","468","Highpoint SC - Essendon","3","FF8200","FFFFFF"
"26-627-aus-1","32","627","Waverley Gardens SC - Southland SC","3","FF8200","FFFFFF"
"26-631-aus-1","32","631","Waverley Gardens SC - Southland SC","3","FF8200","FFFFFF"
"26-705-aus-1","32","705","Springvale - Mordialloc","3","FF8200","FFFFFF"
"26-708-aus-1","32","708","Carrum - Hampton","3","FF8200","FFFFFF"
"26-709-aus-1","32","709","Waterways - Mordialloc","3","FF8200","FFFFFF"
"26-800-aus-1","32","800","Chadstone SC - Dandenong","3","FF8200","FFFFFF"
"26-802-aus-1","32","802","Chadstone SC - Dandenong","3","FF8200","FFFFFF"
"26-804-aus-1","32","804","Chadstone SC - Dandenong","3","FF8200","FFFFFF"
"26-811-aus-1","32","811","Brighton - Dandenong","3","FF8200","FFFFFF"
"26-812-aus-1","32","812","Brighton - Dandenong","3","FF8200","FFFFFF"
"26-813-aus-1","32","813","Waverley Gardens SC - Dandenong","3","FF8200","FFFFFF"
"26-816-aus-1","32","816","Noble Park Station - Keysborough South","3","FF8200","FFFFFF"
"26-822-aus-1","32","822","Sandringham - Chadstone SC","3","FF8200","FFFFFF"
"26-823-aus-1","32","823","Southland SC - North Brighton","3","FF8200","FFFFFF"
"26-824-aus-1","32","824","Keysborough - Moorabbin","3","FF8200","FFFFFF"
"26-825-aus-1","32","825","Southland SC - Moorabbin","3","FF8200","FFFFFF"
"26-828-aus-1","32","828","Berwick - Hampton","3","FF8200","FFFFFF"
"26-843-aus-1","32","843","Mossgiel Park - Dandenong","3","FF8200","FFFFFF"
"26-844-aus-1","32","844","Doveton - Dandenong","3","FF8200","FFFFFF"
"26-845-aus-1","32","845","Endeavour Hills - Dandenong","3","FF8200","FFFFFF"
"26-848-aus-1","32","848","Brandon Park SC - Dandenong","3","FF8200","FFFFFF"
"26-850-aus-1","32","850","Glen Waverley - Dandenong","3","FF8200","FFFFFF"
"26-857-aus-1","32","857","Chelsea - Dandenong","3","FF8200","FFFFFF"
"26-858-aus-1","32","858","Aspendale Gardens - Edithvale","3","FF8200","FFFFFF"
"26-861-aus-1","32","861","Endeavour Hills - Dandenong","3","FF8200","FFFFFF"
"26-862-aus-1","32","862","Chadstone SC - Dandenong","3","FF8200","FFFFFF"
"26-863-aus-1","32","863","Hampton Park SC - Endeavour Hills SC","3","FF8200","FFFFFF"
"26-885-aus-1","32","885","Springvale - Glen Waverley","3","FF8200","FFFFFF"
"27-786-aus-1","32","786","St Andrews Beach - Rye","3","FF8200","FFFFFF"
"27-787-aus-1","32","787","Safety Beach - Safety Beach","3","FF8200","FFFFFF"
"27-788-aus-1","32","788","Portsea - Frankston","3","FF8200","FFFFFF"
"27-887-aus-1","32","887","Mornington Peninsula - Frankston Station","3","FF8200","FFFFFF"
"28-760-aus-1","32","760","Karingal - Frankston","3","FF8200","FFFFFF"
"28-770-aus-1","32","770","Karingal - Frankston","3","FF8200","FFFFFF"
"28-771-aus-1","32","771","Langwarrin - Frankston","3","FF8200","FFFFFF"
"28-772-aus-1","32","772","Eliza Heights - Frankston","3","FF8200","FFFFFF"
"28-773-aus-1","32","773","Frankston South - Frankston","3","FF8200","FFFFFF"
"28-774-aus-1","32","774","Delacombe Park - Frankston","3","FF8200","FFFFFF"
"28-775-aus-1","32","775","Lakewood - Frankston","3","FF8200","FFFFFF"
"28-776-aus-1","32","776","Pearcedale - Frankston","3","FF8200","FFFFFF"
"28-777-aus-1","32","777","McClelland Drive - Karingal  SC","3","FF8200","FFFFFF"
"28-778-aus-1","32","778","Carrum Downs - Kananook Station","3","FF8200","FFFFFF"
"28-779-aus-1","32","779","Belvedere - Frankston","3","FF8200","FFFFFF"
"28-780-aus-1","32","780","Carrum - Frankston","3","FF8200","FFFFFF"
"28-781-aus-1","32","781","Frankston Station - Mornington Peninsula","3","FF8200","FFFFFF"
"28-782-aus-1","32","782","Flinders - Frankston","3","FF8200","FFFFFF"
"28-783-aus-1","32","783","Hastings - Frankston","3","FF8200","FFFFFF"
"28-784-aus-1","32","784","Osborne - Frankston","3","FF8200","FFFFFF"
"28-785-aus-1","32","785","Mornington East - Frankston","3","FF8200","FFFFFF"
"28-832-aus-1","32","832","Carrum Downs - Frankston","3","FF8200","FFFFFF"
"28-833-aus-1","32","833","Carrum Downs - Frankston","3","FF8200","FFFFFF"
"29-663-aus-1","32","663","Belgrave - Lilydale","3","FF8200","FFFFFF"
"29-664-aus-1","32","664","Chirnside Park SC - Knox City SC","3","FF8200","FFFFFF"
"29-670-aus-1","32","670","Lilydale - Ringwood","3","FF8200","FFFFFF"
"29-671-aus-1","32","671","Chirnside Park SC - Croydon","3","FF8200","FFFFFF"
"29-672-aus-1","32","672","Chirnside Park SC - Croydon","3","FF8200","FFFFFF"
"29-675-aus-1","32","675","Chirnside Park SC - Mooroolbark","3","FF8200","FFFFFF"
"29-677-aus-1","32","677","Chirnside Park SC - Lilydale","3","FF8200","FFFFFF"
"29-679-aus-1","32","679","Chirnside Park SC - Ringwood","3","FF8200","FFFFFF"
"29-680-aus-1","32","680","Mooroolbark - Lilydale","3","FF8200","FFFFFF"
"29-681-aus-1","32","681","Knox City SC","3","FF8200","FFFFFF"
"29-682-aus-1","32","682","Knox City SC (Anti-Clockwise)","3","FF8200","FFFFFF"
"29-688-aus-1","32","688","Upper Ferntree Gully - Croydon","3","FF8200","FFFFFF"
"29-689-aus-1","32","689","Montrose - Croydon Station","3","FF8200","FFFFFF"
"29-690-aus-1","32","690","Boronia - Croydon","3","FF8200","FFFFFF"
"29-693-aus-1","32","693","Belgrave - Oakleigh","3","FF8200","FFFFFF"
"29-694-aus-1","32","694","Mt Dandenong - Belgrave","3","FF8200","FFFFFF"
"29-695-aus-1","32","695","Gembrook - Belgrave","3","FF8200","FFFFFF"
"29-695-F-aus-1","32","695F","Gembrook - Belgrave","3","FF8200","FFFFFF"
"29-697-aus-1","32","697","Belgrave South - Belgrave","3","FF8200","FFFFFF"
"29-699-aus-1","32","699","Upwey - Belgrave","3","FF8200","FFFFFF"
"29-732-aus-1","32","732","Upper Ferntree Gully - Box Hill","3","FF8200","FFFFFF"
"29-735-aus-1","32","735","Nunawading - Box Hill","3","FF8200","FFFFFF"
"29-736-aus-1","32","736","Blackburn - Mitcham","3","FF8200","FFFFFF"
"29-737-aus-1","32","737","Monash University - Croydon","3","FF8200","FFFFFF"
"29-738-aus-1","32","738","Knox City - Mitcham","3","FF8200","FFFFFF"
"29-740-aus-1","32","740","Vermont East - Mitcham","3","FF8200","FFFFFF"
"29-742-aus-1","32","742","Chadstone SC - Ringwood Station","3","FF8200","FFFFFF"
"29-753-aus-1","32","753","Bayswater - Glen Waverley","3","FF8200","FFFFFF"
"29-754-aus-1","32","754","Glen Waverley - Rowville","3","FF8200","FFFFFF"
"29-755-aus-1","32","755","Knox City SC - Bayswater","3","FF8200","FFFFFF"
"29-765-aus-1","32","765","Box Hill - Mitcham","3","FF8200","FFFFFF"
"32-246-aus-1","1099","246","Elsternwick - Clifton Hill","3","FF8200","FFFFFF"
"32-600-aus-1","1099","600","Southland SC - St Kilda Station","3","FF8200","FFFFFF"
"32-603-aus-1","1099","603","Brighton Beach Station - Alfred Hospital","3","FF8200","FFFFFF"
"32-604-aus-1","1099","604","Gardenvale - Alfred Hospital","3","FF8200","FFFFFF"
"32-922-aus-1","1099","922","Southland SC - St Kilda Station","3","FF8200","FFFFFF"
"32-923-aus-1","1099","923","Southland SC - St Kilda Station","3","FF8200","FFFFFF"
"33-200-aus-1","1099","200","Bulleen - City (Queen St)","3","FF8200","FFFFFF"
"33-207-aus-1","1099","207","Doncaster SC - City (Queen St)","3","FF8200","FFFFFF"
"33-250-aus-1","1099","250","La Trobe University - City (Queen St)","3","FF8200","FFFFFF"
"33-251-aus-1","1099","251","Northland SC - City (Queen St)","3","FF8200","FFFFFF"
"33-350-aus-1","1099","350","La Trobe University - City (Queen St)","3","FF8200","FFFFFF"
"33-901-aus-1","1099","901","Frankston - Melbourne Airport","3","FF8200","FFFFFF"
"33-902-aus-1","1099","902","Chelsea - Airport West","3","FF8200","FFFFFF"
"35-215-aus-1","1099","215","Caroline Springs - Highpoint SC","3","FF8200","FFFFFF"
"35-216-aus-1","1099","216","Sunshine Station - City (Queen St)","3","FF8200","FFFFFF"
"35-220-aus-1","1099","220","Sunshine Station - Sunshine Station","3","FF8200","FFFFFF"
"35-223-aus-1","1099","223","Yarraville - Highpoint SC","3","FF8200","FFFFFF"
"35-232-aus-1","1099","232","Altona North - City (Queen Victoria Market)","3","FF8200","FFFFFF"
"35-234-aus-1","1099","234","Garden City - City (Queen Victoria Market)","3","FF8200","FFFFFF"
"35-235-aus-1","1099","235","Fishermans Bend - City (Queen Victoria Market)","3","FF8200","FFFFFF"
"35-236-aus-1","1099","236","Garden City - City (Queen Victoria Market)","3","FF8200","FFFFFF"
"35-237-aus-1","1099","237","Fishermans Bend - City (Queen Victoria Market)","3","FF8200","FFFFFF"
"35-426-aus-1","1099","426","Caroline Springs - Sunshine Station","3","FF8200","FFFFFF"
"35-429-aus-1","1099","429","Sunshine Station","3","FF8200","FFFFFF"
"35-903-aus-1","1099","903","Mordialloc - Altona","3","FF8200","FFFFFF"
"38-406-aus-1","38","406","Keilor East - Footscray","3","FF8200","FFFFFF"
"38-407-aus-1","38","407","Avondale Heights - Highpoint SC","3","FF8200","FFFFFF"
"38-408-aus-1","38","408","Highpoint SC - St Albans Station","3","FF8200","FFFFFF"
"38-409-aus-1","38","409","Highpoint SC - Yarraville","3","FF8200","FFFFFF"
