service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"MF2-22-694-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-22-695-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF2-22-696-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-22-697-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF2-22-699-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-22-742-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF22-33-200-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF22-33-207-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF22-33-250-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF22-33-251-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF22-33-350-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF22-33-901-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF22-33-902-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF2-23-526-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-25-465-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-627-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-631-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-705-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-708-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-709-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-800-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-802-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-804-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-811-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-812-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-813-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-816-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-822-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-823-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-824-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-825-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-828-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-843-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-844-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-845-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-848-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-850-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-858-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-861-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-862-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-26-863-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-760-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-770-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-771-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-772-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-773-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-774-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-775-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-776-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-777-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-778-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-779-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-780-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-781-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-782-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-783-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-784-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-785-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-28-832-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-29-663-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-664-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-670-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-671-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-672-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-675-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-677-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-679-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-680-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-681-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-689-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-690-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-693-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-694-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-695-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-697-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-699-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-732-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-736-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-737-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-738-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-740-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-742-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-29-765-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-14-200-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-207-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-270-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-271-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-273-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-279-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-280-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-281-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-282-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-284-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-285-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-293-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-295-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-302-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-303-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-304-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-305-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-309-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-318-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-364-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-370-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-668-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-669-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-903-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-905-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-906-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-907-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-14-908-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-21-663-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-664-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-671-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-672-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-677-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-679-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-681-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-682-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-688-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-689-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-690-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-691-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-694-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-695-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-697-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-699-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-732-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-734-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-735-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-736-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-737-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-738-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-742-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-745-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-753-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-754-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-755-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-757-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-758-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF23-21-765-aus","1","1","1","0","0","0","0","20250328","20250629"
"MF2-32-600-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF2-32-603-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF2-32-604-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF2-32-922-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF2-32-923-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF2-33-200-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF2-33-207-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF2-33-250-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF2-33-251-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF23-33-200-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-33-207-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-33-250-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-33-251-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-33-350-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF2-33-350-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF23-33-901-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF23-33-902-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF2-33-901-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF2-33-902-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF2-39-301-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-40-683-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF24-14-200-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-207-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-270-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-271-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-273-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-279-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-280-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-281-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-282-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-284-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-285-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-293-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-295-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-302-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-303-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-304-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-305-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-309-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-318-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-364-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-370-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-668-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-669-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-903-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-905-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-906-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-907-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-14-908-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF2-41-627-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-631-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-705-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-708-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-709-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-800-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-802-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-804-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-811-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-812-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-813-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-814-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-816-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-822-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-823-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-824-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-825-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-828-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-843-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-844-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-845-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-848-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-850-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-857-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-858-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-861-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-862-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-863-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-885-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-900-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-41-978-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF2-41-979-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF2-41-981-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF2-41-982-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-33-200-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-33-207-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-33-250-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-33-251-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-33-350-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-33-901-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF24-33-902-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF2-49-601-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-49-606-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-49-612-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF2-49-625-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF2-49-626-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF2-49-900-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-789-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-790-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-791-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-792-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-795-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-796-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-798-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-799-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-881-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-890-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-891-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-892-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-893-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-894-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-895-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-897-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF2-51-898-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF26-17-200-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-202-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-207-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-234-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-235-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-236-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-237-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-246-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-250-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-251-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-270-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-279-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-284-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-285-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-293-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-302-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-304-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-305-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-309-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-350-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-510-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-512-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-903-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-905-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-906-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-907-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-17-908-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF26-24-475-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF26-24-481-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF26-24-483-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF26-24-485-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF26-24-486-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF26-24-487-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF26-24-488-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF26-24-489-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF27-17-200-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-202-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-207-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-234-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-235-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-236-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-237-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-246-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-250-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-251-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-270-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-279-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-284-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-285-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-293-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-302-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-304-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-305-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-309-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-350-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-510-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-512-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-903-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-905-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-906-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-907-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-17-908-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF27-21-670-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF27-21-693-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-200-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-202-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-207-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-234-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-235-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-236-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-237-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-246-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-250-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-251-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-270-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-279-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-284-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-285-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-293-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-302-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-304-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-305-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-309-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-350-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-510-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-512-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-903-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-905-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-906-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-907-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-17-908-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF28-21-670-aus","0","1","1","0","0","0","0","20250328","20250629"
"MF28-21-693-aus","0","1","1","0","0","0","0","20250328","20250629"
"MF29-17-200-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-202-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-207-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-234-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-235-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-236-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-237-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-246-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-250-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-251-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-270-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-279-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-284-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-285-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-293-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-302-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-304-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-305-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-309-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-350-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-510-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-512-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-903-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-905-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-906-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-907-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-17-908-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF29-21-670-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF29-21-693-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF29-24-475-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF29-24-481-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF29-24-483-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF29-24-485-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF29-24-486-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF29-24-487-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF29-24-488-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF29-24-489-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF30-21-670-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF30-21-693-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF30-24-475-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF30-24-481-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF30-24-483-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF30-24-485-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF30-24-486-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF30-24-487-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF30-24-488-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF30-24-489-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF3-13-460-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF3-13-462-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF3-13-463-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF3-13-469-aus","1","1","1","1","1","0","0","20250328","20250629"
