,date_new,Min,Max,Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres),SouthernCrossCount,VictoriaPointCount
393,2016-01-29,14.4,18.3,14.3,14.2,5012.0,16230.0
394,2016-01-30,12.3,22.4,24.0,1.2,1403.0,2194.0
395,2016-01-31,13.9,21.8,26.3,10.6,964.0,1491.0
396,2016-02-01,12.5,23.6,29.4,0.0,5112.0,16413.0
397,2016-02-02,15.4,31.5,25.5,0.0,5842.0,17009.0
398,2016-02-03,18.1,21.0,11.0,0.6,5159.0,16248.0
399,2016-02-04,17.3,20.9,21.7,2.4,5570.0,17156.0
400,2016-02-05,15.3,29.4,29.0,0.0,6349.0,16218.0
401,2016-02-06,16.5,32.6,28.8,0.0,2667.0,2719.0
402,2016-02-07,19.1,27.7,28.5,0.0,1536.0,1682.0
403,2016-02-08,19.2,22.9,23.3,0.0,5501.0,16614.0
404,2016-02-09,17.4,22.7,27.7,0.0,5862.0,17316.0
405,2016-02-10,17.4,23.3,25.3,0.0,5598.0,17082.0
406,2016-02-11,18.0,23.8,27.6,0.0,6650.0,16968.0
407,2016-02-12,16.7,24.9,27.9,0.0,7591.0,17471.0
408,2016-02-13,17.7,30.3,23.4,0.0,6253.0,3076.0
409,2016-02-14,16.4,24.5,22.9,0.0,3956.0,2461.0
410,2016-02-15,14.0,26.1,25.4,0.0,5666.0,16342.0
411,2016-02-16,13.7,18.4,14.5,3.6,5215.0,16876.0
412,2016-02-17,12.7,21.1,16.2,0.6,5279.0,17591.0
413,2016-02-18,15.5,22.6,20.6,1.2,5462.0,16981.0
414,2016-02-19,15.8,22.0,11.2,0.2,5095.0,16205.0
415,2016-02-20,15.8,20.8,23.8,0.0,1647.0,2523.0
416,2016-02-21,12.6,24.7,26.5,0.0,1302.0,1684.0
417,2016-02-22,15.6,29.5,8.4,0.0,4571.0,16302.0
418,2016-02-23,18.1,39.4,19.4,0.0,4997.0,17384.0
419,2016-02-24,22.4,25.6,15.8,0.0,4833.0,16556.0
420,2016-02-25,19.6,26.4,13.8,0.4,4798.0,17258.0
421,2016-02-26,15.5,23.5,19.3,0.0,3884.0,16307.0
422,2016-02-27,17.7,22.2,17.7,0.0,1390.0,2220.0
423,2016-02-28,17.7,22.7,21.5,0.0,1174.0,1520.0
424,2016-02-29,15.0,23.7,18.2,0.0,4556.0,17483.0
425,2016-03-01,17.3,33.7,23.4,0.0,5433.0,18253.0
426,2016-03-02,17.6,34.7,22.6,0.0,5487.0,17835.0
427,2016-03-03,17.4,23.9,21.8,0.2,5486.0,17872.0
428,2016-03-04,16.5,33.0,21.2,0.2,5986.0,16928.0
429,2016-03-05,20.4,23.7,11.4,1.2,1355.0,2129.0
430,2016-03-06,17.4,25.2,21.3,0.0,1222.0,1571.0
431,2016-03-07,18.6,24.9,7.9,3.2,5004.0,17383.0
432,2016-03-08,19.9,38.9,20.8,0.6,5721.0,17824.0
433,2016-03-09,20.8,28.5,10.8,0.0,4311.0,16522.0
434,2016-03-10,18.1,22.1,3.9,0.6,5484.0,17612.0
435,2016-03-11,18.8,26.1,19.6,8.4,5566.0,17098.0
436,2016-03-12,18.7,22.3,7.0,0.2,1829.0,2242.0
437,2016-03-13,17.7,23.2,13.8,0.0,1350.0,1799.0
438,2016-03-14,18.4,21.3,10.6,0.0,1278.0,2181.0
439,2016-03-15,15.1,26.8,20.7,0.0,5409.0,17038.0
440,2016-03-16,15.3,31.4,18.9,0.0,5640.0,17778.0
441,2016-03-17,18.3,32.5,19.6,0.0,5745.0,18114.0
442,2016-03-18,15.2,19.5,6.7,13.4,5347.0,16332.0
443,2016-03-19,12.0,18.8,10.7,5.8,1604.0,2756.0
444,2016-03-20,10.1,23.3,19.0,0.2,1580.0,2387.0
445,2016-03-21,11.2,23.5,19.7,0.0,5306.0,17101.0
446,2016-03-22,11.4,24.3,21.1,0.0,5577.0,17715.0
447,2016-03-23,13.7,28.8,12.7,0.0,5672.0,17265.0
448,2016-03-24,16.3,21.2,10.4,0.0,5214.0,16360.0
449,2016-03-25,15.9,20.4,14.4,0.0,1226.0,1681.0
450,2016-03-26,14.1,20.2,8.2,0.4,1682.0,1951.0
451,2016-03-27,14.3,19.9,14.0,1.0,1435.0,1735.0
452,2016-03-28,9.4,19.2,13.0,0.2,1036.0,1493.0
453,2016-03-29,14.5,17.9,5.7,0.0,4702.0,15429.0
454,2016-03-30,15.5,18.7,8.5,0.0,4657.0,15761.0
455,2016-03-31,11.3,22.7,17.1,0.0,5594.0,16224.0
456,2016-04-01,13.1,26.5,16.7,0.0,5636.0,16136.0
457,2016-04-02,15.5,19.5,8.3,0.0,1887.0,2443.0
458,2016-04-03,11.3,18.8,15.4,0.0,1552.0,1742.0
459,2016-04-04,9.7,21.2,18.4,0.0,5204.0,16737.0
460,2016-04-05,12.3,29.0,17.1,0.0,5842.0,17489.0
461,2016-04-06,13.6,15.6,3.9,12.8,5244.0,15758.0
462,2016-04-07,8.3,18.4,13.1,6.8,5718.0,17262.0
463,2016-04-08,11.9,20.0,9.6,0.0,5810.0,16170.0
464,2016-04-09,10.4,22.3,13.0,0.0,1937.0,2059.0
465,2016-04-10,13.6,23.5,9.6,0.0,1674.0,1980.0
466,2016-04-11,14.5,20.1,14.1,0.0,5211.0,16779.0
467,2016-04-12,14.0,18.7,13.5,0.2,5437.0,17680.0
468,2016-04-13,11.3,20.0,12.6,0.2,5536.0,17464.0
469,2016-04-14,11.6,27.0,12.7,0.0,5798.0,17600.0
470,2016-04-15,13.4,27.0,15.9,0.0,6091.0,17253.0
471,2016-04-16,14.0,20.3,8.3,0.0,2006.0,2545.0
472,2016-04-17,13.1,19.8,14.7,0.0,1447.0,1721.0
473,2016-04-18,9.8,25.0,15.0,0.0,5602.0,17501.0
474,2016-04-19,13.6,27.4,14.5,0.0,5931.0,17852.0
475,2016-04-20,15.3,28.0,14.0,0.0,6041.0,17520.0
476,2016-04-21,17.1,24.2,5.6,0.4,5356.0,17398.0
477,2016-04-22,14.6,16.7,7.9,21.6,5620.0,16875.0
478,2016-04-23,12.3,18.6,8.5,0.0,1721.0,2061.0
479,2016-04-24,9.1,20.0,14.8,0.0,1949.0,2022.0
480,2016-04-25,9.9,25.0,14.8,0.0,1591.0,1878.0
481,2016-04-26,11.3,25.6,14.6,0.0,5909.0,16968.0
482,2016-04-27,13.0,25.4,13.5,0.0,5925.0,17542.0
483,2016-04-28,19.8,24.9,5.3,0.0,6012.0,17880.0
484,2016-04-29,16.9,20.6,3.7,0.4,6248.0,17302.0
485,2016-04-30,16.4,24.1,12.7,6.2,1995.0,1889.0
486,2016-05-01,14.4,17.0,9.0,9.8,839.0,1383.0
487,2016-05-02,9.0,18.4,12.3,0.4,5465.0,17136.0
488,2016-05-03,12.3,20.1,8.8,0.0,5844.0,17630.0
489,2016-05-04,9.8,18.2,11.8,0.2,6052.0,17343.0
490,2016-05-05,12.6,20.5,12.3,0.0,5941.0,18010.0
491,2016-05-06,15.9,24.7,13.2,0.0,6251.0,17559.0
492,2016-05-07,11.4,25.7,12.6,0.0,1847.0,2615.0
493,2016-05-08,15.5,20.4,3.5,5.4,1776.0,1523.0
494,2016-05-09,15.4,22.2,6.7,0.8,5223.0,16328.0
495,2016-05-10,13.7,17.2,7.6,12.0,5598.0,17725.0
496,2016-05-11,12.2,17.4,6.3,0.2,7647.0,17608.0
497,2016-05-12,14.1,21.4,6.1,0.2,5821.0,17947.0
498,2016-05-13,15.9,21.6,9.9,0.0,5737.0,16804.0
499,2016-05-14,14.5,21.7,12.6,0.0,1968.0,2418.0
500,2016-05-15,15.0,22.0,6.7,0.0,1431.0,1705.0
501,2016-05-16,7.7,19.6,8.9,0.0,5537.0,17545.0
502,2016-05-17,11.4,17.1,5.4,0.2,5559.0,17717.0
503,2016-05-18,13.0,19.3,7.2,0.0,5510.0,17540.0
504,2016-05-19,14.6,18.4,2.2,0.0,5941.0,17698.0
505,2016-05-20,11.6,17.4,8.3,1.8,5982.0,17668.0
506,2016-05-21,8.1,18.5,8.9,0.0,2429.0,1114.0
507,2016-05-22,9.2,22.2,8.5,0.0,1709.0,1792.0
508,2016-05-23,12.8,17.2,7.1,2.2,5465.0,16305.0
509,2016-05-24,10.7,15.8,7.3,1.8,6066.0,17559.0
510,2016-05-25,7.6,15.6,4.9,0.0,5510.0,17145.0
511,2016-05-26,10.3,12.5,3.1,12.4,5184.0,16531.0
512,2016-05-27,9.2,14.4,8.0,4.8,5952.0,17003.0
513,2016-05-28,5.7,13.2,6.2,0.6,1722.0,2163.0
514,2016-05-29,8.7,13.9,6.5,4.2,1429.0,1804.0
515,2016-05-30,7.2,15.4,9.5,0.0,5968.0,16851.0
516,2016-05-31,3.6,17.4,9.5,0.0,6162.0,17080.0
517,2016-06-01,4.8,17.0,8.2,0.0,6114.0,16746.0
518,2016-06-02,4.8,12.8,9.2,0.0,5935.0,17415.0
519,2016-06-03,6.8,14.1,8.5,0.0,5891.0,16640.0
520,2016-06-04,9.8,13.4,3.7,6.2,1576.0,2068.0
521,2016-06-05,10.5,14.1,3.3,3.4,1225.0,1599.0
522,2016-06-06,8.9,14.5,7.1,1.4,5891.0,17400.0
523,2016-06-07,10.5,15.3,4.7,0.0,6277.0,17693.0
524,2016-06-08,9.7,14.7,4.7,1.2,5584.0,17576.0
525,2016-06-09,10.8,17.5,6.0,1.4,6138.0,17603.0
526,2016-06-10,10.4,15.8,6.6,0.0,6129.0,16706.0
527,2016-06-11,9.0,13.5,6.5,3.0,2121.0,2720.0
528,2016-06-12,5.0,13.8,7.3,0.6,2026.0,2366.0
529,2016-06-13,3.8,13.4,9.0,0.0,1155.0,1689.0
530,2016-06-14,8.6,15.6,8.3,0.0,5877.0,17002.0
531,2016-06-15,6.0,17.9,9.2,0.0,5591.0,17768.0
532,2016-06-16,7.8,14.3,5.1,0.0,5694.0,17360.0
533,2016-06-17,9.3,15.1,3.5,4.2,5882.0,17677.0
534,2016-06-18,10.0,12.7,5.3,8.6,2113.0,2580.0
535,2016-06-19,7.3,13.5,7.2,0.4,1168.0,1540.0
536,2016-06-20,9.1,13.2,3.4,3.6,4405.0,16006.0
537,2016-06-21,10.4,14.7,7.0,3.2,5744.0,17985.0
538,2016-06-22,11.2,15.4,6.6,0.0,5577.0,17926.0
539,2016-06-23,10.4,14.8,7.2,0.6,5480.0,17743.0
540,2016-06-24,6.9,10.7,5.8,13.8,5535.0,17047.0
541,2016-06-25,5.6,12.7,8.8,2.0,1972.0,2652.0
542,2016-06-26,3.0,11.1,7.7,0.2,1073.0,1633.0
543,2016-06-27,4.8,10.6,4.7,0.2,5116.0,16862.0
544,2016-06-28,5.0,17.0,7.8,0.2,5439.0,17840.0
545,2016-06-29,8.9,15.8,8.9,0.2,5544.0,17266.0
546,2016-06-30,10.3,11.7,5.6,0.0,5616.0,16995.0
547,2016-07-01,7.3,14.1,7.1,6.4,5998.0,17583.0
548,2016-07-02,9.9,16.5,6.7,0.2,1767.0,2525.0
549,2016-07-03,10.9,16.7,7.8,0.0,1160.0,1733.0
550,2016-07-04,10.4,12.7,3.6,0.0,5488.0,17274.0
551,2016-07-05,8.2,12.8,1.8,0.6,4445.0,16467.0
552,2016-07-06,9.8,13.0,4.6,22.6,5290.0,16773.0
553,2016-07-07,10.5,13.7,4.1,3.8,5296.0,16955.0
554,2016-07-08,9.7,15.3,7.4,0.8,6550.0,17225.0
555,2016-07-09,5.3,15.2,9.5,0.2,2499.0,3211.0
556,2016-07-10,6.5,14.2,3.6,0.0,1458.0,1751.0
557,2016-07-11,8.3,16.0,7.6,3.6,5826.0,17604.0
558,2016-07-12,10.7,13.7,8.1,0.0,5932.0,17914.0
559,2016-07-13,4.5,12.0,9.0,0.4,5924.0,17698.0
560,2016-07-14,6.6,14.0,7.8,1.0,5956.0,18580.0
561,2016-07-15,8.8,14.1,7.2,0.0,6141.0,18321.0
562,2016-07-16,7.8,13.7,10.2,0.0,2169.0,2742.0
563,2016-07-17,3.1,16.1,10.3,0.0,1469.0,1923.0
564,2016-07-18,9.6,17.7,8.8,0.0,5512.0,17816.0
565,2016-07-19,12.6,16.0,5.7,0.0,5558.0,18017.0
566,2016-07-20,9.8,16.1,9.2,1.8,5718.0,18410.0
567,2016-07-21,6.9,18.1,7.4,1.8,6011.0,18349.0
568,2016-07-22,9.2,18.3,5.1,7.8,6781.0,18098.0
569,2016-07-23,7.5,11.6,9.0,2.8,2030.0,2353.0
570,2016-07-24,4.7,11.4,10.3,0.8,1485.0,2068.0
571,2016-07-25,6.3,14.3,7.5,0.0,5327.0,17270.0
572,2016-07-26,6.5,11.0,7.2,4.8,5766.0,18371.0
573,2016-07-27,7.5,12.9,6.9,0.4,5623.0,18181.0
574,2016-07-28,6.9,15.2,6.3,0.0,6092.0,18667.0
575,2016-07-29,10.2,15.3,5.0,0.0,6232.0,18475.0
576,2016-07-30,9.1,13.8,8.5,2.4,2852.0,2987.0
577,2016-07-31,10.3,17.0,11.3,2.0,1453.0,1769.0
578,2016-08-01,11.2,14.4,5.2,2.8,4550.0,16012.0
579,2016-08-02,8.5,13.4,11.2,14.4,6189.0,19009.0
580,2016-08-03,8.7,12.8,8.4,2.8,5695.0,18393.0
581,2016-08-04,4.9,14.6,11.1,0.8,6048.0,18293.0
582,2016-08-05,3.4,14.6,8.7,0.0,6323.0,18307.0
583,2016-08-06,5.8,14.4,7.0,0.0,2217.0,2732.0
584,2016-08-07,7.6,16.6,10.4,0.0,1622.0,1907.0
585,2016-08-08,5.0,14.2,8.0,0.0,5727.0,17342.0
586,2016-08-09,9.7,18.9,7.8,0.0,6066.0,18292.0
587,2016-08-10,9.6,15.3,11.3,0.0,5872.0,17888.0
588,2016-08-11,6.8,15.7,10.3,8.2,5953.0,18348.0
589,2016-08-12,7.7,14.1,11.7,0.0,6825.0,17952.0
590,2016-08-13,7.9,15.1,9.5,1.6,2270.0,2672.0
591,2016-08-14,8.5,18.7,11.6,0.2,1443.0,1820.0
592,2016-08-15,10.2,18.1,13.4,0.0,5200.0,17452.0
593,2016-08-16,10.0,18.2,13.5,0.0,6180.0,18707.0
594,2016-08-17,12.5,15.6,9.6,0.4,5786.0,18293.0
595,2016-08-18,7.1,21.6,13.1,0.0,6159.0,18106.0
596,2016-08-19,15.3,16.4,2.7,0.2,5401.0,16792.0
597,2016-08-20,6.9,13.6,9.7,9.4,1828.0,2154.0
598,2016-08-21,9.5,14.8,7.0,1.2,1325.0,1593.0
599,2016-08-22,7.8,16.0,8.7,5.6,5096.0,16489.0
600,2016-08-23,7.0,13.4,14.2,11.0,5581.0,17827.0
601,2016-08-24,3.7,12.7,14.0,0.0,5742.0,17156.0
602,2016-08-25,6.5,13.0,13.5,1.2,5642.0,17435.0
603,2016-08-26,7.2,14.4,8.8,0.6,6599.0,17604.0
604,2016-08-27,9.3,16.3,11.7,0.0,2134.0,2427.0
605,2016-08-28,10.5,19.0,12.2,0.0,1777.0,1827.0
606,2016-08-29,8.7,20.4,14.2,0.0,5575.0,17062.0
607,2016-08-30,10.2,16.8,5.2,0.0,5511.0,17951.0
608,2016-08-31,12.8,20.2,10.1,0.8,5710.0,17581.0
609,2016-09-01,11.6,15.5,8.8,0.0,5893.0,17793.0
610,2016-09-02,9.6,15.0,9.6,0.4,6045.0,17417.0
611,2016-09-03,10.0,15.7,12.9,0.2,1771.0,2380.0
612,2016-09-04,10.1,16.9,10.0,0.2,1045.0,1584.0
613,2016-09-05,12.8,18.4,11.7,0.0,5469.0,16989.0
614,2016-09-06,9.2,21.5,15.8,0.0,5884.0,17944.0
615,2016-09-07,9.6,21.0,16.7,0.0,5952.0,17454.0
616,2016-09-08,13.1,23.3,16.0,0.0,6228.0,18160.0
617,2016-09-09,16.0,16.7,5.9,0.6,5156.0,17018.0
618,2016-09-10,11.5,14.3,7.9,9.4,1595.0,2144.0
619,2016-09-11,7.3,17.0,11.8,1.2,1125.0,1619.0
620,2016-09-12,9.9,13.6,7.0,1.6,5182.0,17277.0
621,2016-09-13,9.6,14.6,2.8,9.0,4770.0,16249.0
622,2016-09-14,10.5,16.1,13.2,20.6,5153.0,17161.0
623,2016-09-15,8.7,14.6,6.9,2.0,5452.0,17441.0
624,2016-09-16,9.0,15.7,12.5,13.4,5786.0,17393.0
625,2016-09-17,11.1,19.8,18.8,0.0,1678.0,2076.0
626,2016-09-18,10.8,12.5,5.5,0.4,1106.0,1469.0
627,2016-09-19,8.5,16.3,16.2,0.2,5127.0,17160.0
628,2016-09-20,9.1,18.8,18.5,0.0,5542.0,17529.0
629,2016-09-21,10.9,15.2,8.8,1.2,5208.0,16797.0
630,2016-09-22,9.6,13.4,9.9,1.2,5308.0,18057.0
631,2016-09-23,9.8,16.5,16.5,0.6,5211.0,16838.0
632,2016-09-24,10.0,20.1,18.4,0.0,1752.0,2328.0
633,2016-09-25,9.5,14.7,17.1,5.8,1710.0,1818.0
634,2016-09-26,8.1,16.9,13.6,0.6,5302.0,17357.0
635,2016-09-27,7.4,14.8,13.4,12.6,5310.0,17730.0
636,2016-09-28,7.5,19.3,19.6,2.2,5822.0,17547.0
637,2016-09-29,12.5,16.7,16.2,1.8,6310.0,17374.0
638,2016-09-30,9.3,16.4,16.6,2.0,1958.0,2801.0
639,2016-10-01,11.6,18.6,11.9,1.6,1451.0,1716.0
640,2016-10-02,12.1,24.0,18.7,0.0,1065.0,1549.0
641,2016-10-03,11.1,15.9,13.7,9.2,4710.0,16658.0
642,2016-10-04,10.6,17.1,13.2,2.0,5505.0,18040.0
643,2016-10-05,8.0,17.1,7.5,2.8,5657.0,18489.0
644,2016-10-06,9.7,27.2,22.6,0.0,5763.0,18932.0
645,2016-10-07,14.1,22.5,7.8,0.0,5692.0,17992.0
646,2016-10-08,9.7,16.9,23.0,0.0,2048.0,2138.0
647,2016-10-09,9.5,22.0,14.1,0.0,1283.0,1509.0
648,2016-10-10,13.0,16.8,18.4,0.8,5434.0,18391.0
649,2016-10-11,7.5,15.1,16.7,1.4,6650.0,19802.0
650,2016-10-12,10.2,15.4,12.9,0.0,5622.0,18219.0
651,2016-10-13,6.8,14.6,22.8,4.2,5695.0,19005.0
652,2016-10-14,5.2,22.7,24.5,0.2,5879.0,17748.0
653,2016-10-15,9.4,24.8,21.8,0.0,2284.0,2826.0
654,2016-10-16,17.4,23.1,8.0,0.0,1066.0,1474.0
655,2016-10-17,9.8,18.9,14.8,9.8,5004.0,17699.0
656,2016-10-18,9.6,16.6,16.5,1.0,5740.0,18529.0
657,2016-10-19,7.5,16.5,22.1,2.6,5583.0,18229.0
658,2016-10-20,6.8,21.8,25.6,0.0,6243.0,18555.0
659,2016-10-21,14.8,17.6,1.9,0.0,5778.0,17407.0
660,2016-10-22,6.9,13.2,16.9,16.4,1882.0,2077.0
661,2016-10-23,7.9,14.1,18.7,8.8,1125.0,1664.0
662,2016-10-24,9.4,17.1,20.3,0.4,5077.0,18269.0
663,2016-10-25,9.6,25.7,23.1,0.2,5824.0,18931.0
664,2016-10-26,16.5,18.5,9.0,0.0,5492.0,19263.0
665,2016-10-27,10.1,15.4,25.8,0.2,5708.0,19034.0
666,2016-10-28,6.3,16.6,26.5,0.0,5745.0,17570.0
667,2016-10-29,9.3,25.6,25.8,0.0,1659.0,2144.0
668,2016-10-30,12.7,28.0,19.5,0.0,1114.0,1577.0
669,2016-10-31,7.9,17.5,19.0,1.8,4075.0,12336.0
670,2016-11-01,9.4,18.4,17.7,0.4,1385.0,2246.0
671,2016-11-02,9.7,18.5,13.3,0.4,5161.0,17619.0
672,2016-11-03,10.0,19.1,28.0,0.0,5610.0,18329.0
673,2016-11-04,10.2,29.2,24.9,0.0,5765.0,17875.0
674,2016-11-05,10.0,16.8,10.8,0.0,1520.0,2233.0
675,2016-11-06,11.5,21.4,25.2,0.0,1054.0,1750.0
676,2016-11-07,14.6,25.9,15.9,0.0,5323.0,18989.0
677,2016-11-08,11.0,18.2,28.9,0.2,5791.0,18277.0
678,2016-11-09,9.2,17.4,22.0,0.0,5338.0,18421.0
679,2016-11-10,11.9,17.5,20.3,0.0,6045.0,19012.0
680,2016-11-11,8.4,23.8,29.1,0.0,4971.0,17670.0
681,2016-11-12,13.2,25.5,17.0,2.0,2181.0,2493.0
682,2016-11-13,11.7,19.0,9.7,2.0,1260.0,1614.0
683,2016-11-14,11.5,15.9,14.8,8.6,5282.0,19033.0
684,2016-11-15,11.0,19.2,17.1,0.0,5718.0,18790.0
685,2016-11-16,11.9,21.6,25.8,0.0,5746.0,19610.0
686,2016-11-17,12.0,31.4,28.8,0.0,5989.0,19694.0
687,2016-11-18,15.3,18.9,15.6,0.0,5348.0,18382.0
688,2016-11-19,11.7,19.4,29.9,0.0,1592.0,2577.0
689,2016-11-20,11.9,33.3,22.1,0.0,1315.0,1895.0
690,2016-11-21,17.9,35.0,19.8,0.0,5256.0,17847.0
691,2016-11-22,14.5,14.9,1.5,8.6,5567.0,19331.0
692,2016-11-23,11.0,16.8,16.9,5.4,5597.0,20273.0
693,2016-11-24,10.3,17.0,21.6,2.2,5500.0,20918.0
694,2016-11-25,10.9,17.9,15.7,0.8,5446.0,18784.0
695,2016-11-26,12.2,17.4,18.8,0.0,1845.0,3144.0
696,2016-11-27,11.6,16.3,10.1,0.4,1237.0,2025.0
697,2016-11-28,12.2,19.6,24.4,0.2,5615.0,21489.0
698,2016-11-29,10.4,20.0,31.0,0.2,5699.0,19850.0
699,2016-11-30,13.3,18.9,9.6,0.0,5018.0,20781.0
700,2016-12-01,12.9,21.9,28.0,0.0,5537.0,21935.0
701,2016-12-02,13.0,21.6,29.7,0.0,5733.0,20031.0
702,2016-12-03,9.9,23.9,31.2,0.0,2064.0,2439.0
703,2016-12-04,12.7,31.7,14.1,0.0,1249.0,1607.0
704,2016-12-05,16.9,21.5,21.6,2.4,5263.0,20849.0
705,2016-12-06,12.8,20.8,24.2,0.0,5892.0,21585.0
706,2016-12-07,10.5,28.3,30.8,0.0,5878.0,20413.0
707,2016-12-08,15.4,23.2,11.6,2.2,5903.0,21719.0
708,2016-12-09,10.0,17.3,23.2,6.6,7518.0,22011.0
709,2016-12-10,11.2,18.8,24.2,0.2,3249.0,4522.0
710,2016-12-11,12.9,19.3,27.0,1.0,1550.0,2072.0
711,2016-12-12,10.7,32.8,30.0,0.0,5917.0,20669.0
712,2016-12-13,16.5,36.3,14.1,0.0,5670.0,19606.0
713,2016-12-14,15.7,19.3,21.3,0.0,6649.0,18278.0
714,2016-12-15,11.7,18.6,30.8,0.0,6129.0,20153.0
715,2016-12-16,9.7,25.5,20.5,0.0,6188.0,19475.0
716,2016-12-17,15.1,20.9,22.5,0.0,1672.0,2350.0
717,2016-12-18,10.0,17.5,30.3,0.0,1091.0,1636.0
718,2016-12-19,8.8,30.2,29.3,0.0,5454.0,19486.0
719,2016-12-20,14.4,21.5,26.0,3.0,5406.0,20414.0
720,2016-12-21,13.5,19.9,28.8,0.2,5694.0,19347.0
721,2016-12-22,14.6,20.0,29.6,0.0,5744.0,19675.0
722,2016-12-23,12.5,26.3,28.7,0.0,4228.0,12086.0
723,2016-12-24,16.2,34.9,26.3,0.8,1036.0,1408.0
724,2016-12-25,16.4,36.3,32.3,0.2,888.0,1116.0
725,2016-12-26,25.4,29.3,10.2,0.0,806.0,1819.0
726,2016-12-27,18.0,29.8,5.8,1.6,930.0,1792.0
727,2016-12-28,20.3,38.2,15.1,1.0,2502.0,5816.0
728,2016-12-29,27.0,33.5,15.7,0.0,2618.0,5034.0
729,2016-12-30,20.1,27.8,28.8,20.4,2638.0,5072.0
730,2016-12-31,17.3,23.8,30.8,0.0,3085.0,3964.0
731,2017-01-01,16.8,21.1,8.5,0.0,3254.0,3600.0
732,2017-01-02,14.8,17.8,7.8,0.4,1044.0,1654.0
733,2017-01-03,14.6,19.5,25.9,0.4,3744.0,13036.0
734,2017-01-04,13.3,29.3,31.6,0.0,3626.0,12839.0
735,2017-01-05,18.5,31.7,29.7,0.0,4115.0,13463.0
736,2017-01-06,18.3,35.2,30.1,0.0,3985.0,12990.0
737,2017-01-07,20.9,36.7,28.5,0.0,1973.0,1939.0
738,2017-01-08,28.0,33.1,29.3,0.0,982.0,1337.0
739,2017-01-09,18.5,24.4,14.3,0.0,4699.0,16812.0
740,2017-01-10,17.7,26.2,28.6,0.0,4921.0,18724.0
741,2017-01-11,16.6,24.3,25.9,0.0,4646.0,17651.0
742,2017-01-12,14.9,26.5,30.7,0.0,5660.0,18907.0
743,2017-01-13,17.5,28.8,1.3,1.4,5219.0,18854.0
744,2017-01-14,15.2,23.5,16.5,2.6,1426.0,2187.0
745,2017-01-15,15.2,21.5,22.7,0.0,1168.0,1759.0
746,2017-01-16,12.2,32.7,30.5,0.0,5336.0,19086.0
747,2017-01-17,16.4,37.8,25.5,0.0,5336.0,18871.0
748,2017-01-18,15.6,20.8,27.5,0.0,5171.0,19519.0
749,2017-01-19,11.0,23.4,29.7,0.0,5569.0,19183.0
750,2017-01-20,16.1,20.8,13.2,22.6,5364.0,21388.0
751,2017-01-21,15.3,22.6,25.1,0.6,1538.0,2345.0
752,2017-01-22,12.7,29.6,30.3,0.0,1247.0,1835.0
753,2017-01-23,17.8,36.7,19.2,0.0,5181.0,19472.0
754,2017-01-24,19.1,22.0,27.6,0.6,5438.0,19784.0
755,2017-01-25,13.5,21.1,29.8,0.0,5414.0,19513.0
756,2017-01-26,16.4,21.2,16.9,0.0,3844.0,4333.0
757,2017-01-27,17.0,23.6,29.3,0.0,4140.0,12953.0
758,2017-01-28,15.0,29.2,29.2,0.0,1588.0,2085.0
759,2017-01-29,15.1,27.0,29.4,0.0,1091.0,1659.0
760,2017-01-30,17.8,30.0,3.7,0.0,5268.0,20475.0
761,2017-01-31,16.5,22.1,26.8,3.0,5670.0,20978.0
762,2017-02-01,14.3,20.6,9.3,0.0,4737.0,21167.0
763,2017-02-02,14.2,24.1,28.2,0.0,5729.0,21319.0
764,2017-02-03,15.4,27.6,28.1,0.0,5801.0,21027.0
765,2017-02-04,14.6,35.9,27.3,0.0,1889.0,2823.0
766,2017-02-05,18.5,30.7,9.3,0.0,858.0,1599.0
767,2017-02-06,15.1,18.0,3.9,32.4,5058.0,21562.0
768,2017-02-07,15.4,27.6,27.9,0.0,5934.0,22407.0
769,2017-02-08,16.5,36.0,27.7,0.0,5766.0,22354.0
770,2017-02-09,20.3,36.0,24.4,0.0,5583.0,21360.0
771,2017-02-10,18.7,27.1,21.3,0.0,5816.0,22474.0
772,2017-02-11,18.5,24.6,21.0,0.0,1439.0,2571.0
773,2017-02-12,15.1,19.9,12.6,2.0,1114.0,1911.0
774,2017-02-13,14.0,21.0,20.5,0.0,5362.0,22554.0
775,2017-02-14,14.5,19.5,15.6,0.6,5982.0,24376.0
776,2017-02-15,10.0,31.5,26.0,0.0,5898.0,22768.0
777,2017-02-16,14.9,23.6,23.2,0.0,6009.0,23512.0
778,2017-02-17,13.7,25.5,18.4,0.0,5836.0,22408.0
779,2017-02-18,13.3,18.9,16.1,0.0,1781.0,2653.0
780,2017-02-19,11.7,17.3,9.9,0.0,1003.0,1795.0
781,2017-02-20,11.6,20.3,22.4,3.6,5542.0,22111.0
782,2017-02-21,10.1,24.0,25.0,0.2,5532.0,23188.0
783,2017-02-22,12.8,33.3,23.1,0.0,5740.0,22542.0
784,2017-02-23,15.9,25.0,23.5,0.0,5960.0,23922.0
785,2017-02-24,15.8,20.0,13.2,1.4,5197.0,22912.0
786,2017-02-25,13.7,19.4,23.9,0.0,1740.0,2980.0
787,2017-02-26,13.2,29.8,24.2,0.0,1328.0,1913.0
788,2017-02-27,15.6,33.1,23.9,0.0,5831.0,22953.0
789,2017-02-28,17.3,33.6,23.6,0.0,6016.0,23988.0
790,2017-03-01,16.6,30.5,23.7,0.0,5898.0,23780.0
