Sighting Date,Common Name,Scientific Name,Sighting Count,Victorian Biodiversity Atlas Code,lat,lon,loc1_desc,lat2,lon2,loc2_desc,site_name,Location 2,Location 1
2018-02-15,Rainbow Lorikeet,Trichoglossus haematodus,12,10254,-37.8008,144.9099,Maribyrnong River Downstream Limit at Dynon Road,-37.796,144.9136,Maribyrnong River Upstream Limit at upstream end of Newells Paddock,Marybyrnong River,POINT (144.9136 -37.796),"-37.8008, 144.9099"
2018-02-15,Willie Wagtail,Rhipidura leucophrys,2,10364,-37.8008,144.9099,Maribyrnong River Downstream Limit at Dynon Road,-37.796,144.9136,Maribyrnong River Upstream Limit at upstream end of Newells Paddock,Marybyrnong River,POINT (144.9136 -37.796),"-37.8008, 144.9099"
2018-02-15,Australian Wood Duck,Chenonetta jubata,1,10202,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Brown Thornbill,Acanthiza pusilla,3,10475,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Common Myna,Acridotheres tristis,18,10998,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Eastern Great Egret,Ardea modesta,1,10187,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Masked Lapwing,Vanellus miles,1,10133,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Noisy Miner,Manorina melanocephala,27,10634,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Pacific Black Duck,Anas superciliosa,18,10208,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Rainbow Lorikeet,Trichoglossus haematodus,9,10254,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Superb Fairy-wren,Malurus cyaneus,19,10529,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Tree Martin,Petrochelidon nigricans,5,10359,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,White-faced Heron,Egretta novaehollandiae,1,10188,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,White-plumed Honeyeater,Lichenostomus penicillatus,56,10625,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-20,Little Pied Cormorant,Microcarbo melanoleucos,1,10100,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Chestnut Teal,Anas castanea,22,10210,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Red-rumped Parrot,Psephotus haematonotus,1,10295,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Welcome Swallow,Petrochelidon neoxena,5,10357,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Rock Dove,Columba livia,7,10957,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Common Myna,Acridotheres tristis,50,10998,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Common Starling,Sturnus vulgaris,1,10999,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
