Sighting Date,Common Name,Scientific Name,Sighting Count,Victorian Biodiversity Atlas Code,lat,lon,loc1_desc,lat2,lon2,loc2_desc,site_name,Location 2,Location 1
2018-03-12,Australian Magpie,Gymnorhina tibicen,2,10705,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Australian White Ibis,Threskiornis molucca,141,10179,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,Australian White Ibis,Threskiornis molucca,83,10179,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Chestnut Teal,Anas castanea,7,10210,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,Chestnut Teal,Anas castanea,5,10210,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Common Blackbird,Turdus merula,1,10991,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Common Blackbird,Turdus merula,3,10991,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-15,Common Myna,Acridotheres tristis,36,10998,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-15,Common Starling,Sturnus vulgaris,3,10999,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Common Starling,Sturnus vulgaris,0,10999,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Dusky Moorhen,Gallinula tenebrosa,0,10056,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Dusky Moorhen,Gallinula tenebrosa,3,10056,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,Dusky Moorhen,Gallinula tenebrosa,3,10056,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Dusky Moorhen,Gallinula tenebrosa,4,10056,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Eastern Great Egret,Ardea modesta,0,10187,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Eastern Great Egret,Ardea modesta,0,10187,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-15,Little Pied Cormorant,Microcarbo melanoleucos,2,10100,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Little Pied Cormorant,Microcarbo melanoleucos,2,10100,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Little Pied Cormorant,Microcarbo melanoleucos,1,10100,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,Little Pied Cormorant,Microcarbo melanoleucos,1,10100,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Little Raven,Corvus mellori,30,10954,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Little Raven,Corvus mellori,17,10954,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Little Wattlebird,Anthochaera chrysoptera,2,10637,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Magpie-lark,Grallina cyanoleuca,3,10415,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Magpie-lark,Grallina cyanoleuca,4,10415,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,Musk Lorikeet,Glossopsitta concinna,12,10258,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-15,Nankeen Night Heron,Nycticorax caledonicus hillii,0,10192,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Nankeen Night Heron,Nycticorax caledonicus hillii,3,10192,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,New Holland Honeyeater,Phylidonyris novaehollandiae,6,10631,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,New Holland Honeyeater,Phylidonyris novaehollandiae,12,10631,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Pacific Black Duck,Anas superciliosa,0,10208,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Pacific Black Duck,Anas superciliosa,0,10208,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Rainbow Lorikeet,Trichoglossus haematodus,3,10254,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-15,Red Wattlebird,Anthochaera carunculata,2,10638,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Red Wattlebird,Anthochaera carunculata,0,10638,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Rock Dove,Columba livia,3,10957,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-15,Spotted Turtle-Dove,Streptopelia chinensis,12,10989,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Spotted Turtle-Dove,Streptopelia chinensis,15,10989,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Spotted Turtle-Dove,Streptopelia chinensis,48,10989,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Superb Fairy-wren,Malurus cyaneus,1,10529,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Superb Fairy-wren,Malurus cyaneus,6,10529,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,White-plumed Honeyeater,Lichenostomus penicillatus,12,10625,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,White-plumed Honeyeater,Lichenostomus penicillatus,30,10625,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,White-plumed Honeyeater,Lichenostomus penicillatus,26,10625,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Willie Wagtail,Rhipidura leucophrys,3,10364,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-15,Australian Magpie,Gymnorhina tibicen,0,10705,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-19,Australian Magpie,Gymnorhina tibicen,0,10705,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-15,Chestnut Teal,Anas castanea,7,10210,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-06,Chestnut Teal,Anas castanea,4,10210,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-12,Chestnut Teal,Anas castanea,6,10210,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-19,Chestnut Teal,Anas castanea,12,10210,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-15,Clamorous Reed Warbler,Acrocephalus stentoreus,0,10524,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-19,Clamorous Reed Warbler,Acrocephalus stentoreus,0,10524,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-15,Common Blackbird,Turdus merula,1,10991,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-28,Common Blackbird,Turdus merula,0,10991,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-06,Common Blackbird,Turdus merula,2,10991,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-28,Common Myna,Acridotheres tristis,1,10998,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-12,Common Starling,Sturnus vulgaris,0,10999,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-12,Dusky Moorhen,Gallinula tenebrosa,2,10056,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-19,Dusky Moorhen,Gallinula tenebrosa,0,10056,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-15,House Sparrow,Passer domesticus,0,10995,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-28,Little Pied Cormorant,Microcarbo melanoleucos,1,10100,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-06,Little Pied Cormorant,Microcarbo melanoleucos,0,10100,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-12,Little Pied Cormorant,Microcarbo melanoleucos,0,10100,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-19,Little Pied Cormorant,Microcarbo melanoleucos,0,10100,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-12,Little Raven,Corvus mellori,4,10954,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-06,Little Wattlebird,Anthochaera chrysoptera,18,10637,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-19,Little Wattlebird,Anthochaera chrysoptera,18,10637,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-06,Magpie-lark,Grallina cyanoleuca,3,10415,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-12,Magpie-lark,Grallina cyanoleuca,4,10415,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-19,Magpie-lark,Grallina cyanoleuca,3,10415,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-12,Noisy Miner,Manorina melanocephala,2,10634,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-19,Pacific Black Duck,Anas superciliosa,1,10208,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-15,Rainbow Lorikeet,Trichoglossus haematodus,0,10254,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-28,Rainbow Lorikeet,Trichoglossus haematodus,2,10254,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-06,Rainbow Lorikeet,Trichoglossus haematodus,2,10254,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-15,Red Wattlebird,Anthochaera carunculata,2,10638,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-12,Red Wattlebird,Anthochaera carunculata,4,10638,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-12,Rock Dove,Columba livia,0,10957,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-19,Rock Dove,Columba livia,0,10957,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-06,Spotted Turtle-Dove,Streptopelia chinensis,13,10989,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-15,Superb Fairy-wren,Malurus cyaneus,1,10529,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-28,Superb Fairy-wren,Malurus cyaneus,1,10529,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-06,Superb Fairy-wren,Malurus cyaneus,0,10529,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-19,Superb Fairy-wren,Malurus cyaneus,0,10529,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-28,White-faced Heron,Egretta novaehollandiae,1,10188,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-06,White-faced Heron,Egretta novaehollandiae,0,10188,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-15,White-plumed Honeyeater,Lichenostomus penicillatus,5,10625,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-28,Australian Magpie,Gymnorhina tibicen,1,10705,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-12,Australian Magpie,Gymnorhina tibicen,4,10705,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-19,Australian Magpie,Gymnorhina tibicen,2,10705,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-15,Black Swan,Cygnus atratus,0,10203,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-06,Black Swan,Cygnus atratus,2,10203,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-06,Brown Thornbill,Acanthiza pusilla,1,10475,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-15,Chestnut Teal,Anas castanea,29,10210,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-28,Chestnut Teal,Anas castanea,22,10210,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-19,Chestnut Teal,Anas castanea,64,10210,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-15,Clamorous Reed Warbler,Acrocephalus stentoreus,2,10524,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-28,Common Blackbird,Turdus merula,2,10991,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-19,Common Blackbird,Turdus merula,3,10991,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-06,Darter,Anhinga novaehollandiae,0,10101,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-12,Darter,Anhinga novaehollandiae,1,10101,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-06,Dusky Moorhen,Gallinula tenebrosa,1,10056,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-28,Eastern Great Egret,Ardea modesta,1,10187,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-06,Eastern Great Egret,Ardea modesta,0,10187,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-15,Eurasian Coot,Fulica atra,1,10059,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-19,Eurasian Coot,Fulica atra,4,10059,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-28,Grey Teal,Anas gracilis,1,10211,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-15,Hoary-headed Grebe,Hoary-headed Grebe,0,10062,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-12,Hoary-headed Grebe,Hoary-headed Grebe,1,10062,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-19,Hoary-headed Grebe,Hoary-headed Grebe,0,10062,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-12,House Sparrow,Passer domesticus,47,10995,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-28,Little Black Cormorant,Phalacrocorax sulcirostris,25,10097,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-19,Little Black Cormorant,Phalacrocorax sulcirostris,20,10097,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-28,Little Pied Cormorant,Microcarbo melanoleucos,8,10100,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-06,Little Pied Cormorant,Microcarbo melanoleucos,19,10100,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-12,Little Pied Cormorant,Microcarbo melanoleucos,13,10100,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-06,Little Raven,Corvus mellori,12,10954,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
