date_new,Public Holiday?,Min,Max,Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres),CollinsPlaceNorth
2016-03-30,0,15.5,18.7,8.5,0.0,10789.0
2016-03-31,0,11.3,22.7,17.1,0.0,11221.0
2016-04-01,0,13.1,26.5,16.7,0.0,11303.0
2016-04-02,0,15.5,19.5,8.3,0.0,3034.0
2016-04-03,0,11.3,18.8,15.4,0.0,2078.0
2016-04-04,0,9.7,21.2,18.4,0.0,11146.0
2016-04-05,0,12.3,29.0,17.1,0.0,11746.0
2016-04-06,0,13.6,15.6,3.9,12.8,11945.0
2016-04-07,0,8.3,18.4,13.1,6.8,11587.0
2016-04-08,0,11.9,20.0,9.6,0.0,10921.0
2016-04-09,0,10.4,22.3,13.0,0.0,3230.0
2016-04-10,0,13.6,23.5,9.6,0.0,1858.0
2016-04-11,0,14.5,20.1,14.1,0.0,10975.0
2016-04-12,0,14.0,18.7,13.5,0.2,11571.0
2016-04-13,0,11.3,20.0,12.6,0.2,11523.0
2016-04-14,0,11.6,27.0,12.7,0.0,12203.0
2016-04-15,0,13.4,27.0,15.9,0.0,11644.0
2016-04-16,0,14.0,20.3,8.3,0.0,2968.0
2016-04-17,0,13.1,19.8,14.7,0.0,2056.0
2016-04-18,0,9.8,25.0,15.0,0.0,11162.0
2016-04-19,0,13.6,27.4,14.5,0.0,11683.0
2016-04-20,0,15.3,28.0,14.0,0.0,11723.0
2016-04-21,0,17.1,24.2,5.6,0.4,12284.0
2016-04-22,0,14.6,16.7,7.9,21.6,11312.0
2016-04-23,0,12.3,18.6,8.5,0.0,2772.0
2016-04-24,0,9.1,20.0,14.8,0.0,2199.0
2016-04-25,1,9.9,25.0,14.8,0.0,2155.0
2016-04-26,0,11.3,25.6,14.6,0.0,11720.0
2016-04-27,0,13.0,25.4,13.5,0.0,12238.0
2016-04-28,0,19.8,24.9,5.3,0.0,12103.0
2016-04-29,0,16.9,20.6,3.7,0.4,11379.0
2016-04-30,0,16.4,24.1,12.7,6.2,2889.0
2016-05-01,0,14.4,17.0,9.0,9.8,1702.0
2016-05-02,0,9.0,18.4,12.3,0.4,11356.0
2016-05-03,0,12.3,20.1,8.8,0.0,11602.0
2016-05-04,0,9.8,18.2,11.8,0.2,11882.0
2016-05-05,0,12.6,20.5,12.3,0.0,12134.0
2016-05-06,0,15.9,24.7,13.2,0.0,11993.0
2016-05-07,0,11.4,25.7,12.6,0.0,2918.0
2016-05-08,0,15.5,20.4,3.5,5.4,1516.0
2016-05-09,0,15.4,22.2,6.7,0.8,10987.0
2016-05-10,0,13.7,17.2,7.6,12.0,12114.0
2016-05-11,0,12.2,17.4,6.3,0.2,11605.0
2016-05-12,0,14.1,21.4,6.1,0.2,12251.0
2016-05-13,0,15.9,21.6,9.9,0.0,11996.0
2016-05-14,0,14.5,21.7,12.6,0.0,2970.0
2016-05-15,0,15.0,22.0,6.7,0.0,1791.0
2016-05-16,0,7.7,19.6,8.9,0.0,11224.0
2016-05-17,0,11.4,17.1,5.4,0.2,11884.0
2016-05-18,0,13.0,19.3,7.2,0.0,11806.0
2016-05-19,0,14.6,18.4,2.2,0.0,12049.0
2016-05-20,0,11.6,17.4,8.3,1.8,12009.0
2016-05-21,0,8.1,18.5,8.9,0.0,3259.0
2016-05-22,0,9.2,22.2,8.5,0.0,1932.0
2016-05-23,0,12.8,17.2,7.1,2.2,11171.0
2016-05-24,0,10.7,15.8,7.3,1.8,11750.0
2016-05-25,0,7.6,15.6,4.9,0.0,11545.0
2016-05-26,0,10.3,12.5,3.1,12.4,11857.0
2016-05-27,0,9.2,14.4,8.0,4.8,11447.0
2016-05-28,0,5.7,13.2,6.2,0.6,3023.0
2016-05-29,0,8.7,13.9,6.5,4.2,1815.0
2016-05-30,0,7.2,15.4,9.5,0.0,11341.0
2016-05-31,0,3.6,17.4,9.5,0.0,11456.0
2016-06-01,0,4.8,17.0,8.2,0.0,11327.0
2016-06-02,0,4.8,12.8,9.2,0.0,11557.0
2016-06-03,0,6.8,14.1,8.5,0.0,11013.0
2016-06-04,0,9.8,13.4,3.7,6.2,2441.0
2016-06-05,0,10.5,14.1,3.3,3.4,1737.0
2016-06-06,0,8.9,14.5,7.1,1.4,11187.0
2016-06-07,0,10.5,15.3,4.7,0.0,11691.0
2016-06-08,0,9.7,14.7,4.7,1.2,11360.0
2016-06-09,0,10.8,17.5,6.0,1.4,11588.0
2016-06-10,0,10.4,15.8,6.6,0.0,10738.0
2016-06-11,0,9.0,13.5,6.5,3.0,2696.0
2016-06-12,0,5.0,13.8,7.3,0.6,2190.0
2016-06-13,1,3.8,13.4,9.0,0.0,1654.0
2016-06-14,0,8.6,15.6,8.3,0.0,11168.0
2016-06-15,0,6.0,17.9,9.2,0.0,11549.0
2016-06-16,0,7.8,14.3,5.1,0.0,11320.0
2016-06-17,0,9.3,15.1,3.5,4.2,11057.0
2016-06-18,0,10.0,12.7,5.3,8.6,3602.0
2016-06-19,0,7.3,13.5,7.2,0.4,1708.0
2016-06-20,0,9.1,13.2,3.4,3.6,10976.0
2016-06-21,0,10.4,14.7,7.0,3.2,11439.0
2016-06-22,0,11.2,15.4,6.6,0.0,10990.0
2016-06-23,0,10.4,14.8,7.2,0.6,11685.0
2016-06-24,0,6.9,10.7,5.8,13.8,10768.0
2016-06-25,0,5.6,12.7,8.8,2.0,2557.0
2016-06-26,0,3.0,11.1,7.7,0.2,1807.0
2016-06-27,0,4.8,10.6,4.7,0.2,10625.0
2016-06-28,0,5.0,17.0,7.8,0.2,10939.0
2016-06-29,0,8.9,15.8,8.9,0.2,11122.0
2016-06-30,0,10.3,11.7,5.6,0.0,10962.0
2016-07-01,0,7.3,14.1,7.1,6.4,10504.0
2016-07-02,0,9.9,16.5,6.7,0.2,2729.0
2016-07-03,0,10.9,16.7,7.8,0.0,1845.0
2016-07-04,0,10.4,12.7,3.6,0.0,10370.0
2016-07-05,0,8.2,12.8,1.8,0.6,10454.0
2016-07-06,0,9.8,13.0,4.6,22.6,10746.0
2016-07-07,0,10.5,13.7,4.1,3.8,11164.0
2016-07-08,0,9.7,15.3,7.4,0.8,10672.0
2016-07-09,0,5.3,15.2,9.5,0.2,2662.0
2016-07-10,0,6.5,14.2,3.6,0.0,1800.0
2016-07-11,0,8.3,16.0,7.6,3.6,10763.0
2016-07-12,0,10.7,13.7,8.1,0.0,11346.0
2016-07-13,0,4.5,12.0,9.0,0.4,10873.0
2016-07-14,0,6.6,14.0,7.8,1.0,11744.0
2016-07-15,0,8.8,14.1,7.2,0.0,11466.0
2016-07-16,0,7.8,13.7,10.2,0.0,3152.0
2016-07-17,0,3.1,16.1,10.3,0.0,2035.0
2016-07-18,0,9.6,17.7,8.8,0.0,10991.0
2016-07-19,0,12.6,16.0,5.7,0.0,11265.0
2016-07-20,0,9.8,16.1,9.2,1.8,11511.0
2016-07-21,0,6.9,18.1,7.4,1.8,12126.0
2016-07-22,0,9.2,18.3,5.1,7.8,11150.0
2016-07-23,0,7.5,11.6,9.0,2.8,2578.0
2016-07-24,0,4.7,11.4,10.3,0.8,1988.0
2016-07-25,0,6.3,14.3,7.5,0.0,11030.0
2016-07-26,0,6.5,11.0,7.2,4.8,11211.0
2016-07-27,0,7.5,12.9,6.9,0.4,11508.0
2016-07-28,0,6.9,15.2,6.3,0.0,11540.0
2016-07-29,0,10.2,15.3,5.0,0.0,11771.0
2016-07-30,0,9.1,13.8,8.5,2.4,4009.0
2016-07-31,0,10.3,17.0,11.3,2.0,3070.0
2016-08-01,0,11.2,14.4,5.2,2.8,11755.0
2016-08-02,0,8.5,13.4,11.2,14.4,11606.0
2016-08-03,0,8.7,12.8,8.4,2.8,11201.0
2016-08-04,0,4.9,14.6,11.1,0.8,11661.0
2016-08-05,0,3.4,14.6,8.7,0.0,11633.0
2016-08-06,0,5.8,14.4,7.0,0.0,3307.0
2016-08-07,0,7.6,16.6,10.4,0.0,2294.0
2016-08-08,0,5.0,14.2,8.0,0.0,10953.0
2016-08-09,0,9.7,18.9,7.8,0.0,11245.0
2016-08-10,0,9.6,15.3,11.3,0.0,11304.0
2016-08-11,0,6.8,15.7,10.3,8.2,11427.0
2016-08-12,0,7.7,14.1,11.7,0.0,10756.0
2016-08-13,0,7.9,15.1,9.5,1.6,2950.0
2016-08-14,0,8.5,18.7,11.6,0.2,1933.0
2016-08-15,0,10.2,18.1,13.4,0.0,10908.0
2016-08-16,0,10.0,18.2,13.5,0.0,11886.0
2016-08-17,0,12.5,15.6,9.6,0.4,11425.0
2016-08-18,0,7.1,21.6,13.1,0.0,11841.0
2016-08-19,0,15.3,16.4,2.7,0.2,11081.0
2016-08-20,0,6.9,13.6,9.7,9.4,2968.0
2016-08-21,0,9.5,14.8,7.0,1.2,1875.0
2016-08-22,0,7.8,16.0,8.7,5.6,10635.0
2016-08-23,0,7.0,13.4,14.2,11.0,11328.0
2016-08-24,0,3.7,12.7,14.0,0.0,11125.0
2016-08-25,0,6.5,13.0,13.5,1.2,11459.0
2016-08-26,0,7.2,14.4,8.8,0.6,11421.0
2016-08-27,0,9.3,16.3,11.7,0.0,3060.0
2016-08-28,0,10.5,19.0,12.2,0.0,2157.0
2016-08-29,0,8.7,20.4,14.2,0.0,11115.0
2016-08-30,0,10.2,16.8,5.2,0.0,11147.0
2016-08-31,0,12.8,20.2,10.1,0.8,11163.0
2016-09-01,0,11.6,15.5,8.8,0.0,11728.0
2016-09-02,0,9.6,15.0,9.6,0.4,11328.0
2016-09-03,0,10.0,15.7,12.9,0.2,2676.0
2016-09-04,0,10.1,16.9,10.0,0.2,1610.0
2016-09-05,0,12.8,18.4,11.7,0.0,10997.0
2016-09-06,0,9.2,21.5,15.8,0.0,11675.0
2016-09-07,0,9.6,21.0,16.7,0.0,11385.0
2016-09-08,0,13.1,23.3,16.0,0.0,11869.0
2016-09-09,0,16.0,16.7,5.9,0.6,11606.0
2016-09-10,0,11.5,14.3,7.9,9.4,2700.0
2016-09-11,0,7.3,17.0,11.8,1.2,1929.0
2016-09-12,0,9.9,13.6,7.0,1.6,11157.0
2016-09-13,0,9.6,14.6,2.8,9.0,11850.0
2016-09-14,0,10.5,16.1,13.2,20.6,11429.0
2016-09-15,0,8.7,14.6,6.9,2.0,11028.0
2016-09-16,0,9.0,15.7,12.5,13.4,11196.0
2016-09-17,0,11.1,19.8,18.8,0.0,2804.0
2016-09-18,0,10.8,12.5,5.5,0.4,1615.0
2016-09-19,0,8.5,16.3,16.2,0.2,10960.0
2016-09-20,0,9.1,18.8,18.5,0.0,11242.0
2016-09-21,0,10.9,15.2,8.8,1.2,11632.0
2016-09-22,0,9.6,13.4,9.9,1.2,11414.0
2016-09-23,0,9.8,16.5,16.5,0.6,11825.0
2016-09-24,0,10.0,20.1,18.4,0.0,2903.0
2016-09-25,0,9.5,14.7,17.1,5.8,1961.0
2016-09-26,0,8.1,16.9,13.6,0.6,11106.0
2016-09-27,0,7.4,14.8,13.4,12.6,11022.0
2016-09-28,0,7.5,19.3,19.6,2.2,11875.0
2016-09-29,0,12.5,16.7,16.2,1.8,11706.0
2016-09-30,1,9.3,16.4,16.6,2.0,7111.0
2016-10-01,0,11.6,18.6,11.9,1.6,2907.0
2016-10-02,0,12.1,24.0,18.7,0.0,1656.0
2016-10-03,0,11.1,15.9,13.7,9.2,10601.0
2016-10-04,0,10.6,17.1,13.2,2.0,11470.0
2016-10-05,0,8.0,17.1,7.5,2.8,11604.0
2016-10-06,0,9.7,27.2,22.6,0.0,12247.0
2016-10-07,0,14.1,22.5,7.8,0.0,11491.0
2016-10-08,0,9.7,16.9,23.0,0.0,3007.0
2016-10-09,0,9.5,22.0,14.1,0.0,1570.0
2016-10-10,0,13.0,16.8,18.4,0.8,11310.0
2016-10-11,0,7.5,15.1,16.7,1.4,11640.0
2016-10-12,0,10.2,15.4,12.9,0.0,11436.0
2016-10-13,0,6.8,14.6,22.8,4.2,11685.0
2016-10-14,0,5.2,22.7,24.5,0.2,11722.0
2016-10-15,0,9.4,24.8,21.8,0.0,2813.0
2016-10-16,0,17.4,23.1,8.0,0.0,1841.0
2016-10-17,0,9.8,18.9,14.8,9.8,11370.0
2016-10-18,0,9.6,16.6,16.5,1.0,12052.0
2016-10-19,0,7.5,16.5,22.1,2.6,11484.0
2016-10-20,0,6.8,21.8,25.6,0.0,11941.0
2016-10-21,0,14.8,17.6,1.9,0.0,11265.0
2016-10-22,0,6.9,13.2,16.9,16.4,2361.0
2016-10-23,0,7.9,14.1,18.7,8.8,1887.0
2016-10-24,0,9.4,17.1,20.3,0.4,11618.0
2016-10-25,0,9.6,25.7,23.1,0.2,12077.0
2016-10-26,0,16.5,18.5,9.0,0.0,11711.0
2016-10-27,0,10.1,15.4,25.8,0.2,11915.0
2016-10-28,0,6.3,16.6,26.5,0.0,11327.0
2016-10-29,0,9.3,25.6,25.8,0.0,2432.0
2016-10-30,0,12.7,28.0,19.5,0.0,1661.0
2016-10-31,0,7.9,17.5,19.0,1.8,7893.0
2016-11-01,1,9.4,18.4,17.7,0.4,1570.0
2016-11-02,0,9.7,18.5,13.3,0.4,11545.0
2016-11-03,0,10.0,19.1,28.0,0.0,11905.0
2016-11-04,0,10.2,29.2,24.9,0.0,11513.0
2016-11-05,0,10.0,16.8,10.8,0.0,2489.0
2016-11-06,0,11.5,21.4,25.2,0.0,1600.0
2016-11-07,0,14.6,25.9,15.9,0.0,11666.0
2016-11-08,0,11.0,18.2,28.9,0.2,11882.0
2016-11-09,0,9.2,17.4,22.0,0.0,11977.0
2016-11-10,0,11.9,17.5,20.3,0.0,12022.0
2016-11-11,0,8.4,23.8,29.1,0.0,11953.0
2016-11-12,0,13.2,25.5,17.0,2.0,2806.0
2016-11-13,0,11.7,19.0,9.7,2.0,1601.0
2016-11-14,0,11.5,15.9,14.8,8.6,11265.0
2016-11-15,0,11.0,19.2,17.1,0.0,11867.0
2016-11-16,0,11.9,21.6,25.8,0.0,11996.0
2016-11-17,0,12.0,31.4,28.8,0.0,12404.0
2016-11-18,0,15.3,18.9,15.6,0.0,11473.0
2016-11-19,0,11.7,19.4,29.9,0.0,2756.0
2016-11-20,0,11.9,33.3,22.1,0.0,2055.0
2016-11-21,0,17.9,35.0,19.8,0.0,11207.0
2016-11-22,0,14.5,14.9,1.5,8.6,11793.0
2016-11-23,0,11.0,16.8,16.9,5.4,11240.0
2016-11-24,0,10.3,17.0,21.6,2.2,11994.0
2016-11-25,0,10.9,17.9,15.7,0.8,11245.0
2016-11-26,0,12.2,17.4,18.8,0.0,3002.0
2016-11-27,0,11.6,16.3,10.1,0.4,1856.0
2016-11-28,0,12.2,19.6,24.4,0.2,12043.0
2016-11-29,0,10.4,20.0,31.0,0.2,12012.0
2016-11-30,0,13.3,18.9,9.6,0.0,11808.0
2016-12-01,0,12.9,21.9,28.0,0.0,12046.0
2016-12-02,0,13.0,21.6,29.7,0.0,11564.0
2016-12-03,0,9.9,23.9,31.2,0.0,2727.0
2016-12-04,0,12.7,31.7,14.1,0.0,1621.0
2016-12-05,0,16.9,21.5,21.6,2.4,11693.0
2016-12-06,0,12.8,20.8,24.2,0.0,12003.0
2016-12-07,0,10.5,28.3,30.8,0.0,12688.0
2016-12-08,0,15.4,23.2,11.6,2.2,11954.0
2016-12-09,0,10.0,17.3,23.2,6.6,11252.0
2016-12-10,0,11.2,18.8,24.2,0.2,2822.0
2016-12-11,0,12.9,19.3,27.0,1.0,1968.0
2016-12-12,0,10.7,32.8,30.0,0.0,11882.0
2016-12-13,0,16.5,36.3,14.1,0.0,11875.0
2016-12-14,0,15.7,19.3,21.3,0.0,11477.0
2016-12-15,0,11.7,18.6,30.8,0.0,12161.0
2016-12-16,0,9.7,25.5,20.5,0.0,11254.0
2016-12-17,0,15.1,20.9,22.5,0.0,2958.0
2016-12-18,0,10.0,17.5,30.3,0.0,1958.0
2016-12-19,0,8.8,30.2,29.3,0.0,11260.0
2016-12-20,0,14.4,21.5,26.0,3.0,11789.0
2016-12-21,0,13.5,19.9,28.8,0.2,11283.0
2016-12-22,0,14.6,20.0,29.6,0.0,10861.0
2016-12-23,0,12.5,26.3,28.7,0.0,8298.0
2016-12-24,0,16.2,34.9,26.3,0.8,1969.0
2016-12-25,0,16.4,36.3,32.3,0.2,951.0
2016-12-26,1,25.4,29.3,10.2,0.0,1657.0
2016-12-27,1,18.0,29.8,5.8,1.6,1670.0
2016-12-28,0,20.3,38.2,15.1,1.0,4295.0
2016-12-29,0,27.0,33.5,15.7,0.0,3824.0
2016-12-30,0,20.1,27.8,28.8,20.4,3787.0
2016-12-31,0,17.3,23.8,30.8,0.0,2948.0
2017-01-01,1,16.8,21.1,8.5,0.0,1993.0
2017-01-02,1,14.8,17.8,7.8,0.4,1535.0
2017-01-03,0,14.6,19.5,25.9,0.4,6380.0
2017-01-04,0,13.3,29.3,31.6,0.0,6857.0
2017-01-05,0,18.5,31.7,29.7,0.0,7127.0
2017-01-06,0,18.3,35.2,30.1,0.0,6872.0
2017-01-07,0,20.9,36.7,28.5,0.0,1795.0
2017-01-08,0,28.0,33.1,29.3,0.0,1534.0
2017-01-09,0,18.5,24.4,14.3,0.0,9960.0
2017-01-10,0,17.7,26.2,28.6,0.0,10378.0
2017-01-11,0,16.6,24.3,25.9,0.0,10279.0
2017-01-12,0,14.9,26.5,30.7,0.0,10021.0
2017-01-13,0,17.5,28.8,1.3,1.4,9625.0
2017-01-14,0,15.2,23.5,16.5,2.6,2449.0
2017-01-15,0,15.2,21.5,22.7,0.0,1817.0
2017-01-16,0,12.2,32.7,30.5,0.0,10614.0
2017-01-17,0,16.4,37.8,25.5,0.0,10479.0
2017-01-18,0,15.6,20.8,27.5,0.0,10751.0
2017-01-19,0,11.0,23.4,29.7,0.0,11244.0
2017-01-20,0,16.1,20.8,13.2,22.6,11907.0
2017-01-21,0,15.3,22.6,25.1,0.6,2546.0
2017-01-22,0,12.7,29.6,30.3,0.0,1865.0
2017-01-23,0,17.8,36.7,19.2,0.0,10820.0
2017-01-24,0,19.1,22.0,27.6,0.6,11325.0
2017-01-25,0,13.5,21.1,29.8,0.0,11295.0
2017-01-26,1,16.4,21.2,16.9,0.0,2275.0
2017-01-27,0,17.0,23.6,29.3,0.0,8087.0
2017-01-28,0,15.0,29.2,29.2,0.0,2285.0
2017-01-29,0,15.1,27.0,29.4,0.0,1893.0
2017-01-30,0,17.8,30.0,3.7,0.0,10580.0
2017-01-31,0,16.5,22.1,26.8,3.0,11411.0
2017-02-01,0,14.3,20.6,9.3,0.0,11683.0
2017-02-02,0,14.2,24.1,28.2,0.0,11841.0
2017-02-03,0,15.4,27.6,28.1,0.0,11577.0
2017-02-04,0,14.6,35.9,27.3,0.0,2388.0
2017-02-05,0,18.5,30.7,9.3,0.0,1653.0
2017-02-06,0,15.1,18.0,3.9,32.4,10963.0
2017-02-07,0,15.4,27.6,27.9,0.0,12038.0
2017-02-08,0,16.5,36.0,27.7,0.0,11901.0
2017-02-09,0,20.3,36.0,24.4,0.0,11432.0
2017-02-10,0,18.7,27.1,21.3,0.0,11535.0
2017-02-11,0,18.5,24.6,21.0,0.0,2884.0
2017-02-12,0,15.1,19.9,12.6,2.0,1855.0
2017-02-13,0,14.0,21.0,20.5,0.0,11586.0
2017-02-14,0,14.5,19.5,15.6,0.6,12369.0
2017-02-15,0,10.0,31.5,26.0,0.0,11665.0
2017-02-16,0,14.9,23.6,23.2,0.0,11748.0
2017-02-17,0,13.7,25.5,18.4,0.0,11546.0
2017-02-18,0,13.3,18.9,16.1,0.0,3813.0
2017-02-19,0,11.7,17.3,9.9,0.0,2397.0
2017-02-20,0,11.6,20.3,22.4,3.6,11464.0
2017-02-21,0,10.1,24.0,25.0,0.2,12334.0
2017-02-22,0,12.8,33.3,23.1,0.0,11917.0
2017-02-23,0,15.9,25.0,23.5,0.0,12218.0
2017-02-24,0,15.8,20.0,13.2,1.4,11418.0
2017-02-25,0,13.7,19.4,23.9,0.0,2836.0
2017-02-26,0,13.2,29.8,24.2,0.0,2297.0
2017-02-27,0,15.6,33.1,23.9,0.0,12024.0
2017-02-28,0,17.3,33.6,23.6,0.0,12257.0
2017-03-01,0,16.6,30.5,23.7,0.0,12016.0
2017-03-02,0,17.7,23.3,22.0,0.0,12062.0
2017-03-03,0,18.1,28.6,18.1,0.0,11266.0
2017-03-04,0,16.1,27.4,23.0,0.0,2863.0
2017-03-05,0,17.6,25.4,16.8,0.2,1918.0
2017-03-06,0,17.7,27.4,22.3,0.0,12005.0
2017-03-07,0,15.0,28.2,22.4,0.0,12086.0
2017-03-08,0,14.2,31.5,22.1,0.0,11996.0
2017-03-09,0,15.0,32.3,21.1,0.0,12502.0
2017-03-10,0,18.5,23.8,19.4,0.0,11044.0
2017-03-11,0,18.0,26.4,13.9,0.0,2696.0
2017-03-12,0,17.9,27.1,19.6,0.0,2050.0
2017-03-13,1,15.7,24.3,20.7,0.2,1894.0
2017-03-14,0,18.8,32.7,20.8,0.0,11774.0
2017-03-15,0,20.8,33.2,18.9,0.0,12053.0
2017-03-16,0,21.7,23.0,4.8,1.8,12455.0
2017-03-17,0,15.8,22.1,20.1,0.0,11646.0
2017-03-18,0,12.4,30.8,19.9,0.0,3045.0
2017-03-19,0,14.5,33.5,19.7,0.0,2068.0
2017-03-20,0,19.3,28.0,11.3,0.0,11457.0
2017-03-21,0,19.9,26.1,6.1,4.4,11636.0
2017-03-22,0,17.8,21.8,7.3,9.2,11760.0
2017-03-23,0,16.2,25.1,17.2,0.0,12071.0
2017-03-24,0,13.9,24.7,16.1,0.0,11552.0
2017-03-25,0,15.3,29.7,13.5,0.0,3010.0
2017-03-26,0,19.3,26.7,14.6,0.0,1946.0
2017-03-27,0,19.3,31.9,7.6,0.0,11775.0
2017-03-28,0,11.9,24.3,17.8,4.2,12265.0
2017-03-29,0,13.9,27.2,14.7,0.2,12117.0
2017-03-30,0,10.2,17.9,13.0,3.4,11958.0
2017-03-31,0,10.1,17.9,12.3,2.8,11605.0
2017-04-01,0,10.0,19.0,13.5,0.0,3298.0
2017-04-02,0,11.7,18.2,10.1,0.4,2303.0
2017-04-03,0,8.2,21.5,16.8,0.0,11605.0
2017-04-04,0,10.0,24.4,16.4,0.0,12343.0
2017-04-05,0,11.0,25.4,15.8,0.0,12292.0
2017-04-06,0,12.0,26.6,13.5,0.0,12407.0
2017-04-07,0,12.7,26.2,15.6,0.0,11973.0
2017-04-08,0,18.6,28.1,13.8,0.0,3113.0
2017-04-09,0,11.7,15.2,6.5,10.6,1756.0
2017-04-10,0,9.0,17.0,3.0,25.4,10662.0
2017-04-11,0,12.3,18.5,13.5,15.4,12178.0
2017-04-12,0,10.8,19.3,14.0,0.0,12445.0
2017-04-13,0,10.9,22.2,13.9,0.0,11974.0
2017-04-14,1,13.0,17.9,8.9,0.0,2204.0
2017-04-15,1,11.8,17.3,9.7,0.0,2668.0
2017-04-16,1,9.9,22.6,10.1,0.0,1957.0
2017-04-17,1,11.1,18.3,10.9,0.0,1579.0
2017-04-18,0,9.5,20.4,13.7,0.0,11398.0
2017-04-19,0,13.0,26.9,12.7,0.0,11753.0
2017-04-20,0,14.6,26.5,12.4,0.0,12206.0
2017-04-21,0,16.5,20.9,3.6,9.4,11986.0
2017-04-22,0,16.9,22.5,11.8,4.6,3094.0
2017-04-23,0,14.4,21.8,11.9,0.0,2202.0
2017-04-24,0,15.9,24.7,9.9,0.0,9534.0
2017-04-25,1,16.2,17.7,5.8,21.6,2074.0
2017-04-26,0,10.1,14.5,6.4,20.0,11836.0
2017-04-27,0,8.3,15.6,7.1,15.4,12894.0
2017-04-28,0,9.4,19.8,6.0,0.4,11554.0
2017-04-29,0,14.9,18.1,7.9,0.2,2950.0
2017-04-30,0,13.6,17.8,7.3,0.0,1800.0
2017-05-01,0,13.6,20.4,8.7,0.0,11684.0
2017-05-02,0,10.4,15.2,9.4,2.4,11627.0
2017-05-03,0,7.4,15.3,10.8,0.8,11840.0
2017-05-04,0,5.8,16.9,12.0,0.0,11840.0
2017-05-05,0,6.2,20.5,10.6,0.0,10850.0
2017-05-06,0,9.6,20.0,6.1,0.2,2646.0
2017-05-07,0,8.9,14.8,9.4,1.4,1712.0
2017-05-08,0,10.1,15.8,7.2,1.8,10970.0
2017-05-09,0,10.9,15.9,7.3,1.6,11899.0
2017-05-10,0,8.1,17.7,11.3,0.0,11698.0
2017-05-11,0,6.1,16.5,8.6,0.0,11511.0
2017-05-12,0,5.9,19.5,9.9,0.0,11575.0
2017-05-13,0,8.4,15.6,10.1,0.2,2780.0
2017-05-14,0,6.4,15.1,7.7,0.0,1724.0
2017-05-15,0,6.3,16.9,8.2,0.0,11166.0
2017-05-16,0,5.6,18.2,9.0,0.0,11855.0
2017-05-17,0,7.6,17.0,3.8,0.0,11681.0
2017-05-18,0,10.7,20.2,9.8,0.8,12170.0
2017-05-19,0,10.2,17.8,2.5,0.0,11578.0
2017-05-20,0,10.2,19.3,9.8,0.0,3355.0
2017-05-21,0,10.8,18.7,6.8,0.0,2020.0
2017-05-22,0,10.4,20.3,10.1,0.0,11663.0
2017-05-23,0,12.8,19.3,7.4,0.0,12161.0
2017-05-24,0,11.7,17.1,8.0,0.0,12381.0
2017-05-25,0,13.7,18.5,5.7,0.0,12599.0
2017-05-26,0,13.1,18.0,8.2,0.0,12090.0
2017-05-27,0,11.9,17.8,8.3,0.0,3211.0
2017-05-28,0,10.2,15.3,7.6,6.8,1730.0
2017-05-29,0,7.7,14.8,8.0,1.4,11827.0
2017-05-30,0,9.3,13.1,6.9,2.2,12562.0
2017-05-31,0,6.7,13.0,8.5,5.4,12288.0
2017-06-01,0,7.9,13.9,4.7,0.4,12365.0
2017-06-02,0,8.0,14.7,7.3,0.0,11865.0
2017-06-03,0,9.9,14.3,8.3,0.0,3061.0
2017-06-04,0,4.4,15.8,9.3,0.0,2122.0
2017-06-05,0,5.6,17.5,5.0,0.0,11187.0
2017-06-06,0,8.7,13.9,6.3,6.4,11427.0
2017-06-07,0,5.9,14.3,9.2,0.0,11562.0
2017-06-08,0,3.6,15.0,7.2,0.0,11775.0
2017-06-09,0,6.6,15.0,7.8,1.8,11278.0
2017-06-10,0,7.0,15.8,8.9,0.0,3472.0
2017-06-11,0,3.4,15.5,8.6,0.2,2437.0
2017-06-12,1,6.0,15.9,5.1,0.0,1893.0
2017-06-13,0,8.8,15.1,6.6,0.0,11813.0
2017-06-14,0,4.0,17.4,8.9,0.0,11747.0
2017-06-15,0,7.7,19.0,7.4,0.0,11872.0
2017-06-16,0,6.6,17.1,8.9,0.0,11424.0
2017-06-17,0,4.2,15.5,9.2,0.0,2916.0
2017-06-18,0,5.4,16.3,7.9,0.0,2132.0
2017-06-19,0,7.1,16.1,6.0,0.0,11944.0
2017-06-20,0,6.4,15.8,9.2,0.0,12180.0
2017-06-21,0,7.8,13.5,5.0,0.6,12154.0
2017-06-22,0,6.7,14.1,6.7,0.2,12145.0
2017-06-23,0,7.4,14.9,8.2,0.0,11940.0
2017-06-24,0,8.3,12.3,7.3,1.4,2953.0
2017-06-25,0,8.6,14.3,5.3,0.0,1961.0
2017-06-26,0,8.8,12.6,7.8,1.4,11199.0
2017-06-27,0,6.0,12.1,4.4,0.0,12418.0
2017-06-28,0,6.8,14.1,5.4,0.0,12307.0
2017-06-29,0,9.2,13.7,5.0,0.0,12381.0
2017-06-30,0,7.1,12.3,8.4,4.4,11941.0
2017-07-01,0,1.1,12.7,9.3,0.0,2886.0
2017-07-02,0,0.8,14.3,9.2,0.0,1847.0
2017-07-03,0,3.8,13.9,3.9,0.0,10754.0
2017-07-04,0,9.0,16.2,6.4,3.0,11722.0
2017-07-05,0,10.1,15.8,6.5,0.0,11357.0
2017-07-06,0,4.8,15.0,8.7,0.0,11236.0
