date_new,Public Holiday?,Min,Max,Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres),CollinsPlaceNorth
2017-07-07,0,8.0,14.2,9.4,0.0,11432.0
2017-07-08,0,5.3,13.5,5.1,0.0,2917.0
2017-07-09,0,7.3,14.6,7.3,0.8,2008.0
2017-07-10,0,7.0,16.0,5.7,0.0,10739.0
2017-07-11,0,6.9,14.3,9.7,0.4,10951.0
2017-07-12,0,3.2,15.1,9.8,0.0,11001.0
2017-07-13,0,4.8,13.3,5.5,0.0,10207.0
2017-07-14,0,9.9,15.9,8.6,2.0,11243.0
2017-07-15,0,4.5,12.0,9.4,0.0,2868.0
2017-07-16,0,3.0,12.5,7.8,0.0,1587.0
2017-07-17,0,5.7,15.3,6.3,0.0,10850.0
2017-07-18,0,9.7,14.5,5.8,0.2,11414.0
2017-07-19,0,8.9,13.2,7.7,5.0,11268.0
2017-07-20,0,7.9,10.7,5.9,0.6,11389.0
2017-07-21,0,3.3,13.8,10.3,4.2,11346.0
2017-07-22,0,5.4,12.4,7.0,0.0,2433.0
2017-07-23,0,8.4,14.1,5.4,0.0,1742.0
2017-07-24,0,8.1,16.1,8.3,7.0,10775.0
2017-07-25,0,9.8,17.2,9.0,0.0,11522.0
2017-07-26,0,10.9,15.0,8.7,2.4,11422.0
2017-07-27,0,4.4,14.2,8.7,2.0,11581.0
2017-07-28,0,6.2,14.3,9.8,2.8,11763.0
2017-07-29,0,9.7,17.9,10.1,0.0,2850.0
2017-07-30,0,11.3,18.1,8.3,0.0,2321.0
2017-07-31,0,6.7,14.8,11.5,0.0,11383.0
2017-08-01,0,3.5,15.5,11.5,0.0,11686.0
2017-08-02,0,3.4,12.9,7.5,0.0,11248.0
2017-08-03,0,3.1,9.0,4.4,0.0,11466.0
2017-08-04,0,4.3,12.1,7.2,6.6,11470.0
2017-08-05,0,8.8,14.2,11.7,0.0,2930.0
2017-08-06,0,9.0,13.0,8.2,0.0,1769.0
2017-08-07,0,7.7,12.3,7.3,4.2,11031.0
2017-08-08,0,7.9,15.0,7.5,2.2,11922.0
2017-08-09,0,8.9,16.8,11.5,0.0,11651.0
2017-08-10,0,11.4,18.8,8.4,0.0,11947.0
2017-08-11,0,10.3,16.4,9.3,0.0,11458.0
2017-08-12,0,10.3,17.9,9.9,2.8,2403.0
2017-08-13,0,9.4,18.7,11.1,2.0,1804.0
2017-08-14,0,12.3,20.1,12.6,0.0,11366.0
2017-08-15,0,10.4,17.5,3.2,0.2,11390.0
2017-08-16,0,12.1,18.1,10.9,0.8,11704.0
2017-08-17,0,9.3,15.6,9.1,1.8,11564.0
2017-08-18,0,8.0,12.2,9.4,2.8,10840.0
2017-08-19,0,5.9,11.8,11.6,7.2,2507.0
2017-08-20,0,5.1,13.3,13.9,2.0,1809.0
2017-08-21,0,6.8,12.7,7.9,0.6,11034.0
2017-08-22,0,5.7,16.8,11.1,1.6,11945.0
2017-08-23,0,8.3,18.1,9.7,0.0,11967.0
2017-08-24,0,5.2,13.3,13.0,9.2,11495.0
2017-08-25,0,4.9,15.0,13.3,0.6,11042.0
2017-08-26,0,9.9,15.3,8.5,0.0,2497.0
2017-08-27,0,5.8,10.7,11.8,7.8,1550.0
2017-08-28,0,5.8,11.8,14.6,0.6,10954.0
2017-08-29,0,5.4,12.9,9.1,0.0,11127.0
2017-08-30,0,7.7,13.8,12.3,0.6,10961.0
2017-08-31,0,4.0,16.7,15.9,0.2,11730.0
2017-09-01,0,3.7,17.0,14.4,0.0,10793.0
2017-09-02,0,7.3,18.4,6.3,0.0,2466.0
2017-09-03,0,13.4,17.2,6.3,0.0,1332.0
2017-09-04,0,8.8,13.7,13.4,0.4,10474.0
2017-09-05,0,6.5,13.3,11.0,0.2,11088.0
2017-09-06,0,6.7,15.1,11.0,4.8,10934.0
2017-09-07,0,7.9,15.2,9.5,0.8,11224.0
2017-09-08,0,8.0,13.5,13.1,3.2,11111.0
2017-09-09,0,7.1,14.9,15.9,1.2,2667.0
2017-09-10,0,5.3,16.1,12.3,0.2,1495.0
2017-09-11,0,8.1,18.1,7.0,0.0,10658.0
2017-09-12,0,12.2,19.9,3.5,0.2,11318.0
2017-09-13,0,13.3,16.4,8.2,2.0,11030.0
2017-09-14,0,5.8,15.3,10.8,1.4,11072.0
2017-09-15,0,9.6,16.7,7.0,0.0,11037.0
2017-09-16,0,7.4,13.3,16.7,21.4,2571.0
2017-09-17,0,4.0,18.1,19.0,0.2,1784.0
2017-09-18,0,10.5,22.0,15.7,0.0,10990.0
2017-09-19,0,9.0,13.9,16.6,0.2,11585.0
2017-09-20,0,6.0,19.2,17.3,0.0,11444.0
2017-09-21,0,11.6,23.6,13.0,0.0,11463.0
2017-09-22,0,12.8,25.6,15.6,0.0,11218.0
2017-09-23,0,14.8,30.6,17.3,0.0,3077.0
2017-09-24,0,12.9,19.9,12.0,0.4,1777.0
2017-09-25,0,10.3,14.2,10.9,1.6,10550.0
2017-09-26,0,5.0,15.1,20.4,0.4,11259.0
2017-09-27,0,9.6,24.6,11.7,0.0,11392.0
2017-09-28,0,10.4,18.5,12.8,0.0,11016.0
2017-09-29,1,10.6,18.4,14.5,0.0,6017.0
2017-09-30,0,11.0,15.4,16.1,1.0,2789.0
2017-10-01,0,9.7,17.2,9.2,0.0,1940.0
2017-10-02,0,9.5,16.4,16.4,0.0,10648.0
2017-10-03,0,6.8,22.3,21.8,0.0,11348.0
2017-10-04,0,8.5,20.8,21.6,0.0,11337.0
2017-10-05,0,11.7,19.4,10.4,0.0,11455.0
2017-10-06,0,10.1,15.0,16.8,2.4,10516.0
2017-10-07,0,7.2,23.7,17.3,0.2,3047.0
2017-10-08,0,11.1,25.3,19.5,0.0,1562.0
2017-10-09,0,14.0,18.7,16.7,2.4,11073.0
2017-10-10,0,8.0,18.8,23.6,0.2,11715.0
2017-10-11,0,9.8,25.6,7.5,0.0,11134.0
2017-10-12,0,10.5,19.2,15.6,10.0,11525.0
2017-10-13,0,13.1,16.7,12.5,0.0,11282.0
2017-10-14,0,8.2,16.1,23.6,0.0,2682.0
2017-10-15,0,6.8,17.6,24.5,0.0,1925.0
2017-10-16,0,11.3,28.6,23.8,0.0,11743.0
2017-10-17,0,12.8,30.2,24.9,0.0,12039.0
2017-10-18,0,14.5,30.9,25.1,0.0,10812.0
2017-10-19,0,21.7,25.6,9.8,0.0,11406.0
2017-10-20,0,11.3,16.2,24.0,2.6,11052.0
2017-10-21,0,11.0,15.4,12.8,0.0,2819.0
2017-10-22,0,11.1,16.0,13.0,0.0,1940.0
2017-10-23,0,11.9,19.0,21.8,0.0,11303.0
2017-10-24,0,12.1,20.5,18.7,0.2,11659.0
2017-10-25,0,13.3,18.5,12.5,11.4,11454.0
2017-10-26,0,12.9,16.8,12.2,0.2,11784.0
2017-10-27,0,10.3,27.4,26.1,0.0,11566.0
2017-10-28,0,15.0,21.4,16.8,0.4,2814.0
2017-10-29,0,11.5,28.6,27.1,0.0,1864.0
2017-10-30,0,8.8,17.0,17.0,4.4,10879.0
2017-10-31,0,8.1,16.4,24.8,6.0,12170.0
2017-11-01,0,11.9,18.0,14.2,0.4,11582.0
2017-11-02,0,11.3,17.4,17.0,1.4,11435.0
2017-11-03,0,9.4,16.6,20.5,1.4,11109.0
2017-11-04,0,8.3,15.8,24.6,0.4,2416.0
2017-11-05,0,6.4,17.6,24.1,0.0,1739.0
2017-11-06,0,10.9,16.1,18.9,0.0,7616.0
2017-11-07,1,10.0,15.8,18.8,3.4,1519.0
2017-11-08,0,12.1,16.9,25.4,0.0,11732.0
2017-11-09,0,8.7,21.8,28.8,0.0,11795.0
2017-11-10,0,12.1,27.2,23.7,0.0,11534.0
2017-11-11,0,14.8,24.7,28.8,0.0,2821.0
2017-11-12,0,13.2,23.3,25.0,0.0,1766.0
2017-11-13,0,13.7,33.0,29.5,0.0,11680.0
2017-11-14,0,18.2,33.9,29.5,0.0,12018.0
2017-11-15,0,21.5,31.4,16.9,0.0,11792.0
2017-11-16,0,18.1,21.3,4.8,3.6,11655.0
2017-11-17,0,16.4,26.8,22.9,4.2,12773.0
2017-11-18,0,16.1,28.1,20.1,0.0,3053.0
2017-11-19,0,15.1,29.3,27.5,24.8,2017.0
2017-11-20,0,16.6,30.8,28.6,0.0,11659.0
2017-11-21,0,17.8,32.9,29.5,0.0,12344.0
2017-11-22,0,18.7,32.6,30.6,0.0,11994.0
2017-11-23,0,16.2,31.9,18.9,0.0,11955.0
2017-11-24,0,18.6,30.7,13.8,1.0,11327.0
2017-11-25,0,19.3,32.5,17.0,0.4,2721.0
2017-11-26,0,19.4,28.3,0.0,3.4,1746.0
2017-11-27,0,16.5,21.2,20.5,1.4,11628.0
2017-11-28,0,13.7,31.0,31.1,0.2,12491.0
2017-11-29,0,18.5,35.8,28.3,0.0,11979.0
2017-11-30,0,22.5,34.9,23.1,0.0,11836.0
2017-12-01,0,21.5,23.5,1.6,1.8,9458.0
2017-12-02,0,14.7,16.4,0.7,20.6,2599.0
2017-12-03,0,11.5,17.1,14.4,43.8,1920.0
2017-12-04,0,12.4,17.5,7.9,5.4,10482.0
2017-12-05,0,10.8,22.8,22.9,1.8,11299.0
2017-12-06,0,13.6,21.3,23.6,0.0,12658.0
2017-12-07,0,11.6,21.9,19.8,0.0,12368.0
2017-12-08,0,11.4,18.7,28.5,25.2,11981.0
2017-12-09,0,12.7,23.0,19.2,0.0,2983.0
2017-12-10,0,14.5,22.2,31.4,0.0,2080.0
2017-12-11,0,16.4,20.7,26.3,0.0,11487.0
2017-12-12,0,15.8,26.4,31.3,0.0,12195.0
2017-12-13,0,15.8,37.6,32.0,0.0,11532.0
2017-12-14,0,20.5,23.1,21.7,0.0,11997.0
2017-12-15,0,14.1,26.4,32.1,0.0,11378.0
2017-12-16,0,13.8,24.6,31.0,0.0,2811.0
2017-12-17,0,15.7,24.5,30.5,0.0,1844.0
2017-12-18,0,17.1,33.0,22.1,0.0,11404.0
2017-12-19,0,19.7,37.4,12.1,0.0,11432.0
2017-12-20,0,15.8,24.5,19.0,20.6,11495.0
2017-12-21,0,12.3,23.7,31.9,0.0,11967.0
2017-12-22,0,13.6,27.7,26.6,0.0,9508.0
2017-12-23,0,14.7,30.2,21.2,0.0,2151.0
2017-12-24,0,15.8,19.4,25.7,0.4,1561.0
2017-12-25,1,15.1,21.4,29.0,0.0,1094.0
2017-12-26,1,12.5,30.5,31.9,0.0,1885.0
2017-12-27,0,17.3,34.5,30.6,0.0,4040.0
2017-12-28,0,24.0,32.8,13.5,0.0,4196.0
2017-12-29,0,18.6,24.4,9.3,0.2,3945.0
2017-12-30,0,15.6,21.3,13.6,8.4,2186.0
2017-12-31,0,12.0,25.7,31.7,0.2,2613.0
2018-01-01,1,16.6,25.3,31.4,0.0,1791.0
2018-01-02,0,16.4,21.8,29.7,0.0,5334.0
2018-01-03,0,14.6,21.0,27.2,0.0,5839.0
2018-01-04,0,14.1,23.6,31.8,0.2,6142.0
2018-01-05,0,14.7,30.7,31.7,0.0,6106.0
2018-01-06,0,18.8,41.7,31.5,0.0,1720.0
2018-01-07,0,18.7,21.8,11.0,0.0,1587.0
2018-01-08,0,17.3,21.9,17.5,0.0,8409.0
2018-01-09,0,15.7,22.5,30.0,0.0,8901.0
2018-01-10,0,13.6,25.6,23.5,0.0,9863.0
2018-01-11,0,15.5,34.5,28.6,0.0,9805.0
2018-01-12,0,20.4,30.0,1.7,1.0,9433.0
2018-01-13,0,16.0,20.9,10.7,7.0,2154.0
2018-01-14,0,12.7,19.5,27.5,15.0,1982.0
2018-01-15,0,14.6,20.9,21.1,0.0,10549.0
2018-01-16,0,12.9,26.9,31.1,0.0,11067.0
2018-01-17,0,12.4,30.3,30.9,0.0,11130.0
2018-01-18,0,16.6,40.0,30.8,0.0,11070.0
2018-01-19,0,22.5,40.3,30.6,0.0,9924.0
2018-01-20,0,20.3,24.6,20.2,0.0,2281.0
2018-01-21,0,21.0,28.2,14.9,0.0,1668.0
2018-01-22,0,20.5,23.9,27.3,0.0,10888.0
2018-01-23,0,18.0,23.6,28.3,0.0,11602.0
2018-01-24,0,14.8,23.3,27.5,0.0,11267.0
2018-01-25,0,17.1,26.6,28.1,0.0,10976.0
2018-01-26,1,19.4,28.4,19.9,0.0,2809.0
2018-01-27,0,21.2,33.2,27.5,3.4,2380.0
2018-01-28,0,22.7,38.1,28.5,0.0,1552.0
2018-01-29,0,27.8,33.5,7.3,0.0,10419.0
2018-01-30,0,15.6,21.0,14.1,38.8,11334.0
2018-01-31,0,14.6,19.1,19.6,0.0,11315.0
2018-02-01,0,12.1,22.5,28.9,0.2,11565.0
2018-02-02,0,13.4,22.1,28.4,0.0,10995.0
2018-02-03,0,15.8,28.1,26.7,0.0,2494.0
2018-02-04,0,14.7,25.7,28.5,0.0,1837.0
2018-02-05,0,17.0,25.7,24.0,0.0,11720.0
2018-02-06,0,17.7,29.9,27.6,0.0,11734.0
2018-02-07,0,18.7,37.4,27.1,0.0,11312.0
2018-02-08,0,20.6,27.5,15.8,0.0,11590.0
2018-02-09,0,20.4,24.9,17.2,0.0,10859.0
2018-02-10,0,18.7,30.3,6.6,0.0,2609.0
2018-02-11,0,15.5,21.2,18.5,0.0,1644.0
2018-02-12,0,16.3,23.6,22.2,0.0,12296.0
2018-02-13,0,13.6,29.0,26.0,0.0,13038.0
2018-02-14,0,17.5,23.3,22.8,0.0,13089.0
2018-02-15,0,13.5,24.2,18.4,0.0,12384.0
2018-02-16,0,15.7,22.2,24.8,0.0,10835.0
2018-02-17,0,12.4,25.3,24.1,0.0,4094.0
2018-02-18,0,13.6,24.0,20.5,0.0,2883.0
2018-02-19,0,17.6,25.4,20.9,0.8,11690.0
2018-02-20,0,14.1,29.5,25.5,0.0,12555.0
2018-02-21,0,16.0,29.3,16.0,0.0,11871.0
2018-02-22,0,20.3,31.0,16.8,0.0,12104.0
2018-02-23,0,21.2,33.5,13.4,0.2,11096.0
2018-02-24,0,22.7,31.6,4.8,0.4,2485.0
2018-02-25,0,16.2,19.8,10.0,0.0,1600.0
2018-02-26,0,14.3,26.5,24.3,0.0,11858.0
2018-02-27,0,14.9,31.3,24.0,0.0,12160.0
2018-02-28,0,20.0,30.9,19.6,0.0,11790.0
2018-03-01,0,16.2,20.5,17.7,0.8,11841.0
2018-03-02,0,14.5,22.8,19.6,0.4,11563.0
2018-03-03,0,13.9,32.7,21.8,0.0,2372.0
2018-03-04,0,15.8,21.0,22.2,0.0,1729.0
2018-03-05,0,14.9,21.1,16.6,0.0,10108.0
2018-03-06,0,12.5,27.6,22.6,0.0,10849.0
2018-03-07,0,14.4,28.5,22.4,0.0,10866.0
2018-03-08,0,14.9,30.5,22.1,0.0,12455.0
2018-03-09,0,14.6,28.8,21.9,0.0,11402.0
2018-03-10,0,14.3,35.1,21.6,0.0,2478.0
2018-03-11,0,17.0,22.8,14.3,0.0,2046.0
2018-03-12,1,16.7,20.9,10.2,0.0,1912.0
2018-03-13,0,14.6,20.5,18.8,2.2,11364.0
2018-03-14,0,12.8,21.3,17.7,0.0,11633.0
2018-03-15,0,15.3,20.8,13.9,0.0,12119.0
2018-03-16,0,12.5,24.4,15.0,0.0,11786.0
2018-03-17,0,15.4,32.0,15.1,0.0,2546.0
2018-03-18,0,22.6,23.1,13.4,0.0,1894.0
2018-03-19,0,13.2,28.0,17.8,0.0,11801.0
2018-03-20,0,15.4,19.2,9.5,0.2,11641.0
2018-03-21,0,11.2,25.1,18.3,0.0,12071.0
2018-03-22,0,12.3,28.1,19.0,0.0,12368.0
2018-03-23,0,15.2,29.4,18.8,0.0,11446.0
2018-03-24,0,20.2,24.2,5.4,0.0,2752.0
2018-03-25,0,17.8,25.4,11.6,13.0,1852.0
2018-03-26,0,10.7,18.5,11.9,5.2,11161.0
2018-03-27,0,9.6,22.6,14.0,1.2,11652.0
2018-03-28,0,11.3,30.3,17.8,0.0,11884.0
2018-03-29,0,16.5,21.8,14.2,0.0,11798.0
2018-03-30,1,12.2,23.3,14.3,0.0,2124.0
2018-03-31,1,13.2,22.4,16.7,0.0,2503.0
2018-04-01,1,13.0,27.7,11.0,0.0,1931.0
2018-04-02,1,14.9,20.9,14.4,0.0,1709.0
2018-04-03,0,13.4,19.8,13.9,0.0,10456.0
2018-04-04,0,13.3,20.6,16.6,0.0,11026.0
2018-04-05,0,13.3,18.7,9.0,0.0,10769.0
2018-04-06,0,13.8,21.2,14.8,0.0,10668.0
2018-04-07,0,9.8,21.6,16.0,0.0,3058.0
2018-04-08,0,11.8,29.9,14.7,0.0,2083.0
2018-04-09,0,15.9,25.7,13.6,0.0,10944.0
2018-04-10,0,14.8,28.8,5.9,0.0,11512.0
2018-04-11,0,18.1,27.3,10.9,0.0,11498.0
2018-04-12,0,15.9,26.5,7.4,0.0,11514.0
2018-04-13,0,11.9,25.9,14.4,0.0,10803.0
2018-04-14,0,13.5,16.1,3.1,0.0,2354.0
2018-04-15,0,9.7,19.1,4.9,12.2,1753.0
2018-04-16,0,13.1,21.0,7.1,3.0,10733.0
2018-04-17,0,13.2,16.6,8.9,0.6,12171.0
2018-04-18,0,6.2,19.4,14.2,0.0,11824.0
2018-04-19,0,11.0,22.3,13.0,0.0,11763.0
2018-04-20,0,8.9,20.2,13.7,0.0,11402.0
2018-04-21,0,11.9,22.8,11.3,0.0,3543.0
2018-04-22,0,11.2,20.4,12.6,0.0,2340.0
2018-04-23,0,11.9,26.9,13.0,0.0,11286.0
2018-04-24,0,13.7,24.6,5.2,0.0,11652.0
2018-04-25,1,15.7,20.1,7.7,0.6,2368.0
2018-04-26,0,11.9,17.5,7.9,0.0,11294.0
2018-04-27,0,11.6,17.8,8.8,0.0,11016.0
2018-04-28,0,7.7,18.3,11.7,0.0,2373.0
2018-04-29,0,10.5,18.0,9.6,0.0,1709.0
2018-04-30,0,8.8,19.6,12.3,0.0,10937.0
2018-05-01,0,7.2,23.4,12.3,0.0,11986.0
2018-05-02,0,10.2,23.2,7.2,0.0,11484.0
2018-05-03,0,14.5,24.4,4.4,0.0,11157.0
2018-05-04,0,11.5,17.2,7.8,6.2,10806.0
2018-05-05,0,12.1,21.6,6.5,2.6,2897.0
2018-05-06,0,9.9,21.7,11.0,0.0,1797.0
2018-05-07,0,12.0,19.5,6.2,0.0,10899.0
2018-05-08,0,13.4,17.9,10.6,0.2,12280.0
2018-05-09,0,8.0,18.4,7.5,0.0,11314.0
2018-05-10,0,9.0,12.8,8.5,8.0,11238.0
2018-05-11,0,7.4,15.1,3.7,18.6,10267.0
2018-05-12,0,11.0,16.9,9.0,8.4,2107.0
2018-05-13,0,13.0,16.2,10.8,4.0,1344.0
2018-05-14,0,6.8,15.9,8.2,0.0,10346.0
2018-05-15,0,8.9,14.6,4.6,0.0,10849.0
2018-05-16,0,9.4,14.3,7.6,2.0,10816.0
2018-05-17,0,11.7,15.0,6.9,0.0,11049.0
2018-05-18,0,12.3,17.7,8.0,0.2,10580.0
2018-05-19,0,10.6,15.5,6.5,2.6,2435.0
2018-05-20,0,11.8,16.2,1.7,0.0,1551.0
2018-05-21,0,12.6,16.7,5.0,2.4,10586.0
2018-05-22,0,13.0,17.0,3.6,0.0,10993.0
2018-05-23,0,11.8,15.3,6.5,4.6,10554.0
2018-05-24,0,12.9,16.1,5.1,0.0,10607.0
2018-05-25,0,9.4,14.9,9.5,0.0,10612.0
2018-05-26,0,5.2,20.5,9.9,0.0,2419.0
2018-05-27,0,7.3,20.7,8.0,0.0,1635.0
2018-05-28,0,12.9,20.5,6.0,0.0,10849.0
2018-05-29,0,13.7,17.9,8.1,0.8,11259.0
2018-05-30,0,7.7,15.1,7.9,0.0,10146.0
2018-05-31,0,9.6,14.8,7.6,5.0,10551.0
2018-06-01,0,4.1,13.3,9.6,0.0,10458.0
2018-06-02,0,3.5,13.6,9.6,0.2,2190.0
2018-06-03,0,4.3,13.8,8.5,0.0,1480.0
2018-06-04,0,4.5,14.4,9.3,0.0,10382.0
2018-06-05,0,7.5,15.0,8.8,1.6,10311.0
2018-06-06,0,5.6,19.1,9.4,0.4,9992.0
2018-06-07,0,7.7,17.8,5.7,0.2,9470.0
2018-06-08,0,12.4,13.6,3.3,0.6,8681.0
2018-06-09,0,11.3,15.6,8.0,3.0,2191.0
2018-06-10,0,4.1,15.3,9.3,0.0,1631.0
2018-06-11,1,5.3,17.6,8.9,0.2,1243.0
2018-06-12,0,7.9,16.6,6.7,0.4,9889.0
2018-06-13,0,9.5,14.1,7.1,0.0,9672.0
2018-06-14,0,8.6,14.5,7.8,5.6,9642.0
2018-06-15,0,9.6,14.0,4.4,4.6,9419.0
2018-06-16,0,6.9,13.1,7.1,2.2,2747.0
2018-06-17,0,8.0,13.1,5.1,15.6,1172.0
2018-06-18,0,9.5,12.0,5.9,7.2,9325.0
2018-06-19,0,3.0,14.5,9.0,0.4,9925.0
2018-06-20,0,4.3,15.3,8.0,0.2,9470.0
2018-06-21,0,4.0,15.1,9.1,0.0,10087.0
2018-06-22,0,4.3,15.0,8.5,0.0,9459.0
2018-06-23,0,6.0,12.8,3.9,0.0,2392.0
2018-06-24,0,9.0,13.1,5.7,0.0,1590.0
2018-06-25,0,8.4,12.6,7.8,0.0,9288.0
2018-06-26,0,8.4,14.1,6.6,0.0,9755.0
2018-06-27,0,4.8,11.2,6.0,0.2,9477.0
2018-06-28,0,5.3,10.6,5.2,0.0,9430.0
2018-06-29,0,6.1,12.5,6.1,0.2,9141.0
2018-06-30,0,9.4,14.2,4.9,0.4,1992.0
2018-07-01,0,3.5,14.7,8.8,0.4,1489.0
2018-07-02,0,2.4,14.6,9.4,0.0,9367.0
2018-07-03,0,4.1,14.3,6.7,0.0,9824.0
2018-07-04,0,10.4,17.1,6.0,0.0,9609.0
2018-07-05,0,12.7,18.7,2.8,0.4,10144.0
2018-07-06,0,12.5,15.2,8.3,0.0,9866.0
2018-07-07,0,9.6,12.9,6.5,1.2,2170.0
2018-07-08,0,9.3,13.9,6.2,0.8,1551.0
2018-07-09,0,10.1,13.8,8.1,1.2,9486.0
2018-07-10,0,9.3,11.5,5.4,0.0,9902.0
2018-07-11,0,6.6,11.6,6.0,0.0,9681.0
2018-07-12,0,4.3,11.3,7.5,0.0,10049.0
2018-07-13,0,5.8,13.9,9.3,0.2,9677.0
2018-07-14,0,4.4,15.5,10.0,0.0,2828.0
2018-07-15,0,6.0,13.8,9.8,0.0,1089.0
2018-07-16,0,7.9,12.6,4.5,0.0,10293.0
2018-07-17,0,9.1,17.5,9.2,0.0,11015.0
2018-07-18,0,6.2,15.2,10.3,1.2,10565.0
2018-07-19,0,8.7,17.6,8.5,0.0,10990.0
2018-07-20,0,7.2,12.1,7.2,4.4,10120.0
2018-07-21,0,6.7,14.0,7.2,0.2,2890.0
2018-07-22,0,8.0,14.8,10.5,0.0,1812.0
2018-07-23,0,8.4,15.4,6.9,0.2,10705.0
2018-07-24,0,8.6,15.6,7.1,0.6,11247.0
2018-07-25,0,8.3,15.7,9.3,6.2,11172.0
2018-07-26,0,7.7,15.1,8.9,0.0,11143.0
2018-07-27,0,9.2,19.5,10.3,0.0,10776.0
2018-07-28,0,8.4,18.6,9.3,0.0,3449.0
2018-07-29,0,10.8,14.6,10.0,2.0,2266.0
2018-07-30,0,8.2,12.6,7.3,0.4,10775.0
2018-07-31,0,8.3,16.2,10.2,0.0,11217.0
2018-08-01,0,9.9,14.8,11.4,1.6,11281.0
2018-08-02,0,4.9,16.1,11.7,0.0,11295.0
2018-08-03,0,7.8,18.4,6.3,0.0,11046.0
2018-08-04,0,8.0,15.3,8.7,1.6,3555.0
2018-08-05,0,10.6,17.6,11.2,0.0,2026.0
2018-08-06,0,9.4,13.8,8.5,0.0,10628.0
2018-08-07,0,7.3,14.8,9.6,0.0,11307.0
2018-08-08,0,9.6,16.0,7.2,1.0,10888.0
2018-08-09,0,5.6,15.4,8.6,2.2,11080.0
2018-08-10,0,9.4,20.0,11.8,0.0,10723.0
2018-08-11,0,8.1,14.7,7.4,10.4,2815.0
2018-08-12,0,5.4,14.8,10.4,4.6,2140.0
2018-08-13,0,7.9,14.9,8.6,0.0,10743.0
2018-08-14,0,9.4,16.7,13.2,0.2,11492.0
2018-08-15,0,11.5,18.4,10.1,0.0,11173.0
2018-08-16,0,8.7,14.7,9.2,0.2,11495.0
2018-08-17,0,7.7,15.9,12.2,0.0,10991.0
2018-08-18,0,8.9,13.8,10.4,2.2,2658.0
2018-08-19,0,6.7,11.9,9.3,9.2,1567.0
2018-08-20,0,5.5,12.4,6.5,2.0,10378.0
2018-08-21,0,8.6,12.4,7.7,1.2,10978.0
2018-08-22,0,8.7,14.0,8.5,1.0,12571.0
2018-08-23,0,5.6,16.0,11.1,0.0,13586.0
2018-08-24,0,4.8,15.4,14.7,0.0,9575.0
2018-08-25,0,3.9,15.2,14.9,0.0,2358.0
2018-08-26,0,4.9,14.7,12.3,0.0,1674.0
2018-08-27,0,6.8,12.9,12.4,3.6,8887.0
2018-08-28,0,1.9,11.2,11.7,0.2,10105.0
2018-08-29,0,0.8,12.5,15.5,0.0,10397.0
2018-08-30,0,4.8,16.7,5.1,0.0,10230.0
2018-08-31,0,8.9,16.0,6.8,1.6,10413.0
2018-09-01,0,10.5,13.4,7.4,2.2,2073.0
2018-09-02,0,5.0,12.3,11.2,3.0,1281.0
2018-09-03,0,5.0,13.1,14.7,0.0,10450.0
2018-09-04,0,3.4,19.5,14.7,0.0,11368.0
2018-09-05,0,8.1,20.2,14.5,0.0,11098.0
2018-09-06,0,13.8,20.6,9.5,0.0,11313.0
2018-09-07,0,8.7,15.1,14.7,3.4,11374.0
2018-09-08,0,4.2,17.5,16.2,0.2,2824.0
2018-09-09,0,8.6,18.1,7.3,0.0,1842.0
2018-09-10,0,13.4,18.0,10.2,0.0,10754.0
2018-09-11,0,9.1,24.2,17.7,0.0,11814.0
2018-09-12,0,11.7,18.5,15.8,0.0,11384.0
2018-09-13,0,7.1,19.7,18.2,0.0,11757.0
2018-09-14,0,10.9,22.7,18.2,0.0,11340.0
2018-09-15,0,10.2,13.7,6.3,0.2,2411.0
2018-09-16,0,5.5,14.0,15.3,2.0,1723.0
2018-09-17,0,6.7,18.1,18.7,0.0,10923.0
2018-09-18,0,11.0,20.3,8.0,0.0,11267.0
2018-09-19,0,8.5,14.7,16.1,3.0,11202.0
2018-09-20,0,3.8,17.4,18.5,0.8,11248.0
2018-09-21,0,8.3,18.9,16.6,0.0,11187.0
2018-09-22,0,6.8,17.3,19.7,0.0,2651.0
2018-09-23,0,10.4,13.7,11.6,0.2,1745.0
2018-09-24,0,4.6,14.9,17.2,0.0,10780.0
2018-09-25,0,8.6,13.6,12.2,0.0,11020.0
2018-09-26,0,6.4,17.6,20.8,0.0,11376.0
2018-09-27,0,9.2,24.2,20.8,0.0,11412.0
2018-09-28,1,10.7,15.2,10.2,0.0,6815.0
2018-09-29,0,5.5,14.0,17.0,1.2,2611.0
2018-09-30,0,6.8,16.5,19.8,0.2,1667.0
2018-10-01,0,4.7,23.3,21.4,0.0,10813.0
2018-10-02,0,11.4,25.8,13.4,0.0,11525.0
2018-10-03,0,14.7,18.1,10.9,0.0,11203.0
2018-10-04,0,10.9,14.6,12.5,0.0,11066.0
2018-10-05,0,9.1,20.5,22.5,0.0,10876.0
2018-10-06,0,8.3,23.8,22.7,0.0,3101.0
2018-10-07,0,10.3,24.7,21.2,0.0,1736.0
2018-10-08,0,13.5,28.2,22.7,0.0,11342.0
2018-10-09,0,16.1,17.9,7.2,1.332207488,11069.0
2018-10-10,0,10.1,16.5,20.0,1.332207488,11184.0
2018-10-11,0,6.4,20.7,23.7,0.0,11601.0
2018-10-12,0,8.7,22.7,23.9,0.0,11229.0
2018-10-13,0,10.5,24.9,23.2,0.0,2811.0
