ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTScore_Precision,BERTScore_Recall,BERTScore_F1
0.3933262866346797,0.1273726184930053,0.21008731251844237,0.07178780214713841,0.8616970181465149,0.8797906041145325,0.8705565333366394
