ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTScore_Precision,BERTScore_Recall,BERTScore_F1
0.39239067517009235,0.1241367312800225,0.21014656119334907,0.06756614565477062,0.8610672950744629,0.8801683187484741,0.8704090118408203
