ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTScore_Precision,BERTScore_Recall,BERTScore_F1
0.3660911629010506,0.10697045274811656,0.18464341200048873,0.04916140366333937,0.8522535562515259,0.8767362833023071,0.864216685295105
