Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,DE_Admin_Region,LGA_Name,DE_Admin_AREA,"Prep Total""""","Year 1 Total""""","Year 2 Total""""","Year 3 Total""""","Year 4 Total""""","Year 5 Total""""","Year 6 Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Total""""","Year 8 Total""""","Year 9 Total""""","Year 10 Total""""","Year 11 Total""""","Year 12 Total""""","Secondary Ungraded Total""""","Secondary Total""""","Grand Total""""",Year,CENSUS_TYPE
Government,1,1008,Axedale Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,14,18,12,13,10,11,21.4,0,99.4,0,0,0,0,0,0,0,0,99.4,2024,F
Government,1,1022,Vermont Primary School,Primary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,78,101.2,101,96,138,121,112,0,747.2,0,0,0,0,0,0,0,0,747.2,2024,F
Government,1,1023,Tarnagulla Primary School,Primary,O,NORTH-WESTERN VICTORIA,Loddon (S),Loddon Campaspe,0,5,4,2,5,3,0,0,19,0,0,0,0,0,0,0,0,19,2024,F
Government,1,1026,Balwyn Primary School,Primary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,68,69,99,90,107,76,86,0,595,0,0,0,0,0,0,0,0,595,2024,F
Government,1,1028,Scoresby Primary School,Primary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,14,18,20,28,24,33,39,0,176,0,0,0,0,0,0,0,0,176,2024,F
Government,1,1030,Carisbrook Primary School,Primary,O,NORTH-WESTERN VICTORIA,Central Goldfields (S),Loddon Campaspe,30,32,38,36,31,39,38,0,244,0,0,0,0,0,0,0,0,244,2024,F
Government,1,1033,Wandin Yallock Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,23,19,18,15,22,23,16.2,0,136.2,0,0,0,0,0,0,0,0,136.2,2024,F
Government,1,1034,Yering Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,0,2.2,1.5,1,3.2,0,1,0,8.9,0,0,0,0,0,0,0,0,8.9,2024,F
Government,1,1035,Dartmoor Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Glenelg (S),Wimmera South West,3,1,0,1,4,0,1,0,10,0,0,0,0,0,0,0,0,10,2024,F
Government,1,1051,Mickleham Primary School,Primary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,36,35,29,33,38,28,30,0,229,0,0,0,0,0,0,0,0,229,2024,F
Government,1,1052,Inglewood Primary School,Primary,O,NORTH-WESTERN VICTORIA,Loddon (S),Loddon Campaspe,4,9,2,8,5,6,4,0,38,0,0,0,0,0,0,0,0,38,2024,F
Government,1,1054,Chewton Primary School,Primary,O,NORTH-WESTERN VICTORIA,Mount Alexander (S),Loddon Campaspe,7,4,4,5,3,12,15,0,50,0,0,0,0,0,0,0,0,50,2024,F
Government,1,1070,Bolinda Primary School,Primary,O,NORTH-WESTERN VICTORIA,Macedon Ranges (S),Loddon Campaspe,8,2,9,2,9,8,10,0,48,0,0,0,0,0,0,0,0,48,2024,F
Government,1,1072,Napoleons Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Golden Plains (S),Central Highlands,12,11,9,6,11,14,11.4,0,74.4,0,0,0,0,0,0,0,0,74.4,2024,F
Government,1,1075,Kew Primary School,Primary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,72,61,72,81,75,70,63,0,494,0,0,0,0,0,0,0,0,494,2024,F
Government,1,1076,Haddon Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Golden Plains (S),Central Highlands,24,30,41,32,29,36,48,0,240,0,0,0,0,0,0,0,0,240,2024,F
Government,1,1079,Panmure Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moyne (S),Wimmera South West,2,1,0,2,0,1,0,0,6,0,0,0,0,0,0,0,0,6,2024,F
Government,1,1090,Sorrento Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),Bayside Peninsula,31,33,35,43.2,37,38,39,0,256.2,0,0,0,0,0,0,0,0,256.2,2024,F
Government,1,1091,Alfredton Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,54,69,54,74,67,78,81,0,477,0,0,0,0,0,0,0,0,477,2024,F
Government,1,1097,Bridgewater Primary School,Primary,O,NORTH-WESTERN VICTORIA,Loddon (S),Loddon Campaspe,4,2,2,3,0,1,2,0,14,0,0,0,0,0,0,0,0,14,2024,F
Government,1,1098,Hastings Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),Bayside Peninsula,30,16,23,30,23,29,30,0,181,0,0,0,0,0,0,0,0,181,2024,F
Government,1,1103,Yackandandah Primary School,Primary,O,NORTH-EASTERN VICTORIA,Indigo (S),Ovens Murray,22,29,27.6,31,19,42,24,0,194.6,0,0,0,0,0,0,0,0,194.6,2024,F
Government,1,1104,Nagambie Primary School,Primary,O,NORTH-EASTERN VICTORIA,Strathbogie (S),Goulburn,29,21,24,26,20,21,21,0,162,0,0,0,0,0,0,0,0,162,2024,F
Government,1,1108,Heyfield Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,17,12,14,23,9,24,21,0,120,0,0,0,0,0,0,0,0,120,2024,F
Government,1,1111,Moorabbin Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,82,95,86,61,84,49,62,0,519,0,0,0,0,0,0,0,0,519,2024,F
Government,1,1112,Mansfield Primary School,Primary,O,NORTH-EASTERN VICTORIA,Mansfield (S),Ovens Murray,58,53,81,70.8,75,80,71,0,488.8,0,0,0,0,0,0,0,0,488.8,2024,F
Government,1,1115,Middle Indigo Primary School,Primary,O,NORTH-EASTERN VICTORIA,Indigo (S),Ovens Murray,2,3,0,1,3,5,4,0,18,0,0,0,0,0,0,0,0,18,2024,F
Government,1,1117,Briagolong Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,6,12,13,14,11,15,15,0,86,0,0,0,0,0,0,0,0,86,2024,F
Government,1,1120,Lindenow Primary School,Primary,O,SOUTH-EASTERN VICTORIA,East Gippsland (S),Outer Gippsland,16,22,20,16,19,18,21,0,132,0,0,0,0,0,0,0,0,132,2024,F
Government,1,1125,Broadford Primary School,Primary,O,NORTH-EASTERN VICTORIA,Mitchell (S),Goulburn,30,46,51,40,55,53,60,0,335,0,0,0,0,0,0,0,0,335,2024,F
Government,1,1126,Murchison Primary School,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,10,7,11,8,11,14,10,0,71,0,0,0,0,0,0,0,0,71,2024,F
Government,1,1134,Panton Hill Primary School,Primary,O,NORTH-WESTERN VICTORIA,Nillumbik (S),North Eastern Melbourne,28,25,24,21,17,20,15,0,150,0,0,0,0,0,0,0,0,150,2024,F
Government,1,1135,Glen Park Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moorabool (S),Central Highlands,1,2,1,1,2,1,2,0,10,0,0,0,0,0,0,0,0,10,2024,F
Government,1,1136,Concongella Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Northern Grampians (S),Wimmera South West,2,3,5,6,7,5,9,0,37,0,0,0,0,0,0,0,0,37,2024,F
Government,1,1141,Bruthen Primary School,Primary,O,SOUTH-EASTERN VICTORIA,East Gippsland (S),Outer Gippsland,11,8,3,15,7,15,8,0,67,0,0,0,0,0,0,0,0,67,2024,F
Government,1,1142,Swan Hill Primary School,Primary,O,NORTH-WESTERN VICTORIA,Swan Hill (RC),Mallee,82.4,77,81,71,88,58,83,0,540.4,0,0,0,0,0,0,0,0,540.4,2024,F
Government,1,1144,Porepunkah Primary School,Primary,O,NORTH-EASTERN VICTORIA,Alpine (S),Ovens Murray,23,17,17,16,22,9,19,0,123,0,0,0,0,0,0,0,0,123,2024,F
Government,1,1146,Leopold Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,118,118,131,126,131,124,129,0,877,0,0,0,0,0,0,0,0,877,2024,F
Government,1,1147,Inverleigh Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Golden Plains (S),Central Highlands,27,24,24,31,25,27,28,0,186,0,0,0,0,0,0,0,0,186,2024,F
Government,1,1148,Glen Iris Primary School,Primary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,56,58,61,41,68,47,64,0,395,0,0,0,0,0,0,0,0,395,2024,F
Government,1,1150,Trawalla Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Pyrenees (S),Central Highlands,3,1,0,1,2,1,1,0,9,0,0,0,0,0,0,0,0,9,2024,F
Government,1,1165,Quarry Hill Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,52,51,42,39,38,44,60.6,0,326.6,0,0,0,0,0,0,0,0,326.6,2024,F
Government,1,1167,Sebastopol Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,6,12,16,14,10,14,7,0,79,0,0,0,0,0,0,0,0,79,2024,F
Government,1,1176,Woodside Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,9,6,2,5,6,10,6,0,44,0,0,0,0,0,0,0,0,44,2024,F
Government,1,1178,Noorat Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Corangamite (S),Wimmera South West,2,4,1,1,3,4,1,0,16,0,0,0,0,0,0,0,0,16,2024,F
Government,1,1181,Albert Park Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Port Phillip (C),Bayside Peninsula,55,61,72,51,73,63,79,0,454,0,0,0,0,0,0,0,0,454,2024,F
Government,1,1183,Williamstown Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),Western Melbourne,67,59,64,67,69,82,87,0,495,0,0,0,0,0,0,0,0,495,2024,F
Government,1,1184,Boneo Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),Bayside Peninsula,34,67,57,48,48,57,52,0,363,0,0,0,0,0,0,0,0,363,2024,F
Government,1,1190,Queenscliff Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Queenscliffe (B),Barwon,15,18,20,34,25,34,12,0,158,0,0,0,0,0,0,0,0,158,2024,F
Government,1,1194,Portland North Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Glenelg (S),Wimmera South West,17,24,23,18,21,21,19,0,143,0,0,0,0,0,0,0,0,143,2024,F
Government,1,1207,Timor Primary School,Primary,O,NORTH-WESTERN VICTORIA,Central Goldfields (S),Loddon Campaspe,7,8,7,7,7,6,8,0,50,0,0,0,0,0,0,0,0,50,2024,F
Government,1,1208,Apsley Primary School,Primary,O,SOUTH-WESTERN VICTORIA,West Wimmera (S),Wimmera South West,4,1,8,4,3,3,4,0,27,0,0,0,0,0,0,0,0,27,2024,F
Government,1,1211,Strathfieldsaye Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,62,85.4,75,68,80,71,97,0,538.4,0,0,0,0,0,0,0,0,538.4,2024,F
Government,1,1222,Skye Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,99,78,83,54,65,56,58.2,0,493.2,0,0,0,0,0,0,0,0,493.2,2024,F
Government,1,1231,Lucknow Primary School,Primary,O,SOUTH-EASTERN VICTORIA,East Gippsland (S),Outer Gippsland,75,77,77,61,68,81,88,0,527,0,0,0,0,0,0,0,0,527,2024,F
Government,1,1244,Upper Plenty Primary School,Primary,O,NORTH-EASTERN VICTORIA,Mitchell (S),Goulburn,23,29,28,31,34,27,39,0,211,0,0,0,0,0,0,0,0,211,2024,F
Government,1,1252,Carlton North Primary School,Primary,O,NORTH-WESTERN VICTORIA,Yarra (C),North Eastern Melbourne,45,36,39,50,41,39,36,0,286,0,0,0,0,0,0,0,0,286,2024,F
Government,1,1254,Maldon Primary School,Primary,O,NORTH-WESTERN VICTORIA,Mount Alexander (S),Loddon Campaspe,9,15,8,13,11,13,8,0,77,0,0,0,0,0,0,0,0,77,2024,F
Government,1,1259,Woori Yallock Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,61,63,67,59,63,54,52,0,419,0,0,0,0,0,0,0,0,419,2024,F
Government,1,1263,Moyston Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Ararat (RC),Central Highlands,2,1,9,4,3,4,8,0,31,0,0,0,0,0,0,0,0,31,2024,F
Government,1,1270,Buninyong Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,73,79,90,84,77,93,97,0,593,0,0,0,0,0,0,0,0,593,2024,F
Government,1,1273,Marysville Primary School,Primary,O,NORTH-EASTERN VICTORIA,Murrindindi (S),Goulburn,3,3,6,5,9,10,5,0,41,0,0,0,0,0,0,0,0,41,2024,F
Government,1,1275,Langley Primary School,Primary,O,NORTH-WESTERN VICTORIA,Mount Alexander (S),Loddon Campaspe,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,3,2024,F
Government,1,1277,Wandong Primary School,Primary,O,NORTH-EASTERN VICTORIA,Mitchell (S),Goulburn,80,89,77,68,51,69,60,0,494,0,0,0,0,0,0,0,0,494,2024,F
Government,1,1282,Cowes Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Bass Coast (S),Inner Gippsland,74,64,68,98,73,78,68,0,523,0,0,0,0,0,0,0,0,523,2024,F
Government,1,1288,Bullarto Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hepburn (S),Central Highlands,5.8,2,3,8.8,2,6,4,0,31.6,0,0,0,0,0,0,0,0,31.6,2024,F
Government,1,1293,Lismore Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Corangamite (S),Wimmera South West,2,6,2,4,3,5,1,0,23,0,0,0,0,0,0,0,0,23,2024,F
Government,1,1295,Lower Plenty Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,13,12,17,12,18.4,12,12,0,96.4,0,0,0,0,0,0,0,0,96.4,2024,F
Government,1,1316,Specimen Hill Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,31,29,48,41,40,39,58,0,286,0,0,0,0,0,0,0,0,286,2024,F
Government,1,1324,Bolwarra Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Glenelg (S),Wimmera South West,4,5,6,5,5,4,6,0,35,0,0,0,0,0,0,0,0,35,2024,F
Government,1,1330,Navarre Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Northern Grampians (S),Wimmera South West,1,1,2,1,0,3,0.1,0,8.1,0,0,0,0,0,0,0,0,8.1,2024,F
Government,1,1334,Warracknabeal Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Yarriambiack (S),Wimmera South West,17,14,15,17,14,23,8,0,108,0,0,0,0,0,0,0,0,108,2024,F
Government,1,1335,Moyhu Primary School,Primary,O,NORTH-EASTERN VICTORIA,Wangaratta (RC),Ovens Murray,1,2,3,0,2,1,2,0,11,0,0,0,0,0,0,0,0,11,2024,F
Government,1,1347,Natte Yallock Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Pyrenees (S),Central Highlands,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2024,F
Government,1,1360,Clifton Hill Primary School,Primary,O,NORTH-WESTERN VICTORIA,Yarra (C),North Eastern Melbourne,102,90,104,95,95,98,115,0,699,0,0,0,0,0,0,0,0,699,2024,F
Government,1,1362,Christmas Hills Primary School,Primary,O,NORTH-WESTERN VICTORIA,Nillumbik (S),North Eastern Melbourne,1,0,4,1,2,1,3,0,12,0,0,0,0,0,0,0,0,12,2024,F
Government,1,1365,Tallangatta Primary School,Primary,O,NORTH-EASTERN VICTORIA,Towong (S),Ovens Murray,6,7,13,11,14,10,13,0,74,0,0,0,0,0,0,0,0,74,2024,F
Government,1,1366,Kialla Central Primary School,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,13,10,10,7,10,8,12,0,70,0,0,0,0,0,0,0,0,70,2024,F
Government,1,1368,Mount Eliza Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),Bayside Peninsula,55,67,64,72,63,43,79,0,443,0,0,0,0,0,0,0,0,443,2024,F
Government,1,1369,San Remo Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Bass Coast (S),Inner Gippsland,22,19,27,32,19,28,23,0,170,0,0,0,0,0,0,0,0,170,2024,F
Government,1,1372,Dimboola Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hindmarsh (S),Wimmera South West,14,16,15,8,12,9,19,0,93,0,0,0,0,0,0,0,0,93,2024,F
Government,1,1373,Whorouly Primary School,Primary,O,NORTH-EASTERN VICTORIA,Wangaratta (RC),Ovens Murray,2,4,2,3,10,3,3,0,27,0,0,0,0,0,0,0,0,27,2024,F
Government,1,1379,Merrijig Primary School,Primary,O,NORTH-EASTERN VICTORIA,Mansfield (S),Ovens Murray,2,1,1,5.8,1,2,6,0,18.8,0,0,0,0,0,0,0,0,18.8,2024,F
Government,1,1386,Lethbridge Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Golden Plains (S),Central Highlands,19,15,14,13,17,16,19,0,113,0,0,0,0,0,0,0,0,113,2024,F
Government,1,1399,Oxley Primary School,Primary,O,NORTH-EASTERN VICTORIA,Wangaratta (RC),Ovens Murray,14,7,11,14,14,10,14,0,84,0,0,0,0,0,0,0,0,84,2024,F
Government,1,1401,Northcote Primary School,Primary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,33,48,50,34,57,41,45,0,308,0,0,0,0,0,0,0,0,308,2024,F
Government,1,1402,North Melbourne Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Melbourne (C),Western Melbourne,126,107,93,111,118,155,141,0,851,0,0,0,0,0,0,0,0,851,2024,F
Government,1,1403,Dandenong Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,78,73,57,69,57,56,39,0,429,0,0,0,0,0,0,0,0,429,2024,F
Government,1,1408,Malmsbury Primary School,Primary,O,NORTH-WESTERN VICTORIA,Macedon Ranges (S),Loddon Campaspe,7,6,12,12,11,11,12,0,71,0,0,0,0,0,0,0,0,71,2024,F
Government,1,1409,Williamstown North Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),Western Melbourne,67,76,80,102,101,88,122,0,636,0,0,0,0,0,0,0,0,636,2024,F
Government,1,1410,Kerang Primary School,Primary,O,NORTH-WESTERN VICTORIA,Gannawarra (S),Mallee,7,4,15,9,9,1,13,0,58,0,0,0,0,0,0,0,0,58,2024,F
Government,1,1417,Drouin West Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Baw Baw (S),Inner Gippsland,37,39,38,41,29,35,25,0,244,0,0,0,0,0,0,0,0,244,2024,F
Government,1,1420,Meredith Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Golden Plains (S),Central Highlands,15,12,10,10,7,8,5,0,67,0,0,0,0,0,0,0,0,67,2024,F
Government,1,1422,Edi Upper Primary School,Primary,O,NORTH-EASTERN VICTORIA,Wangaratta (RC),Ovens Murray,1,0,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,4,2024,F
Government,1,1428,Eaglehawk North Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,43,27,40,38,48,51,47,0,294,0,0,0,0,0,0,0,0,294,2024,F
Government,1,1432,Mooroopna Primary School,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,34,33,34,33,32,27,28,0,221,0,0,0,0,0,0,0,0,221,2024,F
Government,1,1434,Cairnlea Park Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,125,109,86,122,121,121,137,0,821,0,0,0,0,0,0,0,0,821,2024,F
Government,1,1435,Ballan Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moorabool (S),Central Highlands,43,33,29,36,35,35,32,0,243,0,0,0,0,0,0,0,0,243,2024,F
Government,1,1436,Mount Pleasant Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,18,24,11,18,15,15,10,0,111,0,0,0,0,0,0,0,0,111,2024,F
Government,1,1441,Tatura Primary School,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,18,29,27,29,37,32,20,0,192,0,0,0,0,0,0,0,0,192,2024,F
Government,1,1455,Toolamba Primary School,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,11,25,20,15,20,22,20,0,133,0,0,0,0,0,0,0,0,133,2024,F
Government,1,1458,Harston Primary School,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,1,1,2,1,2,1,2,0,10,0,0,0,0,0,0,0,0,10,2024,F
Government,1,1463,Osbornes Flat Primary School,Primary,O,NORTH-EASTERN VICTORIA,Indigo (S),Ovens Murray,1,4.6,2,2,3,3.4,6.6,0,22.6,0,0,0,0,0,0,0,0,22.6,2024,F
Government,1,1464,Frankston Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,47,31,42.2,26,29.6,43,34,0,252.8,0,0,0,0,0,0,0,0,252.8,2024,F
Government,1,1465,Donald Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Buloke (S),Wimmera South West,11,15,18,12,11,9,13,0,89,0,0,0,0,0,0,0,0,89,2024,F
Government,1,1476,Beveridge Primary School,Primary,O,NORTH-EASTERN VICTORIA,Mitchell (S),Goulburn,94,84,91.6,84,79,71,84,0,587.6,0,0,0,0,0,0,0,0,587.6,2024,F
Government,1,1479,St Kilda Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Port Phillip (C),Bayside Peninsula,77,51,61,66,65,47,65,0,432,0,0,0,0,0,0,0,0,432,2024,F
Government,1,1484,Cape Clear Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Golden Plains (S),Central Highlands,0,4,0,3,4,1,3,0,15,0,0,0,0,0,0,0,0,15,2024,F
Government,1,1485,Warburton Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,12,6,8,5,8,8,14,0,61,0,0,0,0,0,0,0,0,61,2024,F
Government,1,1488,Tallarook Primary School,Primary,O,NORTH-EASTERN VICTORIA,Mitchell (S),Goulburn,6,9,6,2,4,3,3,0,33,0,0,0,0,0,0,0,0,33,2024,F
Government,1,1489,Barnawartha Primary School,Primary,O,NORTH-EASTERN VICTORIA,Indigo (S),Ovens Murray,5,12,6,7,14,4,12,0,60,0,0,0,0,0,0,0,0,60,2024,F
Government,1,1490,Fitzroy North Primary School,Primary,O,NORTH-WESTERN VICTORIA,Yarra (C),North Eastern Melbourne,64,48,51,56,57,55,53,0,384,0,0,0,0,0,0,0,0,384,2024,F
Government,1,1492,Ashby Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,37,40,41,41,34,28,32,0,253,0,0,0,0,0,0,0,0,253,2024,F
Government,1,1494,Preston Primary School,Primary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,101,98,87,95,87,99,99,0,666,0,0,0,0,0,0,0,0,666,2024,F
Government,1,1503,Tooradin Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,49.8,36,44,48,36,43.4,39,0,296.2,0,0,0,0,0,0,0,0,296.2,2024,F
Government,1,1508,Glenferrie Primary School,Primary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,36,40,34,35,40,28,35,0,248,0,0,0,0,0,0,0,0,248,2024,F
Government,1,1515,Elmore Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,6,5,2,1,3,6,3,0,26,0,0,0,0,0,0,0,0,26,2024,F
Government,1,1527,Dookie Primary School,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,1,3,1,0,5,1,3,0,14,0,0,0,0,0,0,0,0,14,2024,F
Government,1,1542,Brighton Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Bayside (C),Bayside Peninsula,78,85,80,89,76,68,65,0,541,0,0,0,0,0,0,0,0,541,2024,F
Government,1,1548,Natimuk Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Horsham (RC),Wimmera South West,1,3,5,3,2,6,5,0,25,0,0,0,0,0,0,0,0,25,2024,F
Government,1,1549,Murtoa College,Pri/Sec,O,SOUTH-WESTERN VICTORIA,Yarriambiack (S),Wimmera South West,12,15,10,10,13,15,10,0,85,20,32,26,30,21.8,23.8,0,153.6,238.6,2024,F
Government,1,1551,Big Hill Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,22,38,31,37,34,30,37,0,229,0,0,0,0,0,0,0,0,229,2024,F
Government,1,1552,Clunes Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hepburn (S),Central Highlands,12,21,15,12.9,13,12,16,0,101.9,0,0,0,0,0,0,0,0,101.9,2024,F
Government,1,1554,Marnoo Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Northern Grampians (S),Wimmera South West,1,0,4,0,0,0,1,0,6,0,0,0,0,0,0,0,0,6,2024,F
Government,1,1560,Beechworth Primary School,Primary,O,NORTH-EASTERN VICTORIA,Indigo (S),Ovens Murray,25,18,41,23,27,19,33,0,186,0,0,0,0,0,0,0,0,186,2024,F
Government,1,1563,Ardmona Primary School,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,2,3,4,1,6,1,0,0,17,0,0,0,0,0,0,0,0,17,2024,F
Government,1,1568,Kilmore Primary School,Primary,O,NORTH-EASTERN VICTORIA,Mitchell (S),Goulburn,62,66,70,75,65,89,72,0,499,0,0,0,0,0,0,0,0,499,2024,F
Government,1,1571,Macarthur Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moyne (S),Wimmera South West,4,4,3,4,6,3,0,0,24,0,0,0,0,0,0,0,0,24,2024,F
Government,1,1574,Barwon Heads Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,47,41,71,53,63,81,67,0,423,0,0,0,0,0,0,0,0,423,2024,F
Government,1,1578,Keilor Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,65.6,53.6,70,64,48,53,49,0,403.2,0,0,0,0,0,0,0,0,403.2,2024,F
Government,1,1582,Dunolly Primary School,Primary,O,NORTH-WESTERN VICTORIA,Central Goldfields (S),Loddon Campaspe,12,15,8,14,4,16,10,0,79,0,0,0,0,0,0,0,0,79,2024,F
Government,1,1583,Springhurst Primary School,Primary,O,NORTH-EASTERN VICTORIA,Wangaratta (RC),Ovens Murray,0,1,1,2,2,0,0,0,6,0,0,0,0,0,0,0,0,6,2024,F
Government,1,1588,Trentham District Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hepburn (S),Central Highlands,16,12,13,13,10,11,12,0,87,0,0,0,0,0,0,0,0,87,2024,F
Government,1,1591,Warrenheip Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,5,2,3,7,4,3,2,0,26,0,0,0,0,0,0,0,0,26,2024,F
Government,1,1592,Maiden Gully Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,66,85,77,77,92,77,90,0,564,0,0,0,0,0,0,0,0,564,2024,F
