date,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m)
2016-09-06,0.0,9.2,21.5,15.8
2016-09-07,0.0,9.6,21.0,16.7
2016-09-08,0.0,13.1,23.3,16.0
2016-09-09,0.6,16.0,16.7,5.9
2016-09-10,12.6,11.5,14.3,7.9
2016-09-11,2.6,7.3,17.0,11.8
2016-09-12,2.6,9.9,13.6,7.0
2016-09-13,10.2,9.6,14.6,2.8
2016-09-14,22.0,10.5,16.1,13.2
2016-09-15,2.8,8.7,14.6,6.9
2016-09-16,15.2,9.0,15.7,12.5
2016-09-17,0.2,11.1,19.8,18.8
2016-09-18,0.8,10.8,12.5,5.5
2016-09-19,0.2,8.5,16.3,16.2
2016-09-20,0.2,9.1,18.8,18.5
2016-09-21,2.0,10.9,15.2,8.8
2016-09-22,1.8,9.6,13.4,9.9
2016-09-23,0.6,9.8,16.5,16.5
2016-09-24,0.2,10.0,20.1,18.4
2016-09-25,7.2,9.5,14.7,17.1
2016-09-26,1.2,8.1,16.9,13.6
2016-09-27,15.6,7.4,14.8,13.4
2016-09-28,1.2,7.5,19.3,19.6
2016-09-29,2.2,12.5,16.7,16.2
2016-09-30,1.8,9.3,16.4,16.6
2016-10-01,0.0,11.6,18.6,11.9
2016-10-02,11.0,12.1,24.0,18.7
2016-10-03,11.0,11.1,15.9,13.7
2016-10-04,5.6,10.6,17.1,13.2
2016-10-05,5.6,8.0,17.1,7.5
2016-10-06,0.0,9.7,27.2,22.6
2016-10-07,0.0,14.1,22.5,7.8
2016-10-08,0.0,9.7,16.9,23.0
2016-10-09,0.0,9.5,22.0,14.1
2016-10-10,1.4,13.0,16.8,18.4
2016-10-11,1.2,7.5,15.1,16.7
2016-10-12,0.0,10.2,15.4,12.9
2016-10-13,3.6,6.8,14.6,22.8
2016-10-14,0.0,5.2,22.7,24.5
2016-10-15,0.0,9.4,24.8,21.8
2016-10-16,0.0,17.4,23.1,8.0
2016-10-17,10.8,9.8,18.9,14.8
2016-10-18,1.0,9.6,16.6,16.5
2016-10-19,3.6,7.5,16.5,22.1
2016-10-20,0.0,6.8,21.8,25.6
2016-10-21,0.0,14.8,17.6,1.9
2016-10-22,19.2,6.9,13.2,16.9
2016-10-23,10.8,7.9,14.1,18.7
2016-10-24,0.0,9.4,17.1,20.3
2016-10-25,0.0,9.6,25.7,23.1
2016-10-26,0.0,16.5,18.5,9.0
2016-10-27,0.4,10.1,15.4,25.8
2016-10-28,0.0,6.3,16.6,26.5
2016-10-29,0.0,9.3,25.6,25.8
2016-10-30,0.0,12.7,28.0,19.5
2016-10-31,1.6,7.9,17.5,19.0
2016-11-01,0.8,9.4,18.4,17.7
2016-11-02,0.8,9.7,18.5,13.3
2016-11-03,0.0,10.0,19.1,28.0
2016-11-04,0.0,10.2,29.2,24.9
2016-11-05,0.0,10.0,16.8,10.8
2016-11-06,0.0,11.5,21.4,25.2
2016-11-07,0.0,14.6,25.9,15.9
2016-11-08,0.2,11.0,18.2,28.9
2016-11-09,0.0,9.2,17.4,22.0
2016-11-10,0.0,11.9,17.5,20.3
2016-11-11,0.0,8.4,23.8,29.1
2016-11-12,2.2,13.2,25.5,17.0
2016-11-13,2.4,11.7,19.0,9.7
2016-11-14,9.2,11.5,15.9,14.8
2016-11-15,0.0,11.0,19.2,17.1
2016-11-16,0.0,11.9,21.6,25.8
2016-11-17,0.0,12.0,31.4,28.8
2016-11-18,0.0,15.3,18.9,15.6
2016-11-19,0.0,11.7,19.4,29.9
2016-11-20,0.0,11.9,33.3,22.1
2016-11-21,0.0,17.9,35.0,19.8
2016-11-22,9.8,14.5,14.9,1.5
2016-11-23,8.4,11.0,16.8,16.9
2016-11-24,8.4,10.3,17.0,21.6
2016-11-25,1.2,10.9,17.9,15.7
2016-11-26,0.0,12.2,17.4,18.8
2016-11-27,0.8,11.6,16.3,10.1
2016-11-28,0.4,12.2,19.6,24.4
2016-11-29,0.2,10.4,20.0,31.0
2016-11-30,0.0,13.3,18.9,9.6
2016-12-01,0.0,12.9,21.9,28.0
2016-12-02,0.0,13.0,21.6,29.7
2016-12-03,0.0,9.9,23.9,31.2
2016-12-04,0.0,12.7,31.7,14.1
2016-12-05,2.8,16.9,21.5,21.6
2016-12-06,2.6,12.8,20.8,24.2
2016-12-07,0.0,10.5,28.3,30.8
2016-12-08,2.6,15.4,23.2,11.6
2016-12-09,7.2,10.0,17.3,23.2
2016-12-10,0.6,11.2,18.8,24.2
2016-12-11,1.2,12.9,19.3,27.0
2016-12-12,0.0,10.7,32.8,30.0
2016-12-13,0.0,16.5,36.3,14.1
2016-12-14,0.0,15.7,19.3,21.3
2016-12-15,0.0,11.7,18.6,30.8
2016-12-16,0.0,9.7,25.5,20.5
2016-12-17,0.0,15.1,20.9,22.5
2016-12-18,0.0,10.0,17.5,30.3
2016-12-19,0.0,8.8,30.2,29.3
2016-12-20,3.4,14.4,21.5,26.0
2016-12-21,0.0,13.5,19.9,28.8
2016-12-22,0.0,14.6,20.0,29.6
2016-12-23,0.0,12.5,26.3,28.7
2016-12-24,1.1,16.2,34.9,26.3
2016-12-25,0.0,16.4,36.3,32.3
2016-12-26,0.0,25.4,29.3,10.2
2016-12-27,2.0,18.0,29.8,5.8
2016-12-28,1.4,20.3,38.2,15.1
2016-12-29,0.0,27.0,33.5,15.7
2016-12-30,22.8,20.1,27.8,28.8
2016-12-31,0.0,17.3,23.8,30.8
2017-01-01,0.0,16.8,21.1,8.5
2017-01-02,0.8,14.8,17.8,7.8
2017-01-03,0.4,14.6,19.5,25.9
2017-01-04,0.0,13.3,29.3,31.6
2017-01-05,0.0,18.5,31.7,29.7
2017-01-06,0.0,18.3,35.2,30.1
2017-01-07,0.0,20.9,36.7,28.5
2017-01-08,0.0,28.0,33.1,29.3
2017-01-09,0.0,18.5,24.4,14.3
2017-01-10,0.0,17.7,26.2,28.6
2017-01-11,0.0,16.6,24.3,25.9
2017-01-12,0.0,14.9,26.5,30.7
2017-01-13,1.8,17.5,28.8,1.3
2017-01-14,3.2,15.2,23.5,16.5
2017-01-15,0.0,15.2,21.5,22.7
2017-01-16,0.0,12.2,32.7,30.5
2017-01-17,0.0,16.4,37.8,25.5
2017-01-18,0.0,15.6,20.8,27.5
2017-01-19,0.0,11.0,23.4,29.7
2017-01-20,22.6,16.1,20.8,13.2
2017-01-21,0.6,15.3,22.6,25.1
2017-01-22,0.0,12.7,29.6,30.3
2017-01-23,0.0,17.8,36.7,19.2
2017-01-24,0.8,19.1,22.0,27.6
2017-01-25,0.0,13.5,21.1,29.8
2017-01-26,0.0,16.4,21.2,16.9
2017-01-27,0.0,17.0,23.6,29.3
2017-01-28,0.0,15.0,29.2,29.2
2017-01-29,0.0,15.1,27.0,29.4
2017-01-30,0.0,17.8,30.0,3.7
2017-01-31,3.0,16.5,22.1,26.8
2017-02-01,0.0,14.3,20.6,9.3
2017-02-02,0.0,14.2,24.1,28.2
2017-02-03,0.0,15.4,27.6,28.1
2017-02-04,0.0,14.6,35.9,27.3
2017-02-05,0.0,18.5,30.7,9.3
2017-02-06,38.4,15.1,18.0,3.9
2017-02-07,0.0,15.4,27.6,27.9
2017-02-08,0.0,16.5,36.0,27.7
2017-02-09,0.0,20.3,36.0,24.4
2017-02-10,0.0,18.7,27.1,21.3
2017-02-11,0.0,18.5,24.6,21.0
2017-02-12,2.2,15.1,19.9,12.6
2017-02-13,0.0,14.0,21.0,20.5
2017-02-14,0.4,14.5,19.5,15.6
2017-02-15,0.0,10.0,31.5,26.0
2017-02-16,0.0,14.9,23.6,23.2
2017-02-17,0.0,13.7,25.5,18.4
2017-02-18,0.0,13.3,18.9,16.1
2017-02-19,0.0,11.7,17.3,9.9
2017-02-20,4.4,11.6,20.3,22.4
2017-02-21,0.0,10.1,24.0,25.0
2017-02-22,0.0,12.8,33.3,23.1
2017-02-23,0.0,15.9,25.0,23.5
2017-02-24,1.6,15.8,20.0,13.2
2017-02-25,0.0,13.7,19.4,23.9
2017-02-26,0.0,13.2,29.8,24.2
2017-02-27,0.0,15.6,33.1,23.9
2017-02-28,0.0,17.3,33.6,23.6
2017-03-01,0.0,16.6,30.5,23.7
2017-03-02,0.0,17.7,23.3,22.0
2017-03-03,0.0,18.1,28.6,18.1
2017-03-04,0.0,16.1,27.4,23.0
2017-03-05,0.4,17.6,25.4,16.8
2017-03-06,0.0,17.7,27.4,22.3
2017-03-07,0.0,15.0,28.2,22.4
2017-03-08,0.0,14.2,31.5,22.1
2017-03-09,0.0,15.0,32.3,21.1
2017-03-10,0.0,18.5,23.8,19.4
2017-03-11,0.0,18.0,26.4,13.9
2017-03-12,0.0,17.9,27.1,19.6
2017-03-13,0.0,15.7,24.3,20.7
2017-03-14,0.0,18.8,32.7,20.8
2017-03-15,0.0,20.8,33.2,18.9
2017-03-16,2.4,21.7,23.0,4.8
2017-03-17,0.0,15.8,22.1,20.1
2017-03-18,0.0,12.4,30.8,19.9
2017-03-19,0.0,14.5,33.5,19.7
2017-03-20,0.0,19.3,28.0,11.3
2017-03-21,4.6,19.9,26.1,6.1
2017-03-22,10.4,17.8,21.8,7.3
2017-03-23,0.0,16.2,25.1,17.2
2017-03-24,0.0,13.9,24.7,16.1
2017-03-25,0.0,15.3,29.7,13.5
2017-03-26,0.0,19.3,26.7,14.6
2017-03-27,0.0,19.3,31.9,7.6
2017-03-28,5.8,11.9,24.3,17.8
2017-03-29,0.0,13.9,27.2,14.7
2017-03-30,2.8,10.2,17.9,13.0
2017-03-31,2.8,10.1,17.9,12.3
2017-04-01,0.0,10.0,19.0,13.5
2017-04-02,0.2,11.7,18.2,10.1
2017-04-03,0.0,8.2,21.5,16.8
2017-04-04,0.0,10.0,24.4,16.4
2017-04-05,0.0,11.0,25.4,15.8
2017-04-06,0.0,12.0,26.6,13.5
2017-04-07,0.0,12.7,26.2,15.6
2017-04-08,0.0,18.6,28.1,13.8
2017-04-09,14.2,11.7,15.2,6.5
2017-04-10,25.6,9.0,17.0,3.0
2017-04-11,14.4,12.3,18.5,13.5
2017-04-12,0.0,10.8,19.3,14.0
2017-04-13,0.0,10.9,22.2,13.9
2017-04-14,0.0,13.0,17.9,8.9
2017-04-15,0.0,11.8,17.3,9.7
2017-04-16,0.0,9.9,22.6,10.1
2017-04-17,0.0,11.1,18.3,10.9
2017-04-18,0.0,9.5,20.4,13.7
2017-04-19,0.0,13.0,26.9,12.7
2017-04-20,0.0,14.6,26.5,12.4
2017-04-21,9.8,16.5,20.9,3.6
2017-04-22,5.5,16.9,22.5,11.8
2017-04-23,5.4,14.4,21.8,11.9
2017-04-24,0.4,15.9,24.7,9.9
2017-04-25,27.8,16.2,17.7,5.8
2017-04-26,20.6,10.1,14.5,6.4
2017-04-27,18.0,8.3,15.6,7.1
2017-04-28,0.8,9.4,19.8,6.0
2017-04-29,0.0,14.9,18.1,7.9
2017-04-30,0.0,13.6,17.8,7.3
2017-05-01,0.0,13.6,20.4,8.7
2017-05-02,2.8,10.4,15.2,9.4
2017-05-03,1.2,7.4,15.3,10.8
2017-05-04,0.0,5.8,16.9,12.0
2017-05-05,0.0,6.2,20.5,10.6
2017-05-06,0.0,9.6,20.0,6.1
2017-05-07,2.0,8.9,14.8,9.4
2017-05-08,2.6,10.1,15.8,7.2
2017-05-09,1.2,10.9,15.9,7.3
2017-05-10,0.0,8.1,17.7,11.3
2017-05-11,0.0,6.1,16.5,8.6
2017-05-12,0.0,5.9,19.5,9.9
2017-05-13,0.0,8.4,15.6,10.1
2017-05-14,0.0,6.4,15.1,7.7
2017-05-15,0.0,6.3,16.9,8.2
2017-05-16,0.0,5.6,18.2,9.0
2017-05-17,0.4,7.6,17.0,3.8
2017-05-18,0.0,10.7,20.2,9.8
2017-05-19,1.0,10.2,17.8,2.5
2017-05-20,0.2,10.2,19.3,9.8
2017-05-21,0.0,10.8,18.7,6.8
2017-05-22,0.0,10.4,20.3,10.1
2017-05-23,0.0,12.8,19.3,7.4
2017-05-24,0.0,11.7,17.1,8.0
2017-05-25,0.0,13.7,18.5,5.7
2017-05-26,0.0,13.1,18.0,8.2
2017-05-27,0.0,11.9,17.8,8.3
2017-05-28,8.0,10.2,15.3,7.6
2017-05-29,1.6,7.7,14.8,8.0
2017-05-30,3.0,9.3,13.1,6.9
2017-05-31,5.6,6.7,13.0,8.5
2017-06-01,1.2,7.9,13.9,4.7
2017-06-02,0.0,8.0,14.7,7.3
2017-06-03,1.0,9.9,14.3,8.3
2017-06-04,0.0,4.4,15.8,9.3
2017-06-05,0.0,5.6,17.5,5.0
2017-06-06,6.4,8.7,13.9,6.3
2017-06-07,0.0,5.9,14.3,9.2
2017-06-08,0.0,3.6,15.0,7.2
2017-06-09,2.4,6.6,15.0,7.8
2017-06-10,0.0,7.0,15.8,8.9
2017-06-11,0.0,3.4,15.5,8.6
2017-06-12,0.0,6.0,15.9,5.1
2017-06-13,0.0,8.8,15.1,6.6
2017-06-14,0.0,4.0,17.4,8.9
2017-06-15,0.0,7.7,19.0,7.4
2017-06-16,0.0,6.6,17.1,8.9
2017-06-17,0.0,4.2,15.5,9.2
2017-06-18,0.0,5.4,16.3,7.9
2017-06-19,0.0,7.1,16.1,6.0
2017-06-20,0.0,6.4,15.8,9.2
2017-06-21,1.0,7.8,13.5,5.0
2017-06-22,0.4,6.7,14.1,6.7
2017-06-23,0.0,7.4,14.9,8.2
2017-06-24,1.2,8.3,12.3,7.3
2017-06-25,0.2,8.6,14.3,5.3
2017-06-26,2.0,8.8,12.6,7.8
2017-06-27,0.0,6.0,12.1,4.4
2017-06-28,0.0,6.8,14.1,5.4
2017-06-29,0.0,9.2,13.7,5.0
2017-06-30,5.6,7.1,12.3,8.4
2017-07-01,0.2,1.1,12.7,9.3
2017-07-02,0.0,0.8,14.3,9.2
2017-07-03,0.0,3.8,13.9,3.9
2017-07-04,3.6,9.0,16.2,6.4
2017-07-05,0.0,10.1,15.8,6.5
2017-07-06,0.0,4.8,15.0,8.7
2017-07-07,0.0,8.0,14.2,9.4
2017-07-08,0.0,5.3,13.5,5.1
2017-07-09,1.0,7.3,14.6,7.3
2017-07-10,0.0,7.0,16.0,5.7
2017-07-11,0.4,6.9,14.3,9.7
2017-07-12,0.0,3.2,15.1,9.8
2017-07-13,0.0,4.8,13.3,5.5
2017-07-14,2.6,9.9,15.9,8.6
2017-07-15,0.1,4.5,12.0,9.4
2017-07-16,0.1,3.0,12.5,7.8
2017-07-17,0.0,5.7,15.3,6.3
2017-07-18,0.0,9.7,14.5,5.8
2017-07-19,5.6,8.9,13.2,7.7
2017-07-20,0.6,7.9,10.7,5.9
2017-07-21,3.4,3.3,13.8,10.3
2017-07-22,0.2,5.4,12.4,7.0
2017-07-23,0.0,8.4,14.1,5.4
2017-07-24,10.6,8.1,16.1,8.3
2017-07-25,0.0,9.8,17.2,9.0
2017-07-26,1.6,10.9,15.0,8.7
2017-07-27,1.2,4.4,14.2,8.7
2017-07-28,3.4,6.2,14.3,9.8
2017-07-29,1.0,9.7,17.9,10.1
2017-07-30,0.0,11.3,18.1,8.3
2017-07-31,0.0,6.7,14.8,11.5
2017-08-01,0.0,3.5,15.5,11.5
2017-08-02,0.0,3.4,12.9,7.5
2017-08-03,0.0,3.1,9.0,4.4
2017-08-04,7.6,4.3,12.1,7.2
2017-08-05,0.0,8.8,14.2,11.7
2017-08-06,0.2,9.0,13.0,8.2
2017-08-07,5.0,7.7,12.3,7.3
2017-08-08,3.0,7.9,15.0,7.5
2017-08-09,0.0,8.9,16.8,11.5
2017-08-10,0.0,11.4,18.8,8.4
2017-08-11,0.0,10.3,16.4,9.3
2017-08-12,0.0,10.3,17.9,9.9
2017-08-13,0.0,9.4,18.7,11.1
2017-08-14,0.2,12.3,20.1,12.6
2017-08-15,0.0,10.4,17.5,3.2
2017-08-16,1.4,12.1,18.1,10.9
2017-08-17,4.8,9.3,15.6,9.1
2017-08-18,4.8,8.0,12.2,9.4
2017-08-19,7.0,5.9,11.8,11.6
2017-08-20,1.8,5.1,13.3,13.9
2017-08-21,1.2,6.8,12.7,7.9
2017-08-22,2.2,5.7,16.8,11.1
2017-08-23,0.0,8.3,18.1,9.7
2017-08-24,8.8,5.2,13.3,13.0
2017-08-25,0.0,4.9,15.0,13.3
2017-08-26,0.0,9.9,15.3,8.5
2017-08-27,,5.8,10.7,11.8
2017-08-28,0.8,5.8,11.8,14.6
2017-08-29,0.0,5.4,12.9,9.1
2017-08-30,1.0,7.7,13.8,12.3
2017-08-31,0.0,4.0,16.7,15.9
2017-09-01,0.0,3.7,17.0,14.4
2017-09-02,3.0,7.3,18.4,6.3
2017-09-03,0.4,13.4,17.2,6.3
2017-09-04,0.0,8.8,13.7,13.4
2017-09-05,5.4,6.5,13.3,11.0
2017-09-06,5.4,6.7,15.1,11.0
2017-09-07,4.6,7.9,15.2,9.5
2017-09-08,4.6,8.0,13.5,13.1
2017-09-09,1.6,7.1,14.9,15.9
2017-09-10,0.0,5.3,16.1,12.3
2017-09-11,0.0,8.1,18.1,7.0
2017-09-12,1.6,12.2,19.9,3.5
2017-09-13,2.8,13.3,16.4,8.2
2017-09-14,1.2,5.8,15.3,10.8
2017-09-15,0.0,9.6,16.7,7.0
2017-09-16,21.9,7.4,13.3,16.7
2017-09-17,0.2,4.0,18.1,19.0
2017-09-18,0.0,10.5,22.0,15.7
2017-09-19,0.0,9.0,13.9,16.6
2017-09-20,0.0,6.0,19.2,17.3
2017-09-21,0.0,11.6,23.6,13.0
2017-09-22,0.0,12.8,25.6,15.6
2017-09-23,0.0,14.8,30.6,17.3
2017-09-24,0.0,12.9,19.9,12.0
2017-09-25,1.8,10.3,14.2,10.9
2017-09-26,0.0,5.0,15.1,20.4
2017-09-27,0.0,9.6,24.6,11.7
2017-09-28,0.0,10.4,18.5,12.8
2017-09-29,0.8,10.6,18.4,14.5
2017-09-30,1.4,11.0,15.4,16.1
2017-10-01,0.0,9.7,17.2,9.2
2017-10-02,0.0,9.5,16.4,16.4
2017-10-03,0.0,6.8,22.3,21.8
2017-10-04,0.0,8.5,20.8,21.6
2017-10-05,0.0,11.7,19.4,10.4
2017-10-06,2.6,10.1,15.0,16.8
2017-10-07,0.2,7.2,23.7,17.3
2017-10-08,0.0,11.1,25.3,19.5
2017-10-09,2.8,14.0,18.7,16.7
2017-10-10,0.0,8.0,18.8,23.6
2017-10-11,0.0,9.8,25.6,7.5
2017-10-12,10.6,10.5,19.2,15.6
2017-10-13,0.0,13.1,16.7,12.5
2017-10-14,0.0,8.2,16.1,23.6
2017-10-15,0.0,6.8,17.6,24.5
2017-10-16,0.0,11.3,28.6,23.8
2017-10-17,0.0,12.8,30.2,24.9
2017-10-18,0.0,14.5,30.9,25.1
2017-10-19,0.0,21.7,25.6,9.8
2017-10-20,0.0,11.3,16.2,24.0
2017-10-21,0.4,11.0,15.4,12.8
2017-10-22,0.2,11.1,16.0,13.0
2017-10-23,0.2,11.9,19.0,21.8
2017-10-24,0.0,12.1,20.5,18.7
2017-10-25,12.6,13.3,18.5,12.5
2017-10-26,0.0,12.9,16.8,12.2
2017-10-27,0.0,10.3,27.4,26.1
2017-10-28,1.0,15.0,21.4,16.8
2017-10-29,0.0,11.5,28.6,27.1
2017-10-30,5.0,8.8,17.0,17.0
2017-10-31,7.8,8.1,16.4,24.8
2017-11-01,0.0,11.9,18.0,14.2
2017-11-02,0.0,11.3,17.4,17.0
2017-11-03,2.8,9.4,16.6,20.5
2017-11-04,0.0,8.3,15.8,24.6
2017-11-05,0.0,6.4,17.6,24.1
2017-11-06,0.0,10.9,16.1,18.9
2017-11-07,0.0,10.0,15.8,18.8
2017-11-08,0.0,12.1,16.9,25.4
2017-11-09,0.0,8.7,21.8,28.8
2017-11-10,0.0,12.1,27.2,23.7
2017-11-11,0.0,14.8,24.7,28.8
2017-11-12,0.0,13.2,23.3,25.0
2017-11-13,0.0,13.7,33.0,29.5
2017-11-14,0.0,18.2,33.9,29.5
2017-11-15,0.0,21.5,31.4,16.9
2017-11-16,4.2,18.1,21.3,4.8
2017-11-17,5.0,16.4,26.8,22.9
2017-11-18,0.6,16.1,28.1,20.1
2017-11-19,25.5,15.1,29.3,27.5
2017-11-20,0.0,16.6,30.8,28.6
2017-11-21,0.0,17.8,32.9,29.5
2017-11-22,0.0,18.7,32.6,30.6
2017-11-23,0.0,16.2,31.9,18.9
2017-11-24,0.8,18.6,30.7,13.8
2017-11-25,1.0,19.3,32.5,17.0
2017-11-26,4.5,19.4,28.3,
2017-11-27,1.8,16.5,21.2,20.5
2017-11-28,0.0,13.7,31.0,31.1
2017-11-29,0.0,18.5,35.8,28.3
2017-11-30,0.0,22.5,34.9,23.1
2017-12-01,0.0,21.5,23.5,1.6
2017-12-02,27.0,14.7,16.4,0.7
2017-12-03,35.0,11.5,17.1,14.4
2017-12-04,5.8,12.4,17.5,7.9
2017-12-05,2.2,10.8,22.8,22.9
2017-12-06,0.0,13.6,21.3,23.6
2017-12-07,0.0,11.6,21.9,19.8
2017-12-08,30.6,11.4,18.7,28.5
2017-12-09,0.0,12.7,23.0,19.2
2017-12-10,0.0,14.5,22.2,31.4
2017-12-11,0.0,16.4,20.7,26.3
2017-12-12,0.0,15.8,26.4,31.3
2017-12-13,0.0,15.8,37.6,32.0
2017-12-14,0.0,20.5,23.1,21.7
2017-12-15,0.0,14.1,26.4,32.1
2017-12-16,0.0,13.8,24.6,31.0
2017-12-17,0.0,15.7,24.5,30.5
2017-12-18,0.0,17.1,33.0,22.1
2017-12-19,0.0,19.7,37.4,12.1
2017-12-20,18.6,15.8,24.5,19.0
2017-12-21,0.0,12.3,23.7,31.9
2017-12-22,0.0,13.6,27.7,26.6
2017-12-23,0.0,14.7,30.2,21.2
2017-12-24,0.0,15.8,19.4,25.7
2017-12-25,0.0,15.1,21.4,29.0
2017-12-26,0.0,12.5,30.5,31.9
2017-12-27,0.0,17.3,34.5,30.6
2017-12-28,0.0,24.0,32.8,13.5
2017-12-29,0.0,18.6,24.4,9.3
2017-12-30,0.0,15.6,21.3,13.6
2017-12-31,0.0,12.0,25.7,31.7
2018-01-01,0.0,16.6,25.3,31.4
2018-01-02,0.0,16.4,21.8,29.7
2018-01-03,0.0,14.6,21.0,27.2
2018-01-04,0.0,14.1,23.6,31.8
2018-01-05,0.0,14.7,30.7,31.7
2018-01-06,0.0,18.8,41.7,31.5
2018-01-07,0.0,18.7,21.8,11.0
2018-01-08,0.0,17.3,21.9,17.5
2018-01-09,0.0,15.7,22.5,30.0
2018-01-10,0.0,13.6,25.6,23.5
2018-01-11,0.0,15.5,34.5,28.6
2018-01-12,1.8,20.4,30.0,1.7
2018-01-13,6.8,16.0,20.9,10.7
2018-01-14,15.8,12.7,19.5,27.5
2018-01-15,0.0,14.6,20.9,21.1
2018-01-16,0.4,12.9,26.9,31.1
2018-01-17,0.0,12.4,30.3,30.9
2018-01-18,0.0,16.6,40.0,30.8
2018-01-19,0.0,22.5,40.3,30.6
2018-01-20,0.0,20.3,24.6,20.2
2018-01-21,0.0,21.0,28.2,14.9
2018-01-22,0.0,20.5,23.9,27.3
2018-01-23,0.0,18.0,23.6,28.3
2018-01-24,0.0,14.8,23.3,27.5
2018-01-25,0.0,17.1,26.6,28.1
2018-01-26,0.0,19.4,28.4,19.9
2018-01-27,7.0,21.2,33.2,27.5
2018-01-28,0.0,22.7,38.1,28.5
2018-01-29,0.0,27.8,33.5,7.3
2018-01-30,41.8,15.6,21.0,14.1
2018-01-31,0.0,14.6,19.1,19.6
2018-02-01,0.0,12.1,22.5,28.9
2018-02-02,0.0,13.4,22.1,28.4
2018-02-03,0.0,15.8,28.1,26.7
2018-02-04,0.0,14.7,25.7,28.5
2018-02-05,0.0,17.0,25.7,24.0
2018-02-06,0.0,17.7,29.9,27.6
2018-02-07,0.0,18.7,37.4,27.1
2018-02-08,0.0,20.6,27.5,15.8
2018-02-09,0.0,20.4,24.9,17.2
2018-02-10,0.0,18.7,30.3,6.6
2018-02-11,0.0,15.5,21.2,18.5
2018-02-12,0.0,16.3,23.6,22.2
2018-02-13,0.0,13.6,29.0,26.0
2018-02-14,0.0,17.5,23.3,22.8
2018-02-15,0.0,13.5,24.2,18.4
2018-02-16,0.0,15.7,22.2,24.8
2018-02-17,0.0,12.4,25.3,24.1
2018-02-18,0.0,13.6,24.0,20.5
2018-02-19,1.2,17.6,25.4,20.9
2018-02-20,0.0,14.1,29.5,25.5
2018-02-21,0.0,16.0,29.3,16.0
2018-02-22,0.0,20.3,31.0,16.8
2018-02-23,0.0,21.2,33.5,13.4
2018-02-24,0.0,22.7,31.6,4.8
2018-02-25,0.0,16.2,19.8,10.0
2018-02-26,0.0,14.3,26.5,24.3
2018-02-27,0.0,14.9,31.3,24.0
2018-02-28,0.0,20.0,30.9,19.6
2018-03-01,0.0,16.2,20.5,17.7
2018-03-02,0.0,14.5,22.8,19.6
2018-03-03,0.0,13.9,32.7,21.8
2018-03-04,0.0,15.8,21.0,22.2
2018-03-05,0.0,14.9,21.1,16.6
2018-03-06,0.0,12.5,27.6,22.6
2018-03-07,0.0,14.4,28.5,22.4
2018-03-08,0.0,14.9,30.5,22.1
2018-03-09,0.0,14.6,28.8,21.9
2018-03-10,0.0,14.3,35.1,21.6
2018-03-11,0.0,17.0,22.8,14.3
2018-03-12,0.0,16.7,20.9,10.2
2018-03-13,2.8,14.6,20.5,18.8
2018-03-14,0.0,12.8,21.3,17.7
2018-03-15,0.0,15.3,20.8,13.9
2018-03-16,0.0,12.5,24.4,15.0
2018-03-17,0.0,15.4,32.0,15.1
2018-03-18,0.0,22.6,23.1,13.4
2018-03-19,0.0,13.2,28.0,17.8
2018-03-20,0.0,15.4,19.2,9.5
2018-03-21,0.0,11.2,25.1,18.3
2018-03-22,0.0,12.3,28.1,19.0
2018-03-23,0.0,15.2,29.4,18.8
2018-03-24,0.6,20.2,24.2,5.4
2018-03-25,15.0,17.8,25.4,11.6
2018-03-26,6.2,10.7,18.5,11.9
2018-03-27,0.0,9.6,22.6,14.0
2018-03-28,0.0,11.3,30.3,17.8
2018-03-29,0.0,16.5,21.8,14.2
2018-03-30,0.0,12.2,23.3,14.3
2018-03-31,0.0,13.2,22.4,16.7
2018-04-01,0.0,13.0,27.7,11.0
2018-04-02,0.0,14.9,20.9,14.4
2018-04-03,0.0,13.4,19.8,13.9
2018-04-04,0.0,13.3,20.6,16.6
2018-04-05,0.0,13.3,18.7,9.0
2018-04-06,0.0,13.8,21.2,14.8
2018-04-07,0.0,9.8,21.6,16.0
2018-04-08,0.0,11.8,29.9,14.7
2018-04-09,0.0,15.9,25.7,13.6
2018-04-10,0.0,14.8,28.8,5.9
2018-04-11,0.2,18.1,27.3,10.9
2018-04-12,0.0,15.9,26.5,7.4
2018-04-13,0.0,11.9,25.9,14.4
2018-04-14,1.4,13.5,16.1,3.1
2018-04-15,15.0,9.7,19.1,4.9
2018-04-16,1.6,13.1,21.0,7.1
2018-04-17,0.8,13.2,16.6,8.9
2018-04-18,0.0,6.2,19.4,14.2
2018-04-19,0.0,11.0,22.3,13.0
2018-04-20,0.0,8.9,20.2,13.7
2018-04-21,0.0,11.9,22.8,11.3
2018-04-22,0.0,11.2,20.4,12.6
2018-04-23,0.0,11.9,26.9,13.0
2018-04-24,0.0,13.7,24.6,5.2
2018-04-25,0.0,15.7,20.1,7.7
2018-04-26,0.0,11.9,17.5,7.9
2018-04-27,0.0,11.6,17.8,8.8
2018-04-28,0.0,7.7,18.3,11.7
2018-04-29,0.0,10.5,18.0,9.6
2018-04-30,0.0,8.8,19.6,12.3
2018-05-01,0.0,7.2,23.4,12.3
2018-05-02,0.0,10.2,23.2,7.2
2018-05-03,0.0,14.5,24.4,4.4
2018-05-04,7.2,11.5,17.2,7.8
