Date,Time,Location,Value
16-03-2020,14:00,Brooklyn,7.7
16-03-2020,15:00,Brooklyn,NULL
16-03-2020,16:00,Brooklyn,8
16-03-2020,17:00,Brooklyn,6.1
16-03-2020,18:00,Brooklyn,7.4
16-03-2020,19:00,Brooklyn,11.5
16-03-2020,20:00,Brooklyn,9.8
16-03-2020,21:00,Brooklyn,11.4
16-03-2020,22:00,Brooklyn,9.7
16-03-2020,23:00,Brooklyn,6.7
17-03-2020,00:00,Brooklyn,6.7
17-03-2020,01:00,Brooklyn,5.9
17-03-2020,02:00,Brooklyn,5.9
17-03-2020,03:00,Brooklyn,5.3
17-03-2020,04:00,Brooklyn,5.3
17-03-2020,05:00,Brooklyn,5
17-03-2020,06:00,Brooklyn,4.9
17-03-2020,07:00,Brooklyn,4.5
17-03-2020,08:00,Brooklyn,4.4
17-03-2020,09:00,Brooklyn,5.1
17-03-2020,10:00,Brooklyn,5.3
17-03-2020,11:00,Brooklyn,6.2
17-03-2020,12:00,Brooklyn,5.8
17-03-2020,13:00,Brooklyn,4.6
17-03-2020,14:00,Brooklyn,4.7
17-03-2020,15:00,Brooklyn,NULL
17-03-2020,16:00,Brooklyn,4.9
17-03-2020,17:00,Brooklyn,5
17-03-2020,18:00,Brooklyn,4.9
17-03-2020,19:00,Brooklyn,4.9
17-03-2020,20:00,Brooklyn,5.4
17-03-2020,21:00,Brooklyn,6.8
17-03-2020,22:00,Brooklyn,7.6
17-03-2020,23:00,Brooklyn,7.3
18-03-2020,00:00,Brooklyn,NULL
18-03-2020,01:00,Brooklyn,7.1
18-03-2020,02:00,Brooklyn,6
18-03-2020,03:00,Brooklyn,6.7
18-03-2020,04:00,Brooklyn,6.9
18-03-2020,05:00,Brooklyn,6.3
18-03-2020,06:00,Brooklyn,6
18-03-2020,07:00,Brooklyn,6
18-03-2020,08:00,Brooklyn,5.6
18-03-2020,09:00,Brooklyn,5.5
18-03-2020,10:00,Brooklyn,5.7
18-03-2020,11:00,Brooklyn,5.5
18-03-2020,12:00,Brooklyn,5.9
18-03-2020,13:00,Brooklyn,6.8
18-03-2020,14:00,Brooklyn,7.3
18-03-2020,15:00,Brooklyn,NULL
18-03-2020,16:00,Brooklyn,7.1
18-03-2020,17:00,Brooklyn,7.1
18-03-2020,18:00,Brooklyn,6.9
18-03-2020,19:00,Brooklyn,7.6
18-03-2020,20:00,Brooklyn,9.9
18-03-2020,21:00,Brooklyn,12.2
18-03-2020,22:00,Brooklyn,10.6
18-03-2020,23:00,Brooklyn,8.7
19-03-2020,00:00,Brooklyn,7.8
19-03-2020,01:00,Brooklyn,6.7
19-03-2020,02:00,Brooklyn,7.1
19-03-2020,03:00,Brooklyn,7.2
19-03-2020,04:00,Brooklyn,8.1
19-03-2020,05:00,Brooklyn,7.5
19-03-2020,06:00,Brooklyn,7.1
19-03-2020,07:00,Brooklyn,6.4
19-03-2020,08:00,Brooklyn,8.7
19-03-2020,09:00,Brooklyn,5.6
19-03-2020,10:00,Brooklyn,5.3
19-03-2020,11:00,Brooklyn,6
19-03-2020,12:00,Brooklyn,6.9
19-03-2020,13:00,Brooklyn,6.4
19-03-2020,14:00,Brooklyn,5.5
19-03-2020,15:00,Brooklyn,NULL
19-03-2020,16:00,Brooklyn,5.5
19-03-2020,17:00,Brooklyn,5.3
19-03-2020,18:00,Brooklyn,5.8
19-03-2020,19:00,Brooklyn,6.7
19-03-2020,20:00,Brooklyn,8
19-03-2020,21:00,Brooklyn,11.2
19-03-2020,22:00,Brooklyn,11.2
19-03-2020,23:00,Brooklyn,8.7
20-03-2020,00:00,Brooklyn,7.4
20-03-2020,01:00,Brooklyn,6.3
20-03-2020,02:00,Brooklyn,6.1
20-03-2020,03:00,Brooklyn,6.2
20-03-2020,04:00,Brooklyn,6.3
20-03-2020,05:00,Brooklyn,6.4
20-03-2020,06:00,Brooklyn,5.7
20-03-2020,07:00,Brooklyn,4.7
20-03-2020,08:00,Brooklyn,4.3
20-03-2020,09:00,Brooklyn,5.7
20-03-2020,10:00,Brooklyn,5.9
20-03-2020,11:00,Brooklyn,6.2
20-03-2020,12:00,Brooklyn,5.8
20-03-2020,13:00,Brooklyn,5.5
20-03-2020,14:00,Brooklyn,5.3
20-03-2020,15:00,Brooklyn,NULL
20-03-2020,16:00,Brooklyn,5.6
20-03-2020,17:00,Brooklyn,6.1
20-03-2020,18:00,Brooklyn,6.6
20-03-2020,19:00,Brooklyn,7.3
20-03-2020,20:00,Brooklyn,8.4
20-03-2020,21:00,Brooklyn,9
20-03-2020,22:00,Brooklyn,9.2
20-03-2020,23:00,Brooklyn,9.3
21-03-2020,00:00,Brooklyn,8.6
21-03-2020,01:00,Brooklyn,8.1
21-03-2020,02:00,Brooklyn,7.7
21-03-2020,03:00,Brooklyn,7.5
21-03-2020,04:00,Brooklyn,7.5
21-03-2020,05:00,Brooklyn,7.8
21-03-2020,06:00,Brooklyn,7.8
21-03-2020,07:00,Brooklyn,8.7
21-03-2020,08:00,Brooklyn,8.4
21-03-2020,09:00,Brooklyn,8.9
21-03-2020,10:00,Brooklyn,9.4
21-03-2020,11:00,Brooklyn,9.6
21-03-2020,12:00,Brooklyn,10.7
21-03-2020,13:00,Brooklyn,10.5
21-03-2020,14:00,Brooklyn,10.7
21-03-2020,15:00,Brooklyn,NULL
21-03-2020,16:00,Brooklyn,9.7
21-03-2020,17:00,Brooklyn,10
21-03-2020,18:00,Brooklyn,10
21-03-2020,19:00,Brooklyn,9.6
21-03-2020,20:00,Brooklyn,9
21-03-2020,21:00,Brooklyn,8.3
21-03-2020,22:00,Brooklyn,5.7
21-03-2020,23:00,Brooklyn,4.7
22-03-2020,00:00,Brooklyn,4.4
22-03-2020,01:00,Brooklyn,4.2
22-03-2020,02:00,Brooklyn,4.4
22-03-2020,03:00,Brooklyn,4.6
22-03-2020,04:00,Brooklyn,4.5
22-03-2020,05:00,Brooklyn,4.6
22-03-2020,06:00,Brooklyn,4.6
22-03-2020,07:00,Brooklyn,4.7
22-03-2020,08:00,Brooklyn,5.2
22-03-2020,09:00,Brooklyn,5.8
22-03-2020,10:00,Brooklyn,6.3
22-03-2020,11:00,Brooklyn,6
22-03-2020,12:00,Brooklyn,5.5
22-03-2020,13:00,Brooklyn,5.2
22-03-2020,14:00,Brooklyn,5.8
22-03-2020,15:00,Brooklyn,NULL
22-03-2020,16:00,Brooklyn,5.8
22-03-2020,17:00,Brooklyn,6
22-03-2020,18:00,Brooklyn,5.3
22-03-2020,19:00,Brooklyn,5.2
22-03-2020,20:00,Brooklyn,5
22-03-2020,21:00,Brooklyn,4.9
22-03-2020,22:00,Brooklyn,5.3
22-03-2020,23:00,Brooklyn,5.2
23-03-2020,00:00,Brooklyn,5.5
23-03-2020,01:00,Brooklyn,5.4
23-03-2020,02:00,Brooklyn,5
23-03-2020,03:00,Brooklyn,5.1
23-03-2020,04:00,Brooklyn,5.4
23-03-2020,05:00,Brooklyn,5.2
23-03-2020,06:00,Brooklyn,NULL
23-03-2020,07:00,Brooklyn,NULL
23-03-2020,08:00,Brooklyn,NULL
23-03-2020,09:00,Brooklyn,NULL
23-03-2020,10:00,Brooklyn,NULL
23-03-2020,11:00,Brooklyn,NULL
23-03-2020,12:00,Brooklyn,NULL
23-03-2020,13:00,Brooklyn,NULL
23-03-2020,14:00,Brooklyn,NULL
23-03-2020,15:00,Brooklyn,NULL
23-03-2020,16:00,Brooklyn,4.8
23-03-2020,17:00,Brooklyn,5.2
23-03-2020,18:00,Brooklyn,5.7
23-03-2020,19:00,Brooklyn,6.6
23-03-2020,20:00,Brooklyn,8.1
23-03-2020,21:00,Brooklyn,7
23-03-2020,22:00,Brooklyn,8.8
23-03-2020,23:00,Brooklyn,8.9
24-03-2020,00:00,Brooklyn,6.1
24-03-2020,01:00,Brooklyn,5.8
24-03-2020,02:00,Brooklyn,4.8
24-03-2020,03:00,Brooklyn,4.7
24-03-2020,04:00,Brooklyn,5
24-03-2020,05:00,Brooklyn,4.8
24-03-2020,06:00,Brooklyn,4.3
24-03-2020,07:00,Brooklyn,4.3
24-03-2020,08:00,Brooklyn,4.6
24-03-2020,09:00,Brooklyn,4.5
24-03-2020,10:00,Brooklyn,4.8
24-03-2020,11:00,Brooklyn,4.9
24-03-2020,12:00,Brooklyn,4.4
24-03-2020,13:00,Brooklyn,4.4
24-03-2020,14:00,Brooklyn,4.3
24-03-2020,15:00,Brooklyn,NULL
24-03-2020,16:00,Brooklyn,4.3
24-03-2020,17:00,Brooklyn,5
24-03-2020,18:00,Brooklyn,4.9
24-03-2020,19:00,Brooklyn,4.1
24-03-2020,20:00,Brooklyn,4.2
24-03-2020,21:00,Brooklyn,4.4
24-03-2020,22:00,Brooklyn,4.9
24-03-2020,23:00,Brooklyn,4.8
25-03-2020,00:00,Brooklyn,4.6
25-03-2020,01:00,Brooklyn,4.5
25-03-2020,02:00,Brooklyn,4.2
25-03-2020,03:00,Brooklyn,4.4
25-03-2020,04:00,Brooklyn,4.2
25-03-2020,05:00,Brooklyn,4.1
25-03-2020,06:00,Brooklyn,4.3
25-03-2020,07:00,Brooklyn,4.4
25-03-2020,08:00,Brooklyn,4.2
25-03-2020,09:00,Brooklyn,4.1
25-03-2020,10:00,Brooklyn,4.4
25-03-2020,11:00,Brooklyn,4.8
25-03-2020,12:00,Brooklyn,5
25-03-2020,13:00,Brooklyn,4.7
25-03-2020,14:00,Brooklyn,5.1
25-03-2020,15:00,Brooklyn,NULL
25-03-2020,16:00,Brooklyn,5.1
25-03-2020,17:00,Brooklyn,5.3
25-03-2020,18:00,Brooklyn,5.3
25-03-2020,19:00,Brooklyn,5.3
25-03-2020,20:00,Brooklyn,5.9
25-03-2020,21:00,Brooklyn,6.3
25-03-2020,22:00,Brooklyn,6.7
25-03-2020,23:00,Brooklyn,6.3
26-03-2020,00:00,Brooklyn,6.4
26-03-2020,01:00,Brooklyn,6.4
26-03-2020,02:00,Brooklyn,6.4
26-03-2020,03:00,Brooklyn,6.5
26-03-2020,04:00,Brooklyn,6.3
26-03-2020,05:00,Brooklyn,6.5
26-03-2020,06:00,Brooklyn,6.8
26-03-2020,07:00,Brooklyn,7
26-03-2020,08:00,Brooklyn,7
26-03-2020,09:00,Brooklyn,7.3
26-03-2020,10:00,Brooklyn,7.1
26-03-2020,11:00,Brooklyn,7.3
26-03-2020,12:00,Brooklyn,7.4
26-03-2020,13:00,Brooklyn,7.9
26-03-2020,14:00,Brooklyn,7.9
26-03-2020,15:00,Brooklyn,NULL
26-03-2020,16:00,Brooklyn,7.6
26-03-2020,17:00,Brooklyn,8.6
26-03-2020,18:00,Brooklyn,9.8
26-03-2020,19:00,Brooklyn,11.8
26-03-2020,20:00,Brooklyn,11.8
26-03-2020,21:00,Brooklyn,11.5
26-03-2020,22:00,Brooklyn,15.6
26-03-2020,23:00,Brooklyn,15.1
27-03-2020,00:00,Brooklyn,11.5
27-03-2020,01:00,Brooklyn,7.9
27-03-2020,02:00,Brooklyn,7
27-03-2020,03:00,Brooklyn,6.3
27-03-2020,04:00,Brooklyn,6.1
27-03-2020,05:00,Brooklyn,6
27-03-2020,06:00,Brooklyn,5.7
27-03-2020,07:00,Brooklyn,6.4
27-03-2020,08:00,Brooklyn,6.8
27-03-2020,09:00,Brooklyn,7
27-03-2020,10:00,Brooklyn,7.8
27-03-2020,11:00,Brooklyn,9
27-03-2020,12:00,Brooklyn,10.3
27-03-2020,13:00,Brooklyn,9.5
27-03-2020,14:00,Brooklyn,9.3
27-03-2020,15:00,Brooklyn,NULL
27-03-2020,16:00,Brooklyn,10.4
27-03-2020,17:00,Brooklyn,10.3
27-03-2020,18:00,Brooklyn,8.5
27-03-2020,19:00,Brooklyn,9
27-03-2020,20:00,Brooklyn,9.9
27-03-2020,21:00,Brooklyn,12.8
27-03-2020,22:00,Brooklyn,15.1
27-03-2020,23:00,Brooklyn,9.2
28-03-2020,00:00,Brooklyn,9.6
28-03-2020,01:00,Brooklyn,8.5
28-03-2020,02:00,Brooklyn,9.7
28-03-2020,03:00,Brooklyn,7.2
28-03-2020,04:00,Brooklyn,6.3
28-03-2020,05:00,Brooklyn,6
28-03-2020,06:00,Brooklyn,5.9
28-03-2020,07:00,Brooklyn,5.7
28-03-2020,08:00,Brooklyn,5.8
28-03-2020,09:00,Brooklyn,5.8
28-03-2020,10:00,Brooklyn,6
28-03-2020,11:00,Brooklyn,6
28-03-2020,12:00,Brooklyn,5.8
28-03-2020,13:00,Brooklyn,6.4
28-03-2020,14:00,Brooklyn,5.9
28-03-2020,15:00,Brooklyn,NULL
28-03-2020,16:00,Brooklyn,5.4
28-03-2020,17:00,Brooklyn,5.6
28-03-2020,18:00,Brooklyn,5.7
28-03-2020,19:00,Brooklyn,5.7
28-03-2020,20:00,Brooklyn,5.6
28-03-2020,21:00,Brooklyn,5.6
28-03-2020,22:00,Brooklyn,5.9
28-03-2020,23:00,Brooklyn,6.3
29-03-2020,00:00,Brooklyn,6.8
29-03-2020,01:00,Brooklyn,9.8
29-03-2020,02:00,Brooklyn,7.9
29-03-2020,03:00,Brooklyn,6.6
29-03-2020,04:00,Brooklyn,6.8
29-03-2020,05:00,Brooklyn,4.6
29-03-2020,06:00,Brooklyn,4.8
29-03-2020,07:00,Brooklyn,5.1
29-03-2020,08:00,Brooklyn,5.1
29-03-2020,09:00,Brooklyn,5
29-03-2020,10:00,Brooklyn,4.4
29-03-2020,11:00,Brooklyn,4.4
29-03-2020,12:00,Brooklyn,4.7
29-03-2020,13:00,Brooklyn,5.1
29-03-2020,14:00,Brooklyn,6.9
29-03-2020,15:00,Brooklyn,NULL
29-03-2020,16:00,Brooklyn,9.1
29-03-2020,17:00,Brooklyn,10.6
29-03-2020,18:00,Brooklyn,10.3
29-03-2020,19:00,Brooklyn,10
29-03-2020,20:00,Brooklyn,9.6
29-03-2020,21:00,Brooklyn,11.1
29-03-2020,22:00,Brooklyn,11.3
29-03-2020,23:00,Brooklyn,7.4
30-03-2020,00:00,Brooklyn,5.6
30-03-2020,01:00,Brooklyn,4.6
30-03-2020,02:00,Brooklyn,4.3
30-03-2020,03:00,Brooklyn,4.5
30-03-2020,04:00,Brooklyn,4.2
30-03-2020,05:00,Brooklyn,4.4
30-03-2020,06:00,Brooklyn,4.3
30-03-2020,07:00,Brooklyn,4.7
30-03-2020,08:00,Brooklyn,4.5
30-03-2020,09:00,Brooklyn,5.5
30-03-2020,10:00,Brooklyn,5.7
30-03-2020,11:00,Brooklyn,5.6
30-03-2020,12:00,Brooklyn,6.5
30-03-2020,13:00,Brooklyn,7.2
30-03-2020,14:00,Brooklyn,7.3
30-03-2020,15:00,Brooklyn,NULL
30-03-2020,16:00,Brooklyn,6.6
30-03-2020,17:00,Brooklyn,6.5
30-03-2020,18:00,Brooklyn,6.8
30-03-2020,19:00,Brooklyn,7.8
30-03-2020,20:00,Brooklyn,9.4
30-03-2020,21:00,Brooklyn,11
30-03-2020,22:00,Brooklyn,17.4
30-03-2020,23:00,Brooklyn,12
31-03-2020,00:00,Brooklyn,7.3
31-03-2020,01:00,Brooklyn,NULL
31-03-2020,02:00,Brooklyn,NULL
31-03-2020,03:00,Brooklyn,NULL
31-03-2020,04:00,Brooklyn,NULL
31-03-2020,05:00,Brooklyn,NULL
31-03-2020,06:00,Brooklyn,NULL
31-03-2020,07:00,Brooklyn,NULL
31-03-2020,08:00,Brooklyn,NULL
31-03-2020,09:00,Brooklyn,NULL
31-03-2020,10:00,Brooklyn,NULL
31-03-2020,11:00,Brooklyn,NULL
31-03-2020,12:00,Brooklyn,NULL
31-03-2020,13:00,Brooklyn,NULL
31-03-2020,14:00,Brooklyn,NULL
31-03-2020,15:00,Brooklyn,NULL
31-03-2020,16:00,Brooklyn,NULL
31-03-2020,17:00,Brooklyn,NULL
31-03-2020,18:00,Brooklyn,NULL
31-03-2020,19:00,Brooklyn,NULL
31-03-2020,20:00,Brooklyn,NULL
31-03-2020,21:00,Brooklyn,NULL
31-03-2020,22:00,Brooklyn,NULL
31-03-2020,23:00,Brooklyn,NULL
01-04-2020,00:00,Brooklyn,13.3
01-04-2020,01:00,Brooklyn,13.9
01-04-2020,02:00,Brooklyn,12.7
01-04-2020,03:00,Brooklyn,11
01-04-2020,04:00,Brooklyn,12.5
01-04-2020,05:00,Brooklyn,23.3
01-04-2020,06:00,Brooklyn,16.3
01-04-2020,07:00,Brooklyn,12.9
01-04-2020,08:00,Brooklyn,13.2
01-04-2020,09:00,Brooklyn,12.4
01-04-2020,10:00,Brooklyn,11.2
01-04-2020,11:00,Brooklyn,11.4
01-04-2020,12:00,Brooklyn,11.9
01-04-2020,13:00,Brooklyn,12.4
01-04-2020,14:00,Brooklyn,9.8
01-04-2020,15:00,Brooklyn,NULL
01-04-2020,16:00,Brooklyn,9.3
01-04-2020,17:00,Brooklyn,10.9
01-04-2020,18:00,Brooklyn,12.5
01-04-2020,19:00,Brooklyn,13.8
01-04-2020,20:00,Brooklyn,10.5
01-04-2020,21:00,Brooklyn,7.7
01-04-2020,22:00,Brooklyn,8.9
01-04-2020,23:00,Brooklyn,9.5
02-04-2020,00:00,Brooklyn,12.3
02-04-2020,01:00,Brooklyn,13
02-04-2020,02:00,Brooklyn,13.7
02-04-2020,03:00,Brooklyn,13.9
02-04-2020,04:00,Brooklyn,12.6
02-04-2020,05:00,Brooklyn,15.8
02-04-2020,06:00,Brooklyn,17.1
02-04-2020,07:00,Brooklyn,15.2
02-04-2020,08:00,Brooklyn,13.6
02-04-2020,09:00,Brooklyn,9.2
02-04-2020,10:00,Brooklyn,8
02-04-2020,11:00,Brooklyn,9.9
02-04-2020,12:00,Brooklyn,9.3
02-04-2020,13:00,Brooklyn,10.8
02-04-2020,14:00,Brooklyn,9.9
02-04-2020,15:00,Brooklyn,NULL
02-04-2020,16:00,Brooklyn,8.9
02-04-2020,17:00,Brooklyn,8.3
02-04-2020,18:00,Brooklyn,8.4
02-04-2020,19:00,Brooklyn,8.6
02-04-2020,20:00,Brooklyn,9.2
02-04-2020,21:00,Brooklyn,10.1
02-04-2020,22:00,Brooklyn,9.6
02-04-2020,23:00,Brooklyn,9.7
03-04-2020,00:00,Brooklyn,8.8
03-04-2020,01:00,Brooklyn,8.1
03-04-2020,02:00,Brooklyn,8.3
03-04-2020,03:00,Brooklyn,7.8
03-04-2020,04:00,Brooklyn,7.7
03-04-2020,05:00,Brooklyn,7.6
03-04-2020,06:00,Brooklyn,7.2
03-04-2020,07:00,Brooklyn,6.8
03-04-2020,08:00,Brooklyn,6.7
03-04-2020,09:00,Brooklyn,6
03-04-2020,10:00,Brooklyn,5.9
03-04-2020,11:00,Brooklyn,5.9
03-04-2020,12:00,Brooklyn,6.1
03-04-2020,13:00,Brooklyn,6.1
03-04-2020,14:00,Brooklyn,4.7
03-04-2020,15:00,Brooklyn,NULL
03-04-2020,16:00,Brooklyn,4.7
03-04-2020,17:00,Brooklyn,4.7
03-04-2020,18:00,Brooklyn,4.6
03-04-2020,19:00,Brooklyn,4.4
03-04-2020,20:00,Brooklyn,4.6
03-04-2020,21:00,Brooklyn,5.7
03-04-2020,22:00,Brooklyn,6.2
03-04-2020,23:00,Brooklyn,5
04-04-2020,00:00,Brooklyn,5.1
04-04-2020,01:00,Brooklyn,5.6
04-04-2020,02:00,Brooklyn,5.2
04-04-2020,03:00,Brooklyn,4.2
04-04-2020,04:00,Brooklyn,4.6
04-04-2020,05:00,Brooklyn,4.4
04-04-2020,06:00,Brooklyn,4
04-04-2020,07:00,Brooklyn,4.3
04-04-2020,08:00,Brooklyn,4.1
04-04-2020,09:00,Brooklyn,4.2
04-04-2020,10:00,Brooklyn,4.5
04-04-2020,11:00,Brooklyn,4.6
04-04-2020,12:00,Brooklyn,5.2
04-04-2020,13:00,Brooklyn,5
04-04-2020,14:00,Brooklyn,5.1
04-04-2020,15:00,Brooklyn,NULL
04-04-2020,16:00,Brooklyn,NULL
04-04-2020,17:00,Brooklyn,5
04-04-2020,18:00,Brooklyn,5.7
04-04-2020,19:00,Brooklyn,5
04-04-2020,20:00,Brooklyn,5
04-04-2020,21:00,Brooklyn,5
04-04-2020,22:00,Brooklyn,4.7
04-04-2020,23:00,Brooklyn,4.4
05-04-2020,00:00,Brooklyn,4.5
05-04-2020,01:00,Brooklyn,4.3
05-04-2020,02:00,Brooklyn,3.9
05-04-2020,03:00,Brooklyn,3.9
05-04-2020,04:00,Brooklyn,4.3
05-04-2020,05:00,Brooklyn,4.8
05-04-2020,06:00,Brooklyn,4.7
05-04-2020,07:00,Brooklyn,4.6
05-04-2020,08:00,Brooklyn,4.8
05-04-2020,09:00,Brooklyn,5.3
05-04-2020,10:00,Brooklyn,4.9
05-04-2020,11:00,Brooklyn,4.9
05-04-2020,12:00,Brooklyn,5.1
05-04-2020,13:00,Brooklyn,4.8
05-04-2020,14:00,Brooklyn,4.8
05-04-2020,15:00,Brooklyn,4.9
05-04-2020,16:00,Brooklyn,NULL
05-04-2020,17:00,Brooklyn,4.5
05-04-2020,18:00,Brooklyn,4.8
05-04-2020,19:00,Brooklyn,4.9
05-04-2020,20:00,Brooklyn,4.8
05-04-2020,21:00,Brooklyn,6.3
05-04-2020,22:00,Brooklyn,5.6
05-04-2020,23:00,Brooklyn,5.5
06-04-2020,00:00,Brooklyn,5.4
06-04-2020,01:00,Brooklyn,4.8
06-04-2020,02:00,Brooklyn,5.2
06-04-2020,03:00,Brooklyn,5.3
06-04-2020,04:00,Brooklyn,5
06-04-2020,05:00,Brooklyn,5.7
06-04-2020,06:00,Brooklyn,6.1
06-04-2020,07:00,Brooklyn,5.4
06-04-2020,08:00,Brooklyn,5.5
06-04-2020,09:00,Brooklyn,6.1
06-04-2020,10:00,Brooklyn,5.5
06-04-2020,11:00,Brooklyn,4.8
06-04-2020,12:00,Brooklyn,4.8
06-04-2020,13:00,Brooklyn,5
06-04-2020,14:00,Brooklyn,5.7
06-04-2020,15:00,Brooklyn,6.1
06-04-2020,16:00,Brooklyn,NULL
06-04-2020,17:00,Brooklyn,5.2
06-04-2020,18:00,Brooklyn,4.9
06-04-2020,19:00,Brooklyn,4.4
06-04-2020,20:00,Brooklyn,5.1
06-04-2020,21:00,Brooklyn,5.9
06-04-2020,22:00,Brooklyn,7.6
06-04-2020,23:00,Brooklyn,8.1
07-04-2020,00:00,Brooklyn,7
07-04-2020,01:00,Brooklyn,5.7
07-04-2020,02:00,Brooklyn,5.3
07-04-2020,03:00,Brooklyn,5.6
07-04-2020,04:00,Brooklyn,5.9
07-04-2020,05:00,Brooklyn,5.7
07-04-2020,06:00,Brooklyn,5.2
07-04-2020,07:00,Brooklyn,4.7
07-04-2020,08:00,Brooklyn,4.9
07-04-2020,09:00,Brooklyn,4.8
07-04-2020,10:00,Brooklyn,4.7
07-04-2020,11:00,Brooklyn,5.1
07-04-2020,12:00,Brooklyn,5.5
07-04-2020,13:00,Brooklyn,4.8
07-04-2020,14:00,Brooklyn,4.4
07-04-2020,15:00,Brooklyn,4.4
07-04-2020,16:00,Brooklyn,NULL
07-04-2020,17:00,Brooklyn,6
07-04-2020,18:00,Brooklyn,6.7
07-04-2020,19:00,Brooklyn,6.7
07-04-2020,20:00,Brooklyn,6
07-04-2020,21:00,Brooklyn,5.9
07-04-2020,22:00,Brooklyn,5
07-04-2020,23:00,Brooklyn,4.8
08-04-2020,00:00,Brooklyn,4.9
08-04-2020,01:00,Brooklyn,4.7
08-04-2020,02:00,Brooklyn,4.8
08-04-2020,03:00,Brooklyn,5.4
08-04-2020,04:00,Brooklyn,5.3
08-04-2020,05:00,Brooklyn,5.6
08-04-2020,06:00,Brooklyn,4.8
08-04-2020,07:00,Brooklyn,5.5
08-04-2020,08:00,Brooklyn,5.8
08-04-2020,09:00,Brooklyn,6.6
08-04-2020,10:00,Brooklyn,6.5
08-04-2020,11:00,Brooklyn,6.2
08-04-2020,12:00,Brooklyn,6.2
08-04-2020,13:00,Brooklyn,6.1
08-04-2020,14:00,Brooklyn,6
08-04-2020,15:00,Brooklyn,7.2
08-04-2020,16:00,Brooklyn,NULL
08-04-2020,17:00,Brooklyn,7.3
08-04-2020,18:00,Brooklyn,8.4
08-04-2020,19:00,Brooklyn,8.8
08-04-2020,20:00,Brooklyn,8.4
08-04-2020,21:00,Brooklyn,11
08-04-2020,22:00,Brooklyn,13.1
08-04-2020,23:00,Brooklyn,15.4
09-04-2020,00:00,Brooklyn,16
09-04-2020,01:00,Brooklyn,12.4
09-04-2020,02:00,Brooklyn,15.9
09-04-2020,03:00,Brooklyn,12.9
09-04-2020,04:00,Brooklyn,13.7
09-04-2020,05:00,Brooklyn,12
09-04-2020,06:00,Brooklyn,7.2
09-04-2020,07:00,Brooklyn,9.9
09-04-2020,08:00,Brooklyn,8.9
09-04-2020,09:00,Brooklyn,8.5
09-04-2020,10:00,Brooklyn,9
09-04-2020,11:00,Brooklyn,9.3
09-04-2020,12:00,Brooklyn,12.4
09-04-2020,13:00,Brooklyn,14.5
09-04-2020,14:00,Brooklyn,17.2
09-04-2020,15:00,Brooklyn,14.1
09-04-2020,16:00,Brooklyn,NULL
09-04-2020,17:00,Brooklyn,12.5
09-04-2020,18:00,Brooklyn,11.4
09-04-2020,19:00,Brooklyn,12.5
09-04-2020,20:00,Brooklyn,11.9
09-04-2020,21:00,Brooklyn,11.4
09-04-2020,22:00,Brooklyn,9.7
09-04-2020,23:00,Brooklyn,6.9
10-04-2020,00:00,Brooklyn,6.8
10-04-2020,01:00,Brooklyn,6.4
10-04-2020,02:00,Brooklyn,4.9
10-04-2020,03:00,Brooklyn,4.4
10-04-2020,04:00,Brooklyn,4.9
10-04-2020,05:00,Brooklyn,5.2
10-04-2020,06:00,Brooklyn,4.9
10-04-2020,07:00,Brooklyn,5
10-04-2020,08:00,Brooklyn,5.4
10-04-2020,09:00,Brooklyn,6.3
10-04-2020,10:00,Brooklyn,6.2
10-04-2020,11:00,Brooklyn,5.7
10-04-2020,12:00,Brooklyn,5.4
10-04-2020,13:00,Brooklyn,5.5
10-04-2020,14:00,Brooklyn,7.3
10-04-2020,15:00,Brooklyn,7.7
10-04-2020,16:00,Brooklyn,NULL
10-04-2020,17:00,Brooklyn,6.6
10-04-2020,18:00,Brooklyn,5.2
10-04-2020,19:00,Brooklyn,5.9
10-04-2020,20:00,Brooklyn,5.9
10-04-2020,21:00,Brooklyn,6.1
10-04-2020,22:00,Brooklyn,6.5
10-04-2020,23:00,Brooklyn,8.9
11-04-2020,00:00,Brooklyn,8.5
11-04-2020,01:00,Brooklyn,7.3
11-04-2020,02:00,Brooklyn,5.9
11-04-2020,03:00,Brooklyn,5.8
11-04-2020,04:00,Brooklyn,6.5
11-04-2020,05:00,Brooklyn,6.2
11-04-2020,06:00,Brooklyn,6
11-04-2020,07:00,Brooklyn,7.1
11-04-2020,08:00,Brooklyn,7.1
11-04-2020,09:00,Brooklyn,6.6
11-04-2020,10:00,Brooklyn,6.5
11-04-2020,11:00,Brooklyn,6.2
11-04-2020,12:00,Brooklyn,7.3
11-04-2020,13:00,Brooklyn,7.8
11-04-2020,14:00,Brooklyn,7.3
11-04-2020,15:00,Brooklyn,7
11-04-2020,16:00,Brooklyn,NULL
11-04-2020,17:00,Brooklyn,6.2
11-04-2020,18:00,Brooklyn,6.8
11-04-2020,19:00,Brooklyn,6
11-04-2020,20:00,Brooklyn,5.8
11-04-2020,21:00,Brooklyn,5.3
11-04-2020,22:00,Brooklyn,5.7
11-04-2020,23:00,Brooklyn,5.5
12-04-2020,00:00,Brooklyn,5.7
12-04-2020,01:00,Brooklyn,5.8
12-04-2020,02:00,Brooklyn,5.9
12-04-2020,03:00,Brooklyn,5.7
12-04-2020,04:00,Brooklyn,5.4
12-04-2020,05:00,Brooklyn,5.1
12-04-2020,06:00,Brooklyn,5.2
