,ID,Date_Time,Year,Month,Mdate,Day,Time,Sensor_ID,Sensor_Name,Hourly_Counts
82265,43629,08/18/2009 04:00:00 AM,2009,August,18,Tuesday,4,1,Bourke Street Mall (North),1
127185,88513,12/02/2009 04:00:00 AM,2009,December,2,Wednesday,4,1,Bourke Street Mall (North),0
65123,26493,07/07/2009 04:00:00 AM,2009,July,7,Tuesday,4,1,Bourke Street Mall (North),1
51652,13029,06/04/2009 04:00:00 AM,2009,June,4,Thursday,4,1,Bourke Street Mall (North),0
45150,6529,05/19/2009 03:00:00 AM,2009,May,19,Tuesday,3,1,Bourke Street Mall (North),0
114193,75535,11/02/2009 03:00:00 AM,2009,November,2,Monday,3,1,Bourke Street Mall (North),0
102482,63835,10/06/2009 01:00:00 AM,2009,October,6,Tuesday,1,1,Bourke Street Mall (North),0
87961,49324,09/01/2009 03:00:00 AM,2009,September,1,Tuesday,3,1,Bourke Street Mall (North),1
179726,141019,04/02/2010 05:00:00 PM,2010,April,2,Friday,17,1,Bourke Street Mall (North),0
476897,202533,08/24/2010 04:00:00 AM,2010,August,24,Tuesday,4,1,Bourke Street Mall (North),0
157448,118753,02/10/2010 04:00:00 AM,2010,February,10,Wednesday,4,1,Bourke Street Mall (North),1
144445,105757,01/11/2010 02:00:00 AM,2010,January,11,Monday,2,1,Bourke Street Mall (North),0
220508,181783,07/06/2010 03:00:00 AM,2010,July,6,Tuesday,3,1,Bourke Street Mall (North),0
217051,178327,06/28/2010 03:00:00 AM,2010,June,28,Monday,3,1,Bourke Street Mall (North),0
169550,130849,03/10/2010 04:00:00 AM,2010,March,10,Wednesday,4,1,Bourke Street Mall (North),0
197215,158497,05/13/2010 04:00:00 AM,2010,May,13,Thursday,4,1,Bourke Street Mall (North),1
265824,231042,11/02/2010 01:00:00 AM,2010,November,2,Tuesday,1,1,Bourke Street Mall (North),0
258214,223443,10/14/2010 10:00:00 AM,2010,October,14,Thursday,10,1,Bourke Street Mall (North),0
245421,210659,09/13/2010 12:00:00 AM,2010,September,13,Monday,0,1,Bourke Street Mall (North),0
433680,398743,12/21/2011 03:00:00 AM,2011,December,21,Wednesday,3,1,Bourke Street Mall (North),8
485164,455317,04/30/2012 02:00:00 AM,2012,April,30,Monday,2,1,Bourke Street Mall (North),2
533998,504151,08/21/2012 03:00:00 AM,2012,August,21,Tuesday,3,1,Bourke Street Mall (North),2
579371,549524,12/05/2012 01:00:00 AM,2012,December,5,Wednesday,1,1,Bourke Street Mall (North),0
460900,425959,02/22/2012 03:00:00 AM,2012,February,22,Wednesday,3,1,Bourke Street Mall (North),4
445348,410407,01/17/2012 03:00:00 AM,2012,January,17,Tuesday,3,1,Bourke Street Mall (North),1
521902,492055,07/24/2012 03:00:00 AM,2012,July,24,Tuesday,3,1,Bourke Street Mall (North),0
500734,470887,06/05/2012 03:00:00 AM,2012,June,5,Tuesday,3,1,Bourke Street Mall (North),0
469540,434599,03/13/2012 03:00:00 AM,2012,March,13,Tuesday,3,1,Bourke Street Mall (North),2
494254,464407,05/21/2012 03:00:00 AM,2012,May,21,Monday,3,1,Bourke Street Mall (North),1
566465,536618,11/05/2012 04:00:00 AM,2012,November,5,Monday,4,1,Bourke Street Mall (North),4
555665,525818,10/11/2012 04:00:00 AM,2012,October,11,Thursday,4,1,Bourke Street Mall (North),2
545772,515925,09/18/2012 04:00:00 AM,2012,September,18,Tuesday,4,1,Bourke Street Mall (North),1
629759,599912,04/02/2013 03:00:00 AM,2013,April,2,Tuesday,3,1,Bourke Street Mall (North),5
686366,656490,08/16/2013 04:00:00 AM,2013,August,16,Friday,4,1,Bourke Street Mall (North),2
942790,734707,12/17/2013 04:00:00 AM,2013,December,17,Tuesday,4,1,Bourke Street Mall (North),3
608159,578312,02/11/2013 03:00:00 AM,2013,February,11,Monday,3,1,Bourke Street Mall (North),3
596108,566261,01/14/2013 03:00:00 AM,2013,January,14,Monday,3,1,Bourke Street Mall (North),0
668357,638494,07/02/2013 04:00:00 AM,2013,July,2,Tuesday,4,1,Bourke Street Mall (North),2
662639,632782,06/18/2013 04:00:00 AM,2013,June,18,Tuesday,4,1,Bourke Street Mall (North),3
617249,587402,03/04/2013 04:00:00 AM,2013,March,4,Monday,4,1,Bourke Street Mall (North),6
650498,620648,05/20/2013 03:00:00 AM,2013,May,20,Monday,3,1,Bourke Street Mall (North),3
917545,709517,11/11/2013 01:00:00 AM,2013,November,11,Monday,1,1,Bourke Street Mall (North),0
898868,690857,10/16/2013 03:00:00 AM,2013,October,16,Wednesday,3,1,Bourke Street Mall (North),0
697218,667325,09/09/2013 03:00:00 AM,2013,September,9,Monday,3,1,Bourke Street Mall (North),1
808224,834469,04/29/2014 02:00:00 AM,2014,April,29,Tuesday,2,1,Bourke Street Mall (North),2
1121991,914135,08/12/2014 03:00:00 AM,2014,August,12,Tuesday,3,1,Bourke Street Mall (North),1
756170,782471,02/18/2014 03:00:00 AM,2014,February,18,Tuesday,3,1,Bourke Street Mall (North),1
728561,754892,01/13/2014 03:00:00 AM,2014,January,13,Monday,3,1,Bourke Street Mall (North),0
861168,887375,07/07/2014 03:00:00 AM,2014,July,7,Monday,3,1,Bourke Street Mall (North),2
833614,859841,06/02/2014 02:00:00 AM,2014,June,2,Monday,2,1,Bourke Street Mall (North),3
782071,808337,03/25/2014 03:00:00 AM,2014,March,25,Tuesday,3,1,Bourke Street Mall (North),3
812598,838841,05/05/2014 03:00:00 AM,2014,May,5,Monday,3,1,Bourke Street Mall (North),3
959867,985250,11/11/2014 04:00:00 AM,2014,November,11,Tuesday,4,1,Bourke Street Mall (North),3
1171186,963329,10/14/2014 03:00:00 AM,2014,October,14,Tuesday,3,1,Bourke Street Mall (North),2
1137604,929747,09/01/2014 04:00:00 AM,2014,September,1,Monday,4,1,Bourke Street Mall (North),2
1099548,1124931,04/28/2015 03:00:00 AM,2015,April,28,Tuesday,3,1,Bourke Street Mall (North),2
1257888,1230951,08/18/2015 04:00:00 AM,2015,August,18,Tuesday,4,1,Bourke Street Mall (North),2
1364540,1337603,12/08/2015 04:00:00 AM,2015,December,8,Tuesday,4,1,Bourke Street Mall (North),4
1044530,1069913,02/25/2015 04:00:00 AM,2015,February,25,Wednesday,4,1,Bourke Street Mall (North),7
1213770,1186833,07/02/2015 03:00:00 AM,2015,July,2,Thursday,3,1,Bourke Street Mall (North),2
1417464,1157316,06/02/2015 03:00:00 AM,2015,June,2,Tuesday,3,1,Bourke Street Mall (North),1
1052402,1077785,03/06/2015 04:00:00 AM,2015,March,6,Friday,4,1,Bourke Street Mall (North),4
1107716,1133099,05/07/2015 02:00:00 AM,2015,May,7,Thursday,2,1,Bourke Street Mall (North),5
1349960,1323023,11/23/2015 02:00:00 AM,2015,November,23,Monday,2,1,Bourke Street Mall (North),0
1305708,1278771,10/07/2015 04:00:00 AM,2015,October,7,Wednesday,4,1,Bourke Street Mall (North),3
1283576,1256639,09/14/2015 04:00:00 AM,2015,September,14,Monday,4,1,Bourke Street Mall (North),2
1500352,1462018,04/11/2016 04:00:00 AM,2016,April,11,Monday,4,1,Bourke Street Mall (North),3
1616588,1578254,08/04/2016 04:00:00 AM,2016,August,4,Thursday,4,1,Bourke Street Mall (North),6
1851442,1698086,12/07/2016 04:00:00 AM,2016,December,7,Wednesday,4,1,Bourke Street Mall (North),6
1452221,1413933,02/23/2016 03:00:00 AM,2016,February,23,Tuesday,3,1,Bourke Street Mall (North),4
1400532,1373595,01/14/2016 02:00:00 AM,2016,January,14,Thursday,2,1,Bourke Street Mall (North),0
1601516,1563182,07/20/2016 04:00:00 AM,2016,July,20,Wednesday,4,1,Bourke Street Mall (North),6
1572296,1533962,06/21/2016 02:00:00 AM,2016,June,21,Tuesday,2,1,Bourke Street Mall (North),7
1466350,1428062,03/08/2016 04:00:00 AM,2016,March,8,Tuesday,4,1,Bourke Street Mall (North),2
1543776,1505442,05/24/2016 04:00:00 AM,2016,May,24,Tuesday,4,1,Bourke Street Mall (North),3
1823463,1670107,11/07/2016 03:00:00 AM,2016,November,7,Monday,3,1,Bourke Street Mall (North),0
1791378,1638022,10/04/2016 03:00:00 AM,2016,October,4,Tuesday,3,1,Bourke Street Mall (North),1
1649348,1611014,09/07/2016 04:00:00 AM,2016,September,7,Wednesday,4,1,Bourke Street Mall (North),7
1747538,1827250,04/26/2017 04:00:00 AM,2017,April,26,Wednesday,4,1,Bourke Street Mall (North),3
1985378,1945204,08/30/2017 03:00:00 AM,2017,August,30,Wednesday,3,1,Bourke Street Mall (North),5
2091501,2051327,12/07/2017 03:00:00 AM,2017,December,7,Thursday,3,1,Bourke Street Mall (North),9
1694783,1774546,02/28/2017 04:00:00 AM,2017,February,28,Tuesday,4,1,Bourke Street Mall (North),6
1659991,1739754,01/20/2017 10:00:00 PM,2017,January,20,Friday,22,1,Bourke Street Mall (North),0
1936333,1896159,07/11/2017 01:00:00 AM,2017,July,11,Tuesday,1,1,Bourke Street Mall (North),0
1917347,1877173,06/20/2017 03:00:00 AM,2017,June,20,Tuesday,3,1,Bourke Street Mall (North),4
1696655,1776418,03/02/2017 04:00:00 AM,2017,March,2,Thursday,4,1,Bourke Street Mall (North),2
1758416,1838128,05/08/2017 03:00:00 AM,2017,May,8,Monday,3,1,Bourke Street Mall (North),5
2066058,2025884,11/14/2017 03:00:00 AM,2017,November,14,Tuesday,3,1,Bourke Street Mall (North),1
2035359,1995185,10/17/2017 03:00:00 AM,2017,October,17,Tuesday,3,1,Bourke Street Mall (North),7
2012888,1972714,09/26/2017 04:00:00 AM,2017,September,26,Tuesday,4,1,Bourke Street Mall (North),5
2331425,2192377,04/09/2018 11:00:00 PM,2018,April,9,Monday,23,1,Bourke Street Mall (North),0
2378873,2343043,08/16/2018 10:00:00 PM,2018,August,16,Thursday,22,1,Bourke Street Mall (North),0
2529150,2493320,12/18/2018 03:00:00 AM,2018,December,18,Tuesday,3,1,Bourke Street Mall (North),1
2275386,2136338,02/20/2018 04:00:00 AM,2018,February,20,Tuesday,4,1,Bourke Street Mall (North),6
2226852,2087804,01/08/2018 03:00:00 AM,2018,January,8,Monday,3,1,Bourke Street Mall (North),0
2212469,2306841,07/18/2018 04:00:00 AM,2018,July,18,Wednesday,4,1,Bourke Street Mall (North),7
2164447,2258834,06/07/2018 03:00:00 AM,2018,June,7,Thursday,3,1,Bourke Street Mall (North),6
2306270,2167222,03/19/2018 04:00:00 AM,2018,March,19,Monday,4,1,Bourke Street Mall (North),2
2147188,2241575,05/23/2018 03:00:00 AM,2018,May,23,Wednesday,3,1,Bourke Street Mall (North),4
2503513,2467683,11/27/2018 02:00:00 AM,2018,November,27,Tuesday,2,1,Bourke Street Mall (North),7
2438390,2402560,10/04/2018 04:00:00 AM,2018,October,4,Thursday,4,1,Bourke Street Mall (North),6
2402284,2366454,09/05/2018 02:00:00 AM,2018,September,5,Wednesday,2,1,Bourke Street Mall (North),3
2676443,2636268,04/17/2019 03:00:00 AM,2019,April,17,Wednesday,3,1,Bourke Street Mall (North),4
2865527,2784991,08/13/2019 02:00:00 AM,2019,August,13,Tuesday,2,1,Bourke Street Mall (North),3
2839997,2965724,12/31/2019 04:00:00 AM,2019,December,31,Tuesday,4,1,Bourke Street Mall (North),4
2590407,2550232,02/04/2019 04:00:00 AM,2019,February,4,Monday,4,1,Bourke Street Mall (North),4
2553064,2517234,01/07/2019 03:00:00 AM,2019,January,7,Monday,3,1,Bourke Street Mall (North),2
2797959,2757784,07/23/2019 04:00:00 AM,2019,July,23,Tuesday,4,1,Bourke Street Mall (North),0
2744886,2704711,06/11/2019 04:00:00 AM,2019,June,11,Tuesday,4,1,Bourke Street Mall (North),3
2624899,2584724,03/05/2019 04:00:00 AM,2019,March,5,Tuesday,4,1,Bourke Street Mall (North),6
2718554,2678379,05/21/2019 04:00:00 AM,2019,May,21,Tuesday,4,1,Bourke Street Mall (North),3
16127,2903737,11/14/2019 04:00:00 AM,2019,November,14,Thursday,4,1,Bourke Street Mall (North),4
2946411,2866148,10/16/2019 04:00:00 AM,2019,October,16,Wednesday,4,1,Bourke Street Mall (North),5
2893731,2813253,09/04/2019 04:00:00 AM,2019,September,4,Wednesday,4,1,Bourke Street Mall (North),6
3092894,3092895,04/02/2020 03:00:00 AM,2020,April,2,Thursday,3,1,Bourke Street Mall (North),0
3041706,3041704,02/25/2020 03:00:00 AM,2020,February,25,Tuesday,3,1,Bourke Street Mall (North),5
2977790,2977791,01/09/2020 03:00:00 AM,2020,January,9,Thursday,3,1,Bourke Street Mall (North),3
3247505,3247492,07/22/2020 04:00:00 AM,2020,July,22,Wednesday,4,1,Bourke Street Mall (North),0
3186441,3186440,06/08/2020 04:00:00 AM,2020,June,8,Monday,4,1,Bourke Street Mall (North),0
3088748,3088747,03/30/2020 03:00:00 AM,2020,March,30,Monday,3,1,Bourke Street Mall (North),1
3152291,3152292,05/15/2020 02:00:00 AM,2020,May,15,Friday,2,1,Bourke Street Mall (North),1
76553,37918,08/04/2009 04:00:00 AM,2009,August,4,Tuesday,4,2,Bourke Street Mall (South),1
135382,96704,12/21/2009 03:00:00 AM,2009,December,21,Monday,3,2,Bourke Street Mall (South),1
66348,27718,07/10/2009 04:00:00 AM,2009,July,10,Friday,4,2,Bourke Street Mall (South),1
56960,18334,06/17/2009 04:00:00 AM,2009,June,17,Wednesday,4,2,Bourke Street Mall (South),0
40468,1847,05/06/2009 03:00:00 AM,2009,May,6,Wednesday,3,2,Bourke Street Mall (South),1
117223,78560,11/09/2009 03:00:00 AM,2009,November,9,Monday,3,2,Bourke Street Mall (South),2
102952,64304,10/07/2009 03:00:00 AM,2009,October,7,Wednesday,3,2,Bourke Street Mall (South),0
91229,52589,09/09/2009 03:00:00 AM,2009,September,9,Wednesday,3,2,Bourke Street Mall (South),1
181635,142928,04/07/2010 03:00:00 AM,2010,April,7,Wednesday,3,2,Bourke Street Mall (South),1
235912,197179,08/11/2010 01:00:00 AM,2010,August,11,Wednesday,1,2,Bourke Street Mall (South),1
277212,242417,12/01/2010 04:00:00 AM,2010,December,1,Wednesday,4,2,Bourke Street Mall (South),2
156565,117872,02/08/2010 03:00:00 AM,2010,February,8,Monday,3,2,Bourke Street Mall (South),2
146212,107522,01/15/2010 04:00:00 AM,2010,January,15,Friday,4,2,Bourke Street Mall (South),1
229154,190424,07/26/2010 03:00:00 AM,2010,July,26,Monday,3,2,Bourke Street Mall (South),0
211866,173144,06/16/2010 03:00:00 AM,2010,June,16,Wednesday,3,2,Bourke Street Mall (South),1
171711,133010,03/15/2010 04:00:00 AM,2010,March,15,Monday,4,2,Bourke Street Mall (South),1
199790,161072,05/19/2010 03:00:00 AM,2010,May,19,Wednesday,3,2,Bourke Street Mall (South),0
271043,236257,11/15/2010 03:00:00 AM,2010,November,15,Monday,3,2,Bourke Street Mall (South),4
255646,220877,10/08/2010 03:00:00 AM,2010,October,8,Friday,3,2,Bourke Street Mall (South),0
243007,208246,09/07/2010 12:00:00 AM,2010,September,7,Tuesday,0,2,Bourke Street Mall (South),1
330356,295499,04/12/2011 02:00:00 AM,2011,April,12,Tuesday,2,2,Bourke Street Mall (South),2
384675,349780,08/23/2011 03:00:00 AM,2011,August,23,Tuesday,3,2,Bourke Street Mall (South),1
427132,392205,12/05/2011 04:00:00 AM,2011,December,5,Monday,4,2,Bourke Street Mall (South),2
305914,271077,02/10/2011 04:00:00 AM,2011,February,10,Thursday,4,2,Bourke Street Mall (South),3
290766,255947,01/04/2011 02:00:00 AM,2011,January,4,Tuesday,2,2,Bourke Street Mall (South),3
365505,330621,07/07/2011 04:00:00 AM,2011,July,7,Thursday,4,2,Bourke Street Mall (South),2
358956,324076,06/21/2011 03:00:00 AM,2011,June,21,Tuesday,3,2,Bourke Street Mall (South),1
313693,278849,03/02/2011 04:00:00 AM,2011,March,2,Wednesday,4,2,Bourke Street Mall (South),3
350399,315525,05/31/2011 04:00:00 AM,2011,May,31,Tuesday,4,2,Bourke Street Mall (South),1
415702,380781,11/07/2011 04:00:00 AM,2011,November,7,Monday,4,2,Bourke Street Mall (South),1
408352,373437,10/20/2011 04:00:00 AM,2011,October,20,Thursday,4,2,Bourke Street Mall (South),1
398984,364077,09/27/2011 04:00:00 AM,2011,September,27,Tuesday,4,2,Bourke Street Mall (South),0
716068,446714,04/10/2012 04:00:00 AM,2012,April,10,Tuesday,4,2,Bourke Street Mall (South),1
527969,498122,08/07/2012 04:00:00 AM,2012,August,7,Tuesday,4,2,Bourke Street Mall (South),1
590380,560533,12/31/2012 02:00:00 AM,2012,December,31,Monday,2,2,Bourke Street Mall (South),5
452279,417338,02/02/2012 04:00:00 AM,2012,February,2,Thursday,4,2,Bourke Street Mall (South),2
442775,407834,01/11/2012 04:00:00 AM,2012,January,11,Wednesday,4,2,Bourke Street Mall (South),3
518897,489050,07/17/2012 04:00:00 AM,2012,July,17,Tuesday,4,2,Bourke Street Mall (South),3
501149,471302,06/06/2012 02:00:00 AM,2012,June,6,Wednesday,2,2,Bourke Street Mall (South),1
709552,440198,03/26/2012 02:00:00 AM,2012,March,26,Monday,2,2,Bourke Street Mall (South),3
497261,467414,05/28/2012 02:00:00 AM,2012,May,28,Monday,2,2,Bourke Street Mall (South),1
570786,540939,11/15/2012 04:00:00 AM,2012,November,15,Thursday,4,2,Bourke Street Mall (South),1
557376,527529,10/15/2012 03:00:00 AM,2012,October,15,Monday,3,2,Bourke Street Mall (South),2
549186,519339,09/26/2012 04:00:00 AM,2012,September,26,Wednesday,4,2,Bourke Street Mall (South),0
632802,602955,04/09/2013 04:00:00 AM,2013,April,9,Tuesday,4,2,Bourke Street Mall (South),4
682525,652651,08/06/2013 04:00:00 AM,2013,August,6,Tuesday,4,2,Bourke Street Mall (South),0
934548,726476,12/05/2013 04:00:00 AM,2013,December,5,Thursday,4,2,Bourke Street Mall (South),3
611616,581769,02/19/2013 03:00:00 AM,2013,February,19,Tuesday,3,2,Bourke Street Mall (South),2
594052,564205,01/09/2013 02:00:00 AM,2013,January,9,Wednesday,2,2,Bourke Street Mall (South),4
676509,646638,07/22/2013 03:00:00 AM,2013,July,22,Monday,3,2,Bourke Street Mall (South),2
660172,630318,06/12/2013 03:00:00 AM,2013,June,12,Wednesday,3,2,Bourke Street Mall (South),0
618078,588231,03/06/2013 02:00:00 AM,2013,March,6,Wednesday,2,2,Bourke Street Mall (South),7
648338,618489,05/15/2013 03:00:00 AM,2013,May,15,Wednesday,3,2,Bourke Street Mall (South),1
927532,719487,11/25/2013 03:00:00 AM,2013,November,25,Monday,3,2,Bourke Street Mall (South),4
908234,700218,10/29/2013 03:00:00 AM,2013,October,29,Tuesday,3,2,Bourke Street Mall (South),3
699021,669126,09/12/2013 03:00:00 AM,2013,September,12,Thursday,3,2,Bourke Street Mall (South),0
787946,814204,04/02/2014 04:00:00 AM,2014,April,2,Wednesday,4,2,Bourke Street Mall (South),3
882761,908946,08/05/2014 03:00:00 AM,2014,August,5,Tuesday,3,2,Bourke Street Mall (South),2
981390,1006773,12/09/2014 04:00:00 AM,2014,December,9,Tuesday,4,2,Bourke Street Mall (South),4
750072,776376,02/10/2014 03:00:00 AM,2014,February,10,Monday,3,2,Bourke Street Mall (South),1
724002,750336,01/07/2014 03:00:00 AM,2014,January,7,Tuesday,3,2,Bourke Street Mall (South),1
872652,898852,07/22/2014 04:00:00 AM,2014,July,22,Tuesday,4,2,Bourke Street Mall (South),2
833649,859875,06/02/2014 03:00:00 AM,2014,June,2,Monday,3,2,Bourke Street Mall (South),4
765802,792086,03/03/2014 02:00:00 AM,2014,March,3,Monday,2,2,Bourke Street Mall (South),6
819083,845322,05/14/2014 03:00:00 AM,2014,May,14,Wednesday,3,2,Bourke Street Mall (South),2
959076,984459,11/10/2014 04:00:00 AM,2014,November,10,Monday,4,2,Bourke Street Mall (South),4
1165643,957786,10/07/2014 03:00:00 AM,2014,October,7,Tuesday,3,2,Bourke Street Mall (South),1
1150793,942936,09/18/2014 03:00:00 AM,2014,September,18,Thursday,3,2,Bourke Street Mall (South),0
1094077,1119460,04/22/2015 03:00:00 AM,2015,April,22,Wednesday,3,2,Bourke Street Mall (South),0
1259702,1232765,08/20/2015 03:00:00 AM,2015,August,20,Thursday,3,2,Bourke Street Mall (South),2
1364541,1337604,12/08/2015 04:00:00 AM,2015,December,8,Tuesday,4,2,Bourke Street Mall (South),7
1024474,1049857,02/02/2015 03:00:00 AM,2015,February,2,Monday,3,2,Bourke Street Mall (South),3
1008982,1034365,01/14/2015 03:00:00 AM,2015,January,14,Wednesday,3,2,Bourke Street Mall (South),4
1212790,1185853,07/01/2015 03:00:00 AM,2015,July,1,Wednesday,3,2,Bourke Street Mall (South),0
1192126,1165189,06/10/2015 03:00:00 AM,2015,June,10,Wednesday,3,2,Bourke Street Mall (South),0
1068350,1093733,03/24/2015 03:00:00 AM,2015,March,24,Tuesday,3,2,Bourke Street Mall (South),2
1411600,1151452,05/26/2015 10:00:00 PM,2015,May,26,Tuesday,22,2,Bourke Street Mall (South),0
1331758,1304821,11/04/2015 03:00:00 AM,2015,November,4,Wednesday,3,2,Bourke Street Mall (South),4
1311286,1284349,10/13/2015 03:00:00 AM,2015,October,13,Tuesday,3,2,Bourke Street Mall (South),2
1272017,1245080,09/02/2015 03:00:00 AM,2015,September,2,Wednesday,3,2,Bourke Street Mall (South),1
1493489,1455155,04/04/2016 04:00:00 AM,2016,April,4,Monday,4,2,Bourke Street Mall (South),6
1618395,1580061,08/05/2016 11:00:00 PM,2016,August,5,Friday,23,2,Bourke Street Mall (South),0
1858135,1704779,12/14/2016 04:00:00 AM,2016,December,14,Wednesday,4,2,Bourke Street Mall (South),7
1445166,1406878,02/16/2016 03:00:00 AM,2016,February,16,Tuesday,3,2,Bourke Street Mall (South),4
1652235,1378678,01/19/2016 03:00:00 AM,2016,January,19,Tuesday,3,2,Bourke Street Mall (South),3
1608573,1570239,07/27/2016 04:00:00 AM,2016,July,27,Wednesday,4,2,Bourke Street Mall (South),2
1565241,1526907,06/14/2016 02:00:00 AM,2016,June,14,Tuesday,2,2,Bourke Street Mall (South),4
1488463,1450129,03/30/2016 04:00:00 AM,2016,March,30,Wednesday,4,2,Bourke Street Mall (South),3
1524198,1485864,05/05/2016 03:00:00 AM,2016,May,5,Thursday,3,2,Bourke Street Mall (South),2
1836507,1683151,11/21/2016 04:00:00 AM,2016,November,21,Monday,4,2,Bourke Street Mall (South),3
1791219,1637863,10/03/2016 11:00:00 PM,2016,October,3,Monday,23,2,Bourke Street Mall (South),0
1649265,1610931,09/07/2016 02:00:00 AM,2016,September,7,Wednesday,2,2,Bourke Street Mall (South),0
1726116,1805828,04/03/2017 03:00:00 AM,2017,April,3,Monday,3,2,Bourke Street Mall (South),3
1978227,1938053,08/23/2017 03:00:00 AM,2017,August,23,Wednesday,3,2,Bourke Street Mall (South),1
2107585,2067411,12/21/2017 03:00:00 AM,2017,December,21,Thursday,3,2,Bourke Street Mall (South),6
1680867,1760630,02/13/2017 03:00:00 AM,2017,February,13,Monday,3,2,Bourke Street Mall (South),5
1659954,1739717,01/20/2017 09:00:00 PM,2017,January,20,Friday,21,2,Bourke Street Mall (South),0
1936375,1896201,07/11/2017 02:00:00 AM,2017,July,11,Tuesday,2,2,Bourke Street Mall (South),2
1911087,1870913,06/13/2017 03:00:00 AM,2017,June,13,Tuesday,3,2,Bourke Street Mall (South),1
1708782,1788545,03/15/2017 03:00:00 AM,2017,March,15,Wednesday,3,2,Bourke Street Mall (South),3
1764801,1844513,05/15/2017 03:00:00 AM,2017,May,15,Monday,3,2,Bourke Street Mall (South),1
2073757,2033583,11/21/2017 04:00:00 AM,2017,November,21,Tuesday,4,2,Bourke Street Mall (South),2
2020240,1980066,10/03/2017 03:00:00 AM,2017,October,3,Tuesday,3,2,Bourke Street Mall (South),4
2005329,1965155,09/19/2017 03:00:00 AM,2017,September,19,Tuesday,3,2,Bourke Street Mall (South),1
2331573,2192525,04/10/2018 02:00:00 AM,2018,April,10,Tuesday,2,2,Bourke Street Mall (South),6
2393717,2357887,08/29/2018 02:00:00 AM,2018,August,29,Wednesday,2,2,Bourke Street Mall (South),7
2540012,2504182,12/27/2018 03:00:00 AM,2018,December,27,Thursday,3,2,Bourke Street Mall (South),7
2253571,2114523,02/01/2018 04:00:00 AM,2018,February,1,Thursday,4,2,Bourke Street Mall (South),1
2221379,2082331,01/03/2018 04:00:00 AM,2018,January,3,Wednesday,4,2,Bourke Street Mall (South),6
2211242,2305614,07/17/2018 03:00:00 AM,2018,July,17,Tuesday,3,2,Bourke Street Mall (South),0
2170208,2264595,06/12/2018 03:00:00 AM,2018,June,12,Tuesday,3,2,Bourke Street Mall (South),2
2299456,2160408,03/13/2018 03:00:00 AM,2018,March,13,Tuesday,3,2,Bourke Street Mall (South),7
2155232,2249619,05/30/2018 03:00:00 AM,2018,May,30,Wednesday,3,2,Bourke Street Mall (South),4
2482787,2446957,11/09/2018 06:00:00 PM,2018,November,9,Friday,18,2,Bourke Street Mall (South),0
2445704,2409874,10/10/2018 03:00:00 AM,2018,October,10,Wednesday,3,2,Bourke Street Mall (South),4
2428431,2392601,09/26/2018 04:00:00 AM,2018,September,26,Wednesday,4,2,Bourke Street Mall (South),2
2665594,2625419,04/08/2019 02:00:00 AM,2019,April,8,Monday,2,2,Bourke Street Mall (South),5
2851188,2770652,08/02/2019 12:00:00 AM,2019,August,2,Friday,0,2,Bourke Street Mall (South),0
2812043,2937683,12/10/2019 03:00:00 AM,2019,December,10,Tuesday,3,2,Bourke Street Mall (South),5
2618780,2578605,02/28/2019 04:00:00 AM,2019,February,28,Thursday,4,2,Bourke Street Mall (South),4
2584579,2544404,01/30/2019 03:00:00 AM,2019,January,30,Wednesday,3,2,Bourke Street Mall (South),4
2781183,2741008,07/10/2019 12:00:00 AM,2019,July,10,Wednesday,0,2,Bourke Street Mall (South),3
2761101,2720926,06/24/2019 02:00:00 AM,2019,June,24,Monday,2,2,Bourke Street Mall (South),4
2651294,2611119,03/27/2019 04:00:00 AM,2019,March,27,Wednesday,4,2,Bourke Street Mall (South),6
2711135,2670960,05/15/2019 02:00:00 AM,2019,May,15,Wednesday,2,2,Bourke Street Mall (South),3
31832,2919422,11/26/2019 03:00:00 AM,2019,November,26,Tuesday,3,2,Bourke Street Mall (South),3
2956627,2876408,10/24/2019 02:00:00 AM,2019,October,24,Thursday,2,2,Bourke Street Mall (South),7
2920111,2839704,09/25/2019 02:00:00 AM,2019,September,25,Wednesday,2,2,Bourke Street Mall (South),4
3098256,3098255,04/06/2020 02:00:00 AM,2020,April,6,Monday,2,2,Bourke Street Mall (South),1
3023975,3023976,02/12/2020 04:00:00 AM,2020,February,12,Wednesday,4,2,Bourke Street Mall (South),1
2994226,2994227,01/21/2020 03:00:00 AM,2020,January,21,Tuesday,3,2,Bourke Street Mall (South),5
3247447,3247434,07/22/2020 03:00:00 AM,2020,July,22,Wednesday,3,2,Bourke Street Mall (South),0
3198840,3198841,06/17/2020 01:00:00 AM,2020,June,17,Wednesday,1,2,Bourke Street Mall (South),1
3083120,3083120,03/26/2020 02:00:00 AM,2020,March,26,Thursday,2,2,Bourke Street Mall (South),1
3152348,3152349,05/15/2020 03:00:00 AM,2020,May,15,Friday,3,2,Bourke Street Mall (South),0
85515,46878,08/26/2009 03:00:00 AM,2009,August,26,Wednesday,3,3,Melbourne Central,6
135835,97155,12/22/2009 04:00:00 AM,2009,December,22,Tuesday,4,3,Melbourne Central,9
70414,31782,07/20/2009 03:00:00 AM,2009,July,20,Monday,3,3,Melbourne Central,8
56536,17910,06/16/2009 03:00:00 AM,2009,June,16,Tuesday,3,3,Melbourne Central,10
45152,6531,05/19/2009 03:00:00 AM,2009,May,19,Tuesday,3,3,Melbourne Central,8
