WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,OWNERSHIP,BRIDGE_MAIN,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,Undersized,Shallow Main,Condition Score,OVERSIZED,CLEANED,Shape__Length
83846,ACTIVE,KIT 4,11567,TREATED,150,CI,NO,NONE,1963-06-01,DONATED,KITCHENER,N,7,4,1,N,N,7.75,N,Y,12.5355798588161
34220,ACTIVE,KIT 4,11567,TREATED,150,CI,NO,NONE,1963-06-01,DONATED,KITCHENER,N,7,4,2,Y,N,5.75,N,Y,353.962427667235
83850,ACTIVE,KIT 5,4842,TREATED,300,DI,NO,NONE,1980-06-01,DONATED,KITCHENER,N,6,6,38,N,N,8.5,N,Y,7.77610310512659
36380,ACTIVE,KIT 5,4842,TREATED,300,DI,NO,NONE,1980-06-01,DONATED,KITCHENER,N,6,6,38,N,N,8.5,N,Y,135.647698261017
83852,ACTIVE,KIT 4A,601853,TREATED,200,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,6,2,44,N,N,9.35,N,Y,1.65913620840942
77464,ACTIVE,KIT 4A,601853,TREATED,200,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,6,2,44,N,N,9.35,N,Y,63.2385651365361
77466,ACTIVE,KIT 4A,601853,TREATED,200,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,6,2,44,N,N,9.35,N,Y,88.6790271924011
77468,ACTIVE,KIT 4A,540398,TREATED,200,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,6,2,44,N,N,9.35,N,Y,38.4043307103197
77470,ACTIVE,KIT 4A,601832,TREATED,150,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,5,2,44,N,N,9.35,N,Y,49.412859700764
77472,ACTIVE,KIT 4A,601832,TREATED,150,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,5,2,44,N,N,9.35,N,Y,67.169272074364
77474,ACTIVE,KIT 4A,601838,TREATED,150,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,5,2,44,N,N,9.35,N,Y,45.8713898893608
79684,ACTIVE,KIT 4A,601838,TREATED,150,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,5,2,44,N,N,9.35,N,Y,73.364745793543
77478,ACTIVE,KIT 4A,601855,TREATED,150,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,5,2,44,N,N,9.35,N,Y,95.918201936008
83854,ACTIVE,KIT 4A,601855,TREATED,150,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,0,2,44,N,N,9.35,N,Y,2.24330003586726
77480,ACTIVE,KIT 4A,601834,TREATED,150,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,6,2,44,N,N,9.35,N,Y,56.0800241041926
77482,ACTIVE,KIT 4A,601834,TREATED,150,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,6,2,44,N,N,9.35,N,Y,56.4786569047588
77484,ACTIVE,KIT 4A,601814,TREATED,200,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,5,2,42,N,N,9.35,N,Y,75.4014154365915
77486,ACTIVE,KIT 4A,601838,TREATED,150,PVC,NO,NONE,2011-09-15,DONATED,KITCHENER,N,5,2,44,N,N,9.35,N,Y,2.63680826081755
77534,ACTIVE,KIT 4,6693,TREATED,300,PVC,NO,NONE,2013-04-11,PURCHASED,KITCHENER,N,7,2,22,N,N,6.15,N,N,116.896236667949
83856,ACTIVE,KIT 4,6693,TREATED,300,PVC,NO,NONE,2013-04-11,PURCHASED,KITCHENER,N,7,2,22,N,N,9.35,N,N,60.7094144322995
83858,ACTIVE,KIT 4,6693,TREATED,300,PVC,NO,NONE,2013-04-11,PURCHASED,KITCHENER,N,7,2,22,N,N,9.35,N,N,12.4432441084475
83860,ACTIVE,KIT 4,6612,TREATED,150,PVC,NO,NONE,2013-04-11,PURCHASED,KITCHENER,N,7,2,22,N,N,9.35,N,Y,0.429199278335085
77554,ACTIVE,KIT 4,6691,TREATED,150,PVC,NO,NONE,2013-04-11,PURCHASED,KITCHENER,N,7,2,22,N,N,9.35,N,Y,58.7081242608193
77602,ACTIVE,KIT 2W,602346,TREATED,300,PVC,NO,NONE,2011-10-01,DONATED,KITCHENER,N,6,5,41,N,N,9.35,N,N,61.0461967504621
77604,ACTIVE,KIT 2W,602338,TREATED,200,PVC,NO,NONE,2011-10-02,DONATED,KITCHENER,N,5,5,42,N,N,9.35,N,N,44.4608935893167
41640,ACTIVE,KIT 4,11111,TREATED,200,DI,NO,NONE,1975-01-01,PURCHASED,KITCHENER,N,7,2,29,N,N,6.5,N,Y,196.874278393947
76689,ACTIVE,KIT 4,9845,TREATED,150,PVC,NO,NONE,2010-09-01,PURCHASED,KITCHENER,N,5,2,14,N,N,9.35,N,Y,13.7794435191648
66380,ACTIVE,KIT 4,21546,TREATED,150,AC,NO,NONE,1965-06-01,DONATED,KITCHENER,N,5,3,18,N,N,7.5,N,N,154.454352487564
83864,ACTIVE,KIT 5,600588,TREATED,200,PVC,NO,NONE,2004-06-01,DONATED,KITCHENER,N,6,3,0,N,N,9.35,N,N,13.0171296377037
70220,ACTIVE,KIT 5,600588,TREATED,200,PVC,NO,NONE,2004-06-01,DONATED,KITCHENER,N,6,3,0,N,N,9.35,N,N,68.2783313505248
83866,ACTIVE,KIT 5,600608,TREATED,200,PVC,NO,NONE,2004-06-01,DONATED,KITCHENER,N,6,3,0,N,N,9.35,N,N,5.46723908633011
70310,ACTIVE,KIT 5,600608,TREATED,200,PVC,NO,NONE,2004-06-01,DONATED,KITCHENER,N,6,3,0,N,N,9.35,N,N,73.8723902018842
83868,ACTIVE,KIT 5,601580,TREATED,150,PVC,NO,NONE,2008-06-16,DONATED,KITCHENER,N,5,3,0,N,N,9.35,N,N,3.27287350560049
68909,ACTIVE,KIT 5,600546,TREATED,150,PVC,NO,NONE,2008-06-16,DONATED,KITCHENER,N,4,3,0,N,N,9.35,N,N,32.9817839348341
70650,ACTIVE,KIT 4,600392,TREATED,300,PVC,NO,NONE,2006-06-01,DONATED,KITCHENER,N,6,4,0,N,N,9.35,N,Y,248.286906226579
69583,ACTIVE,KIT 6,21747,TREATED,600,PVC,NO,NONE,2008-02-19,PURCHASED,REGION,N,0,6,0,N,N,9.35,N,Y,78.2605041090479
16210,ACTIVE,KIT 4,23124,TREATED,150,DI,NO,NONE,1967-01-01,DONATED,KITCHENER,N,6,4,14,N,N,8.5,N,Y,91.4624839237246
83872,ACTIVE,KIT 4,23124,TREATED,150,DI,NO,NONE,1967-01-01,DONATED,KITCHENER,N,6,4,14,N,N,8.5,N,Y,12.5779756522547
63290,ACTIVE,KIT 4,10016,TREATED,25,COP,NO,NONE,1954-11-01,DONATED,KITCHENER,N,3,5,1,N,N,6.0,N,N,41.8632843809408
83876,ACTIVE,KIT 2W,22709,TREATED,300,DI,NO,NONE,1969-01-01,PURCHASED,KITCHENER,N,6,5,34,N,N,8.5,N,N,6.99163442990567
9690,ACTIVE,KIT 2W,16057,TREATED,300,DI,NO,NONE,1969-01-01,PURCHASED,KITCHENER,N,7,5,35,N,N,8.5,N,N,96.9427224517708
83878,ACTIVE,KIT 4,12091,TREATED,150,CI,NO,NONE,1967-01-01,DONATED,KITCHENER,N,5,4,25,N,N,7.85,N,Y,1.82179243628209
19770,ACTIVE,KIT 4,12091,TREATED,150,CI,NO,NONE,1967-01-01,DONATED,KITCHENER,N,5,4,25,N,N,3.93,N,Y,80.5882657389957
83880,ACTIVE,KIT 4,15156,TREATED,150,PVC,NO,NONE,1976-01-01,DONATED,KITCHENER,N,6,4,15,N,N,9.35,N,Y,6.63211949229358
28170,ACTIVE,KIT 4,15156,TREATED,150,PVC,NO,NONE,1976-01-01,DONATED,KITCHENER,N,6,4,15,N,N,9.35,N,Y,201.660069619581
83882,ACTIVE,KIT 6,21144,TREATED,150,DI,NO,NONE,1985-06-01,DONATED,KITCHENER,N,6,6,2,N,N,9.1,N,Y,10.6855853110704
19580,ACTIVE,KIT 6,21144,TREATED,150,DI,NO,NONE,1985-06-01,DONATED,KITCHENER,N,6,6,2,N,N,9.1,N,Y,199.897620409235
83884,ACTIVE,KIT 6,21144,TREATED,150,DI,NO,NONE,1985-06-01,DONATED,KITCHENER,N,6,6,2,N,N,9.1,N,Y,12.6111016292927
83886,ACTIVE,KIT 6,21144,TREATED,150,DI,NO,NONE,1985-06-01,DONATED,KITCHENER,N,6,6,2,N,N,9.1,N,Y,192.328429868672
83890,ACTIVE,KIT 5,600384,TREATED,300,PVC,NO,NONE,2003-06-01,DONATED,KITCHENER,N,6,6,25,N,N,9.35,N,Y,10.7201609909521
83892,ACTIVE,KIT 5,600384,TREATED,300,PVC,NO,NONE,2003-06-01,DONATED,KITCHENER,N,7,6,24,N,N,9.35,N,Y,12.1248817965291
69110,ACTIVE,KIT 5,600384,TREATED,300,PVC,NO,NONE,2003-06-01,DONATED,KITCHENER,N,7,6,25,N,N,9.35,N,Y,117.993973739848
59310,ACTIVE,KIT 4,1737,TREATED,300,DI,NO,NONE,1996-06-01,PURCHASED,KITCHENER,N,7,2,25,N,N,9.1,N,Y,3.68328172254222
68860,ACTIVE,KIT 4,600481,TREATED,200,PVC,NO,NONE,1999-06-01,DONATED,KITCHENER,N,6,4,26,N,N,9.35,N,Y,94.9496404893563
83894,ACTIVE,KIT 4,600481,TREATED,200,PVC,NO,NONE,1999-06-01,DONATED,KITCHENER,N,6,4,26,N,N,9.35,N,Y,14.7823832671834
5420,ACTIVE,KIT 4,22121,TREATED,150,DI,NO,NONE,1989-01-01,DONATED,KITCHENER,N,6,5,19,N,N,9.1,N,N,6.73622969222057
83896,ACTIVE,KIT 4,22121,TREATED,150,DI,NO,NONE,1989-01-01,DONATED,KITCHENER,N,6,5,19,N,N,9.1,N,N,3.10454399334434
83898,ACTIVE,KIT 4,601160,TREATED,200,PVC,NO,NONE,2007-06-15,DONATED,KITCHENER,N,6,4,32,N,N,9.35,N,Y,12.954866995645
71780,ACTIVE,KIT 4,601160,TREATED,200,PVC,NO,NONE,2007-06-15,DONATED,KITCHENER,N,6,4,32,N,N,9.35,N,Y,81.6027924250374
83900,ACTIVE,KIT 4,601160,TREATED,200,PVC,NO,NONE,2007-06-15,DONATED,KITCHENER,N,6,4,32,N,N,9.35,N,Y,5.59268210502098
83902,ACTIVE,KIT 4,601160,TREATED,200,PVC,NO,NONE,2007-06-15,DONATED,KITCHENER,N,6,4,32,N,N,9.35,N,Y,70.9417062361127
1810,ACTIVE,KIT 4,9837,TREATED,150,CI,NO,NONE,1974-07-17,DONATED,KITCHENER,N,7,4,6,N,N,7.85,N,N,75.7397686871082
83906,ACTIVE,KIT 2W,601409,TREATED,150,PVC,NO,NONE,2005-11-01,DONATED,KITCHENER,N,6,5,40,N,N,9.35,N,N,14.3413389909699
74380,ACTIVE,KIT 2W,601409,TREATED,150,PVC,NO,NONE,2005-11-01,DONATED,KITCHENER,N,6,5,40,N,N,9.35,N,N,75.9927197598112
83908,ACTIVE,KIT 2W,21541,TREATED,150,DI,NO,NONE,1981-01-01,DONATED,KITCHENER,N,5,5,32,N,N,8.5,N,N,19.1496425202819
8740,ACTIVE,KIT 4,22928,TREATED,150,CI,NO,NONE,1960-01-01,PURCHASED,KITCHENER,N,6,4,23B,N,N,7.75,N,Y,2.65756896510487
83910,ACTIVE,KIT 4,22928,TREATED,150,CI,NO,NONE,1960-01-01,PURCHASED,KITCHENER,N,0,4,23B,N,N,7.75,N,Y,1.26576470652252
83912,ACTIVE,KIT 4,20903,TREATED,100,CI,NO,NONE,1957-01-01,DONATED,KITCHENER,N,0,1,1,N,N,7.75,N,Y,1.43198625706117
4690,ACTIVE,KIT 4,20659,TREATED,100,CI,NO,NONE,1957-01-01,DONATED,KITCHENER,N,4,1,1,N,N,7.75,N,Y,98.5670867585653
76622,ACTIVE,KIT 4,7060,TREATED,300,DI,NO,NONE,1988-01-01,PURCHASED,KITCHENER,N,7,2,24,N,N,9.1,N,Y,69.260791697918
83916,ACTIVE,KIT 4,23038,TREATED,150,CI,NO,NONE,1963-12-01,DONATED,KITCHENER,N,6,5,23,N,N,7.75,N,N,4.09641996193553
33980,ACTIVE,KIT 4,23038,TREATED,150,CI,NO,NONE,1963-12-01,DONATED,KITCHENER,N,6,5,23,N,N,5.35,N,N,188.205991332371
83918,ACTIVE,KIT 4,23038,TREATED,150,CI,NO,NONE,1963-12-01,DONATED,KITCHENER,N,6,5,23,N,N,3.83,N,N,11.6885244908644
83920,ACTIVE,KIT 2EA,600972,TREATED,150,PVC,NO,NONE,2005-06-01,DONATED,KITCHENER,N,6,5,27,N,N,9.35,N,N,5.65618851985839
72560,ACTIVE,KIT 2EA,600972,TREATED,150,PVC,NO,NONE,2005-06-01,DONATED,KITCHENER,N,5,5,27,N,N,9.35,N,N,55.3890576731621
83922,ACTIVE,KIT 4,13287,TREATED,600,CPP,NO,NONE,1966-01-01,PURCHASED,REGION,N,8,5,0,N,N,9.15,N,N,43.5319692017034
27130,ACTIVE,KIT 4,13287,TREATED,600,CPP,NO,NONE,1966-01-01,PURCHASED,REGION,N,7,5,0,N,N,6.75,N,N,83.2510484346213
83926,ACTIVE,KIT 4,13253,TREATED,150,PVC,NO,NONE,1999-06-01,PURCHASED,KITCHENER,N,7,4,19,N,N,9.35,N,Y,3.12979697525331
76258,ACTIVE,KIT 4,8822,TREATED,150,PVC,NO,NONE,2007-09-01,PURCHASED,KITCHENER,N,7,2,32,N,N,9.35,N,Y,8.33205968326867
27630,ACTIVE,KIT 4,10276,TREATED,150,PVC,NO,NONE,1976-01-01,DONATED,KITCHENER,N,6,4,12,N,N,9.35,N,Y,190.65173488761
83928,ACTIVE,KIT 4,10276,TREATED,150,PVC,NO,NONE,1976-01-01,DONATED,KITCHENER,N,6,4,12,N,N,9.35,N,Y,11.8863624442167
83930,ACTIVE,KIT 4,10148,TREATED,150,CI,NO,NONE,1948-06-01,DONATED,KITCHENER,N,6,5,1,N,N,7.75,N,N,9.95088693981003
32130,ACTIVE,KIT 4,10148,TREATED,150,CI,NO,NONE,1948-06-01,DONATED,KITCHENER,N,5,5,1,N,N,6.15,N,N,125.879929631057
83932,ACTIVE,KIT 4,25514,TREATED,150,PVC,NO,NONE,1997-06-01,DONATED,KITCHENER,N,6,4,17,N,N,9.35,N,Y,12.5634162618037
83934,ACTIVE,KIT 4,40112,TREATED,150,PVC,NO,NONE,1997-06-01,DONATED,KITCHENER,N,6,4,17,N,N,9.35,N,Y,126.912344046797
60060,ACTIVE,KIT 4,40112,TREATED,150,PVC,NO,NONE,1997-06-01,DONATED,KITCHENER,N,6,4,17,N,N,9.35,N,Y,144.460707198503
76042,ACTIVE,KIT 4,10137,TREATED,150,PVC,NO,NONE,2008-08-30,PURCHASED,KITCHENER,N,6,5,2,N,N,9.35,N,N,4.98451820889922
26980,ACTIVE,KIT 4,23223,TREATED,200,DI,NO,NONE,1966-01-01,DONATED,KITCHENER,N,6,4,14,N,N,6.9,N,Y,129.946284966027
83938,ACTIVE,KIT 4,20658,TREATED,150,CI,NO,NONE,1957-01-01,DONATED,KITCHENER,N,6,1,1,N,N,7.75,N,Y,1.01336303542915
23050,ACTIVE,KIT 4,20887,TREATED,150,CI,NO,NONE,1957-01-01,DONATED,KITCHENER,N,7,1,1,N,N,7.75,N,Y,93.9040836459621
83940,ACTIVE,KIT 4,9120,TREATED,150,DI,NO,NONE,1978-01-01,DONATED,KITCHENER,N,6,3,12,N,N,8.5,N,N,12.7346171734861
18930,ACTIVE,KIT 4,9120,TREATED,150,DI,NO,NONE,1978-01-01,DONATED,KITCHENER,N,6,3,12,N,N,8.5,N,N,111.106377229384
83942,ACTIVE,KIT 2EA,40223,TREATED,200,PVC,NO,NONE,2006-06-01,DONATED,KITCHENER,N,5,5,26,N,N,9.35,N,N,12.2806933809481
61220,ACTIVE,KIT 2EA,600091,TREATED,200,PVC,NO,NONE,2006-06-01,DONATED,KITCHENER,N,5,5,26,N,N,9.35,N,N,94.9674998308354
83944,ACTIVE,KIT 5,5531,TREATED,150,DI,NO,NONE,1992-08-01,DONATED,KITCHENER,N,5,6,34,N,N,9.1,N,Y,52.8082238441143
28900,ACTIVE,KIT 5,5531,TREATED,150,DI,NO,NONE,1992-08-01,DONATED,KITCHENER,N,5,6,34,N,N,7.9,N,Y,140.875382793533
83946,ACTIVE,KIT 6,21146,TREATED,150,DI,NO,NONE,1986-06-01,DONATED,KITCHENER,N,6,6,2,N,N,9.1,N,Y,7.24931874347703
15240,ACTIVE,KIT 6,21146,TREATED,150,DI,NO,NONE,1986-06-01,DONATED,KITCHENER,N,6,6,2,N,N,9.1,N,Y,193.841015492699
83948,ACTIVE,KIT 6,21146,TREATED,150,DI,NO,NONE,1986-06-01,DONATED,KITCHENER,N,6,6,2,N,N,9.1,N,Y,191.986091458304
83950,ACTIVE,KIT 6,21146,TREATED,150,DI,NO,NONE,1986-06-01,DONATED,KITCHENER,N,6,6,2,N,N,9.1,N,Y,8.20318055034584
76445,ACTIVE,KIT 4,11065,TREATED,150,PVC,NO,NONE,2009-07-20,PURCHASED,KITCHENER,N,5,2,9,N,N,9.35,N,Y,29.2914113235995
20530,ACTIVE,KIT 4,10146,TREATED,150,CI,NO,NONE,1947-01-01,DONATED,KITCHENER,N,6,5,1,N,N,4.15,N,N,140.283827649726
83956,ACTIVE,KIT 4,25359,TREATED,300,PVC,NO,NONE,1996-08-01,DONATED,KITCHENER,N,7,4,26,N,N,9.35,N,Y,7.91747855871158
59090,ACTIVE,KIT 4,25359,TREATED,300,PVC,NO,NONE,1996-08-01,DONATED,KITCHENER,N,7,4,26,N,N,9.35,N,Y,105.072267813218
83958,ACTIVE,KIT 4,11581,TREATED,150,CI,NO,NONE,1960-01-01,DONATED,KITCHENER,N,5,4,1,N,N,7.75,N,Y,8.36427311399949
6940,ACTIVE,KIT 4,11581,TREATED,150,CI,NO,NONE,1960-01-01,DONATED,KITCHENER,N,5,4,1,N,N,5.35,N,Y,337.675169109142
83960,ACTIVE,KIT 4,11581,TREATED,150,CI,NO,NONE,1960-01-01,DONATED,KITCHENER,N,5,4,1,N,N,7.75,N,Y,7.94618590283131
83962,ACTIVE,KIT 4,40260,TREATED,150,PVC,NO,NONE,1999-06-01,DONATED,KITCHENER,N,5,4,23A,N,N,9.35,N,Y,12.4331298961904
83964,ACTIVE,KIT 4,40260,TREATED,150,PVC,NO,NONE,1999-06-01,DONATED,KITCHENER,N,6,4,23A,N,N,9.35,N,Y,148.748852977069
62440,ACTIVE,KIT 4,40260,TREATED,150,PVC,NO,NONE,1999-06-01,DONATED,KITCHENER,N,5,4,23A,N,N,9.35,N,Y,150.107503879695
83966,ACTIVE,KIT 4,40260,TREATED,150,PVC,NO,NONE,1999-06-01,DONATED,KITCHENER,N,5,4,23A,N,N,9.35,N,Y,37.5619079374886
83968,ACTIVE,KIT 4,40260,TREATED,150,PVC,NO,NONE,1999-06-01,DONATED,KITCHENER,N,5,4,23A,N,N,9.35,N,Y,11.5624091610884
33180,ACTIVE,KIT 6,21034,TREATED,200,DI,NO,NONE,1978-01-18,DONATED,KITCHENER,N,6,6,7,N,N,8.5,N,N,106.498194059245
83974,ACTIVE,KIT 4,22953,TREATED,150,CI,NO,NONE,1961-01-01,DONATED,KITCHENER,N,6,4,22,N,N,7.75,N,Y,7.00951602320279
18130,ACTIVE,KIT 4,22953,TREATED,150,CI,NO,NONE,1961-01-01,DONATED,KITCHENER,N,5,4,22,N,N,7.75,N,Y,79.8721373968123
83976,ACTIVE,KIT 4,600488,TREATED,300,PVC,NO,NONE,2001-01-01,DONATED,KITCHENER,N,6,4,26,N,N,9.35,N,Y,11.2302020594798
56670,ACTIVE,KIT 4,600488,TREATED,300,PVC,NO,NONE,2001-01-01,DONATED,KITCHENER,N,7,4,26,N,N,9.35,N,Y,161.778779182648
83978,ACTIVE,KIT 4,600488,TREATED,300,PVC,NO,NONE,2001-01-01,DONATED,KITCHENER,N,6,4,26,N,N,9.35,N,Y,4.49183601976269
83980,ACTIVE,KIT 4,10778,TREATED,150,CI,NO,NONE,1962-01-01,DONATED,KITCHENER,N,6,4,22,N,N,7.75,N,Y,11.720784990339
20610,ACTIVE,KIT 4,10778,TREATED,150,CI,NO,NONE,1962-01-01,DONATED,KITCHENER,N,5,4,22,N,N,5.35,N,Y,160.271531546578
83982,ACTIVE,KIT 4,10778,TREATED,150,CI,NO,NONE,1962-01-01,DONATED,KITCHENER,N,5,4,22,N,N,7.75,N,Y,11.7380017880988
83984,ACTIVE,KIT 4,9325,TREATED,150,DI,NO,NONE,1974-01-01,DONATED,KITCHENER,N,5,3,6,N,N,8.5,N,N,12.0076311116938
9290,ACTIVE,KIT 4,9325,TREATED,150,DI,NO,NONE,1974-01-01,DONATED,KITCHENER,N,5,3,6,N,N,8.5,N,N,210.851528401558
83986,ACTIVE,KIT 4,9325,TREATED,150,DI,NO,NONE,1974-01-01,DONATED,KITCHENER,N,5,3,6,N,N,8.5,N,N,7.61998835739215
83988,ACTIVE,KIT 4,9656,TREATED,150,DI,NO,NONE,1985-01-01,DONATED,KITCHENER,N,6,3,11,N,N,9.1,N,N,0.914403149727566
25850,ACTIVE,KIT 4,9656,TREATED,150,DI,NO,NONE,1985-01-01,DONATED,KITCHENER,N,6,3,11,N,N,9.1,N,N,93.1632974764283
79014,ACTIVE,KIT 4,1306,TREATED,150,PVCO,NO,NONE,2013-12-11,PURCHASED,KITCHENER,N,6,1,28,N,N,9.35,N,Y,3.952682483446
83990,ACTIVE,KIT 4,1306,TREATED,150,PVCO,NO,NONE,2013-12-11,PURCHASED,KITCHENER,N,6,1,28,N,N,9.35,N,Y,6.35435212263202
18700,ACTIVE,KIT 4,11512,TREATED,150,CI,NO,NONE,1960-01-01,DONATED,KITCHENER,N,7,4,2,Y,N,3.95,N,Y,52.0908939308776
69490,ACTIVE,KIT 4,7056,TREATED,300,PVC,NO,NONE,2003-06-01,PURCHASED,KITCHENER,N,7,2,24,N,N,9.35,N,Y,5.56286705890428
83994,ACTIVE,KIT 4,23024,TREATED,300,DI,NO,NONE,1986-06-01,DONATED,KITCHENER,N,7,4,25,N,N,9.1,N,Y,6.25619239014644
11350,ACTIVE,KIT 4,23024,TREATED,300,DI,NO,NONE,1986-06-01,DONATED,KITCHENER,N,7,4,25,N,N,9.1,N,Y,74.3398826507225
83996,ACTIVE,KIT 4,23024,TREATED,300,DI,NO,NONE,1986-06-01,DONATED,KITCHENER,N,7,4,25,N,N,9.1,N,Y,5.99758124061683
83998,ACTIVE,KIT 4,22915,TREATED,150,CI,NO,NONE,1958-01-01,DONATED,KITCHENER,N,5,4,8,N,N,7.75,N,Y,0.875673729549168
9090,ACTIVE,KIT 4,22902,TREATED,150,CI,NO,NONE,1958-01-01,DONATED,KITCHENER,N,5,4,8,N,N,6.9,N,Y,253.926220226385
84000,ACTIVE,KIT 4,22902,TREATED,150,CI,NO,NONE,1958-01-01,DONATED,KITCHENER,N,5,4,8,N,N,7.75,N,Y,12.8945834101397
61990,ACTIVE,KIT 4,25704,TREATED,300,PVC,NO,NONE,1991-08-01,PURCHASED,KITCHENER,N,7,4,17,N,N,9.35,N,Y,43.3861511573185
84002,ACTIVE,KIT 4,25704,TREATED,300,PVC,NO,NONE,1991-08-01,PURCHASED,KITCHENER,N,7,4,17,N,N,9.35,N,Y,10.8070114015491
84004,ACTIVE,KIT 2W,22073,TREATED,100,DI,NO,NONE,1981-01-01,DONATED,KITCHENER,N,5,5,35,N,N,8.5,N,N,5.03104412252872
28230,ACTIVE,KIT 2W,22073,TREATED,100,DI,NO,NONE,1981-01-01,DONATED,KITCHENER,N,5,5,35,N,N,8.5,N,N,78.7368250803432
36610,ACTIVE,KIT 4,8759,TREATED,300,PVC,NO,NONE,2007-06-01,PURCHASED,DUAL CITY AND REGION,N,6,2,8,N,N,9.35,N,Y,116.730062626547
3760,ACTIVE,KIT 4,9719,TREATED,150,DI,NO,NONE,1987-01-01,DONATED,KITCHENER,N,5,3,8,N,N,9.1,N,N,160.901792102959
84010,ACTIVE,KIT 4,1304,TREATED,300,PVCO,NO,NONE,2013-12-11,PURCHASED,KITCHENER,N,7,1,28,N,N,9.35,N,Y,13.3220989005328
78998,ACTIVE,KIT 4,1304,TREATED,300,PVCO,NO,NONE,2013-12-11,PURCHASED,KITCHENER,N,7,1,28,N,N,9.35,N,Y,43.9721018753646
84012,ACTIVE,KIT 6,21134,TREATED,150,DI,NO,NONE,1984-06-01,DONATED,KITCHENER,N,6,6,4,N,N,8.5,N,Y,7.6944744956845
12820,ACTIVE,KIT 6,21041,TREATED,150,DI,NO,NONE,1984-06-01,DONATED,KITCHENER,N,6,6,4,N,N,8.5,N,Y,72.178863520943
84014,ACTIVE,KIT 6,21041,TREATED,150,DI,NO,NONE,1984-06-01,DONATED,KITCHENER,N,6,6,4,N,N,8.5,N,Y,5.0041473040342
32360,ACTIVE,KIT 4,9443,TREATED,200,PVC,NO,NONE,1993-01-01,DONATED,KITCHENER,N,5,3,10,N,N,9.35,N,N,89.7523148515332
84016,ACTIVE,KIT 4,1252,UNTREATED,300,PVC,NO,NONE,2013-12-11,PURCHASED,REGION,N,0,1,26,N,N,9.35,N,N,1.23044525266531
84018,ACTIVE,KIT 4,1252,UNTREATED,300,PVC,NO,NONE,2013-12-11,PURCHASED,REGION,N,0,1,28,N,N,9.35,N,N,0.790719293275155
79016,ACTIVE,KIT 4,1252,UNTREATED,300,PVC,NO,NONE,2013-12-11,PURCHASED,REGION,N,0,1,28,N,N,9.35,N,N,17.9638639525401
82502,ACTIVE,KIT 5,20794,TREATED,300,DI,NO,NONE,1992-02-01,DONATED,KITCHENER,N,0,6,34,N,N,9.1,N,Y,0.706892694642734
84020,ACTIVE,KIT 4,1266,TREATED,300,PVCO,NO,NONE,2013-12-11,PURCHASED,KITCHENER,N,6,1,28,N,N,9.35,N,Y,14.6975278686058
84022,ACTIVE,KIT 4,1266,TREATED,300,PVCO,NO,NONE,2013-12-11,PURCHASED,KITCHENER,N,7,1,28,N,N,9.35,N,Y,16.1997903425148
79000,ACTIVE,KIT 4,1266,TREATED,300,PVCO,NO,NONE,2013-12-11,PURCHASED,KITCHENER,N,7,1,28,N,N,6.55,N,Y,107.384513131496
138634,ACTIVE,KIT 4,1260,UNTREATED,450,PVC,NO,NONE,2013-12-11,PURCHASED,REGION,N,6,1,28,N,N,9.35,N,N,8.05618559531744
84024,ACTIVE,KIT 4,1260,UNTREATED,450,PVC,NO,NONE,2013-12-11,PURCHASED,REGION,N,6,1,28,N,N,9.35,N,N,3.40408922425411
84026,ACTIVE,KIT 2W,600204,TREATED,250,PVC,NO,NONE,2003-06-01,DONATED,KITCHENER,N,6,5,39,N,N,9.35,N,N,8.09790019204438
84028,ACTIVE,KIT 2W,600204,TREATED,250,PVC,NO,NONE,2003-06-01,DONATED,KITCHENER,N,6,5,39,N,N,9.35,N,N,10.6384115808603
69660,ACTIVE,KIT 2W,600204,TREATED,250,PVC,NO,NONE,2003-06-01,DONATED,KITCHENER,N,6,5,39,N,N,9.35,N,N,144.876819244253
84030,ACTIVE,KIT 2W,22041,TREATED,150,DI,NO,NONE,1971-01-01,DONATED,KITCHENER,N,6,5,33,N,N,8.5,N,N,7.66151133948096
84032,ACTIVE,KIT 2W,22041,TREATED,150,DI,NO,NONE,1971-01-01,DONATED,KITCHENER,N,6,5,33,N,N,8.5,N,N,9.88716983567019
1050,ACTIVE,KIT 2W,22041,TREATED,150,DI,NO,NONE,1971-01-01,DONATED,KITCHENER,N,6,5,33,N,N,8.5,N,N,203.891097321441
