ASSET_ID,MAIN_LINE_TYPE,MAIN_CLASS,MAIN_NAME,MATERIAL,PIPE_LENGTH,PIPE_WIDTH,SOIL_TYPE,DATE_RELINED,DATE_OF_CONSTRUCTION,SERVICE_STATUS,PIPE_AGE
M273,MAINBG,S,CARDINIA BYPASS,MSEL,0.651,1050,SNC,,1971-01-01,IN,55.0
M420,MAINBG,S,TARAGO - WESTERN PORT MAIN,MSCL,1.29,100,,,,IN,
M474,MAINBG,T,ST GEORGES RD REPLACEMENT MAIN,MSCL,1.38,450,,,2018-07-01,IN,8.0
M273,BYPASS,S,CARDINIA BYPASS,MSEL,1.081,450,SNC,,1971-01-01,IN,55.0
QD22,MAINBG,S,LYREBIRD AVE DISINFECTION,MSCL,0.62,150,,,2016-11-01,IN,10.0
M474,MAINBG,S,ST GEORGES RD REPLACEMENT MAIN,MSCL,1.2,600,,,2017-12-01,IN,9.0
M273,MAINBG,S,CARDINIA BYPASS,MSEL,1.451,1050,SNC,,1971-01-01,IN,55.0
M160,MAINBG,S,PRESTON - FOOTSCRAY MAIN,MSCL,0.44,225,,,2017-12-01,IN,9.0
QD21,MAINBG,S,BRAHAMS RD DISINFECTION,MSCL,0.7,100,UNKN,,2016-01-01,IN,10.0
QD21,MAINBG,S,BRAHAMS RD DISINFECTION,MSCL,1.0,100,UNKN,,2016-01-01,IN,10.0
QD21,MAINBG,S,BRAHAMS RD DISINFECTION,MSCL,0.93,100,UNKN,,2016-01-01,IN,10.0
QD21,MAINBG,S,BRAHAMS RD DISINFECTION,MSCL,0.47,100,UNKN,,2016-01-01,IN,10.0
QD21,MAINBG,S,BRAHAMS RD DISINFECTION,PE,1.14,60,UNKN,,2016-01-01,IN,10.0
QD21,MAINBG,S,BRAHAMS RD DISINFECTION,MSCL,1.07,100,UNKN,,2016-01-01,IN,10.0
QD21,MAINBG,S,BRAHAMS RD DISINFECTION,MSCL,0.92,100,UNKN,,2016-01-01,IN,10.0
A014,SIPHBG,T,TARAGO MAIN RACE,RC,71.6,1000,,,1957-01-01,IN,69.0
A014,SIPHBG,T,TARAGO MAIN RACE,RC,75.81,1000,,,1957-01-01,IN,69.0
A014,SIPHBG,T,TARAGO MAIN RACE,RC,343.25,750,,,1955-01-01,IN,71.0
A014,SIPHBG,T,TARAGO MAIN RACE,MS,932.82,750,,,1955-01-01,IN,71.0
A014,SIPHBG,S,TARAGO MAIN RACE,CICL,2.63,150,UNKN,,1969-04-15,IN,57.0
A014,SIPHBG,S,TARAGO MAIN RACE,CICL,2.6,150,UNKN,,1969-04-15,IN,57.0
A014,SIPHBG,T,TARAGO MAIN RACE,MS,1.51,600,,,1955-01-01,IN,71.0
A014,SIPHBG,T,TARAGO MAIN RACE,MS,3809.01,600,,,1955-01-01,IN,71.0
A014,SIPHBG,T,TARAGO MAIN RACE,CONC,6.99,600,,,1955-01-01,IN,71.0
A014,SIPHBG,T,TARAGO MAIN RACE,RC,71.85,600,,,1967-01-01,IN,59.0
A014,SIPHBG,T,TARAGO MAIN RACE,CONC,5.99,600,,,1955-01-01,IN,71.0
A014,SIPHBG,S,TARAGO MAIN RACE,CICL,2.6,150,UNKN,,1955-01-01,IN,71.0
A014,SIPHBG,T,TARAGO MAIN RACE,MS,1.5,600,,,1955-01-01,IN,71.0
A014,SIPHBG,T,TARAGO MAIN RACE,CONC,1.49,600,,,1955-01-01,IN,71.0
A014,SIPHBG,T,TARAGO MAIN RACE,CONC,1.51,600,,,1955-01-01,IN,71.0
A014,SIPHBG,T,TARAGO MAIN RACE,CONC,109.73,600,,,1955-01-01,IN,71.0
A014,SIPHBG,T,TARAGO MAIN RACE,CONC,502.14,750,,,1955-01-01,IN,71.0
M194,MAINBG,T,EPPING-PRESTON MAIN,MS,1.48,1150,CLAY,1/1/1960 12:00:00 AM,1960-01-01,IN,66.0
M078,MAINBG,S,ROSANNA - PRESTON MAIN,MS,1.269,600,CLAY,1/1/1940 12:00:00 AM,1940-01-01,IN,86.0
M002,MAINBG,S,SURREY HILLS RES,MS,12.93,1150,CLAY,1/1/1939 12:00:00 AM,1939-01-01,IN,87.0
P257,MAINAG,S,PRESTON PUMP STATION,MSCL,3.26,600,,,2010-02-04,IN,16.0
P069,MAINBG,S,(NOT OP) GALLAGHERS RD PS,MS,2.25,150,UNKN,,1970-01-01,IN,56.0
M283,MAINBG,S,YARRA VALLEY CONDUIT MAIN,MSEL,1.97,1150,SLCL,1/1/1973 12:00:00 AM,1976-01-01,IN,50.0
H040,OFTAKE,S,UPPER YARRA DAM,MS,0.61,1350,,,1980-01-01,IN,46.0
M054,OFTAKE,S,OLINDA-MITCHAM NO.2,MSCL,2.91,900,CLAY,1/1/1926 12:00:00 AM,,IN,
B088,MAINBG,S,DANDENONG RES PRV,MS,1.98,225,UNKN,,1986-01-01,IN,40.0
M076,MAINBG,T,"HIGH ST RD, MT WAVERLY MAIN",MSLB,3.85,900,CLAY,1/1/1979 12:00:00 AM,1928-01-01,IN,98.0
M197,MAINBG,T,SILVAN-PRESTON MAIN,MS,4.2,825,CLAY,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
P169,MAINBG,S,SUGARLOAF RES PS,MS,9.65,600,,,2009-09-14,IN,17.0
M474,MAINBG,T,ST GEORGES RD REPLACEMENT MAIN,MSCL,226.9,1400,,,2018-07-01,IN,8.0
M039,MAINBG,T,NORTHCOTE - PUNT RD,MSCL,685.71,750,,,2015-10-19,IN,11.0
R022,MAINBG,S,PRESTON NO3 RESERVOIR,MSCL,5.88,1400,,,2017-12-01,IN,9.0
M039,BYPASS,S,NORTHCOTE - PUNT RD,MSCL,3.09,150,,,2015-10-19,IN,11.0
M474,MAINBG,S,ST GEORGES RD REPLACEMENT MAIN,MSCL,14.72,600,,,2017-12-01,IN,9.0
P256,MAINBG,S,TYNONG OFFTAKE BOOSTER PUMNP,MSCL,0.75,200,,,2009-04-01,IN,17.0
B088,MAINBG,S,DANDENONG RES PRV,MSCL,5.29,600,,,1986-01-01,IN,40.0
P169,MAINBG,S,SUGARLOAF RES PS,MS,2.45,600,,,2009-09-14,IN,17.0
P169,MAINBG,S,SUGARLOAF RES PS,MS,1.4,600,,,2009-09-14,IN,17.0
M039,MAINBG,S,NORTHCOTE - PUNT RD,MSCL,0.46,600,,,2015-10-19,IN,11.0
M273,MAINBG,T,CARDINIA BYPASS,MSEL,21.082,1700,SNC,,1971-01-01,IN,55.0
QD21,MAINBG,S,BRAHAMS RD DISINFECTION,MSCL,0.99,100,UNKN,,2016-01-01,IN,10.0
QD21,MAINBG,S,BRAHAMS RD DISINFECTION,MSCL,0.8,100,UNKN,,2016-01-01,IN,10.0
QD21,MAINBG,S,BRAHAMS RD DISINFECTION,MSCL,28.32,100,UNKN,,2016-01-01,IN,10.0
QD21,MAINBG,S,BRAHAMS RD DISINFECTION,MSCL,8.15,100,UNKN,,2016-01-01,IN,10.0
A014,SIPHBG,S,TARAGO MAIN RACE,CICL,1.1,225,UNKN,,1955-01-01,IN,71.0
A014,SIPHBG,T,TARAGO MAIN RACE,RC,721.58,750,,,1955-01-01,IN,71.0
A014,SIPHBG,T,TARAGO MAIN RACE,RC,343.07,750,UNKN,,1967-01-01,IN,59.0
A014,SIPHBG,T,TARAGO MAIN RACE,CONC,931.66,750,,,1967-01-01,IN,59.0
A014,SIPHBG,S,TARAGO MAIN RACE,CICL,2.6,150,UNKN,,1969-04-15,IN,57.0
A014,SIPHBG,T,TARAGO MAIN RACE,CONC,1.5,600,,,1967-01-01,IN,59.0
A014,SIPHBG,T,TARAGO MAIN RACE,CONC,3812.51,600,,,1967-01-01,IN,59.0
A014,SIPHBG,S,TARAGO MAIN RACE,CICL,2.61,150,UNKN,,1969-04-15,IN,57.0
A014,SIPHBG,T,TARAGO MAIN RACE,CONC,3.49,600,,,1955-01-01,IN,71.0
A014,SIPHBG,T,TARAGO MAIN RACE,CONC,3.99,600,,,1967-01-01,IN,59.0
A014,SIPHBG,S,TARAGO MAIN RACE,CICL,2.59,150,UNKN,,1969-04-15,IN,57.0
A014,SIPHBG,S,TARAGO MAIN RACE,CICL,2.61,150,UNKN,,1969-04-15,IN,57.0
A014,SIPHBG,T,TARAGO MAIN RACE,CONC,1.51,600,,,1967-01-01,IN,59.0
A014,SIPHBG,T,TARAGO MAIN RACE,CONC,1.51,600,,,1967-01-01,IN,59.0
R038,INLET,S,WANTIRNA SOUTH RESERVOIR,MS,3.0,300,UNKN,,1988-01-01,IN,38.0
R038,INLET,S,WANTIRNA SOUTH RESERVOIR,MS,7.46,300,UNKN,,1988-01-01,IN,38.0
R038,INLET,S,WANTIRNA SOUTH RESERVOIR,MS,4.46,300,UNKN,,1988-01-01,IN,38.0
R022,MAINBG,S,PRESTON NO3 RESERVOIR,MSCL,4.82,950,,,2017-12-01,IN,9.0
P256,MAINBG,S,TYNONG OFFTAKE BOOSTER PUMNP,MSCL,1.45,150,,,2009-04-01,IN,17.0
M273,MAINBG,S,CARDINIA BYPASS,MSEL,1.883,1700,SNC,,1971-01-01,IN,55.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MS,54.92,1050,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M474,MAINBG,T,ST GEORGES RD REPLACEMENT MAIN,MSCL,1.28,225,,,2018-07-01,IN,8.0
M474,MAINBG,T,ST GEORGES RD REPLACEMENT MAIN,MSCL,0.58,1400,,,2017-12-01,IN,9.0
P256,MAINBG,S,TYNONG OFFTAKE BOOSTER PUMNP,MSCL,0.36,150,,,2009-04-01,IN,17.0
M474,MAINBG,T,ST GEORGES RD REPLACEMENT MAIN,MSCL,34.26,1400,,,2018-07-01,IN,8.0
M273,BYPASS,S,CARDINIA BYPASS,MSEL,0.788,300,SNC,,1971-01-01,IN,55.0
M273,MAINBG,S,CARDINIA BYPASS,MSEL,0.651,1050,SNC,,1971-01-01,IN,55.0
R144,MAINBG,S,TYABB RESERVOIR,MSCL,1.8,1200,,,2018-02-22,IN,8.0
M273,MAINBG,S,CARDINIA BYPASS,MSEL,1.15,600,SNC,,1971-01-01,IN,55.0
QD22,MAINBG,S,LYREBIRD AVE DISINFECTION,MSCL,0.19,80,,,2016-11-01,IN,10.0
QD22,MAINBG,S,LYREBIRD AVE DISINFECTION,MSCL,23.57,150,,,2016-11-01,IN,10.0
R004,OUTLET,S,DANDENONG NORTH RESERVOIR,MSCL,8.36,1350,,,1986-01-01,IN,40.0
R144,MAINBG,S,TYABB RESERVOIR,MSCL,2.2,500,,,2017-02-22,IN,9.0
QD21,MAINBG,S,BRAHAMS RD DISINFECTION,MSCL,0.87,100,UNKN,,2016-01-01,IN,10.0
QD21,MAINBG,S,BRAHAMS RD DISINFECTION,MSCL,2.64,100,UNKN,,2016-01-01,IN,10.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MS,2669.69,1050,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,OFTAKE,S,TARAGO - WESTERN PORT MAIN,MSCL,2.76,100,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,OFTAKE,S,TARAGO - WESTERN PORT MAIN,MSCL,2.76,100,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MS,14.63,1050,SAND,1/1/1979 12:00:00 AM,1979-01-01,IN,47.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MS,2737.57,1050,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,OFTAKE,S,TARAGO - WESTERN PORT MAIN,MSCL,3.88,100,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,OFTAKE,S,TARAGO - WESTERN PORT MAIN,MSCL,6.68,100,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MS,2208.65,1050,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MS,1944.08,1050,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
R037,MAINBG,S,BORONIA RESERVOIR,MSEL,1.54,1150,UNKN,,1977-01-01,IN,49.0
R037,MAINBG,S,BORONIA RESERVOIR,MSCL,1.38,450,UNKN,,1977-01-01,IN,49.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSEL,12.67,900,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSEL,43.33,900,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,2.81,825,UNKN,,1974-01-01,IN,52.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,224.38,600,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,51.91,600,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,11.96,600,CLAY,1/1/1974 12:00:00 AM,1974-01-01,IN,52.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,66.41,600,CLAY,1/1/1974 12:00:00 AM,1974-01-01,IN,52.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,7.07,600,CLAY,1/1/1969 12:00:00 AM,1969-01-01,IN,57.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,69.41,600,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSEL,641.09,900,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,1.83,600,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M182,MAINBG,S,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,2.0,375,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,255.56,600,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M102,MAINBG,T,NORTH ESSENDON-FOOTSCRAY MAIN,MSLBCL,618.94,750,CLAY,1/1/1928 12:00:00 AM,1928-01-01,IN,98.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSEL,3.99,900,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,2.18,600,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,48.58,600,CLAY,1/1/1978 12:00:00 AM,1978-01-01,IN,48.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSEL,607.27,900,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,1.23,825,CLAY,1/1/1966 12:00:00 AM,1966-01-01,IN,60.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSEL,10.99,900,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M102,MAINBG,T,NORTH ESSENDON-FOOTSCRAY MAIN,MSCL,3.24,900,CRK,,2012-02-17,IN,14.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,252.49,600,CLAY,1/1/1968 12:00:00 AM,1968-01-01,IN,58.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSEL,530.01,900,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M182,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,MSCL,72.86,600,CLAY,1/1/1961 12:00:00 AM,1961-01-01,IN,65.0
M102,MAINBG,T,NORTH ESSENDON-FOOTSCRAY MAIN,MSCL,12.4,900,CRK,,2012-02-17,IN,14.0
R102,INLET,S,FROGLEY RESERVOIR,AC,6.59,225,UNKN,,,IN,
R102,MAINBG,S,FROGLEY RESERVOIR,MS,4.56,450,,,1980-01-01,IN,46.0
R102,INLET,S,FROGLEY RESERVOIR,AC,15.38,225,UNKN,,,IN,
R102,MAINBG,S,FROGLEY RESERVOIR,CI,6.6,225,CLAY,,,IN,
R102,MAINBG,S,FROGLEY RESERVOIR,DI,0.93,225,,,1980-01-01,IN,46.0
R102,INLET,S,FROGLEY RESERVOIR,AC,2.32,225,UNKN,,,IN,
M478,CROSS,S,CARDINIA - PEARCEDALE DUP,MSCL,25.553,300,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
M478,MAINBG,T,CARDINIA - PEARCEDALE DUP,MS,16.72,1150,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
M478,CROSS,S,CARDINIA - PEARCEDALE DUP,MSCL,0.974,225,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
M478,CROSS,S,CARDINIA - PEARCEDALE DUP,MSCL,0.974,225,CRK,2/24/2015 12:00:00 AM,2015-02-24,IN,11.0
M478,CROSS,S,CARDINIA - PEARCEDALE DUP,MSCL,25.553,300,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
M478,CROSS,S,CARDINIA - PEARCEDALE DUP,MSCL,0.974,225,CRK,2/24/2015 12:00:00 AM,2015-02-24,IN,11.0
M478,MAINBG,T,CARDINIA - PEARCEDALE DUP,MS,2.9,1150,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
M478,CROSS,S,CARDINIA - PEARCEDALE DUP,MSCL,1.0,225,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
M194,CROSS,S,EPPING-PRESTON MAIN,MSCL,0.8,150,CLAY,,2011-08-18,IN,15.0
R022,MAINBG,S,PRESTON NO3 RESERVOIR,MSCL,14.744,225,UNKN,,2005-02-25,IN,21.0
R022,MAINBG,S,PRESTON NO3 RESERVOIR,MSCL,0.337,225,UNKN,,2005-02-25,IN,21.0
R022,MAINBG,S,PRESTON NO3 RESERVOIR,MSCL,2.004,225,UNKN,,2005-02-25,IN,21.0
R102,INLET,S,FROGLEY RESERVOIR,MS,2.29,225,UNKN,,,IN,
R102,INLET,S,FROGLEY RESERVOIR,CI,2.1,225,UNKN,,,IN,
R102,OUTLET,S,FROGLEY RESERVOIR,AC,0.92,225,UNKN,,,IN,
R102,INLET,S,FROGLEY RESERVOIR,AC,1.33,225,UNKN,,,IN,
R102,MAINBG,S,FROGLEY RESERVOIR,DI,6.07,250,UNKN,,,IN,
R102,INLET,S,FROGLEY RESERVOIR,CI,6.09,225,UNKN,,,IN,
R102,INLET,S,FROGLEY RESERVOIR,CI,2.5,225,UNKN,,,IN,
R102,INLET,S,FROGLEY RESERVOIR,AC,1.09,225,UNKN,,,IN,
R102,INLET,S,FROGLEY RESERVOIR,MS,29.56,225,UNKN,,,IN,
R102,MAINBG,S,FROGLEY RESERVOIR,MS,1.06,225,UNKN,,,IN,
R102,INLET,S,FROGLEY RESERVOIR,AC,3.84,225,UNKN,,,IN,
M039,MAINBG,T,NORTHCOTE - PUNT RD,MS,11.03,600,CLAY,1/1/1894 12:00:00 AM,1907-01-01,IN,119.0
M041,MAINBG,T,MERRI CK - NORTHCOTE-PUNT RD,,0.0,0,,,2019-10-01,WIP,7.0
M427,OFTAKE,T,LANGWARRIN-FRANKSTON NO 1 MAIN,MSCL,1.28,750,CLAY,,1955-01-01,IN,71.0
R032,MAINBG,S,ST ALBANS RESERVOIR,MS,1.98,900,,,1980-01-01,IN,46.0
R032,MAINBG,S,ST ALBANS RESERVOIR,MS,2.21,1150,,,1980-01-01,IN,46.0
M161,MAINBG,T,YARRA-SILVAN CONDUIT NO 1,MS,106.65,1700,CST,1/1/1946 12:00:00 AM,1946-01-01,IN,80.0
M161,MAINBG,T,YARRA-SILVAN CONDUIT NO 1,MS,3784.88,1700,CLAY,1/1/1946 12:00:00 AM,1946-01-01,IN,80.0
M161,MAINBG,T,YARRA-SILVAN CONDUIT NO 1,MS,3557.79,1700,SS&C,1/1/1946 12:00:00 AM,1946-01-01,IN,80.0
M231,MAINBG,T,YARRA-SILVAN CONDUIT NO.2 MAIN,MS,3891.76,1700,CLAY,1/1/1964 12:00:00 AM,1964-01-01,IN,62.0
M231,MAINBG,T,YARRA-SILVAN CONDUIT NO.2 MAIN,MS,4484.82,1700,SS&C,1/1/1964 12:00:00 AM,1964-01-01,IN,62.0
M372,MAINBG,T,LUSATIA PARK MAIN,MS,1.75,300,SAND,1/1/1986 12:00:00 AM,1984-09-01,IN,42.0
M103,CONN,T,CORANDERRK WEIR TO DICKS BASIN,MS,1.46,600,CLAY,1/1/1931 12:00:00 AM,1930-09-05,IN,96.0
M046,CROSS,S,MITCHAM-SURREY HILLS MAIN,CICL,1.09,150,CLAY,1/1/1912 12:00:00 AM,1912-01-01,IN,114.0
P058,CROSS,S,EPPING PS,MS,2.61,225,CLAY,,1960-01-01,IN,66.0
M231,MAINBG,T,YARRA-SILVAN CONDUIT NO.2 MAIN,MS,2100.25,1700,CLAY,1/1/1964 12:00:00 AM,1964-01-01,IN,62.0
M441,MAINBG,T,LANGWARRIN - BITTERN NO 2 MAIN,RC,67.4,825,CLAY,,1959-01-01,IN,67.0
M055,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,MS,2.19,825,CRK,1/1/1992 12:00:00 AM,1992-01-01,IN,34.0
M350,CROSS,S,WESTERN TRANSFER MAIN,MSCL,3.32,1150,CLAY,1/1/1983 12:00:00 AM,1984-01-01,IN,42.0
M131,CROSS,S,MT VIEW-DANDENONG MAIN,MSCL,1.1,375,CRK,1/1/1958 12:00:00 AM,1958-01-01,IN,68.0
M132,CROSS,S,SILVA-MT WAVERLY MAIN,MSCL,1.0,225,CLAY,1/1/1957 12:00:00 AM,1957-01-01,IN,69.0
M281,MAINBG,T,CARDINIA-DAND'G-NOTTING HILL M,MS,489.18,1700,SAND,1/1/1974 12:00:00 AM,1974-01-01,IN,52.0
P058,CROSS,S,EPPING PS,MS,0.52,150,,,1980-01-01,IN,46.0
R032,CROSS,S,ST ALBANS RESERVOIR,MS,3.91,200,,,1980-01-01,IN,46.0
H040,CROSS,S,UPPER YARRA DAM,MS,1.18,150,,,1980-01-01,IN,46.0
R001,INLET,S,BROADMEADOWS RESERVOIR,MS,1.17,100,,,1980-01-01,IN,46.0
R102,INLET,S,FROGLEY RESERVOIR,MS,28.33,225,UNKN,,,IN,
R102,OUTLET,S,FROGLEY RESERVOIR,AC,0.86,225,UNKN,,,IN,
R102,INLET,S,FROGLEY RESERVOIR,AC,4.26,225,UNKN,,,IN,
R102,INLET,S,FROGLEY RESERVOIR,CI,24.14,225,UNKN,,,IN,
R102,INLET,S,FROGLEY RESERVOIR,MS,2.36,225,UNKN,,,IN,
R102,OUTLET,S,FROGLEY RESERVOIR,MS,10.01,225,UNKN,,,IN,
R102,INLET,S,FROGLEY RESERVOIR,AC,2.11,225,UNKN,,,IN,
M420,OFTAKE,S,TARAGO - WESTERN PORT MAIN,MSCL,3.18,150,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,OFTAKE,S,TARAGO - WESTERN PORT MAIN,MSCL,3.31,150,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,OFTAKE,S,TARAGO - WESTERN PORT MAIN,MSCL,3.18,150,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MS,4.73,1050,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MS,0.91,1050,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,OFTAKE,S,TARAGO - WESTERN PORT MAIN,MSCL,3.31,150,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,OFTAKE,S,TARAGO - WESTERN PORT MAIN,MSCL,3.18,100,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,OFTAKE,S,TARAGO - WESTERN PORT MAIN,MSCL,3.18,100,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M022,MAINBG,T,MITCHAM-NOTTING HILL MAIN,MS,0.7,600,CLAY,1/1/1974 12:00:00 AM,1927-01-01,IN,99.0
M192,MAINBG,T,EPPING-GREENVALE MAIN,MS,9.447,800,CRK,1/1/1989 12:00:00 AM,1989-01-01,IN,37.0
M420,CONN,S,TARAGO - WESTERN PORT MAIN,MSCL,1.22,225,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,OFTAKE,S,TARAGO - WESTERN PORT MAIN,MSCL,1.16,100,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,OFTAKE,S,TARAGO - WESTERN PORT MAIN,MSCL,0.92,100,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MS,3.41,1050,SAND,1/1/1979 12:00:00 AM,1975-08-01,IN,51.0
M466,MAINBG,S,YARRA GLEN INLET MAIN,,1.5,225,,,1975-01-01,IN,51.0
R098,MAINBG,S,YARRA GLEN RESERVOIR,AC,36.18,150,,,1975-01-01,IN,51.0
M466,MAINBG,T,YARRA GLEN INLET MAIN,AC,3.49,225,SAND,,1975-01-01,IN,51.0
M466,MAINBG,T,YARRA GLEN INLET MAIN,AC,2.18,225,SAND,,1975-01-01,IN,51.0
M276,MAINBG,T,ARMSTRONG CRK DIVERSION MAIN,MS,212.01,900,CRK,1/1/1969 12:00:00 AM,1969-01-01,IN,57.0
M276,MAINBG,T,ARMSTRONG CRK DIVERSION MAIN,MS,10.31,1150,CRK,1/1/1969 12:00:00 AM,1969-01-01,IN,57.0
M276,MAINBG,T,ARMSTRONG CRK DIVERSION MAIN,MS,396.98,600,CRK,1/1/1969 12:00:00 AM,1969-01-01,IN,57.0
M276,MAINBG,T,ARMSTRONG CRK DIVERSION MAIN,MS,7.27,900,CRK,1/1/1969 12:00:00 AM,1969-01-01,IN,57.0
,MAINSW,,1W PIPELINE,PE,0.0,100,,,2019-03-13,IN,7.0
,MAINSW,,1W PIPELINE,,214.407,50,,,,IN,
M372,MAINBG,T,LUSATIA PARK MAIN,MS,1468.43,375,SAND,1/1/1986 12:00:00 AM,1984-09-01,IN,42.0
M372,BYPASS,S,LUSATIA PARK MAIN,MSCL,2.48,300,CRK,1/1/1986 12:00:00 AM,1984-09-01,IN,42.0
M372,BYPASS,S,LUSATIA PARK MAIN,MSCL,1.99,300,CRK,1/1/1986 12:00:00 AM,1984-09-01,IN,42.0
M372,BYPASS,S,LUSATIA PARK MAIN,MSCL,2.59,300,CRK,1/1/1986 12:00:00 AM,1984-09-01,IN,42.0
M372,CONN,T,LUSATIA PARK MAIN,MS,1.41,300,CRK,1/1/1986 12:00:00 AM,1984-09-01,IN,42.0
M372,CONN,T,LUSATIA PARK MAIN,MS,1.98,300,CRK,1/1/1986 12:00:00 AM,1984-09-01,IN,42.0
M372,CONN,T,LUSATIA PARK MAIN,MS,1.54,300,CRK,1/1/1986 12:00:00 AM,1984-09-01,IN,42.0
M372,CONN,S,LUSATIA PARK MAIN,MSCL,28.31,300,CRK,1/1/1986 12:00:00 AM,1984-09-01,IN,42.0
