ASSET_ID,MAIN_LINE_TYPE,MAIN_CLASS,MAIN_NAME,MATERIAL,PIPE_LENGTH,PIPE_WIDTH,SOIL_TYPE,DATE_RELINED,DATE_OF_CONSTRUCTION,SERVICE_STATUS,PIPE_AGE
M263,SIPHBG,T,UPPER YARRA,MS,3.8,1800,,1/1/1964 12:00:00 AM,1965-01-01,IN,61.0
B072,MAINBG,S,COTCHIN RES PRV,MS,0.58,150,UNKN,,1984-01-01,IN,42.0
B190,MAINBG,S,AQUEDUCT RD LANGWARRIN PRV,MS,1.53,900,UNKN,,1967-01-01,IN,59.0
M055,OFTAKE,S,NO 1 OLINDA-MITCHAM MAIN,MSCL,2.77,300,CLAY,1/1/1978 12:00:00 AM,1914-01-01,IN,112.0
M055,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,MSLB,3.17,900,CLAY,1/1/1914 12:00:00 AM,1914-01-01,IN,112.0
M257,MAINBG,T,ST ALBANS OUTLET MAIN,MS,367.86,1150,CRK,1/1/1974 12:00:00 AM,1974-01-01,IN,52.0
M258,MAINBG,T,MAROONDAH AQUADUCT REPLACEMENT,MS,1059.12,2100,SAND,1/1/1975 12:00:00 AM,1975-01-01,IN,51.0
M281,OFTAKE,S,CARDINIA-DAND'G-NOTTING HILL M,MSCL,7.68,225,CLAY,1/1/1974 12:00:00 AM,1986-01-01,IN,40.0
T066,OUTLET,S,EAST BITTERN SURGE TANK,RC,1.66,300,CLAY,,1965-12-01,IN,61.0
H120,OUTLET,S,TARAGO DAM,MS,0.38,450,UNKN,,1972-02-14,IN,54.0
H120,OUTLET,S,TARAGO DAM,MSCL,16.439,450,UNKN,,1973-08-01,IN,53.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MS,0.6,1050,SAND,1/1/1979 12:00:00 AM,1973-08-01,IN,53.0
H120,OUTLET,S,TARAGO DAM,MS,1.3,900,UNKN,,1972-02-14,IN,54.0
R004,INLET,S,DANDENONG NORTH RESERVOIR,MS,15.66,1150,,,1980-01-01,IN,46.0
M132,CROSS,S,SILVA-MT WAVERLY MAIN,MSCL,1.12,300,CLAY,1/1/1957 12:00:00 AM,1975-10-13,IN,51.0
M281,MAINBG,T,CARDINIA-DAND'G-NOTTING HILL M,MS,237.56,1700,SAND,1/1/1974 12:00:00 AM,1974-01-01,IN,52.0
M348,MAINBG,T,MORANG BCH OF WINNEKE-PRESTON,MS,22.17,2100,CRK,1/1/1980 12:00:00 AM,1980-01-01,IN,46.0
M197,CROSS,S,SILVAN-PRESTON MAIN,MSCL,1.27,450,CLAY,1/1/1962 12:00:00 AM,1985-01-01,IN,41.0
M193,MAINBG,T,KENNY ST-BROADMEADOWS MAIN,MS,747.4,900,CRK,1/1/1965 12:00:00 AM,1965-01-01,IN,61.0
M104,MAINBG,T,MORANG OUTLET,MS,1.99,800,CRK,1/1/1989 12:00:00 AM,2005-05-02,IN,21.0
B190,MAINBG,S,AQUEDUCT RD LANGWARRIN PRV,MS,1.99,300,UNKN,,1967-01-01,IN,59.0
H070,CROSS,S,GREENVALE DAM,MS,5.36,750,,,1980-01-01,IN,46.0
R032,CROSS,S,ST ALBANS RESERVOIR,MS,1.33,450,,,1980-01-01,IN,46.0
H040,BYPASS,S,UPPER YARRA DAM,MS,10.72,1350,,,1980-01-01,IN,46.0
R020,MAINBG,S,PRESTON NO1 RESERVOIR,,5.1,600,,,1979-01-01,IN,47.0
P255,MAINBG,S,SUGARLOAF HIGH LIFT PUMP ST'N,MSCL,6.51,1750,,,2010-02-01,IN,16.0
H040,MAINBG,S,UPPER YARRA DAM,MS,20.81,1050,,,1980-01-01,IN,46.0
M257,BYPASS,S,ST ALBANS OUTLET MAIN,MSCL,5.79,225,CRK,1/1/1974 12:00:00 AM,1986-01-01,IN,40.0
M375,BYPASS,S,CARDINIA - HALLAM NO 2 MAIN,MSCL,1.35,225,SAND,1/1/1974 12:00:00 AM,1988-01-01,IN,38.0
P245,MAINBG,S,KALLISTA PS,MS,0.15,300,,,1980-01-01,IN,46.0
M484,MAINBG,S,YEA - SUGARLOAF MAIN,MSCL,68.83,100,,,2010-02-01,IN,16.0
M348,BYPASS,S,MORANG BCH OF WINNEKE-PRESTON,MS,1.1,225,CRK,1/1/1980 12:00:00 AM,1980-01-01,IN,46.0
P248,BYPASS,S,MORANG RES PS,MS,2.86,600,UNKN,,2005-01-01,IN,21.0
M132,MAINBG,T,SILVA-MT WAVERLY MAIN,MS,3.27,1700,CLAY,1/1/1957 12:00:00 AM,1957-01-01,IN,69.0
M161,MAINBG,T,YARRA-SILVAN CONDUIT NO 1,MS,4749.35,1700,SS&C,1/1/1946 12:00:00 AM,1946-01-01,IN,80.0
M273,INLET,S,CARDINIA BYPASS,MSEL,4.07,1350,CLAY,,1989-01-01,IN,37.0
R086,INLET,S,PLENTY RESERVOIR,MS,2.68,600,,,1980-01-01,IN,46.0
R017,INLET,S,NOTTING HILL RESERVOIR,MS,1.22,750,,,1980-01-01,IN,46.0
M268,MAINBG,T,MT VIEW OUTLET MAIN,MS,209.28,825,SAND,1/1/1983 12:00:00 AM,1983-01-01,IN,43.0
M257,MAINBG,T,ST ALBANS OUTLET MAIN,MS,4.3,1150,CRK,1/1/1970 12:00:00 AM,1970-01-01,IN,56.0
M354,CROSS,S,SILVAN - MT WAVERLY NO 2 MAIN,MSEL,19.39,1150,CLAY,1/1/1978 12:00:00 AM,1978-01-01,IN,48.0
M160,CROSS,S,PRESTON - FOOTSCRAY MAIN,MSCL,0.6,300,CLAY,1/1/1958 12:00:00 AM,1958-02-01,IN,68.0
M104,CROSS,S,MORANG OUTLET,MSCL,1.2,600,CLAY,1/1/1960 12:00:00 AM,1981-01-01,IN,45.0
B199,MAINBG,S,CRANBOURNE PRV,MS,0.38,450,CRK,,2009-05-08,IN,17.0
M113,INLET,S,MITCHAM - SURREY HILLS DUP.,MS,2.75,900,,,1980-01-01,IN,46.0
R064,INLET,S,SYDENHAM RESERVOIR,MS,1.61,1150,,,1980-01-01,IN,46.0
M076,MAINBG,T,"HIGH ST RD, MT WAVERLY MAIN",MSLB,25.02,750,CLAY,1/1/1979 12:00:00 AM,1928-01-01,IN,98.0
M257,MAINBG,T,ST ALBANS OUTLET MAIN,MS,12.1,1150,CRK,1/1/1974 12:00:00 AM,1974-01-01,IN,52.0
M291,MAINBG,S,SILVAN - OLINDA MAIN,MSEL,3.66,1350,CLAY,1/1/1971 12:00:00 AM,1971-01-01,IN,55.0
M275,OFTAKE,T,MCMAHONS CK DIVERSION MAIN,MS,2.22,100,CRK,1/1/1968 12:00:00 AM,1969-01-01,IN,57.0
R045,OUTLET,S,SOMERTON HL RESERVOIR,MS,15.25,450,UNKN,,1968-01-01,IN,58.0
M041,BYPASS,S,MERRI CK - NORTHCOTE-PUNT RD,MSCL,1.0,150,CRK,6/10/2004 12:00:00 AM,2004-06-10,IN,22.0
R010,OUTLET,S,MITCHAM RESERVOIR,CI,7.8,900,,,1980-01-01,IN,46.0
H040,BYPASS,S,UPPER YARRA DAM,MS,1.51,100,,,1980-01-01,IN,46.0
R011,OUTLET,S,MONTROSE RESERVOIR,MS,0.97,450,,,1980-01-01,IN,46.0
H040,BYPASS,S,UPPER YARRA DAM,MS,4.84,300,,,1980-01-01,IN,46.0
R025,OUTLET,S,SURRY HILLS NO1 RESERVOIR,CI,5.93,900,,,1980-01-01,IN,46.0
R020,BYPASS,S,PRESTON NO1 RESERVOIR,,0.7,150,,,2013-03-04,IN,13.0
M192,MAINBG,T,EPPING-GREENVALE MAIN,MS,105.24,800,UNKN,7/1/2005 12:00:00 AM,2005-07-01,IN,21.0
M483,MAINBG,S,ST ALBANS - WERRIBEE MAIN,MS,1.21,450,,,2010-02-02,IN,16.0
M160,MAINBG,T,PRESTON - FOOTSCRAY MAIN,MS,29.71,1350,CLAY,1/1/1958 12:00:00 AM,1958-03-01,IN,68.0
M420,MAINBG,S,TARAGO - WESTERN PORT MAIN,MSCL,8.048,1150,SAND,,2013-01-08,IN,13.0
H040,BYPASS,S,UPPER YARRA DAM,MS,5.18,1350,,,1980-01-01,IN,46.0
R017,BYPASS,S,NOTTING HILL RESERVOIR,MS,0.82,150,,,1980-01-01,IN,46.0
M104,MAINBG,T,MORANG OUTLET,MS,657.48,600,CLAY,,2009-04-09,IN,17.0
R020,MAINBG,S,PRESTON NO1 RESERVOIR,,2.2,750,,,1979-01-01,IN,47.0
P168,MAINBG,S,YERING GORGE PS,MS,0.71,100,,,1980-01-01,IN,46.0
H080,MAINBG,S,THOMSON DAM,UPVC,818.89,100,,,1986-01-01,IN,40.0
M193,MAINBG,T,KENNY ST-BROADMEADOWS MAIN,MS,134.65,1150,CLAY,1/1/1965 12:00:00 AM,1962-07-23,IN,64.0
B072,MAINBG,S,COTCHIN RES PRV,MS,0.88,150,UNKN,,1984-01-01,IN,42.0
M372,MAINAG,S,LUSATIA PARK MAIN,CICL,0.46,300,,,2001-04-10,IN,25.0
QD35,MAINAG,S,LUSATIA PARK DISINFECTION,CICL,0.7,300,,,2001-04-10,IN,25.0
B089,MAINBG,S,MARTYR RD PRV,MS,0.85,450,UNKN,,1988-01-01,IN,38.0
B089,MAINBG,S,MARTYR RD PRV,MS,0.61,450,UNKN,,1988-01-01,IN,38.0
B089,MAINBG,S,MARTYR RD PRV,MS,0.48,100,UNKN,,1988-01-01,IN,38.0
B089,MAINBG,S,MARTYR RD PRV,MS,61.09,100,UNKN,,1988-01-01,IN,38.0
B089,MAINBG,S,MARTYR RD PRV,MS,0.8,375,UNKN,,1988-01-01,IN,38.0
QD36,MAINBG,S,MARTYR RD DISINFECTION,,0.92,300,,,2001-03-26,IN,25.0
P099,MAINBG,S,SOUTH MORANG PS,MS,2.51,450,,,1980-01-01,IN,46.0
P099,MAINBG,S,SOUTH MORANG PS,MS,3.95,450,,,1980-01-01,IN,46.0
B188,OFTAKE,S,BRAHAMS RD PRV,MS,0.54,100,UNKN,,1993-01-01,IN,33.0
M387,MAINBG,T,SILVAN SEVILLE MAIN,MS,34.017,450,,,1996-01-11,IN,30.0
QD36,MAINBG,S,MARTYR RD DISINFECTION,,1.4,300,,,2001-03-26,IN,25.0
B048,MAINBG,S,HALLAM NORTH PRV,MS,8.85,225,UNKN,,1977-01-01,IN,49.0
B048,MAINBG,S,HALLAM NORTH PRV,MS,10.48,225,UNKN,,1977-01-01,IN,49.0
M440,MAINBG,T,TYABB MORNINGTON MAIN,MS,1.48,1050,CLAY,1/1/1979 12:00:00 AM,1979-01-01,IN,47.0
R144,MAINBG,S,TYABB RESERVOIR,MS,0.64,900,,,1980-01-01,IN,46.0
R144,MAINBG,S,TYABB RESERVOIR,MS,0.38,500,,,1980-01-01,IN,46.0
R144,MAINBG,S,TYABB RESERVOIR,MS,1.74,500,,,1980-01-01,IN,46.0
R144,MAINBG,S,TYABB RESERVOIR,MS,1.1,100,,,1980-01-01,IN,46.0
M275,CROSS,S,MCMAHONS CK DIVERSION MAIN,MSCL,6.6,600,CLAY,1/1/1968 12:00:00 AM,1969-01-01,IN,57.0
M197,CROSS,S,SILVAN-PRESTON MAIN,MSCL,1.01,300,CLAY,1/1/1962 12:00:00 AM,1975-01-01,IN,51.0
M258,MAINAG,S,MAROONDAH AQUADUCT REPLACEMENT,MS,1.24,600,,,2010-02-01,IN,16.0
M197,CROSS,S,SILVAN-PRESTON MAIN,MSCL,4.66,600,,,2010-02-01,IN,16.0
M478,CROSS,S,CARDINIA - PEARCEDALE DUP,MSCL,4.87,600,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
P108,INLET,S,(NOT OP) MONTROSE RES PS,MS,4.93,450,UNKN,,1959-01-01,IN,67.0
R038,INLET,S,WANTIRNA SOUTH RESERVOIR,MS,0.82,600,UNKN,,1988-01-01,IN,38.0
R086,INLET,S,PLENTY RESERVOIR,MS,3.59,450,,,1980-01-01,IN,46.0
R017,INLET,S,NOTTING HILL RESERVOIR,MS,8.21,900,,,1980-01-01,IN,46.0
M274,MAINBG,T,STARVATION CRK DIVERSION MAIN,MS,433.72,375,CRK,1/1/1968 12:00:00 AM,1968-01-01,IN,58.0
M350,MAINBG,T,WESTERN TRANSFER MAIN,MS,8.42,1350,UNKN,,1984-01-01,IN,42.0
R033,INLET,S,MORANG SOUTH RESERVOIR,MS,1.58,825,,,1980-01-01,IN,46.0
M190,MAINBG,T,YAN YEAN-EPPING MAIN,MS,205.36,1700,CLAY,1/1/1960 12:00:00 AM,1960-01-01,IN,66.0
M021,MAINBG,T,BLACKBURN RD - NOTTING HILL,MS,1.64,825,,,,IN,
M104,OFTAKE,S,MORANG OUTLET,MSCL,0.4,80,CLAY,,2004-07-01,IN,22.0
M193,OFTAKE,S,KENNY ST-BROADMEADOWS MAIN,MSEL,1.72,600,CLAY,1/1/1965 12:00:00 AM,1965-01-01,IN,61.0
M478,CROSS,S,CARDINIA - PEARCEDALE DUP,MSCL,0.91,800,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
M039,CROSS,S,NORTHCOTE - PUNT RD,CICL,3.75,150,SAND,1/1/1967 12:00:00 AM,1878-11-29,IN,148.0
M191,MAINBG,T,MORANG BRCH YAN YEAN-EPPING M,MS,17.99,1350,CLAY,1/1/1960 12:00:00 AM,1960-01-01,IN,66.0
B075,MAINBG,S,BRITTANIA CREEK PRV,MS,0.94,150,UNKN,,1985-01-01,IN,41.0
M113,MAINBG,T,MITCHAM - SURREY HILLS DUP.,MS,400.47,1150,CLAY,1/1/1984 12:00:00 AM,1939-01-01,IN,87.0
P002,MAINBG,S,MITCHAM RES PS,MS,1.98,900,UNKN,,,IN,
M132,CROSS,S,SILVA-MT WAVERLY MAIN,MSCL,1.93,600,SAND,1/1/1983 12:00:00 AM,1983-01-01,IN,43.0
R032,CROSS,S,ST ALBANS RESERVOIR,MS,4.69,900,,,1980-01-01,IN,46.0
P055,INLET,S,(NOT OP) MONTROSE RES INLET PS,MS,7.88,600,UNKN,,1959-01-01,IN,67.0
M195,MAINBG,T,MT WAVERLY OUTLET MAIN,MS,300.42,900,SNC,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
M281,MAINBG,T,CARDINIA-DAND'G-NOTTING HILL M,MS,2451.07,1700,SAND,1/1/1974 12:00:00 AM,1976-01-01,IN,50.0
M418,OFTAKE,S,BEACONSFIELD - LANGWARRIN MAIN,MSCL,1.82,225,CLAY,,1957-01-01,IN,69.0
M198,OFTAKE,S,SOMERTON HIGH LEVEL MAIN,MSCL,1.24,375,CRK,1/1/2005 12:00:00 AM,2005-02-04,IN,21.0
M441,OFTAKE,S,LANGWARRIN - BITTERN NO 2 MAIN,CICL,4.41,100,CLAY,,1959-01-01,IN,67.0
R026,OUTLET,S,SURRY HILLS NO2 RESERVOIR,CI,0.89,900,,,1980-01-01,IN,46.0
H060,OUTLET,T,CARDINIA DAM,MS,3.75,2100,UNKN,,1972-01-01,IN,54.0
M347,MAINBG,S,SUGARLOAF RES WASTE DISPL MAIN,MSCL,4.15,300,CRK,1/1/1980 12:00:00 AM,1980-01-01,IN,46.0
M418,MAINBG,T,BEACONSFIELD - LANGWARRIN MAIN,MS,184.37,1050,CLAY,,1957-01-01,IN,69.0
R043,OUTLET,S,COWIES HILL RESERVOIR,MS,1.79,825,,,1980-01-01,IN,46.0
A005,AQDUCT,T,MAROONDAH,CONC,686.8,0,CLAY,,1889-01-01,IN,137.0
M257,BRANCH,S,ST ALBANS OUTLET MAIN,MSCL,5.3,600,CRK,1/1/1974 12:00:00 AM,1974-01-01,IN,52.0
B089,MAINBG,S,MARTYR RD PRV,MS,0.5,100,UNKN,,1988-01-01,IN,38.0
P058,MAINBG,S,EPPING PS,MS,1.17,800,CLAY,,1960-01-01,IN,66.0
P058,MAINBG,S,EPPING PS,MS,2.0,825,CLAY,,1960-01-01,IN,66.0
R020,MAINBG,S,PRESTON NO1 RESERVOIR,MS,32.38,600,,,1964-01-01,IN,62.0
M195,BYPASS,S,MT WAVERLY OUTLET MAIN,MSCL,4.12,225,SNC,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
M346,MAINBG,T,SYDENHAM OUTLET MAIN,MS,3.24,1150,CRK,1/1/1977 12:00:00 AM,1977-01-01,IN,49.0
M160,MAINBG,T,PRESTON - FOOTSCRAY MAIN,MS,116.31,1150,CLAY,1/1/1958 12:00:00 AM,1958-03-01,IN,68.0
M258,MAINAG,S,MAROONDAH AQUADUCT REPLACEMENT,MS,0.4,250,,,2009-07-20,IN,17.0
M193,OFTAKE,S,KENNY ST-BROADMEADOWS MAIN,MSCL,4.35,225,CLAY,1/1/1965 12:00:00 AM,1971-01-01,IN,55.0
M056,OFTAKE,S,OLINDA-MITCHAM NO.3,MSCL,3.12,225,CLAY,1/1/1984 12:00:00 AM,1936-01-01,IN,90.0
P002,MAINBG,S,MITCHAM RES PS,MS,2.82,1150,UNKN,,,IN,
R001,INLET,S,BROADMEADOWS RESERVOIR,MS,7.99,300,,,1980-01-01,IN,46.0
M375,MAINBG,S,CARDINIA - HALLAM NO 2 MAIN,MS,4.48,900,SAND,1/1/1974 12:00:00 AM,1974-01-01,IN,52.0
R017,INLET,S,NOTTING HILL RESERVOIR,MS,21.73,900,,,1980-01-01,IN,46.0
M054,CROSS,S,OLINDA-MITCHAM NO.2,MSCL,6.0,300,CLAY,1/1/1926 12:00:00 AM,,IN,
R032,CROSS,S,ST ALBANS RESERVOIR,MS,2.21,500,,,1980-01-01,IN,46.0
M281,MAINBG,T,CARDINIA-DAND'G-NOTTING HILL M,MS,3.9,1700,CLAY,1/1/1974 12:00:00 AM,1974-01-01,IN,52.0
R038,INLET,S,WANTIRNA SOUTH RESERVOIR,MS,2.03,600,UNKN,,1988-01-01,IN,38.0
M478,MAINBG,T,CARDINIA - PEARCEDALE DUP,MS,15.08,1350,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
M160,CROSS,S,PRESTON - FOOTSCRAY MAIN,MSCL,4.83,150,CLAY,1/1/1958 12:00:00 AM,1958-02-01,IN,68.0
M273,INLET,S,CARDINIA BYPASS,MSCL,3.48,150,UNKN,,,IN,
B199,MAINBG,S,CRANBOURNE PRV,MS,0.39,450,CRK,,2009-05-08,IN,17.0
R001,INLET,S,BROADMEADOWS RESERVOIR,MS,1.66,600,,,1980-01-01,IN,46.0
P168,MAINBG,S,YERING GORGE PS,MS,3.25,1100,,,1980-01-01,IN,46.0
R006,MAINBG,S,ESSENDON NORTH RESERVOIR,MS,1.8,1150,,,1980-01-01,IN,46.0
M009,MAINBG,T,PRESTON-NORTH ESSENDON MAIN,MS,3184.43,1150,CLAY,,2011-12-16,IN,15.0
M483,MAINBG,S,ST ALBANS - WERRIBEE MAIN,MS,1.5,900,,,2010-02-02,IN,16.0
R020,MAINBG,S,PRESTON NO1 RESERVOIR,MS,0.6,150,,,1984-03-01,IN,42.0
M440,BYPASS,S,TYABB MORNINGTON MAIN,MS,0.3,355,CLAY,1/1/1979 12:00:00 AM,1979-01-01,IN,47.0
M232,BYPASS,S,HARRIS GULLY MAIN,MSCL,0.97,150,MS,1/1/1965 12:00:00 AM,1965-01-01,IN,61.0
M197,BYPASS,S,SILVAN-PRESTON MAIN,MSCL,0.82,225,TOPS,1/1/1962 12:00:00 AM,1980-01-01,IN,46.0
R020,MAINBG,S,PRESTON NO1 RESERVOIR,MS,1.5,600,,,1984-03-01,IN,42.0
Z019,MAINBG,S,OLINDA RES MINI HYDRO,MSCL,2.08,1400,CLAY,,2009-08-24,IN,17.0
M113,BYPASS,S,MITCHAM - SURREY HILLS DUP.,CI,1.7,50,CLAY,1/1/1984 12:00:00 AM,1939-01-01,IN,87.0
R020,BYPASS,S,PRESTON NO1 RESERVOIR,MS,2.56,225,SAND,,1980-01-01,IN,46.0
R032,BYPASS,S,ST ALBANS RESERVOIR,MS,0.81,150,,,1980-01-01,IN,46.0
R032,MAINBG,S,ST ALBANS RESERVOIR,MS,1.9,600,,,1980-01-01,IN,46.0
M160,BYPASS,S,PRESTON - FOOTSCRAY MAIN,MSCL,1.2,225,CLAY,1/1/1958 12:00:00 AM,1958-03-01,IN,68.0
B071,BYPASS,S,LUSATIA PARK PRV,GI,1.39,50,UNKN,,1985-01-01,IN,41.0
P168,MAINBG,S,YERING GORGE PS,MS,0.38,100,,,1980-01-01,IN,46.0
H040,MAINBG,S,UPPER YARRA DAM,CI,1.32,100,,,1980-01-01,IN,46.0
R020,MAINBG,S,PRESTON NO1 RESERVOIR,,0.7,600,,,2013-03-04,IN,13.0
H080,MAINBG,S,THOMSON DAM,UPVC,1.63,50,,,1986-01-01,IN,40.0
M419,BYPASS,S,LANGWARRIN - BITTERN NO 3 MAIN,MSCL,4.32,600,CLAY,1/1/1971 12:00:00 AM,1972-01-01,IN,54.0
M192,BYPASS,S,EPPING-GREENVALE MAIN,MSCL,2.32,150,UNKN,7/1/2005 12:00:00 AM,2005-07-01,IN,21.0
M055,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,MSLB,2.0,300,CLAY,1/1/1963 12:00:00 AM,1914-01-01,IN,112.0
M046,MAINBG,S,MITCHAM-SURREY HILLS MAIN,MSR,5.47,900,CLAY,1/1/1912 12:00:00 AM,1912-01-01,IN,114.0
M046,MAINBG,T,MITCHAM-SURREY HILLS MAIN,MSR,521.26,900,CLAY,1/1/1912 12:00:00 AM,1912-01-01,IN,114.0
M054,OFTAKE,S,OLINDA-MITCHAM NO.2,MSCL,5.06,900,CLAY,1/1/1926 12:00:00 AM,,IN,
M055,BYPASS,S,NO 1 OLINDA-MITCHAM MAIN,MSCL,0.82,150,CLAY,1/1/1963 12:00:00 AM,1914-01-01,IN,112.0
B200,MAINAG,S,"EDINBURGH RD, OLINDA RES PRV",MS,2.13,50,SAND,,2010-02-01,IN,16.0
M193,MAINBG,S,KENNY ST-BROADMEADOWS MAIN,MS,1.533,600,CRK,,2013-04-15,IN,13.0
H060,BYPASS,S,CARDINIA DAM,MS,1.22,225,,,1980-01-01,IN,46.0
P091,MAINBG,S,SOMERTON NO2 PS,MS,1.35,0,UNKN,,,IN,
B053,MAINBG,S,WATSONIA PRV,MS,0.49,450,UNKN,,,IN,
H070,MAINBG,S,GREENVALE DAM,MS,0.99,1350,,1/1/1971 12:00:00 AM,1980-01-01,IN,46.0
P091,MAINBG,S,SOMERTON NO2 PS,MSCL,5.37,0,UNKN,,,IN,
R019,BYPASS,S,OLINDA RESERVOIR,MS,1.27,800,,,1980-01-01,IN,46.0
M483,MAINBG,S,ST ALBANS - WERRIBEE MAIN,MS,11.37,900,,,2010-02-02,IN,16.0
R032,CROSS,S,ST ALBANS RESERVOIR,MS,1.91,900,,,1980-01-01,IN,46.0
M478,CROSS,S,CARDINIA - PEARCEDALE DUP,MSCL,1.18,800,CRK,,2010-10-18,IN,16.0
M478,MAINBG,T,CARDINIA - PEARCEDALE DUP,MS,3.98,1700,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
P091,MAINBG,S,SOMERTON NO2 PS,MS,3.58,825,UNKN,,,IN,
R004,OFTAKE,S,DANDENONG NORTH RESERVOIR,MS,7.04,100,,,1980-01-01,IN,46.0
P118,INLET,S,PLENTY PUMP STATION,MS,12.08,1350,UNKN,,,IN,
M056,OFTAKE,S,OLINDA-MITCHAM NO.3,MSCL,2.85,100,CLAY,1/1/1984 12:00:00 AM,1936-01-01,IN,90.0
R086,INLET,S,PLENTY RESERVOIR,MS,3.4,900,,,1980-01-01,IN,46.0
M054,OFTAKE,S,OLINDA-MITCHAM NO.2,MSCL,1.94,900,CLAY,1/1/1926 12:00:00 AM,,IN,
M054,OFTAKE,S,OLINDA-MITCHAM NO.2,MSCL,5.3,100,CLAY,1/1/1984 12:00:00 AM,1926-01-01,IN,100.0
M257,MAINBG,T,ST ALBANS OUTLET MAIN,MS,2.65,1150,CRK,1/1/1974 12:00:00 AM,1974-01-01,IN,52.0
M418,MAINBG,T,BEACONSFIELD - LANGWARRIN MAIN,MS,3.68,1050,CLAY,1/1/1959 12:00:00 AM,1957-01-01,IN,69.0
M113,INLET,S,MITCHAM - SURREY HILLS DUP.,MS,2.35,600,,,1980-01-01,IN,46.0
A014,SIPHAG,T,TARAGO MAIN RACE,CONC,26.39,1000,,,1956-01-01,IN,70.0
M131,CONN,S,MT VIEW-DANDENONG MAIN,MSCL,2.11,600,CRK,1/1/1958 12:00:00 AM,1988-01-01,IN,38.0
M160,CROSS,S,PRESTON - FOOTSCRAY MAIN,MSCL,0.72,825,UNKN,,1996-06-01,IN,30.0
M132,MAINBG,T,SILVA-MT WAVERLY MAIN,MS,576.54,1700,CLAY,1/1/1957 12:00:00 AM,1957-01-01,IN,69.0
M283,MAINBG,T,YARRA VALLEY CONDUIT MAIN,MS,427.68,2100,CRK,1/1/1973 12:00:00 AM,1973-01-01,IN,53.0
M193,MAINBG,T,KENNY ST-BROADMEADOWS MAIN,MS,1.19,900,CLAY,1/1/1965 12:00:00 AM,2013-04-15,IN,13.0
M159,MAINBG,T,MT WAVERLY-NOTTING HILL MAIN,MS,127.15,1150,SAND,1/1/1955 12:00:00 AM,1955-01-01,IN,71.0
M257,MAINBG,T,ST ALBANS OUTLET MAIN,MS,239.23,1150,CRK,1/1/1966 12:00:00 AM,1966-01-01,IN,60.0
R032,CROSS,S,ST ALBANS RESERVOIR,MS,3.23,600,,,1980-01-01,IN,46.0
A003,AQDUCT,T,CLEAR WATER CHANNEL,BSTONE,17.72,0,,,1886-01-01,IN,140.0
M131,CONN,S,MT VIEW-DANDENONG MAIN,MSCL,1.7,825,CRK,1/1/1958 12:00:00 AM,1988-01-01,IN,38.0
B190,MAINBG,S,AQUEDUCT RD LANGWARRIN PRV,MS,1.61,150,UNKN,,1967-01-01,IN,59.0
M104,BRANCH,S,MORANG OUTLET,MSCL,0.76,375,CLAY,,2007-08-08,IN,19.0
M478,CROSS,S,CARDINIA - PEARCEDALE DUP,MSCL,1.51,800,CRK,,2010-10-18,IN,16.0
R086,BYPASS,S,PLENTY RESERVOIR,MS,2.57,600,,,1980-01-01,IN,46.0
M197,CROSS,S,SILVAN-PRESTON MAIN,MSCL,3.33,450,CLAY,1/1/1962 12:00:00 AM,1985-01-01,IN,41.0
M478,MAINBG,T,CARDINIA - PEARCEDALE DUP,MS,1.81,1700,,,2001-01-01,IN,25.0
M283,MAINBG,T,YARRA VALLEY CONDUIT MAIN,MS,17.44,2100,SLCL,1/1/1973 12:00:00 AM,1976-01-01,IN,50.0
P254,MAINBG,S,GOULBURN RIVER PUMPING STATION,MSCL,5.46,750,,,2010-02-01,IN,16.0
H070,BYPASS,S,GREENVALE DAM,MS,3.92,100,,,1980-01-01,IN,46.0
M387,MAINBG,T,SILVAN SEVILLE MAIN,MS,2.084,450,,,1996-01-11,IN,30.0
M190,MAINBG,T,YAN YEAN-EPPING MAIN,MS,284.33,1700,CLAY,1/1/1960 12:00:00 AM,1960-01-01,IN,66.0
P257,MAINAG,S,PRESTON PUMP STATION,MSCL,3.91,750,,,2010-02-04,IN,16.0
P099,MAINBG,S,SOUTH MORANG PS,MS,1.48,450,UNKN,,,IN,
M054,OFTAKE,S,OLINDA-MITCHAM NO.2,CICL,1.16,100,CLAY,1/1/1926 12:00:00 AM,,IN,
B088,MAINBG,S,DANDENONG RES PRV,MS,0.77,600,UNKN,,1986-01-01,IN,40.0
B062,MAINBG,S,PRESTON RES VALVES US/UT PRV,MS,0.51,150,UNKN,,,IN,
M197,MAINBG,T,SILVAN-PRESTON MAIN,MS,6.63,1700,TOPS,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
M281,MAINBG,S,CARDINIA-DAND'G-NOTTING HILL M,MSEL,2.45,2100,SAND,1/1/1974 12:00:00 AM,1981-01-01,IN,45.0
