seg_id,str_type,dtupdate,status_id,seg_descr,poly_area,gisid,street_id,seg_part,Geo Shape x,Geo Shape y,Latitude,Longitude
21428,Arterial,20210923,1,Intersection of King Street and Stanley Street,901,1136,0,1,144.950533760383,-37.807178263533,-37.80720537262632,144.9507747769122
20395,Council Minor,20210923,3,Tavistock Place between Flinders Street and Flinders Lane,481,3329,1116,1,144.961816007658,-37.818937297076,-37.81848742506031,144.961640259708
20734,Council Minor,20210923,3,Trades Hall Place from Victoria Street,424,1538,1128,1,144.966610935183,-37.806920345774,-37.80657450478691,144.96670351393675
30258,Private,20210923,4,PL5061,78,192,1555,1,144.965728922625,-37.795758081828,-37.795869576097964,144.96572748078592
21429,Council Major,20210923,2,Stanley Street between King Street and Spencer Street,6118,1137,1089,1,144.950314513372,-37.807311429631,-37.80783881923757,144.94972958068007
30257,Private,20210923,4,Lygon Terrace,306,191,1273,1,144.966693861705,-37.801089042949,-37.8010973153712,144.96639464458323
30211,Private,20210923,4,Engineering Lane,633,150,3212,1,144.961353711903,-37.79928383939,-37.79924527057775,144.96191238132226
30532,Private,20210923,4,Pl5130,5,2464,2874,1,144.954059687197,-37.807794600153,-37.807775899574665,144.95404504959276
21169,Arterial,20210923,1,Curzon Street between O'Shanassy Street and Harris Street,1459,2804,552,1,144.948912708408,-37.799536039325,-37.79974997155407,144.94870341557552
21411,Arterial,20210923,1,Dudley Street between Milton Street and King Street,4016,1121,586,1,144.952530956285,-37.809054213175,-37.80897888428527,144.9532978706926
21688,Council Major,20210923,2,Macaulay Road between Henry Street and Kensington Road,1654,2263,847,1,144.927817963434,-37.794091197682,-37.79422679499566,144.92823354722663
20736,Council Minor,20210923,3,McDonald Lane from Drummond Street,247,1536,2868,1,144.967402713939,-37.805736215391,-37.805678609004985,144.96703917653574
30812,Port Roads,20210923,5,Enterprize Road,22288,3866,117770,1,144.927655858838,-37.814893019218,-37.81412336595381,144.92975601805696
22551,Council Major,20210923,2,La Trobe Street between Adderley Street and Wurundjeri Way,1114,3590,780,1,144.950054266405,-37.81341504667,-37.81359089279005,144.9499865243506
30186,Private,20210923,4,Pl5363,101,128,117842,1,144.965742635273,-37.817333413399,-37.81739187634568,144.9656028034266
30209,Private,20210923,4,Medical Road,1907,148,888,1,144.958971172779,-37.798024163153,-37.798108066922566,144.9591058188526
20020,Council Major,20210923,2,La Trobe Street between Russell Street and Swanston Street,6151,3097,780,1,144.966074491312,-37.808790555529,-37.809236500140656,144.96505956089925
20628,Arterial,20210923,1,Princes Street between Station Street and Canning Street,1419,1744,999,1,144.974870637839,-37.792961661183,-37.79297193423217,144.9743310994195
21578,Council Major,20210923,2,Simpson Street between Albert Street and Victoria Parade,3056,1450,1073,1,144.988962556932,-37.810875566797,-37.810396012807125,144.98887370524758
21158,Council Major,20210923,2,Intersection of O'Shanassy Street and Lothian Street,617,2904,949,1,144.944917964966,-37.799824656667,-37.79970283333079,144.9450567744572
21224,Council Minor,20210923,3,Drakes Lane from Peckville Street,64,2930,1238,1,144.943121093721,-37.795022659201,-37.79502068494166,144.94323582969176
10716,Parks Victoria,20210923,7,Banana Alley Wharf from Banana Alley,585,3021,117954,1,144.961824280175,-37.819970965378,-37.81989640350309,144.96228600471258
30406,Private,20210923,4,Pl5153,73,321,2911,1,144.955759025793,-37.80452709654,-37.80463481073531,144.95575809928962
21963,Arterial,20210923,1,Wellington Parade between Clarendon Street and Jolimont Road,8247,802,1169,1,144.979333670198,-37.815594097296,-37.8158975149084,144.98086005300985
21032,Council Major,20210923,2,Queensberry Street between Abbotsford Street and Lothian Street,1847,2858,1008,1,144.945381149275,-37.802446925209,-37.80254477045916,144.945019629156
20634,Arterial,20210923,1,Princes Street between Canning Street and Rathdowne Street,2679,1738,999,1,144.971844969285,-37.7927683118,-37.79277542015146,144.97252928677517
21431,Council Minor,20210923,3,Cl1091 from Stanley Street,228,1139,304,1,144.950314513372,-37.807311429631,-37.80712992539978,144.95007964090834
21155,Council Major,20210923,2,Intersection of Abbotsford Street and O'Shanassy Street,902,2901,0,1,144.946174721271,-37.799960385833,-37.79980858140686,144.9460281058224
22015,Arterial,20210923,1,Clarendon Street between City Road and Westgate Freeway,2852,3130,1366,1,144.958409632298,-37.827912318974,-37.82818283429264,144.95835950827814
20450,Council Minor,20210923,3,Cl1683 from Cl1603,24,3282,104,1,144.952075269019,-37.813438451116,-37.81345885172707,144.9521075691852
20516,Council Major,20210923,2,Cardigan Street between Faraday Street and Elgin Street,4128,1591,483,1,144.965876601354,-37.797117226394,-37.797754046613065,144.96593687929345
23092,Council Major,20210923,2,Intersection of Smith Street and Thompson Street,215,452,119639,1,144.934671319841,-37.79178734613,-37.79170328793527,144.93474765725182
30110,Private,20210923,4,Fleming Place,137,72,631,1,144.962998905986,-37.815917652506,-37.81577074351584,144.96290788697908
22959,Council Major,20210923,2,Anthony Street between Bellair Street and McCracken Street,2476,550,119657,1,144.928195050642,-37.789842655885,-37.789785027479546,144.92854329631118
22406,Council Major,20210923,2,Kendall Avenue between The Avenue and Elliott Avenue,1445,2103,752,1,144.955837555843,-37.784419760997,-37.784482791072385,144.95631583998144
21353,Council Major,20210923,2,Miller Street between Hawke Street and Curzon Street,98,1272,899,1,144.948083309782,-37.805833743865,-37.805835020497426,144.94793454360288
23014,Council Major,20210923,2,Lambeth Street between Smith Street and Robertson Street,1837,624,119629,1,144.933780039752,-37.79271704997,-37.79238124677003,144.93391559990508
30859,Private,20210923,4,Macchi Street,802,4044,120129,1,144.9030034427115,-37.829237542287146,-37.82880176496983,144.90251579603395
20362,Council Minor,20210923,3,Cl0501 from Gurners Lane,90,3362,2305,1,144.959540938896,-37.817171259676,-37.817190461650085,144.9594023170346
30076,Rail/Tram,20210923,9,South Dynon Railway,35990,45,3223,1,144.909069197022,-37.804213235097,-37.80419241791294,144.91288504317285
22595,Council Major,20210923,2,Story Street between Royal Parade and Fitzgibbon Street,2153,1492,1101,1,144.957175509314,-37.796895038181,-37.79702811381757,144.95713368896534
20234,Council Minor,20210923,3,Windsor Place between Bourke Street and Little Collins Street,605,3209,1184,1,144.972572853069,-37.811894217592,-37.81206277838995,144.97269047386462
30366,Private,20210923,4,PL5347,88,284,3146,1,144.955901359438,-37.805040662132,-37.80505529116479,144.95575086121372
21258,Council Minor,20210923,3,Kerrs Lane from Dryburgh Street,264,2962,759,1,144.944286093238,-37.797572509761,-37.79729855804829,144.94409594978475
22456,Arterial,20210923,1,Intersection of Clarendon Street and Haig Street,679,3120,0,1,144.957726100544,-37.826430959399,-37.826638234126335,144.95763919495155
30764,Private,20210923,4,McLennan Drive,2504,412,119558,1,144.929106008647,-37.799820683344,-37.80023129982937,144.93082589074854
22350,Council Minor,20210923,3,Post Office Lane between Bayles Street and Butler Lane,305,2067,117750,1,144.95644108676,-37.794473632029,-37.79481755680447,144.95637698273111
20714,Council Minor,20210923,3,Registry Lane from Drummond Street,162,1670,3044,1,144.968718236333,-37.800089381945,-37.80013696297136,144.96893919121
22629,Council Major,20210923,2,Intersection of Wellington Parade South and Wellington Crescent,347,3536,1170,1,144.978164181282,-37.816463606761,-37.81634684011043,144.9781052340998
20389,Council Minor,20210923,3,Bligh Place from Flinders Lane,132,3335,1210,1,144.963815024094,-37.817352905272,-37.81719992043278,144.96372396866025
21924,Council Minor,20210923,3,Burchett Lane from Hotham Street,310,1382,1402,1,144.989917896935,-37.814751842398,-37.81510671650341,144.98987365304075
22698,Council Major,20210923,2,Government House Drive from Birdwood Avenue,4127,872,667,1,144.972440935879,-37.826443794969,-37.8268443785353,144.97358048523006
22190,Arterial,20210923,1,Alexandra Avenue between St Kilda Road and Linlithgow Avenue,8196,870,376,1,144.97353675738,-37.821511089575,-37.8210343151932,144.97113565048073
30261,Private,20210923,4,PL5011,38,195,1480,1,144.973731369239,-37.795922929837,-37.79596466789637,144.973738217484
22206,Council Minor,20210923,3,Cl1291 from Arnold Street,144,882,284,1,144.976453150997,-37.835468034871,-37.83542058746041,144.97622253690832
20313,Council Minor,20210923,3,Balcombe Place from Little Collins Street,191,3407,409,1,144.964025079902,-37.815164433192,-37.81531786344979,144.96412508085785
30306,Private,20210923,4,Pl5327,19,230,3126,1,144.943617121537,-37.796569815721,-37.796567049902755,144.94358183396577
21205,Council Minor,20210923,3,Haines Place from Haines Street,134,2790,684,1,144.949933220364,-37.798734058182,-37.79859265229801,144.949944574355
22297,Council Major,20210923,2,Witchwood Close from Punt Road,1448,967,1185,1,144.987371008144,-37.833745369542,-37.833587740233945,144.98687575587712
20912,Arterial,20210923,1,Intersection of Curzon Street and Haines Street,910,2795,0,1,144.949082211253,-37.798653463601,-37.79875376896745,144.94887475532622
20529,Council Major,20210923,2,Intersection of Lygon Street and Argyle Place North,914,1579,840,1,144.966539767836,-37.801946739569,-37.80209860372383,144.96669433446294
