seg_id,str_type,dtupdate,status_id,seg_descr,poly_area,gisid,street_id,seg_part,Geo Shape x,Geo Shape y,Latitude,Longitude
22863,Council Minor,20210923,3,Cargo Lane from Lorimer Street,199,2113,117947,1,144.947173300517,-37.82511782866,-37.82512294019695,144.94692645416214
22645,Citylink,20210923,12,Monash Freeway between Southern Link Road and Boulton Parade,20159,3556,3080,14,144.987343066961,-37.827941827712,-37.827137989671684,144.98635581775787
20173,Council Major,20210923,2,Queen Street between Little Collins Street and Bourke Street,3011,3461,1010,1,144.961284716048,-37.815852345849,-37.81550397047934,144.9609292441143
22946,Council Major,20210923,2,Dryburgh Street between Curran Street and Flemington Road,1564,705,585,1,144.945162628346,-37.792640072631,-37.79249159388699,144.94533059781543
21077,Council Minor,20210923,3,Glass Street between Curzon Street and Errol Street,1012,2691,659,1,144.948474538999,-37.801985471049,-37.8020005445934,144.9490553436432
23186,Council Minor,20210923,3,Danks Lane between Epsom Road and Percy Street,375,664,120145,1,144.92572861154,-37.7919217475,-37.79174119529889,144.9259667883814
20259,Council Minor,20210923,3,Alfred Place between Collins Street and Little Collins Street,642,3185,377,1,144.970140636306,-37.814291155457,-37.81388646208781,144.97000558880586
23151,Council Minor,20210923,3,Merchant Street between Bourke Street and Collins Street,1438,4017,117952,3,144.944208486976,-37.82059587124,-37.82093073938703,144.9442449743199
21452,Council Major,20210923,2,Abbotsford Street between Adderley Street and Ireland Street,1707,1297,367,1,144.943633666227,-37.807607675316,-37.80745296242295,144.9439377058137
20538,Council Major,20210923,2,Lygon Street between Palmerston Street and Lytton Street,6603,1570,840,1,144.967694029227,-37.795329112221,-37.79487069474774,144.96794545416665
20147,Council Major,20210923,2,Russell Street between Flinders Lane and Collins Street,2842,3238,1045,1,144.968900633165,-37.814945380098,-37.81530390682033,144.9692454072176
20069,Arterial,20210923,1,Spencer Street between Flinders Lane and Collins Street,2956,3058,1086,1,144.954173134355,-37.819501742169,-37.81960371171172,144.9544046690862
22920,Council Major,20210923,2,Intersection of Parkville Avenue and Strickland Road,317,370,119271,1,144.941800854632,-37.777469846873,-37.77756757400572,144.9418729918235
22488,Arterial,20210923,1,Punt Road between Brunton Avenue and Olympic Boulevard,3465,1342,1004,1,144.988821660063,-37.823342951947,-37.82410027953653,144.98853282908973
21053,Council Major,20210923,2,Arden Street between Lothian Street and Dryburgh Street,1889,2880,395,1,144.944118622399,-37.80047014925,-37.800366047598956,144.9444710360041
20531,Council Major,20210923,2,Intersection of Lygon Street and Grattan Street,922,1577,0,1,144.967129051784,-37.800625999761,-37.80073982259617,144.96692950564722
21270,Council Major,20210923,2,Hardiman Street between Bent Street and Albermarle Street,2927,2220,688,1,144.935082840809,-37.795776911398,-37.79577414326103,144.9342684568666
23262,Council Major,20210923,2,Foundry Way between Lorimer Street and South Wharf Drive,611,3911,120034,1,144.93795963098,-37.823017363488,-37.82281399054405,144.93795260901166
20570,Council Major,20210923,2,Intersection of Rathdowne Street and Kay Street,898,1811,1024,1,144.97108889706,-37.795111205923,-37.79496071957399,144.97094204840297
30384,Private,20210923,4,Pl5196,31,301,2951,1,144.954592045863,-37.801209200754,-37.80118924766691,144.95464319795835
20185,Council Major,20210923,2,William Street between Little Bourke Street and Lonsdale Street,2910,3449,1179,1,144.95753366274,-37.813795787718,-37.81424282000154,144.9575541104444
22284,Council Major,20210923,2,Acland Street between Anderson Street and Walsh Street,1788,955,369,1,144.985615126285,-37.833527138048,-37.833372600673755,144.98480370181414
22429,Council Major,20210923,2,Elliott Avenue between MacArthur Road and Kendall Avenue,4616,2106,601,1,144.95180544469,-37.78763839676,-37.78586627640868,144.95366499892154
30454,Private,20210923,4,Pl5110,11,2403,2851,1,144.94744765636,-37.809740711098,-37.80970311025704,144.94740671060438
20700,Council Minor,20210923,3,Aplin Place from Sutton Place,186,1684,1202,1,144.970144451999,-37.797008825068,-37.79701183402039,144.9699079537972
20993,Council Major,20210923,2,Intersection of Victoria Street and Errol Street,1240,2686,0,1,144.949448810615,-37.805015216106,-37.80513030139519,144.94919877412175
20111,Council Major,20210923,2,Intersection of Swanston Street and Collins Street,913,3026,0,1,144.966752729377,-37.815576628525,-37.815492540849945,144.9665344609931
20325,Council Minor,20210923,3,Albion Alley from Little Bourke Street,253,3395,1196,1,144.96439320095,-37.81282260164,-37.813116653242176,144.96455086424217
21776,Council Minor,20210923,3,Peppercorn Walk between Woodruff Street and McTaggart Street,108,2351,1428,1,144.922954014692,-37.792107855512,-37.79229230826132,144.9226196936438
21093,Council Minor,20210923,3,Jones Lane from Leveson Street,169,2706,747,1,144.951010629423,-37.802738075885,-37.80269351724136,144.95077333893477
22840,Council Major,20210923,2,Fisken Place between Newton Street and Fisken Walk,604,2141,117792,1,144.923935837902,-37.795396520135,-37.795512942868896,144.92416510418911
20764,Council Minor,20210923,3,Beard Place from Lygon Street,270,1976,117748,1,144.967167947955,-37.800378847186,-37.8003740002787,144.96749022100283
21573,Council Major,20210923,2,Albert Street between Hoddle Street and Simpson Street,5244,1455,375,1,144.990878594291,-37.811362821366,-37.811117041446245,144.9899199441119
20247,Council Minor,20210923,3,Spark Lane from Flinders Street,375,3196,1085,1,144.973594593087,-37.815504532808,-37.81521836330962,144.97342323779162
30159,Private,20210923,4,Pl5237,14,108,2997,1,144.96921780962,-37.81158425526,-37.811561692128365,144.96927660552447
23356,Council Minor,20210923,3,CL1205 from Princes Street,54,153,59,1,144.970292650059,-37.79260085762,-37.79266597908152,144.97026104636848
30882,Private,20210923,4,Tanderrum Bridge,625,4126,120160,5,144.976070260762,-37.819890758553,-37.8199042677959,144.9762896983522
20233,Council Minor,20210923,3,Mornane Place from Exhibition Street,169,3210,911,1,144.970553256194,-37.811654158598,-37.81161232134794,144.97077449834765
22737,Council Major,20210923,2,Mason Street between Randall Place and St Martins Lane,165,1027,884,1,144.980962649082,-37.835514368716,-37.83543812434928,144.98103202875367
21253,Council Major,20210923,2,Dryburgh Street between Brougham Street and Curran Street,2993,2959,585,1,144.945410758844,-37.793175863188,-37.793119004257655,144.9452484163572
20608,Arterial,20210923,1,Nicholson Street between Owen Street and Murchison Street,796,1774,931,1,144.97433157795,-37.800130283746,-37.80035779744184,144.97438529638862
22339,Council Major,20210923,2,Gatehouse Street between Story Street and Morrah Street,2839,2056,649,1,144.95255611024,-37.795626693858,-37.79511553251321,144.9530426579504
21464,Council Major,20210923,2,Roden Street between Adderley Street and Spencer Street,5536,1308,1035,1,144.946810755439,-37.808730683773,-37.80838886931213,144.94701295550618
21216,Council Major,20210923,2,Dryburgh Street between Wood Street and Canning Street,2767,2922,585,1,144.944419111781,-37.79684316281,-37.79678427231839,144.94459322074013
22819,Council Major,20210923,2,Collins Street between Spencer Street and Batmans Hill Drive,1784,3894,526,2,144.951976157761,-37.819555288432,-37.81976217739057,144.95176458623448
21883,Council Major,20210923,2,Gipps Street between Simpson Street and Powlett Street,4022,1418,656,1,144.988188437703,-37.813369169165,-37.81315212829789,144.98707248377713
22266,Council Major,20210923,2,Intersection of Anderson Street and Clowes Street,429,938,383,1,144.98455990866,-37.830434198409,-37.83050984674319,144.9844231637943
20161,Council Major,20210923,2,Swanston Street between Little Lonsdale Street and La Trobe Street,2875,3473,1114,1,144.963902122607,-37.810163858774,-37.810130603792366,144.9640689080038
30068,River,20210923,8,Moonee Ponds Creek,261,41,3097,1,144.935660264477,-37.808846114384,-37.80881084803591,144.935517587878
20167,Council Major,20210923,2,Elizabeth Street between Little Bourke Street and Lonsdale Street,2844,3467,599,1,144.962700037422,-37.812852630489,-37.812811146431564,144.9625002286165
22093,Arterial,20210923,1,Intersection of St Kilda Road and Coventry Street,2732,867,1056,1,144.970972382478,-37.828871546378,-37.82867416269994,144.97135815406997
21746,Council Major,20210923,2,Altona Street between Tennyson Street and Ormond Street,1169,2321,381,1,144.927218243356,-37.798707196302,-37.79902732311256,144.92741116102732
20527,Council Major,20210923,2,Intersection of Lygon Street and Pelham Street,912,1581,840,1,144.966720625866,-37.802968855836,-37.802815395428254,144.9665741711845
22558,Council Major,20210923,2,Intersection of Rogers Street and Ingles Street,1225,3144,1387,1,144.936145625252,-37.825057943851,-37.82483533170003,144.93612462960493
22750,Arterial,20210923,1,Intersection of Punt Road and Pasley Street South,301,1040,1004,1,144.985465949429,-37.842921606012,-37.843064436279484,144.985496585708
20392,Council Minor,20210923,3,Mill Place from Flinders Lane,205,3332,898,1,144.963854934511,-37.81743783643,-37.81764710274728,144.96392857531353
21962,Arterial,20210923,1,Intersection of Wellington Parade and Clarendon Street,918,803,0,1,144.982436964981,-37.815934543838,-37.81608822876659,144.98258680892508
21321,Arterial,20210923,1,MacAulay Road between Gracie Street and Canning Street,2640,2994,847,1,144.938934515819,-37.795648473172,-37.79596375519585,144.93948785526146
22011,Council Minor,20210923,3,Blakeney Place from Clarendon Street,1031,3667,1367,1,144.957325431218,-37.827630862544,-37.82752559036918,144.95736632559573
22044,Arterial,20210923,1,Intersection of Kings Way and Kavanagh Street,1493,3700,1359,1,144.961112862102,-37.827010075782,-37.826738492180745,144.96119752463267
30525,Private,20210923,4,PL5111,80,2459,2852,1,144.949850185307,-37.809214583082,-37.80930649543097,144.94992748645316
23016,Council Major,20210923,2,Liddy Street between Market Street and Youlden Street,2169,603,119669,1,144.92605250231,-37.789997063803,-37.78981429775527,144.92575586914987
21483,Arterial,20210923,1,Dudley Street between Adderley Street and Spencer Street,5514,1143,586,1,144.949682959347,-37.810402369021,-37.810549270048256,144.9489014260185
20710,Council Major,20210923,2,Faraday Street between Rathdowne Street and Drummond Street,3035,1674,621,1,144.968906175519,-37.798985026373,-37.79891395912335,144.96949671137986
20758,Council Minor,20210923,3,Dorrit Street between Grattan Street and Faraday Street,1988,1982,575,1,144.966153580417,-37.800517773577,-37.799624666137326,144.96636213042999
22273,Council Major,20210923,2,Walsh Street between Clowes Street and Alexandra Avenue,2030,945,1155,1,144.986440099545,-37.829425120532,-37.83007080042253,144.986402987813
22430,Arterial,20210923,1,MacArthur Road between The Avenue and Elliott Avenue,4327,2107,845,1,144.951959011177,-37.787843299704,-37.78826520277262,144.9546328823658
21180,Council Major,20210923,2,Harcourt Street between Courtney Street and Flemington Road,6154,2769,687,1,144.9527918622,-37.798251553806,-37.79879951527952,144.95185770158102
21738,Council Major,20210923,2,Intersection of Ormond Street and Altona Street,309,2312,0,1,144.926942857323,-37.798639473972,-37.798671153970155,144.9270815439653
21074,Council Major,20210923,2,Arden Street between Errol Street and Curzon Street,2990,2800,395,1,144.949844937657,-37.800827953505,-37.80089696887663,144.94924847169412
20786,Council Minor,20210923,3,Cl1325 between Elgin Street and Miller Lane,23,1957,69,1,144.966443055931,-37.797177774373,-37.797266693600356,144.9664339020258
30194,Private,20210923,4,Ridgway Place,44,133,1029,1,144.972527875991,-37.813313708599,-37.81332555541003,144.97243815994815
22007,Arterial,20210923,1,Normanby Road between Clarendon Street and West Gate Freeway,22774,3663,1368,1,144.956939832349,-37.825515309997,-37.826493629690845,144.95488709950234
23267,Council Minor,20210923,3,Saint Mangos Lane North from Docklands Drive,1554,3923,120039,1,144.941012440719,-37.813381393457,-37.813066205014216,144.9407085335384
22745,Arterial,20210923,1,Intersection of Punt Road and Pasley Street North,213,1035,1004,1,144.985781840328,-37.841379040231,-37.84148074371558,144.9858191131805
30828,Rail/Tram,20210923,9,South Dynon Railway,1714,3902,3223,1,144.935829269376,-37.805712621421,-37.805450335874106,144.93497606305505
30862,Private,20210923,4,PL5214,21,4054,2971,1,144.945857610632,-37.806155703202,-37.80613156935802,144.94578930114938
22502,Council Major,20210923,2,Pelham Street between Berkeley Street and Elizabeth Street,1513,1504,975,1,144.958408492157,-37.802061311176,-37.80188624847771,144.9581075957906
30287,Private,20210923,4,PL5016,46,217,1489,1,144.971517448515,-37.797450391748,-37.79736885172337,144.97154616821723
20805,Council Minor,20210923,3,Canada Lane between Cardigan Street and Swanston Street,506,1941,477,1,144.96485490112,-37.803010859523,-37.80292701175128,144.96429524487522
21318,Council Major,20210923,2,Intersection of Langford Street and Steel Street,243,2991,774,1,144.936807078993,-37.795866547099,-37.79592767934408,144.9367282580759
20925,Council Major,20210923,2,Queensberry Street between Cobden Street and Peel Street,1959,2619,1008,1,144.956595167693,-37.803687568533,-37.803869873442494,144.95693785403438
22904,Road Safety Act,20210923,16,Newquay Promenade between Harbour Esplanade and Palmyra Way,1576,3964,117864,1,144.943840905519,-37.814291398169,-37.81425031954228,144.94370302507625
22644,Citylink,20210923,12,Southern Link Road between Westgate Freeway and Punt Road,16,2608,117764,2,144.978767303761,-37.825805112158,-37.82583012732772,144.97876117895134
20711,Council Minor,20210923,3,University Street between Rathdowne Street and Drummond Street,607,1673,1145,1,144.969696103665,-37.799649300588,-37.79958755872288,144.96938200856962
23321,Lease/Reserve,20210923,6,Tom Thumb Lane between Collins Street and Victoria Harbour Promenade,414,4094,120149,1,144.941169047172,-37.820453668733,-37.82028587142203,144.94105693331213
20750,Council Minor,20210923,3,Rush Place from Argyle Place South,421,1990,1043,1,144.965820281221,-37.804158876948,-37.80387754588795,144.96589447586723
22928,Council Major,20210923,2,Garrard Street between Oak Street and Parkville Avenue,1172,373,119263,1,144.94161215847,-37.779473435827,-37.77940705455627,144.9419638066434
22158,Arterial,20210923,1,Lorimer Street between Graham Street and Hall Street,7766,3655,1370,1,144.926910267439,-37.821131749097,-37.82128093207311,144.92874474995648
21145,Council Major,20210923,2,Errol Street between Arden Street and O'Shanassy Street,1525,2754,607,1,144.94992504873,-37.800375616967,-37.80061962221038,144.9500547203933
23243,Council Minor,20210923,3,Crow Place between Buncle Street and Pearl Street,388,3888,119784,1,144.941440092274,-37.792739088778,-37.792673390659544,144.94113443977363
30728,Private,20210923,4,Shilling Lane,156,741,117922,1,144.965540626716,-37.810896452542,-37.81101845737953,144.96563061380266
20192,Arterial,20210923,1,King Street between Bourke Street and Little Bourke Street,2891,3442,761,1,144.955631452973,-37.815773370231,-37.81585357855784,144.955485901307
30816,Private,20210923,4,Wright Walk,453,3872,119769,1,144.949050229901,-37.82473614358,-37.824479141041536,144.94921307515597
22518,Council Minor,20210923,3,Andersons Lane between Arden Street and Little Lothian Street North,105,702,1201,1,144.945239953311,-37.800591555649,-37.80072425427217,144.9451973280353
20194,Arterial,20210923,1,King Street between Lonsdale Street and Little Lonsdale Street,2816,3440,761,1,144.954568477175,-37.813475663236,-37.81390123000989,144.95458394654594
22776,Council Major,20210923,2,Westbourne Road between Belmont Road and Bayswater Road,3706,760,1173,1,144.920917531292,-37.793796799985,-37.79307270016999,144.9222833196065
21582,Council Major,20210923,2,Intersection of Albert Street and Powlett Street,911,1446,0,1,144.986306534837,-37.810856457967,-37.81070372730821,144.98615904856422
20030,Council Major,20210923,2,La Trobe Street between King Street and Spencer Street,6066,3087,780,1,144.951540582656,-37.812994022892,-37.812816786712496,144.9526773255852
22387,Arterial,20210923,1,Royal Parade between Ievers Street and Walker Street,18091,1864,1041,1,144.959068849864,-37.784564237944,-37.7832332885349,144.9595743854056
22235,Council Major,20210923,2,Domain Road between Walsh Street and Punt Road,2965,930,572,1,144.985525536192,-37.834618390372,-37.83462985561617,144.9863759201288
30383,Private,20210923,4,Pl5197,79,300,2952,1,144.954506693149,-37.801941759668,-37.80201449569531,144.9546225986912
20844,Council Minor,20210923,3,Little Grattan Street from Grattan Street,467,1902,820,1,144.962896044547,-37.800664215259,-37.800681007316754,144.9632752664503
30314,Private,20210923,4,Pl5201,13,236,2956,1,144.947358621153,-37.801735266522,-37.801748830765135,144.94744180834832
22168,Council Major,20210923,2,Lorimer Street between West Gate Bridge and Todd Road,40406,3785,1370,1,144.911038000042,-37.822798086826,-37.8259313184541,144.90508743408446
20906,Council Major,20210923,2,Intersection of Dryburgh Street and Canning Street,1278,2817,0,1,144.944858278082,-37.796300010146,-37.7961876408486,144.944722224441
23199,Arterial,20210923,1,Intersection of Epsom Road and Flemington Drive,663,631,605,1,144.919492049583,-37.785583517972,-37.785791266520256,144.91958380827595
20487,Council Major,20210923,2,Swanston Street between Pelham Street and Lincoln Square North,1970,1617,1114,1,144.963473202262,-37.802344858472,-37.802070549403126,144.96369288856647
22348,Council Major,20210923,2,Wimble Street between Morrah Street and Park Drive,2155,2065,1183,1,144.955719473107,-37.795105803188,-37.7949214449539,144.95585183534774
20549,Council Major,20210923,2,Intersection of Drummond Street and Faraday Street,914,1832,0,1,144.968564423053,-37.798951456425,-37.79883353077401,144.96875813228252
20723,Council Minor,20210923,3,Watt Lane from Grattan Street,168,1549,117941,1,144.967381036126,-37.800925266254,-37.80111726349264,144.96733043821916
21297,Council Major,20210923,2,Fogarty Street between Arden Street and Green Street,2106,2973,639,1,144.939910207941,-37.798778917562,-37.79925846352849,144.93993981034023
22025,Council Major,20210923,2,Intersection of Clarke Street and Hancock Street,245,3681,0,1,144.959597608952,-37.827568783453,-37.82765129967621,144.95951421301686
30431,Private,20210923,4,Shands Lane,160,335,1068,1,144.943762067254,-37.79534778244,-37.795218433308506,144.94376113040303
20963,Council Major,20210923,2,Intersection of Queensberry Street and Chetwynd Street,911,2656,0,1,144.952775543413,-37.803256518861,-37.80337774551808,144.95257959842434
22230,Council Major,20210923,2,Intersection of Domain Road and Anderson Street,453,979,572,1,144.983789734391,-37.834402747836,-37.83429736142653,144.98368121995975
20845,Council Minor,20210923,3,Malvina Place from Grattan Street,252,1901,867,2,144.961712318467,-37.800495583569,-37.8005672148661,144.9617290948725
23323,Council Minor,20210923,3,PH8039 from Franklin Street,207,4106,120165,1,144.960903017538,-37.807875204651,-37.807607471089504,144.96076118934357
30882,Private,20210923,4,Tanderrum Bridge,512,4124,120160,2,144.975333554809,-37.819415172579,-37.819335525893976,144.97490176289912
20893,Council Major,20210923,2,Albert Street between Lansdowne Street and Eades Street,6091,855,375,1,144.978517049128,-37.809719904294,-37.80998006257427,144.97963147268806
22570,Arterial,20210923,1,Intersection of Kings Way and Dorcas Street,352,3156,0,1,144.965982013015,-37.831300578522,-37.83139307870037,144.9659131218484
20277,Council Minor,20210923,3,Evans Lane from Little Lonsdale Street,331,3169,613,1,144.968568627137,-37.808812000266,-37.80895889141579,144.96868101278125
23190,Council Minor,20210923,3,CL1752 from Robertson Street,49,673,119741,1,144.931706921774,-37.792808548701,-37.79273488263234,144.93170344691785
23304,Lease/Reserve,20210923,6,River Esplanade between Mills Place and Riggers Place,9184,3976,117906,1,144.940141428505,-37.82298687042,-37.82226637314809,144.93849205667013
20001,Council Major,20210923,2,Lonsdale Street between Spring Street and Exhibition Street,6217,3275,803,1,144.970600860202,-37.809989429418,-37.809754262844926,144.9708967827927
22819,Council Major,20210923,2,Collins Street between Spencer Street and Batmans Hill Drive,5422,3621,526,1,144.951976157761,-37.819555288432,-37.819392100271415,144.95303750778064
21332,Council Major,20210923,2,Intersection of Miller Street and Anderson Street,338,3004,0,1,144.942114480552,-37.805177288376,-37.80521151322109,144.94192512615248
