Geo Point,Geo Shape,seg_id,str_type,status_id,seg_descr,poly_area,gisid,street_id,seg_part
2172,3031,21611,4,3,607,279,1210,98,1
70,2301,22383,0,1,1912,1760,1862,1041,1
651,185,30565,9,4,2843,343,2473,1557,1
2611,821,23225,3,2,3688,9679,3840,119758,1
890,3297,20684,3,2,2728,3066,1689,955,1
300,296,23059,4,3,2791,1013,583,119660,1
2316,1190,30448,9,4,2888,38,2397,2888,1
3980,3743,22225,3,2,890,1462,897,572,1
4114,3991,22747,0,1,3101,863,1037,1004,1
1174,3272,22869,4,3,540,28,348,214,1
4059,3858,22242,3,2,2234,3867,902,790,1
1828,2486,20868,3,2,3130,3143,1881,1008,1
3239,3766,21984,3,2,1380,99,781,372,1
235,218,22816,4,3,1283,536,2375,1417,1
51,2327,22386,0,1,1908,1803,1863,1041,1
2982,2019,20061,4,3,2261,12,361,894,1
1816,2862,20748,4,3,536,23,1992,1556,1
933,126,22575,3,2,1058,926,2151,2038,1
595,171,22777,3,2,3730,1813,759,1173,1
60,888,22885,1,12,3593,169,729,1133,3
2490,3696,22491,0,1,1696,898,767,778,1
1660,498,30047,9,4,296,756,31,117912,1
832,693,21272,3,2,1642,312,2222,0,1
2275,1689,21420,4,3,483,44,1129,353,1
1133,1509,21206,4,3,2134,64,2791,1263,1
4011,3755,22260,4,3,853,409,917,562,1
2607,2335,20043,3,2,1848,340,3077,0,1
4070,3683,30680,9,4,3002,55,2564,3110,1
2339,3632,22619,3,2,44,1535,3524,375,1
1875,1677,30390,9,4,2917,73,307,2943,1
3829,2225,22014,0,1,1485,1381,3670,0,1
980,2953,22778,4,3,2800,156,1471,1534,1
2019,1723,21379,4,3,670,38,1090,235,1
1035,72,30586,12,8,2405,7781,2491,3098,1
388,2229,22372,0,1,1906,5832,1858,1041,1
2747,2702,30134,9,4,3456,166,90,1094,1
3081,2628,30199,9,4,1087,58,138,631,1
2833,1065,22903,4,3,2729,1531,3135,118679,1
3573,1903,30654,9,4,2276,439,2544,3082,1
1533,1095,21044,0,1,939,6144,2870,585,1
857,3570,20595,3,2,3453,2475,1787,1092,1
3061,4138,21916,0,1,1648,293,1389,0,1
1364,2383,20481,3,2,1412,922,1623,674,1
2338,2698,20021,3,2,1998,914,3096,0,1
2237,3720,21571,0,1,2029,782,836,1151,1
1262,1741,21186,4,3,687,122,2775,119,1
177,543,23161,4,3,368,341,642,119713,1
622,190,21787,3,2,1127,1364,2362,1250,1
2779,1826,20447,4,3,3684,276,3285,1162,1
1167,3259,20563,3,2,3188,4285,1818,1024,1
2745,2402,20373,4,3,817,204,3351,546,1
2662,4087,21888,4,3,671,80,1413,46,1
3988,3968,22288,3,2,3677,1240,959,1155,1
3617,804,23264,4,3,162,432,3918,120036,1
958,3532,20779,3,2,2726,1929,1662,955,1
995,109,22535,4,3,1204,152,2164,3233,1
3953,4054,22298,0,1,3107,1727,968,1004,1
3220,2390,22611,3,2,1503,920,3503,526,1
2225,1245,21454,3,2,1644,887,1299,0,1
4065,3952,22239,3,2,3680,4795,934,1155,1
2160,1037,21549,3,2,3166,837,1337,1016,1
2394,3811,20894,3,2,1384,904,854,375,1
3419,3642,22800,4,3,174,7,4128,422,2
3272,2472,20398,4,3,2553,153,3326,917,1
3837,2453,22036,3,2,2537,2862,3692,1399,1
122,1552,30698,11,9,3727,449,2582,3130,1
3673,249,22145,3,2,3595,6623,3643,1380,1
1134,1654,21190,3,2,2564,2857,2778,922,1
3522,2050,23233,6,6,3196,971,3882,119776,1
3704,2375,22182,3,2,3124,6532,3625,1009,1
475,1242,21252,4,3,855,63,2958,1232,1
954,646,21282,3,2,1476,335,2232,504,1
2654,4153,21874,0,1,1650,416,1427,0,1
467,3105,20773,0,1,436,9149,1967,497,1
3208,3812,21988,3,2,450,879,777,501,1
879,177,21834,4,3,2224,1038,2196,3169,2
1419,1916,21126,4,3,287,160,2735,1212,1
1970,2500,23340,4,3,64,215,189,379,1
254,401,22989,3,2,792,585,551,119656,1
1020,118,22537,3,2,142,859,2165,3238,1
2354,2482,22650,3,2,1580,305,1184,599,1
1444,3336,20681,4,3,125,100,1692,117762,1
2155,3474,30721,11,9,3630,915,2602,1151,1
3428,975,23294,4,3,3690,781,3957,120088,1
4023,3796,22247,4,3,3442,603,906,1437,1
396,3139,20642,0,1,3076,1616,1731,999,1
606,3535,30227,9,4,2972,27,166,3047,1
172,590,23157,4,3,340,599,639,119722,1
3562,1901,22445,4,3,3312,2312,3117,1072,1
2174,1100,21449,3,2,19,1225,1294,367,1
1257,340,21737,3,2,2632,2513,2311,947,1
1391,1085,21048,3,2,1407,719,2875,395,1
3954,4029,22291,4,3,3668,557,962,117911,1
2424,3327,20226,4,3,3091,536,3217,1003,2
2355,1503,21479,3,2,3239,5586,1249,1038,1
1807,1517,30378,9,4,3022,137,296,2883,1
2940,2401,20345,4,3,213,158,3378,435,1
2241,2457,21639,3,2,980,3082,1234,599,1
2630,764,30808,9,4,3450,524,3853,119757,1
3593,777,23258,3,2,1935,165,3912,120031,1
4072,3795,22256,4,3,2306,306,913,829,1
17,796,22935,4,3,120,728,382,119260,1
366,529,23069,3,2,3184,2954,487,119633,1
3251,2317,20117,3,2,2073,903,3499,0,1
4151,3769,22761,0,1,1972,686,1051,1056,1
1758,2987,30259,9,4,2842,14,193,1554,1
902,3312,20566,3,2,1889,902,1815,0,1
1377,2007,21123,0,1,1089,5429,2732,632,1
1520,1781,20914,3,2,1398,2150,2612,0,1
2096,1890,21387,3,2,3243,1546,1098,1038,1
3664,2028,30652,12,8,3790,28862,3870,3094,1
126,256,23096,0,1,3346,6852,518,1078,1
1076,3305,20564,3,2,1884,926,1817,0,1
2445,1580,21486,0,1,3390,2397,1145,1086,1
1220,3004,20533,3,2,1724,934,1575,0,1
3503,4117,22489,0,1,3093,6451,1341,1004,1
363,413,30788,9,4,2696,12,690,120027,1
2810,1983,20406,4,3,2403,345,3318,872,1
795,2811,20824,4,3,567,31,1924,1536,1
3304,3658,30837,11,9,3747,512,3996,118878,2
616,2102,22352,3,2,1416,405,2069,0,1
2945,1962,20412,4,3,295,427,3313,1265,1
1508,2443,20460,3,2,2227,2268,1644,786,1
1340,1537,21174,4,3,1062,245,2763,618,1
1476,2807,20808,4,3,618,75,1939,53,1
703,722,21287,3,2,2378,1048,4112,847,1
3352,1355,22609,3,2,1638,1934,3591,455,1
861,75,22836,4,3,3467,145,754,117854,2
2889,3266,20108,3,2,763,6075,3254,526,1
3336,1644,30762,11,9,3375,1627,410,3224,1
1490,1082,30327,9,4,2947,6,249,2992,1
3925,3020,22114,4,3,3723,415,3767,1356,1
1499,2678,20488,3,2,3518,3627,1616,1114,1
3243,2470,30107,9,4,2552,86,69,917,1
342,189,22797,3,2,1979,259,750,1438,1
866,3183,20685,3,2,2724,3021,1560,955,1
1394,2580,20469,3,2,1439,911,1635,674,1
1073,1484,21192,3,2,2524,7885,2873,905,1
2713,4084,21889,4,3,3748,92,1412,3240,1
501,89,22852,4,3,3246,1524,756,117904,1
279,238,21772,4,3,790,701,2347,1408,1
1471,3011,21555,3,2,1233,3034,1839,674,1
2437,2977,30730,9,4,116,510,743,117925,1
1933,1388,21345,4,3,3313,658,1266,1432,1
907,838,20901,0,1,1735,846,2812,0,1
578,319,21757,4,3,696,755,2332,139,1
898,1009,21213,4,3,3306,157,2919,117777,1
2890,4085,21906,3,2,1928,915,1399,0,1
3453,1017,23293,3,2,258,3713,3958,455,1
2933,3573,20196,3,2,3411,2865,3235,1088,1
2939,2663,20165,3,2,992,2774,3469,599,1
2548,3333,30177,9,4,2873,11,120,2864,1
659,1965,22346,3,2,2733,4547,2063,956,1
28,2361,30710,9,4,3014,203,2592,3122,1
2709,2672,20055,3,2,2260,2148,3015,809,1
3322,3735,22001,0,1,300,21,3985,468,2
2537,1822,22654,0,1,1675,602,1188,0,1
2496,424,30063,8,5,2557,6591,4066,119763,1
842,261,21750,3,2,1664,311,2325,0,1
3359,2589,20218,3,2,1118,3722,3433,636,1
3921,3204,22098,3,2,3724,1470,3748,1352,3
1443,3551,20600,0,1,1787,339,1782,0,1
403,158,21809,4,3,3667,168,2386,1440,1
2232,1763,22662,0,1,1683,906,1196,761,1
1414,1213,21054,3,2,1406,605,2881,0,1
434,530,23070,3,2,1881,403,479,119633,1
3659,2426,22562,3,2,3741,6717,3148,1344,1
1532,2860,20755,4,3,1228,681,1985,673,1
266,835,23109,0,1,1430,520,521,453,1
811,2152,22323,3,2,2543,2119,2040,912,1
989,1961,22593,3,2,1980,610,1490,1101,1
3297,4108,21994,4,3,3703,1229,1352,365,1
3803,3198,22106,3,2,3725,6400,3759,1352,1
302,455,22969,3,2,203,3360,495,430,1
1210,453,21708,3,2,110,1834,2127,395,1
742,469,30738,9,4,3042,14,3813,117955,1
614,3484,20646,4,3,579,679,1727,1479,1
1240,1543,21148,3,2,1263,3001,2757,685,1
3826,273,22150,3,2,3619,4196,3648,120152,1
123,197,22525,0,1,1023,3489,681,605,1
2414,2505,20023,3,2,1577,898,3094,0,1
1309,1148,22682,3,2,1554,290,720,585,1
2391,3225,20002,3,2,1708,927,3274,0,1
2310,2966,20282,4,3,1304,490,3421,698,1
2901,3358,20256,4,3,3480,141,3187,1102,1
4107,3678,22473,3,2,3329,2033,1064,1076,1
1836,81,22821,0,1,876,692,2600,1333,1
3329,3808,21976,3,2,1660,130,789,0,1
4100,3871,22218,0,1,2020,315,978,1127,1
2349,2218,21636,3,2,3112,980,1231,1010,1
1561,2898,20754,4,3,1358,262,1986,731,1
3535,506,22139,0,1,1715,737,3638,1370,1
2148,1750,30520,9,4,2877,24,2455,2872,1
844,1535,30397,9,4,2909,283,313,2932,1
3163,2414,20358,4,3,2522,158,3366,904,1
3950,3414,22467,0,1,3430,9196,1058,1056,1
1695,2247,20472,3,2,221,4638,1632,441,1
399,211,21777,3,2,2462,1317,2352,1302,1
3839,2269,22032,4,3,3331,59,3688,1597,1
1767,2051,20943,3,2,3146,1123,2637,1008,1
3900,4005,22275,3,2,1392,852,947,376,1
3224,2195,20420,4,3,467,456,3306,513,2
3729,1674,30818,9,4,2636,469,3874,119771,1
1653,2780,20806,3,2,2782,3074,1940,975,1
3323,3805,21977,3,2,2105,1219,788,745,1
2003,1869,30470,9,4,2967,27,2416,3032,1
4068,3792,22257,4,3,2305,177,914,829,1
1895,1080,21337,0,1,936,2204,1258,585,1
3858,4039,22645,1,12,2528,456,2116,3080,7
3430,1754,30881,11,9,3375,565,4121,3224,1
1472,3528,20607,4,3,663,79,1775,348,1
390,635,23195,4,3,2718,432,677,119697,1
3262,2733,20393,4,3,510,55,3331,2317,1
458,1185,21246,4,3,2210,369,2952,775,1
1237,511,21706,3,2,97,1160,2281,395,1
3089,2881,30124,9,4,2395,145,84,868,1
3197,1236,22452,6,6,1271,1997,3969,117766,2
1399,2140,21551,0,1,986,5949,1838,599,1
2427,1620,21487,4,3,613,206,1146,181,1
1316,3472,20615,4,3,554,119,1765,254,1
3672,246,22146,3,2,2024,629,3644,0,1
425,463,22967,3,2,206,3183,497,430,1
2867,3972,21908,3,2,1818,902,1397,0,1
2489,3863,21860,3,2,723,3074,815,515,1
3099,4079,21949,3,2,3322,3092,1365,1073,1
724,733,21319,3,2,1745,368,2992,847,1
664,3558,22893,4,3,3481,235,736,117939,1
3902,2832,22118,3,2,3498,7383,3771,364,1
1429,1291,21060,3,2,1397,911,2886,0,1
1822,2590,22833,4,3,292,56,1915,1213,1
3190,2249,20422,4,3,1313,228,3304,705,1
4153,3908,22762,0,1,1827,221,1052,0,1
654,3420,30291,9,4,2818,32,221,1477,1
792,3478,20587,3,2,391,1530,1795,479,1
3893,4067,22647,0,1,1320,43,3559,3195,1
527,438,23026,3,2,1756,130,560,119634,1
3150,2447,30104,9,4,127,95,66,404,1
108,1262,22827,4,3,281,3521,1494,459,1
169,584,23047,3,2,2613,1740,617,119631,1
1518,1451,22674,0,1,826,1837,715,552,1
494,989,21243,3,2,1763,917,2949,890,1
894,2077,22328,4,3,637,893,2045,6,1
532,468,30780,9,4,2689,11,435,119703,1
637,488,22523,3,2,2374,382,2131,847,1
2255,3530,21561,4,3,1044,891,845,614,1
2561,3256,20262,4,3,2223,281,3182,784,1
3533,4020,30628,11,9,2468,14076,3983,117873,1
410,2117,22371,3,2,1168,3010,2086,649,1
2214,2004,22658,0,1,1811,1856,1192,0,1
3291,2792,20215,3,2,1575,918,3436,636,1
1355,2291,20850,3,2,1229,2138,1896,674,1
977,184,22580,3,2,1782,459,2156,0,1
3668,781,22560,3,2,1434,1712,3146,0,1
517,810,23128,3,2,2406,4452,549,119627,1
834,2994,20498,3,2,1668,1050,1608,955,1
1514,1504,30433,9,4,3786,47,337,1190,1
401,976,23207,3,2,1765,969,684,890,1
3184,2544,20115,3,2,1841,908,3022,0,1
1484,3552,20599,0,1,2594,649,1783,931,1
2650,3053,20289,4,3,305,399,3516,472,1
2119,2316,30479,9,4,2979,65,2424,3060,1
3191,3765,21985,3,2,36,823,780,372,1
3052,2688,20164,3,2,984,2892,3470,599,1
294,300,30778,9,4,2688,29,433,119702,1
493,414,23198,4,3,3545,153,654,120156,1
18,964,22926,4,3,2176,406,387,119262,1
1732,1429,20998,0,1,829,2583,2829,552,1
1022,3383,20655,4,3,850,618,1718,558,1
3751,2567,22046,3,2,143,2033,3702,1347,1
1306,1992,21552,3,2,1234,5142,2029,674,1
552,820,23127,4,3,2407,170,548,119627,1
3872,3934,30624,12,8,3790,24394,2521,3094,1
1523,1086,21043,3,2,2560,4865,2869,920,1
1288,3347,20674,4,3,416,502,1699,485,1
260,653,23012,3,2,2200,1290,622,119629,1
269,542,23044,3,2,1879,246,489,119633,1
1157,522,21712,4,3,488,422,2286,1918,1
3121,2432,20354,4,3,128,158,3370,404,1
2664,3539,22621,3,2,2363,2486,3527,846,1
2170,3376,21596,0,1,3638,2642,827,1151,1
3819,3324,22703,0,1,1962,2968,992,1056,1
2525,1417,21492,3,2,26,1478,1326,371,1
1685,2666,20485,3,2,3519,1976,1619,1114,1
1920,2373,20454,3,2,1700,1288,1650,786,1
1593,2261,20477,3,2,2779,1742,1627,975,1
670,233,22837,3,2,2578,1061,2145,2032,1
2145,1748,21388,3,2,3240,4386,1099,1038,1
1123,631,21661,4,3,490,417,2246,1459,1
1150,2956,30234,9,4,2666,74,171,1700,1
3172,4096,21951,0,1,3717,3275,1363,1169,2
1756,1919,20950,3,2,3131,3042,2643,1008,1
2010,2141,22496,0,1,3659,2666,699,1152,1
2082,1914,21386,3,2,2080,922,1097,0,1
1608,3221,20558,3,2,3191,6178,1823,1024,1
3602,1408,23316,6,6,2097,123,4072,120115,4
3406,2092,20432,4,3,1300,192,3294,697,1
477,3591,20593,3,2,1780,297,1789,925,1
158,591,23156,4,3,326,398,637,119720,1
242,283,23214,3,2,1548,139,3817,119662,1
2992,4083,21923,4,3,545,245,1383,14,1
3497,165,30638,11,9,3702,11899,2530,3081,1
663,1385,30358,9,4,2221,296,277,2929,1
487,2819,22600,0,1,1499,6061,1523,0,1
1959,1126,21342,3,2,2507,1864,1202,899,1
469,637,23015,3,2,1897,262,477,119638,1
389,2561,22373,0,1,755,9811,1859,524,1
3820,163,30671,9,4,1170,3756,2555,117910,1
2659,2338,20176,3,2,3122,2981,3458,1010,1
3629,2040,30003,9,4,3387,942,4,3089,1
1066,3268,20817,3,2,979,3081,1660,598,1
1264,1494,21171,0,1,831,1567,2806,552,1
1338,1508,21173,4,3,2086,178,2762,1260,1
1622,2445,20873,3,2,2781,3019,1877,975,1
378,1228,20920,0,1,1607,3178,2825,632,1
4027,3710,22203,3,2,291,1323,879,466,1
1149,1783,21181,0,1,1610,915,2770,632,1
2688,1059,22451,0,1,1639,3724,3804,0,1
1404,3343,30276,9,4,2831,77,206,1502,1
1230,1049,21165,3,2,1262,1900,2910,685,1
2943,3574,20246,4,3,3566,509,3197,1123,1
295,188,21802,4,3,1183,441,2378,1413,1
1519,2859,20756,4,3,522,22,1984,1561,1
1723,1286,21012,4,3,1004,469,2838,1245,1
142,927,22426,0,1,1090,9979,2027,632,1
2014,2258,22671,0,1,2051,714,710,1152,1
484,658,23079,3,2,3226,1012,484,119638,1
3730,2256,22181,0,1,2161,7689,3624,1359,1
1540,1402,21063,3,2,135,4013,2889,408,1
2773,1614,21505,3,2,2183,3113,1157,780,1
2805,2333,20344,4,3,164,332,3379,420,1
3285,3763,21992,4,3,673,86,773,155,1
584,2207,22605,0,1,3249,4178,1529,1041,1
3226,3501,22799,0,1,173,22,4163,422,3
2449,1547,21485,4,3,2494,205,1144,1278,1
118,786,30787,11,9,3613,777,688,3129,1
3385,3560,30882,9,4,3532,1329,4122,120160,3
2731,2673,22957,4,3,82,10,419,387,1
4102,3675,22472,0,1,3435,6117,1063,1056,1
1322,1882,21138,4,3,1314,651,2747,707,1
275,946,23108,3,2,62,6551,543,119625,1
2628,3405,20236,4,3,2491,615,3207,895,1
3368,1475,22941,4,3,3664,3380,395,117946,1
443,926,23242,4,3,3348,452,3889,119783,1
1011,583,21283,4,3,489,435,2233,1907,1
2545,1682,30492,9,4,2093,60,2432,739,1
2479,144,30062,8,5,2803,2396,38,980,1
147,1021,22409,4,3,649,215,2014,22,1
3351,1118,23300,13,16,3626,6403,3972,119527,1
1620,1471,21078,4,3,3111,1017,2692,1005,1
1897,2928,22498,3,2,3136,3065,1500,1008,1
3091,1416,22552,0,1,3784,13661,3587,117786,1
1238,3412,20667,4,3,601,85,1706,276,1
3845,3325,22704,0,1,3424,6954,993,1056,1
3758,2346,22041,4,3,1256,523,3697,1364,1
1817,2927,20524,3,2,2352,3725,1584,840,1
672,1407,30420,9,4,131,3,330,406,1
2806,1840,20048,3,2,2295,85,4111,825,2
2350,1297,30456,9,4,2863,35,2405,2847,1
1014,2876,20517,3,2,1465,905,1590,0,1
3436,1116,23151,4,3,2485,589,426,117952,1
3622,2037,22175,0,1,3388,4030,3777,3089,1
1178,3096,20696,4,3,543,45,1550,280,1
1966,1859,20955,3,2,2054,951,2648,0,1
3510,1649,22895,4,3,282,472,3815,118681,1
2694,2885,30181,9,4,3534,658,123,3185,1
1647,1182,21034,3,2,1859,605,2860,0,1
3421,856,23319,6,6,3628,643,4092,119527,1
1004,1711,22312,0,1,1097,5163,2794,632,1
2823,1883,20443,4,3,68,156,3288,380,1
2089,1990,21396,4,3,519,59,1106,2023,2
3544,2706,22060,3,2,788,1198,3716,1386,1
1745,1550,23268,6,6,1175,110,3927,118894,1
1160,3299,20670,3,2,2358,3680,1703,843,1
1699,1370,30318,9,4,3013,82,240,3121,1
415,253,30559,9,4,2988,107,2468,3071,1
40,898,22938,3,2,1154,6341,379,119274,1
2777,1829,20448,4,3,621,56,3284,111,1
4135,3945,22754,0,1,1833,61,1045,1004,1
3088,2658,22772,4,3,509,83,3616,2288,1
3171,2086,20418,4,3,1155,573,3308,1252,1
3860,4040,22645,1,12,2528,81,3561,3080,12
374,372,23184,4,3,1288,519,667,119661,1
3986,3785,22226,3,2,1534,351,898,572,1
1846,2013,20948,4,3,71,160,2642,386,1
2601,360,30037,8,5,786,3321,27,532,1
1098,1438,21209,4,3,2460,82,2809,3179,1
3737,2461,22049,0,1,1480,603,3705,1345,1
2087,1970,21396,4,3,519,57,351,2023,1
2324,3717,21570,4,3,3086,533,837,117886,1
1251,2965,20760,4,3,1065,104,1980,620,1
2482,1778,21511,4,3,617,273,1163,182,1
83,2272,22435,0,1,3256,18102,1871,1041,1
1890,1849,20970,4,3,2546,219,2663,914,1
1281,3257,20707,4,3,2547,603,1677,915,1
2632,2766,20326,4,3,373,809,3394,475,1
569,1005,21241,4,3,916,185,2947,1239,1
3161,3815,22633,3,2,2060,250,3540,0,1
1448,1803,21133,4,3,1341,371,2742,724,1
996,3445,20656,4,3,2167,178,1717,117729,1
1918,1226,21341,3,2,15,2151,1262,367,1
1964,2662,20482,3,2,3528,6089,1622,1114,1
3540,672,23348,3,2,3362,1243,4146,120031,1
2552,4104,21867,3,2,3320,3028,1434,1073,1
4105,4000,22299,0,1,1836,197,969,0,1
564,235,30574,9,4,2815,68,2481,1471,1
2230,2368,30508,9,4,2934,119,2446,2974,1
709,3330,20573,3,2,2118,5427,1809,750,1
3403,815,30718,9,4,2610,4133,2597,936,1
261,1022,23209,3,2,2471,2095,686,890,1
2801,3921,21900,4,3,1342,194,1404,723,1
690,668,23217,3,2,1746,628,2218,847,1
213,654,23011,3,2,1806,276,469,119642,1
3862,2894,22119,3,2,1988,607,3772,0,1
3106,3840,30594,11,9,738,7656,2497,3189,1
1703,1255,21011,3,2,11,2517,2837,367,1
292,1564,30699,11,9,3727,8735,2583,3130,1
3451,817,23378,3,2,770,1861,4160,526,1
851,1077,21212,3,2,383,6676,2918,478,1
2781,2439,20372,4,3,1201,325,3352,663,1
2926,28,30029,12,8,2405,95870,22,3098,1
1919,952,21535,3,2,2508,602,3006,899,1
1086,157,22539,4,3,3195,1395,2171,3231,1
4019,3856,22244,4,3,1007,109,982,1246,1
2481,349,30885,8,5,89,5976,4157,392,1
1246,2970,20761,4,3,539,59,1979,1527,1
734,2942,20774,4,3,3689,617,1966,1164,1
2990,2669,20098,3,2,1579,337,3035,0,1
2809,1132,22835,3,2,1273,11258,3805,117766,1
3871,18,30851,9,4,133,780,4036,120121,1
489,3322,23273,4,3,3199,1276,3932,120050,1
184,713,23098,3,2,3490,2876,630,119628,1
2531,2945,30184,9,4,2683,43,126,118879,1
326,697,23100,3,2,3492,620,628,119628,1
1612,588,30070,11,9,2607,2400,42,3219,1
2121,2627,21620,3,2,1996,955,1218,0,1
3092,4037,30620,9,4,2476,110,2517,3199,1
1482,1282,22681,3,2,8,1821,713,367,1
2425,3864,21591,3,2,1383,911,832,0,1
75,940,22415,3,2,2399,4619,2020,870,1
263,244,21773,4,3,848,184,2348,1410,1
1776,1918,30399,9,4,2906,70,314,2921,1
3546,581,22138,0,1,2329,4173,3637,1370,1
2146,1831,21402,3,2,2518,1404,1112,901,1
3662,3030,22084,3,2,1989,1603,3739,0,1
4007,3764,30678,9,4,3004,21,2562,3111,1
2739,2525,20369,4,3,2588,329,3355,929,1
959,1110,30316,9,4,3017,35,238,3126,1
2045,1999,30499,9,4,2940,54,2438,2981,1
3873,2211,22465,3,2,141,214,3671,1449,1
791,3495,21371,4,3,357,58,1754,288,1
1105,3107,22907,4,3,3164,40,202,119685,1
2947,2710,30154,9,4,3555,110,104,3198,1
1248,1155,21162,3,2,937,1368,2907,585,1
56,1545,30702,11,9,3613,90988,2585,3129,1
881,1765,22320,4,3,655,209,2037,72,1
636,120,21789,3,2,3554,7672,2365,1439,1
48,93,22526,0,1,1020,7421,2137,605,1
2859,990,22787,4,3,91,1031,3609,117870,1
3138,3679,23231,4,3,3749,275,3868,119767,1
1350,1138,22683,3,2,938,114,721,585,1
2438,4133,30612,9,4,2841,33,694,1550,1
753,107,22577,3,2,1414,192,2153,1444,1
3625,4106,22639,0,1,1822,2428,3545,0,1
2377,2517,20022,3,2,2190,5994,3095,780,1
1305,750,21303,3,2,104,1188,2238,395,2
3911,13,30860,9,4,2603,1915,4045,120130,1
2762,4092,21881,3,2,1926,609,1420,0,1
1026,644,21657,3,2,160,1268,2242,418,1
3361,1656,22897,4,3,2428,793,3926,117915,1
483,175,21781,4,3,464,308,2356,1296,1
1795,2795,20506,3,2,411,3696,1601,483,1
2649,4147,21869,3,2,1245,1898,1432,677,1
1326,1096,21163,0,1,2364,3756,2908,847,1
3303,3751,21974,3,2,1661,105,791,0,1
1341,3568,20612,0,1,2598,659,1769,931,1
1633,1034,21038,3,2,1863,608,2864,1008,1
3209,2648,20388,4,3,1151,237,3336,645,1
938,1650,20921,0,1,1608,2889,2616,632,1
3956,3656,22469,3,2,841,2591,1059,1230,1
3651,3716,22641,1,12,1792,1094,3547,422,1
1557,1427,22675,0,1,1512,608,714,552,1
3863,4041,22645,1,12,2528,441,2118,3080,5
3288,3643,30837,11,9,3747,296,3998,118878,3
1564,1779,21099,4,3,2087,306,2712,738,1
1936,2209,30379,9,4,2971,88,297,3041,1
1910,2720,20799,4,3,793,544,1947,534,1
3916,4055,22276,3,2,56,3856,948,376,1
567,102,21816,4,3,1140,837,2178,1443,1
2176,1442,21651,0,1,3406,2350,1339,1086,1
1932,2124,30411,9,4,2897,52,325,2901,1
135,2165,22436,3,2,3549,6290,2110,405,1
1117,1668,21200,4,3,684,119,2785,120,1
49,2180,22384,3,2,1359,4927,2094,733,1
3584,689,22131,0,2,2327,104,4176,1370,1
694,692,21274,3,2,1740,393,2224,847,1
276,473,22997,3,2,965,1231,565,594,1
855,1900,22334,3,2,2734,4226,2051,956,1
3179,4128,22628,0,1,1653,360,3533,0,1
3470,1436,22901,3,2,1415,978,3140,117957,1
1845,1928,20958,4,3,2290,298,2651,821,1
1978,2760,20504,3,2,412,6159,1603,483,1
222,710,23057,3,2,2757,2215,463,119642,1
542,3426,30292,9,4,243,92,222,1478,1
3896,3926,22715,3,2,1396,380,1005,383,1
816,3458,20651,3,2,2810,3673,1722,989,1
3183,3024,20154,3,2,3514,2900,3480,1114,1
1102,1795,22793,0,1,1613,1015,704,632,1
2327,1271,30457,9,4,2862,76,2406,2846,1
1293,1483,21170,0,1,1515,634,2805,0,1
1814,2154,20940,4,3,2465,221,2634,1276,1
3891,3435,22198,3,2,227,7603,874,445,1
2433,2285,21523,3,2,3118,3112,1175,1010,1
4074,3939,30690,9,4,3011,93,2574,3119,1
1431,2282,20853,4,3,675,259,1894,335,1
889,117,22574,3,2,1602,238,2150,0,1
1657,1752,30412,9,4,457,300,326,2209,1
2406,2744,20038,3,2,2297,2251,3082,825,1
1747,1474,21002,4,3,713,140,2688,114,1
3571,705,23326,3,2,3200,1014,4117,120161,1
3313,3663,30836,11,9,3747,1410,3990,118878,1
4029,3644,30686,9,4,2846,12,2570,1572,1
940,1523,21256,4,3,443,319,2792,1219,1
2844,2326,30100,9,4,2962,219,62,3020,1
2839,919,22779,4,3,3280,900,3594,117781,1
536,1206,21239,3,2,1549,894,2945,0,1
2860,4149,21909,0,1,1325,1471,1396,714,1
1183,662,21670,3,2,1447,257,2255,469,1
2645,4126,22623,3,2,1637,906,3529,677,1
3516,2054,22944,4,3,2612,385,3836,119550,2
2111,1319,21362,4,3,872,503,1279,571,1
2672,1675,21506,0,1,3398,3021,1158,1086,1
1768,3015,20729,4,3,918,60,1873,582,1
2178,2318,23339,4,3,232,151,2451,2877,1
1478,2260,20474,3,2,220,4112,1630,441,1
2967,3208,20253,4,3,190,99,3190,426,1
4013,4035,22236,0,1,1824,323,931,0,1
3316,3615,30838,11,9,3747,35,4000,118878,2
3417,897,23319,9,4,3628,371,4095,119527,2
1981,1735,21378,4,3,3085,87,1089,117822,1
1122,3523,20597,3,2,978,4418,1785,598,1
2175,1814,30481,9,4,2966,75,2426,3029,1
1058,598,21656,3,2,1572,256,2241,600,1
1294,696,21303,3,2,104,4114,4078,395,1
2426,3697,21850,0,1,2215,3062,825,778,1
2633,2983,20291,4,3,1356,96,3518,1259,1
196,532,23052,3,2,2758,1169,458,119642,1
1069,2996,20787,4,3,2505,340,1956,1531,2
3166,1855,20090,3,2,263,6064,3039,455,1
3429,857,23319,9,4,3628,289,4096,119527,1
4002,3899,22232,3,2,1533,338,927,572,1
420,254,22807,3,2,189,1978,763,425,1
3234,2510,20171,3,2,3115,2804,3463,1010,1
2919,2134,20410,4,3,1250,242,4050,681,2
1707,1321,30359,9,4,2673,49,278,2925,1
840,3064,20497,3,2,2725,1954,1609,955,1
1712,2923,20526,3,2,2344,1543,1582,840,1
165,243,23017,4,3,2252,896,596,119683,1
3727,3427,22089,3,2,2248,5192,864,798,1
1202,2843,20515,3,2,1466,890,1592,0,1
1773,2763,20803,4,3,2123,387,1943,751,1
