date,Year,Month,day of week,Rainfall_amount_(millimetres)
16/07/2018,2018,Jul,Monday,0
17/07/2018,2018,Jul,Tuesday,0
18/07/2018,2018,Jul,Wednesday,1.2
19/07/2018,2018,Jul,Thursday,0
20/07/2018,2018,Jul,Friday,4.4
21/07/2018,2018,Jul,Saturday,0.2
22/07/2018,2018,Jul,Sunday,0
23/07/2018,2018,Jul,Monday,0.2
24/07/2018,2018,Jul,Tuesday,0.6
25/07/2018,2018,Jul,Wednesday,6.2
26/07/2018,2018,Jul,Thursday,0
27/07/2018,2018,Jul,Friday,0
28/07/2018,2018,Jul,Saturday,0
29/07/2018,2018,Jul,Sunday,2
30/07/2018,2018,Jul,Monday,0.4
31/07/2018,2018,Jul,Tuesday,0
1/08/2018,2018,Aug,Wednesday,1.6
2/08/2018,2018,Aug,Thursday,0
3/08/2018,2018,Aug,Friday,0
4/08/2018,2018,Aug,Saturday,1.6
5/08/2018,2018,Aug,Sunday,0
6/08/2018,2018,Aug,Monday,0
7/08/2018,2018,Aug,Tuesday,0
8/08/2018,2018,Aug,Wednesday,1
9/08/2018,2018,Aug,Thursday,2.2
10/08/2018,2018,Aug,Friday,0
11/08/2018,2018,Aug,Saturday,10.4
12/08/2018,2018,Aug,Sunday,4.6
13/08/2018,2018,Aug,Monday,0
14/08/2018,2018,Aug,Tuesday,0.2
15/08/2018,2018,Aug,Wednesday,0
16/08/2018,2018,Aug,Thursday,0.2
17/08/2018,2018,Aug,Friday,0
18/08/2018,2018,Aug,Saturday,2.2
19/08/2018,2018,Aug,Sunday,9.2
20/08/2018,2018,Aug,Monday,2
21/08/2018,2018,Aug,Tuesday,1.2
22/08/2018,2018,Aug,Wednesday,1
23/08/2018,2018,Aug,Thursday,0
24/08/2018,2018,Aug,Friday,0
25/08/2018,2018,Aug,Saturday,0
26/08/2018,2018,Aug,Sunday,0
27/08/2018,2018,Aug,Monday,3.6
28/08/2018,2018,Aug,Tuesday,0.2
29/08/2018,2018,Aug,Wednesday,0
30/08/2018,2018,Aug,Thursday,0
31/08/2018,2018,Aug,Friday,1.6
1/09/2018,2018,Sep,Saturday,2.2
2/09/2018,2018,Sep,Sunday,3
3/09/2018,2018,Sep,Monday,0
4/09/2018,2018,Sep,Tuesday,0
5/09/2018,2018,Sep,Wednesday,0
6/09/2018,2018,Sep,Thursday,0
7/09/2018,2018,Sep,Friday,3.4
8/09/2018,2018,Sep,Saturday,0.2
9/09/2018,2018,Sep,Sunday,0
10/09/2018,2018,Sep,Monday,0
11/09/2018,2018,Sep,Tuesday,0
12/09/2018,2018,Sep,Wednesday,0
13/09/2018,2018,Sep,Thursday,0
14/09/2018,2018,Sep,Friday,0
15/09/2018,2018,Sep,Saturday,0.2
16/09/2018,2018,Sep,Sunday,2
17/09/2018,2018,Sep,Monday,0
18/09/2018,2018,Sep,Tuesday,0
19/09/2018,2018,Sep,Wednesday,3
20/09/2018,2018,Sep,Thursday,0.8
21/09/2018,2018,Sep,Friday,0
22/09/2018,2018,Sep,Saturday,0
23/09/2018,2018,Sep,Sunday,0.2
24/09/2018,2018,Sep,Monday,0
25/09/2018,2018,Sep,Tuesday,0
26/09/2018,2018,Sep,Wednesday,0
27/09/2018,2018,Sep,Thursday,0
28/09/2018,2018,Sep,Friday,0
29/09/2018,2018,Sep,Saturday,1.2
30/09/2018,2018,Sep,Sunday,0.2
1/10/2018,2018,Oct,Monday,0
2/10/2018,2018,Oct,Tuesday,0
3/10/2018,2018,Oct,Wednesday,0
4/10/2018,2018,Oct,Thursday,0
5/10/2018,2018,Oct,Friday,0
6/10/2018,2018,Oct,Saturday,0
7/10/2018,2018,Oct,Sunday,0
8/10/2018,2018,Oct,Monday,0
9/10/2018,2018,Oct,Tuesday,1.332207488
10/10/2018,2018,Oct,Wednesday,1.332207488
11/10/2018,2018,Oct,Thursday,0
12/10/2018,2018,Oct,Friday,0
13/10/2018,2018,Oct,Saturday,0
14/10/2018,2018,Oct,Sunday,0
15/10/2018,2018,Oct,Monday,0
16/10/2018,2018,Oct,Tuesday,0.2
17/10/2018,2018,Oct,Wednesday,5.2
18/10/2018,2018,Oct,Thursday,2
19/10/2018,2018,Oct,Friday,0
20/10/2018,2018,Oct,Saturday,5
21/10/2018,2018,Oct,Sunday,5.6
22/10/2018,2018,Oct,Monday,0
23/10/2018,2018,Oct,Tuesday,0
24/10/2018,2018,Oct,Wednesday,0
25/10/2018,2018,Oct,Thursday,0
26/10/2018,2018,Oct,Friday,0
27/10/2018,2018,Oct,Saturday,0
28/10/2018,2018,Oct,Sunday,0
29/10/2018,2018,Oct,Monday,0
30/10/2018,2018,Oct,Tuesday,0
31/10/2018,2018,Oct,Wednesday,0
1/11/2018,2018,Nov,Thursday,0
2/11/2018,2018,Nov,Friday,0
3/11/2018,2018,Nov,Saturday,0.2
4/11/2018,2018,Nov,Sunday,0
5/11/2018,2018,Nov,Monday,2.8
6/11/2018,2018,Nov,Tuesday,4.4
7/11/2018,2018,Nov,Wednesday,35.8
8/11/2018,2018,Nov,Thursday,3
9/11/2018,2018,Nov,Friday,0
10/11/2018,2018,Nov,Saturday,0
11/11/2018,2018,Nov,Sunday,0.2
12/11/2018,2018,Nov,Monday,0
13/11/2018,2018,Nov,Tuesday,0
14/11/2018,2018,Nov,Wednesday,6.2
15/11/2018,2018,Nov,Thursday,0.2
16/11/2018,2018,Nov,Friday,0
17/11/2018,2018,Nov,Saturday,0
18/11/2018,2018,Nov,Sunday,0
19/11/2018,2018,Nov,Monday,0
20/11/2018,2018,Nov,Tuesday,0
21/11/2018,2018,Nov,Wednesday,24.2
22/11/2018,2018,Nov,Thursday,6.2
23/11/2018,2018,Nov,Friday,6
24/11/2018,2018,Nov,Saturday,7
25/11/2018,2018,Nov,Sunday,0.8
26/11/2018,2018,Nov,Monday,0
27/11/2018,2018,Nov,Tuesday,0.2
28/11/2018,2018,Nov,Wednesday,0
29/11/2018,2018,Nov,Thursday,0.6
30/11/2018,2018,Nov,Friday,0
1/12/2018,2018,Dec,Saturday,0
2/12/2018,2018,Dec,Sunday,10.4
3/12/2018,2018,Dec,Monday,0
4/12/2018,2018,Dec,Tuesday,0
5/12/2018,2018,Dec,Wednesday,0
6/12/2018,2018,Dec,Thursday,0
7/12/2018,2018,Dec,Friday,0
8/12/2018,2018,Dec,Saturday,0
9/12/2018,2018,Dec,Sunday,1.2
10/12/2018,2018,Dec,Monday,0
11/12/2018,2018,Dec,Tuesday,0
12/12/2018,2018,Dec,Wednesday,0
13/12/2018,2018,Dec,Thursday,16.2
14/12/2018,2018,Dec,Friday,16.6
15/12/2018,2018,Dec,Saturday,41.2
16/12/2018,2018,Dec,Sunday,3.8
17/12/2018,2018,Dec,Monday,2
18/12/2018,2018,Dec,Tuesday,0
19/12/2018,2018,Dec,Wednesday,0
20/12/2018,2018,Dec,Thursday,0
21/12/2018,2018,Dec,Friday,1
22/12/2018,2018,Dec,Saturday,9.8
23/12/2018,2018,Dec,Sunday,0
24/12/2018,2018,Dec,Monday,0
25/12/2018,2018,Dec,Tuesday,0
26/12/2018,2018,Dec,Wednesday,0
27/12/2018,2018,Dec,Thursday,0
28/12/2018,2018,Dec,Friday,0
29/12/2018,2018,Dec,Saturday,1.2
30/12/2018,2018,Dec,Sunday,0.6
31/12/2018,2018,Dec,Monday,0.8
1/01/2019,2019,Jan,Tuesday,0
2/01/2019,2019,Jan,Wednesday,0
3/01/2019,2019,Jan,Thursday,0
4/01/2019,2019,Jan,Friday,0
5/01/2019,2019,Jan,Saturday,0.4
6/01/2019,2019,Jan,Sunday,1.4
7/01/2019,2019,Jan,Monday,0
8/01/2019,2019,Jan,Tuesday,0
9/01/2019,2019,Jan,Wednesday,0.6
10/01/2019,2019,Jan,Thursday,0
11/01/2019,2019,Jan,Friday,0
12/01/2019,2019,Jan,Saturday,0
13/01/2019,2019,Jan,Sunday,0
14/01/2019,2019,Jan,Monday,0
15/01/2019,2019,Jan,Tuesday,0
16/01/2019,2019,Jan,Wednesday,0
17/01/2019,2019,Jan,Thursday,0
18/01/2019,2019,Jan,Friday,0.2
19/01/2019,2019,Jan,Saturday,2
20/01/2019,2019,Jan,Sunday,0
21/01/2019,2019,Jan,Monday,0
22/01/2019,2019,Jan,Tuesday,0
23/01/2019,2019,Jan,Wednesday,0
24/01/2019,2019,Jan,Thursday,0
25/01/2019,2019,Jan,Friday,0
26/01/2019,2019,Jan,Saturday,0
27/01/2019,2019,Jan,Sunday,0
28/01/2019,2019,Jan,Monday,0
29/01/2019,2019,Jan,Tuesday,0
30/01/2019,2019,Jan,Wednesday,0
31/01/2019,2019,Jan,Thursday,6.6
1/02/2019,2019,Feb,Friday,0
2/02/2019,2019,Feb,Saturday,0
3/02/2019,2019,Feb,Sunday,0
4/02/2019,2019,Feb,Monday,0
5/02/2019,2019,Feb,Tuesday,0
6/02/2019,2019,Feb,Wednesday,0
7/02/2019,2019,Feb,Thursday,11
8/02/2019,2019,Feb,Friday,0
9/02/2019,2019,Feb,Saturday,0
10/02/2019,2019,Feb,Sunday,4.8
11/02/2019,2019,Feb,Monday,0
12/02/2019,2019,Feb,Tuesday,0
13/02/2019,2019,Feb,Wednesday,2.8
14/02/2019,2019,Feb,Thursday,0
15/02/2019,2019,Feb,Friday,0
16/02/2019,2019,Feb,Saturday,0
17/02/2019,2019,Feb,Sunday,0
18/02/2019,2019,Feb,Monday,0
19/02/2019,2019,Feb,Tuesday,0
20/02/2019,2019,Feb,Wednesday,0
21/02/2019,2019,Feb,Thursday,0
22/02/2019,2019,Feb,Friday,0
23/02/2019,2019,Feb,Saturday,0
24/02/2019,2019,Feb,Sunday,0
25/02/2019,2019,Feb,Monday,0
26/02/2019,2019,Feb,Tuesday,0
27/02/2019,2019,Feb,Wednesday,0
28/02/2019,2019,Feb,Thursday,0
1/03/2019,2019,Mar,Friday,0
2/03/2019,2019,Mar,Saturday,0
3/03/2019,2019,Mar,Sunday,0
4/03/2019,2019,Mar,Monday,0
5/03/2019,2019,Mar,Tuesday,0
6/03/2019,2019,Mar,Wednesday,1.6
7/03/2019,2019,Mar,Thursday,2
8/03/2019,2019,Mar,Friday,0
9/03/2019,2019,Mar,Saturday,0
10/03/2019,2019,Mar,Sunday,0
11/03/2019,2019,Mar,Monday,0.2
12/03/2019,2019,Mar,Tuesday,0
13/03/2019,2019,Mar,Wednesday,0
14/03/2019,2019,Mar,Thursday,0.2
15/03/2019,2019,Mar,Friday,0
16/03/2019,2019,Mar,Saturday,0
17/03/2019,2019,Mar,Sunday,0
18/03/2019,2019,Mar,Monday,0
19/03/2019,2019,Mar,Tuesday,0
20/03/2019,2019,Mar,Wednesday,0
21/03/2019,2019,Mar,Thursday,0
22/03/2019,2019,Mar,Friday,0
23/03/2019,2019,Mar,Saturday,1.8
24/03/2019,2019,Mar,Sunday,2
25/03/2019,2019,Mar,Monday,0.2
26/03/2019,2019,Mar,Tuesday,0
27/03/2019,2019,Mar,Wednesday,0
28/03/2019,2019,Mar,Thursday,0
29/03/2019,2019,Mar,Friday,0
30/03/2019,2019,Mar,Saturday,1.8
31/03/2019,2019,Mar,Sunday,2.2
1/04/2019,2019,Apr,Monday,0.2
2/04/2019,2019,Apr,Tuesday,0
3/04/2019,2019,Apr,Wednesday,0
4/04/2019,2019,Apr,Thursday,0
5/04/2019,2019,Apr,Friday,0
6/04/2019,2019,Apr,Saturday,0
7/04/2019,2019,Apr,Sunday,0
8/04/2019,2019,Apr,Monday,0
9/04/2019,2019,Apr,Tuesday,1.6
10/04/2019,2019,Apr,Wednesday,1.4
11/04/2019,2019,Apr,Thursday,0
12/04/2019,2019,Apr,Friday,0.2
13/04/2019,2019,Apr,Saturday,0
14/04/2019,2019,Apr,Sunday,0
15/04/2019,2019,Apr,Monday,0
16/04/2019,2019,Apr,Tuesday,0
17/04/2019,2019,Apr,Wednesday,0
18/04/2019,2019,Apr,Thursday,0
19/04/2019,2019,Apr,Friday,0
20/04/2019,2019,Apr,Saturday,0
21/04/2019,2019,Apr,Sunday,0
22/04/2019,2019,Apr,Monday,0.8
23/04/2019,2019,Apr,Tuesday,0
24/04/2019,2019,Apr,Wednesday,0
25/04/2019,2019,Apr,Thursday,0
26/04/2019,2019,Apr,Friday,3
27/04/2019,2019,Apr,Saturday,0
28/04/2019,2019,Apr,Sunday,0
29/04/2019,2019,Apr,Monday,0
30/04/2019,2019,Apr,Tuesday,0
1/05/2019,2019,May,Wednesday,0
2/05/2019,2019,May,Thursday,3.6
3/05/2019,2019,May,Friday,0.2
4/05/2019,2019,May,Saturday,0.2
5/05/2019,2019,May,Sunday,2
6/05/2019,2019,May,Monday,0.2
7/05/2019,2019,May,Tuesday,0
8/05/2019,2019,May,Wednesday,5.2
9/05/2019,2019,May,Thursday,0.6
10/05/2019,2019,May,Friday,7.2
11/05/2019,2019,May,Saturday,8.2
12/05/2019,2019,May,Sunday,0
13/05/2019,2019,May,Monday,0
14/05/2019,2019,May,Tuesday,0
15/05/2019,2019,May,Wednesday,0
16/05/2019,2019,May,Thursday,0
17/05/2019,2019,May,Friday,0
18/05/2019,2019,May,Saturday,0
19/05/2019,2019,May,Sunday,0.2
20/05/2019,2019,May,Monday,0.4
21/05/2019,2019,May,Tuesday,0.4
22/05/2019,2019,May,Wednesday,0
23/05/2019,2019,May,Thursday,0
24/05/2019,2019,May,Friday,0
25/05/2019,2019,May,Saturday,1.6
26/05/2019,2019,May,Sunday,6.6
27/05/2019,2019,May,Monday,8.2
28/05/2019,2019,May,Tuesday,0.2
29/05/2019,2019,May,Wednesday,1.2
30/05/2019,2019,May,Thursday,5.8
31/05/2019,2019,May,Friday,1.4
1/06/2019,2019,Jun,Saturday,2.4
2/06/2019,2019,Jun,Sunday,0
3/06/2019,2019,Jun,Monday,15.4
4/06/2019,2019,Jun,Tuesday,3.2
5/06/2019,2019,Jun,Wednesday,0
6/06/2019,2019,Jun,Thursday,0
7/06/2019,2019,Jun,Friday,0
8/06/2019,2019,Jun,Saturday,0
9/06/2019,2019,Jun,Sunday,0
10/06/2019,2019,Jun,Monday,3
11/06/2019,2019,Jun,Tuesday,0
12/06/2019,2019,Jun,Wednesday,0.6
13/06/2019,2019,Jun,Thursday,2.6
14/06/2019,2019,Jun,Friday,2.2
15/06/2019,2019,Jun,Saturday,2.6
16/06/2019,2019,Jun,Sunday,0
17/06/2019,2019,Jun,Monday,3.4
18/06/2019,2019,Jun,Tuesday,0
19/06/2019,2019,Jun,Wednesday,0.8
20/06/2019,2019,Jun,Thursday,1.6
21/06/2019,2019,Jun,Friday,3
22/06/2019,2019,Jun,Saturday,0.4
23/06/2019,2019,Jun,Sunday,1.2
24/06/2019,2019,Jun,Monday,0
25/06/2019,2019,Jun,Tuesday,0
26/06/2019,2019,Jun,Wednesday,0.2
27/06/2019,2019,Jun,Thursday,0
28/06/2019,2019,Jun,Friday,0
29/06/2019,2019,Jun,Saturday,0.8
30/06/2019,2019,Jun,Sunday,6.4
1/07/2019,2019,Jul,Monday,0
2/07/2019,2019,Jul,Tuesday,0
3/07/2019,2019,Jul,Wednesday,0
4/07/2019,2019,Jul,Thursday,0
5/07/2019,2019,Jul,Friday,0
6/07/2019,2019,Jul,Saturday,0
7/07/2019,2019,Jul,Sunday,0.2
8/07/2019,2019,Jul,Monday,5.2
9/07/2019,2019,Jul,Tuesday,0.2
10/07/2019,2019,Jul,Wednesday,0.2
11/07/2019,2019,Jul,Thursday,6.4
12/07/2019,2019,Jul,Friday,2.4
13/07/2019,2019,Jul,Saturday,4.4
14/07/2019,2019,Jul,Sunday,0.8
15/07/2019,2019,Jul,Monday,4.4
16/07/2019,2019,Jul,Tuesday,1.8
17/07/2019,2019,Jul,Wednesday,0
18/07/2019,2019,Jul,Thursday,0.4
19/07/2019,2019,Jul,Friday,1.6
20/07/2019,2019,Jul,Saturday,0
21/07/2019,2019,Jul,Sunday,0
22/07/2019,2019,Jul,Monday,0
23/07/2019,2019,Jul,Tuesday,1.6
24/07/2019,2019,Jul,Wednesday,8
25/07/2019,2019,Jul,Thursday,0
26/07/2019,2019,Jul,Friday,0
27/07/2019,2019,Jul,Saturday,6.8
28/07/2019,2019,Jul,Sunday,0
29/07/2019,2019,Jul,Monday,0
30/07/2019,2019,Jul,Tuesday,0.8
31/07/2019,2019,Jul,Wednesday,0
1/08/2019,2019,Aug,Thursday,0
2/08/2019,2019,Aug,Friday,0.4
3/08/2019,2019,Aug,Saturday,0
4/08/2019,2019,Aug,Sunday,1
5/08/2019,2019,Aug,Monday,0
6/08/2019,2019,Aug,Tuesday,0.4
7/08/2019,2019,Aug,Wednesday,0
8/08/2019,2019,Aug,Thursday,10.8
9/08/2019,2019,Aug,Friday,2
10/08/2019,2019,Aug,Saturday,4.2
11/08/2019,2019,Aug,Sunday,6
12/08/2019,2019,Aug,Monday,8.8
13/08/2019,2019,Aug,Tuesday,0
14/08/2019,2019,Aug,Wednesday,0.2
15/08/2019,2019,Aug,Thursday,0
16/08/2019,2019,Aug,Friday,0
17/08/2019,2019,Aug,Saturday,3.8
18/08/2019,2019,Aug,Sunday,0
19/08/2019,2019,Aug,Monday,4
20/08/2019,2019,Aug,Tuesday,0.4
21/08/2019,2019,Aug,Wednesday,0.2
22/08/2019,2019,Aug,Thursday,1.6
23/08/2019,2019,Aug,Friday,0
24/08/2019,2019,Aug,Saturday,0
25/08/2019,2019,Aug,Sunday,1.2
26/08/2019,2019,Aug,Monday,0
27/08/2019,2019,Aug,Tuesday,0
28/08/2019,2019,Aug,Wednesday,0
29/08/2019,2019,Aug,Thursday,6.2
30/08/2019,2019,Aug,Friday,0.2
31/08/2019,2019,Aug,Saturday,0
1/09/2019,2019,Sep,Sunday,0
2/09/2019,2019,Sep,Monday,2.4
3/09/2019,2019,Sep,Tuesday,0.6
4/09/2019,2019,Sep,Wednesday,0
5/09/2019,2019,Sep,Thursday,3.4
6/09/2019,2019,Sep,Friday,2
7/09/2019,2019,Sep,Saturday,1
8/09/2019,2019,Sep,Sunday,0.6
9/09/2019,2019,Sep,Monday,5.6
10/09/2019,2019,Sep,Tuesday,2.6
11/09/2019,2019,Sep,Wednesday,0
12/09/2019,2019,Sep,Thursday,0
13/09/2019,2019,Sep,Friday,0
14/09/2019,2019,Sep,Saturday,0
15/09/2019,2019,Sep,Sunday,1.6
16/09/2019,2019,Sep,Monday,13
17/09/2019,2019,Sep,Tuesday,0
18/09/2019,2019,Sep,Wednesday,0
19/09/2019,2019,Sep,Thursday,0
20/09/2019,2019,Sep,Friday,0
21/09/2019,2019,Sep,Saturday,0
22/09/2019,2019,Sep,Sunday,4.6
23/09/2019,2019,Sep,Monday,2
24/09/2019,2019,Sep,Tuesday,1.4
25/09/2019,2019,Sep,Wednesday,0
26/09/2019,2019,Sep,Thursday,0
27/09/2019,2019,Sep,Friday,0
28/09/2019,2019,Sep,Saturday,0.2
29/09/2019,2019,Sep,Sunday,0
30/09/2019,2019,Sep,Monday,0
1/10/2019,2019,Oct,Tuesday,0
2/10/2019,2019,Oct,Wednesday,0
3/10/2019,2019,Oct,Thursday,0
4/10/2019,2019,Oct,Friday,0
5/10/2019,2019,Oct,Saturday,1.8
6/10/2019,2019,Oct,Sunday,0
7/10/2019,2019,Oct,Monday,0
8/10/2019,2019,Oct,Tuesday,2.6
9/10/2019,2019,Oct,Wednesday,5.8
10/10/2019,2019,Oct,Thursday,0.2
11/10/2019,2019,Oct,Friday,0
12/10/2019,2019,Oct,Saturday,0
13/10/2019,2019,Oct,Sunday,0
14/10/2019,2019,Oct,Monday,0.2
15/10/2019,2019,Oct,Tuesday,0
16/10/2019,2019,Oct,Wednesday,0
17/10/2019,2019,Oct,Thursday,4.4
18/10/2019,2019,Oct,Friday,0.8
19/10/2019,2019,Oct,Saturday,0.8
20/10/2019,2019,Oct,Sunday,0.8
21/10/2019,2019,Oct,Monday,0
22/10/2019,2019,Oct,Tuesday,0
23/10/2019,2019,Oct,Wednesday,0
24/10/2019,2019,Oct,Thursday,0.2
25/10/2019,2019,Oct,Friday,0
26/10/2019,2019,Oct,Saturday,3.8
27/10/2019,2019,Oct,Sunday,1.2
28/10/2019,2019,Oct,Monday,1.4
29/10/2019,2019,Oct,Tuesday,0
30/10/2019,2019,Oct,Wednesday,0
31/10/2019,2019,Oct,Thursday,0
1/11/2019,2019,Nov,Friday,0
2/11/2019,2019,Nov,Saturday,4.2
3/11/2019,2019,Nov,Sunday,12.4
4/11/2019,2019,Nov,Monday,1.2
5/11/2019,2019,Nov,Tuesday,10.2
6/11/2019,2019,Nov,Wednesday,0
7/11/2019,2019,Nov,Thursday,0
8/11/2019,2019,Nov,Friday,6.8
9/11/2019,2019,Nov,Saturday,6.4
10/11/2019,2019,Nov,Sunday,0.2
11/11/2019,2019,Nov,Monday,0
12/11/2019,2019,Nov,Tuesday,0.6
13/11/2019,2019,Nov,Wednesday,1.6
14/11/2019,2019,Nov,Thursday,0.8
15/11/2019,2019,Nov,Friday,0
16/11/2019,2019,Nov,Saturday,0
17/11/2019,2019,Nov,Sunday,0
18/11/2019,2019,Nov,Monday,0
19/11/2019,2019,Nov,Tuesday,0
20/11/2019,2019,Nov,Wednesday,0
21/11/2019,2019,Nov,Thursday,0
22/11/2019,2019,Nov,Friday,0
23/11/2019,2019,Nov,Saturday,0
24/11/2019,2019,Nov,Sunday,0
25/11/2019,2019,Nov,Monday,0
26/11/2019,2019,Nov,Tuesday,2
27/11/2019,2019,Nov,Wednesday,0
28/11/2019,2019,Nov,Thursday,0
29/11/2019,2019,Nov,Friday,0
30/11/2019,2019,Nov,Saturday,8
1/12/2019,2019,Dec,Sunday,0
2/12/2019,2019,Dec,Monday,3.4
3/12/2019,2019,Dec,Tuesday,0.4
4/12/2019,2019,Dec,Wednesday,0
5/12/2019,2019,Dec,Thursday,0
6/12/2019,2019,Dec,Friday,0
7/12/2019,2019,Dec,Saturday,0
8/12/2019,2019,Dec,Sunday,0
9/12/2019,2019,Dec,Monday,0
10/12/2019,2019,Dec,Tuesday,0
11/12/2019,2019,Dec,Wednesday,0
12/12/2019,2019,Dec,Thursday,0
13/12/2019,2019,Dec,Friday,0
14/12/2019,2019,Dec,Saturday,0
15/12/2019,2019,Dec,Sunday,0
16/12/2019,2019,Dec,Monday,0
17/12/2019,2019,Dec,Tuesday,0
18/12/2019,2019,Dec,Wednesday,0
19/12/2019,2019,Dec,Thursday,0
20/12/2019,2019,Dec,Friday,0
21/12/2019,2019,Dec,Saturday,0
22/12/2019,2019,Dec,Sunday,0
23/12/2019,2019,Dec,Monday,0
24/12/2019,2019,Dec,Tuesday,0
25/12/2019,2019,Dec,Wednesday,0
26/12/2019,2019,Dec,Thursday,0
27/12/2019,2019,Dec,Friday,0
28/12/2019,2019,Dec,Saturday,0
29/12/2019,2019,Dec,Sunday,0
30/12/2019,2019,Dec,Monday,0
31/12/2019,2019,Dec,Tuesday,2.4
1/01/2020,2020,Jan,Wednesday,0
2/01/2020,2020,Jan,Thursday,0
3/01/2020,2020,Jan,Friday,0
4/01/2020,2020,Jan,Saturday,0
5/01/2020,2020,Jan,Sunday,2.2
6/01/2020,2020,Jan,Monday,8.2
7/01/2020,2020,Jan,Tuesday,1.2
8/01/2020,2020,Jan,Wednesday,0
9/01/2020,2020,Jan,Thursday,0
10/01/2020,2020,Jan,Friday,0
11/01/2020,2020,Jan,Saturday,15.6
12/01/2020,2020,Jan,Sunday,0
13/01/2020,2020,Jan,Monday,0
14/01/2020,2020,Jan,Tuesday,0
15/01/2020,2020,Jan,Wednesday,0
16/01/2020,2020,Jan,Thursday,19.6
17/01/2020,2020,Jan,Friday,0
18/01/2020,2020,Jan,Saturday,0
19/01/2020,2020,Jan,Sunday,0
20/01/2020,2020,Jan,Monday,0.4
21/01/2020,2020,Jan,Tuesday,44
22/01/2020,2020,Jan,Wednesday,0
23/01/2020,2020,Jan,Thursday,22.8
24/01/2020,2020,Jan,Friday,1.2
25/01/2020,2020,Jan,Saturday,0
26/01/2020,2020,Jan,Sunday,0
27/01/2020,2020,Jan,Monday,0
28/01/2020,2020,Jan,Tuesday,0
29/01/2020,2020,Jan,Wednesday,0
30/01/2020,2020,Jan,Thursday,0
31/01/2020,2020,Jan,Friday,0
1/02/2020,2020,Feb,Saturday,0.8
2/02/2020,2020,Feb,Sunday,14.8
3/02/2020,2020,Feb,Monday,0
4/02/2020,2020,Feb,Tuesday,0
5/02/2020,2020,Feb,Wednesday,0
6/02/2020,2020,Feb,Thursday,0
7/02/2020,2020,Feb,Friday,0
8/02/2020,2020,Feb,Saturday,0
9/02/2020,2020,Feb,Sunday,0
10/02/2020,2020,Feb,Monday,0.6
11/02/2020,2020,Feb,Tuesday,0
12/02/2020,2020,Feb,Wednesday,0
13/02/2020,2020,Feb,Thursday,0
14/02/2020,2020,Feb,Friday,0
15/02/2020,2020,Feb,Saturday,5.4
16/02/2020,2020,Feb,Sunday,2.8
17/02/2020,2020,Feb,Monday,0
18/02/2020,2020,Feb,Tuesday,0
19/02/2020,2020,Feb,Wednesday,38
20/02/2020,2020,Feb,Thursday,3.2
21/02/2020,2020,Feb,Friday,2.8
22/02/2020,2020,Feb,Saturday,0
23/02/2020,2020,Feb,Sunday,0
24/02/2020,2020,Feb,Monday,0
25/02/2020,2020,Feb,Tuesday,3.6
26/02/2020,2020,Feb,Wednesday,4
27/02/2020,2020,Feb,Thursday,0.2
28/02/2020,2020,Feb,Friday,0
29/02/2020,2020,Feb,Saturday,0
1/03/2020,2020,Mar,Sunday,0
2/03/2020,2020,Mar,Monday,3
3/03/2020,2020,Mar,Tuesday,0
4/03/2020,2020,Mar,Wednesday,0
5/03/2020,2020,Mar,Thursday,54.6
6/03/2020,2020,Mar,Friday,7
7/03/2020,2020,Mar,Saturday,0.2
8/03/2020,2020,Mar,Sunday,0
9/03/2020,2020,Mar,Monday,0
10/03/2020,2020,Mar,Tuesday,0
11/03/2020,2020,Mar,Wednesday,0
12/03/2020,2020,Mar,Thursday,0
13/03/2020,2020,Mar,Friday,0
14/03/2020,2020,Mar,Saturday,0.6
15/03/2020,2020,Mar,Sunday,0
16/03/2020,2020,Mar,Monday,0
17/03/2020,2020,Mar,Tuesday,0
18/03/2020,2020,Mar,Wednesday,0
19/03/2020,2020,Mar,Thursday,0
20/03/2020,2020,Mar,Friday,0
21/03/2020,2020,Mar,Saturday,0
22/03/2020,2020,Mar,Sunday,0
23/03/2020,2020,Mar,Monday,0.4
24/03/2020,2020,Mar,Tuesday,0
25/03/2020,2020,Mar,Wednesday,0
26/03/2020,2020,Mar,Thursday,0
27/03/2020,2020,Mar,Friday,0
28/03/2020,2020,Mar,Saturday,0
29/03/2020,2020,Mar,Sunday,0
30/03/2020,2020,Mar,Monday,5.2
31/03/2020,2020,Mar,Tuesday,0
1/04/2020,2020,Apr,Wednesday,0
2/04/2020,2020,Apr,Thursday,23
3/04/2020,2020,Apr,Friday,15.8
4/04/2020,2020,Apr,Saturday,35.2
5/04/2020,2020,Apr,Sunday,4.4
6/04/2020,2020,Apr,Monday,6.2
7/04/2020,2020,Apr,Tuesday,1.4
8/04/2020,2020,Apr,Wednesday,1.2
9/04/2020,2020,Apr,Thursday,0
10/04/2020,2020,Apr,Friday,0.2
11/04/2020,2020,Apr,Saturday,2.4
12/04/2020,2020,Apr,Sunday,2.4
13/04/2020,2020,Apr,Monday,0
14/04/2020,2020,Apr,Tuesday,0.6
15/04/2020,2020,Apr,Wednesday,0
16/04/2020,2020,Apr,Thursday,0.2
17/04/2020,2020,Apr,Friday,0
18/04/2020,2020,Apr,Saturday,0
19/04/2020,2020,Apr,Sunday,0
20/04/2020,2020,Apr,Monday,3.4
21/04/2020,2020,Apr,Tuesday,0
22/04/2020,2020,Apr,Wednesday,0
23/04/2020,2020,Apr,Thursday,0
