date,Year,Month,day of week,Rainfall_amount_(millimetres)
3/10/2016,2016,Oct,Monday,9.2
4/10/2016,2016,Oct,Tuesday,2
5/10/2016,2016,Oct,Wednesday,2.8
6/10/2016,2016,Oct,Thursday,0
7/10/2016,2016,Oct,Friday,0
8/10/2016,2016,Oct,Saturday,0
9/10/2016,2016,Oct,Sunday,0
10/10/2016,2016,Oct,Monday,0.8
11/10/2016,2016,Oct,Tuesday,1.4
12/10/2016,2016,Oct,Wednesday,0
13/10/2016,2016,Oct,Thursday,4.2
14/10/2016,2016,Oct,Friday,0.2
15/10/2016,2016,Oct,Saturday,0
16/10/2016,2016,Oct,Sunday,0
17/10/2016,2016,Oct,Monday,9.8
18/10/2016,2016,Oct,Tuesday,1
19/10/2016,2016,Oct,Wednesday,2.6
20/10/2016,2016,Oct,Thursday,0
21/10/2016,2016,Oct,Friday,0
22/10/2016,2016,Oct,Saturday,16.4
23/10/2016,2016,Oct,Sunday,8.8
24/10/2016,2016,Oct,Monday,0.4
25/10/2016,2016,Oct,Tuesday,0.2
26/10/2016,2016,Oct,Wednesday,0
27/10/2016,2016,Oct,Thursday,0.2
28/10/2016,2016,Oct,Friday,0
29/10/2016,2016,Oct,Saturday,0
30/10/2016,2016,Oct,Sunday,0
31/10/2016,2016,Oct,Monday,1.8
1/11/2016,2016,Nov,Tuesday,0.4
2/11/2016,2016,Nov,Wednesday,0.4
3/11/2016,2016,Nov,Thursday,0
4/11/2016,2016,Nov,Friday,0
5/11/2016,2016,Nov,Saturday,0
6/11/2016,2016,Nov,Sunday,0
7/11/2016,2016,Nov,Monday,0
8/11/2016,2016,Nov,Tuesday,0.2
9/11/2016,2016,Nov,Wednesday,0
10/11/2016,2016,Nov,Thursday,0
11/11/2016,2016,Nov,Friday,0
12/11/2016,2016,Nov,Saturday,2
13/11/2016,2016,Nov,Sunday,2
14/11/2016,2016,Nov,Monday,8.6
15/11/2016,2016,Nov,Tuesday,0
16/11/2016,2016,Nov,Wednesday,0
17/11/2016,2016,Nov,Thursday,0
18/11/2016,2016,Nov,Friday,0
19/11/2016,2016,Nov,Saturday,0
20/11/2016,2016,Nov,Sunday,0
21/11/2016,2016,Nov,Monday,0
22/11/2016,2016,Nov,Tuesday,8.6
23/11/2016,2016,Nov,Wednesday,5.4
24/11/2016,2016,Nov,Thursday,2.2
25/11/2016,2016,Nov,Friday,0.8
26/11/2016,2016,Nov,Saturday,0
27/11/2016,2016,Nov,Sunday,0.4
28/11/2016,2016,Nov,Monday,0.2
29/11/2016,2016,Nov,Tuesday,0.2
30/11/2016,2016,Nov,Wednesday,0
1/12/2016,2016,Dec,Thursday,0
2/12/2016,2016,Dec,Friday,0
3/12/2016,2016,Dec,Saturday,0
4/12/2016,2016,Dec,Sunday,0
5/12/2016,2016,Dec,Monday,2.4
6/12/2016,2016,Dec,Tuesday,0
7/12/2016,2016,Dec,Wednesday,0
8/12/2016,2016,Dec,Thursday,2.2
9/12/2016,2016,Dec,Friday,6.6
10/12/2016,2016,Dec,Saturday,0.2
11/12/2016,2016,Dec,Sunday,1
12/12/2016,2016,Dec,Monday,0
13/12/2016,2016,Dec,Tuesday,0
14/12/2016,2016,Dec,Wednesday,0
15/12/2016,2016,Dec,Thursday,0
16/12/2016,2016,Dec,Friday,0
17/12/2016,2016,Dec,Saturday,0
18/12/2016,2016,Dec,Sunday,0
19/12/2016,2016,Dec,Monday,0
20/12/2016,2016,Dec,Tuesday,3
21/12/2016,2016,Dec,Wednesday,0.2
22/12/2016,2016,Dec,Thursday,0
23/12/2016,2016,Dec,Friday,0
24/12/2016,2016,Dec,Saturday,0.8
25/12/2016,2016,Dec,Sunday,0.2
26/12/2016,2016,Dec,Monday,0
27/12/2016,2016,Dec,Tuesday,1.6
28/12/2016,2016,Dec,Wednesday,1
29/12/2016,2016,Dec,Thursday,0
30/12/2016,2016,Dec,Friday,20.4
31/12/2016,2016,Dec,Saturday,0
1/01/2017,2017,Jan,Sunday,0
2/01/2017,2017,Jan,Monday,0.4
3/01/2017,2017,Jan,Tuesday,0.4
4/01/2017,2017,Jan,Wednesday,0
5/01/2017,2017,Jan,Thursday,0
6/01/2017,2017,Jan,Friday,0
7/01/2017,2017,Jan,Saturday,0
8/01/2017,2017,Jan,Sunday,0
9/01/2017,2017,Jan,Monday,0
10/01/2017,2017,Jan,Tuesday,0
11/01/2017,2017,Jan,Wednesday,0
12/01/2017,2017,Jan,Thursday,0
13/01/2017,2017,Jan,Friday,1.4
14/01/2017,2017,Jan,Saturday,2.6
15/01/2017,2017,Jan,Sunday,0
16/01/2017,2017,Jan,Monday,0
17/01/2017,2017,Jan,Tuesday,0
18/01/2017,2017,Jan,Wednesday,0
19/01/2017,2017,Jan,Thursday,0
20/01/2017,2017,Jan,Friday,22.6
21/01/2017,2017,Jan,Saturday,0.6
22/01/2017,2017,Jan,Sunday,0
23/01/2017,2017,Jan,Monday,0
24/01/2017,2017,Jan,Tuesday,0.6
25/01/2017,2017,Jan,Wednesday,0
26/01/2017,2017,Jan,Thursday,0
27/01/2017,2017,Jan,Friday,0
28/01/2017,2017,Jan,Saturday,0
29/01/2017,2017,Jan,Sunday,0
30/01/2017,2017,Jan,Monday,0
31/01/2017,2017,Jan,Tuesday,3
1/02/2017,2017,Feb,Wednesday,0
2/02/2017,2017,Feb,Thursday,0
3/02/2017,2017,Feb,Friday,0
4/02/2017,2017,Feb,Saturday,0
5/02/2017,2017,Feb,Sunday,0
6/02/2017,2017,Feb,Monday,32.4
7/02/2017,2017,Feb,Tuesday,0
8/02/2017,2017,Feb,Wednesday,0
9/02/2017,2017,Feb,Thursday,0
10/02/2017,2017,Feb,Friday,0
11/02/2017,2017,Feb,Saturday,0
12/02/2017,2017,Feb,Sunday,2
13/02/2017,2017,Feb,Monday,0
14/02/2017,2017,Feb,Tuesday,0.6
15/02/2017,2017,Feb,Wednesday,0
16/02/2017,2017,Feb,Thursday,0
17/02/2017,2017,Feb,Friday,0
18/02/2017,2017,Feb,Saturday,0
19/02/2017,2017,Feb,Sunday,0
20/02/2017,2017,Feb,Monday,3.6
21/02/2017,2017,Feb,Tuesday,0.2
22/02/2017,2017,Feb,Wednesday,0
23/02/2017,2017,Feb,Thursday,0
24/02/2017,2017,Feb,Friday,1.4
25/02/2017,2017,Feb,Saturday,0
26/02/2017,2017,Feb,Sunday,0
27/02/2017,2017,Feb,Monday,0
28/02/2017,2017,Feb,Tuesday,0
1/03/2017,2017,Mar,Wednesday,0
2/03/2017,2017,Mar,Thursday,0
3/03/2017,2017,Mar,Friday,0
4/03/2017,2017,Mar,Saturday,0
5/03/2017,2017,Mar,Sunday,0.2
6/03/2017,2017,Mar,Monday,0
7/03/2017,2017,Mar,Tuesday,0
8/03/2017,2017,Mar,Wednesday,0
9/03/2017,2017,Mar,Thursday,0
10/03/2017,2017,Mar,Friday,0
11/03/2017,2017,Mar,Saturday,0
12/03/2017,2017,Mar,Sunday,0
13/03/2017,2017,Mar,Monday,0.2
14/03/2017,2017,Mar,Tuesday,0
15/03/2017,2017,Mar,Wednesday,0
16/03/2017,2017,Mar,Thursday,1.8
17/03/2017,2017,Mar,Friday,0
18/03/2017,2017,Mar,Saturday,0
19/03/2017,2017,Mar,Sunday,0
20/03/2017,2017,Mar,Monday,0
21/03/2017,2017,Mar,Tuesday,4.4
22/03/2017,2017,Mar,Wednesday,9.2
23/03/2017,2017,Mar,Thursday,0
24/03/2017,2017,Mar,Friday,0
25/03/2017,2017,Mar,Saturday,0
26/03/2017,2017,Mar,Sunday,0
27/03/2017,2017,Mar,Monday,0
28/03/2017,2017,Mar,Tuesday,4.2
29/03/2017,2017,Mar,Wednesday,0.2
30/03/2017,2017,Mar,Thursday,3.4
31/03/2017,2017,Mar,Friday,2.8
1/04/2017,2017,Apr,Saturday,0
2/04/2017,2017,Apr,Sunday,0.4
3/04/2017,2017,Apr,Monday,0
4/04/2017,2017,Apr,Tuesday,0
5/04/2017,2017,Apr,Wednesday,0
6/04/2017,2017,Apr,Thursday,0
7/04/2017,2017,Apr,Friday,0
8/04/2017,2017,Apr,Saturday,0
9/04/2017,2017,Apr,Sunday,10.6
10/04/2017,2017,Apr,Monday,25.4
11/04/2017,2017,Apr,Tuesday,15.4
12/04/2017,2017,Apr,Wednesday,0
13/04/2017,2017,Apr,Thursday,0
14/04/2017,2017,Apr,Friday,0
15/04/2017,2017,Apr,Saturday,0
16/04/2017,2017,Apr,Sunday,0
17/04/2017,2017,Apr,Monday,0
18/04/2017,2017,Apr,Tuesday,0
19/04/2017,2017,Apr,Wednesday,0
20/04/2017,2017,Apr,Thursday,0
21/04/2017,2017,Apr,Friday,9.4
22/04/2017,2017,Apr,Saturday,4.6
23/04/2017,2017,Apr,Sunday,0
24/04/2017,2017,Apr,Monday,0
25/04/2017,2017,Apr,Tuesday,21.6
26/04/2017,2017,Apr,Wednesday,20
27/04/2017,2017,Apr,Thursday,15.4
28/04/2017,2017,Apr,Friday,0.4
29/04/2017,2017,Apr,Saturday,0.2
30/04/2017,2017,Apr,Sunday,0
1/05/2017,2017,May,Monday,0
2/05/2017,2017,May,Tuesday,2.4
3/05/2017,2017,May,Wednesday,0.8
4/05/2017,2017,May,Thursday,0
5/05/2017,2017,May,Friday,0
6/05/2017,2017,May,Saturday,0.2
7/05/2017,2017,May,Sunday,1.4
8/05/2017,2017,May,Monday,1.8
9/05/2017,2017,May,Tuesday,1.6
10/05/2017,2017,May,Wednesday,0
11/05/2017,2017,May,Thursday,0
12/05/2017,2017,May,Friday,0
13/05/2017,2017,May,Saturday,0.2
14/05/2017,2017,May,Sunday,0
15/05/2017,2017,May,Monday,0
16/05/2017,2017,May,Tuesday,0
17/05/2017,2017,May,Wednesday,0
18/05/2017,2017,May,Thursday,0.8
19/05/2017,2017,May,Friday,0
20/05/2017,2017,May,Saturday,0
21/05/2017,2017,May,Sunday,0
22/05/2017,2017,May,Monday,0
23/05/2017,2017,May,Tuesday,0
24/05/2017,2017,May,Wednesday,0
25/05/2017,2017,May,Thursday,0
26/05/2017,2017,May,Friday,0
27/05/2017,2017,May,Saturday,0
28/05/2017,2017,May,Sunday,6.8
29/05/2017,2017,May,Monday,1.4
30/05/2017,2017,May,Tuesday,2.2
31/05/2017,2017,May,Wednesday,5.4
1/06/2017,2017,Jun,Thursday,0.4
2/06/2017,2017,Jun,Friday,0
3/06/2017,2017,Jun,Saturday,0
4/06/2017,2017,Jun,Sunday,0
5/06/2017,2017,Jun,Monday,0
6/06/2017,2017,Jun,Tuesday,6.4
7/06/2017,2017,Jun,Wednesday,0
8/06/2017,2017,Jun,Thursday,0
9/06/2017,2017,Jun,Friday,1.8
10/06/2017,2017,Jun,Saturday,0
11/06/2017,2017,Jun,Sunday,0.2
12/06/2017,2017,Jun,Monday,0
13/06/2017,2017,Jun,Tuesday,0
14/06/2017,2017,Jun,Wednesday,0
15/06/2017,2017,Jun,Thursday,0
16/06/2017,2017,Jun,Friday,0
17/06/2017,2017,Jun,Saturday,0
18/06/2017,2017,Jun,Sunday,0
19/06/2017,2017,Jun,Monday,0
20/06/2017,2017,Jun,Tuesday,0
21/06/2017,2017,Jun,Wednesday,0.6
22/06/2017,2017,Jun,Thursday,0.2
23/06/2017,2017,Jun,Friday,0
24/06/2017,2017,Jun,Saturday,1.4
25/06/2017,2017,Jun,Sunday,0
26/06/2017,2017,Jun,Monday,1.4
27/06/2017,2017,Jun,Tuesday,0
28/06/2017,2017,Jun,Wednesday,0
29/06/2017,2017,Jun,Thursday,0
30/06/2017,2017,Jun,Friday,4.4
1/07/2017,2017,Jul,Saturday,0
2/07/2017,2017,Jul,Sunday,0
3/07/2017,2017,Jul,Monday,0
4/07/2017,2017,Jul,Tuesday,3
5/07/2017,2017,Jul,Wednesday,0
6/07/2017,2017,Jul,Thursday,0
7/07/2017,2017,Jul,Friday,0
8/07/2017,2017,Jul,Saturday,0
9/07/2017,2017,Jul,Sunday,0.8
10/07/2017,2017,Jul,Monday,0
11/07/2017,2017,Jul,Tuesday,0.4
12/07/2017,2017,Jul,Wednesday,0
13/07/2017,2017,Jul,Thursday,0
14/07/2017,2017,Jul,Friday,2
15/07/2017,2017,Jul,Saturday,0
16/07/2017,2017,Jul,Sunday,0
17/07/2017,2017,Jul,Monday,0
18/07/2017,2017,Jul,Tuesday,0.2
19/07/2017,2017,Jul,Wednesday,5
20/07/2017,2017,Jul,Thursday,0.6
21/07/2017,2017,Jul,Friday,4.2
22/07/2017,2017,Jul,Saturday,0
23/07/2017,2017,Jul,Sunday,0
24/07/2017,2017,Jul,Monday,7
25/07/2017,2017,Jul,Tuesday,0
26/07/2017,2017,Jul,Wednesday,2.4
27/07/2017,2017,Jul,Thursday,2
28/07/2017,2017,Jul,Friday,2.8
29/07/2017,2017,Jul,Saturday,0
30/07/2017,2017,Jul,Sunday,0
31/07/2017,2017,Jul,Monday,0
1/08/2017,2017,Aug,Tuesday,0
2/08/2017,2017,Aug,Wednesday,0
3/08/2017,2017,Aug,Thursday,0
4/08/2017,2017,Aug,Friday,6.6
5/08/2017,2017,Aug,Saturday,0
6/08/2017,2017,Aug,Sunday,0
7/08/2017,2017,Aug,Monday,4.2
8/08/2017,2017,Aug,Tuesday,2.2
9/08/2017,2017,Aug,Wednesday,0
10/08/2017,2017,Aug,Thursday,0
11/08/2017,2017,Aug,Friday,0
12/08/2017,2017,Aug,Saturday,2.8
13/08/2017,2017,Aug,Sunday,2
14/08/2017,2017,Aug,Monday,0
15/08/2017,2017,Aug,Tuesday,0.2
16/08/2017,2017,Aug,Wednesday,0.8
17/08/2017,2017,Aug,Thursday,1.8
18/08/2017,2017,Aug,Friday,2.8
19/08/2017,2017,Aug,Saturday,7.2
20/08/2017,2017,Aug,Sunday,2
21/08/2017,2017,Aug,Monday,0.6
22/08/2017,2017,Aug,Tuesday,1.6
23/08/2017,2017,Aug,Wednesday,0
24/08/2017,2017,Aug,Thursday,9.2
25/08/2017,2017,Aug,Friday,0.6
26/08/2017,2017,Aug,Saturday,0
27/08/2017,2017,Aug,Sunday,7.8
28/08/2017,2017,Aug,Monday,0.6
29/08/2017,2017,Aug,Tuesday,0
30/08/2017,2017,Aug,Wednesday,0.6
31/08/2017,2017,Aug,Thursday,0.2
1/09/2017,2017,Sep,Friday,0
2/09/2017,2017,Sep,Saturday,0
3/09/2017,2017,Sep,Sunday,0
4/09/2017,2017,Sep,Monday,0.4
5/09/2017,2017,Sep,Tuesday,0.2
6/09/2017,2017,Sep,Wednesday,4.8
7/09/2017,2017,Sep,Thursday,0.8
8/09/2017,2017,Sep,Friday,3.2
9/09/2017,2017,Sep,Saturday,1.2
10/09/2017,2017,Sep,Sunday,0.2
11/09/2017,2017,Sep,Monday,0
12/09/2017,2017,Sep,Tuesday,0.2
13/09/2017,2017,Sep,Wednesday,2
14/09/2017,2017,Sep,Thursday,1.4
15/09/2017,2017,Sep,Friday,0
16/09/2017,2017,Sep,Saturday,21.4
17/09/2017,2017,Sep,Sunday,0.2
18/09/2017,2017,Sep,Monday,0
19/09/2017,2017,Sep,Tuesday,0.2
20/09/2017,2017,Sep,Wednesday,0
21/09/2017,2017,Sep,Thursday,0
22/09/2017,2017,Sep,Friday,0
23/09/2017,2017,Sep,Saturday,0
24/09/2017,2017,Sep,Sunday,0.4
25/09/2017,2017,Sep,Monday,1.6
26/09/2017,2017,Sep,Tuesday,0.4
27/09/2017,2017,Sep,Wednesday,0
28/09/2017,2017,Sep,Thursday,0
29/09/2017,2017,Sep,Friday,0
30/09/2017,2017,Sep,Saturday,1
1/10/2017,2017,Oct,Sunday,0
2/10/2017,2017,Oct,Monday,0
3/10/2017,2017,Oct,Tuesday,0
4/10/2017,2017,Oct,Wednesday,0
5/10/2017,2017,Oct,Thursday,0
6/10/2017,2017,Oct,Friday,2.4
7/10/2017,2017,Oct,Saturday,0.2
8/10/2017,2017,Oct,Sunday,0
9/10/2017,2017,Oct,Monday,2.4
10/10/2017,2017,Oct,Tuesday,0.2
11/10/2017,2017,Oct,Wednesday,0
12/10/2017,2017,Oct,Thursday,10
13/10/2017,2017,Oct,Friday,0
14/10/2017,2017,Oct,Saturday,0
15/10/2017,2017,Oct,Sunday,0
16/10/2017,2017,Oct,Monday,0
17/10/2017,2017,Oct,Tuesday,0
18/10/2017,2017,Oct,Wednesday,0
19/10/2017,2017,Oct,Thursday,0
20/10/2017,2017,Oct,Friday,2.6
21/10/2017,2017,Oct,Saturday,0
22/10/2017,2017,Oct,Sunday,0
23/10/2017,2017,Oct,Monday,0
24/10/2017,2017,Oct,Tuesday,0.2
25/10/2017,2017,Oct,Wednesday,11.4
26/10/2017,2017,Oct,Thursday,0.2
27/10/2017,2017,Oct,Friday,0
28/10/2017,2017,Oct,Saturday,0.4
29/10/2017,2017,Oct,Sunday,0
30/10/2017,2017,Oct,Monday,4.4
31/10/2017,2017,Oct,Tuesday,6
1/11/2017,2017,Nov,Wednesday,0.4
2/11/2017,2017,Nov,Thursday,1.4
3/11/2017,2017,Nov,Friday,1.4
4/11/2017,2017,Nov,Saturday,0.4
5/11/2017,2017,Nov,Sunday,0
6/11/2017,2017,Nov,Monday,0
7/11/2017,2017,Nov,Tuesday,3.4
8/11/2017,2017,Nov,Wednesday,0
9/11/2017,2017,Nov,Thursday,0
10/11/2017,2017,Nov,Friday,0
11/11/2017,2017,Nov,Saturday,0
12/11/2017,2017,Nov,Sunday,0
13/11/2017,2017,Nov,Monday,0
14/11/2017,2017,Nov,Tuesday,0
15/11/2017,2017,Nov,Wednesday,0
16/11/2017,2017,Nov,Thursday,3.6
17/11/2017,2017,Nov,Friday,4.2
18/11/2017,2017,Nov,Saturday,0
19/11/2017,2017,Nov,Sunday,24.8
20/11/2017,2017,Nov,Monday,0
21/11/2017,2017,Nov,Tuesday,0
22/11/2017,2017,Nov,Wednesday,0
23/11/2017,2017,Nov,Thursday,0
24/11/2017,2017,Nov,Friday,1
25/11/2017,2017,Nov,Saturday,0.4
26/11/2017,2017,Nov,Sunday,3.4
27/11/2017,2017,Nov,Monday,1.4
28/11/2017,2017,Nov,Tuesday,0.2
29/11/2017,2017,Nov,Wednesday,0
30/11/2017,2017,Nov,Thursday,0
1/12/2017,2017,Dec,Friday,1.8
2/12/2017,2017,Dec,Saturday,20.6
3/12/2017,2017,Dec,Sunday,43.8
4/12/2017,2017,Dec,Monday,5.4
5/12/2017,2017,Dec,Tuesday,1.8
6/12/2017,2017,Dec,Wednesday,0
7/12/2017,2017,Dec,Thursday,0
8/12/2017,2017,Dec,Friday,25.2
9/12/2017,2017,Dec,Saturday,0
10/12/2017,2017,Dec,Sunday,0
11/12/2017,2017,Dec,Monday,0
12/12/2017,2017,Dec,Tuesday,0
13/12/2017,2017,Dec,Wednesday,0
14/12/2017,2017,Dec,Thursday,0
15/12/2017,2017,Dec,Friday,0
16/12/2017,2017,Dec,Saturday,0
17/12/2017,2017,Dec,Sunday,0
18/12/2017,2017,Dec,Monday,0
19/12/2017,2017,Dec,Tuesday,0
20/12/2017,2017,Dec,Wednesday,20.6
21/12/2017,2017,Dec,Thursday,0
22/12/2017,2017,Dec,Friday,0
23/12/2017,2017,Dec,Saturday,0
24/12/2017,2017,Dec,Sunday,0.4
25/12/2017,2017,Dec,Monday,0
26/12/2017,2017,Dec,Tuesday,0
27/12/2017,2017,Dec,Wednesday,0
28/12/2017,2017,Dec,Thursday,0
29/12/2017,2017,Dec,Friday,0.2
30/12/2017,2017,Dec,Saturday,8.4
31/12/2017,2017,Dec,Sunday,0.2
1/01/2018,2018,Jan,Monday,0
2/01/2018,2018,Jan,Tuesday,0
3/01/2018,2018,Jan,Wednesday,0
4/01/2018,2018,Jan,Thursday,0.2
5/01/2018,2018,Jan,Friday,0
6/01/2018,2018,Jan,Saturday,0
7/01/2018,2018,Jan,Sunday,0
8/01/2018,2018,Jan,Monday,0
9/01/2018,2018,Jan,Tuesday,0
10/01/2018,2018,Jan,Wednesday,0
11/01/2018,2018,Jan,Thursday,0
12/01/2018,2018,Jan,Friday,1
13/01/2018,2018,Jan,Saturday,7
14/01/2018,2018,Jan,Sunday,15
15/01/2018,2018,Jan,Monday,0
16/01/2018,2018,Jan,Tuesday,0
17/01/2018,2018,Jan,Wednesday,0
18/01/2018,2018,Jan,Thursday,0
19/01/2018,2018,Jan,Friday,0
20/01/2018,2018,Jan,Saturday,0
21/01/2018,2018,Jan,Sunday,0
22/01/2018,2018,Jan,Monday,0
23/01/2018,2018,Jan,Tuesday,0
24/01/2018,2018,Jan,Wednesday,0
25/01/2018,2018,Jan,Thursday,0
26/01/2018,2018,Jan,Friday,0
27/01/2018,2018,Jan,Saturday,3.4
28/01/2018,2018,Jan,Sunday,0
29/01/2018,2018,Jan,Monday,0
30/01/2018,2018,Jan,Tuesday,38.8
31/01/2018,2018,Jan,Wednesday,0
1/02/2018,2018,Feb,Thursday,0.2
2/02/2018,2018,Feb,Friday,0
3/02/2018,2018,Feb,Saturday,0
4/02/2018,2018,Feb,Sunday,0
5/02/2018,2018,Feb,Monday,0
6/02/2018,2018,Feb,Tuesday,0
7/02/2018,2018,Feb,Wednesday,0
8/02/2018,2018,Feb,Thursday,0
9/02/2018,2018,Feb,Friday,0
10/02/2018,2018,Feb,Saturday,0
11/02/2018,2018,Feb,Sunday,0
12/02/2018,2018,Feb,Monday,0
13/02/2018,2018,Feb,Tuesday,0
14/02/2018,2018,Feb,Wednesday,0
15/02/2018,2018,Feb,Thursday,0
16/02/2018,2018,Feb,Friday,0
17/02/2018,2018,Feb,Saturday,0
18/02/2018,2018,Feb,Sunday,0
19/02/2018,2018,Feb,Monday,0.8
20/02/2018,2018,Feb,Tuesday,0
21/02/2018,2018,Feb,Wednesday,0
22/02/2018,2018,Feb,Thursday,0
23/02/2018,2018,Feb,Friday,0.2
24/02/2018,2018,Feb,Saturday,0.4
25/02/2018,2018,Feb,Sunday,0
26/02/2018,2018,Feb,Monday,0
27/02/2018,2018,Feb,Tuesday,0
28/02/2018,2018,Feb,Wednesday,0
1/03/2018,2018,Mar,Thursday,0.8
2/03/2018,2018,Mar,Friday,0.4
3/03/2018,2018,Mar,Saturday,0
4/03/2018,2018,Mar,Sunday,0
5/03/2018,2018,Mar,Monday,0
6/03/2018,2018,Mar,Tuesday,0
7/03/2018,2018,Mar,Wednesday,0
8/03/2018,2018,Mar,Thursday,0
9/03/2018,2018,Mar,Friday,0
10/03/2018,2018,Mar,Saturday,0
11/03/2018,2018,Mar,Sunday,0
12/03/2018,2018,Mar,Monday,0
13/03/2018,2018,Mar,Tuesday,2.2
14/03/2018,2018,Mar,Wednesday,0
15/03/2018,2018,Mar,Thursday,0
16/03/2018,2018,Mar,Friday,0
17/03/2018,2018,Mar,Saturday,0
18/03/2018,2018,Mar,Sunday,0
19/03/2018,2018,Mar,Monday,0
20/03/2018,2018,Mar,Tuesday,0.2
21/03/2018,2018,Mar,Wednesday,0
22/03/2018,2018,Mar,Thursday,0
23/03/2018,2018,Mar,Friday,0
24/03/2018,2018,Mar,Saturday,0
25/03/2018,2018,Mar,Sunday,13
26/03/2018,2018,Mar,Monday,5.2
27/03/2018,2018,Mar,Tuesday,1.2
28/03/2018,2018,Mar,Wednesday,0
29/03/2018,2018,Mar,Thursday,0
30/03/2018,2018,Mar,Friday,0
31/03/2018,2018,Mar,Saturday,0
1/04/2018,2018,Apr,Sunday,0
2/04/2018,2018,Apr,Monday,0
3/04/2018,2018,Apr,Tuesday,0
4/04/2018,2018,Apr,Wednesday,0
5/04/2018,2018,Apr,Thursday,0
6/04/2018,2018,Apr,Friday,0
7/04/2018,2018,Apr,Saturday,0
8/04/2018,2018,Apr,Sunday,0
9/04/2018,2018,Apr,Monday,0
10/04/2018,2018,Apr,Tuesday,0
11/04/2018,2018,Apr,Wednesday,0
12/04/2018,2018,Apr,Thursday,0
13/04/2018,2018,Apr,Friday,0
14/04/2018,2018,Apr,Saturday,0
15/04/2018,2018,Apr,Sunday,12.2
16/04/2018,2018,Apr,Monday,3
17/04/2018,2018,Apr,Tuesday,0.6
18/04/2018,2018,Apr,Wednesday,0
19/04/2018,2018,Apr,Thursday,0
20/04/2018,2018,Apr,Friday,0
21/04/2018,2018,Apr,Saturday,0
22/04/2018,2018,Apr,Sunday,0
23/04/2018,2018,Apr,Monday,0
24/04/2018,2018,Apr,Tuesday,0
25/04/2018,2018,Apr,Wednesday,0.6
26/04/2018,2018,Apr,Thursday,0
27/04/2018,2018,Apr,Friday,0
28/04/2018,2018,Apr,Saturday,0
29/04/2018,2018,Apr,Sunday,0
30/04/2018,2018,Apr,Monday,0
1/05/2018,2018,May,Tuesday,0
2/05/2018,2018,May,Wednesday,0
3/05/2018,2018,May,Thursday,0
4/05/2018,2018,May,Friday,6.2
5/05/2018,2018,May,Saturday,2.6
6/05/2018,2018,May,Sunday,0
7/05/2018,2018,May,Monday,0
8/05/2018,2018,May,Tuesday,0.2
9/05/2018,2018,May,Wednesday,0
10/05/2018,2018,May,Thursday,8
11/05/2018,2018,May,Friday,18.6
12/05/2018,2018,May,Saturday,8.4
13/05/2018,2018,May,Sunday,4
14/05/2018,2018,May,Monday,0
15/05/2018,2018,May,Tuesday,0
16/05/2018,2018,May,Wednesday,2
17/05/2018,2018,May,Thursday,0
18/05/2018,2018,May,Friday,0.2
19/05/2018,2018,May,Saturday,2.6
20/05/2018,2018,May,Sunday,0
21/05/2018,2018,May,Monday,2.4
22/05/2018,2018,May,Tuesday,0
23/05/2018,2018,May,Wednesday,4.6
24/05/2018,2018,May,Thursday,0
25/05/2018,2018,May,Friday,0
26/05/2018,2018,May,Saturday,0
27/05/2018,2018,May,Sunday,0
28/05/2018,2018,May,Monday,0
29/05/2018,2018,May,Tuesday,0.8
30/05/2018,2018,May,Wednesday,0
31/05/2018,2018,May,Thursday,5
1/06/2018,2018,Jun,Friday,0
2/06/2018,2018,Jun,Saturday,0.2
3/06/2018,2018,Jun,Sunday,0
4/06/2018,2018,Jun,Monday,0
5/06/2018,2018,Jun,Tuesday,1.6
6/06/2018,2018,Jun,Wednesday,0.4
7/06/2018,2018,Jun,Thursday,0.2
8/06/2018,2018,Jun,Friday,0.6
9/06/2018,2018,Jun,Saturday,3
10/06/2018,2018,Jun,Sunday,0
11/06/2018,2018,Jun,Monday,0.2
12/06/2018,2018,Jun,Tuesday,0.4
13/06/2018,2018,Jun,Wednesday,0
14/06/2018,2018,Jun,Thursday,5.6
15/06/2018,2018,Jun,Friday,4.6
16/06/2018,2018,Jun,Saturday,2.2
17/06/2018,2018,Jun,Sunday,15.6
18/06/2018,2018,Jun,Monday,7.2
19/06/2018,2018,Jun,Tuesday,0.4
20/06/2018,2018,Jun,Wednesday,0.2
21/06/2018,2018,Jun,Thursday,0
22/06/2018,2018,Jun,Friday,0
23/06/2018,2018,Jun,Saturday,0
24/06/2018,2018,Jun,Sunday,0
25/06/2018,2018,Jun,Monday,0
26/06/2018,2018,Jun,Tuesday,0
27/06/2018,2018,Jun,Wednesday,0.2
28/06/2018,2018,Jun,Thursday,0
29/06/2018,2018,Jun,Friday,0.2
30/06/2018,2018,Jun,Saturday,0.4
1/07/2018,2018,Jul,Sunday,0.4
2/07/2018,2018,Jul,Monday,0
3/07/2018,2018,Jul,Tuesday,0
4/07/2018,2018,Jul,Wednesday,0
5/07/2018,2018,Jul,Thursday,0.4
6/07/2018,2018,Jul,Friday,0
7/07/2018,2018,Jul,Saturday,1.2
8/07/2018,2018,Jul,Sunday,0.8
9/07/2018,2018,Jul,Monday,1.2
10/07/2018,2018,Jul,Tuesday,0
11/07/2018,2018,Jul,Wednesday,0
12/07/2018,2018,Jul,Thursday,0
13/07/2018,2018,Jul,Friday,0.2
14/07/2018,2018,Jul,Saturday,0
15/07/2018,2018,Jul,Sunday,0
