Local_Time,ID,Site_ID,Sensor_ID,Value,Type,Units,Gatewayhub_ID,Site_Status
2023-07-27T01:15:10+10:00,7595242,1011,0a,12.8,PM2.5,ug\/m^3,arc1055,C
2023-07-27T01:15:10+10:00,7595251,1011,0b,30.8,PM10,ug\/m^3,arc1055,C
2023-07-27T01:15:10+10:00,7595286,1012,0a,9.9,PM2.5,ug/m^3,arc1048,C
2023-07-27T01:15:11+10:00,7595222,1009,0a,10.2,PM2.5,ug/m^3,arc1050,C
2023-07-27T01:15:11+10:00,7595387,1016,0b,32.3,PM10,ug/m^3,arc1049,C
2023-07-27T01:30:02+10:00,7595313,1012,5a,8.72,TPH.TEMP,C,arc1048,C
2023-07-27T01:30:02+10:00,7595323,1012,5c,1027.4,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T01:30:02+10:00,7595371,1014,5c,1030.6,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T01:30:11+10:00,7595223,1009,0a,10.1,PM2.5,ug/m^3,arc1050,C
2023-07-27T01:30:11+10:00,7595243,1011,0a,13.6,PM2.5,ug\/m^3,arc1055,C
2023-07-27T01:30:11+10:00,7595296,1012,0b,26.7,PM10,ug/m^3,arc1048,C
2023-07-27T01:30:11+10:00,7595331,1014,0a,12.6,PM2.5,ug/m^3,arc1045,C
2023-07-27T01:45:02+10:00,7595314,1012,5a,8.67,TPH.TEMP,C,arc1048,C
2023-07-27T01:45:02+10:00,7595319,1012,5b,78.75,TPH.RH,%,arc1048,C
2023-07-27T01:45:02+10:00,7595324,1012,5c,1027.3,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T01:45:02+10:00,7595362,1014,5a,8.2,TPH.TEMP,C,arc1045,C
2023-07-27T01:45:02+10:00,7595372,1014,5c,1030.3,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T01:45:03+10:00,7595284,1011,6,6.26,WS,km/h,arc1055,C
2023-07-27T01:45:11+10:00,7595230,1009,0b,24.4,PM10,ug/m^3,arc1050,C
2023-07-27T01:45:11+10:00,7595244,1011,0a,12.6,PM2.5,ug\/m^3,arc1055,C
2023-07-27T01:45:11+10:00,7595253,1011,0b,29.0,PM10,ug\/m^3,arc1055,C
2023-07-27T01:45:11+10:00,7595380,1016,0a,12.6,PM2.5,ug/m^3,arc1049,C
2023-07-27T02:00:00+10:00,7595428,1009,0a.EPA-24h,10.6,PM2.5-EPA-24h,ug/m^3,arc1050,C
2023-07-27T02:00:00+10:00,7595448,1011,0a.EPA-1h,16.0,PM2.5-EPA-1h,ug\/m^3,arc1055,C
2023-07-27T02:00:00+10:00,7595449,1011,0a.EPA-1h.NOPK,16.0,PM2.5-EPA-1h-NOPK,ug/m^3,arc1055,C
2023-07-27T02:00:00+10:00,7595457,1011,0b.EPA-1h,36.5,PM10-EPA-1h,ug\/m^3,arc1055,C
2023-07-27T02:00:00+10:00,7595458,1011,0b.EPA-1h.NOPK,36.5,PM10-EPA-1h-NOPK,ug/m^3,arc1055,C
2023-07-27T02:00:00+10:00,7595493,1012,0a.EPA-1h.NOPK,18.0,PM2.5-EPA-1h-NOPK,ug/m^3,arc1048,C
2023-07-27T02:00:00+10:00,7595501,1012,0b.EPA-1h,38.9,PM10-EPA-1h,ug/m^3,arc1048,C
2023-07-27T02:00:00+10:00,7595523,1012,5b.EPA-1h,79.98,TPH.RH-EPA-1h,%,arc1048,C
2023-07-27T02:00:00+10:00,7595539,1014,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1045,C
2023-07-27T02:00:00+10:00,7595546,1014,0b.EPA-1h.NOPK,37.2,PM10-EPA-1h-NOPK,ug/m^3,arc1045,C
2023-07-27T02:00:00+10:00,7595585,1016,0a.EPA-1h.NOPK,15.9,PM2.5-EPA-1h-NOPK,ug/m^3,arc1049,C
2023-07-27T02:00:00+10:00,7595587,1016,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1049,C
2023-07-27T02:00:00+10:00,7595593,1016,0b.EPA-1h,37.6,PM10-EPA-1h,ug/m^3,arc1049,C
2023-07-27T02:00:00+10:00,7595595,1016,0b.EPA-1h.NOPK.EPA-24h,33.6,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1049,C
2023-07-27T02:00:02+10:00,7595281,1011,5c,1027.8,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T02:00:02+10:00,7595320,1012,5b,79.4,TPH.RH,%,arc1048,C
2023-07-27T02:00:02+10:00,7595363,1014,5a,8.29,TPH.TEMP,C,arc1045,C
2023-07-27T02:00:03+10:00,7595285,1011,6,6.05,WS,km/h,arc1055,C
2023-07-27T02:00:03+10:00,7595377,1014,6,4.03,WS,km/h,arc1045,C
2023-07-27T02:00:03+10:00,7595422,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T02:00:11+10:00,7595231,1009,0b,23.3,PM10,ug/m^3,arc1050,C
2023-07-27T02:00:11+10:00,7595245,1011,0a,15.6,PM2.5,ug\/m^3,arc1055,C
2023-07-27T02:00:11+10:00,7595333,1014,0a,12.8,PM2.5,ug/m^3,arc1045,C
2023-07-27T02:00:11+10:00,7595390,1016,0b,34.6,PM10,ug/m^3,arc1049,C
2023-07-27T02:15:01+10:00,7595524,1012,5c,1027.2,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T02:15:02+10:00,7595470,1011,5a,8.0,TPH.TEMP,C,arc1055,C
2023-07-27T02:15:02+10:00,7595480,1011,5c,1027.8,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T02:15:03+10:00,7595484,1011,6,5.72,WS,km/h,arc1055,C
2023-07-27T02:15:03+10:00,7595562,1014,5a,8.31,TPH.TEMP,C,arc1045,C
2023-07-27T02:15:06+10:00,7595620,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T02:15:10+10:00,7595488,1012,0a,18.3,PM2.5,ug/m^3,arc1048,C
2023-07-27T02:15:10+10:00,7595497,1012,0b,39.0,PM10,ug/m^3,arc1048,C
2023-07-27T02:15:14+10:00,7595589,1016,0b,38.9,PM10,ug/m^3,arc1049,C
2023-07-27T02:30:02+10:00,7595471,1011,5a,8.05,TPH.TEMP,C,arc1055,C
2023-07-27T02:30:02+10:00,7595515,1012,5a,8.57,TPH.TEMP,C,arc1048,C
2023-07-27T02:30:02+10:00,7595520,1012,5b,79.88,TPH.RH,%,arc1048,C
2023-07-27T02:30:02+10:00,7595573,1014,5c,1030.3,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T02:30:03+10:00,7595485,1011,6,5.9,WS,km/h,arc1055,C
2023-07-27T02:30:11+10:00,7595424,1009,0a,14.1,PM2.5,ug/m^3,arc1050,C
2023-07-27T02:30:11+10:00,7595445,1011,0a,17.2,PM2.5,ug\/m^3,arc1055,C
2023-07-27T02:30:11+10:00,7595454,1011,0b,39.8,PM10,ug\/m^3,arc1055,C
2023-07-27T02:30:11+10:00,7595498,1012,0b,40.8,PM10,ug/m^3,arc1048,C
2023-07-27T02:30:11+10:00,7595542,1014,0b,38.6,PM10,ug/m^3,arc1045,C
2023-07-27T02:45:02+10:00,7595472,1011,5a,8.26,TPH.TEMP,C,arc1055,C
2023-07-27T02:45:02+10:00,7595574,1014,5c,1029.9,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T02:45:02+10:00,7595613,1016,5b,75.58,TPH.RH,%,arc1049,C
2023-07-27T02:45:02+10:00,7595618,1016,5c,1027.8,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T02:45:03+10:00,7595530,1012,6,6.26,WS,km/h,arc1048,C
2023-07-27T02:45:03+10:00,7595578,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T02:45:11+10:00,7595431,1009,0b,31.4,PM10,ug/m^3,arc1050,C
2023-07-27T02:45:11+10:00,7595446,1011,0a,16.5,PM2.5,ug\/m^3,arc1055,C
2023-07-27T02:45:11+10:00,7595543,1014,0b,40.5,PM10,ug/m^3,arc1045,C
2023-07-27T02:45:11+10:00,7595582,1016,0a,17.2,PM2.5,ug/m^3,arc1049,C
2023-07-27T03:00:00+10:00,7595649,1011,0a.EPA-1h.NOPK,15.5,PM2.5-EPA-1h-NOPK,ug/m^3,arc1055,C
2023-07-27T03:00:00+10:00,7595651,1011,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1055,C
2023-07-27T03:00:00+10:00,7595659,1011,0b.EPA-1h.NOPK.EPA-24h,27.4,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1055,C
2023-07-27T03:00:00+10:00,7595660,1011,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1055,C
2023-07-27T03:00:00+10:00,7595661,1011,0b.EPA-24h,27.4,PM10-EPA-24h,ug\/m^3,arc1055,C
2023-07-27T03:00:00+10:00,7595696,1012,0a.EPA-24h,11.0,PM2.5-EPA-24h,ug/m^3,arc1048,C
2023-07-27T03:00:00+10:00,7595701,1012,0b.EPA-1h,29.4,PM10-EPA-1h,ug/m^3,arc1048,C
2023-07-27T03:00:00+10:00,7595703,1012,0b.EPA-1h.NOPK.EPA-24h,28.9,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1048,C
2023-07-27T03:00:00+10:00,7595705,1012,0b.EPA-24h,28.9,PM10-EPA-24h,ug/m^3,arc1048,C
2023-07-27T03:00:00+10:00,7595723,1012,5b.EPA-1h,81.72,TPH.RH-EPA-1h,%,arc1048,C
2023-07-27T03:00:00+10:00,7595738,1014,0a.EPA-1h.NOPK.EPA-24h,11.3,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1045,C
2023-07-27T03:00:00+10:00,7595739,1014,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1045,C
2023-07-27T03:00:00+10:00,7595766,1014,5a.EPA-1h,7.98,TPH.TEMP-EPA-1h,C,arc1045,C
2023-07-27T03:00:00+10:00,7595784,1016,0a.EPA-1h,13.9,PM2.5-EPA-1h,ug/m^3,arc1049,C
2023-07-27T03:00:00+10:00,7595785,1016,0a.EPA-1h.NOPK,13.9,PM2.5-EPA-1h-NOPK,ug/m^3,arc1049,C
2023-07-27T03:00:00+10:00,7595787,1016,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1049,C
2023-07-27T03:00:00+10:00,7595794,1016,0b.EPA-1h.NOPK,34.0,PM10-EPA-1h-NOPK,ug/m^3,arc1049,C
2023-07-27T03:00:00+10:00,7595811,1016,5a.EPA-1h,8.71,TPH.TEMP-EPA-1h,C,arc1049,C
2023-07-27T03:00:02+10:00,7595483,1011,5c,1027.2,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T03:00:02+10:00,7595565,1014,5a,8.1,TPH.TEMP,C,arc1045,C
2023-07-27T03:00:02+10:00,7595575,1014,5c,1029.6,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T03:00:02+10:00,7595609,1016,5a,8.8,TPH.TEMP,C,arc1049,C
2023-07-27T03:00:03+10:00,7595531,1012,6,6.19,WS,km/h,arc1048,C
2023-07-27T03:00:03+10:00,7595579,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T03:00:11+10:00,7595432,1009,0b,23.9,PM10,ug/m^3,arc1050,C
2023-07-27T03:00:11+10:00,7595456,1011,0b,33.8,PM10,ug\/m^3,arc1055,C
2023-07-27T03:00:11+10:00,7595544,1014,0b,35.2,PM10,ug/m^3,arc1045,C
2023-07-27T03:15:02+10:00,7595812,1016,5b,76.78,TPH.RH,%,arc1049,C
2023-07-27T03:15:02+10:00,7595817,1016,5c,1027.9,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T03:15:03+10:00,7595714,1012,5a,8.34,TPH.TEMP,C,arc1048,C
2023-07-27T03:15:03+10:00,7595821,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T03:15:04+10:00,7595728,1012,6,5.94,WS,km/h,arc1048,C
2023-07-27T03:15:10+10:00,7595732,1014,0a,15.8,PM2.5,ug/m^3,arc1045,C
2023-07-27T03:15:11+10:00,7595644,1011,0a,13.0,PM2.5,ug\/m^3,arc1055,C
2023-07-27T03:15:12+10:00,7595688,1012,0a,11.9,PM2.5,ug/m^3,arc1048,C
2023-07-27T03:30:02+10:00,7595720,1012,5b,82.04,TPH.RH,%,arc1048,C
2023-07-27T03:30:02+10:00,7595725,1012,5c,1026.5,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T03:30:02+10:00,7595813,1016,5b,77.0,TPH.RH,%,arc1049,C
2023-07-27T03:30:03+10:00,7595685,1011,6,5.62,WS,km/h,arc1055,C
2023-07-27T03:30:11+10:00,7595631,1009,0b,28.3,PM10,ug/m^3,arc1050,C
2023-07-27T03:30:11+10:00,7595698,1012,0b,33.4,PM10,ug/m^3,arc1048,C
2023-07-27T03:45:02+10:00,7595677,1011,5b,81.86,TPH.RH,%,arc1055,C
2023-07-27T03:45:02+10:00,7595721,1012,5b,81.82,TPH.RH,%,arc1048,C
2023-07-27T03:45:02+10:00,7595764,1014,5a,7.97,TPH.TEMP,C,arc1045,C
2023-07-27T03:45:02+10:00,7595814,1016,5b,77.03,TPH.RH,%,arc1049,C
2023-07-27T03:45:02+10:00,7595819,1016,5c,1027.5,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T03:45:03+10:00,7595730,1012,6,5.87,WS,km/h,arc1048,C
2023-07-27T03:45:11+10:00,7595626,1009,0a,10.9,PM2.5,ug/m^3,arc1050,C
2023-07-27T03:45:11+10:00,7595646,1011,0a,15.1,PM2.5,ug\/m^3,arc1055,C
2023-07-27T03:45:11+10:00,7595655,1011,0b,34.9,PM10,ug\/m^3,arc1055,C
2023-07-27T03:45:11+10:00,7595690,1012,0a,8.6,PM2.5,ug/m^3,arc1048,C
2023-07-27T03:45:11+10:00,7595743,1014,0b,36.1,PM10,ug/m^3,arc1045,C
2023-07-27T03:45:11+10:00,7595782,1016,0a,13.1,PM2.5,ug/m^3,arc1049,C
2023-07-27T03:45:11+10:00,7595791,1016,0b,32.8,PM10,ug/m^3,arc1049,C
2023-07-27T04:00:00+10:00,7595829,1009,0a.EPA-1h,11.9,PM2.5-EPA-1h,ug/m^3,arc1050,C
2023-07-27T04:00:00+10:00,7595836,1009,0b.EPA-24h,30.4,PM10-EPA-24h,ug/m^3,arc1050,C
2023-07-27T04:00:00+10:00,7595850,1011,0a.EPA-1h,19.9,PM2.5-EPA-1h,ug\/m^3,arc1055,C
2023-07-27T04:00:00+10:00,7595862,1011,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1055,C
2023-07-27T04:00:00+10:00,7595863,1011,0b.EPA-24h,27.7,PM10-EPA-24h,ug\/m^3,arc1055,C
2023-07-27T04:00:00+10:00,7595938,1016,0a.EPA-1h,18.0,PM2.5-EPA-1h,ug/m^3,arc1049,C
2023-07-27T04:00:00+10:00,7595941,1016,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1049,C
2023-07-27T04:00:00+10:00,7595950,1016,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1049,C
2023-07-27T04:00:00+10:00,7595951,1016,0b.EPA-24h,33.7,PM10-EPA-24h,ug/m^3,arc1049,C
2023-07-27T04:00:00+10:00,7595964,1016,5a.EPA-1h,8.5,TPH.TEMP-EPA-1h,C,arc1049,C
2023-07-27T04:00:00+10:00,7595969,1016,5b.EPA-1h,76.82,TPH.RH-EPA-1h,%,arc1049,C
2023-07-27T04:00:02+10:00,7595678,1011,5b,80.12,TPH.RH,%,arc1055,C
2023-07-27T04:00:02+10:00,7595717,1012,5a,8.32,TPH.TEMP,C,arc1048,C
2023-07-27T04:00:02+10:00,7595727,1012,5c,1026.3,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T04:00:02+10:00,7595765,1014,5a,7.97,TPH.TEMP,C,arc1045,C
2023-07-27T04:00:02+10:00,7595810,1016,5a,8.8,TPH.TEMP,C,arc1049,C
2023-07-27T04:00:02+10:00,7595815,1016,5b,76.41,TPH.RH,%,arc1049,C
2023-07-27T04:00:02+10:00,7595820,1016,5c,1027.1,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T04:00:11+10:00,7595656,1011,0b,50.9,PM10,ug\/m^3,arc1055,C
2023-07-27T04:00:11+10:00,7595700,1012,0b,33.7,PM10,ug/m^3,arc1048,C
2023-07-27T04:00:11+10:00,7595735,1014,0a,16.1,PM2.5,ug/m^3,arc1045,C
2023-07-27T04:00:11+10:00,7595783,1016,0a,17.2,PM2.5,ug/m^3,arc1049,C
2023-07-27T04:00:11+10:00,7595792,1016,0b,40.4,PM10,ug/m^3,arc1049,C
2023-07-27T04:15:01+10:00,7595926,1012,5c,1026.2,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T04:15:02+10:00,7595930,1012,6,6.01,WS,km/h,arc1048,C
2023-07-27T04:15:03+10:00,7596145,1014,5b,86.23,TPH.RH,%,arc1045,C
2023-07-27T04:15:03+10:00,7596154,1014,5c,1029.3,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T04:15:06+10:00,7595965,1016,5b,76.49,TPH.RH,%,arc1049,C
2023-07-27T04:15:10+10:00,7595899,1012,0b,38.3,PM10,ug/m^3,arc1048,C
2023-07-27T04:15:12+10:00,7596086,1014,0a,18.1,PM2.5,ug/m^3,arc1045,C
2023-07-27T04:15:12+10:00,7596099,1014,0b,41.5,PM10,ug/m^3,arc1045,C
2023-07-27T04:15:15+10:00,7595943,1016,0b,42.1,PM10,ug/m^3,arc1049,C
2023-07-27T04:30:02+10:00,7595873,1011,5a,7.95,TPH.TEMP,C,arc1055,C
2023-07-27T04:30:02+10:00,7595961,1016,5a,8.47,TPH.TEMP,C,arc1049,C
2023-07-27T04:30:02+10:00,7595971,1016,5c,1026.7,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T04:30:02+10:00,7596137,1014,5a,7.79,TPH.TEMP,C,arc1045,C
2023-07-27T04:30:03+10:00,7595887,1011,6,6.05,WS,km/h,arc1055,C
2023-07-27T04:30:03+10:00,7595931,1012,6,6.26,WS,km/h,arc1048,C
2023-07-27T04:30:11+10:00,7595826,1009,0a,10.4,PM2.5,ug/m^3,arc1050,C
2023-07-27T04:30:11+10:00,7595847,1011,0a,19.6,PM2.5,ug\/m^3,arc1055,C
2023-07-27T04:30:11+10:00,7595944,1016,0b,41.9,PM10,ug/m^3,arc1049,C
2023-07-27T04:30:11+10:00,7596100,1014,0b,41.1,PM10,ug/m^3,arc1045,C
2023-07-27T04:45:02+10:00,7595879,1011,5b,80.54,TPH.RH,%,arc1055,C
2023-07-27T04:45:02+10:00,7595884,1011,5c,1026.4,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T04:45:02+10:00,7595923,1012,5b,82.45,TPH.RH,%,arc1048,C
2023-07-27T04:45:02+10:00,7595967,1016,5b,77.1,TPH.RH,%,arc1049,C
2023-07-27T04:45:02+10:00,7595972,1016,5c,1026.9,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T04:45:02+10:00,7596138,1014,5a,7.57,TPH.TEMP,C,arc1045,C
2023-07-27T04:45:02+10:00,7596156,1014,5c,1028.9,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T04:45:11+10:00,7595827,1009,0a,12.8,PM2.5,ug/m^3,arc1050,C
2023-07-27T04:45:11+10:00,7595833,1009,0b,36.4,PM10,ug/m^3,arc1050,C
2023-07-27T04:45:11+10:00,7595945,1016,0b,46.7,PM10,ug/m^3,arc1049,C
2023-07-27T04:45:11+10:00,7596088,1014,0a,20.5,PM2.5,ug/m^3,arc1045,C
2023-07-27T05:00:00+10:00,7595983,1009,0a.EPA-24h,10.8,PM2.5-EPA-24h,ug/m^3,arc1050,C
2023-07-27T05:00:00+10:00,7595988,1009,0b.EPA-1h,30.9,PM10-EPA-1h,ug/m^3,arc1050,C
2023-07-27T05:00:00+10:00,7596002,1011,0a.EPA-1h,16.9,PM2.5-EPA-1h,ug\/m^3,arc1055,C
2023-07-27T05:00:00+10:00,7596005,1011,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1055,C
2023-07-27T05:00:00+10:00,7596006,1011,0a.EPA-24h,10.6,PM2.5-EPA-24h,ug\/m^3,arc1055,C
2023-07-27T05:00:00+10:00,7596011,1011,0b.EPA-1h,38.0,PM10-EPA-1h,ug\/m^3,arc1055,C
2023-07-27T05:00:00+10:00,7596013,1011,0b.EPA-1h.NOPK.EPA-24h,27.9,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1055,C
2023-07-27T05:00:00+10:00,7596015,1011,0b.EPA-24h,27.9,PM10-EPA-24h,ug\/m^3,arc1055,C
2023-07-27T05:00:00+10:00,7596033,1011,5b.EPA-1h,82.28,TPH.RH-EPA-1h,%,arc1055,C
2023-07-27T05:00:00+10:00,7596048,1012,0a.EPA-1h.NOPK.EPA-24h,11.4,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1048,C
2023-07-27T05:00:00+10:00,7596055,1012,0b.EPA-1h,38.0,PM10-EPA-1h,ug/m^3,arc1048,C
2023-07-27T05:00:00+10:00,7596058,1012,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1048,C
2023-07-27T05:00:00+10:00,7596077,1012,5b.EPA-1h,83.78,TPH.RH-EPA-1h,%,arc1048,C
2023-07-27T05:00:00+10:00,7596108,1014,0b.EPA-1h.NOPK,35.5,PM10-EPA-1h-NOPK,ug/m^3,arc1045,C
2023-07-27T05:00:00+10:00,7596110,1014,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1045,C
2023-07-27T05:00:00+10:00,7596111,1014,0b.EPA-24h,30.8,PM10-EPA-24h,ug/m^3,arc1045,C
2023-07-27T05:00:00+10:00,7596185,1016,0b.EPA-1h.NOPK.EPA-24h,33.6,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1049,C
2023-07-27T05:00:00+10:00,7596201,1016,5a.EPA-1h,8.28,TPH.TEMP-EPA-1h,C,arc1049,C
2023-07-27T05:00:02+10:00,7595875,1011,5a,7.73,TPH.TEMP,C,arc1055,C
2023-07-27T05:00:02+10:00,7595885,1011,5c,1026.1,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T05:00:02+10:00,7595968,1016,5b,76.85,TPH.RH,%,arc1049,C
2023-07-27T05:00:02+10:00,7595973,1016,5c,1026.7,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T05:00:03+10:00,7595889,1011,6,6.95,WS,km/h,arc1055,C
2023-07-27T05:00:11+10:00,7596089,1014,0a,17.6,PM2.5,ug/m^3,arc1045,C
2023-07-27T05:00:11+10:00,7596102,1014,0b,36.4,PM10,ug/m^3,arc1045,C
2023-07-27T05:15:02+10:00,7596140,1014,5a,7.38,TPH.TEMP,C,arc1045,C
2023-07-27T05:15:02+10:00,7596197,1016,5a,8.13,TPH.TEMP,C,arc1049,C
2023-07-27T05:15:03+10:00,7596038,1011,6,6.19,WS,km/h,arc1055,C
2023-07-27T05:15:03+10:00,7596211,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T05:15:11+10:00,7595998,1011,0a,14.9,PM2.5,ug\/m^3,arc1055,C
2023-07-27T05:30:02+10:00,7596074,1012,5b,84.19,TPH.RH,%,arc1048,C
2023-07-27T05:30:02+10:00,7596198,1016,5a,8.21,TPH.TEMP,C,arc1049,C
2023-07-27T05:30:02+10:00,7596203,1016,5b,78.71,TPH.RH,%,arc1049,C
2023-07-27T05:30:03+10:00,7596167,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T05:30:11+10:00,7595999,1011,0a,17.4,PM2.5,ug\/m^3,arc1055,C
2023-07-27T05:30:11+10:00,7596043,1012,0a,19.2,PM2.5,ug/m^3,arc1048,C
2023-07-27T05:30:11+10:00,7596171,1016,0a,14.6,PM2.5,ug/m^3,arc1049,C
2023-07-27T05:30:11+10:00,7596180,1016,0b,34.9,PM10,ug/m^3,arc1049,C
2023-07-27T05:45:02+10:00,7596026,1011,5a,7.48,TPH.TEMP,C,arc1055,C
2023-07-27T05:45:02+10:00,7596031,1011,5b,83.32,TPH.RH,%,arc1055,C
2023-07-27T05:45:02+10:00,7596075,1012,5b,84.51,TPH.RH,%,arc1048,C
2023-07-27T05:45:02+10:00,7596142,1014,5a,7.28,TPH.TEMP,C,arc1045,C
2023-07-27T05:45:02+10:00,7596160,1014,5c,1028.3,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T05:45:02+10:00,7596204,1016,5b,78.64,TPH.RH,%,arc1049,C
2023-07-27T05:45:03+10:00,7596168,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T05:45:11+10:00,7596009,1011,0b,42.6,PM10,ug\/m^3,arc1055,C
2023-07-27T05:45:11+10:00,7596172,1016,0a,17.0,PM2.5,ug/m^3,arc1049,C
2023-07-27T06:00:00+10:00,7596219,1009,0a.EPA-1h,11.6,PM2.5-EPA-1h,ug/m^3,arc1050,C
2023-07-27T06:00:00+10:00,7596240,1011,0a.EPA-1h.NOPK,16.6,PM2.5-EPA-1h-NOPK,ug/m^3,arc1055,C
2023-07-27T06:00:00+10:00,7596250,1011,0b.EPA-1h.NOPK.EPA-24h,28.3,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1055,C
2023-07-27T06:00:00+10:00,7596251,1011,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1055,C
2023-07-27T06:00:00+10:00,7596270,1011,5b.EPA-1h,82.36,TPH.RH-EPA-1h,%,arc1055,C
2023-07-27T06:00:00+10:00,7596283,1012,0a.EPA-1h,13.9,PM2.5-EPA-1h,ug/m^3,arc1048,C
2023-07-27T06:00:00+10:00,7596292,1012,0b.EPA-1h,33.9,PM10-EPA-1h,ug/m^3,arc1048,C
2023-07-27T06:00:00+10:00,7596294,1012,0b.EPA-1h.NOPK.EPA-24h,29.5,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1048,C
2023-07-27T06:00:00+10:00,7596295,1012,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1048,C
2023-07-27T06:00:00+10:00,7596328,1014,0a.EPA-1h.NOPK,19.2,PM2.5-EPA-1h-NOPK,ug/m^3,arc1045,C
2023-07-27T06:00:00+10:00,7596329,1014,0a.EPA-1h.NOPK.EPA-24h,12.0,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1045,C
2023-07-27T06:00:00+10:00,7596339,1014,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1045,C
2023-07-27T06:00:00+10:00,7596340,1014,0b.EPA-24h,31.3,PM10-EPA-24h,ug/m^3,arc1045,C
2023-07-27T06:00:00+10:00,7596362,1014,5b.EPA-1h,88.59,TPH.RH-EPA-1h,%,arc1045,C
2023-07-27T06:00:00+10:00,7596377,1016,0a.EPA-1h.NOPK.EPA-24h,12.5,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1049,C
2023-07-27T06:00:00+10:00,7596378,1016,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1049,C
2023-07-27T06:00:00+10:00,7596401,1016,5a.EPA-1h,8.97,TPH.TEMP-EPA-1h,C,arc1049,C
2023-07-27T06:00:02+10:00,7596032,1011,5b,83.16,TPH.RH,%,arc1055,C
2023-07-27T06:00:02+10:00,7596071,1012,5a,8.07,TPH.TEMP,C,arc1048,C
2023-07-27T06:00:02+10:00,7596081,1012,5c,1025.5,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T06:00:02+10:00,7596152,1014,5b,89.98,TPH.RH,%,arc1045,C
