OBJECTID,Wat Break Incident ID,Incident date,Type of Asset Broken,Does the road need to be closed?,Does the sidewalk need to be closed?,Estimated Hours for Repair,Estimated Number of Units Impacted,CW Service Request Number,Current status of the break,Status last updated date,CW Workorder #,Date operations was returned to normal service,Nature of Break,Apparent cause of break,Repair Type,Type of Planned Maintenance,List Valves Closed,List Valves Opened,List Hydrants Called Out,List Hydrants Called Back In,Categorization of the Break,Road Segment ID,Closest Civic Number,Street,Related Asset ID,Related Asset Depth (m),Depth of Frost (m),Asset Size (cm),Year Asset Installed,Asset Material,Asset Exists,GLOBALID,UPDATE_BY,UPDATE_DATE,x,y
1,2252,12/1/2017 3:15:00 PM,MAIN,Partially Closed,Open,12-16 hours,47,123456,REPAIR COMPLETED,12/2/2017 12:00:00 AM,177898,1/31/2017 11:30:00 PM,CORROSION AND FITTING/JOINT,AGE,CUTOUT,N/A,"6"" 93563, 94817, 93902,1139; 18""- 1264, 92862,1142",,353,353,CATEGORY 2,6961,125,LANCASTER ST W,134292,1.6,0.3,450,1937,CI,Y,3521d297-1a2e-4e7b-a071-fc53ed87e965,GIS_DATA,10/3/2018 2:42:09 PM,541741.1448,4812353.8463
7874,1311,3/26/2001 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6116,76,CLOVERDALE CRES,4101323,,,13,1965,XXX,Y,72445d62-16a8-43c1-9733-56b06015b077,DAVIDV,12/15/2011 3:38:28 PM,539253.7576,4807874.5871
7875,1325,9/6/2006 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,162230,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13207,47,WREN CRES,4099987,,,25,1967,XXX,Y,3bdc8931-31c0-4090-a07a-a6847781dd97,DAVIDV,12/15/2011 3:38:28 PM,545329.4589,4810392.1
7876,1328,9/11/2006 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6498,382,GREENBROOK DR,4642530,,,25,1964,PVC,Y,f75ad0b1-5b2a-4125-8ad5-2b9a037debd7,DAVIDV,12/15/2011 3:38:28 PM,539592.5208,4808291.4459
7877,1308,1/27/2000 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22846,224,MONTGOMERY RD,4100648,,,25,1967,XXX,Y,5a3c5d03-0899-4899-95e7-278bc5cbb682,DAVIDV,12/15/2011 3:38:28 PM,543897.8495,4810175.3637
7878,1312,8/11/1998 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,5421,152,WESTHEIGHTS DR,4104575,,,25,1974,XXX,Y,0c575f03-7d3f-44ea-b691-d33a969c4428,DAVIDV,12/15/2011 3:38:28 PM,538063.0983,4808117.2296
7879,1321,5/23/2006 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22124,,RIVER RD E,4138965,,,150,1976,XXX,Y,e82585b3-df56-4d38-8038-536ef084072b,DAVIDV,12/15/2011 3:38:28 PM,547018.7513,4808295.7817
7880,1326,10/30/2006 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,602405,,BLEAMS RD,4659302,,,25,2012,PVC,N,b8f9e9df-09e7-4013-9acc-0e43065d18df,DAVIDV,12/15/2011 3:38:28 PM,538558,4805205
7881,2047,3/12/2015 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,4/15/2015 12:00:00 AM,126895,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11399,251,MILL ST,4101475,,,,,,N,536f67ed-4ec6-470e-b0d2-7e916e639d6a,DAVIDV,4/15/2015 12:00:00 AM,541546.9539,4809431.1521
7882,1324,6/26/2006 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10973,2969,KINGSWAY DR,4095182,,,150,1975,XXX,Y,04df3fcf-e2a1-448a-93dc-0818ba726403,DAVIDV,12/15/2011 3:38:28 PM,545344.7332,4808248.5222
7883,1718,1/6/2012 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,3/7/2013 12:00:00 AM,59252,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6743,29,DUKE ST E,4087857,,,0,,XXX,N,ba670836-f7c2-4f8a-88da-c0e9fef0748c,DAVIDV,3/7/2013 12:00:00 AM,541452.0388,4810981.0436
7884,1310,6/23/2005 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10703,10,MANITOU DR,4096271,,,50,1976,XXX,Y,50e20f5e-72d2-4c0f-aa80-7d3c65322f28,DAVIDV,12/15/2011 3:38:28 PM,544225.7338,4807510.8402
7885,1309,12/30/2000 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9926,24,DONALD ST,4096468,,,13,1976,XXX,Y,00a4e0cd-e893-4d28-b324-f40b69f66fa8,DAVIDV,12/15/2011 3:38:28 PM,543332.6691,4811095.1724
7886,1407,10/27/2009 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,15782,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1249,136,GLASGOW ST,4736474,,,300,2017,PVC,N,9b14718d-36b0-4db7-838b-8fbc71796e07,DAVIDV,12/15/2011 3:38:28 PM,539296,4811193
7887,1319,12/4/2006 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10476,32,SCHUELLER ST,4127031,,,25,2003,XXX,Y,0eaeb433-06db-450d-b658-2517e59862a1,DAVIDV,12/15/2011 3:38:28 PM,543159.7299,4814098.5558
7888,1323,5/6/2006 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,156348,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,600416,385,FAIRWAY RD S,4096289,,,50,1990,XXX,Y,1c46be4f-756e-406d-a649-c1c0300fc166,DAVIDV,12/15/2011 3:38:28 PM,545171.1073,4807724.9366
8002,1313,12/28/1999 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,21422,231,BIEHN DR,4125488,,,25,1987,XXX,Y,ffb4fc64-44ae-4488-aea5-13252ca20bd9,DAVIDV,12/15/2011 3:38:28 PM,544026.8096,4804268.5239
8003,1314,1/19/1999 12:00:00 AM,SERVICE,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,12575,28,SCHWEITZER ST,4742364,,,25,2018,PE,N,4f731e20-4052-4cd8-aa66-94a85542f15c,DAVIDV,4/9/2019 12:00:00 AM,542651.0669,4814235.0844
8004,672,12/23/1998 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23230,80,MONTCALM DR,26950,,,200,1965,DI,Y,d2434202-a008-4227-a8a8-79c1b85e6912,DAVIDV,12/15/2011 3:38:27 PM,545085.796,4811699.5566
8005,89,1/22/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11606,204,STIRLING AVE S,76747,,,150,1940,CI,Y,35a835f9-b48c-4b7d-90c6-92fff123d902,DAVIDV,12/15/2011 3:38:26 PM,541766.446,4810003.0624
8006,702,4/9/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,104704,130,HAYWARD AVE,18210,,,200,1967,CI,N,03202ae8-76a0-48ca-a456-077b922a7b68,DAVIDV,12/15/2011 3:38:27 PM,543100.5658,4808264.9789
8007,67,4/28/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11413,347,MILL ST,26730,,,,,,N,2b7d9979-3508-4727-b20d-54a50b6a4e9c,DAVIDV,12/15/2011 3:38:26 PM,541780.3472,4809275.6852
8008,1230,10/10/2008 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,202140,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8898,,KING ST W,21430,,,250,1889,CI,N,165cfcf3-4759-43e2-850f-524096f3d37c,DAVIDV,12/15/2011 3:38:27 PM,540126,4811431
8009,814,12/21/1998 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23238,34,WAYNE DR,40740,,,,,,N,a240c17a-4d28-4392-97fe-206d5162f2a7,DAVIDV,12/15/2011 3:38:27 PM,545313.7565,4810577.3048
8010,73,12/19/2004 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11103,17,BISMARK AVE,76420,,,150,2009,PVC,N,1431fd09-add6-4eea-a265-f44f2fe78cb0,DAVIDV,12/15/2011 3:38:26 PM,540361,4811944
8011,728,11/16/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,603815,,SHIRLEY AVE,32900,,,300,1960,CI,Y,47d945a5-d82e-4db9-8a46-42b5eb858dde,DAVIDV,12/15/2011 3:38:27 PM,543182.7566,4812671.5729
8012,1113,3/7/2007 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,170562,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,12095,80,FLORENCE AVE,14690,,,,,,N,d9a5c6eb-e57a-4e2d-84b0-0962f6faa35e,DAVIDV,10/25/2021 9:28:32 AM,545675.1875,4808882.1138
8013,468,1/18/2004 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6508,143,WESTMOUNT RD E,42520,,,300,1959,CI,Y,cd5ff175-73f0-46c9-80b9-0130cdc32732,DAVIDV,12/15/2011 3:38:26 PM,539790.4503,4808681.9576
8014,174,1/13/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10015,777,WEBER ST E,41030,,,150,1952,CI,Y,cec67b18-68fe-4a75-b82f-27168e0616fa,DAVIDV,12/15/2011 3:38:26 PM,543639.6756,4809696.0133
8015,1678,12/15/2011 3:38:26 PM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6336,131,GLEN RD,136126,,,150,2017,PVCO,N,fd99993e-cc6b-4ffc-8fdf-14006a471b71,DAVIDV,12/15/2011 3:38:26 PM,540675.8244,4809468.2608
8016,410,2/16/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,70353,62,NOEL CRES,27910,,,100,1958,CI,Y,8d87fdac-6285-481b-9fdd-74fb88d23420,DAVIDV,12/15/2011 3:38:26 PM,544577.4443,4809807.8834
8017,924,2/6/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10747,890,COURTLAND AVE E,8430,,,300,1970,DI,N,deb34e14-f052-4919-ba83-691c63254ad7,DAVIDV,12/15/2011 3:38:27 PM,543202.9044,4808382.2659
8018,1130,4/23/2007 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,172723,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,21220,392,WESTHEIGHTS DR,42130,,,300,1974,DI,Y,0a84898a-d197-4938-85d3-2f61cba6b9cb,DAVIDV,12/15/2011 3:38:27 PM,537698.2745,4807404.1581
8019,70,2/25/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11490,164,MERNER AVE,98392,,,150,2014,PVCO,N,b9cc8fdc-a06e-444c-b86f-b040fc5e7711,DAVIDV,12/15/2011 3:38:26 PM,542639.5635,4811041.2121
8020,435,2/13/2004 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22901,66,WEDGEWOOD DR,41460,,,150,1958,CI,Y,227c08a8-119e-4ffa-b7ba-9d4b5d949589,DAVIDV,12/15/2011 3:38:26 PM,543533.8493,4811096.363
8021,810,1/23/1998 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23116,42,TUPPER CRES,38490,,,150,1966,CI,Y,7b7a2206-6e79-43c4-b1a5-1b7840f953cc,DAVIDV,12/15/2011 3:38:27 PM,544952.553,4812401.6942
8022,698,11/26/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13177,33,CARNABY CRES,5510,,,150,1967,CI,Y,9b6a88d1-0c7f-438f-98c0-fd03b2b60209,DAVIDV,12/15/2011 3:38:27 PM,545507.4679,4811208.7637
8023,92,9/22/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1266,210,GLASGOW ST,79000,,,300,2013,PVCO,N,87145d23-d418-4c40-bc7d-96f4f6455a58,DAVIDV,12/15/2011 3:38:26 PM,539020.664,4811088.1728
8024,1295,1/29/2005 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,5724,17,RUBY ST,72730,,,150,2005,PVC,N,65adfa46-fa5d-48d2-9c77-aaa9d1e71a88,DAVIDV,12/15/2011 3:38:27 PM,540760,4809783
8025,1366,2/11/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,4620,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10954,479,GREENFIELD AVE,17400,,,,,,N,3efb365d-07f8-48df-808d-2a10fce168f4,DAVIDV,12/15/2011 3:38:28 PM,544795.1579,4808266.2233
8026,305,3/13/2005 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13316,119,PLYMOUTH RD,76727,,,150,2010,PVC,N,ef4fe908-6aa2-44cd-8f4b-4cfc9c0a05f3,DAVIDV,12/15/2011 3:38:26 PM,543643.6066,4809161.8411
8027,1341,1/17/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,3475,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23174,93,KINGSTON CRES,22200,,,150,1966,CI,Y,1092fdd4-37f9-440f-935b-fbd7dd1ab460,DAVIDV,10/25/2021 9:30:44 AM,545348.0624,4811698.8132
8028,1384,4/30/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,9288,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11743,436,OTTAWA ST S,95460,,,,,,N,e9f999c9-9b13-4951-aee7-baea12cd9d9e,DAVIDV,12/15/2011 3:38:28 PM,542107.393,4808842.8771
8029,741,9/5/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13197,131,RENNIE DR,32170,,,150,1963,CI,Y,c0e94a96-cf7f-4fa3-b1e0-b8bb502953bd,DAVIDV,12/15/2011 3:38:27 PM,545169.9458,4810075.3555
8030,957,9/19/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,5418,48,BLUE SPRUCE CRT,3620,,,150,1973,DI,Y,5fffe285-cb2b-49a9-9533-7db349d93c61,DAVIDV,12/15/2011 3:38:27 PM,537843.8635,4807693.072
8031,1834,3/21/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,79095,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,10141,26,EDMUND RD,11480,,,150,1949,CI,Y,7cda0dff-d4ff-4664-90b9-4345319e1ca0,DAVIDV,2/7/2014 12:00:00 AM,543263.2884,4809952.1172
8032,1835,3/21/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,79063,,CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,15895,122,LOIS ST,33410,,,150,1958,CI,Y,d2924d57-7add-45ea-9440-0b093cc98a9e,DAVIDV,2/7/2014 12:00:00 AM,543358.6137,4812063.4675
8033,1836,3/19/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,78943,,CORROSION AND CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,23175,124,QUEENSTON DR,31930,,,150,1966,DI,Y,cf131a39-ecde-4063-b8e9-d5b95c7a7f8f,DAVIDV,2/7/2014 12:00:00 AM,545414.2808,4811783.2546
8034,1838,3/10/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,78617,,CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,10044,374,PROSPECT AVE,31180,,,150,1954,CI,Y,88b4386d-a04a-4b8d-9d08-8b90ff8cee9c,DAVIDV,2/7/2014 12:00:00 AM,544393.1625,4809545.0642
8035,1839,3/7/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,78575,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,21840,201,WOODHAVEN RD,43910,,,150,1954,CI,Y,487a920c-8d89-4904-82b6-ba6296f5c0b8,DAVIDV,2/7/2014 12:00:00 AM,544273.334,4807909.7523
8036,1840,3/6/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,78528,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,15747,27,ELKINGTON DR,84154,,,150,1959,CI,Y,07b60047-4eda-427d-9777-edb828a5821a,DAVIDV,2/7/2014 12:00:00 AM,543734.9082,4812141.834
8037,1842,3/4/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,78429,,CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,15816,78,CONFEDERATION DR,7760,,,150,1966,CI,Y,8d8c2af1-ce55-49dd-b5d8-164629aad9ff,DAVIDV,2/7/2014 12:00:00 AM,544898.178,4812232.9628
8038,1843,3/4/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,78353,,FITTING/JOINT,CORROSION,,,,,,,CATEGORY 1,23179,126,INDIAN RD,20260,,,150,1967,CI,Y,bfda303e-3b28-48e5-97f9-f7c47848c2fb,DAVIDV,2/7/2014 12:00:00 AM,545452.321,4811568.8171
8039,1844,3/2/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,78354,,CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,603851,146,CORNELL AVE,8060,,,150,1958,CI,Y,29a9ef2c-f2c2-416f-a84d-5fce531f4df5,DAVIDV,2/7/2014 12:00:00 AM,543359.2684,4808988.118
8040,1845,2/28/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,78243,,CIRCUMFERENTIAL,SOILS,,,,,,,CATEGORY 1,22879,170,MANCHESTER RD,85458,,,150,1962,DI,Y,03b74ba2-6666-40d8-87d8-40c8c6d3ffc1,DAVIDV,2/7/2014 12:00:00 AM,543888.0887,4810961.1501
8041,1846,2/27/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,78195,,CIRCUMFERENTIAL,UNKNOWN,,,,,,,CATEGORY 1,13265,140,MONTGOMERY RD,27160,,,150,1951,CI,Y,df0cd825-65e5-485a-bc9f-5420e95664c9,DAVIDV,2/7/2014 12:00:00 AM,543854.804,4809871.5176
8042,1847,2/23/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,78102,,CIRCUMFERENTIAL,UNKNOWN,,,,,,,CATEGORY 1,6966,547,WELLINGTON ST N,41690,,,300,1929,CI,Y,8322c43b-63a9-4077-8f44-a83f7bb117a9,DAVIDV,2/7/2014 12:00:00 AM,542111.3676,4812325.9196
8043,1848,2/22/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,78058,,CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,12661,1099,GUELPH ST,59960,,,150,1957,CI,Y,88953970-2938-4287-9bca-698fb628642d,DAVIDV,2/7/2014 12:00:00 AM,542723.7774,4813030.869
8044,1849,2/20/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77999,,FITTING/JOINT,COMBINATION,,,,,,,CATEGORY 1,11490,160,MERNER AVE,98392,,,150,2014,PVCO,N,e7a3c396-65b4-4ee1-9e90-8749df77c5e2,DAVIDV,2/7/2014 12:00:00 AM,542635.8992,4811048.8368
8045,1850,2/20/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77998,,CIRCUMFERENTIAL,CORROSION,,,,,,,CATEGORY 1,1284,42,ABERDEEN RD,290,,,150,1958,CI,N,79c0028a-f93e-4a69-969c-99dcf35c5ea6,DAVIDV,2/7/2014 12:00:00 AM,538221.2804,4810851.312
8046,1851,2/20/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,78016,,CIRCUMFERENTIAL,CORROSION,,,,,,,CATEGORY 1,10771,67,KINZIE AVE,22490,,,150,1960,CI,Y,26cfbf63-38ed-4ede-9ac8-9e4acf21cea6,DAVIDV,2/7/2014 12:00:00 AM,545552.4644,4809012.8517
8047,1852,2/19/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77947,,CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,6224,150,RIPPLEWOOD CRES,88076,,,150,1960,CI,Y,818630ef-7a89-4094-ace3-80f61b6e7612,DAVIDV,2/7/2014 12:00:00 AM,539360.0358,4808188.9101
8048,1854,2/15/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77927,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,8861,88,ABERDEEN RD,136824,,,150,,PVC,N,bb455ad5-498e-4586-b70d-63bc402dab67,DAVIDV,2/7/2014 12:00:00 AM,538144.6902,4810974.0492
8049,1856,2/8/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77523,,CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,10146,126,JACKSON AVE,20530,,,150,1947,CI,Y,efa90634-8b06-44c5-bfd8-ec9592cedb30,DAVIDV,2/7/2014 12:00:00 AM,543616.2743,4809945.0142
8050,1857,2/8/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77528,,CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,15862,98,QUEENSTON CRES,31880,,,150,1966,CI,Y,35acce3a-81df-4163-aec9-d29c76924f80,DAVIDV,2/7/2014 12:00:00 AM,545370.8069,4811850.4509
8051,1858,2/9/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77562,,CORROSION,CORROSION,,,,,,,CATEGORY 1,15911,10,CONFEDERATION DR,7730,,,150,1966,CI,Y,a42e8ad3-d974-4fe2-bbdd-ddac3459d267,DAVIDV,2/7/2014 12:00:00 AM,544620.734,4812100.6368
8052,1859,2/9/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77563,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,12413,25,HAMEL AVE,17950,,,150,1964,CI,Y,9011255b-f042-492c-90ad-f1b2f40373f7,DAVIDV,2/7/2014 12:00:00 AM,541555.0112,4813653.6556
8053,1860,2/10/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77595,,CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,20774,8,WESTGATE WALK,42050,,,150,1959,CI,Y,6da3d133-7d11-4699-849e-ff98e8068619,DAVIDV,2/7/2014 12:00:00 AM,537931.9821,4811000.5251
8054,1861,2/5/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77327,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,10379,153,OXFORD ST,29900,,,150,1947,CI,Y,61a59cca-9e7f-46b6-b1d1-7b0f551087df,DAVIDV,2/7/2014 12:00:00 AM,541498.1096,4813247.2996
8055,1862,2/1/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77140,,FITTING/JOINT,CORROSION,,,,,,,CATEGORY 1,20794,3,WESTFOREST TRAIL,88430,,,300,1988,DI,Y,07f1da4e-1ca3-4832-ad14-247d3887d44a,DAVIDV,2/7/2014 12:00:00 AM,537294.2212,4809064.0688
8056,1863,2/4/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77205,,CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,13039,42,DANIEL AVE,8940,,,150,1964,CI,Y,d65c00a3-80eb-43c3-8c9c-62b40aae8eb2,DAVIDV,2/7/2014 12:00:00 AM,543335.3395,4814606.3278
8057,1865,2/1/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77140,,CIRCUMFERENTIAL AND FITTING/JOINT,CORROSION,,,,,,,CATEGORY 1,6105,,VICTORIA ST S,88430,,,300,1988,DI,Y,aaaadaba-26aa-4b64-bae3-348f58e664d5,DAVIDV,2/7/2014 12:00:00 AM,537293.1123,4809063.5281
