OBJECTID,Wat Break Incident ID,Incident date,Type of Asset Broken,Does the road need to be closed?,Does the sidewalk need to be closed?,Estimated Hours for Repair,Estimated Number of Units Impacted,CW Service Request Number,Current status of the break,Status last updated date,CW Workorder #,Date operations was returned to normal service,Nature of Break,Apparent cause of break,Repair Type,Type of Planned Maintenance,List Valves Closed,List Valves Opened,List Hydrants Called Out,List Hydrants Called Back In,Categorization of the Break,Road Segment ID,Closest Civic Number,Street,Related Asset ID,Related Asset Depth (m),Depth of Frost (m),Asset Size (cm),Year Asset Installed,Asset Material,Asset Exists,GLOBALID,UPDATE_BY,UPDATE_DATE,x,y
10166,225,1/27/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9831,317,MELROSE AVE,76692,,,150,2010,PVC,N,af090f31-0a39-4ff1-b3b3-f025eeccf518,DAVIDV,12/15/2011 3:38:26 PM,543126.0767,4810945.28
10167,1401,9/11/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,16547,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6395,110,SWEETBRIAR DR,37220,,,150,1961,CI,Y,647a49fa-27b1-4ab0-b2c6-cc699e49c168,DAVIDV,12/15/2011 3:38:28 PM,539919.5505,4807886.8094
10168,1303,1/1/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10015,777,WEBER ST E,41030,,,150,1952,CI,Y,8e945c96-f67a-4b1f-8b7b-f6704fdf9600,DAVIDV,12/15/2011 3:38:28 PM,543630.4768,4809700.4218
10169,1655,12/15/2011 3:38:26 PM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11608,162,MILL ST,97980,,,300,2012,PVC,N,145fd0bc-2805-4e3f-830b-74b3bdd6d69e,DAVIDV,12/15/2011 3:38:26 PM,541305.0243,4809732.9216
10170,389,10/2/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13325,286,DIXON ST,76461,,,150,2010,PVC,N,5c4d1b1e-0ee8-4fe8-bcbe-54d5ed3f37ad,DAVIDV,12/15/2011 3:38:26 PM,543294,4808890
10171,887,9/7/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8682,128,DALEGROVE DR,8860,,,150,1969,DI,Y,b905c0f8-2f46-45d0-8de5-0cb9b15a8a2c,DAVIDV,12/15/2011 3:38:27 PM,537778.7749,4809782.0982
10172,2209,6/9/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,161485,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10873,75,ARDELT PL,86412,,,300,1967,DI,Y,6eb0d87d-b259-4e18-b579-89ee5a4938e8,DAVIDV,11/27/2018 12:00:00 AM,542545.0157,4808645.4615
10173,2210,6/9/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,161486,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9173,,YOUNG ST,44360,,,300,1992,DI,N,e101eea1-a243-4586-9f73-2378258b67b7,DAVIDV,11/27/2018 12:00:00 AM,541143.0336,4811143.612
10174,2211,6/9/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,161499,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22225,57,WOODVIEW CRES,44060,,,150,1981,DI,Y,8fe7280d-60ac-40ee-b11f-1f4f07e40fe8,DAVIDV,11/27/2018 12:00:00 AM,547195.005,4808076.5655
10175,2212,6/9/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,161564,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22906,16,LYNDHURST DR,83662,,,150,1958,CI,Y,38d570ae-932b-4967-bf1a-0d57f7b8c1e0,DAVIDV,11/27/2018 12:00:00 AM,543531.4158,4810750.6752
10176,2213,6/9/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,161566,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10137,11,FAIRMOUNT RD,76041,,,,,,N,c56b7a1d-8817-4216-bcea-30c04ae717ab,DAVIDV,11/27/2018 12:00:00 AM,543603.2341,4810215.2515
10177,2214,6/24/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,162903,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9411,111,VANIER DR,39030,,,200,1953,CI,N,26af217c-439d-4437-84f0-5d031a2609f6,DAVIDV,11/27/2018 12:00:00 AM,543386.961,4808522.5263
10178,2215,7/5/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,163456,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,21871,188,FARRIER DR,14090,,,200,1974,DI,Y,b08f7911-65bf-4bc3-9a47-1887fe3a3059,DAVIDV,11/27/2018 12:00:00 AM,545393.3553,4805221.2759
10179,2216,7/5/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,163529,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,16061,2021,OLD MILL RD,86126,,,200,1980,DI,Y,4b73324c-7979-475c-970e-18fc35fff461,DAVIDV,11/27/2018 12:00:00 AM,547835.3216,4804665.64
10180,2217,7/7/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,163648,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,21869,166,FARRIER DR,14100,,,300,1974,DI,Y,105c3d5c-cb07-4e82-804b-c79b01b71bf5,DAVIDV,11/27/2018 12:00:00 AM,545385.7981,4805292.3447
10181,2218,7/12/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,163949,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22074,31,OLD CARRIAGE DR,28240,,,200,1977,DI,Y,e6cd781b-b0e2-425e-833a-0634e12a7983,DAVIDV,11/27/2018 12:00:00 AM,545912.1305,4804642.4379
10182,2219,7/21/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,164694,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,21777,93,BIEHN DR,142914,,,300,1975,AC,Y,a7970a29-589e-4d79-a821-955311a81572,DAVIDV,11/27/2018 12:00:00 AM,544098.6927,4804785.291
10183,2220,7/27/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,165083,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9378,189,DUNDAS AVE,10730,,,150,1949,CI,Y,0a2601be-fcdc-4b6c-b0c5-8971c26c77d1,DAVIDV,11/27/2018 12:00:00 AM,542469.0719,4809580.7875
10184,2221,8/7/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,165790,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6091,795,GLASGOW ST,16340,,,200,1983,DI,Y,66e79d96-8bf1-4087-a771-1eb6f7b9cb7b,DAVIDV,11/27/2018 12:00:00 AM,537229.1849,4810206.7104
10185,2222,9/2/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,167757,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,40029,150,EDNA ST,57680,,,150,1955,CI,Y,1ef79865-6eaa-4d75-a3ea-dc4b6a1e17b4,DAVIDV,11/27/2018 12:00:00 AM,542690.751,4811795.744
10186,2223,9/27/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,10/17/2016 12:00:00 AM,169500,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6362,60,ELMSDALE DR,11910,,,200,1969,CI,Y,fb43e6c0-7309-4e3f-ac10-a7ec0acf5c8b,DAVIDV,11/27/2018 12:00:00 AM,540892.3113,4807889.8359
10187,2224,10/3/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/20/2016 12:00:00 AM,169899,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10138,197,SHELDON AVE N,34670,,,150,1946,CI,N,d1330a17-4f59-483b-8410-8627eda51303,DAVIDV,11/27/2018 12:00:00 AM,543512.0043,4810223.7288
10188,2225,10/5/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/20/2016 12:00:00 AM,170195,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11505,110,CONWAY DR,7970,,,,,,N,b34baa5b-1af4-4da0-a22e-28acf6b21435,DAVIDV,11/27/2018 12:00:00 AM,545423.6954,4810863.5114
10189,2226,10/11/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/20/2016 12:00:00 AM,170465,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23080,319,VERONICA DR,90626,,,150,1987,DI,Y,37c9bc6a-6c1d-4e34-854d-0b3afda4be84,DAVIDV,11/27/2018 12:00:00 AM,546267.4197,4809470.4074
10190,2227,10/14/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/20/2016 12:00:00 AM,170676,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6192,7,THORNRIDGE CRES,37810,,,150,1964,CI,Y,3f96861e-2ba3-46cf-abd6-73f4bcea2ef0,DAVIDV,11/27/2018 12:00:00 AM,538937.8,4808355.679
10191,2228,10/17/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/20/2016 12:00:00 AM,170825,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,15838,301,SHERWOOD AVE,34850,,,150,1954,CI,Y,ae87bf41-46f4-46ab-93dd-f93487ddaf3f,DAVIDV,11/27/2018 12:00:00 AM,543485.0457,4811970.4949
10192,2229,11/11/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/20/2016 12:00:00 AM,172728,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13222,318,ROSS AVE,33550,,,150,1959,CI,Y,0359c187-4534-4931-94d8-f6206b792673,DAVIDV,11/27/2018 12:00:00 AM,544689.0169,4810088.2626
10193,2230,12/11/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,175197,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9932,44,KENWOOD DR,21210,,,150,1958,CI,Y,928c5620-1fca-49bb-a693-b80044aaaca5,DAVIDV,11/27/2018 12:00:00 AM,543774.4615,4811311.7497
10194,2231,12/13/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,175347,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9239,589,CHARLES ST E,86766,,,100,1922,CI,N,078804e9-89d9-41fc-841b-c28c8e5b96ed,DAVIDV,11/27/2018 12:00:00 AM,542704.3062,4809944.3696
10195,2232,12/13/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,175344,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,15753,72,LOIS ST,24040,,,150,1952,CI,Y,1f4fb27a-3189-4e0b-9a20-fff7a939c53b,DAVIDV,11/27/2018 12:00:00 AM,543285.5908,4812236.1167
10196,2233,12/16/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,175530,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,20697,70,EAGEN DR,10900,,,200,1967,DI,Y,dfd4f6cb-5e6e-4f5c-b0dc-9c0e0aa0266b,DAVIDV,11/27/2018 12:00:00 AM,538774.7023,4808898.8304
10197,2236,12/27/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,176005,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6396,11,DUNCAIRN AVE,89922,,,150,1961,CI,Y,07cfe1fa-f275-41c8-877f-1033e3c8b966,DAVIDV,11/27/2018 12:00:00 AM,540047.6842,4808053.0347
10198,2237,12/27/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,176006,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9931,154,LYNDHURST DR,24630,,,150,1958,CI,Y,36822993-c1a4-4fc8-8275-c55558be241f,DAVIDV,11/27/2018 12:00:00 AM,543843.187,4811149.0458
10199,2238,12/29/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,176109,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13048,60,DANIEL AVE,8950,,,150,1964,CI,Y,29f8e877-f555-46f2-9b70-506690d678b5,DAVIDV,11/27/2018 12:00:00 AM,543396.2334,4814481.4369
10200,2239,1/3/2017 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,176254,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6634,,GOUDIES LANE,16800,,,200,1961,CI,Y,1d1b294c-6264-401b-8515-afe6b91b3dd6,DAVIDV,11/27/2018 12:00:00 AM,541414.6703,4810915.4866
10201,2240,1/4/2017 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,176286,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,15857,4,BIRKSHIRE CRT,24220,,,150,1965,DI,Y,c4d3b8a5-cc5f-44c3-8d16-493481f5c2b3,DAVIDV,11/27/2018 12:00:00 AM,544637.816,4811830.601
10202,2241,1/4/2017 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,176259,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,12610,54,BRIDGE ST W,4530,,,,,,N,0d3c7be4-2288-4343-ab4f-ebc12f89140f,DAVIDV,11/27/2018 12:00:00 AM,541579.7009,4814645.7128
10203,2242,1/5/2017 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,176492,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,21833,59,REYBURN AVE,32270,,,150,1954,CI,Y,98219549-d198-46b9-9c41-2a7c838ecdf9,DAVIDV,11/27/2018 12:00:00 AM,544217.6388,4807829.4281
10204,2243,1/8/2017 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,176568,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,40029,150,EDNA ST,57680,,,150,1955,CI,Y,c078e5e1-3c9d-436d-93f5-d2ec47dc1e5f,DAVIDV,11/27/2018 12:00:00 AM,542688.8206,4811798.1488
10205,2244,1/13/2017 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,176887,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,12091,216,HOLBORN DR,19770,,,150,1967,CI,Y,62c01c04-06ad-426b-97b1-ded627459dc6,DAVIDV,11/27/2018 12:00:00 AM,545801.4548,4811255.0588
10206,2245,1/15/2017 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/20/2017 12:00:00 AM,176908,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,20671,92,BLUERIDGE AVE,3640,,,150,1956,CI,Y,f50e66d7-f0f1-4946-93f0-518a1f431145,DAVIDV,11/27/2018 12:00:00 AM,540068.5728,4808942.9884
10207,2246,1/17/2017 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,5/4/2017 12:00:00 AM,177019,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10953,431,GREENFIELD AVE,84572,,,,,,N,3915cc40-2934-4080-ae93-3df64a20db86,DAVIDV,11/27/2018 12:00:00 AM,544678.1574,4808317.337
10208,2248,1/20/2017 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,5/4/2017 12:00:00 AM,177203,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10148,26,RAYMOND RD,32130,,,150,1948,CI,Y,3ea133b9-906a-45a7-93a9-6e99ae625243,DAVIDV,11/27/2018 12:00:00 AM,543402.2866,4810040.8255
10209,2249,1/20/2017 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,5/4/2017 12:00:00 AM,177212,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6142,186,UPLANDS DR,87232,,,200,1962,CI,Y,7e500fed-ccd3-4d3b-9230-913220d45c02,DAVIDV,11/27/2018 12:00:00 AM,538905.5177,4808149.2392
10210,2250,1/27/2017 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,5/4/2017 12:00:00 AM,177663,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,20742,36,FURNESS DR,15830,,,150,1967,CI,Y,cb6be8ef-5a6b-418a-afb0-103772fb6dd1,DAVIDV,11/27/2018 12:00:00 AM,538873.657,4808846.5559
10211,2251,1/27/2017 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,5/4/2017 12:00:00 AM,177662,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,12145,160,HOLBORN DR,93744,,,150,1967,CI,Y,80f700a5-240f-4f6d-9a6b-cd3ba6cf9c87,DAVIDV,11/27/2018 12:00:00 AM,545613.426,4811163.2574
10212,2253,2/3/2017 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,5/4/2017 12:00:00 AM,178315,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6224,170,RIPPLEWOOD CRES,88076,,,150,1960,CI,Y,c86566c7-3f2f-4144-8194-6b2690b19403,DAVIDV,11/27/2018 12:00:00 AM,539298.7422,4808242.0972
10213,1837,3/11/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,78658,,CIRCUMFERENTIAL AND FITTING/JOINT,COMBINATION,,,,,,,CATEGORY 1,11741,34,KELVIN AVE,134836,,,150,2016,PVC,N,7427822b-7248-4405-a550-f6241d2c7f15,DAVIDV,2/26/2019 12:00:00 AM,541880.314,4808840.8536
10214,1855,2/13/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77777,,CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,11741,30,KELVIN AVE,134836,,,150,2016,PVC,N,78b82784-e05a-41cf-9ba4-9ef1429f7507,DAVIDV,2/26/2019 12:00:00 AM,541890.5916,4808848.9008
10215,1136,6/19/2007 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,176714,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11402,9,KEHL ST,134906,,,200,2017,PVCO,N,a4f18ded-5357-465e-9026-05b7408a918a,DAVIDV,2/26/2019 12:00:00 AM,541526.6941,4809155.3887
10216,367,1/16/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11414,30,MEINZINGER AVE,134846,,,150,2016,PVC,N,eb974f53-db27-4e3f-b0ee-c1e6328320a2,DAVIDV,2/26/2019 12:00:00 AM,541788.487,4809014.4783
10217,936,12/24/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1718,523,KARN ST,134694,,,150,2017,PVC,N,26cc6304-4948-4d5c-ac59-0afaf0c1d39c,DAVIDV,2/26/2019 12:00:00 AM,538692.8426,4810030.0804
10218,1803,12/2/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,92272,,CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,1718,505,KARN ST,134694,,,150,2017,PVC,N,c60e799f-04a8-4f1c-ab7f-9f637713896f,DAVIDV,2/26/2019 12:00:00 AM,538742.328,4810053.6288
10219,1817,10/10/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,89708,,CORROSION,COMBINATION,,,,,,,CATEGORY 1,11414,4,MEINZINGER AVE,134846,,,150,2016,PVC,N,fa7bc1f0-6d72-4b9a-a5be-f7f3c130eb21,DAVIDV,2/26/2019 12:00:00 AM,541746.8844,4809099.5096
10220,1186,1/14/2008 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,187968,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11740,29,DONLEY ST,134842,,,150,2016,PVC,N,6d617c3d-a37b-4f61-8779-f6476a0ee785,DAVIDV,2/26/2019 12:00:00 AM,541992.3015,4808843.3769
10221,366,12/29/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11414,50,MEINZINGER AVE,134846,,,150,2016,PVC,N,b25f88e0-abfe-46ae-ad45-5b3eade0e5ac,DAVIDV,2/26/2019 12:00:00 AM,541810.8732,4808970.2402
10222,1620,3/5/2011 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,41349,,CIRCUMFERENTIAL,CORROSION,,,,,,,CATEGORY 1,11414,40,MEINZINGER AVE,134846,,,150,2016,PVC,N,713e578e-4ae8-4f91-9aec-fcde43340018,DAVIDV,2/26/2019 12:00:00 AM,541797.4148,4808996.5829
10223,1920,2/19/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96786,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1720,541,VICTORIA ST S,39860,,,150,1947,CI,Y,64f0e4c8-1d5c-478a-96ef-42e2886caf39,DAVIDV,2/26/2019 12:00:00 AM,539192.8128,4809957.642
10224,935,12/2/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1718,505,KARN ST,134694,,,150,2017,PVC,N,380996d5-4545-4248-9fdd-b7e879154c1f,DAVIDV,2/26/2019 12:00:00 AM,538740.8806,4810052.9258
10225,1338,1/14/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,3319,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,12642,668,GUELPH ST,134586,,,150,2017,PVC,N,405544ea-b511-4a08-af9e-5c001b9dd087,DAVIDV,2/26/2019 12:00:00 AM,541480.1805,4812645.2933
10226,2168,11/30/2015 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/22/2016 12:00:00 AM,149389,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1718,492,KARN ST,134694,,,150,2017,PVC,N,fb7c6f83-29c5-4e0a-9c18-182136f9c27f,DAVIDV,2/26/2019 12:00:00 AM,538780.6224,4810072.2285
10227,2046,3/12/2015 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,4/15/2015 12:00:00 AM,128135,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11754,185,KEHL ST,134920,,,300,2017,PVCO,N,540079b9-000c-47b4-85c3-9efdaf10ad95,DAVIDV,2/26/2019 12:00:00 AM,541796.6866,4808636.6344
10228,2171,1/4/2016 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,6/7/2016 12:00:00 AM,151341,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11754,185,KEHL ST,134920,,,300,2017,PVCO,N,3b032b1d-63d1-469c-9d75-e88414274449,DAVIDV,2/26/2019 12:00:00 AM,541793.7768,4808642.5812
10229,1102,2/22/2007 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,169942,,UNKNOWN,FAULTY INSTALL,,,,,,,CATEGORY 1,11740,25,DONLEY ST,134842,,,150,2016,PVC,N,fd015df2-2b93-42e8-a92f-2244929c5c9e,DAVIDV,2/26/2019 12:00:00 AM,542001.2944,4808853.619
10230,1558,12/25/2010 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,38700,,CIRCUMFERENTIAL,AGE,,,,,,,CATEGORY 1,11740,11,DONLEY ST,134842,,,150,2016,PVC,N,035288d2-ed22-4a27-bc0b-3f5dcdff25f3,DAVIDV,2/26/2019 12:00:00 AM,542020.2718,4808875.8786
10231,1376,3/10/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,6155,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8523,394,ALICE AVE,134706,,,150,2017,PVC,N,e38c1d74-c3ad-467c-a276-b05582a80c27,DAVIDV,2/26/2019 12:00:00 AM,539103.0842,4810067.9895
10232,264,2/1/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11754,185,KEHL ST,134920,,,300,2017,PVCO,N,9d41c801-600f-4197-b367-e335a5c59383,DAVIDV,2/26/2019 12:00:00 AM,541797.8582,4808634.24
10233,323,5/16/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11740,33,DONLEY ST,134842,,,150,2016,PVC,N,6f3719f8-1730-4626-a76b-895f734fc4e7,DAVIDV,2/26/2019 12:00:00 AM,541985.9034,4808836.0704
10234,589,11/15/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11741,26,KELVIN AVE,134836,,,150,2016,PVC,N,24d60070-3be5-410f-a9e1-eef3f34a7a22,DAVIDV,2/26/2019 12:00:00 AM,541899.4139,4808852.2277
10235,1104,2/24/2007 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,170022,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11740,25,DONLEY ST,134842,,,150,2016,PVC,N,d3dce719-040f-4db9-a0fd-fcbe2ef0b1d7,DAVIDV,2/26/2019 12:00:00 AM,542006.1547,4808859.1826
10236,365,1/13/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11414,14,MEINZINGER AVE,134846,,,150,2016,PVC,N,a23b4f46-a589-4e6c-9246-06bb6e17a367,DAVIDV,2/26/2019 12:00:00 AM,541767.189,4809058.0083
10237,108,1/21/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8523,438,ALICE AVE,134708,,,150,2017,PVC,N,ee8448e3-4675-475c-81e8-28705054bb01,DAVIDV,2/26/2019 12:00:00 AM,539025.0038,4810164.0116
10238,1586,1/24/2011 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,39749,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,1255,387,KARN ST,134700,,,150,2017,PVC,N,34f9b44a-679c-4e61-af35-1191510de1a1,DAVIDV,2/26/2019 12:00:00 AM,539083.3785,4810219.3304
10239,324,7/20/2005 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11740,21,DONLEY ST,134842,,,150,2016,PVC,N,6e46a12f-8654-4cb0-9d3c-325d249975e5,DAVIDV,2/26/2019 12:00:00 AM,542013.9098,4808868.0518
